ID;SoortVacature;Overheidssectoren;Perioden;TotaalAantalVacatures_1;k_10Werknemers_2;k_1099Werknemers_3;k_100Werknemers_4;k_1ElementaireBeroepen_5;k_2LagereBeroepen_6;k_4MiddelbareBeroepen_7;k_6HogereBeroepen_8;k_8WetenschappelijkeBeroepen_9;k_9BeroepOnbekend_10;k_2LagerOnderwijs_11;k_3VoortgezetOnderwijsLagereTrap_12;k_4VoortgezetOnderwijsHogereTrap_13;k_5HogerOnderwijs1eTrap_14;k_67HogerOnderwijs2e3eTrap_15;k_9Onbekend_16
372;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
373;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
374;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
375;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2004;0.1;;;0.1;;;;;;;;;;;;
376;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2006;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
377;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2008;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
378;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2000;9.2;0.1;1.1;8.0;0.1;0.8;3.1;3.6;1.7;0.0;0.0;0.8;3.0;3.7;1.6;0.0
379;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2001;9.8;0.1;1.2;8.5;0.1;0.6;3.5;4.4;1.1;0.0;0.0;0.8;3.4;4.8;0.8;0.0
380;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2002;6.9;0.1;0.8;6.0;0.1;0.9;1.6;3.1;1.1;;0.0;1.0;1.7;3.2;0.9;
381;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2003;4.3;0.0;0.4;3.8;0.1;0.3;1.4;2.0;0.6;;0.0;0.0;0.3;1.3;2.1;0.5
382;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2004;2.7;0.0;0.2;2.5;;;;;;;;;;;;
383;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2006;6.9;0.0;0.5;6.3;0.1;0.3;2.7;3.0;0.8;;0.0;0.3;2.2;3.2;1.2;
384;Waarvoor advertentie is geplaatst;Totaal overheidssectoren;2008;9.1;0.1;0.6;8.4;0.3;0.3;2.8;4.6;1.1;;0.0;0.3;1.9;5.3;1.6;
385;Waarvoor advertentie is geplaatst;Rijksoverheid;2000;1.5;0.0;0.0;1.5;0.0;0.1;0.7;0.4;0.3;0.0;0.0;0.1;0.6;0.5;0.3;0.0
386;Waarvoor advertentie is geplaatst;Rijksoverheid;2001;1.8;0.0;0.0;1.8;0.0;0.1;1.0;0.5;0.3;0.0;0.0;0.3;0.7;0.6;0.2;0.0
387;Waarvoor advertentie is geplaatst;Rijksoverheid;2002;0.6;0.0;0.0;0.6;0.0;0.0;0.2;0.2;0.2;;0.0;0.1;0.1;0.2;0.2;
388;Waarvoor advertentie is geplaatst;Rijksoverheid;2003;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.2;;0.0;0.0;0.1;0.1;0.2;
389;Waarvoor advertentie is geplaatst;Rijksoverheid;2004;0.1;;;0.1;;;;;;;;;;;;
390;Waarvoor advertentie is geplaatst;Rijksoverheid;2006;0.8;;;0.8;0.0;0.0;0.4;0.3;0.1;;;0.1;0.2;0.2;0.3;
391;Waarvoor advertentie is geplaatst;Rijksoverheid;2008;1.0;;0.0;1.0;;;0.1;0.8;0.1;;;;0.1;0.1;0.7;
392;Waarvoor advertentie is geplaatst;Provincies;2000;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
393;Waarvoor advertentie is geplaatst;Provincies;2001;0.4;0.0;0.0;0.4;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
394;Waarvoor advertentie is geplaatst;Provincies;2002;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.3;0.0;;0.0;0.0;0.1;0.2;0.1;
395;Waarvoor advertentie is geplaatst;Provincies;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
396;Waarvoor advertentie is geplaatst;Provincies;2004;0.1;;;0.1;;;;;;;;;;;;
397;Waarvoor advertentie is geplaatst;Provincies;2006;0.1;;;0.1;0.0;0.0;0.0;0.1;0.0;;;0.0;0.0;0.0;0.0;
398;Waarvoor advertentie is geplaatst;Provincies;2008;0.4;;;0.4;;0.0;0.1;0.3;0.0;;;0.0;0.0;0.3;0.0;
399;Waarvoor advertentie is geplaatst;Gemeenten;2000;2.6;0.0;0.4;2.2;0.0;0.5;0.8;1.0;0.4;0.0;0.0;0.4;0.9;1.0;0.3;0.0
400;Waarvoor advertentie is geplaatst;Gemeenten;2001;3.4;0.0;0.5;2.9;0.1;0.3;1.1;1.5;0.4;0.0;0.0;0.3;1.2;1.6;0.3;0.0
401;Waarvoor advertentie is geplaatst;Gemeenten;2002;3.0;0.0;0.3;2.6;0.0;0.2;0.9;1.4;0.4;;0.0;0.2;1.0;1.5;0.3;
402;Waarvoor advertentie is geplaatst;Gemeenten;2003;1.9;0.0;0.2;1.7;0.1;0.2;0.5;1.0;0.2;;0.0;0.2;0.6;1.0;0.2;
403;Waarvoor advertentie is geplaatst;Gemeenten;2004;1.3;;0.1;1.1;;;;;;;;;;;;
404;Waarvoor advertentie is geplaatst;Gemeenten;2006;2.4;;0.3;2.1;0.1;0.1;0.8;1.2;0.2;;0.0;0.1;0.6;1.3;0.3;
405;Waarvoor advertentie is geplaatst;Gemeenten;2008;3.8;0.0;0.3;3.4;0.2;0.2;1.2;1.7;0.5;;0.0;0.2;0.9;2.4;0.3;
406;Waarvoor advertentie is geplaatst;Onderwijs;2000;4.0;0.1;0.7;3.3;0.0;0.2;0.9;1.9;0.9;0.0;0.0;0.3;0.8;2.0;0.9;0.0
407;Waarvoor advertentie is geplaatst;Onderwijs;2001;3.5;0.1;0.6;2.8;0.0;0.2;0.7;2.2;0.4;0.0;0.0;0.1;0.7;2.3;0.3;0.0
408;Waarvoor advertentie is geplaatst;Onderwijs;2002;2.7;0.0;0.4;2.2;0.0;0.6;0.4;1.1;0.4;;0.0;0.6;0.4;1.2;0.4;
409;Waarvoor advertentie is geplaatst;Onderwijs;2003;1.8;0.0;0.3;1.5;0.0;0.0;0.7;0.9;0.2;;0.0;0.0;0.5;1.1;0.2;
410;Waarvoor advertentie is geplaatst;Onderwijs;2004;1.1;0.0;0.1;1.0;;;;;;;;;;;;
411;Waarvoor advertentie is geplaatst;Onderwijs;2006;2.7;0.0;0.3;2.4;0.0;0.1;0.7;1.4;0.5;;0.0;0.1;0.5;1.6;0.5;
412;Waarvoor advertentie is geplaatst;Onderwijs;2008;3.3;0.0;0.3;2.9;0.0;0.0;1.0;1.8;0.5;;0.0;0.0;0.4;2.3;0.5;
413;Waarvoor advertentie is geplaatst;Politie;2000;0.7;0.0;0.0;0.7;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.6;0.1;0.0;0.0
414;Waarvoor advertentie is geplaatst;Politie;2001;0.5;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.1;0.0;0.0
415;Waarvoor advertentie is geplaatst;Politie;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
416;Waarvoor advertentie is geplaatst;Politie;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
417;Waarvoor advertentie is geplaatst;Politie;2004;0.1;;;0.1;;;;;;;;;;;;
418;Waarvoor advertentie is geplaatst;Politie;2006;0.8;;;0.8;0.0;0.1;0.7;0.0;0.0;;0.0;0.1;0.7;0.1;0.0;
419;Waarvoor advertentie is geplaatst;Politie;2008;0.4;;;0.4;0.0;0.0;0.4;0.0;0.0;;;0.0;0.3;0.0;0.0;
420;Waarvoor advertentie is geplaatst;Defensie;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
421;Waarvoor advertentie is geplaatst;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
422;Waarvoor advertentie is geplaatst;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
423;Waarvoor advertentie is geplaatst;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
424;Waarvoor advertentie is geplaatst;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
425;Waarvoor advertentie is geplaatst;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
426;Waarvoor advertentie is geplaatst;Defensie;2008;;;;;;;;;;;;;;;;
427;Waarvoor advertentie is geplaatst;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
428;Waarvoor advertentie is geplaatst;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
429;Waarvoor advertentie is geplaatst;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
430;Waarvoor advertentie is geplaatst;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
431;Waarvoor advertentie is geplaatst;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
432;Waarvoor advertentie is geplaatst;Rechterlijke macht;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
433;Waarvoor advertentie is geplaatst;Rechterlijke macht;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
434;Waarvoor advertentie is geplaatst;Waterschappen;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
435;Waarvoor advertentie is geplaatst;Waterschappen;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
436;Waarvoor advertentie is geplaatst;Waterschappen;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
437;Waarvoor advertentie is geplaatst;Waterschappen;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
438;Waarvoor advertentie is geplaatst;Waterschappen;2004;0.1;;;0.1;;;;;;;;;;;;
439;Waarvoor advertentie is geplaatst;Waterschappen;2006;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
440;Waarvoor advertentie is geplaatst;Waterschappen;2008;0.2;;;0.2;0.0;0.0;0.1;0.1;0.0;;;0.0;0.1;0.1;0.0;
441;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2000;3.2;0.1;0.5;2.6;0.1;0.6;1.0;1.2;0.3;0.0;0.0;0.7;0.9;1.2;0.3;0.0
442;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2001;2.4;0.0;0.4;2.0;0.0;0.3;0.7;1.3;0.2;0.0;0.0;0.3;0.7;1.3;0.1;0.0
443;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2002;2.4;0.0;0.2;2.2;0.1;0.7;0.7;0.6;0.3;;0.0;0.8;0.7;0.7;0.2;
444;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2003;2.1;0.0;0.1;2.0;0.0;0.1;1.3;0.7;0.1;;0.0;0.0;0.1;0.9;1.1;0.1
445;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2004;1.4;0.0;0.0;1.3;;;;;;;;;;;;
446;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2006;2.0;0.0;0.3;1.7;0.0;0.2;0.8;0.7;0.2;;0.0;0.2;0.6;0.9;0.4;
447;Gemeld bij arbeidsbureau of het CWI;Totaal overheidssectoren;2008;1.2;0.0;0.2;1.0;0.0;0.0;0.3;0.6;0.2;;0.0;0.0;0.3;0.7;0.1;
448;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2000;0.4;0.0;0.0;0.4;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.1;0.3;0.0;0.0;0.0
449;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2001;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
450;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.1;0.0;0.0;0.0;
451;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
452;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2004;0.0;;;0.0;;;;;;;;;;;;
453;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
454;Gemeld bij arbeidsbureau of het CWI;Rijksoverheid;2008;0.0;;0.0;0.0;;;0.0;0.0;0.0;;;;0.0;0.0;0.0;
455;Gemeld bij arbeidsbureau of het CWI;Provincies;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
456;Gemeld bij arbeidsbureau of het CWI;Provincies;2001;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
457;Gemeld bij arbeidsbureau of het CWI;Provincies;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
458;Gemeld bij arbeidsbureau of het CWI;Provincies;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
459;Gemeld bij arbeidsbureau of het CWI;Provincies;2004;0.0;;;0.0;;;;;;;;;;;;
460;Gemeld bij arbeidsbureau of het CWI;Provincies;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
461;Gemeld bij arbeidsbureau of het CWI;Provincies;2008;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
462;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2000;1.1;0.0;0.2;0.9;0.0;0.4;0.3;0.3;0.1;0.0;0.0;0.4;0.4;0.3;0.1;0.0
463;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2001;0.7;0.0;0.1;0.6;0.0;0.1;0.2;0.3;0.1;0.0;0.0;0.1;0.2;0.3;0.0;0.0
464;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2002;0.7;0.0;0.1;0.7;0.0;0.1;0.3;0.2;0.1;;0.0;0.1;0.3;0.3;0.0;
465;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2003;0.4;0.0;0.0;0.3;0.0;0.1;0.1;0.2;0.0;;0.0;0.1;0.1;0.2;0.0;
466;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2004;0.2;;0.0;0.2;;;;;;;;;;;;
467;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2006;0.8;;0.1;0.7;0.0;0.0;0.3;0.4;0.1;;0.0;0.0;0.2;0.4;0.1;
468;Gemeld bij arbeidsbureau of het CWI;Gemeenten;2008;0.6;0.0;0.1;0.5;0.0;0.0;0.2;0.3;0.1;;0.0;0.0;0.1;0.4;0.0;
469;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2000;1.4;0.1;0.3;1.0;0.0;0.2;0.2;0.8;0.1;0.0;0.0;0.2;0.2;0.8;0.1;0.0
470;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2001;1.2;0.0;0.3;0.9;0.0;0.1;0.2;0.8;0.1;0.0;0.0;0.0;0.2;0.9;0.1;0.0
471;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2002;1.5;0.0;0.1;1.4;0.1;0.6;0.4;0.3;0.2;;0.0;0.6;0.3;0.4;0.2;
472;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2003;1.7;0.0;0.1;1.7;0.0;0.0;1.1;0.6;0.0;;0.0;0.0;0.8;0.9;0.0;
473;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2004;1.1;0.0;0.0;1.1;;;;;;;;;;;;
474;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2006;0.9;0.0;0.1;0.7;0.0;0.1;0.3;0.3;0.2;;0.0;0.1;0.1;0.4;0.2;
475;Gemeld bij arbeidsbureau of het CWI;Onderwijs;2008;0.5;0.0;0.1;0.4;0.0;0.0;0.1;0.3;0.1;;0.0;0.0;0.1;0.3;0.1;
476;Gemeld bij arbeidsbureau of het CWI;Politie;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
477;Gemeld bij arbeidsbureau of het CWI;Politie;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
478;Gemeld bij arbeidsbureau of het CWI;Politie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
479;Gemeld bij arbeidsbureau of het CWI;Politie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
480;Gemeld bij arbeidsbureau of het CWI;Politie;2004;0.0;;;0.0;;;;;;;;;;;;
481;Gemeld bij arbeidsbureau of het CWI;Politie;2006;0.2;;;0.2;0.0;0.0;0.2;0.0;0.0;;0.0;0.0;0.2;0.0;0.0;
482;Gemeld bij arbeidsbureau of het CWI;Politie;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
483;Gemeld bij arbeidsbureau of het CWI;Defensie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
484;Gemeld bij arbeidsbureau of het CWI;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
485;Gemeld bij arbeidsbureau of het CWI;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
486;Gemeld bij arbeidsbureau of het CWI;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
487;Gemeld bij arbeidsbureau of het CWI;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
488;Gemeld bij arbeidsbureau of het CWI;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
489;Gemeld bij arbeidsbureau of het CWI;Defensie;2008;;;;;;;;;;;;;;;;
490;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
491;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
492;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
493;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
494;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
495;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
496;Gemeld bij arbeidsbureau of het CWI;Rechterlijke macht;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
497;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
498;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2001;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
499;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
500;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
501;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2004;0.0;;;0.0;;;;;;;;;;;;
502;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2006;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
503;Gemeld bij arbeidsbureau of het CWI;Waterschappen;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
504;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2000;4.6;0.1;0.8;3.8;0.0;0.5;1.0;2.3;0.7;0.0;0.0;0.5;1.0;2.3;0.8;0.0
505;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2001;6.3;0.1;0.9;5.3;0.0;0.3;2.0;3.2;0.7;0.0;0.0;0.3;2.1;3.4;0.5;0.0
506;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2002;2.7;0.0;0.5;2.3;0.0;0.1;0.7;1.4;0.5;;0.0;0.1;0.7;1.4;0.5;
507;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2003;1.6;0.0;0.2;1.4;0.0;0.0;0.4;0.9;0.3;;0.0;0.0;0.0;0.3;1.0;0.2
508;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2004;1.1;0.0;0.1;1.0;;;;;;;;;;;;
509;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2006;2.6;0.0;0.3;2.3;0.0;0.0;0.9;1.3;0.3;;0.0;0.1;0.7;1.4;0.4;
510;Moeilijk vervulbare vacatures;Totaal overheidssectoren;2008;5.0;0.0;0.3;4.7;0.1;0.1;1.4;2.7;0.7;;0.0;0.1;0.7;3.4;0.9;
511;Moeilijk vervulbare vacatures;Rijksoverheid;2000;0.5;0.0;0.0;0.5;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.2;0.2;0.2;0.0
512;Moeilijk vervulbare vacatures;Rijksoverheid;2001;0.8;0.0;0.0;0.8;0.0;0.0;0.4;0.2;0.1;0.0;0.0;0.0;0.4;0.3;0.1;0.0
513;Moeilijk vervulbare vacatures;Rijksoverheid;2002;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.1;;0.0;0.0;0.0;0.1;0.1;
514;Moeilijk vervulbare vacatures;Rijksoverheid;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
515;Moeilijk vervulbare vacatures;Rijksoverheid;2004;0.1;;;0.1;;;;;;;;;;;;
516;Moeilijk vervulbare vacatures;Rijksoverheid;2006;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
517;Moeilijk vervulbare vacatures;Rijksoverheid;2008;0.5;;0.0;0.5;;;0.1;0.3;0.1;;;;0.1;0.2;0.2;
518;Moeilijk vervulbare vacatures;Provincies;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
519;Moeilijk vervulbare vacatures;Provincies;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
520;Moeilijk vervulbare vacatures;Provincies;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
521;Moeilijk vervulbare vacatures;Provincies;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
522;Moeilijk vervulbare vacatures;Provincies;2004;0.0;;;0.0;;;;;;;;;;;;
523;Moeilijk vervulbare vacatures;Provincies;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
524;Moeilijk vervulbare vacatures;Provincies;2008;0.2;;;0.2;;0.0;0.0;0.2;0.0;;;0.0;0.0;0.1;0.0;
525;Moeilijk vervulbare vacatures;Gemeenten;2000;1.8;0.0;0.3;1.5;0.0;0.4;0.5;0.7;0.3;0.0;0.0;0.3;0.5;0.6;0.3;0.0
526;Moeilijk vervulbare vacatures;Gemeenten;2001;1.9;0.0;0.3;1.6;0.0;0.2;0.5;0.9;0.3;0.0;0.0;0.2;0.6;1.0;0.2;0.0
527;Moeilijk vervulbare vacatures;Gemeenten;2002;1.3;0.0;0.2;1.2;0.0;0.1;0.4;0.7;0.2;;0.0;0.1;0.4;0.7;0.2;
528;Moeilijk vervulbare vacatures;Gemeenten;2003;0.6;0.0;0.1;0.5;0.0;0.0;0.1;0.4;0.1;;0.0;0.0;0.1;0.4;0.1;
529;Moeilijk vervulbare vacatures;Gemeenten;2004;0.4;;0.1;0.3;;;;;;;;;;;;
530;Moeilijk vervulbare vacatures;Gemeenten;2006;0.9;;0.2;0.7;0.0;0.0;0.3;0.5;0.1;;0.0;0.0;0.2;0.6;0.1;
531;Moeilijk vervulbare vacatures;Gemeenten;2008;2.1;0.0;0.2;2.0;0.1;0.1;0.5;1.1;0.4;;0.0;0.1;0.3;1.5;0.2;
532;Moeilijk vervulbare vacatures;Onderwijs;2000;2.0;0.1;0.5;1.4;0.0;0.1;0.2;1.4;0.3;0.0;0.0;0.2;0.1;1.4;0.3;0.0
533;Moeilijk vervulbare vacatures;Onderwijs;2001;2.9;0.1;0.5;2.3;0.0;0.1;0.5;1.9;0.3;0.0;0.0;0.1;0.6;2.0;0.3;0.0
534;Moeilijk vervulbare vacatures;Onderwijs;2002;1.1;0.0;0.3;0.8;0.0;0.0;0.2;0.6;0.2;;0.0;0.0;0.2;0.6;0.2;
535;Moeilijk vervulbare vacatures;Onderwijs;2003;0.8;0.0;0.1;0.7;0.0;0.0;0.3;0.4;0.1;;0.0;0.0;0.2;0.5;0.1;
536;Moeilijk vervulbare vacatures;Onderwijs;2004;0.6;0.0;0.0;0.5;;;;;;;;;;;;
537;Moeilijk vervulbare vacatures;Onderwijs;2006;1.2;0.0;0.1;1.1;0.0;0.0;0.3;0.7;0.2;;0.0;0.0;0.3;0.7;0.3;
538;Moeilijk vervulbare vacatures;Onderwijs;2008;1.8;0.0;0.1;1.7;0.0;0.0;0.6;1.0;0.2;;0.0;0.0;0.1;1.4;0.3;
539;Moeilijk vervulbare vacatures;Politie;2000;0.2;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
540;Moeilijk vervulbare vacatures;Politie;2001;0.5;0.0;0.0;0.5;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
