ID;SoortVacature;Overheidssectoren;Perioden;TotaalAantalVacatures_1;k_10Werknemers_2;k_1099Werknemers_3;k_100Werknemers_4;k_1ElementaireBeroepen_5;k_2LagereBeroepen_6;k_4MiddelbareBeroepen_7;k_6HogereBeroepen_8;k_8WetenschappelijkeBeroepen_9;k_9BeroepOnbekend_10;k_2LagerOnderwijs_11;k_3VoortgezetOnderwijsLagereTrap_12;k_4VoortgezetOnderwijsHogereTrap_13;k_5HogerOnderwijs1eTrap_14;k_67HogerOnderwijs2e3eTrap_15;k_9Onbekend_16
45;Totaal aantal vacatures;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
46;Totaal aantal vacatures;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
47;Totaal aantal vacatures;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
48;Totaal aantal vacatures;Defensie;2008;7.5;;;7.5;;;;;;7.5;;;;;;7.5
49;Totaal aantal vacatures;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
50;Totaal aantal vacatures;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
51;Totaal aantal vacatures;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
52;Totaal aantal vacatures;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
53;Totaal aantal vacatures;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
54;Totaal aantal vacatures;Rechterlijke macht;2006;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
55;Totaal aantal vacatures;Rechterlijke macht;2008;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
56;Totaal aantal vacatures;Waterschappen;2000;0.2;0.0;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
57;Totaal aantal vacatures;Waterschappen;2001;0.3;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
58;Totaal aantal vacatures;Waterschappen;2002;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.0;0.0;
59;Totaal aantal vacatures;Waterschappen;2003;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
60;Totaal aantal vacatures;Waterschappen;2004;0.2;;;0.2;;;;;;;;;;;;
61;Totaal aantal vacatures;Waterschappen;2006;0.1;;0.0;0.1;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
62;Totaal aantal vacatures;Waterschappen;2008;0.4;;;0.4;0.0;0.0;0.2;0.1;0.0;;;0.0;0.1;0.2;0.1;
63;Voor schoolverlaters;Totaal overheidssectoren;2000;3.9;0.1;0.6;3.3;0.1;0.9;1.1;1.6;0.2;0.0;0.0;1.0;1.0;1.7;0.2;0.0
64;Voor schoolverlaters;Totaal overheidssectoren;2001;4.9;0.0;0.5;4.4;0.1;0.6;1.9;2.1;0.2;0.0;0.0;0.8;1.7;2.2;0.1;0.0
65;Voor schoolverlaters;Totaal overheidssectoren;2002;2.0;0.0;0.1;1.8;0.1;0.8;0.5;0.4;0.3;;0.0;0.9;0.5;0.3;0.3;
66;Voor schoolverlaters;Totaal overheidssectoren;2003;2.0;0.0;0.1;1.9;0.1;0.2;0.9;0.6;0.2;;0.0;0.0;0.3;0.7;0.8;0.2
67;Voor schoolverlaters;Totaal overheidssectoren;2004;0.8;0.0;0.1;0.7;;;;;;;;;;;;
68;Voor schoolverlaters;Totaal overheidssectoren;2006;0.8;0.0;0.1;0.7;0.0;0.2;0.2;0.3;0.1;;0.0;0.1;0.2;0.4;0.1;
69;Voor schoolverlaters;Totaal overheidssectoren;2008;1.7;0.0;0.2;1.5;0.1;0.1;0.6;0.6;0.2;;0.0;0.2;0.4;0.9;0.1;
70;Voor schoolverlaters;Rijksoverheid;2000;0.8;0.0;0.0;0.8;0.0;0.2;0.3;0.2;0.0;0.0;0.0;0.3;0.2;0.2;0.0;0.0
71;Voor schoolverlaters;Rijksoverheid;2001;0.7;0.0;0.0;0.7;0.0;0.1;0.5;0.1;0.1;0.0;0.0;0.2;0.2;0.2;0.0;0.0
72;Voor schoolverlaters;Rijksoverheid;2002;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.0;0.1;;0.0;0.1;0.1;0.0;0.0;
73;Voor schoolverlaters;Rijksoverheid;2003;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.1;;0.0;0.0;0.0;0.0;0.1;
74;Voor schoolverlaters;Rijksoverheid;2004;0.0;;;0.0;;;;;;;;;;;;
75;Voor schoolverlaters;Rijksoverheid;2006;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
76;Voor schoolverlaters;Rijksoverheid;2008;0.0;;0.0;0.0;;;0.0;0.0;0.0;;;;0.0;0.0;0.0;
77;Voor schoolverlaters;Provincies;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Voor schoolverlaters;Provincies;2001;0.3;0.0;0.0;0.3;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
79;Voor schoolverlaters;Provincies;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
80;Voor schoolverlaters;Provincies;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
81;Voor schoolverlaters;Provincies;2004;0.0;;;0.0;;;;;;;;;;;;
82;Voor schoolverlaters;Provincies;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
83;Voor schoolverlaters;Provincies;2008;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
84;Voor schoolverlaters;Gemeenten;2000;1.2;0.0;0.1;1.1;0.1;0.5;0.4;0.2;0.0;0.0;0.0;0.5;0.4;0.2;0.0;0.0
85;Voor schoolverlaters;Gemeenten;2001;1.1;0.0;0.2;1.0;0.1;0.2;0.5;0.2;0.1;0.0;0.0;0.3;0.6;0.2;0.0;0.0
86;Voor schoolverlaters;Gemeenten;2002;0.3;0.0;0.1;0.2;0.0;0.1;0.1;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
87;Voor schoolverlaters;Gemeenten;2003;0.4;0.0;0.0;0.4;0.1;0.2;0.1;0.1;0.0;;0.0;0.2;0.1;0.1;0.0;
88;Voor schoolverlaters;Gemeenten;2004;0.2;;0.0;0.2;;;;;;;;;;;;
89;Voor schoolverlaters;Gemeenten;2006;0.2;;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
90;Voor schoolverlaters;Gemeenten;2008;0.5;0.0;0.1;0.4;0.1;0.0;0.1;0.2;0.0;;0.0;0.1;0.2;0.2;0.0;
91;Voor schoolverlaters;Onderwijs;2000;1.6;0.1;0.4;1.1;0.0;0.1;0.2;1.1;0.1;0.0;0.0;0.1;0.2;1.1;0.1;0.0
92;Voor schoolverlaters;Onderwijs;2001;2.6;0.0;0.3;2.3;0.0;0.2;0.6;1.7;0.1;0.0;0.0;0.1;0.7;1.7;0.1;0.0
93;Voor schoolverlaters;Onderwijs;2002;1.2;0.0;0.1;1.1;0.1;0.6;0.1;0.2;0.2;;0.0;0.7;0.2;0.2;0.2;
94;Voor schoolverlaters;Onderwijs;2003;1.3;0.0;0.1;1.2;0.0;0.0;0.8;0.5;0.0;;0.0;0.0;0.5;0.7;0.0;
95;Voor schoolverlaters;Onderwijs;2004;0.5;0.0;0.0;0.5;;;;;;;;;;;;
96;Voor schoolverlaters;Onderwijs;2006;0.5;0.0;0.1;0.4;0.0;0.1;0.1;0.3;0.0;;0.0;0.0;0.1;0.3;0.0;
97;Voor schoolverlaters;Onderwijs;2008;1.0;0.0;0.1;0.9;0.0;0.1;0.4;0.4;0.2;;0.0;0.1;0.1;0.7;0.1;
98;Voor schoolverlaters;Politie;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
99;Voor schoolverlaters;Politie;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0
100;Voor schoolverlaters;Politie;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
101;Voor schoolverlaters;Politie;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
102;Voor schoolverlaters;Politie;2004;0.0;;;0.0;;;;;;;;;;;;
103;Voor schoolverlaters;Politie;2006;0.1;;;0.1;0.0;0.1;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
104;Voor schoolverlaters;Politie;2008;0.1;;;0.1;0.0;0.0;0.1;0.0;0.0;;;0.0;0.1;0.0;0.0;
105;Voor schoolverlaters;Defensie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Voor schoolverlaters;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;Voor schoolverlaters;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
108;Voor schoolverlaters;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
109;Voor schoolverlaters;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
110;Voor schoolverlaters;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
111;Voor schoolverlaters;Defensie;2008;;;;;;;;;;;;;;;;
112;Voor schoolverlaters;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
113;Voor schoolverlaters;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
114;Voor schoolverlaters;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
115;Voor schoolverlaters;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
116;Voor schoolverlaters;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
117;Voor schoolverlaters;Rechterlijke macht;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
118;Voor schoolverlaters;Rechterlijke macht;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
119;Voor schoolverlaters;Waterschappen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Voor schoolverlaters;Waterschappen;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
121;Voor schoolverlaters;Waterschappen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
122;Voor schoolverlaters;Waterschappen;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
123;Voor schoolverlaters;Waterschappen;2004;0.0;;;0.0;;;;;;;;;;;;
124;Voor schoolverlaters;Waterschappen;2006;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
125;Voor schoolverlaters;Waterschappen;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
126;Voor 20 uur of meer;Totaal overheidssectoren;2000;10.5;0.1;1.4;9.0;0.1;1.2;3.2;4.2;1.8;0.0;0.0;1.2;3.1;4.3;1.8;0.0
127;Voor 20 uur of meer;Totaal overheidssectoren;2001;12.4;0.1;1.4;10.9;0.2;1.0;4.7;5.1;1.4;0.0;0.0;1.4;4.4;5.6;1.0;0.0
128;Voor 20 uur of meer;Totaal overheidssectoren;2002;9.2;0.1;0.9;8.3;0.2;1.2;2.7;3.6;1.6;;0.0;1.4;2.8;3.7;1.4;
129;Voor 20 uur of meer;Totaal overheidssectoren;2003;7.5;0.0;0.6;6.8;0.1;0.7;2.8;3.1;0.8;;0.0;0.0;0.7;2.6;3.5;0.7
130;Voor 20 uur of meer;Totaal overheidssectoren;2004;;;;;;;;;;;;;;;;
131;Voor 20 uur of meer;Totaal overheidssectoren;2006;;;;;;;;;;;;;;;;
132;Voor 20 uur of meer;Totaal overheidssectoren;2008;;;;;;;;;;;;;;;;
133;Voor 20 uur of meer;Rijksoverheid;2000;2.0;0.0;0.0;2.0;0.0;0.1;0.9;0.6;0.4;0.0;0.0;0.2;0.8;0.6;0.4;0.0
134;Voor 20 uur of meer;Rijksoverheid;2001;2.2;0.0;0.0;2.2;0.0;0.1;1.2;0.6;0.3;0.0;0.0;0.4;0.8;0.7;0.3;0.0
135;Voor 20 uur of meer;Rijksoverheid;2002;1.1;0.0;0.0;1.1;0.0;0.1;0.3;0.4;0.4;;0.0;0.2;0.2;0.3;0.4;
136;Voor 20 uur of meer;Rijksoverheid;2003;0.8;0.0;0.0;0.8;0.0;0.1;0.3;0.2;0.3;;0.0;0.0;0.3;0.3;0.3;
137;Voor 20 uur of meer;Rijksoverheid;2004;;;;;;;;;;;;;;;;
138;Voor 20 uur of meer;Rijksoverheid;2006;;;;;;;;;;;;;;;;
139;Voor 20 uur of meer;Rijksoverheid;2008;;;;;;;;;;;;;;;;
140;Voor 20 uur of meer;Provincies;2000;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.0;0.2;0.1;0.0
141;Voor 20 uur of meer;Provincies;2001;0.5;0.0;0.0;0.5;0.0;0.1;0.2;0.2;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0
142;Voor 20 uur of meer;Provincies;2002;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.1;0.2;0.0;
143;Voor 20 uur of meer;Provincies;2003;0.6;0.0;0.0;0.6;0.0;0.2;0.1;0.3;0.1;;0.0;0.2;0.1;0.3;0.0;
144;Voor 20 uur of meer;Provincies;2004;;;;;;;;;;;;;;;;
145;Voor 20 uur of meer;Provincies;2006;;;;;;;;;;;;;;;;
146;Voor 20 uur of meer;Provincies;2008;;;;;;;;;;;;;;;;
147;Voor 20 uur of meer;Gemeenten;2000;3.9;0.0;0.6;3.3;0.1;0.7;1.1;1.5;0.5;0.0;0.0;0.7;1.3;1.4;0.5;0.0
148;Voor 20 uur of meer;Gemeenten;2001;4.8;0.0;0.7;4.1;0.1;0.6;1.7;1.9;0.5;0.0;0.0;0.7;1.7;2.1;0.3;0.0
149;Voor 20 uur of meer;Gemeenten;2002;4.0;0.0;0.5;3.5;0.0;0.4;1.3;1.8;0.5;;0.0;0.5;1.3;1.9;0.4;
150;Voor 20 uur of meer;Gemeenten;2003;2.9;0.0;0.3;2.6;0.1;0.4;0.8;1.3;0.3;;0.0;0.4;0.9;1.3;0.2;
151;Voor 20 uur of meer;Gemeenten;2004;;;;;;;;;;;;;;;;
152;Voor 20 uur of meer;Gemeenten;2006;;;;;;;;;;;;;;;;
153;Voor 20 uur of meer;Gemeenten;2008;;;;;;;;;;;;;;;;
154;Voor 20 uur of meer;Onderwijs;2000;3.7;0.1;0.7;2.9;0.0;0.3;0.7;1.9;0.8;0.0;0.0;0.3;0.6;1.9;0.8;0.0
155;Voor 20 uur of meer;Onderwijs;2001;3.9;0.1;0.7;3.1;0.0;0.2;0.8;2.3;0.5;0.0;0.0;0.2;0.9;2.4;0.4;0.0
156;Voor 20 uur of meer;Onderwijs;2002;3.2;0.0;0.4;2.8;0.1;0.7;0.8;1.0;0.7;;0.0;0.7;0.8;1.2;0.5;
157;Voor 20 uur of meer;Onderwijs;2003;2.7;0.0;0.3;2.4;0.0;0.0;1.2;1.2;0.2;;0.0;0.0;0.9;1.6;0.2;
158;Voor 20 uur of meer;Onderwijs;2004;;;;;;;;;;;;;;;;
159;Voor 20 uur of meer;Onderwijs;2006;;;;;;;;;;;;;;;;
160;Voor 20 uur of meer;Onderwijs;2008;;;;;;;;;;;;;;;;
161;Voor 20 uur of meer;Politie;2000;0.4;0.0;0.0;0.4;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0
162;Voor 20 uur of meer;Politie;2001;0.8;0.0;0.0;0.7;0.0;0.0;0.7;0.1;0.0;0.0;0.0;0.1;0.6;0.1;0.0;0.0
163;Voor 20 uur of meer;Politie;2002;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
164;Voor 20 uur of meer;Politie;2003;0.3;0.0;0.0;0.3;0.0;0.0;0.2;0.1;0.0;;0.0;0.0;0.2;0.0;0.0;
165;Voor 20 uur of meer;Politie;2004;;;;;;;;;;;;;;;;
166;Voor 20 uur of meer;Politie;2006;;;;;;;;;;;;;;;;
167;Voor 20 uur of meer;Politie;2008;;;;;;;;;;;;;;;;
168;Voor 20 uur of meer;Defensie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
169;Voor 20 uur of meer;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;Voor 20 uur of meer;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
171;Voor 20 uur of meer;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
172;Voor 20 uur of meer;Defensie;2004;;;;;;;;;;;;;;;;
173;Voor 20 uur of meer;Defensie;2006;;;;;;;;;;;;;;;;
174;Voor 20 uur of meer;Defensie;2008;;;;;;;;;;;;;;;;
175;Voor 20 uur of meer;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
176;Voor 20 uur of meer;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
177;Voor 20 uur of meer;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
178;Voor 20 uur of meer;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
179;Voor 20 uur of meer;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
180;Voor 20 uur of meer;Rechterlijke macht;2006;;;;;;;;;;;;;;;;
181;Voor 20 uur of meer;Rechterlijke macht;2008;;;;;;;;;;;;;;;;
182;Voor 20 uur of meer;Waterschappen;2000;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
183;Voor 20 uur of meer;Waterschappen;2001;0.2;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
184;Voor 20 uur of meer;Waterschappen;2002;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.0;0.0;
185;Voor 20 uur of meer;Waterschappen;2003;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
186;Voor 20 uur of meer;Waterschappen;2004;;;;;;;;;;;;;;;;
187;Voor 20 uur of meer;Waterschappen;2006;;;;;;;;;;;;;;;;
188;Voor 20 uur of meer;Waterschappen;2008;;;;;;;;;;;;;;;;
189;Met bezette arbeidsplaats;Totaal overheidssectoren;2000;2.9;0.0;0.4;2.5;0.0;0.2;1.3;0.9;0.5;0.0;0.0;0.2;1.2;1.0;0.5;0.0
190;Met bezette arbeidsplaats;Totaal overheidssectoren;2001;3.0;0.1;0.3;2.7;0.0;0.2;1.1;1.3;0.3;0.0;0.0;0.2;1.1;1.4;0.3;0.0
