ID;Geslacht;Leeftijd;SBI93;SocialeVerzekeringsdagen;Perioden;WerknemersTotaal_1;ZonderAndereInkomstenbron_2;MetAndereInkomstenbronTotaal_3;MetUitkeringTotaal_4;MetAOUitkering_5;MetWWUitkering_6;MetBijstandsuitkering_7;MetAndereUitkering_8;MetPensioen_9;MetArbeidAlsZelfstandige_10;WerknemersTotaal_11;ZonderAndereInkomstenbron_12;MetAndereInkomstenbronTotaal_13;MetUitkeringTotaal_14;MetAOUitkering_15;MetWWUitkering_16;MetBijstandsuitkering_17;MetAndereUitkering_18;MetPensioen_19;MetArbeidAlsZelfstandige_20
8595;Totaal mannen en vrouwen;5;Onbekend;0 tot 50 SV-dagen;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8596;Totaal mannen en vrouwen;5;Onbekend;0 tot 50 SV-dagen;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8597;Totaal mannen en vrouwen;5;Onbekend;0 tot 50 SV-dagen;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8598;Totaal mannen en vrouwen;5;Onbekend;0 tot 50 SV-dagen;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8599;Totaal mannen en vrouwen;5;Onbekend;0 tot 50 SV-dagen;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8600;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;1999, vrijdag 24 september;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9;;;;;;;;;
8601;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8602;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8603;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8604;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8605;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8606;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2005, vrijdag 30 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.4;;;;;;;;
8607;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8608;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8609;Totaal mannen en vrouwen;5;Onbekend;50 tot 100 SV-dagen;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8610;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;1999, vrijdag 24 september;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.7;16.5;;;;;;;;
8611;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2000, vrijdag 29 september;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.4;19.1;16.7;;;;;;;
8612;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2001, vrijdag 28 september;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.2;20.6;;;;;;;;
8613;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2002, vrijdag 27 september;0.2;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;16.8;16.9;16.7;;;;;;;18.6
8614;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2003, vrijdag 26 september;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.7;15.4;;;;;;;;
8615;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2004, vrijdag 24 september;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.9;12.0;;;;;;;;
8616;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2005, vrijdag 30 september;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.3;13.5;16.5;;;;;;;
8617;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8618;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8619;Totaal mannen en vrouwen;5;Onbekend;100 tot 200 SV-dagen;2008, vrijdag 26 september;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.6;12.8;23.0;;;;;;;
8620;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;1999, vrijdag 24 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;22.2;;;;;;;;
8621;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2000, vrijdag 29 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.6;23.5;;;;;;;;
8622;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2001, vrijdag 28 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.3;28.0;;;;;;;;
8623;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2002, vrijdag 27 september;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.9;24.0;;;;;;;;
8624;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2003, vrijdag 26 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.4;19.4;;;;;;;;
8625;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2004, vrijdag 24 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.7;21.6;;;;;;;;
8626;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2005, vrijdag 30 september;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.5;19.7;;;;;;;;
8627;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8628;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8629;Totaal mannen en vrouwen;5;Onbekend;200 tot 260 SV-dagen;2008, vrijdag 26 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.9;21.6;;;;;;;;
8630;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;1999, vrijdag 24 september;1.2;1.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;32.9;33.6;24.7;;;;;;;25.2
8631;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2000, vrijdag 29 september;1.3;1.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;34.2;34.6;28.6;;;;;;;30.4
8632;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2001, vrijdag 28 september;1.3;1.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;36.9;37.6;30.1;;;;;;;31.4
8633;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2002, vrijdag 27 september;1.6;1.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;35.7;36.3;28.5;;;;;;;30.3
8634;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2003, vrijdag 26 september;1.4;1.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;35.3;36.0;28.2;;;;;;;29.7
8635;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2004, vrijdag 24 september;1.4;1.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;34.1;35.2;22.2;;;;;;;24.8
8636;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2005, vrijdag 30 september;1.6;1.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;33.6;34.2;30.0;;;;;;;32.1
8637;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2006, vrijdag 29 september;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.2;25.6;;;;;;;;
8638;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
8639;Totaal mannen en vrouwen;5;Onbekend;260 of meer SV-dagen;2008, vrijdag 26 september;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.4;35.9;;;;;;;;
8640;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;1999, vrijdag 24 september;966.2;894.0;72.2;46.3;16.8;6.5;9.4;17.8;0.0;26.8;22.7;23.3;14.5;12.2;14.3;10.5;5.3;14.2;;18.2
8641;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2000, vrijdag 29 september;979.0;910.0;69.0;43.0;18.1;4.6;8.2;16.3;0.0;26.9;23.7;24.3;15.8;12.8;14.4;10.9;5.8;14.8;;20.5
8642;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2001, vrijdag 28 september;983.6;917.6;66.1;41.4;19.0;3.7;7.1;15.7;0.0;25.7;25.6;26.2;17.1;14.1;15.2;11.3;6.4;16.4;;21.9
8643;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2002, vrijdag 27 september;973.9;911.2;62.7;39.7;19.6;4.8;6.5;13.8;0.0;23.8;26.3;26.9;17.3;14.4;15.3;12.1;6.2;17.0;;22.1
8644;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2003, vrijdag 26 september;942.7;883.5;59.2;37.3;17.3;6.2;5.6;12.8;0.0;22.7;26.9;27.5;17.7;14.7;15.5;12.4;6.2;17.8;;22.6
8645;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2004, vrijdag 24 september;892.7;839.4;53.3;34.5;14.8;7.1;5.0;11.8;0.0;19.4;27.2;27.9;16.8;14.1;15.1;11.0;5.8;17.7;;21.5
8646;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2005, vrijdag 30 september;850.0;799.1;51.0;31.7;11.5;6.1;5.1;12.2;0.0;19.9;27.6;28.2;17.5;14.3;14.7;12.1;5.5;18.3;;22.6
8647;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2006, vrijdag 29 september;818.8;763.5;55.3;33.2;9.0;3.8;5.2;17.6;0.0;22.9;28.9;29.6;20.2;16.1;14.5;13.2;5.7;20.1;;26.1
8648;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2007, vrijdag 28 september;797.9;751.2;46.8;25.6;9.1;2.3;4.2;11.9;0.0;21.7;29.7;30.3;20.3;14.8;14.5;13.3;5.9;18.4;;26.6
8649;Totaal mannen en vrouwen;6;0;Totaal SV-dagen;2008, vrijdag 26 september;782.7;739.6;43.2;22.5;8.1;2.0;3.4;10.4;0.0;21.1;30.9;31.4;21.3;15.3;14.1;14.4;6.0;19.4;;27.5
8650;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;1999, vrijdag 24 september;10.3;7.2;3.1;2.1;0.3;0.3;1.3;0.4;0.0;1.0;1.9;2.0;1.8;1.6;1.9;2.5;1.2;2.1;;2.2
8651;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2000, vrijdag 29 september;9.7;6.9;2.8;1.9;0.4;0.2;1.0;0.4;0.0;0.9;2.1;2.1;2.0;1.7;1.9;2.0;1.3;2.3;;2.6
8652;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2001, vrijdag 28 september;8.9;6.3;2.6;1.8;0.4;0.2;0.8;0.5;0.0;0.9;2.7;2.9;2.3;2.0;2.1;2.4;1.5;2.7;;2.9
8653;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2002, vrijdag 27 september;8.2;5.6;2.6;1.8;0.5;0.3;0.8;0.4;0.0;0.8;2.6;2.7;2.5;2.1;2.2;3.0;1.5;2.6;;3.2
8654;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2003, vrijdag 26 september;7.6;5.2;2.4;1.7;0.4;0.4;0.6;0.4;0.0;0.8;2.6;2.7;2.4;2.2;2.3;2.7;1.5;2.5;;3.0
8655;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2004, vrijdag 24 september;7.7;5.1;2.6;1.8;0.4;0.6;0.7;0.4;0.0;0.8;2.8;2.9;2.5;2.3;2.2;2.7;1.7;2.7;;3.1
8656;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2005, vrijdag 30 september;7.4;4.9;2.5;1.8;0.3;0.5;0.8;0.5;0.0;0.8;2.5;2.7;2.3;2.0;1.8;2.4;1.6;2.3;;3.2
8657;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2006, vrijdag 29 september;6.4;4.2;2.2;1.6;0.2;0.3;0.8;0.4;0.0;0.7;3.5;4.0;2.6;2.1;2.0;2.3;1.6;2.8;;4.3
8658;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2007, vrijdag 28 september;5.4;3.6;1.8;1.2;0.2;0.1;0.6;0.3;0.0;0.6;3.0;3.2;2.5;2.0;2.0;2.7;1.6;2.6;;3.4
8659;Totaal mannen en vrouwen;6;0;0 tot 50 SV-dagen;2008, vrijdag 26 september;4.8;3.3;1.5;1.0;0.2;0.1;0.5;0.2;0.0;0.6;2.9;3.0;2.6;2.0;1.8;2.5;1.7;2.5;;3.6
8660;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;1999, vrijdag 24 september;30.9;22.9;8.0;5.1;0.9;0.9;2.3;1.5;0.0;3.0;4.8;4.9;4.3;4.0;4.0;4.7;3.2;4.7;;5.0
8661;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2000, vrijdag 29 september;30.2;22.9;7.3;4.6;1.0;0.7;1.9;1.5;0.0;2.8;5.2;5.3;4.7;4.1;4.2;4.8;3.2;4.9;;5.7
8662;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2001, vrijdag 28 september;28.8;22.3;6.5;4.2;1.1;0.6;1.5;1.4;0.0;2.6;5.9;6.1;5.1;4.6;4.6;5.4;3.3;5.7;;6.2
8663;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2002, vrijdag 27 september;29.3;22.6;6.7;4.4;1.2;0.9;1.5;1.3;0.0;2.4;6.2;6.4;5.3;4.8;4.7;6.1;3.5;5.8;;6.3
8664;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2003, vrijdag 26 september;28.0;21.7;6.3;4.1;1.0;1.1;1.2;1.2;0.0;2.3;6.3;6.5;5.6;5.0;4.7;6.1;3.6;5.7;;6.7
8665;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2004, vrijdag 24 september;27.4;21.2;6.2;4.2;1.0;1.4;1.1;1.2;0.0;2.1;6.3;6.5;5.8;5.1;4.9;5.8;3.5;5.9;;7.1
8666;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2005, vrijdag 30 september;26.0;20.0;6.0;4.2;0.8;1.2;1.3;1.3;0.0;2.0;6.5;6.8;5.7;5.1;4.8;5.9;3.7;5.9;;7.0
8667;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2006, vrijdag 29 september;24.2;18.6;5.7;3.9;0.6;0.7;1.4;1.6;0.0;2.0;7.2;7.5;6.1;5.3;4.9;6.0;3.9;6.4;;7.8
8668;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2007, vrijdag 28 september;21.2;16.5;4.7;2.8;0.5;0.4;1.1;1.1;0.0;1.9;7.3;7.6;6.3;5.1;4.7;6.2;3.9;6.2;;8.0
8669;Totaal mannen en vrouwen;6;0;50 tot 100 SV-dagen;2008, vrijdag 26 september;18.9;14.7;4.2;2.4;0.5;0.3;0.8;1.0;0.0;1.8;7.6;7.9;6.4;5.3;4.8;6.1;3.9;6.5;;8.0
8670;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;1999, vrijdag 24 september;140.7;121.4;19.3;12.6;2.8;2.7;3.1;5.2;0.0;7.1;11.9;12.2;10.0;8.8;9.3;9.9;5.8;9.8;;12.2
8671;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2000, vrijdag 29 september;146.1;127.8;18.4;11.5;3.3;1.8;2.7;4.9;0.0;7.2;12.5;12.8;10.8;9.2;9.4;9.9;6.1;10.5;;13.2
8672;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2001, vrijdag 28 september;152.4;134.9;17.5;10.8;3.7;1.4;2.4;4.6;0.0;7.0;13.6;13.9;11.6;10.2;10.1;10.9;6.5;11.7;;13.8
8673;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2002, vrijdag 27 september;162.2;144.6;17.6;11.3;4.1;2.1;2.3;4.4;0.0;6.6;14.3;14.5;12.3;11.1;11.0;12.8;6.7;12.6;;14.5
8674;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2003, vrijdag 26 september;166.1;149.2;16.9;10.7;3.8;2.5;1.9;4.1;0.0;6.4;14.8;15.1;12.6;11.3;11.1;12.1;6.8;12.9;;14.7
8675;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2004, vrijdag 24 september;165.8;149.6;16.2;10.6;3.4;3.0;1.7;3.9;0.0;5.8;15.3;15.6;12.7;11.3;11.2;11.7;6.7;13.1;;15.1
8676;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2005, vrijdag 30 september;160.4;145.2;15.2;9.6;2.5;2.5;1.8;4.0;0.0;5.8;15.4;15.7;13.1;11.5;10.8;12.2;6.6;13.6;;15.7
8677;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2006, vrijdag 29 september;160.0;143.3;16.7;10.2;1.9;1.7;1.8;5.7;0.0;6.8;16.2;16.4;14.6;12.3;11.1;12.9;6.9;14.0;;18.2
8678;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2007, vrijdag 28 september;153.5;139.2;14.3;7.9;1.8;1.1;1.5;4.2;0.0;6.6;16.7;16.9;15.0;11.9;10.8;13.3;7.0;13.7;;18.7
8679;Totaal mannen en vrouwen;6;0;100 tot 200 SV-dagen;2008, vrijdag 26 september;150.0;136.4;13.6;7.5;1.9;1.0;1.3;3.8;0.0;6.3;17.3;17.5;15.4;12.3;11.2;14.1;7.2;14.1;;19.1
8680;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;1999, vrijdag 24 september;187.9;173.6;14.3;9.7;3.2;1.4;1.2;4.7;0.0;4.8;20.7;21.1;16.0;14.1;14.6;13.8;8.0;15.2;;20.0
8681;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2000, vrijdag 29 september;198.4;184.8;13.6;8.9;3.5;1.0;1.2;4.1;0.0;4.9;21.8;22.1;17.0;14.6;14.8;14.6;8.1;16.1;;21.3
8682;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2001, vrijdag 28 september;191.9;179.3;12.6;8.3;3.7;0.7;1.0;3.7;0.0;4.4;23.3;23.7;18.3;15.8;15.9;14.4;8.7;17.7;;22.9
8683;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2002, vrijdag 27 september;196.0;184.3;11.7;7.7;3.9;0.7;1.0;3.1;0.0;4.2;24.6;24.9;19.3;16.7;16.1;16.1;8.6;19.9;;24.1
8684;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2003, vrijdag 26 september;190.6;179.7;10.8;7.0;3.4;1.0;0.8;2.7;0.0;3.9;25.3;25.6;19.6;16.9;16.5;16.6;8.3;20.0;;24.3
8685;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2004, vrijdag 24 september;175.4;165.8;9.7;6.5;3.0;1.0;0.7;2.5;0.0;3.3;25.9;26.3;19.5;16.9;16.0;16.3;8.1;20.7;;24.5
8686;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2005, vrijdag 30 september;172.3;162.8;9.5;6.0;2.3;1.0;0.7;2.7;0.0;3.5;26.0;26.3;20.5;17.5;15.9;16.5;8.1;21.3;;25.5
8687;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2006, vrijdag 29 september;222.9;209.0;13.9;8.6;2.4;0.7;0.7;5.4;0.0;5.4;28.8;29.1;23.6;20.1;15.9;19.8;8.5;23.3;;29.1
8688;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2007, vrijdag 28 september;182.9;172.8;10.2;5.8;1.8;0.4;0.6;3.3;0.0;4.5;27.9;28.3;22.5;17.8;14.6;17.8;8.6;21.1;;28.5
8689;Totaal mannen en vrouwen;6;0;200 tot 260 SV-dagen;2008, vrijdag 26 september;177.8;168.3;9.5;5.3;1.9;0.4;0.5;2.8;0.0;4.3;28.7;29.0;23.5;18.5;14.9;20.4;8.9;22.3;;29.4
8690;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;1999, vrijdag 24 september;596.4;568.9;27.5;16.8;9.5;1.2;1.4;6.0;0.0;10.9;27.1;27.4;21.1;17.6;17.1;14.4;9.0;20.5;;26.5
8691;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2000, vrijdag 29 september;594.6;567.6;27.0;16.1;9.9;0.9;1.4;5.4;0.0;11.2;28.4;28.7;23.0;18.2;17.4;15.9;10.2;21.5;;29.8
8692;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2001, vrijdag 28 september;601.6;574.8;26.8;16.4;10.1;0.8;1.3;5.5;0.0;10.8;30.7;31.0;24.6;19.5;18.4;16.1;11.0;23.3;;32.2
8693;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2002, vrijdag 27 september;578.2;554.1;24.1;14.6;9.8;0.8;1.0;4.6;0.0;9.7;31.6;31.9;24.8;19.9;18.9;16.7;10.5;23.8;;32.2
8694;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2003, vrijdag 26 september;550.4;527.6;22.8;13.8;8.7;1.1;1.0;4.4;0.0;9.2;32.5;32.7;25.7;20.6;18.9;19.6;9.9;25.7;;33.1
8695;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2004, vrijdag 24 september;516.4;497.7;18.7;11.5;7.2;0.9;0.8;3.7;0.0;7.4;32.9;33.2;24.5;20.1;18.6;15.6;8.6;25.9;;31.3
8696;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2005, vrijdag 30 september;483.9;466.2;17.8;10.1;5.7;1.0;0.6;3.7;0.0;7.8;33.6;33.9;26.0;21.0;18.0;19.9;8.5;27.3;;32.3
8697;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2006, vrijdag 29 september;405.3;388.5;16.8;8.9;3.9;0.5;0.5;4.5;0.0;8.0;35.7;36.0;30.0;23.7;17.5;21.6;9.5;30.3;;37.1
8698;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2007, vrijdag 28 september;434.9;419.1;15.8;7.8;4.7;0.3;0.4;3.0;0.0;8.1;36.5;36.8;29.8;21.0;17.4;22.2;9.8;27.7;;38.2
8699;Totaal mannen en vrouwen;6;0;260 of meer SV-dagen;2008, vrijdag 26 september;431.2;416.8;14.3;6.4;3.7;0.2;0.3;2.5;0.0;8.0;37.8;38.0;31.7;22.1;17.1;21.9;9.6;30.5;;39.3
8700;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;1999, vrijdag 24 september;15.3;13.3;2.0;0.6;0.2;0.1;0.2;0.2;0.0;1.4;18.5;19.5;12.2;9.3;11.1;9.0;4.4;12.1;;13.5
8701;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2000, vrijdag 29 september;15.5;13.6;1.9;0.6;0.2;0.1;0.2;0.2;0.0;1.3;19.3;20.1;13.2;9.4;11.6;10.2;3.5;11.6;;14.9
8702;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2001, vrijdag 28 september;14.2;12.6;1.7;0.5;0.2;0.0;0.1;0.2;0.0;1.2;20.7;21.4;15.0;11.4;11.9;;6.7;14.4;;16.5
8703;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2002, vrijdag 27 september;13.8;12.2;1.6;0.5;0.2;0.1;0.1;0.2;0.0;1.1;21.5;22.2;15.7;12.0;12.2;11.4;6.2;14.9;;17.4
8704;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2003, vrijdag 26 september;12.8;11.4;1.4;0.4;0.2;0.1;0.1;0.1;0.0;1.0;22.9;23.7;16.5;12.0;11.8;13.7;5.3;15.8;;18.4
8705;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2004, vrijdag 24 september;12.0;10.7;1.3;0.4;0.2;0.1;0.1;0.1;0.0;0.9;22.9;23.7;16.0;11.4;12.1;9.2;4.3;14.6;;18.1
8706;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2005, vrijdag 30 september;10.5;9.5;1.1;0.3;0.1;0.1;0.1;0.1;0.0;0.7;23.1;23.9;16.0;11.5;10.4;8.9;3.4;17.0;;18.1
8707;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2006, vrijdag 29 september;9.6;8.6;1.1;0.4;0.1;0.0;0.1;0.2;0.0;0.7;24.3;25.1;18.2;13.1;10.3;;4.4;18.5;;20.7
8708;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2007, vrijdag 28 september;8.9;8.1;0.8;0.2;0.1;0.0;0.0;0.1;0.0;0.6;25.7;26.3;19.4;13.3;11.1;;;18.7;;21.9
8709;Totaal mannen en vrouwen;6;1;Totaal SV-dagen;2008, vrijdag 26 september;8.5;7.7;0.8;0.2;0.1;0.0;0.0;0.1;0.0;0.5;26.6;27.2;20.6;14.1;11.1;;;18.5;;23.6
8710;Totaal mannen en vrouwen;6;1;0 tot 50 SV-dagen;1999, vrijdag 24 september;0.6;0.5;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;1.1;1.1;1.4;1.2;;;;;;1.6
8711;Totaal mannen en vrouwen;6;1;0 tot 50 SV-dagen;2000, vrijdag 29 september;0.6;0.5;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.1;1.2;1.1;1.3;1.0;;;0.8;;;1.7
