ID;Countries;Periods;Inflation_1;LongTermInterestRate_2;NetBorrowingLendingConsolidatedGover_3;GeneralGovernmentDebt_4;Unemployment_5;ImportsAndExportsRelatedToGDP_6;GoodsTradeWithNonEUCountries_7;Import_8;Export_9;Import_10;Export_11
27;Austria;1994;2.7;7.03;-4.8;;3.63;68.4;15.5;;;;
28;Austria;1995;1.6;7.13;-5.8;68.3;3.74;70.7;14.8;;;;
29;Austria;1996;1.8;6.32;-4.0;68.3;4.16;72.7;16.2;;;;
30;Austria;1997;1.2;5.68;-1.8;64.4;4.29;79.4;19.4;;;;
31;Austria;1998;0.8;4.71;-2.4;64.8;4.27;81.7;19.4;;;;
32;Austria;1999;0.5;4.68;-2.3;67.3;3.71;83.5;13.4;;;;
33;Austria;2000;2.0;5.56;-1.7;66.2;3.51;90.7;16.3;;;;
34;Austria;2001;2.3;5.08;0.0;66.8;3.6;94.0;16.8;;;;
35;Austria;2002;1.7;4.97;-0.7;66.2;3.93;92.6;16.7;;;;
36;Austria;2003;1.3;4.15;-1.5;65.3;4.28;93.0;16.5;;;;
37;Austria;2004;2.0;4.15;-4.4;64.7;4.94;99.2;17.8;;;;
38;Austria;2005;2.1;3.39;-1.7;64.2;5.15;103.7;19.7;;;;
39;Austria;2006;1.7;3.8;-1.5;62.3;4.73;107.7;20.4;913.0;858.0;9.0;8.0
40;Austria;2007;2.2;4.3;-0.9;60.2;4.4;112.1;20.9;913.0;858.0;9.0;8.0
41;Austria;2008;3.2;4.36;-0.9;63.8;3.81;112.8;21.8;913.0;898.0;8.0;8.0
42;Austria;2009;0.4;3.94;-4.1;69.5;4.78;96.1;18.4;1195.0;1180.0;8.0;7.0
43;Austria;2010;1.7;3.23;-4.5;71.9;4.39;103.6;21.0;1195.0;1180.0;8.0;7.0
44;Austria;2011;3.6;3.32;-2.6;72.2;4.14;110.3;23.1;1195.0;1180.0;8.0;7.0
45;Austria;2012;;;;;;;;1195.0;1180.0;8.0;7.0
46;Belgium;1990;;10.06;-7.1;;6.55;132.5;25.2;;;;
47;Belgium;1991;;9.31;-7.8;;6.44;129.4;25.1;;;;
48;Belgium;1992;2.3;8.66;-8.4;;7.09;125.5;22.6;;;;
49;Belgium;1993;2.5;7.22;-7.5;;8.63;118.9;25.7;;;;
50;Belgium;1994;2.4;7.7;-5.0;;9.76;123.5;33.1;;;;
51;Belgium;1995;1.3;7.38;-4.5;130.4;9.69;127.0;31.5;;;;
52;Belgium;1996;1.8;6.3;-4.0;127.3;9.55;128.3;30.2;;;;
53;Belgium;1997;1.5;5.59;-2.3;122.7;9.23;136.0;41.6;;;;
54;Belgium;1998;0.9;4.7;-0.9;117.4;9.34;135.8;39.3;;;;
55;Belgium;1999;1.1;4.71;-0.6;113.7;8.47;135.9;33.0;;;;
56;Belgium;2000;2.7;5.57;0.0;107.8;6.87;153.4;41.0;;;;
57;Belgium;2001;2.4;5.06;0.4;106.5;6.57;152.1;39.6;;;;
58;Belgium;2002;1.6;4.89;-0.1;103.4;7.54;147.6;42.1;;;;
59;Belgium;2003;1.5;4.15;-0.1;98.4;8.17;142.5;38.6;;;;
60;Belgium;2004;1.9;4.06;-0.1;94.0;8.39;147.0;40.9;;;;
61;Belgium;2005;2.5;3.37;-2.5;92.0;8.48;153.5;44.2;;;;
62;Belgium;2006;2.3;3.81;0.4;88.0;8.24;157.8;46.7;1600.0;1410.0;9.0;8.0
63;Belgium;2007;1.8;4.33;-0.1;84.1;7.47;161.3;48.7;1600.0;1410.0;9.0;8.0
64;Belgium;2008;4.5;4.4;-1.0;89.3;7.02;168.3;49.0;1600.0;1410.0;9.0;8.0
65;Belgium;2009;0.0;3.82;-5.6;95.8;7.88;142.0;40.7;1600.0;1429.0;9.0;8.0
66;Belgium;2010;2.3;3.35;-3.8;96.0;8.27;157.3;49.2;1600.0;1429.0;9.0;8.0
67;Belgium;2011;3.5;4.18;-3.7;98.0;7.18;167.6;54.4;1600.0;1429.0;9.0;8.0
68;Belgium;2012;;;;;;;;1600.0;1429.0;8.0;8.0
69;Canada;1990;;10.73;-5.8;75.2;8.15;51.5;44.3;;;;
70;Canada;1991;;9.46;-8.4;82.3;10.3;50.8;43.2;;;;
71;Canada;1992;;8.06;-9.1;90.2;11.22;54.6;46.7;;;;
72;Canada;1993;;7.24;-8.7;96.3;11.39;60.4;51.3;;;;
73;Canada;1994;;8.36;-6.7;98.0;10.39;66.8;58.1;;;;
74;Canada;1995;;8.16;-5.3;101.6;9.47;71.5;62.6;;;;
75;Canada;1996;;7.24;-2.8;101.7;9.63;72.7;63.1;;;;
76;Canada;1997;1.6;6.14;0.2;96.3;9.09;77.0;67.1;;;;
77;Canada;1998;1.0;5.28;0.1;95.2;8.28;80.9;69.9;;;;
78;Canada;1999;1.7;5.54;1.6;91.4;7.56;82.7;71.5;;;;
79;Canada;2000;2.7;5.93;3.0;82.4;6.84;85.4;74.2;;;;
80;Canada;2001;2.5;5.48;0.7;82.9;7.27;81.3;70.5;;;;
81;Canada;2002;2.3;5.3;-0.1;80.8;7.66;78.7;67.6;;;;
82;Canada;2003;2.8;4.8;-0.1;76.8;7.59;72.5;61.7;;;;
83;Canada;2004;1.9;4.58;0.9;72.8;7.17;72.5;61.9;;;;
84;Canada;2005;2.2;4.07;1.5;71.8;6.75;71.9;62.4;;;;
85;Canada;2006;2.0;4.21;1.6;70.4;6.31;69.8;60.5;1425.0;1385.0;11.0;7.0
86;Canada;2007;2.1;4.27;1.4;66.7;6.05;68.0;58.7;1425.0;1385.0;11.0;7.0
87;Canada;2008;2.4;3.6;-0.4;71.2;6.15;68.7;59.9;1425.0;1385.0;11.0;7.0
88;Canada;2009;0.3;3.23;-4.9;82.4;8.28;59.2;49.7;1785.0;1660.0;11.0;7.0
89;Canada;2010;1.8;3.24;-5.6;84.0;7.99;60.7;51.8;1660.0;1610.0;11.0;7.0
90;Canada;2011;2.9;2.79;-4.5;83.8;7.45;58.8;50.1;1660.0;1610.0;11.0;7.0
91;Canada;2012;;;;;;;;1660.0;1610.0;11.0;7.0
92;Czech Republic;1990;;;;;;82.9;;;;;
93;Czech Republic;1991;;;;;;93.1;;;;;
94;Czech Republic;1992;;;;;;102.5;;;;;
95;Czech Republic;1993;;;;;4.38;102.9;;;;;
96;Czech Republic;1994;;;;;4.35;97.9;;;;;
97;Czech Republic;1995;;;-13.4;14.6;4.07;105.8;;;;;
98;Czech Republic;1996;9.1;;-3.3;12.5;3.94;103.7;;;;;
99;Czech Republic;1997;8.0;;-3.8;13.1;4.84;109.4;;;;;
100;Czech Republic;1998;9.7;;-5.0;15.0;6.52;109.5;;;;;
101;Czech Republic;1999;1.8;;-3.7;16.4;8.8;112.1;16.6;;;;
102;Czech Republic;2000;3.9;;-3.6;17.8;8.85;124.0;20.4;;;;
103;Czech Republic;2001;4.5;6.31;-5.6;23.9;8.2;126.7;21.3;;;;
104;Czech Republic;2002;1.4;4.88;-6.5;27.1;7.33;116.4;21.1;;;;
105;Czech Republic;2003;-0.1;4.12;-6.7;28.6;7.83;119.4;22.0;;;;
106;Czech Republic;2004;2.6;4.82;-2.8;28.9;8.34;125.1;19.8;;;;
107;Czech Republic;2005;1.6;3.54;-3.2;28.4;7.95;126.1;19.6;;;;
108;Czech Republic;2006;2.1;3.8;-2.4;28.3;7.17;130.9;21.4;860.0;775.0;18.0;16.0
109;Czech Republic;2007;3.0;4.3;-0.7;27.9;5.33;133.8;23.0;860.0;775.0;18.0;16.0
110;Czech Republic;2008;6.3;4.63;-2.2;28.7;4.41;126.5;24.2;860.0;775.0;18.0;16.0
111;Czech Republic;2009;0.6;4.84;-5.8;34.4;6.7;115.4;20.4;1087.0;985.0;20.0;17.0
112;Czech Republic;2010;1.2;3.88;-4.8;38.1;7.3;132.5;26.8;1165.0;1060.0;20.0;17.0
113;Czech Republic;2011;2.1;3.71;-3.1;41.2;6.74;145.6;30.7;1165.0;1060.0;20.0;17.0
114;Czech Republic;2012;;;;;;;;1165.0;1060.0;20.0;17.0
115;Denmark;1990;2.5;10.63;;;7.18;69.7;13.6;;;;
116;Denmark;1991;2.2;9.26;;;7.89;71.7;13.9;;;;
117;Denmark;1992;1.9;8.99;-2.6;;8.68;69.5;16.2;;;;
118;Denmark;1993;0.9;7.3;-3.8;;9.54;68.0;13.4;;;;
119;Denmark;1994;1.8;7.83;-3.3;;7.57;70.1;13.6;;;;
120;Denmark;1995;2.0;8.27;-2.9;72.6;6.7;71.0;13.3;;;;
121;Denmark;1996;2.1;7.19;-2.0;69.4;6.29;70.8;13.2;;;;
122;Denmark;1997;2.0;6.26;-0.6;65.4;5.22;73.8;17.5;;;;
123;Denmark;1998;1.3;5.04;0.0;61.4;4.81;74.2;17.4;;;;
124;Denmark;1999;2.1;4.92;1.3;58.1;5.01;76.3;15.4;;;;
125;Denmark;2000;2.7;5.66;2.3;52.4;4.24;87.0;17.3;;;;
126;Denmark;2001;2.3;5.09;1.5;49.6;4.46;87.7;17.5;;;;
127;Denmark;2002;2.4;5.06;0.4;49.5;4.5;88.5;17.2;;;;
128;Denmark;2003;2.0;4.31;0.1;47.2;5.35;84.4;16.5;;;;
129;Denmark;2004;0.9;4.3;2.1;45.1;5.51;85.8;17.3;;;;
130;Denmark;2005;1.7;3.4;5.2;37.8;4.79;93.1;18.2;;;;
131;Denmark;2006;1.9;3.81;5.2;32.1;3.87;101.0;18.4;603.0;603.0;5.0;5.0
132;Denmark;2007;1.7;4.29;4.8;27.1;3.67;102.2;18.5;603.0;603.0;5.0;5.0
133;Denmark;2008;3.6;4.28;3.2;33.4;3.33;106.3;19.2;603.0;603.0;5.0;5.0
134;Denmark;2009;1.1;3.59;-2.7;40.6;5.87;91.4;17.8;744.0;744.0;5.0;5.0
135;Denmark;2010;2.2;2.93;-2.5;42.9;7.25;95.4;18.7;744.0;744.0;5.0;5.0
136;Denmark;2011;2.7;2.73;-1.8;46.5;7.38;101.9;20.1;744.0;744.0;5.0;5.0
137;Denmark;2012;;;;;;;;744.0;744.0;5.0;5.0
138;Finland;1990;5.8;13.21;4.4;;4.56;46.6;14.3;;;;
139;Finland;1991;4.5;11.71;-0.8;;8.04;44.3;13.2;;;;
140;Finland;1992;3.3;11.97;-5.3;;13.03;51.1;14.2;;;;
141;Finland;1993;3.3;8.83;-9.3;;17.62;59.1;19.2;;;;
142;Finland;1994;1.6;9.04;-7.0;;17.87;63.9;22.0;;;;
143;Finland;1995;0.4;8.79;-6.2;56.6;16.7;65.5;19.3;;;;
144;Finland;1996;1.1;7.08;-3.5;57.0;15.87;67.5;21.2;;;;
145;Finland;1997;1.2;5.96;-1.4;53.9;12.77;70.2;24.9;;;;
146;Finland;1998;1.3;4.79;1.5;48.4;11.43;69.1;23.5;;;;
147;Finland;1999;1.3;4.72;1.6;45.7;10.25;68.6;18.8;;;;
148;Finland;2000;2.9;5.48;6.9;43.8;9.81;78.0;23.3;;;;
149;Finland;2001;2.7;5.04;5.1;42.5;9.14;73.7;21.7;;;;
150;Finland;2002;2.0;4.98;4.1;41.5;9.11;71.8;20.5;;;;
151;Finland;2003;1.3;4.14;2.6;44.5;9.04;70.6;21.0;;;;
152;Finland;2004;0.1;4.11;2.5;44.4;8.84;73.2;22.5;;;;
153;Finland;2005;0.8;3.35;2.8;41.7;8.4;79.4;24.5;;;;
154;Finland;2006;1.3;3.78;4.1;39.6;7.73;86.3;27.9;420.0;420.0;8.0;8.0
155;Finland;2007;1.6;4.29;5.3;35.2;6.88;86.5;27.7;420.0;420.0;8.0;8.0
156;Finland;2008;3.9;4.29;4.3;33.9;6.38;89.9;28.3;420.0;420.0;8.0;8.0
157;Finland;2009;1.6;3.74;-2.5;43.5;8.26;73.0;20.4;575.0;495.0;8.0;8.0
158;Finland;2010;1.7;3.01;-2.5;48.4;8.43;79.4;23.7;620.0;540.0;8.0;8.0
159;Finland;2011;3.3;3.01;-0.5;48.6;7.81;78.7;25.2;620.0;540.0;8.0;8.0
160;Finland;2012;;;;;;;;620.0;540.0;8.0;8.0
161;France;1990;;9.93;-2.5;;7.92;43.8;11.2;;;;
162;France;1991;3.4;9.04;-3.0;;8.17;44.2;10.6;;;;
163;France;1992;2.4;8.59;-4.6;;9.05;43.0;10.0;;;;
164;France;1993;2.2;6.78;-6.0;;10.08;41.1;10.6;;;;
165;France;1994;1.7;7.22;-5.5;;10.72;42.8;10.9;;;;
166;France;1995;1.8;7.54;-5.5;55.5;10.08;44.4;12.6;;;;
167;France;1996;2.1;6.31;-4.0;58.0;10.59;44.9;12.9;;;;
168;France;1997;1.3;5.58;-3.3;59.2;10.77;48.5;14.9;;;;
169;France;1998;0.7;4.64;-2.6;59.4;10.33;49.9;15.0;;;;
170;France;1999;0.6;4.61;-1.8;58.9;10.03;50.2;14.5;;;;
171;France;2000;1.8;5.39;-1.5;57.3;8.53;56.6;17.0;;;;
172;France;2001;1.8;4.94;-1.5;56.9;7.74;55.6;16.6;;;;
173;France;2002;1.9;4.86;-3.1;58.8;7.88;53.5;15.0;;;;
174;France;2003;2.2;4.13;-4.1;62.9;8.51;50.9;13.9;;;;
175;France;2004;2.3;4.1;-3.6;64.9;8.87;51.9;14.4;;;;
176;France;2005;1.9;3.41;-2.9;66.4;8.88;53.4;15.6;;;;
177;France;2006;1.9;3.8;-2.3;63.7;8.84;55.1;15.0;886.0;886.0;23.0;22.0
178;France;2007;1.6;4.3;-2.7;64.2;8.01;55.3;14.9;1148.0;1028.0;12.0;11.0
179;France;2008;3.2;4.23;-3.3;68.2;7.39;56.0;15.9;1148.0;1028.0;12.0;11.0
180;France;2009;0.1;3.65;-7.5;79.2;9.14;48.5;13.5;1248.0;1078.0;11.0;9.0
181;France;2010;1.7;3.12;-7.1;82.3;9.36;53.3;15.5;1248.0;1078.0;11.0;9.0
182;France;2011;2.3;3.32;-5.2;85.8;9.25;56.4;16.7;1248.0;1078.0;11.0;9.0
183;France;2012;;;;;;;;1248.0;1078.0;11.0;9.0
184;Germany;1990;;;;;;;;;;;
185;Germany;1991;;8.46;-2.9;;;51.9;16.3;;;;
186;Germany;1992;;7.85;-2.5;;6.27;48.6;15.0;;;;
187;Germany;1993;;6.52;-3.0;;7.52;44.6;14.9;;;;
188;Germany;1994;;6.88;-2.3;;8.11;46.0;15.6;;;;
189;Germany;1995;;6.86;;55.6;7.9;47.4;15.5;;;;
190;Germany;1996;1.2;6.23;-3.3;58.4;8.55;48.9;16.1;;;;
191;Germany;1997;1.5;5.66;-2.6;59.7;9.26;53.7;19.0;;;;
192;Germany;1998;0.6;4.58;-2.2;60.3;8.93;56.0;19.6;;;;
193;Germany;1999;0.6;4.5;-1.5;60.9;8.16;57.9;16.3;;;;
194;Germany;2000;1.4;5.27;1.1;60.2;7.47;66.5;20.0;;;;
195;Germany;2001;1.9;4.8;-3.1;59.1;7.34;67.6;20.2;;;;
196;Germany;2002;1.4;4.78;-3.8;60.7;8.1;66.8;19.5;;;;
197;Germany;2003;1.0;4.07;-4.2;64.4;9.13;67.5;19.3;;;;
198;Germany;2004;1.8;4.04;-3.8;66.3;9.83;72.1;20.8;;;;
199;Germany;2005;1.9;3.35;-3.3;68.6;10.69;77.4;22.5;;;;
200;Germany;2006;1.8;3.76;-1.6;68.1;9.69;85.4;25.2;765.0;740.0;7.0;7.0
201;Germany;2007;2.3;4.22;0.2;65.2;8.33;87.3;25.2;765.0;740.0;7.0;7.0
202;Germany;2008;2.8;3.98;-0.1;66.7;7.18;89.9;26.4;765.0;740.0;7.0;7.0
203;Germany;2009;0.2;3.22;-3.2;74.4;7.44;78.9;22.6;887.0;822.0;7.0;7.0
204;Germany;2010;1.2;2.74;-4.3;83.0;6.75;88.2;27.1;937.0;872.0;7.0;7.0
205;Germany;2011;2.5;2.61;-1.0;81.2;5.74;95.2;29.5;937.0;872.0;7.0;7.0
206;Germany;2012;;;;;;;;937.0;872.0;7.0;7.0
207;Hungary;1990;;;;;;60.0;;;;;
208;Hungary;1991;;;;;;66.9;;;;;
209;Hungary;1992;;;;;9.95;63.5;;;;;
210;Hungary;1993;;;;;12.1;61.4;;;;;
211;Hungary;1994;;;;;10.98;64.7;;;;;
212;Hungary;1995;;;-8.7;85.4;10.43;89.8;;;;;
213;Hungary;1996;23.5;;-4.4;71.4;10.11;95.9;;;;;
214;Hungary;1997;18.5;;-5.9;62.0;8.91;108.0;;;;;
215;Hungary;1998;14.2;;-7.8;59.9;7.92;122.7;;;;;
216;Hungary;1999;10.0;;-5.4;59.8;7.05;129.5;24.1;;;;
217;Hungary;2000;10.0;8.55;-3.0;56.1;6.47;152.7;33.4;;;;
218;Hungary;2001;9.1;7.95;-4.1;52.7;5.77;145.0;31.1;;;;
219;Hungary;2002;5.2;7.09;-9.0;55.9;5.87;128.4;27.9;;;;
220;Hungary;2003;4.7;6.77;-7.3;58.6;5.93;126.7;28.5;;;;
221;Hungary;2004;6.8;8.29;-6.5;59.5;6.16;130.3;27.9;;;;
222;Hungary;2005;3.5;6.6;-7.9;61.7;7.31;134.0;29.1;;;;
223;Hungary;2006;4.0;7.12;-9.4;65.9;7.55;156.4;34.6;975.0;975.0;18.0;16.0
224;Hungary;2007;7.9;6.74;-5.1;67.1;7.43;161.7;36.1;975.0;975.0;18.0;16.0
225;Hungary;2008;6.0;8.24;-3.7;73.0;7.9;162.9;37.6;975.0;975.0;18.0;16.0
226;Hungary;2009;4.0;9.12;-4.6;79.8;10.1;150.3;33.0;1110.0;1040.0;18.0;16.0
227;Hungary;2010;4.7;7.28;-4.2;81.4;11.23;166.6;39.1;1085.0;1015.0;18.0;16.0
228;Hungary;2011;3.9;7.64;4.3;80.6;10.98;177.2;41.6;1085.0;1015.0;18.0;16.0
229;Hungary;2012;;;;;;;;1085.0;1015.0;18.0;16.0
230;Ireland;1990;;10.27;-2.7;;12.98;108.7;22.8;;;;
231;Ireland;1991;;9.37;-2.8;;14.65;110.2;23.4;;;;
232;Ireland;1992;;9.32;-2.9;;15.29;113.4;23.0;;;;
233;Ireland;1993;;7.58;-2.8;;15.92;120.7;31.6;;;;
234;Ireland;1994;;8.04;-2.0;;14.95;130.9;31.6;;;;
235;Ireland;1995;;8.23;-2.1;82.0;12.36;140.9;33.0;;;;
236;Ireland;1996;2.2;7.25;-0.1;73.4;11.87;143.0;33.0;;;;
237;Ireland;1997;1.3;6.26;1.1;64.3;10.72;146.0;37.2;;;;
238;Ireland;1998;2.1;4.75;2.4;53.6;7.57;162.4;41.2;;;;
239;Ireland;1999;2.5;4.77;2.7;48.5;5.61;164.8;42.3;;;;
240;Ireland;2000;5.3;5.48;4.7;35.1;4.33;181.4;47.0;;;;
241;Ireland;2001;4.0;5.02;0.9;35.1;3.92;182.9;43.9;;;;
242;Ireland;2002;4.7;4.99;-0.4;31.9;4.44;169.6;38.1;;;;
243;Ireland;2003;4.0;4.13;0.4;30.7;4.74;150.3;34.5;;;;
244;Ireland;2004;2.3;4.06;1.4;29.4;4.54;151.5;32.0;;;;
245;Ireland;2005;2.2;3.32;1.7;27.2;4.34;150.5;30.8;;;;
246;Ireland;2006;2.7;3.79;2.9;24.5;4.42;148.2;28.1;1139.0;1090.0;12.0;7.0
247;Ireland;2007;2.9;4.33;0.1;24.8;4.57;151.5;26.7;1139.0;1090.0;12.0;7.0
248;Ireland;2008;3.1;4.55;-7.3;44.2;6.03;157.8;27.2;1139.0;1090.0;12.0;7.0
249;Ireland;2009;-1.7;5.23;-14.0;65.1;11.81;166.2;29.7;1121.0;1109.0;12.0;7.0
250;Ireland;2010;-1.6;5.99;-31.2;92.5;13.62;183.1;33.1;1121.0;1109.0;12.0;7.0
251;Ireland;2011;1.2;9.58;-13.1;108.2;14.51;189.8;33.7;1121.0;1109.0;12.0;7.0
252;Ireland;2012;;;;;;;;1121.0;1109.0;12.0;7.0
253;Italy;1990;6.2;13.54;-9.0;;9.13;38.3;11.7;;;;
254;Italy;1991;6.2;13.28;-9.0;;8.59;35.7;11.1;;;;
255;Italy;1992;5.0;13.27;-8.6;;8.72;36.7;10.7;;;;
256;Italy;1993;4.5;11.19;-9.5;;9.71;39.5;12.8;;;;
257;Italy;1994;4.2;10.52;-9.0;;10.66;42.3;13.7;;;;
258;Italy;1995;5.4;12.21;-7.4;121.5;11.14;47.7;15.9;;;;
259;Italy;1996;4.0;9.4;-7.0;120.9;11.15;44.8;15.2;;;;
260;Italy;1997;1.9;6.86;-2.7;118.1;11.27;46.6;15.9;;;;
261;Italy;1998;2.0;4.88;-2.8;114.9;11.36;47.3;15.5;;;;
262;Italy;1999;1.7;4.73;-1.7;113.7;10.96;47.1;13.4;;;;
263;Italy;2000;2.6;5.58;-0.8;108.5;10.08;52.6;16.8;;;;
264;Italy;2001;2.3;5.19;-3.1;108.2;9.11;52.3;16.5;;;;
265;Italy;2002;2.6;5.03;-3.1;105.1;8.67;50.0;15.5;;;;
266;Italy;2003;2.8;4.3;-3.6;103.9;8.43;48.3;14.6;;;;
267;Italy;2004;2.3;4.26;-3.5;103.4;8.03;49.7;15.5;;;;
268;Italy;2005;2.2;3.56;-4.4;105.4;7.69;51.8;16.8;;;;
269;Italy;2006;2.2;4.05;-3.4;106.1;6.77;56.1;18.7;1217.0;1217.0;18.0;20.0
270;Italy;2007;2.0;4.49;-1.6;103.1;6.11;58.0;19.3;1217.0;1217.0;18.0;20.0
271;Italy;2008;3.5;4.68;-2.7;105.7;6.78;57.7;20.6;1217.0;1217.0;18.0;20.0
272;Italy;2009;0.8;4.31;-5.4;116.0;7.79;48.0;16.5;1231.0;1231.0;18.0;20.0
273;Italy;2010;1.6;4.04;-4.6;118.6;8.39;55.2;20.0;1231.0;1231.0;18.0;20.0
274;Italy;2011;2.9;5.42;-3.9;120.1;8.38;59.0;22.3;1245.0;1245.0;18.0;20.0
275;Italy;2012;;;;;;;;1245.0;1245.0;18.0;20.0
276;Japan;1990;3.1;6.96;2.0;63.9;2.1;19.8;17.0;;;;
277;Japan;1991;3.3;6.34;1.8;63.2;2.1;18.3;15.8;;;;
278;Japan;1992;1.6;5.33;0.6;67.6;2.16;17.5;15.1;;;;
279;Japan;1993;1.3;4.32;-2.5;73.9;2.5;16.0;13.9;;;;
280;Japan;1994;0.7;4.36;-3.8;79.0;2.89;16.1;14.0;;;;
281;Japan;1995;-0.1;3.44;-4.7;86.2;3.15;16.9;14.8;;;;
282;Japan;1996;0.1;3.1;-5.1;93.8;3.35;19.1;16.4;;;;
283;Japan;1997;1.8;2.37;-4.0;100.5;3.4;20.6;17.8;;;;
284;Japan;1998;0.7;1.54;-11.2;113.2;4.1;19.9;17.3;;;;
285;Japan;1999;-0.3;1.75;-7.4;127.0;4.68;19.0;16.7;;;;
286;Japan;2000;-0.7;1.74;-7.4;137.5;4.73;20.3;18.1;;;;
287;Japan;2001;-0.8;1.32;-6.0;144.6;5.03;20.3;18.1;;;;
288;Japan;2002;-0.9;1.26;-7.7;153.4;5.36;21.2;18.9;;;;
289;Japan;2003;-0.2;1.0;-7.7;158.2;5.25;22.1;19.8;;;;
290;Japan;2004;0.0;1.49;-5.9;166.2;4.72;24.5;21.9;;;;
291;Japan;2005;-0.3;1.35;-4.8;169.5;4.43;27.2;24.2;;;;
292;Japan;2006;0.2;1.74;-1.3;166.7;4.13;31.1;28.1;957.0;859.0;11.0;10.0
293;Japan;2007;0.1;1.67;-2.1;162.4;3.85;33.8;30.7;957.0;859.0;11.0;10.0
294;Japan;2008;1.4;1.47;-1.9;171.2;3.98;35.2;32.0;957.0;859.0;11.0;10.0
295;Japan;2009;-1.3;1.33;-8.8;188.8;5.07;25.0;22.5;957.0;859.0;11.0;10.0
296;Japan;2010;-0.7;1.15;-8.4;192.7;5.06;29.2;26.7;957.0;859.0;11.0;10.0
297;Japan;2011;-0.3;1.1;-9.5;205.5;4.59;31.4;28.7;970.0;880.0;11.0;10.0
298;Japan;2012;;;;;;;;970.0;880.0;11.0;10.0
299;The Netherlands;1990;2.4;8.92;-5.6;;5.65;109.1;18.5;;;;
300;The Netherlands;1991;3.2;8.74;-2.8;;5.2;110.2;18.1;;;;
301;The Netherlands;1992;2.8;8.1;-4.3;;5.15;107.0;15.9;;;;
302;The Netherlands;1993;1.6;6.36;-2.8;;6.27;103.7;15.7;;;;
303;The Netherlands;1994;2.1;6.87;-3.4;;7.21;107.9;16.6;;;;
304;The Netherlands;1995;1.4;6.9;;76.1;6.81;113.0;24.6;;;;
305;The Netherlands;1996;1.4;6.15;-1.9;74.1;6.18;114.0;26.8;;;;
306;The Netherlands;1997;1.9;5.58;-1.2;68.2;5.24;121.0;31.7;;;;
307;The Netherlands;1998;1.8;4.63;-0.9;65.7;4.14;120.4;31.5;;;;
308;The Netherlands;1999;2.0;4.63;0.4;61.1;3.39;121.9;31.0;;;;
309;The Netherlands;2000;2.3;5.41;2.0;53.8;2.95;134.6;37.7;;;;
310;The Netherlands;2001;5.1;4.96;-0.2;50.7;2.43;128.8;34.7;;;;
311;The Netherlands;2002;3.9;4.89;-2.1;50.5;2.97;121.8;33.2;;;;
312;The Netherlands;2003;2.2;4.12;-3.1;52.0;3.98;119.7;32.9;;;;
313;The Netherlands;2004;1.4;4.1;-1.7;52.4;4.89;125.4;36.3;;;;
