ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
34;Total countries;75 Office machines and automatic data...;2017 September;2874.0;3162.0
35;Total countries;75 Office machines and automatic data...;2017 October;3146.0;3224.0
36;Total countries;75 Office machines and automatic data...;2017 November;3792.0;3704.0
37;Total countries;75 Office machines and automatic data...;2017 December;3085.0;3133.0
38;Total countries;75 Office machines and automatic data...;2017;35980.0;36209.0
39;Total countries;75 Office machines and automatic data...;2018 January;3494.0;3170.0
40;Total countries;75 Office machines and automatic data...;2018 February;2849.0;2711.0
41;Total countries;75 Office machines and automatic data...;2018 March;3109.0;3359.0
42;Total countries;75 Office machines and automatic data...;2018 April;2944.0;2782.0
43;Total countries;75 Office machines and automatic data...;2018 May;2823.0;3030.0
44;Total countries;75 Office machines and automatic data...;2018 June;2948.0;3295.0
45;Total countries;75 Office machines and automatic data...;2018 July;3090.0;3078.0
46;Total countries;75 Office machines and automatic data...;2018 August;3126.0;2979.0
47;Total countries;75 Office machines and automatic data...;2018 September;2940.0;3178.0
48;Total countries;75 Office machines and automatic data...;2018 October;3525.0;3498.0
49;Total countries;75 Office machines and automatic data...;2018 November;3832.0;3894.0
50;Total countries;75 Office machines and automatic data...;2018 December;3254.0;3367.0
51;Total countries;75 Office machines and automatic data...;2018;37932.0;38343.0
52;Total countries;75 Office machines and automatic data...;2019 January;3658.0;3331.0
53;Total countries;75 Office machines and automatic data...;2019 February;2876.0;2907.0
54;Total countries;75 Office machines and automatic data...;2019 March;3101.0;3376.0
55;Total countries;75 Office machines and automatic data...;2019 April;3170.0;2855.0
56;Total countries;75 Office machines and automatic data...;2019 May;3104.0;2895.0
57;Total countries;75 Office machines and automatic data...;2019 June;2778.0;2931.0
58;Total countries;75 Office machines and automatic data...;2019 July;3311.0;3020.0
59;Total countries;75 Office machines and automatic data...;2019 August;3142.0;2916.0
60;Total countries;75 Office machines and automatic data...;2019 September;3038.0;3240.0
61;Total countries;75 Office machines and automatic data...;2019 October;3795.0;3523.0
62;Total countries;75 Office machines and automatic data...;2019 November;3727.0;3667.0
63;Total countries;75 Office machines and automatic data...;2019 December;3337.0;3518.0
64;Total countries;75 Office machines and automatic data...;2019;39037.0;38181.0
65;Total countries;75 Office machines and automatic data...;2020 January;3639.0;3486.0
66;Total countries;75 Office machines and automatic data...;2020 February;2559.0;2832.0
67;Total countries;75 Office machines and automatic data...;2020 March;3289.0;3465.0
68;Total countries;75 Office machines and automatic data...;2020 April;3508.0;3191.0
69;Total countries;75 Office machines and automatic data...;2020 May;3207.0;3027.0
70;Total countries;75 Office machines and automatic data...;2020 June;3346.0;3252.0
71;Total countries;75 Office machines and automatic data...;2020 July;3409.0;3243.0
72;Total countries;75 Office machines and automatic data...;2020 August;3208.0;3092.0
73;Total countries;75 Office machines and automatic data...;2020 September;3191.0;3461.0
74;Total countries;75 Office machines and automatic data...;2020 October;3579.0;3822.0
75;Total countries;75 Office machines and automatic data...;2020 November;3943.0;3936.0
76;Total countries;75 Office machines and automatic data...;2020 December;4026.0;4015.0
77;Total countries;75 Office machines and automatic data...;2020;40904.0;40822.0
78;Total countries;75 Office machines and automatic data...;2021 January;;
79;Total countries;75 Office machines and automatic data...;2021 February;;
80;Total countries;75 Office machines and automatic data...;2021 March;;
81;Total countries;75 Office machines and automatic data...;2021 April;;
82;Total countries;75 Office machines and automatic data...;2021 May;;
83;Total countries;75 Office machines and automatic data...;2021 June;;
84;Total countries;75 Office machines and automatic data...;2021 July;;
85;Total countries;75 Office machines and automatic data...;2021 August;;
86;Total countries;75 Office machines and automatic data...;2021 September;;
87;Total countries;75 Office machines and automatic data...;2021 October;;
88;Total countries;75 Office machines and automatic data...;2021 November;;
89;Total countries;75 Office machines and automatic data...;2021 December;;
90;Total countries;75 Office machines and automatic data...;2021;;
91;Total countries;75 Office machines and automatic data...;2022 January;4351.0;4141.0
92;Total countries;75 Office machines and automatic data...;2022 February;3765.0;3553.0
93;Total countries;75 Office machines and automatic data...;2022 March;4454.0;4280.0
94;Total countries;75 Office machines and automatic data...;2022 April;3971.0;3643.0
95;Total countries;75 Office machines and automatic data...;2022 May;4195.0;3778.0
96;Total countries;75 Office machines and automatic data...;2022 June;4671.0;4283.0
97;Total countries;75 Office machines and automatic data...;2022 July;4462.0;3953.0
98;Total countries;75 Office machines and automatic data...;2022 August;4806.0;4141.0
99;Total countries;75 Office machines and automatic data...;2022 September;4131.0;4502.0
100;Total countries;75 Office machines and automatic data...;2022 October;5140.0;4327.0
101;Total countries;75 Office machines and automatic data...;2022 November;4695.0;4626.0
102;Total countries;75 Office machines and automatic data...;2022 December;3735.0;4030.0
103;Total countries;75 Office machines and automatic data...;2022;52377.0;49257.0
104;Total countries;75 Office machines and automatic data...;2023 January;3950.0;3812.0
105;Total countries;75 Office machines and automatic data...;2023 February;3384.0;3780.0
106;Total countries;75 Office machines and automatic data...;2023 March;3764.0;4224.0
107;Total countries;75 Office machines and automatic data...;2023 April;3494.0;3359.0
108;Total countries;75 Office machines and automatic data...;2023 May;3724.0;3994.0
109;Total countries;75 Office machines and automatic data...;2023 June;3376.0;3797.0
110;Total countries;75 Office machines and automatic data...;2023 July;4612.0;3719.0
111;Total countries;75 Office machines and automatic data...;2023 August;4291.0;4689.0
112;Total countries;75 Office machines and automatic data...;2023 September;4083.0;4701.0
113;Total countries;75 Office machines and automatic data...;2023 October;4194.0;4751.0
114;Total countries;75 Office machines and automatic data...;2023 November;4594.0;4681.0
115;Total countries;75 Office machines and automatic data...;2023 December;4162.0;4128.0
116;Total countries;75 Office machines and automatic data...;2023;47625.0;49633.0
117;Total countries;75 Office machines and automatic data...;2024 January;4064.0;3745.0
118;Total countries;75 Office machines and automatic data...;2024 February;3335.0;3677.0
119;Total countries;75 Office machines and automatic data...;2024 March;4308.0;4377.0
120;Total countries;75 Office machines and automatic data...;2024 April;4001.0;3998.0
121;Total countries;75 Office machines and automatic data...;2024 May;4452.0;4064.0
122;Total countries;75 Office machines and automatic data...;2024 June;3865.0;3881.0
123;Total countries;75 Office machines and automatic data...;2024 July;5122.0;3981.0
124;Total countries;75 Office machines and automatic data...;2024 August;4168.0;4394.0
125;Total countries;75 Office machines and automatic data...;2024 September;4318.0;4267.0
126;Total countries;75 Office machines and automatic data...;2024 October;4654.0;5071.0
127;Total countries;75 Office machines and automatic data...;2024 November;5119.0;5210.0
128;Total countries;75 Office machines and automatic data...;2024 January-November;47405.0;46664.0
129;Total countries;751 Office machines;2015 January;588.0;684.0
130;Total countries;751 Office machines;2015 February;670.0;810.0
131;Total countries;751 Office machines;2015 March;759.0;913.0
132;Total countries;751 Office machines;2015 April;632.0;823.0
133;Total countries;751 Office machines;2015 May;680.0;797.0
134;Total countries;751 Office machines;2015 June;717.0;895.0
135;Total countries;751 Office machines;2015 July;607.0;698.0
136;Total countries;751 Office machines;2015 August;549.0;681.0
137;Total countries;751 Office machines;2015 September;664.0;854.0
138;Total countries;751 Office machines;2015 October;642.0;781.0
139;Total countries;751 Office machines;2015 November;729.0;880.0
140;Total countries;751 Office machines;2015 December;750.0;943.0
141;Total countries;751 Office machines;2015;7988.0;9760.0
142;Total countries;751 Office machines;2016 January;577.0;668.0
143;Total countries;751 Office machines;2016 February;644.0;746.0
144;Total countries;751 Office machines;2016 March;713.0;881.0
145;Total countries;751 Office machines;2016 April;562.0;659.0
146;Total countries;751 Office machines;2016 May;647.0;758.0
147;Total countries;751 Office machines;2016 June;669.0;849.0
148;Total countries;751 Office machines;2016 July;533.0;639.0
149;Total countries;751 Office machines;2016 August;608.0;691.0
150;Total countries;751 Office machines;2016 September;673.0;823.0
151;Total countries;751 Office machines;2016 October;662.0;732.0
152;Total countries;751 Office machines;2016 November;728.0;821.0
153;Total countries;751 Office machines;2016 December;704.0;828.0
154;Total countries;751 Office machines;2016;7720.0;9096.0
155;Total countries;751 Office machines;2017 January;661.0;805.0
156;Total countries;751 Office machines;2017 February;674.0;807.0
157;Total countries;751 Office machines;2017 March;814.0;917.0
158;Total countries;751 Office machines;2017 April;633.0;732.0
159;Total countries;751 Office machines;2017 May;762.0;814.0
160;Total countries;751 Office machines;2017 June;702.0;842.0
161;Total countries;751 Office machines;2017 July;623.0;743.0
162;Total countries;751 Office machines;2017 August;701.0;724.0
163;Total countries;751 Office machines;2017 September;705.0;862.0
164;Total countries;751 Office machines;2017 October;664.0;842.0
165;Total countries;751 Office machines;2017 November;797.0;1009.0
166;Total countries;751 Office machines;2017 December;655.0;794.0
167;Total countries;751 Office machines;2017;8389.0;9891.0
168;Total countries;751 Office machines;2018 January;696.0;825.0
169;Total countries;751 Office machines;2018 February;649.0;792.0
170;Total countries;751 Office machines;2018 March;749.0;928.0
171;Total countries;751 Office machines;2018 April;643.0;778.0
172;Total countries;751 Office machines;2018 May;668.0;847.0
173;Total countries;751 Office machines;2018 June;706.0;891.0
174;Total countries;751 Office machines;2018 July;648.0;798.0
175;Total countries;751 Office machines;2018 August;656.0;703.0
176;Total countries;751 Office machines;2018 September;653.0;827.0
177;Total countries;751 Office machines;2018 October;692.0;900.0
178;Total countries;751 Office machines;2018 November;726.0;876.0
179;Total countries;751 Office machines;2018 December;645.0;791.0
180;Total countries;751 Office machines;2018;8132.0;9955.0
181;Total countries;751 Office machines;2019 January;595.0;797.0
182;Total countries;751 Office machines;2019 February;566.0;713.0
183;Total countries;751 Office machines;2019 March;643.0;824.0
184;Total countries;751 Office machines;2019 April;601.0;724.0
185;Total countries;751 Office machines;2019 May;616.0;675.0
186;Total countries;751 Office machines;2019 June;573.0;696.0
187;Total countries;751 Office machines;2019 July;662.0;688.0
188;Total countries;751 Office machines;2019 August;583.0;614.0
189;Total countries;751 Office machines;2019 September;615.0;766.0
190;Total countries;751 Office machines;2019 October;628.0;795.0
191;Total countries;751 Office machines;2019 November;633.0;777.0
192;Total countries;751 Office machines;2019 December;607.0;787.0
193;Total countries;751 Office machines;2019;7323.0;8856.0
194;Total countries;751 Office machines;2020 January;610.0;678.0
195;Total countries;751 Office machines;2020 February;537.0;678.0
196;Total countries;751 Office machines;2020 March;611.0;756.0
197;Total countries;751 Office machines;2020 April;377.0;430.0
198;Total countries;751 Office machines;2020 May;394.0;463.0
199;Total countries;751 Office machines;2020 June;473.0;580.0
200;Total countries;751 Office machines;2020 July;476.0;536.0
201;Total countries;751 Office machines;2020 August;429.0;530.0
202;Total countries;751 Office machines;2020 September;536.0;658.0
203;Total countries;751 Office machines;2020 October;571.0;718.0
204;Total countries;751 Office machines;2020 November;616.0;649.0
205;Total countries;751 Office machines;2020 December;639.0;650.0
206;Total countries;751 Office machines;2020;6269.0;7325.0
207;Total countries;751 Office machines;2021 January;;
208;Total countries;751 Office machines;2021 February;;
209;Total countries;751 Office machines;2021 March;;
210;Total countries;751 Office machines;2021 April;;
211;Total countries;751 Office machines;2021 May;;
212;Total countries;751 Office machines;2021 June;;
213;Total countries;751 Office machines;2021 July;;
214;Total countries;751 Office machines;2021 August;;
215;Total countries;751 Office machines;2021 September;;
216;Total countries;751 Office machines;2021 October;;
217;Total countries;751 Office machines;2021 November;;
218;Total countries;751 Office machines;2021 December;;
219;Total countries;751 Office machines;2021;;
220;Total countries;751 Office machines;2022 January;445.0;598.0
221;Total countries;751 Office machines;2022 February;528.0;606.0
222;Total countries;751 Office machines;2022 March;570.0;694.0
223;Total countries;751 Office machines;2022 April;569.0;644.0
224;Total countries;751 Office machines;2022 May;588.0;711.0
225;Total countries;751 Office machines;2022 June;599.0;663.0
226;Total countries;751 Office machines;2022 July;582.0;640.0
227;Total countries;751 Office machines;2022 August;582.0;621.0
228;Total countries;751 Office machines;2022 September;545.0;713.0
229;Total countries;751 Office machines;2022 October;662.0;696.0
230;Total countries;751 Office machines;2022 November;660.0;757.0
231;Total countries;751 Office machines;2022 December;595.0;707.0
232;Total countries;751 Office machines;2022;6926.0;8050.0
233;Total countries;751 Office machines;2023 January;613.0;702.0
234;Total countries;751 Office machines;2023 February;587.0;710.0
235;Total countries;751 Office machines;2023 March;623.0;782.0
236;Total countries;751 Office machines;2023 April;515.0;617.0
237;Total countries;751 Office machines;2023 May;551.0;706.0
238;Total countries;751 Office machines;2023 June;460.0;712.0
239;Total countries;751 Office machines;2023 July;488.0;561.0
240;Total countries;751 Office machines;2023 August;500.0;576.0
241;Total countries;751 Office machines;2023 September;522.0;679.0
242;Total countries;751 Office machines;2023 October;512.0;698.0
243;Total countries;751 Office machines;2023 November;545.0;708.0
244;Total countries;751 Office machines;2023 December;446.0;572.0
245;Total countries;751 Office machines;2023;6363.0;8023.0
246;Total countries;751 Office machines;2024 January;530.0;582.0
247;Total countries;751 Office machines;2024 February;483.0;603.0
248;Total countries;751 Office machines;2024 March;535.0;663.0
249;Total countries;751 Office machines;2024 April;530.0;636.0
250;Total countries;751 Office machines;2024 May;528.0;661.0
251;Total countries;751 Office machines;2024 June;438.0;613.0
252;Total countries;751 Office machines;2024 July;521.0;616.0
253;Total countries;751 Office machines;2024 August;499.0;606.0
254;Total countries;751 Office machines;2024 September;610.0;636.0
255;Total countries;751 Office machines;2024 October;571.0;713.0
256;Total countries;751 Office machines;2024 November;537.0;701.0
257;Total countries;751 Office machines;2024 January-November;5783.0;7029.0
258;Total countries;75110 Typewriters other than printers...;2015 January;0.0;0.0
259;Total countries;75110 Typewriters other than printers...;2015 February;0.0;0.0
260;Total countries;75110 Typewriters other than printers...;2015 March;0.0;0.0
261;Total countries;75110 Typewriters other than printers...;2015 April;0.0;0.0
262;Total countries;75110 Typewriters other than printers...;2015 May;0.0;0.0
263;Total countries;75110 Typewriters other than printers...;2015 June;0.0;0.0
264;Total countries;75110 Typewriters other than printers...;2015 July;0.0;0.0
265;Total countries;75110 Typewriters other than printers...;2015 August;0.0;0.0
266;Total countries;75110 Typewriters other than printers...;2015 September;0.0;0.0
267;Total countries;75110 Typewriters other than printers...;2015 October;0.0;0.0
268;Total countries;75110 Typewriters other than printers...;2015 November;0.0;0.0
269;Total countries;75110 Typewriters other than printers...;2015 December;0.0;0.0
270;Total countries;75110 Typewriters other than printers...;2015;1.0;2.0
271;Total countries;75110 Typewriters other than printers...;2016 January;0.0;0.0
272;Total countries;75110 Typewriters other than printers...;2016 February;0.0;0.0
273;Total countries;75110 Typewriters other than printers...;2016 March;0.0;0.0
274;Total countries;75110 Typewriters other than printers...;2016 April;0.0;0.0
275;Total countries;75110 Typewriters other than printers...;2016 May;0.0;0.0
276;Total countries;75110 Typewriters other than printers...;2016 June;0.0;0.0
277;Total countries;75110 Typewriters other than printers...;2016 July;0.0;0.0
278;Total countries;75110 Typewriters other than printers...;2016 August;0.0;0.0
279;Total countries;75110 Typewriters other than printers...;2016 September;0.0;0.0
280;Total countries;75110 Typewriters other than printers...;2016 October;0.0;0.0
281;Total countries;75110 Typewriters other than printers...;2016 November;0.0;0.0
282;Total countries;75110 Typewriters other than printers...;2016 December;0.0;0.0
283;Total countries;75110 Typewriters other than printers...;2016;2.0;1.0
284;Total countries;75110 Typewriters other than printers...;2017 January;0.0;
285;Total countries;75110 Typewriters other than printers...;2017 February;0.0;
286;Total countries;75110 Typewriters other than printers...;2017 March;0.0;
287;Total countries;75110 Typewriters other than printers...;2017 April;0.0;0.0
288;Total countries;75110 Typewriters other than printers...;2017 May;0.0;0.0
289;Total countries;75110 Typewriters other than printers...;2017 June;0.0;0.0
290;Total countries;75110 Typewriters other than printers...;2017 July;0.0;0.0
291;Total countries;75110 Typewriters other than printers...;2017 August;0.0;0.0
292;Total countries;75110 Typewriters other than printers...;2017 September;0.0;
293;Total countries;75110 Typewriters other than printers...;2017 October;0.0;
294;Total countries;75110 Typewriters other than printers...;2017 November;0.0;
295;Total countries;75110 Typewriters other than printers...;2017 December;0.0;
296;Total countries;75110 Typewriters other than printers...;2017;0.0;0.0
297;Total countries;75110 Typewriters other than printers...;2018 January;0.0;
298;Total countries;75110 Typewriters other than printers...;2018 February;0.0;0.0
299;Total countries;75110 Typewriters other than printers...;2018 March;0.0;
300;Total countries;75110 Typewriters other than printers...;2018 April;0.0;0.0
301;Total countries;75110 Typewriters other than printers...;2018 May;0.0;0.0
302;Total countries;75110 Typewriters other than printers...;2018 June;0.0;
303;Total countries;75110 Typewriters other than printers...;2018 July;0.0;0.0
304;Total countries;75110 Typewriters other than printers...;2018 August;0.0;
305;Total countries;75110 Typewriters other than printers...;2018 September;0.0;0.0
306;Total countries;75110 Typewriters other than printers...;2018 October;0.0;
307;Total countries;75110 Typewriters other than printers...;2018 November;0.0;
308;Total countries;75110 Typewriters other than printers...;2018 December;0.0;0.0
309;Total countries;75110 Typewriters other than printers...;2018;0.0;0.0
310;Total countries;75110 Typewriters other than printers...;2019 January;0.0;
311;Total countries;75110 Typewriters other than printers...;2019 February;0.0;
312;Total countries;75110 Typewriters other than printers...;2019 March;0.0;
313;Total countries;75110 Typewriters other than printers...;2019 April;0.0;
314;Total countries;75110 Typewriters other than printers...;2019 May;0.0;0.0
315;Total countries;75110 Typewriters other than printers...;2019 June;0.0;0.0
316;Total countries;75110 Typewriters other than printers...;2019 July;0.0;0.0
317;Total countries;75110 Typewriters other than printers...;2019 August;0.0;
318;Total countries;75110 Typewriters other than printers...;2019 September;;0.0
319;Total countries;75110 Typewriters other than printers...;2019 October;;0.0
320;Total countries;75110 Typewriters other than printers...;2019 November;0.0;
321;Total countries;75110 Typewriters other than printers...;2019 December;0.0;0.0
322;Total countries;75110 Typewriters other than printers...;2019;0.0;0.0
323;Total countries;75110 Typewriters other than printers...;2020 January;;
324;Total countries;75110 Typewriters other than printers...;2020 February;;
325;Total countries;75110 Typewriters other than printers...;2020 March;;
326;Total countries;75110 Typewriters other than printers...;2020 April;;
327;Total countries;75110 Typewriters other than printers...;2020 May;;
328;Total countries;75110 Typewriters other than printers...;2020 June;;
329;Total countries;75110 Typewriters other than printers...;2020 July;;
330;Total countries;75110 Typewriters other than printers...;2020 August;;
331;Total countries;75110 Typewriters other than printers...;2020 September;;
332;Total countries;75110 Typewriters other than printers...;2020 October;;
333;Total countries;75110 Typewriters other than printers...;2020 November;;
334;Total countries;75110 Typewriters other than printers...;2020 December;;
335;Total countries;75110 Typewriters other than printers...;2020;;
336;Total countries;75110 Typewriters other than printers...;2021 January;;
337;Total countries;75110 Typewriters other than printers...;2021 February;;
338;Total countries;75110 Typewriters other than printers...;2021 March;;
339;Total countries;75110 Typewriters other than printers...;2021 April;;
340;Total countries;75110 Typewriters other than printers...;2021 May;;
341;Total countries;75110 Typewriters other than printers...;2021 June;;
342;Total countries;75110 Typewriters other than printers...;2021 July;;
343;Total countries;75110 Typewriters other than printers...;2021 August;;
344;Total countries;75110 Typewriters other than printers...;2021 September;;
345;Total countries;75110 Typewriters other than printers...;2021 October;;
346;Total countries;75110 Typewriters other than printers...;2021 November;;
347;Total countries;75110 Typewriters other than printers...;2021 December;;
348;Total countries;75110 Typewriters other than printers...;2021;;
349;Total countries;75110 Typewriters other than printers...;2022 January;;
350;Total countries;75110 Typewriters other than printers...;2022 February;;
351;Total countries;75110 Typewriters other than printers...;2022 March;;
352;Total countries;75110 Typewriters other than printers...;2022 April;;
353;Total countries;75110 Typewriters other than printers...;2022 May;;
354;Total countries;75110 Typewriters other than printers...;2022 June;;
355;Total countries;75110 Typewriters other than printers...;2022 July;;
356;Total countries;75110 Typewriters other than printers...;2022 August;;
357;Total countries;75110 Typewriters other than printers...;2022 September;;
358;Total countries;75110 Typewriters other than printers...;2022 October;;
359;Total countries;75110 Typewriters other than printers...;2022 November;;
360;Total countries;75110 Typewriters other than printers...;2022 December;;
361;Total countries;75110 Typewriters other than printers...;2022;;
362;Total countries;75110 Typewriters other than printers...;2023 January;;
363;Total countries;75110 Typewriters other than printers...;2023 February;;
364;Total countries;75110 Typewriters other than printers...;2023 March;;
365;Total countries;75110 Typewriters other than printers...;2023 April;;
366;Total countries;75110 Typewriters other than printers...;2023 May;;
367;Total countries;75110 Typewriters other than printers...;2023 June;;
368;Total countries;75110 Typewriters other than printers...;2023 July;;
369;Total countries;75110 Typewriters other than printers...;2023 August;;
370;Total countries;75110 Typewriters other than printers...;2023 September;;
371;Total countries;75110 Typewriters other than printers...;2023 October;;
372;Total countries;75110 Typewriters other than printers...;2023 November;;
373;Total countries;75110 Typewriters other than printers...;2023 December;;
374;Total countries;75110 Typewriters other than printers...;2023;;
375;Total countries;75110 Typewriters other than printers...;2024 January;;
376;Total countries;75110 Typewriters other than printers...;2024 February;;
377;Total countries;75110 Typewriters other than printers...;2024 March;;
378;Total countries;75110 Typewriters other than printers...;2024 April;;
379;Total countries;75110 Typewriters other than printers...;2024 May;;
380;Total countries;75110 Typewriters other than printers...;2024 June;;
381;Total countries;75110 Typewriters other than printers...;2024 July;;
382;Total countries;75110 Typewriters other than printers...;2024 August;;
383;Total countries;75110 Typewriters other than printers...;2024 September;;
384;Total countries;75110 Typewriters other than printers...;2024 October;;
385;Total countries;75110 Typewriters other than printers...;2024 November;;
386;Total countries;75110 Typewriters other than printers...;2024 January-November;;
387;Total countries;75121 Electronic calculators capable ...;2015 January;1.0;2.0
388;Total countries;75121 Electronic calculators capable ...;2015 February;1.0;2.0
389;Total countries;75121 Electronic calculators capable ...;2015 March;1.0;2.0
390;Total countries;75121 Electronic calculators capable ...;2015 April;1.0;2.0
391;Total countries;75121 Electronic calculators capable ...;2015 May;1.0;4.0
392;Total countries;75121 Electronic calculators capable ...;2015 June;2.0;8.0
393;Total countries;75121 Electronic calculators capable ...;2015 July;3.0;4.0
394;Total countries;75121 Electronic calculators capable ...;2015 August;1.0;7.0
395;Total countries;75121 Electronic calculators capable ...;2015 September;1.0;6.0
396;Total countries;75121 Electronic calculators capable ...;2015 October;1.0;4.0
397;Total countries;75121 Electronic calculators capable ...;2015 November;1.0;1.0
398;Total countries;75121 Electronic calculators capable ...;2015 December;2.0;3.0
399;Total countries;75121 Electronic calculators capable ...;2015;16.0;45.0
400;Total countries;75121 Electronic calculators capable ...;2016 January;1.0;3.0
401;Total countries;75121 Electronic calculators capable ...;2016 February;2.0;4.0
402;Total countries;75121 Electronic calculators capable ...;2016 March;2.0;2.0
403;Total countries;75121 Electronic calculators capable ...;2016 April;1.0;3.0
404;Total countries;75121 Electronic calculators capable ...;2016 May;2.0;7.0
405;Total countries;75121 Electronic calculators capable ...;2016 June;2.0;8.0
406;Total countries;75121 Electronic calculators capable ...;2016 July;2.0;4.0
407;Total countries;75121 Electronic calculators capable ...;2016 August;2.0;6.0
408;Total countries;75121 Electronic calculators capable ...;2016 September;3.0;10.0
409;Total countries;75121 Electronic calculators capable ...;2016 October;1.0;4.0
410;Total countries;75121 Electronic calculators capable ...;2016 November;1.0;1.0
411;Total countries;75121 Electronic calculators capable ...;2016 December;2.0;4.0
412;Total countries;75121 Electronic calculators capable ...;2016;19.0;55.0
413;Total countries;75121 Electronic calculators capable ...;2017 January;1.0;2.0
414;Total countries;75121 Electronic calculators capable ...;2017 February;1.0;2.0
415;Total countries;75121 Electronic calculators capable ...;2017 March;2.0;3.0
416;Total countries;75121 Electronic calculators capable ...;2017 April;3.0;3.0
417;Total countries;75121 Electronic calculators capable ...;2017 May;5.0;8.0
418;Total countries;75121 Electronic calculators capable ...;2017 June;6.0;12.0
419;Total countries;75121 Electronic calculators capable ...;2017 July;4.0;7.0
420;Total countries;75121 Electronic calculators capable ...;2017 August;3.0;8.0
421;Total countries;75121 Electronic calculators capable ...;2017 September;3.0;9.0
422;Total countries;75121 Electronic calculators capable ...;2017 October;2.0;4.0
423;Total countries;75121 Electronic calculators capable ...;2017 November;2.0;4.0
424;Total countries;75121 Electronic calculators capable ...;2017 December;1.0;3.0
425;Total countries;75121 Electronic calculators capable ...;2017;32.0;63.0
426;Total countries;75121 Electronic calculators capable ...;2018 January;1.0;2.0
427;Total countries;75121 Electronic calculators capable ...;2018 February;2.0;2.0
428;Total countries;75121 Electronic calculators capable ...;2018 March;2.0;3.0
429;Total countries;75121 Electronic calculators capable ...;2018 April;3.0;2.0
430;Total countries;75121 Electronic calculators capable ...;2018 May;4.0;8.0
431;Total countries;75121 Electronic calculators capable ...;2018 June;4.0;10.0
432;Total countries;75121 Electronic calculators capable ...;2018 July;5.0;11.0
433;Total countries;75121 Electronic calculators capable ...;2018 August;4.0;7.0
434;Total countries;75121 Electronic calculators capable ...;2018 September;2.0;7.0
435;Total countries;75121 Electronic calculators capable ...;2018 October;2.0;4.0
436;Total countries;75121 Electronic calculators capable ...;2018 November;2.0;3.0
437;Total countries;75121 Electronic calculators capable ...;2018 December;1.0;2.0
438;Total countries;75121 Electronic calculators capable ...;2018;33.0;61.0
439;Total countries;75121 Electronic calculators capable ...;2019 January;2.0;3.0
440;Total countries;75121 Electronic calculators capable ...;2019 February;1.0;3.0
441;Total countries;75121 Electronic calculators capable ...;2019 March;2.0;4.0
442;Total countries;75121 Electronic calculators capable ...;2019 April;3.0;4.0
443;Total countries;75121 Electronic calculators capable ...;2019 May;3.0;6.0
444;Total countries;75121 Electronic calculators capable ...;2019 June;7.0;12.0
445;Total countries;75121 Electronic calculators capable ...;2019 July;6.0;8.0
446;Total countries;75121 Electronic calculators capable ...;2019 August;5.0;8.0
447;Total countries;75121 Electronic calculators capable ...;2019 September;3.0;8.0
448;Total countries;75121 Electronic calculators capable ...;2019 October;2.0;5.0
449;Total countries;75121 Electronic calculators capable ...;2019 November;2.0;3.0
