ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;Loonkosten_7;BeloningVanWerknemers_8;Lonen_9;Loonkosten_10;BeloningPerArbeidsjaar_11;LonenPerArbeidsjaar_12;LoonkostenPerArbeidsjaar_13;BeloningPerGewerktUur_14;LonenPerGewerktUur_15;LoonkostenPerGewerktUur_16;BeloningPerArbeidsjaar_17;LonenPerArbeidsjaar_18;LoonkostenPerArbeidsjaar_19;BeloningPerGewerktUur_20;LonenPerGewerktUur_21;LoonkostenPerGewerktUur_22;Arbeidsjaren_23;GewerkteUren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32
27;A-U Alle economische activiteiten;2000 3e kwartaal;53514.0;56925.0;41594.0;44840.0;11920.0;12085.0;52950.0;8.3;7.0;8.3;9.2;7.1;9.1;25.5;19.9;25.3;5.9;4.7;6.0;8.8;7.5;8.9;5842;2095;2.2;-0.5;7487;4274;3213;2.6;1.9;3.6
28;A-U Alle economische activiteiten;2000 4e kwartaal;56099.0;57608.0;44151.0;45414.0;11948.0;12194.0;55554.0;7.4;6.4;7.4;9.7;7.6;9.6;22.0;17.3;21.8;5.0;4.1;5.0;11.0;10.0;11.0;5810;2545;2.2;-3.3;7429;4238;3191;2.6;1.7;3.7
29;A-U Alle economische activiteiten;2000;225800.0;;178225.0;;47575.0;;223592.0;8.2;7.2;8.3;39.2;30.9;38.8;23.3;18.4;23.1;5.9;4.9;5.9;6.7;5.7;6.8;5766;9686;2.2;1.4;7377;4216;3161;2.6;1.9;3.6
30;A-U Alle economische activiteiten;2001 1e kwartaal;56550.0;58592.0;44756.0;46883.0;11794.0;11709.0;55979.0;5.7;7.0;5.7;9.7;7.7;9.6;21.4;16.9;21.2;2.6;3.8;2.5;4.9;6.1;4.8;5811;2642;3.1;0.8;7394;4206;3189;2.7;2.0;3.7
31;A-U Alle economische activiteiten;2001 2e kwartaal;66318.0;59103.0;54279.0;47383.0;12039.0;11720.0;65698.0;5.8;7.2;5.8;11.2;9.2;11.1;27.2;22.3;26.9;3.5;4.9;3.5;5.2;6.6;5.2;5903;2438;2.2;0.6;7563;4289;3274;2.3;1.4;3.5
32;A-U Alle economische activiteiten;2001 3e kwartaal;56550.0;60198.0;44802.0;48315.0;11748.0;11883.0;55942.0;5.7;7.7;5.6;9.5;7.5;9.4;26.1;20.7;25.8;3.9;5.9;3.9;2.3;4.3;2.3;5941;2164;1.7;3.3;7637;4318;3319;2.0;1.0;3.3
33;A-U Alle economische activiteiten;2001 4e kwartaal;58973.0;60497.0;47139.0;48395.0;11834.0;12102.0;58397.0;5.1;6.7;5.1;10.0;8.0;9.9;22.3;17.8;22.1;3.7;5.3;3.6;1.1;2.7;1.1;5891;2647;1.4;4.0;7553;4263;3290;1.7;0.6;3.1
34;A-U Alle economische activiteiten;2001;238391.0;;190976.0;;47415.0;;236016.0;5.6;7.2;5.6;40.5;32.4;40.1;24.1;19.3;23.9;3.4;5.0;3.4;3.4;4.9;3.4;5887;9892;2.1;2.1;7537;4269;3268;2.2;1.3;3.4
35;A-U Alle economische activiteiten;2002 1e kwartaal;59598.0;61960.0;46643.0;49078.0;12955.0;12882.0;58978.0;5.4;4.2;5.3;10.2;8.0;10.1;22.7;17.8;22.5;4.7;3.6;4.7;6.1;5.0;6.1;5847;2623;0.6;-0.7;7493;4212;3281;1.3;0.1;2.9
36;A-U Alle economische activiteiten;2002 2e kwartaal;69998.0;62242.0;56652.0;49358.0;13346.0;12884.0;69326.0;5.5;4.4;5.5;11.9;9.6;11.7;28.9;23.4;28.6;5.5;4.3;5.5;6.1;4.9;6.0;5906;2426;0.1;-0.5;7624;4277;3347;0.8;-0.3;2.2
37;A-U Alle economische activiteiten;2002 3e kwartaal;58785.0;62742.0;46070.0;49791.0;12715.0;12951.0;58126.0;3.9;2.8;3.9;9.9;7.8;9.8;26.8;21.0;26.5;4.3;3.2;4.3;2.5;1.4;2.4;5920;2195;-0.4;1.4;7667;4291;3377;0.4;-0.6;1.7
38;A-U Alle economische activiteiten;2002 4e kwartaal;61686.0;63124.0;49065.0;50204.0;12621.0;12920.0;61041.0;4.6;4.1;4.5;10.5;8.4;10.4;23.4;18.6;23.2;5.2;4.6;5.1;5.2;4.7;5.1;5860;2632;-0.5;-0.5;7571;4228;3342;0.2;-0.8;1.6
39;A-U Alle economische activiteiten;2002;250067.0;;198430.0;;51637.0;;247471.0;4.9;3.9;4.9;42.5;33.7;42.1;25.3;20.1;25.1;5.0;4.0;4.9;5.1;4.1;5.0;5883;9877;-0.1;-0.1;7589;4252;3337;0.7;-0.4;2.1
40;A-U Alle economische activiteiten;2003 1e kwartaal;60743.0;63510.0;47442.0;50204.0;13301.0;13306.0;60219.0;1.9;1.7;2.1;10.5;8.2;10.4;23.2;18.1;23.0;2.7;2.5;2.9;2.0;1.8;2.2;5801;2621;-0.8;-0.1;7485;4172;3314;-0.1;-1.0;1.0
41;A-U Alle economische activiteiten;2003 2e kwartaal;72377.0;64109.0;58273.0;50573.0;14104.0;13536.0;71803.0;3.4;2.9;3.6;12.4;10.0;12.3;30.1;24.3;29.9;4.5;3.9;4.6;4.4;3.8;4.6;5846;2403;-1.0;-1.0;7593;4227;3365;-0.4;-1.2;0.5
42;A-U Alle economische activiteiten;2003 3e kwartaal;60197.0;64427.0;46807.0;50738.0;13390.0;13689.0;59641.0;2.4;1.6;2.6;10.3;8.0;10.2;27.6;21.5;27.4;4.0;3.1;4.2;3.1;2.3;3.3;5831;2180;-1.5;-0.7;7605;4229;3376;-0.8;-1.4;0.0
43;A-U Alle economische activiteiten;2003 4e kwartaal;63593.0;64865.0;50092.0;51100.0;13501.0;13765.0;63044.0;3.1;2.1;3.3;11.0;8.7;10.9;24.6;19.4;24.4;4.8;3.8;5.0;5.0;4.0;5.2;5763;2584;-1.7;-1.8;7492;4160;3332;-1.0;-1.6;-0.3
44;A-U Alle economische activiteiten;2003;256910.0;;202614.0;;54296.0;;254707.0;2.7;2.1;2.9;44.2;34.9;43.8;26.2;20.7;26.0;4.0;3.4;4.2;3.7;3.0;3.9;5810;9789;-1.2;-0.9;7544;4197;3347;-0.6;-1.3;0.3
45;A-U Alle economische activiteiten;2004 1e kwartaal;61684.0;64820.0;47966.0;50956.0;13718.0;13864.0;61009.0;1.6;1.1;1.3;10.8;8.4;10.7;23.6;18.3;23.3;3.2;2.8;3.0;1.8;1.4;1.6;5708;2615;-1.6;-0.3;7383;4088;3295;-1.4;-2.0;-0.6
46;A-U Alle economische activiteiten;2004 2e kwartaal;73808.0;65143.0;59164.0;51147.0;14644.0;13996.0;73069.0;2.0;1.5;1.7;12.8;10.3;12.7;31.4;25.1;31.0;3.5;3.0;3.3;4.1;3.6;3.9;5760;2354;-1.5;-2.1;7495;4151;3344;-1.3;-1.8;-0.6
47;A-U Alle economische activiteiten;2004 3e kwartaal;60734.0;65227.0;47018.0;51183.0;13716.0;14044.0;60016.0;0.9;0.5;0.6;10.5;8.1;10.4;28.1;21.8;27.8;1.9;1.5;1.7;1.8;1.4;1.6;5773;2161;-1.0;-0.9;7542;4174;3367;-0.8;-1.3;-0.2
48;A-U Alle economische activiteiten;2004 4e kwartaal;64446.0;65481.0;50559.0;51420.0;13887.0;14061.0;63715.0;1.3;1.0;1.1;11.3;8.8;11.1;24.5;19.2;24.2;2.1;1.7;1.9;-0.6;-1.0;-0.9;5719;2634;-0.8;2.0;7443;4113;3329;-0.7;-1.1;-0.1
49;A-U Alle economische activiteiten;2004;260672.0;;204707.0;;55965.0;;257809.0;1.5;1.0;1.2;45.4;35.7;44.9;26.7;21.0;26.4;2.7;2.3;2.5;1.7;1.3;1.5;5740;9763;-1.2;-0.3;7466;4132;3334;-1.0;-1.6;-0.4
50;A-U Alle economische activiteiten;2005 1e kwartaal;62150.0;65507.0;48435.0;51563.0;13715.0;13943.0;61639.0;0.8;1.0;1.0;10.9;8.5;10.9;24.3;18.9;24.1;1.3;1.5;1.5;2.8;3.0;3.1;5679;2563;-0.5;-2.0;7422;4083;3340;0.5;-0.1;1.4
51;A-U Alle economische activiteiten;2005 2e kwartaal;75112.0;66169.0;60332.0;52047.0;14780.0;14122.0;74549.0;1.8;2.0;2.0;13.1;10.5;13.0;31.6;25.4;31.3;1.9;2.1;2.1;0.6;0.9;0.9;5754;2380;-0.1;1.1;7541;4144;3397;0.6;-0.2;1.6
52;A-U Alle economische activiteiten;2005 3e kwartaal;61935.0;66743.0;48090.0;52558.0;13845.0;14185.0;61368.0;2.0;2.3;2.2;10.7;8.3;10.6;28.6;22.2;28.4;2.0;2.3;2.3;1.8;2.1;2.1;5772;2165;0.0;0.2;7577;4162;3415;0.5;-0.3;1.4
53;A-U Alle economische activiteiten;2005 4e kwartaal;65579.0;66358.0;51774.0;52462.0;13805.0;13895.0;65061.0;1.8;2.4;2.1;11.4;9.0;11.3;25.5;20.2;25.3;1.5;2.1;1.8;4.4;5.0;4.8;5735;2568;0.3;-2.5;7493;4110;3382;0.7;-0.1;1.6
54;A-U Alle economische activiteiten;2005;264776.0;;208631.0;;56145.0;;262617.0;1.6;1.9;1.9;46.2;36.4;45.8;27.4;21.6;27.1;1.7;2.0;2.0;2.5;2.8;2.8;5735;9675;-0.1;-0.9;7508;4125;3384;0.6;-0.2;1.5
55;A-U Alle economische activiteiten;2006 1e kwartaal;63459.0;66968.0;49942.0;53250.0;13517.0;13717.0;62990.0;2.1;3.1;2.2;11.0;8.7;11.0;23.8;18.7;23.6;0.9;1.9;1.0;-1.9;-0.9;-1.8;5748;2667;1.2;4.1;7515;4140;3375;1.2;1.4;1.1
56;A-U Alle economische activiteiten;2006 2e kwartaal;77436.0;68241.0;62929.0;54294.0;14507.0;13948.0;76908.0;3.1;4.3;3.2;13.3;10.8;13.2;32.7;26.6;32.5;1.8;2.9;1.8;3.7;4.9;3.8;5831;2366;1.3;-0.6;7642;4212;3430;1.3;1.6;1.0
57;A-U Alle economische activiteiten;2006 3e kwartaal;63631.0;68839.0;49975.0;54856.0;13656.0;13983.0;63108.0;2.7;3.9;2.8;10.8;8.5;10.7;29.3;23.0;29.0;0.9;2.1;1.0;2.4;3.5;2.4;5875;2172;1.8;0.4;7721;4253;3468;1.9;2.2;1.6
58;A-U Alle economische activiteiten;2006 4e kwartaal;69593.0;70071.0;55404.0;55850.0;14189.0;14221.0;69093.0;6.1;7.0;6.2;11.8;9.4;11.7;26.8;21.3;26.6;3.2;4.1;3.3;5.0;5.9;5.0;5897;2596;2.8;1.1;7743;4256;3487;3.3;3.5;3.1
59;A-U Alle economische activiteiten;2006;274119.0;;218250.0;;55869.0;;272099.0;3.5;4.6;3.6;47.0;37.4;46.6;28.0;22.3;27.8;1.7;2.8;1.8;2.2;3.3;2.3;5838;9802;1.8;1.3;7655;4215;3440;2.0;2.2;1.7
60;A-U Alle economische activiteiten;2007 1e kwartaal;67373.0;71053.0;52961.0;56495.0;14412.0;14558.0;66888.0;6.2;6.1;6.2;11.5;9.0;11.4;24.9;19.6;24.8;4.1;4.0;4.1;4.8;4.7;4.9;5863;2701;2.0;1.3;7715;4239;3476;2.7;2.4;3.0
61;A-U Alle economische activiteiten;2007 2e kwartaal;81459.0;71901.0;66116.0;57131.0;15343.0;14769.0;80896.0;5.2;5.1;5.2;13.6;11.0;13.5;33.6;27.2;33.3;2.3;2.2;2.3;2.5;2.4;2.5;5992;2427;2.8;2.6;7883;4332;3551;3.2;2.9;3.5
62;A-U Alle economische activiteiten;2007 3e kwartaal;67391.0;73127.0;52850.0;58166.0;14541.0;14961.0;66853.0;5.9;5.8;6.0;11.2;8.8;11.1;30.1;23.6;29.9;3.1;2.9;3.1;2.8;2.7;2.9;6038;2238;2.8;3.0;7969;4376;3593;3.2;2.9;3.6
63;A-U Alle economische activiteiten;2007 4e kwartaal;74710.0;74853.0;59400.0;59535.0;15310.0;15318.0;74172.0;7.3;7.2;7.3;12.4;9.9;12.3;27.8;22.1;27.6;5.0;4.9;5.0;3.6;3.5;3.6;6029;2689;2.2;3.6;7954;4359;3595;2.7;2.4;3.1
64;A-U Alle economische activiteiten;2007;290933.0;;231327.0;;59606.0;;288809.0;6.1;6.0;6.1;48.6;38.7;48.3;28.9;23.0;28.7;3.6;3.5;3.6;3.5;3.3;3.5;5981;10055;2.4;2.6;7880;4326;3554;2.9;2.6;3.3
65;A-U Alle economische activiteiten;2008 1e kwartaal;72006.0;75959.0;56075.0;59884.0;15931.0;16074.0;71505.0;6.9;5.9;6.9;11.9;9.3;11.9;26.3;20.4;26.1;3.9;2.9;3.9;5.3;4.3;5.3;6033;2742;2.9;1.5;7937;4334;3603;2.9;2.2;3.6
66;A-U Alle economische activiteiten;2008 2e kwartaal;86475.0;76495.0;69622.0;60325.0;16853.0;16170.0;85890.0;6.2;5.3;6.2;14.1;11.4;14.0;34.6;27.8;34.4;3.8;3.0;3.8;3.1;2.2;3.1;6128;2500;2.3;3.0;8047;4397;3650;2.1;1.5;2.8
67;A-U Alle economische activiteiten;2008 3e kwartaal;70936.0;77168.0;55117.0;60796.0;15819.0;16372.0;70370.0;5.3;4.3;5.3;11.6;9.0;11.5;30.8;23.9;30.6;3.7;2.8;3.7;2.3;1.3;2.3;6127;2303;1.5;2.9;8080;4410;3670;1.4;0.8;2.1
68;A-U Alle economische activiteiten;2008 4e kwartaal;77938.0;77733.0;61346.0;61154.0;16592.0;16579.0;77384.0;4.3;3.3;4.3;12.8;10.1;12.7;28.7;22.6;28.5;3.2;2.2;3.2;3.4;2.4;3.4;6093;2712;1.1;0.9;8034;4371;3662;1.0;0.3;1.9
69;A-U Alle economische activiteiten;2008;307355.0;;242160.0;;65195.0;;305149.0;5.6;4.7;5.7;50.4;39.7;50.1;30.0;23.6;29.7;3.7;2.7;3.7;3.5;2.6;3.6;6095;10258;1.9;2.0;8025;4378;3646;1.8;1.2;2.6
70;A-U Alle economische activiteiten;2009 1e kwartaal;73617.0;77833.0;57333.0;61384.0;16284.0;16449.0;72961.0;2.2;2.2;2.0;12.2;9.5;12.1;27.0;21.0;26.8;2.3;2.3;2.1;2.9;2.9;2.7;6027;2725;-0.1;-0.6;7944;4293;3651;0.1;-1.0;1.4
71;A-U Alle economische activiteiten;2009 2e kwartaal;88314.0;78227.0;71125.0;61803.0;17189.0;16425.0;87388.0;2.1;2.2;1.7;14.6;11.8;14.4;36.5;29.4;36.1;3.4;3.4;3.0;5.5;5.5;5.1;6053;2420;-1.2;-3.2;7977;4309;3668;-0.9;-2.0;0.5
72;A-U Alle economische activiteiten;2009 3e kwartaal;71450.0;77851.0;55462.0;61278.0;15988.0;16573.0;70698.0;0.7;0.6;0.5;11.9;9.2;11.8;31.6;24.5;31.2;2.8;2.7;2.5;2.5;2.4;2.2;6005;2264;-2.0;-1.7;7957;4294;3662;-1.5;-2.6;-0.2
73;A-U Alle economische activiteiten;2009 4e kwartaal;78298.0;77768.0;61696.0;61152.0;16602.0;16616.0;77545.0;0.5;0.6;0.2;13.1;10.3;13.0;29.2;23.0;28.9;2.6;2.7;2.3;1.6;1.7;1.3;5966;2683;-2.1;-1.1;7913;4259;3655;-1.5;-2.6;-0.2
74;A-U Alle economische activiteiten;2009;311679.0;;245616.0;;66063.0;;308592.0;1.4;1.4;1.1;51.8;40.8;51.3;30.9;24.3;30.6;2.8;2.8;2.5;3.1;3.1;2.8;6013;10092;-1.4;-1.6;7948;4289;3659;-1.0;-2.0;0.4
75;A-U Alle economische activiteiten;2010 1e kwartaal;72229.0;76558.0;56674.0;60825.0;15555.0;15733.0;71545.0;-1.9;-1.2;-2.0;12.3;9.6;12.2;27.7;21.7;27.4;0.6;1.4;0.6;2.4;3.2;2.3;5877;2610;-2.5;-4.2;7772;4125;3647;-2.2;-3.9;-0.1
76;A-U Alle economische activiteiten;2010 2e kwartaal;87247.0;77322.0;70545.0;61410.0;16702.0;15912.0;86400.0;-1.2;-0.8;-1.1;14.6;11.8;14.5;37.2;30.1;36.9;0.2;0.6;0.2;2.1;2.5;2.1;5971;2343;-1.3;-3.2;7921;4211;3710;-0.7;-2.3;1.2
77;A-U Alle economische activiteiten;2010 3e kwartaal;71386.0;77817.0;55968.0;61848.0;15418.0;15969.0;70651.0;-0.1;0.9;-0.1;11.9;9.3;11.8;31.0;24.3;30.7;0.1;1.1;0.1;-1.8;-0.8;-1.8;5994;2302;-0.2;1.7;7942;4221;3721;-0.2;-1.7;1.6
78;A-U Alle economische activiteiten;2010 4e kwartaal;79609.0;78774.0;63355.0;62458.0;16254.0;16315.0;78880.0;1.7;2.7;1.7;13.3;10.6;13.2;29.2;23.2;28.9;1.5;2.5;1.5;0.0;1.0;0.1;5977;2727;0.2;1.6;7923;4202;3722;0.1;-1.3;1.8
79;A-U Alle economische activiteiten;2010;310471.0;;246542.0;;63929.0;;307476.0;-0.4;0.4;-0.4;52.1;41.4;51.6;31.1;24.7;30.8;0.6;1.3;0.6;0.7;1.5;0.7;5955;9982;-1.0;-1.1;7890;4190;3700;-0.7;-2.3;1.1
80;A-U Alle economische activiteiten;2011 1e kwartaal;74404.0;78908.0;58165.0;62483.0;16239.0;16425.0;73818.0;3.0;2.6;3.2;12.6;9.9;12.5;27.8;21.8;27.6;2.8;2.4;2.9;0.6;0.2;0.8;5892;2673;0.3;2.4;7877;4167;3710;1.4;1.0;1.7
81;A-U Alle economische activiteiten;2011 2e kwartaal;89280.0;79196.0;71918.0;62776.0;17362.0;16420.0;88547.0;2.3;1.9;2.5;14.9;12.0;14.8;37.1;29.9;36.8;2.1;1.7;2.2;-0.5;-0.8;-0.3;5985;2408;0.2;2.8;8016;4247;3770;1.2;0.8;1.6
82;A-U Alle economische activiteiten;2011 3e kwartaal;73079.0;79640.0;57079.0;63048.0;16000.0;16591.0;72438.0;2.4;2.0;2.5;12.2;9.5;12.1;31.5;24.6;31.2;2.4;2.0;2.6;1.5;1.1;1.6;5992;2323;0.0;0.9;8000;4239;3761;0.7;0.4;1.1
83;A-U Alle economische activiteiten;2011 4e kwartaal;81277.0;80296.0;64553.0;63407.0;16724.0;16889.0;80659.0;2.1;1.9;2.3;13.6;10.8;13.5;30.6;24.3;30.4;2.3;2.1;2.5;5.0;4.7;5.1;5962;2653;-0.2;-2.7;7953;4202;3752;0.4;0.0;0.8
84;A-U Alle economische activiteiten;2011;318040.0;;251715.0;;66325.0;;315462.0;2.4;2.1;2.6;53.4;42.2;52.9;31.6;25.0;31.4;2.4;2.0;2.5;1.7;1.3;1.8;5958;10057;0.0;0.7;7962;4214;3748;0.9;0.6;1.3
