ID;BalanceSheetItemsWaterBoards;WaterBoards;Periods;BalanceSheetItemsAtYearEnd_1
6306;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2022;0.0
6307;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2023;0.0
6308;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2005;0.0
6309;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2006;0.0
6310;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2007;0.0
6311;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2008;0.0
6312;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2009;0.0
6313;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2010;0.0
6314;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2011;0.0
6315;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2012;0.0
6316;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2013;0.0
6317;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2014;0.0
6318;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2015;0.0
6319;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2016;0.0
6320;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2017;0.0
6321;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2018;0.0
6322;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2019;0.0
6323;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2020;0.0
6324;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2021;0.0
6325;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2022;0.0
6326;A131a - Equity and investm. fund shares;Hhs van Schieland en Krimpenerwaard (WS);2023;0.0
6327;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2005;
6328;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2006;
6329;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2007;
6330;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2008;
6331;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2009;
6332;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2010;
6333;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2011;7.0
6334;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2012;7.0
6335;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2013;7.0
6336;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2014;7.0
6337;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2015;7.0
6338;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2016;6.0
6339;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2017;6.0
6340;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2018;6.0
6341;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2019;6.0
6342;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2020;3.0
6343;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2021;3.0
6344;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2022;3.0
6345;A131a - Equity and investm. fund shares;Waterschap Scheldestromen (WS);2023;3.0
6346;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2005;
6347;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2006;
6348;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2007;
6349;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2008;
6350;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2009;
6351;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2010;
6352;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2011;
6353;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2012;
6354;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2013;0.0
6355;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2014;0.0
6356;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2015;0.0
6357;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2016;0.0
6358;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2017;0.0
6359;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2018;0.0
6360;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2019;0.0
6361;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2020;0.0
6362;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2021;0.0
6363;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2022;0.0
6364;A131a - Equity and investm. fund shares;Waterschap Vallei en Veluwe (WS);2023;0.0
6365;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2005;
6366;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2006;
6367;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2007;
6368;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2008;
6369;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2009;
6370;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2010;
6371;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2011;
6372;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2012;
6373;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2013;
6374;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2014;12.0
6375;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2015;13.0
6376;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2016;11.0
6377;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2017;11.0
6378;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2018;11.0
6379;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2019;10.0
6380;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2020;6.0
6381;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2021;14.0
6382;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2022;14.0
6383;A131a - Equity and investm. fund shares;Waterschap Vechtstromen (WS);2023;14.0
6384;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2005;
6385;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2006;
6386;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2007;
6387;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2008;
6388;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2009;
6389;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2010;
6390;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2011;
6391;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2012;
6392;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2013;
6393;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2014;
6394;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2015;
6395;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2016;0.0
6396;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2017;0.0
6397;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2018;0.0
6398;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2019;0.0
6399;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2020;1.0
6400;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2021;3.0
6401;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2022;5.0
6402;A131a - Equity and investm. fund shares;WS Drents Overijsselse Delta (WS);2023;5.0
6403;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2005;
6404;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2006;
6405;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2007;
6406;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2008;
6407;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2009;
6408;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2010;
6409;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2011;
6410;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2012;
6411;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2013;
6412;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2014;
6413;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2015;
6414;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2016;
6415;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2017;0.0
6416;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2018;0.0
6417;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2019;0.0
6418;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2020;0.0
6419;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2021;0.0
6420;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2022;0.0
6421;A131a - Equity and investm. fund shares;Waterschap Limburg (WS);2023;1.0
6422;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2005;
6423;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2006;
6424;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2007;
6425;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2008;
6426;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2009;
6427;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2010;
6428;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2011;
6429;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2012;
6430;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2013;
6431;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2014;
6432;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2015;
6433;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2016;
6434;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2017;0.0
6435;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2018;0.0
6436;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2019;0.0
6437;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2020;0.0
6438;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2021;0.0
6439;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2022;0.0
6440;A131a - Equity and investm. fund shares;Waterschap Amstel, Gooi en Vecht (WS);2023;2.0
6441;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2005;2.0
6442;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2006;2.0
6443;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2007;2.0
6444;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2008;2.0
6445;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2009;2.0
6446;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2010;2.0
6447;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2011;1.0
6448;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2012;0.0
6449;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2013;0.0
6450;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2014;0.0
6451;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2015;0.0
6452;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2016;0.0
6453;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2017;0.0
6454;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2018;0.0
6455;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2019;0.0
6456;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2020;0.0
6457;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2021;0.0
6458;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2022;0.0
6459;A131a - Equity and investm. fund shares;Waterschapsbedrijf Limburg;2023;0.0
6460;A132a - Loans to related parties;The Netherlands;2005;23.0
6461;A132a - Loans to related parties;The Netherlands;2006;21.0
6462;A132a - Loans to related parties;The Netherlands;2007;21.0
6463;A132a - Loans to related parties;The Netherlands;2008;18.0
6464;A132a - Loans to related parties;The Netherlands;2009;16.0
6465;A132a - Loans to related parties;The Netherlands;2010;14.0
6466;A132a - Loans to related parties;The Netherlands;2011;9.0
6467;A132a - Loans to related parties;The Netherlands;2012;7.0
6468;A132a - Loans to related parties;The Netherlands;2013;4.0
6469;A132a - Loans to related parties;The Netherlands;2014;2.0
6470;A132a - Loans to related parties;The Netherlands;2015;0.0
6471;A132a - Loans to related parties;The Netherlands;2016;0.0
6472;A132a - Loans to related parties;The Netherlands;2017;0.0
6473;A132a - Loans to related parties;The Netherlands;2018;0.0
6474;A132a - Loans to related parties;The Netherlands;2019;0.0
6475;A132a - Loans to related parties;The Netherlands;2020;0.0
6476;A132a - Loans to related parties;The Netherlands;2021;0.0
6477;A132a - Loans to related parties;The Netherlands;2022;0.0
6478;A132a - Loans to related parties;The Netherlands;2023;5.0
6479;A132a - Loans to related parties;Waterschap Groot Salland (WS);2005;23.0
6480;A132a - Loans to related parties;Waterschap Groot Salland (WS);2006;21.0
6481;A132a - Loans to related parties;Waterschap Groot Salland (WS);2007;19.0
6482;A132a - Loans to related parties;Waterschap Groot Salland (WS);2008;16.0
6483;A132a - Loans to related parties;Waterschap Groot Salland (WS);2009;14.0
6484;A132a - Loans to related parties;Waterschap Groot Salland (WS);2010;11.0
6485;A132a - Loans to related parties;Waterschap Groot Salland (WS);2011;9.0
6486;A132a - Loans to related parties;Waterschap Groot Salland (WS);2012;7.0
6487;A132a - Loans to related parties;Waterschap Groot Salland (WS);2013;4.0
6488;A132a - Loans to related parties;Waterschap Groot Salland (WS);2014;2.0
6489;A132a - Loans to related parties;Waterschap Groot Salland (WS);2015;0.0
6490;A132a - Loans to related parties;Waterschap Groot Salland (WS);2016;
6491;A132a - Loans to related parties;Waterschap Groot Salland (WS);2017;
6492;A132a - Loans to related parties;Waterschap Groot Salland (WS);2018;
6493;A132a - Loans to related parties;Waterschap Groot Salland (WS);2019;
6494;A132a - Loans to related parties;Waterschap Groot Salland (WS);2020;
6495;A132a - Loans to related parties;Waterschap Groot Salland (WS);2021;
6496;A132a - Loans to related parties;Waterschap Groot Salland (WS);2022;
6497;A132a - Loans to related parties;Waterschap Groot Salland (WS);2023;
6498;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2005;0.0
6499;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2006;0.0
6500;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2007;2.0
6501;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2008;2.0
6502;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2009;0.0
6503;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2010;0.0
6504;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2011;0.0
6505;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2012;0.0
6506;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2013;0.0
6507;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2014;0.0
6508;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2015;0.0
6509;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2016;0.0
6510;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2017;0.0
6511;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2018;0.0
6512;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2019;0.0
6513;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2020;0.0
6514;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2021;0.0
6515;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2022;0.0
6516;A132a - Loans to related parties;Waterschap Rijn en IJssel (WS);2023;0.0
6517;A132a - Loans to related parties;Waterschap Veluwe (WS);2005;0.0
6518;A132a - Loans to related parties;Waterschap Veluwe (WS);2006;0.0
6519;A132a - Loans to related parties;Waterschap Veluwe (WS);2007;0.0
6520;A132a - Loans to related parties;Waterschap Veluwe (WS);2008;0.0
6521;A132a - Loans to related parties;Waterschap Veluwe (WS);2009;0.0
6522;A132a - Loans to related parties;Waterschap Veluwe (WS);2010;0.0
6523;A132a - Loans to related parties;Waterschap Veluwe (WS);2011;0.0
