ID;BelastingschijfAardgas;SBI2008;Perioden;AantalDoorDeSchijfGehaaldeEenheden_1;LeveringVoorEigenGebruik_2;InzetVoorElektriciteitsproductie_3;NietEnergetischGebruik_4;BelastVerbruik_5
733;Schijf 4: 10 000 001 m3 of meer;105 Zuivelindustrie;2020;10;220900.0;59700.0;;161200.0
734;Schijf 4: 10 000 001 m3 of meer;105 Zuivelindustrie;2022;5;;;;
735;Schijf 4: 10 000 001 m3 of meer;106 Meelindustrie;2019;5;236100.0;202100.0;;33900.0
736;Schijf 4: 10 000 001 m3 of meer;106 Meelindustrie;2020;5;239800.0;211700.0;;28100.0
737;Schijf 4: 10 000 001 m3 of meer;106 Meelindustrie;2022;5;210400.0;190200.0;;20200.0
738;Schijf 4: 10 000 001 m3 of meer;108 Overige voedingsmiddelenindustrie;2019;5;101800.0;97600.0;;4300.0
739;Schijf 4: 10 000 001 m3 of meer;108 Overige voedingsmiddelenindustrie;2020;5;96400.0;92300.0;;4100.0
740;Schijf 4: 10 000 001 m3 of meer;108 Overige voedingsmiddelenindustrie;2022;5;;;;
741;Schijf 4: 10 000 001 m3 of meer;109 Diervoederindustrie;2019;0;6600.0;;;6600.0
742;Schijf 4: 10 000 001 m3 of meer;109 Diervoederindustrie;2020;0;14400.0;;;14400.0
743;Schijf 4: 10 000 001 m3 of meer;109 Diervoederindustrie;2022;0;1600.0;;;1600.0
744;Schijf 4: 10 000 001 m3 of meer;11-12 Dranken- en tabaksindustrie;2019;5;38800.0;27700.0;;11100.0
745;Schijf 4: 10 000 001 m3 of meer;11-12 Dranken- en tabaksindustrie;2020;5;31200.0;24000.0;;7200.0
746;Schijf 4: 10 000 001 m3 of meer;11-12 Dranken- en tabaksindustrie;2022;5;31000.0;22100.0;;8800.0
747;Schijf 4: 10 000 001 m3 of meer;13 Textielindustrie;2019;0;0.0;;;0.0
748;Schijf 4: 10 000 001 m3 of meer;13 Textielindustrie;2020;0;31800.0;;;31800.0
749;Schijf 4: 10 000 001 m3 of meer;13 Textielindustrie;2022;0;500.0;;;500.0
750;Schijf 4: 10 000 001 m3 of meer;13-15 Textiel-, kleding-, lederindustrie;2019;0;0.0;;;0.0
751;Schijf 4: 10 000 001 m3 of meer;13-15 Textiel-, kleding-, lederindustrie;2020;0;31800.0;;;31800.0
752;Schijf 4: 10 000 001 m3 of meer;13-15 Textiel-, kleding-, lederindustrie;2022;0;500.0;;;500.0
753;Schijf 4: 10 000 001 m3 of meer;14 Kledingindustrie;2019;0;0.0;;;0.0
754;Schijf 4: 10 000 001 m3 of meer;14 Kledingindustrie;2020;0;0.0;;;0.0
755;Schijf 4: 10 000 001 m3 of meer;14 Kledingindustrie;2022;0;0.0;;;0.0
756;Schijf 4: 10 000 001 m3 of meer;15 Leer- en schoenenindustrie;2019;0;0.0;;;0.0
757;Schijf 4: 10 000 001 m3 of meer;15 Leer- en schoenenindustrie;2020;0;0.0;;;0.0
758;Schijf 4: 10 000 001 m3 of meer;15 Leer- en schoenenindustrie;2022;0;0.0;;;0.0
759;Schijf 4: 10 000 001 m3 of meer;16 Houtindustrie;2019;0;0.0;0.0;;0.0
760;Schijf 4: 10 000 001 m3 of meer;16 Houtindustrie;2020;0;0.0;0.0;;0.0
761;Schijf 4: 10 000 001 m3 of meer;16 Houtindustrie;2022;0;0.0;0.0;;0.0
762;Schijf 4: 10 000 001 m3 of meer;17-18 Papier- en grafische industrie;2019;10;339600.0;252000.0;;87600.0
763;Schijf 4: 10 000 001 m3 of meer;17-18 Papier- en grafische industrie;2020;10;306500.0;215200.0;;91300.0
764;Schijf 4: 10 000 001 m3 of meer;17-18 Papier- en grafische industrie;2022;10;299700.0;204100.0;;95600.0
765;Schijf 4: 10 000 001 m3 of meer;17 Papierindustrie;2019;10;337900.0;252000.0;;85900.0
766;Schijf 4: 10 000 001 m3 of meer;17 Papierindustrie;2020;10;306500.0;215200.0;;91300.0
767;Schijf 4: 10 000 001 m3 of meer;17 Papierindustrie;2022;10;299700.0;204100.0;;95600.0
768;Schijf 4: 10 000 001 m3 of meer;18 Grafische industrie;2019;0;1700.0;;;1700.0
769;Schijf 4: 10 000 001 m3 of meer;18 Grafische industrie;2020;0;0.0;;;0.0
770;Schijf 4: 10 000 001 m3 of meer;18 Grafische industrie;2022;0;0.0;;;0.0
771;Schijf 4: 10 000 001 m3 of meer;19 Aardolie-industrie;2019;5;1568300.0;425600.0;;1142700.0
772;Schijf 4: 10 000 001 m3 of meer;19 Aardolie-industrie;2020;5;1567200.0;498900.0;;1068300.0
773;Schijf 4: 10 000 001 m3 of meer;19 Aardolie-industrie;2022;5;598900.0;283400.0;;315500.0
774;Schijf 4: 10 000 001 m3 of meer;20-21 Chemie en farmaceutische industrie;2019;40;6096600.0;1031600.0;3483900.0;1581100.0
775;Schijf 4: 10 000 001 m3 of meer;20-21 Chemie en farmaceutische industrie;2020;40;6545400.0;1785300.0;3282600.0;1477500.0
776;Schijf 4: 10 000 001 m3 of meer;20-21 Chemie en farmaceutische industrie;2022;35;4681000.0;1496900.0;2143300.0;1040800.0
777;Schijf 4: 10 000 001 m3 of meer;Basischemie, excl. ov. anorg basischemie;2019;30;5622400.0;710100.0;3483900.0;1428400.0
778;Schijf 4: 10 000 001 m3 of meer;Basischemie, excl. ov. anorg basischemie;2020;30;6099700.0;1487100.0;3282600.0;1329900.0
779;Schijf 4: 10 000 001 m3 of meer;Basischemie, excl. ov. anorg basischemie;2022;25;4236500.0;1181400.0;2143300.0;911700.0
780;Schijf 4: 10 000 001 m3 of meer;2013 Overige anorganische basischemie;2019;5;421400.0;311000.0;;110400.0
781;Schijf 4: 10 000 001 m3 of meer;2013 Overige anorganische basischemie;2020;10;399600.0;292300.0;;107300.0
782;Schijf 4: 10 000 001 m3 of meer;2013 Overige anorganische basischemie;2022;5;401400.0;310300.0;;91200.0
783;Schijf 4: 10 000 001 m3 of meer;Overige chemie, farmaceutische industrie;2019;5;52800.0;10500.0;;42300.0
784;Schijf 4: 10 000 001 m3 of meer;Overige chemie, farmaceutische industrie;2020;5;46200.0;5900.0;;40300.0
785;Schijf 4: 10 000 001 m3 of meer;Overige chemie, farmaceutische industrie;2022;5;43100.0;5200.0;;37900.0
786;Schijf 4: 10 000 001 m3 of meer;22 Rubber- en kunststofproductindustrie;2019;0;3400.0;;;3400.0
787;Schijf 4: 10 000 001 m3 of meer;22 Rubber- en kunststofproductindustrie;2020;0;1300.0;;;1300.0
788;Schijf 4: 10 000 001 m3 of meer;22 Rubber- en kunststofproductindustrie;2022;0;500.0;0.0;;500.0
789;Schijf 4: 10 000 001 m3 of meer;23 Bouwmaterialenindustrie;2019;15;252000.0;6100.0;;245900.0
790;Schijf 4: 10 000 001 m3 of meer;23 Bouwmaterialenindustrie;2020;15;236500.0;6200.0;;230200.0
791;Schijf 4: 10 000 001 m3 of meer;23 Bouwmaterialenindustrie;2022;15;292900.0;6100.0;;286900.0
792;Schijf 4: 10 000 001 m3 of meer;231-234 Glas- en glaswerkindustrie, voor;2019;10;226400.0;800.0;;225600.0
793;Schijf 4: 10 000 001 m3 of meer;231-234 Glas- en glaswerkindustrie, voor;2020;10;215500.0;900.0;;214600.0
794;Schijf 4: 10 000 001 m3 of meer;231-234 Glas- en glaswerkindustrie, voor;2022;15;272200.0;700.0;;271500.0
795;Schijf 4: 10 000 001 m3 of meer;235-239 Overige bouwmaterialenindustrie;2019;5;25600.0;5300.0;0.0;20300.0
796;Schijf 4: 10 000 001 m3 of meer;235-239 Overige bouwmaterialenindustrie;2020;5;20900.0;5300.0;0.0;15600.0
797;Schijf 4: 10 000 001 m3 of meer;235-239 Overige bouwmaterialenindustrie;2022;5;20700.0;5400.0;;15300.0
798;Schijf 4: 10 000 001 m3 of meer;24 Basismetaalindustrie;2019;5;320400.0;32200.0;;288200.0
799;Schijf 4: 10 000 001 m3 of meer;24 Basismetaalindustrie;2020;0;306300.0;35300.0;;271000.0
800;Schijf 4: 10 000 001 m3 of meer;24 Basismetaalindustrie;2022;0;252500.0;29500.0;;223000.0
801;Schijf 4: 10 000 001 m3 of meer;IJzer- en staalindustrie;2019;5;320200.0;32200.0;;288000.0
802;Schijf 4: 10 000 001 m3 of meer;IJzer- en staalindustrie;2020;0;306300.0;35300.0;;271000.0
803;Schijf 4: 10 000 001 m3 of meer;IJzer- en staalindustrie;2022;0;252500.0;29500.0;;223000.0
804;Schijf 4: 10 000 001 m3 of meer;Non-ferrometaalindustrie;2019;0;200.0;;;200.0
805;Schijf 4: 10 000 001 m3 of meer;Non-ferrometaalindustrie;2020;0;0.0;;;0.0
806;Schijf 4: 10 000 001 m3 of meer;Non-ferrometaalindustrie;2022;0;0.0;;;0.0
807;Schijf 4: 10 000 001 m3 of meer;25 Metaalproductenindustrie;2019;0;0.0;;;0.0
808;Schijf 4: 10 000 001 m3 of meer;25 Metaalproductenindustrie;2020;0;0.0;;;0.0
809;Schijf 4: 10 000 001 m3 of meer;25 Metaalproductenindustrie;2022;0;0.0;;;0.0
810;Schijf 4: 10 000 001 m3 of meer;26-28 Elektrotechn. en machine-industrie;2019;0;41600.0;;;41600.0
811;Schijf 4: 10 000 001 m3 of meer;26-28 Elektrotechn. en machine-industrie;2020;0;32700.0;;;32700.0
812;Schijf 4: 10 000 001 m3 of meer;26-28 Elektrotechn. en machine-industrie;2022;0;7000.0;;;7000.0
813;Schijf 4: 10 000 001 m3 of meer;29 Auto- en aanhangwagenindustrie;2019;0;5000.0;;;5000.0
814;Schijf 4: 10 000 001 m3 of meer;29 Auto- en aanhangwagenindustrie;2020;0;2400.0;;;2400.0
815;Schijf 4: 10 000 001 m3 of meer;29 Auto- en aanhangwagenindustrie;2022;0;500.0;;;500.0
816;Schijf 4: 10 000 001 m3 of meer;29-30 Transportmiddelenindustrie;2019;0;5000.0;;;5000.0
817;Schijf 4: 10 000 001 m3 of meer;29-30 Transportmiddelenindustrie;2020;0;2400.0;;;2400.0
818;Schijf 4: 10 000 001 m3 of meer;29-30 Transportmiddelenindustrie;2022;0;500.0;;;500.0
819;Schijf 4: 10 000 001 m3 of meer;30 Overige transportmiddelenindustrie;2019;0;0.0;;;0.0
820;Schijf 4: 10 000 001 m3 of meer;30 Overige transportmiddelenindustrie;2020;0;0.0;;;0.0
821;Schijf 4: 10 000 001 m3 of meer;30 Overige transportmiddelenindustrie;2022;0;0.0;;;0.0
822;Schijf 4: 10 000 001 m3 of meer;31-33 Overige industrie en reparatie;2019;0;0.0;;;0.0
823;Schijf 4: 10 000 001 m3 of meer;31-33 Overige industrie en reparatie;2020;0;0.0;;;0.0
824;Schijf 4: 10 000 001 m3 of meer;31-33 Overige industrie en reparatie;2022;0;0.0;;;0.0
825;Schijf 4: 10 000 001 m3 of meer;31 Meubelindustrie;2019;0;0.0;;;0.0
826;Schijf 4: 10 000 001 m3 of meer;31 Meubelindustrie;2020;0;0.0;;;0.0
827;Schijf 4: 10 000 001 m3 of meer;31 Meubelindustrie;2022;0;0.0;;;0.0
828;Schijf 4: 10 000 001 m3 of meer;32 Overige industrie;2019;0;0.0;;;0.0
829;Schijf 4: 10 000 001 m3 of meer;32 Overige industrie;2020;0;0.0;;;0.0
830;Schijf 4: 10 000 001 m3 of meer;32 Overige industrie;2022;0;0.0;;;0.0
831;Schijf 4: 10 000 001 m3 of meer;33 Reparatie en installatie van machines;2019;0;0.0;;;0.0
832;Schijf 4: 10 000 001 m3 of meer;33 Reparatie en installatie van machines;2020;0;0.0;;;0.0
833;Schijf 4: 10 000 001 m3 of meer;33 Reparatie en installatie van machines;2022;0;0.0;;;0.0
834;Schijf 4: 10 000 001 m3 of meer;D Energievoorziening;2019;25;11907800.0;11715300.0;;192500.0
835;Schijf 4: 10 000 001 m3 of meer;D Energievoorziening;2020;20;11547400.0;11330800.0;;216700.0
836;Schijf 4: 10 000 001 m3 of meer;D Energievoorziening;2022;20;7315200.0;7173300.0;;141900.0
837;Schijf 4: 10 000 001 m3 of meer;E Waterbedrijven en afvalbeheer;2019;5;5700.0;5600.0;;0.0
838;Schijf 4: 10 000 001 m3 of meer;E Waterbedrijven en afvalbeheer;2020;5;10900.0;9500.0;;1300.0
839;Schijf 4: 10 000 001 m3 of meer;E Waterbedrijven en afvalbeheer;2022;5;;;;
840;Schijf 4: 10 000 001 m3 of meer;F Bouwnijverheid;2019;0;0.0;;;0.0
841;Schijf 4: 10 000 001 m3 of meer;F Bouwnijverheid;2020;0;0.0;;;0.0
842;Schijf 4: 10 000 001 m3 of meer;F Bouwnijverheid;2022;0;0.0;;;0.0
843;Schijf 4: 10 000 001 m3 of meer;G Handel;2019;0;0.0;0.0;;0.0
844;Schijf 4: 10 000 001 m3 of meer;G Handel;2020;0;;0.0;;
845;Schijf 4: 10 000 001 m3 of meer;G Handel;2022;0;;;;
846;Schijf 4: 10 000 001 m3 of meer;H Vervoer en opslag;2019;5;55000.0;0.0;;55000.0
847;Schijf 4: 10 000 001 m3 of meer;H Vervoer en opslag;2020;5;49700.0;0.0;;49700.0
848;Schijf 4: 10 000 001 m3 of meer;H Vervoer en opslag;2022;0;;;;
849;Schijf 4: 10 000 001 m3 of meer;I Horeca;2019;0;0.0;0.0;;0.0
850;Schijf 4: 10 000 001 m3 of meer;I Horeca;2020;0;0.0;0.0;;0.0
851;Schijf 4: 10 000 001 m3 of meer;I Horeca;2022;0;0.0;;;0.0
852;Schijf 4: 10 000 001 m3 of meer;J Informatie en communicatie;2019;0;0.0;0.0;;0.0
853;Schijf 4: 10 000 001 m3 of meer;J Informatie en communicatie;2020;0;0.0;0.0;;0.0
854;Schijf 4: 10 000 001 m3 of meer;J Informatie en communicatie;2022;0;0.0;;;0.0
855;Schijf 4: 10 000 001 m3 of meer;K Financiële dienstverlening;2019;0;0.0;0.0;;0.0
856;Schijf 4: 10 000 001 m3 of meer;K Financiële dienstverlening;2020;0;0.0;0.0;;0.0
857;Schijf 4: 10 000 001 m3 of meer;K Financiële dienstverlening;2022;0;0.0;;;0.0
858;Schijf 4: 10 000 001 m3 of meer;L Verhuur en handel van onroerend goed;2019;0;0.0;0.0;;0.0
859;Schijf 4: 10 000 001 m3 of meer;L Verhuur en handel van onroerend goed;2020;0;0.0;0.0;;0.0
860;Schijf 4: 10 000 001 m3 of meer;L Verhuur en handel van onroerend goed;2022;0;0.0;;;0.0
861;Schijf 4: 10 000 001 m3 of meer;M Specialistische zakelijke diensten;2019;0;0.0;0.0;;0.0
862;Schijf 4: 10 000 001 m3 of meer;M Specialistische zakelijke diensten;2020;0;0.0;0.0;;0.0
863;Schijf 4: 10 000 001 m3 of meer;M Specialistische zakelijke diensten;2022;0;0.0;;;0.0
864;Schijf 4: 10 000 001 m3 of meer;N Verhuur en overige zakelijke diensten;2019;0;0.0;0.0;;0.0
865;Schijf 4: 10 000 001 m3 of meer;N Verhuur en overige zakelijke diensten;2020;0;0.0;0.0;;0.0
866;Schijf 4: 10 000 001 m3 of meer;N Verhuur en overige zakelijke diensten;2022;0;0.0;;;0.0
867;Schijf 4: 10 000 001 m3 of meer;O Openbaar bestuur en overheidsdiensten;2019;0;0.0;0.0;;0.0
868;Schijf 4: 10 000 001 m3 of meer;O Openbaar bestuur en overheidsdiensten;2020;0;0.0;0.0;;0.0
869;Schijf 4: 10 000 001 m3 of meer;O Openbaar bestuur en overheidsdiensten;2022;0;0.0;;;0.0
870;Schijf 4: 10 000 001 m3 of meer;P Onderwijs;2019;0;;0.0;;
871;Schijf 4: 10 000 001 m3 of meer;P Onderwijs;2020;0;;0.0;;
872;Schijf 4: 10 000 001 m3 of meer;P Onderwijs;2022;0;;;;
873;Schijf 4: 10 000 001 m3 of meer;Q Gezondheids- en welzijnszorg;2019;5;;0.0;;
874;Schijf 4: 10 000 001 m3 of meer;Q Gezondheids- en welzijnszorg;2020;5;16900.0;0.0;;16900.0
875;Schijf 4: 10 000 001 m3 of meer;Q Gezondheids- en welzijnszorg;2022;5;13400.0;;;13400.0
876;Schijf 4: 10 000 001 m3 of meer;R Cultuur, sport en recreatie;2019;0;0.0;0.0;;0.0
877;Schijf 4: 10 000 001 m3 of meer;R Cultuur, sport en recreatie;2020;0;0.0;0.0;;0.0
878;Schijf 4: 10 000 001 m3 of meer;R Cultuur, sport en recreatie;2022;0;0.0;;;0.0
879;Schijf 4: 10 000 001 m3 of meer;S Overige dienstverlening;2019;0;0.0;0.0;;0.0
880;Schijf 4: 10 000 001 m3 of meer;S Overige dienstverlening;2020;0;0.0;0.0;;0.0
881;Schijf 4: 10 000 001 m3 of meer;S Overige dienstverlening;2022;0;0.0;;;0.0
882;Schijf 4: 10 000 001 m3 of meer;U Extraterritoriale organisaties;2019;0;0.0;0.0;;0.0
883;Schijf 4: 10 000 001 m3 of meer;U Extraterritoriale organisaties;2020;0;0.0;0.0;;0.0
884;Schijf 4: 10 000 001 m3 of meer;U Extraterritoriale organisaties;2022;0;0.0;;;0.0
