ID;BelastingschijfAardgas;SBI2008;Perioden;AantalDoorDeSchijfGehaaldeEenheden_1;LeveringVoorEigenGebruik_2;InzetVoorElektriciteitsproductie_3;NietEnergetischGebruik_4;BelastVerbruik_5
131;Totaal aardgas;E Waterbedrijven en afvalbeheer;2022;1075;125000.0;71900.0;;53100.0
132;Totaal aardgas;F Bouwnijverheid;2019;33595;125500.0;;;125500.0
133;Totaal aardgas;F Bouwnijverheid;2020;30380;111500.0;;;111500.0
134;Totaal aardgas;F Bouwnijverheid;2022;26590;83500.0;;;83500.0
135;Totaal aardgas;G Handel;2019;145535;728000.0;0.0;;728000.0
136;Totaal aardgas;G Handel;2020;138730;663500.0;0.0;;663500.0
137;Totaal aardgas;G Handel;2022;127305;593000.0;;;593000.0
138;Totaal aardgas;H Vervoer en opslag;2019;20975;346300.0;0.0;;346300.0
139;Totaal aardgas;H Vervoer en opslag;2020;19825;311200.0;0.0;;311200.0
140;Totaal aardgas;H Vervoer en opslag;2022;16785;221500.0;;;221500.0
141;Totaal aardgas;I Horeca;2019;87240;503300.0;0.0;;503300.0
142;Totaal aardgas;I Horeca;2020;85835;447200.0;0.0;;447200.0
143;Totaal aardgas;I Horeca;2022;84390;424200.0;;;424200.0
144;Totaal aardgas;J Informatie en communicatie;2019;6020;42800.0;0.0;;42800.0
145;Totaal aardgas;J Informatie en communicatie;2020;5295;38100.0;0.0;;38100.0
146;Totaal aardgas;J Informatie en communicatie;2022;4690;32100.0;;;32100.0
147;Totaal aardgas;K Financiële dienstverlening;2019;25485;123300.0;0.0;;123300.0
148;Totaal aardgas;K Financiële dienstverlening;2020;22310;105000.0;0.0;;105000.0
149;Totaal aardgas;K Financiële dienstverlening;2022;21630;91700.0;;;91700.0
150;Totaal aardgas;L Verhuur en handel van onroerend goed;2019;13505;110200.0;0.0;;110200.0
151;Totaal aardgas;L Verhuur en handel van onroerend goed;2020;12585;98100.0;0.0;;98100.0
152;Totaal aardgas;L Verhuur en handel van onroerend goed;2022;13255;89200.0;;;89200.0
153;Totaal aardgas;M Specialistische zakelijke diensten;2019;29185;165400.0;0.0;;165400.0
154;Totaal aardgas;M Specialistische zakelijke diensten;2020;27375;153700.0;0.0;;153700.0
155;Totaal aardgas;M Specialistische zakelijke diensten;2022;27020;144900.0;;;144900.0
156;Totaal aardgas;N Verhuur en overige zakelijke diensten;2019;13290;71200.0;0.0;;71200.0
157;Totaal aardgas;N Verhuur en overige zakelijke diensten;2020;11695;59800.0;0.0;;59800.0
158;Totaal aardgas;N Verhuur en overige zakelijke diensten;2022;10840;54600.0;;;54600.0
159;Totaal aardgas;O Openbaar bestuur en overheidsdiensten;2019;22840;244200.0;0.0;;244200.0
160;Totaal aardgas;O Openbaar bestuur en overheidsdiensten;2020;17355;218000.0;0.0;;218000.0
161;Totaal aardgas;O Openbaar bestuur en overheidsdiensten;2022;15405;180100.0;;;180100.0
162;Totaal aardgas;P Onderwijs;2019;14515;272000.0;0.0;;272000.0
163;Totaal aardgas;P Onderwijs;2020;13740;256800.0;0.0;;256800.0
164;Totaal aardgas;P Onderwijs;2022;13765;252600.0;;;252600.0
165;Totaal aardgas;Q Gezondheids- en welzijnszorg;2019;60420;684300.0;0.0;;684300.0
166;Totaal aardgas;Q Gezondheids- en welzijnszorg;2020;57375;647300.0;0.0;;647300.0
167;Totaal aardgas;Q Gezondheids- en welzijnszorg;2022;49945;579200.0;;;579200.0
168;Totaal aardgas;R Cultuur, sport en recreatie;2019;21970;210900.0;0.0;;210900.0
169;Totaal aardgas;R Cultuur, sport en recreatie;2020;20425;182800.0;0.0;;182800.0
170;Totaal aardgas;R Cultuur, sport en recreatie;2022;20235;183300.0;;;183300.0
171;Totaal aardgas;S Overige dienstverlening;2019;29385;175300.0;0.0;;175300.0
172;Totaal aardgas;S Overige dienstverlening;2020;27175;151300.0;0.0;;151300.0
173;Totaal aardgas;S Overige dienstverlening;2022;26655;143000.0;;;143000.0
174;Totaal aardgas;U Extraterritoriale organisaties;2019;530;6800.0;0.0;;6800.0
175;Totaal aardgas;U Extraterritoriale organisaties;2020;520;6200.0;0.0;;6200.0
176;Totaal aardgas;U Extraterritoriale organisaties;2022;510;5900.0;;;5900.0
177;Schijf 1: 0 t/m 170 000 m3;A-U Alle economische activiteiten;2019;616180;4404900.0;128300.0;200.0;4276400.0
178;Schijf 1: 0 t/m 170 000 m3;A-U Alle economische activiteiten;2020;581530;4035500.0;114900.0;0.0;3920600.0
179;Schijf 1: 0 t/m 170 000 m3;A-U Alle economische activiteiten;2022;530785;3568400.0;162900.0;0.0;3405500.0
180;Schijf 1: 0 t/m 170 000 m3;A Landbouw, bosbouw en visserij;2019;57670;723000.0;122000.0;;601000.0
181;Schijf 1: 0 t/m 170 000 m3;A Landbouw, bosbouw en visserij;2020;57310;687400.0;108600.0;;578800.0
182;Schijf 1: 0 t/m 170 000 m3;A Landbouw, bosbouw en visserij;2022;36990;549700.0;;;
183;Schijf 1: 0 t/m 170 000 m3;B Delfstoffenwinning;2019;145;5100.0;;;5100.0
184;Schijf 1: 0 t/m 170 000 m3;B Delfstoffenwinning;2020;55;4300.0;;;4300.0
185;Schijf 1: 0 t/m 170 000 m3;B Delfstoffenwinning;2022;60;5400.0;;;5400.0
186;Schijf 1: 0 t/m 170 000 m3;C Industrie;2019;32745;616000.0;1300.0;200.0;614500.0
187;Schijf 1: 0 t/m 170 000 m3;C Industrie;2020;32445;582400.0;1700.0;0.0;580700.0
188;Schijf 1: 0 t/m 170 000 m3;C Industrie;2022;33615;526600.0;1200.0;0.0;525400.0
189;Schijf 1: 0 t/m 170 000 m3;10-12 Voedings-, genotmiddelenindustrie;2019;4500;185500.0;200.0;;185300.0
190;Schijf 1: 0 t/m 170 000 m3;10-12 Voedings-, genotmiddelenindustrie;2020;4400;183000.0;200.0;;182900.0
191;Schijf 1: 0 t/m 170 000 m3;10-12 Voedings-, genotmiddelenindustrie;2022;4605;174500.0;200.0;;174300.0
192;Schijf 1: 0 t/m 170 000 m3;101 Slachterijen en vleeswarenindustrie;2019;330;18100.0;;;18100.0
193;Schijf 1: 0 t/m 170 000 m3;101 Slachterijen en vleeswarenindustrie;2020;330;18500.0;;;18500.0
194;Schijf 1: 0 t/m 170 000 m3;101 Slachterijen en vleeswarenindustrie;2022;330;15100.0;;;15100.0
195;Schijf 1: 0 t/m 170 000 m3;103 Groente-, fruitverwerkende industrie;2019;140;12400.0;0.0;;12400.0
196;Schijf 1: 0 t/m 170 000 m3;103 Groente-, fruitverwerkende industrie;2020;135;13200.0;0.0;;13200.0
197;Schijf 1: 0 t/m 170 000 m3;103 Groente-, fruitverwerkende industrie;2022;150;14000.0;200.0;;13900.0
198;Schijf 1: 0 t/m 170 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2019;30;4400.0;0.0;;4400.0
199;Schijf 1: 0 t/m 170 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2020;30;4100.0;0.0;;4100.0
200;Schijf 1: 0 t/m 170 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2022;30;4700.0;0.0;;4700.0
201;Schijf 1: 0 t/m 170 000 m3;105 Zuivelindustrie;2019;175;9300.0;0.0;;9300.0
202;Schijf 1: 0 t/m 170 000 m3;105 Zuivelindustrie;2020;180;9700.0;0.0;;9700.0
203;Schijf 1: 0 t/m 170 000 m3;105 Zuivelindustrie;2022;185;8900.0;0.0;;8900.0
204;Schijf 1: 0 t/m 170 000 m3;106 Meelindustrie;2019;65;6000.0;0.0;;6000.0
205;Schijf 1: 0 t/m 170 000 m3;106 Meelindustrie;2020;70;6000.0;0.0;;6000.0
206;Schijf 1: 0 t/m 170 000 m3;106 Meelindustrie;2022;65;5800.0;0.0;;5800.0
207;Schijf 1: 0 t/m 170 000 m3;108 Overige voedingsmiddelenindustrie;2019;3295;98100.0;200.0;;97900.0
208;Schijf 1: 0 t/m 170 000 m3;108 Overige voedingsmiddelenindustrie;2020;3170;103700.0;200.0;;103500.0
209;Schijf 1: 0 t/m 170 000 m3;108 Overige voedingsmiddelenindustrie;2022;3265;106300.0;0.0;;106300.0
210;Schijf 1: 0 t/m 170 000 m3;109 Diervoederindustrie;2019;165;9400.0;;;9400.0
211;Schijf 1: 0 t/m 170 000 m3;109 Diervoederindustrie;2020;160;15300.0;;;15300.0
212;Schijf 1: 0 t/m 170 000 m3;109 Diervoederindustrie;2022;160;10800.0;;;10800.0
213;Schijf 1: 0 t/m 170 000 m3;11-12 Dranken- en tabaksindustrie;2019;300;27900.0;0.0;;27900.0
214;Schijf 1: 0 t/m 170 000 m3;11-12 Dranken- en tabaksindustrie;2020;330;12500.0;0.0;;12500.0
215;Schijf 1: 0 t/m 170 000 m3;11-12 Dranken- en tabaksindustrie;2022;420;8900.0;0.0;;8900.0
216;Schijf 1: 0 t/m 170 000 m3;13 Textielindustrie;2019;860;27300.0;;;27300.0
217;Schijf 1: 0 t/m 170 000 m3;13 Textielindustrie;2020;870;15800.0;;;15800.0
218;Schijf 1: 0 t/m 170 000 m3;13 Textielindustrie;2022;915;13700.0;;;13700.0
219;Schijf 1: 0 t/m 170 000 m3;13-15 Textiel-, kleding-, lederindustrie;2019;1650;33900.0;;;33900.0
220;Schijf 1: 0 t/m 170 000 m3;13-15 Textiel-, kleding-, lederindustrie;2020;1630;23300.0;;;23300.0
221;Schijf 1: 0 t/m 170 000 m3;13-15 Textiel-, kleding-, lederindustrie;2022;1710;18600.0;;;18600.0
222;Schijf 1: 0 t/m 170 000 m3;14 Kledingindustrie;2019;595;1600.0;;;1600.0
223;Schijf 1: 0 t/m 170 000 m3;14 Kledingindustrie;2020;565;1500.0;;;1500.0
224;Schijf 1: 0 t/m 170 000 m3;14 Kledingindustrie;2022;585;900.0;;;900.0
225;Schijf 1: 0 t/m 170 000 m3;15 Leer- en schoenenindustrie;2019;200;5000.0;;;5000.0
226;Schijf 1: 0 t/m 170 000 m3;15 Leer- en schoenenindustrie;2020;195;6000.0;;;6000.0
227;Schijf 1: 0 t/m 170 000 m3;15 Leer- en schoenenindustrie;2022;210;4000.0;;;4000.0
228;Schijf 1: 0 t/m 170 000 m3;16 Houtindustrie;2019;1340;11000.0;200.0;;10800.0
229;Schijf 1: 0 t/m 170 000 m3;16 Houtindustrie;2020;1385;7700.0;200.0;;7600.0
230;Schijf 1: 0 t/m 170 000 m3;16 Houtindustrie;2022;1480;5600.0;0.0;;5600.0
231;Schijf 1: 0 t/m 170 000 m3;17-18 Papier- en grafische industrie;2019;1870;22300.0;0.0;;22300.0
232;Schijf 1: 0 t/m 170 000 m3;17-18 Papier- en grafische industrie;2020;1810;22900.0;300.0;;22500.0
233;Schijf 1: 0 t/m 170 000 m3;17-18 Papier- en grafische industrie;2022;1700;26400.0;200.0;;26200.0
234;Schijf 1: 0 t/m 170 000 m3;17 Papierindustrie;2019;295;15500.0;0.0;;15500.0
235;Schijf 1: 0 t/m 170 000 m3;17 Papierindustrie;2020;300;13600.0;300.0;;13200.0
236;Schijf 1: 0 t/m 170 000 m3;17 Papierindustrie;2022;290;12700.0;200.0;;12500.0
237;Schijf 1: 0 t/m 170 000 m3;18 Grafische industrie;2019;1570;6700.0;;;6700.0
238;Schijf 1: 0 t/m 170 000 m3;18 Grafische industrie;2020;1510;9300.0;;;9300.0
239;Schijf 1: 0 t/m 170 000 m3;18 Grafische industrie;2022;1410;13700.0;;;13700.0
240;Schijf 1: 0 t/m 170 000 m3;19 Aardolie-industrie;2019;10;1600.0;0.0;;1600.0
241;Schijf 1: 0 t/m 170 000 m3;19 Aardolie-industrie;2020;10;1600.0;0.0;;1600.0
242;Schijf 1: 0 t/m 170 000 m3;19 Aardolie-industrie;2022;10;1600.0;0.0;;1600.0
243;Schijf 1: 0 t/m 170 000 m3;20-21 Chemie en farmaceutische industrie;2019;775;43900.0;1000.0;200.0;42700.0
244;Schijf 1: 0 t/m 170 000 m3;20-21 Chemie en farmaceutische industrie;2020;795;44400.0;1000.0;0.0;43400.0
245;Schijf 1: 0 t/m 170 000 m3;20-21 Chemie en farmaceutische industrie;2022;785;51700.0;800.0;0.0;50800.0
246;Schijf 1: 0 t/m 170 000 m3;Basischemie, excl. ov. anorg basischemie;2019;240;17500.0;500.0;200.0;16800.0
247;Schijf 1: 0 t/m 170 000 m3;Basischemie, excl. ov. anorg basischemie;2020;230;16900.0;700.0;0.0;16300.0
248;Schijf 1: 0 t/m 170 000 m3;Basischemie, excl. ov. anorg basischemie;2022;230;17600.0;500.0;0.0;17100.0
249;Schijf 1: 0 t/m 170 000 m3;2013 Overige anorganische basischemie;2019;20;2000.0;500.0;;1500.0
250;Schijf 1: 0 t/m 170 000 m3;2013 Overige anorganische basischemie;2020;20;3000.0;300.0;;2700.0
251;Schijf 1: 0 t/m 170 000 m3;2013 Overige anorganische basischemie;2022;20;3100.0;300.0;;2800.0
252;Schijf 1: 0 t/m 170 000 m3;Overige chemie, farmaceutische industrie;2019;515;24500.0;0.0;;24500.0
253;Schijf 1: 0 t/m 170 000 m3;Overige chemie, farmaceutische industrie;2020;545;24500.0;0.0;;24500.0
254;Schijf 1: 0 t/m 170 000 m3;Overige chemie, farmaceutische industrie;2022;540;31000.0;0.0;;31000.0
255;Schijf 1: 0 t/m 170 000 m3;22 Rubber- en kunststofproductindustrie;2019;1045;24900.0;;;24900.0
256;Schijf 1: 0 t/m 170 000 m3;22 Rubber- en kunststofproductindustrie;2020;1030;27400.0;;;27400.0
257;Schijf 1: 0 t/m 170 000 m3;22 Rubber- en kunststofproductindustrie;2022;1050;24300.0;0.0;;24300.0
258;Schijf 1: 0 t/m 170 000 m3;23 Bouwmaterialenindustrie;2019;990;41100.0;0.0;;41100.0
259;Schijf 1: 0 t/m 170 000 m3;23 Bouwmaterialenindustrie;2020;960;36700.0;0.0;;36700.0
260;Schijf 1: 0 t/m 170 000 m3;23 Bouwmaterialenindustrie;2022;985;22200.0;0.0;;22200.0
261;Schijf 1: 0 t/m 170 000 m3;231-234 Glas- en glaswerkindustrie, voor;2019;340;10900.0;0.0;;10900.0
262;Schijf 1: 0 t/m 170 000 m3;231-234 Glas- en glaswerkindustrie, voor;2020;330;8700.0;0.0;;8700.0
263;Schijf 1: 0 t/m 170 000 m3;231-234 Glas- en glaswerkindustrie, voor;2022;350;9600.0;0.0;;9600.0
264;Schijf 1: 0 t/m 170 000 m3;235-239 Overige bouwmaterialenindustrie;2019;650;30200.0;0.0;0.0;30200.0
265;Schijf 1: 0 t/m 170 000 m3;235-239 Overige bouwmaterialenindustrie;2020;630;28000.0;0.0;0.0;28000.0
266;Schijf 1: 0 t/m 170 000 m3;235-239 Overige bouwmaterialenindustrie;2022;635;12700.0;0.0;;12700.0
267;Schijf 1: 0 t/m 170 000 m3;24 Basismetaalindustrie;2019;260;22000.0;0.0;;22000.0
268;Schijf 1: 0 t/m 170 000 m3;24 Basismetaalindustrie;2020;185;10500.0;0.0;;10500.0
269;Schijf 1: 0 t/m 170 000 m3;24 Basismetaalindustrie;2022;230;12900.0;0.0;;12900.0
270;Schijf 1: 0 t/m 170 000 m3;IJzer- en staalindustrie;2019;150;5300.0;0.0;;5300.0
271;Schijf 1: 0 t/m 170 000 m3;IJzer- en staalindustrie;2020;145;5800.0;0.0;;5800.0
