ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
331;Verzekeringsinst. en pensioenfondsen;2011 2e kwartaal;23157.0;0.0;4557.0;4435.0;122.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6692.0;4674.0;2018.0;2013.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;12908.0;12908.0;12892.0;0.0;12892.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3400.0;3100.0;300.0;0.0;0.0;0.0;-4412.0;12.0;0.0;12.0;0.0;12.0;22716.0;0.0;2542.0;1305.0;965.0;340.0;17.0;0.0;17.0;0.0;0.0;0.0;6707.0;222.0;357.0;357.0;0.0;-5.0;6130.0;3.0;88.0;88.0;0.0;8496.0;0.0;0.0;0.0;0.0;0.0;0.0;8496.0;0.0;8480.0;8480.0;0.0;16.0;0.0;3400.0;300.0;3100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;0.0;65.0;0.0;65.0;134.0;134.0;201.0;-67.0;0.0;0.0;0.0;-38.0
332;Verzekeringsinst. en pensioenfondsen;2011 3e kwartaal;23707.0;0.0;4457.0;4410.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7002.0;4415.0;2587.0;2585.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;13484.0;13484.0;13469.0;0.0;13469.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3900.0;3600.0;300.0;0.0;0.0;0.0;-5139.0;3.0;0.0;3.0;0.0;3.0;22380.0;0.0;2558.0;889.0;661.0;228.0;19.0;0.0;19.0;0.0;0.0;0.0;6726.0;228.0;0.0;0.0;0.0;-5.0;6500.0;3.0;91.0;91.0;0.0;8345.0;0.0;0.0;0.0;0.0;0.0;0.0;8345.0;0.0;8330.0;8330.0;0.0;15.0;0.0;3900.0;300.0;3600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;6.0;-33.0;-33.0;203.0;-236.0;0.0;0.0;0.0;-121.0
333;Verzekeringsinst. en pensioenfondsen;2011 4e kwartaal;23669.0;0.0;4757.0;4730.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6083.0;4850.0;1233.0;1231.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;12632.0;12632.0;12616.0;0.0;12616.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3755.0;3455.0;300.0;0.0;0.0;0.0;-3566.0;8.0;0.0;8.0;0.0;8.0;23532.0;0.0;2445.0;1048.0;775.0;273.0;34.0;0.0;34.0;0.0;0.0;0.0;6938.0;248.0;1186.0;1186.0;0.0;-5.0;5504.0;5.0;90.0;90.0;0.0;9066.0;0.0;0.0;0.0;0.0;0.0;0.0;9066.0;0.0;9050.0;9050.0;0.0;16.0;0.0;3755.0;300.0;3455.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;10.0;174.0;174.0;206.0;-32.0;0.0;0.0;0.0;-28.0
334;Verzekeringsinst. en pensioenfondsen;2011;93464.0;0.0;18626.0;18330.0;296.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25432.0;18692.0;6740.0;6728.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;52453.0;52453.0;52387.0;0.0;52387.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14805.0;13605.0;1200.0;0.0;0.0;0.0;-17877.0;25.0;0.0;25.0;0.0;25.0;90065.0;0.0;10141.0;4188.0;3102.0;1086.0;99.0;0.0;99.0;0.0;0.0;0.0;25879.0;914.0;1544.0;1544.0;0.0;-20.0;23427.0;14.0;409.0;409.0;0.0;34576.0;0.0;0.0;0.0;0.0;0.0;0.0;34576.0;0.0;34510.0;34510.0;0.0;66.0;0.0;14805.0;1200.0;13605.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;0.0;85.0;0.0;85.0;202.0;202.0;808.0;-606.0;0.0;0.0;0.0;-319.0
335;Verzekeringsinst. en pensioenfondsen;2012 1e kwartaal;24151.0;0.0;5039.0;4989.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5991.0;4902.0;1089.0;1089.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14239.0;14239.0;14220.0;0.0;14220.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4164.0;3864.0;300.0;0.0;0.0;0.0;-5284.0;2.0;0.0;2.0;0.0;2.0;22780.0;0.0;2550.0;941.0;694.0;247.0;34.0;0.0;34.0;0.0;0.0;0.0;5955.0;244.0;92.0;92.0;0.0;-11.0;5627.0;3.0;191.0;191.0;0.0;8955.0;0.0;0.0;0.0;0.0;0.0;0.0;8955.0;0.0;8936.0;8936.0;0.0;19.0;0.0;4164.0;300.0;3864.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;-5.0;-5.0;195.0;-200.0;0.0;0.0;0.0;-7.0
336;Overheid (geconsolideerd);2001 1e kwartaal;62105.0;0.0;20452.0;3407.0;255.0;16790.0;0.0;0.0;0.0;0.0;0.0;13058.0;11863.0;7114.0;0.0;0.0;1195.0;-1560.0;-708.0;-852.0;1783.0;826.0;354.0;0.0;0.0;0.0;0.0;603.0;10540.0;0.0;0.0;17146.0;17146.0;15954.0;15954.0;0.0;0.0;1192.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;389.0;0.0;54.0;0.0;0.0;335.0;0.0;297.0;224.0;73.0;0.0;73.0;63467.0;0.0;8014.0;9868.0;0.0;0.0;114.0;0.0;114.0;-158.0;0.0;-158.0;3549.0;3544.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;11809.0;0.0;0.0;0.0;0.0;0.0;0.0;11809.0;0.0;0.0;0.0;0.0;0.0;0.0;1758.0;54.0;0.0;0.0;0.0;1704.0;24412.0;10713.0;13699.0;13699.0;7622.0;1060.0;6562.0;6077.0;0.0;1057.0;0.0;1057.0;0.0;-857.0;3164.0;3160.0;2614.0;546.0;4.0;0.0;0.0;-120.0
337;Overheid (geconsolideerd);2001 2e kwartaal;68866.0;0.0;21250.0;3303.0;259.0;17688.0;0.0;0.0;0.0;0.0;0.0;13895.0;12697.0;7777.0;0.0;0.0;1198.0;-1662.0;-737.0;-925.0;4200.0;824.0;2426.0;0.0;0.0;0.0;0.0;950.0;12367.0;0.0;0.0;18177.0;18177.0;16926.0;16926.0;0.0;0.0;1251.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;381.0;0.0;55.0;0.0;0.0;326.0;0.0;258.0;211.0;47.0;0.0;47.0;67263.0;0.0;6403.0;12441.0;0.0;0.0;120.0;0.0;120.0;-169.0;0.0;-169.0;3552.0;3546.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;13236.0;0.0;0.0;0.0;0.0;0.0;0.0;13236.0;0.0;0.0;0.0;0.0;0.0;0.0;1834.0;55.0;0.0;0.0;0.0;1779.0;26032.0;11838.0;14194.0;14194.0;8344.0;1027.0;7317.0;5850.0;0.0;519.0;0.0;519.0;0.0;-996.0;3413.0;3408.0;2455.0;953.0;5.0;0.0;0.0;-118.0
338;Overheid (geconsolideerd);2001 3e kwartaal;63092.0;0.0;20260.0;3374.0;257.0;16629.0;0.0;0.0;0.0;0.0;0.0;12730.0;11538.0;6920.0;0.0;0.0;1192.0;-1653.0;-751.0;-902.0;2823.0;862.0;1011.0;0.0;0.0;0.0;0.0;950.0;12741.0;0.0;0.0;15366.0;15366.0;14266.0;14266.0;0.0;0.0;1100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;438.0;0.0;56.0;0.0;0.0;382.0;0.0;387.0;297.0;90.0;0.0;90.0;63549.0;0.0;7390.0;10081.0;0.0;0.0;118.0;0.0;118.0;-168.0;0.0;-168.0;3549.0;3543.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;12270.0;0.0;0.0;0.0;0.0;0.0;0.0;12270.0;0.0;0.0;0.0;0.0;0.0;0.0;1674.0;56.0;0.0;0.0;0.0;1618.0;24552.0;11313.0;13239.0;13239.0;7923.0;1018.0;6905.0;5316.0;0.0;665.0;0.0;665.0;0.0;-1011.0;3528.0;3523.0;2839.0;684.0;5.0;0.0;0.0;-110.0
339;Overheid (geconsolideerd);2001 4e kwartaal;69932.0;0.0;22399.0;3834.0;255.0;18310.0;0.0;0.0;0.0;0.0;0.0;15075.0;13890.0;9089.0;0.0;0.0;1185.0;-1803.0;-876.0;-927.0;2154.0;923.0;602.0;0.0;0.0;0.0;0.0;629.0;15568.0;0.0;0.0;15247.0;15247.0;14123.0;14123.0;0.0;0.0;1124.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;567.0;0.0;56.0;0.0;0.0;511.0;0.0;725.0;579.0;146.0;0.0;146.0;70857.0;0.0;9162.0;10430.0;0.0;0.0;119.0;0.0;119.0;-171.0;0.0;-171.0;3561.0;3555.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;12455.0;0.0;0.0;0.0;0.0;0.0;0.0;12455.0;0.0;0.0;0.0;0.0;0.0;0.0;2612.0;56.0;0.0;0.0;0.0;2556.0;26389.0;12305.0;14084.0;14084.0;8079.0;1077.0;7002.0;6005.0;0.0;1927.0;0.0;1927.0;0.0;-1863.0;4477.0;4472.0;2859.0;1613.0;5.0;0.0;0.0;-104.0
340;Overheid (geconsolideerd);2001;263995.0;0.0;84361.0;13918.0;1026.0;69417.0;0.0;0.0;0.0;0.0;0.0;54758.0;49988.0;30900.0;6072.0;13016.0;4770.0;-6678.0;-3072.0;-3606.0;10960.0;3435.0;4393.0;4115.0;278.0;0.0;0.0;3132.0;51216.0;46566.0;4650.0;65936.0;65936.0;61269.0;61269.0;0.0;0.0;4667.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1775.0;0.0;221.0;0.0;378.0;1176.0;0.0;1667.0;1311.0;356.0;172.0;184.0;265136.0;0.0;30969.0;42820.0;32295.0;10525.0;471.0;0.0;471.0;-666.0;0.0;-666.0;14211.0;14188.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;49770.0;0.0;0.0;0.0;0.0;0.0;0.0;49770.0;34979.0;0.0;0.0;0.0;4667.0;10124.0;7878.0;221.0;0.0;0.0;3178.0;4479.0;101385.0;46169.0;55216.0;55216.0;31968.0;4182.0;27786.0;23248.0;0.0;4168.0;0.0;4168.0;1694.0;2474.0;14582.0;14563.0;10767.0;3796.0;19.0;0.0;19.0;-452.0
341;Overheid (geconsolideerd);2002 1e kwartaal;64684.0;0.0;21494.0;3576.0;314.0;17604.0;0.0;0.0;0.0;0.0;0.0;13446.0;12194.0;7242.0;0.0;0.0;1252.0;-1650.0;-711.0;-939.0;1617.0;756.0;337.0;0.0;0.0;0.0;0.0;524.0;11092.0;0.0;0.0;17875.0;17875.0;16621.0;16621.0;0.0;0.0;1254.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;402.0;0.0;62.0;0.0;0.0;340.0;0.0;408.0;316.0;92.0;0.0;92.0;67174.0;0.0;8268.0;10420.0;0.0;0.0;121.0;0.0;121.0;-193.0;0.0;-193.0;3116.0;3111.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12841.0;0.0;0.0;0.0;0.0;0.0;0.0;12841.0;0.0;0.0;0.0;0.0;0.0;0.0;1712.0;62.0;0.0;0.0;0.0;1650.0;26315.0;11394.0;14921.0;14921.0;8711.0;1402.0;7309.0;6210.0;0.0;1047.0;0.0;1047.0;0.0;-978.0;3607.0;3603.0;2878.0;725.0;4.0;0.0;0.0;-80.0
342;Overheid (geconsolideerd);2002 2e kwartaal;70406.0;0.0;22862.0;3578.0;312.0;18972.0;0.0;0.0;0.0;0.0;0.0;14144.0;12883.0;7867.0;0.0;0.0;1261.0;-1766.0;-757.0;-1009.0;3078.0;780.0;1645.0;0.0;0.0;0.0;0.0;653.0;14790.0;0.0;0.0;16373.0;16373.0;15175.0;15175.0;0.0;0.0;1198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;376.0;0.0;63.0;0.0;0.0;313.0;0.0;549.0;490.0;59.0;0.0;59.0;71928.0;0.0;7121.0;13194.0;0.0;0.0;128.0;0.0;128.0;-206.0;0.0;-206.0;3390.0;3385.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13138.0;0.0;0.0;0.0;0.0;0.0;0.0;13138.0;0.0;0.0;0.0;0.0;0.0;0.0;2082.0;63.0;0.0;0.0;0.0;2019.0;28466.0;12556.0;15910.0;15910.0;9494.0;1095.0;8399.0;6416.0;0.0;688.0;0.0;688.0;0.0;-1036.0;3994.0;3989.0;2625.0;1364.0;5.0;0.0;0.0;-67.0
343;Overheid (geconsolideerd);2002 3e kwartaal;64079.0;0.0;21357.0;3275.0;311.0;17771.0;0.0;0.0;0.0;0.0;0.0;13339.0;12112.0;7670.0;0.0;0.0;1227.0;-1694.0;-783.0;-911.0;2222.0;686.0;717.0;0.0;0.0;0.0;0.0;819.0;11827.0;0.0;0.0;16049.0;16049.0;14977.0;14977.0;0.0;0.0;1072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;501.0;0.0;63.0;0.0;0.0;438.0;0.0;478.0;431.0;47.0;0.0;47.0;68069.0;0.0;7700.0;10788.0;0.0;0.0;126.0;0.0;126.0;-199.0;0.0;-199.0;3366.0;3361.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12965.0;0.0;0.0;0.0;0.0;0.0;0.0;12965.0;0.0;0.0;0.0;0.0;0.0;0.0;2063.0;63.0;0.0;0.0;0.0;2000.0;26752.0;12113.0;14639.0;14639.0;8981.0;1149.0;7832.0;5658.0;0.0;636.0;0.0;636.0;0.0;-1190.0;3946.0;3941.0;2942.0;999.0;5.0;0.0;0.0;-74.0
344;Overheid (geconsolideerd);2002 4e kwartaal;72374.0;0.0;24062.0;4006.0;313.0;19743.0;0.0;0.0;0.0;0.0;0.0;15418.0;14172.0;9554.0;0.0;0.0;1246.0;-1791.0;-798.0;-993.0;2074.0;726.0;541.0;0.0;0.0;0.0;0.0;807.0;15529.0;0.0;0.0;16052.0;16052.0;14945.0;14945.0;0.0;0.0;1107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;505.0;0.0;61.0;0.0;0.0;444.0;0.0;525.0;459.0;66.0;0.0;66.0;74177.0;0.0;9981.0;11197.0;0.0;0.0;130.0;0.0;130.0;-203.0;0.0;-203.0;3198.0;3192.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;12939.0;0.0;0.0;0.0;0.0;0.0;0.0;12939.0;0.0;0.0;0.0;0.0;0.0;0.0;2429.0;61.0;0.0;0.0;0.0;2368.0;28713.0;13175.0;15538.0;15538.0;8970.0;1015.0;7955.0;6568.0;0.0;947.0;0.0;947.0;0.0;-1376.0;4897.0;4892.0;2957.0;1935.0;5.0;0.0;0.0;-51.0
345;Overheid (geconsolideerd);2002;271543.0;0.0;89775.0;14435.0;1250.0;74090.0;0.0;0.0;0.0;0.0;0.0;56347.0;51361.0;32333.0;5559.0;13469.0;4986.0;-6901.0;-3049.0;-3852.0;8991.0;2948.0;3240.0;3010.0;230.0;0.0;0.0;2803.0;53238.0;48462.0;4776.0;66349.0;66349.0;61718.0;61718.0;0.0;0.0;4631.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1784.0;0.0;249.0;0.0;312.0;1223.0;0.0;1960.0;1696.0;264.0;183.0;81.0;281348.0;0.0;33070.0;45599.0;34328.0;11271.0;505.0;0.0;505.0;-801.0;0.0;-801.0;13070.0;13049.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;51883.0;0.0;0.0;0.0;0.0;0.0;0.0;51883.0;36908.0;0.0;0.0;0.0;4631.0;10344.0;8286.0;249.0;0.0;0.0;3216.0;4821.0;110246.0;49238.0;61008.0;61008.0;36156.0;4661.0;31495.0;24852.0;0.0;3318.0;0.0;3318.0;1833.0;1485.0;16444.0;16425.0;11402.0;5023.0;19.0;0.0;19.0;-272.0
346;Overheid (geconsolideerd);2003 1e kwartaal;66125.0;0.0;22345.0;3667.0;344.0;18334.0;0.0;0.0;0.0;0.0;0.0;13806.0;12577.0;7742.0;0.0;0.0;1229.0;-1562.0;-729.0;-833.0;1509.0;751.0;272.0;0.0;0.0;0.0;0.0;486.0;11028.0;0.0;0.0;18189.0;18189.0;17014.0;17014.0;0.0;0.0;1175.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;437.0;0.0;67.0;0.0;0.0;370.0;0.0;373.0;311.0;62.0;0.0;-1120.0;69811.0;0.0;8326.0;11006.0;0.0;0.0;130.0;0.0;130.0;-192.0;0.0;-192.0;3150.0;3145.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12903.0;0.0;0.0;0.0;0.0;0.0;0.0;12903.0;0.0;0.0;0.0;0.0;0.0;0.0;1962.0;67.0;0.0;0.0;0.0;1895.0;27755.0;11866.0;15889.0;15889.0;9421.0;1374.0;8047.0;6468.0;0.0;1140.0;0.0;1140.0;0.0;-1120.0;3746.0;3739.0;3075.0;664.0;7.0;0.0;0.0;-115.0
347;Overheid (geconsolideerd);2003 2e kwartaal;73219.0;0.0;24719.0;3702.0;343.0;20674.0;0.0;0.0;0.0;0.0;0.0;13873.0;12606.0;7939.0;0.0;0.0;1267.0;-1703.0;-811.0;-892.0;3227.0;669.0;1594.0;0.0;0.0;0.0;0.0;964.0;13420.0;0.0;0.0;18787.0;18787.0;17614.0;17614.0;0.0;0.0;1173.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;0.0;68.0;0.0;0.0;393.0;0.0;435.0;381.0;54.0;0.0;-1226.0;77592.0;0.0;8023.0;13969.0;0.0;0.0;136.0;0.0;136.0;-192.0;0.0;-192.0;3114.0;3109.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15276.0;0.0;0.0;0.0;0.0;0.0;0.0;15276.0;0.0;0.0;0.0;0.0;0.0;0.0;2227.0;68.0;0.0;0.0;0.0;2159.0;30865.0;13939.0;16926.0;16926.0;10191.0;1055.0;9136.0;6735.0;0.0;504.0;0.0;504.0;0.0;-1226.0;4058.0;4052.0;2783.0;1269.0;6.0;0.0;0.0;-388.0
348;Overheid (geconsolideerd);2003 3e kwartaal;64533.0;0.0;22326.0;3702.0;336.0;18288.0;0.0;0.0;0.0;0.0;0.0;13936.0;12703.0;7788.0;0.0;0.0;1233.0;-1625.0;-780.0;-845.0;2034.0;748.0;493.0;0.0;0.0;0.0;0.0;793.0;10888.0;0.0;0.0;16054.0;16054.0;15011.0;15011.0;0.0;0.0;1043.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;481.0;0.0;68.0;0.0;0.0;413.0;0.0;439.0;365.0;74.0;0.0;-1396.0;70419.0;0.0;8140.0;11157.0;0.0;0.0;140.0;0.0;140.0;-193.0;0.0;-193.0;3097.0;3092.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13307.0;0.0;0.0;0.0;0.0;0.0;0.0;13307.0;0.0;0.0;0.0;0.0;0.0;0.0;2000.0;68.0;0.0;0.0;0.0;1932.0;27817.0;12243.0;15574.0;15574.0;9529.0;1018.0;8511.0;6045.0;0.0;641.0;0.0;641.0;0.0;-1396.0;4315.0;4309.0;3082.0;1227.0;6.0;0.0;0.0;-2.0
349;Overheid (geconsolideerd);2003 4e kwartaal;76018.0;0.0;25401.0;4540.0;325.0;20536.0;0.0;0.0;0.0;0.0;0.0;16298.0;15005.0;10170.0;0.0;0.0;1293.0;-1859.0;-959.0;-900.0;2328.0;629.0;663.0;0.0;0.0;0.0;0.0;1036.0;15467.0;0.0;0.0;17317.0;17317.0;16183.0;16183.0;0.0;0.0;1134.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;543.0;0.0;67.0;0.0;0.0;476.0;0.0;523.0;404.0;119.0;0.0;-1488.0;77114.0;0.0;10456.0;11908.0;0.0;0.0;133.0;0.0;133.0;-191.0;0.0;-191.0;3045.0;3040.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13308.0;0.0;0.0;0.0;0.0;0.0;0.0;13308.0;0.0;0.0;0.0;0.0;0.0;0.0;2070.0;67.0;0.0;0.0;0.0;2003.0;30356.0;13926.0;16430.0;16430.0;9820.0;1383.0;8437.0;6610.0;0.0;1077.0;0.0;1077.0;0.0;-1488.0;4839.0;4832.0;3095.0;1737.0;7.0;0.0;0.0;113.0
350;Overheid (geconsolideerd);2003;279895.0;0.0;94791.0;15611.0;1348.0;77832.0;0.0;0.0;0.0;0.0;0.0;57913.0;52891.0;33639.0;5084.0;14168.0;5022.0;-6749.0;-3279.0;-3470.0;9098.0;2797.0;3022.0;2773.0;249.0;0.0;0.0;3279.0;50803.0;45762.0;5041.0;70347.0;70347.0;65822.0;65822.0;0.0;0.0;4525.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1922.0;0.0;270.0;0.0;322.0;1330.0;0.0;1770.0;1461.0;309.0;182.0;127.0;294936.0;0.0;34945.0;48040.0;36226.0;11814.0;539.0;0.0;539.0;-768.0;0.0;-768.0;12406.0;12386.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;54794.0;0.0;0.0;0.0;0.0;0.0;0.0;54794.0;39508.0;0.0;0.0;0.0;4525.0;10761.0;8259.0;270.0;0.0;0.0;2945.0;5044.0;116793.0;51974.0;64819.0;64819.0;38961.0;4830.0;34131.0;25858.0;0.0;3362.0;0.0;3362.0;1823.0;1539.0;16958.0;16932.0;12035.0;4897.0;26.0;0.0;26.0;-392.0
351;Overheid (geconsolideerd);2004 1e kwartaal;67179.0;0.0;22477.0;4074.0;341.0;18062.0;0.0;0.0;0.0;0.0;0.0;14184.0;12909.0;7479.0;0.0;0.0;1275.0;-1584.0;-705.0;-879.0;1731.0;693.0;371.0;0.0;0.0;0.0;0.0;667.0;10634.0;0.0;0.0;18863.0;18863.0;17647.0;17647.0;0.0;0.0;1216.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;512.0;0.0;66.0;0.0;0.0;446.0;0.0;362.0;285.0;77.0;0.0;-1154.0;70229.0;0.0;8073.0;11327.0;0.0;0.0;142.0;0.0;142.0;-170.0;0.0;-170.0;3059.0;3054.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13173.0;0.0;0.0;0.0;0.0;0.0;0.0;13173.0;0.0;0.0;0.0;0.0;0.0;0.0;2221.0;66.0;0.0;0.0;0.0;2155.0;27925.0;12061.0;15864.0;15864.0;9863.0;1603.0;8260.0;6001.0;0.0;1278.0;0.0;1278.0;0.0;-1154.0;3815.0;3811.0;3105.0;706.0;4.0;0.0;0.0;-614.0
