ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
718;Lokale overheid;2010 2e kwartaal;46025.0;0.0;20968.0;3311.0;184.0;17473.0;0.0;0.0;0.0;0.0;0.0;1213.0;0.0;0.0;0.0;0.0;1213.0;-617.0;-523.0;-94.0;981.0;414.0;464.0;400.0;64.0;0.0;0.0;103.0;894.0;0.0;894.0;447.0;447.0;0.0;0.0;0.0;0.0;447.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20893.0;0.0;68.0;20680.0;0.0;145.0;0.0;1246.0;-1.0;1247.0;1216.0;31.0;46999.0;0.0;6903.0;11281.0;8471.0;2810.0;150.0;0.0;150.0;-106.0;0.0;-106.0;591.0;589.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1756.0;0.0;0.0;0.0;0.0;0.0;0.0;1756.0;0.0;0.0;0.0;0.0;447.0;1309.0;3294.0;68.0;0.0;2897.0;0.0;329.0;18449.0;8704.0;9745.0;9745.0;976.0;976.0;0.0;8769.0;0.0;899.0;0.0;899.0;792.0;107.0;3757.0;3751.0;2740.0;1011.0;6.0;0.0;6.0;25.0
719;Lokale overheid;2010 3e kwartaal;40054.0;0.0;18171.0;3160.0;193.0;14818.0;0.0;0.0;0.0;0.0;0.0;1253.0;0.0;0.0;0.0;0.0;1253.0;-584.0;-491.0;-93.0;621.0;370.0;147.0;82.0;65.0;0.0;0.0;104.0;896.0;0.0;896.0;454.0;454.0;0.0;0.0;0.0;0.0;454.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18178.0;0.0;68.0;18011.0;0.0;99.0;0.0;1065.0;-1.0;1066.0;1051.0;15.0;40968.0;0.0;6760.0;8695.0;6546.0;2149.0;127.0;0.0;127.0;-107.0;0.0;-107.0;425.0;421.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1539.0;0.0;0.0;0.0;0.0;0.0;0.0;1539.0;0.0;0.0;0.0;0.0;454.0;1085.0;3068.0;68.0;0.0;2695.0;0.0;305.0;16079.0;7479.0;8600.0;8600.0;1261.0;1261.0;0.0;7339.0;0.0;811.0;0.0;811.0;724.0;87.0;3352.0;3348.0;2696.0;652.0;4.0;0.0;4.0;219.0
720;Lokale overheid;2010 4e kwartaal;42962.0;0.0;21082.0;3471.0;205.0;17406.0;0.0;0.0;0.0;0.0;0.0;1224.0;0.0;0.0;0.0;0.0;1224.0;-581.0;-491.0;-90.0;583.0;251.0;228.0;167.0;61.0;0.0;0.0;104.0;885.0;0.0;885.0;454.0;454.0;0.0;0.0;0.0;0.0;454.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17938.0;0.0;70.0;17788.0;0.0;80.0;0.0;1377.0;-2.0;1379.0;1359.0;20.0;46534.0;0.0;7629.0;10641.0;7928.0;2713.0;136.0;0.0;136.0;-107.0;0.0;-107.0;336.0;334.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1541.0;0.0;0.0;0.0;0.0;0.0;0.0;1541.0;0.0;0.0;0.0;0.0;454.0;1087.0;3410.0;70.0;0.0;3035.0;0.0;305.0;18391.0;8736.0;9655.0;9655.0;985.0;985.0;0.0;8670.0;0.0;1573.0;0.0;1573.0;946.0;627.0;3582.0;3576.0;2783.0;793.0;6.0;0.0;6.0;-598.0
721;Lokale overheid;2010;169499.0;0.0;78259.0;13224.0;772.0;64263.0;0.0;0.0;0.0;0.0;0.0;4886.0;0.0;0.0;0.0;0.0;4886.0;-2360.0;-1989.0;-371.0;2717.0;1380.0;924.0;669.0;255.0;0.0;0.0;413.0;3569.0;0.0;3569.0;1943.0;1943.0;0.0;0.0;0.0;0.0;1943.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75821.0;0.0;274.0;75093.0;0.0;454.0;0.0;4664.0;-4.0;4668.0;4580.0;88.0;174350.0;0.0;27975.0;39280.0;29396.0;9884.0;549.0;0.0;549.0;-422.0;0.0;-422.0;1768.0;1758.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;6460.0;0.0;0.0;0.0;0.0;0.0;0.0;6460.0;0.0;0.0;0.0;0.0;1943.0;4517.0;12662.0;274.0;0.0;11144.0;0.0;1244.0;68509.0;32327.0;36182.0;36182.0;4246.0;4246.0;0.0;31936.0;0.0;3974.0;0.0;3974.0;3073.0;901.0;14015.0;13985.0;10877.0;3108.0;30.0;0.0;30.0;-420.0
722;Lokale overheid;2011 1e kwartaal;40639.0;0.0;17915.0;3277.0;186.0;14452.0;0.0;0.0;0.0;0.0;0.0;1239.0;0.0;0.0;0.0;0.0;1239.0;-559.0;-471.0;-88.0;580.0;346.0;119.0;56.0;63.0;0.0;0.0;115.0;917.0;0.0;917.0;579.0;579.0;0.0;0.0;0.0;0.0;579.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19074.0;0.0;69.0;18886.0;0.0;119.0;0.0;894.0;1.0;893.0;814.0;79.0;39543.0;0.0;6443.0;8712.0;6462.0;2250.0;142.0;0.0;142.0;-99.0;0.0;-99.0;430.0;427.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1721.0;0.0;0.0;0.0;0.0;0.0;0.0;1721.0;0.0;0.0;0.0;0.0;579.0;1142.0;3015.0;69.0;0.0;2641.0;0.0;305.0;15498.0;7265.0;8233.0;8233.0;1046.0;1046.0;0.0;7187.0;0.0;521.0;0.0;521.0;489.0;32.0;3373.0;3351.0;2717.0;634.0;22.0;0.0;22.0;-213.0
723;Lokale overheid;2011 2e kwartaal;45626.0;0.0;20793.0;3310.0;183.0;17300.0;0.0;0.0;0.0;0.0;0.0;1270.0;0.0;0.0;0.0;0.0;1270.0;-572.0;-484.0;-88.0;979.0;346.0;515.0;452.0;63.0;0.0;0.0;118.0;926.0;0.0;926.0;426.0;426.0;0.0;0.0;0.0;0.0;426.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20639.0;0.0;69.0;20453.0;0.0;117.0;0.0;1165.0;0.0;1165.0;1134.0;31.0;45900.0;0.0;6696.0;11245.0;8416.0;2829.0;149.0;0.0;149.0;-92.0;0.0;-92.0;556.0;553.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1795.0;0.0;0.0;0.0;0.0;0.0;0.0;1795.0;0.0;0.0;0.0;0.0;426.0;1369.0;3229.0;69.0;0.0;2855.0;0.0;305.0;18296.0;8477.0;9819.0;9819.0;996.0;996.0;0.0;8823.0;0.0;691.0;0.0;691.0;673.0;18.0;3712.0;3711.0;2795.0;916.0;1.0;0.0;1.0;-377.0
724;Lokale overheid;2011 3e kwartaal;40116.0;0.0;18115.0;3260.0;194.0;14661.0;0.0;0.0;0.0;0.0;0.0;1257.0;0.0;0.0;0.0;0.0;1257.0;-576.0;-488.0;-88.0;852.0;464.0;285.0;222.0;63.0;0.0;0.0;103.0;918.0;0.0;918.0;423.0;423.0;0.0;0.0;0.0;0.0;423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18077.0;0.0;69.0;17893.0;0.0;115.0;0.0;1050.0;0.0;1050.0;1032.0;18.0;40727.0;0.0;6617.0;8701.0;6474.0;2227.0;130.0;0.0;130.0;-98.0;0.0;-98.0;445.0;443.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1553.0;0.0;0.0;0.0;0.0;0.0;0.0;1553.0;0.0;0.0;0.0;0.0;423.0;1130.0;3026.0;69.0;0.0;2653.0;0.0;304.0;15937.0;7221.0;8716.0;8716.0;1276.0;1276.0;0.0;7440.0;0.0;674.0;0.0;674.0;642.0;32.0;3375.0;3376.0;2765.0;611.0;-1.0;0.0;-1.0;367.0
725;Lokale overheid;2011 4e kwartaal;42963.0;0.0;21069.0;3505.0;206.0;17358.0;0.0;0.0;0.0;0.0;0.0;1236.0;0.0;0.0;0.0;0.0;1236.0;-589.0;-501.0;-88.0;425.0;237.0;82.0;22.0;60.0;0.0;0.0;106.0;910.0;0.0;910.0;413.0;413.0;0.0;0.0;0.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17896.0;0.0;69.0;17710.0;0.0;117.0;0.0;1603.0;1.0;1602.0;1308.0;294.0;46205.0;0.0;7641.0;10497.0;7790.0;2707.0;150.0;0.0;150.0;-99.0;0.0;-99.0;416.0;413.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1572.0;0.0;0.0;0.0;0.0;0.0;0.0;1572.0;0.0;0.0;0.0;0.0;413.0;1159.0;3375.0;69.0;0.0;3000.0;0.0;306.0;18330.0;8587.0;9743.0;9743.0;972.0;972.0;0.0;8771.0;0.0;1797.0;0.0;1797.0;1258.0;539.0;3138.0;3141.0;2880.0;261.0;-3.0;0.0;-3.0;-612.0
726;Lokale overheid;2011;169344.0;0.0;77892.0;13352.0;769.0;63771.0;0.0;0.0;0.0;0.0;0.0;5002.0;0.0;0.0;0.0;0.0;5002.0;-2296.0;-1944.0;-352.0;2836.0;1393.0;1001.0;752.0;249.0;0.0;0.0;442.0;3671.0;0.0;3671.0;1841.0;1841.0;0.0;0.0;0.0;0.0;1841.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75686.0;0.0;276.0;74942.0;0.0;468.0;0.0;4712.0;2.0;4710.0;4288.0;422.0;172375.0;0.0;27397.0;39155.0;29142.0;10013.0;571.0;0.0;571.0;-388.0;0.0;-388.0;1847.0;1836.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;6641.0;0.0;0.0;0.0;0.0;0.0;0.0;6641.0;0.0;0.0;0.0;0.0;1841.0;4800.0;12645.0;276.0;0.0;11149.0;0.0;1220.0;68061.0;31550.0;36511.0;36511.0;4290.0;4290.0;0.0;32221.0;0.0;3683.0;0.0;3683.0;3062.0;621.0;13598.0;13579.0;11157.0;2422.0;19.0;0.0;19.0;-835.0
727;Lokale overheid;2012 1e kwartaal;41012.0;0.0;18045.0;3360.0;177.0;14508.0;0.0;0.0;0.0;0.0;0.0;1309.0;0.0;0.0;0.0;0.0;1309.0;-575.0;-491.0;-84.0;507.0;319.0;73.0;12.0;61.0;0.0;0.0;115.0;944.0;0.0;944.0;552.0;552.0;0.0;0.0;0.0;0.0;552.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19325.0;0.0;69.0;19130.0;0.0;126.0;0.0;905.0;0.0;905.0;785.0;120.0;39806.0;0.0;6641.0;8602.0;6336.0;2266.0;150.0;0.0;150.0;-91.0;0.0;-91.0;405.0;402.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1767.0;0.0;0.0;0.0;0.0;0.0;0.0;1767.0;0.0;0.0;0.0;0.0;552.0;1215.0;3023.0;69.0;0.0;2647.0;0.0;307.0;15561.0;7263.0;8298.0;8298.0;1053.0;1053.0;0.0;7245.0;0.0;644.0;0.0;644.0;605.0;39.0;3291.0;3286.0;2743.0;543.0;5.0;0.0;5.0;-187.0
728;Wettelijke sociale verzekeringsinst.;2001 1e kwartaal;17964.0;0.0;700.0;131.0;1.0;568.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-100.0;0.0;-100.0;157.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15977.0;15977.0;15954.0;15954.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1230.0;0.0;0.0;0.0;0.0;1230.0;0.0;0.0;0.0;0.0;0.0;0.0;16534.0;0.0;282.0;382.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;26.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8480.0;0.0;0.0;0.0;0.0;0.0;0.0;8480.0;0.0;0.0;0.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;192.0;7130.0;568.0;6562.0;6562.0;6562.0;0.0;6562.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;37.0;37.0;35.0;2.0;0.0;0.0;0.0;0.0
729;Wettelijke sociale verzekeringsinst.;2001 2e kwartaal;19032.0;0.0;802.0;143.0;2.0;657.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-98.0;0.0;-98.0;149.0;149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16949.0;16949.0;16926.0;16926.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1230.0;0.0;0.0;0.0;0.0;1230.0;0.0;0.0;0.0;0.0;0.0;0.0;18252.0;0.0;293.0;487.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;25.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9229.0;0.0;0.0;0.0;0.0;0.0;0.0;9229.0;0.0;0.0;0.0;0.0;0.0;0.0;214.0;0.0;0.0;0.0;0.0;214.0;7974.0;657.0;7317.0;7317.0;7317.0;0.0;7317.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;26.0;26.0;21.0;5.0;0.0;0.0;0.0;-1.0
730;Wettelijke sociale verzekeringsinst.;2001 3e kwartaal;16269.0;0.0;709.0;195.0;2.0;512.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-94.0;0.0;-94.0;136.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14285.0;14285.0;14266.0;14266.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1233.0;0.0;0.0;0.0;0.0;1233.0;0.0;0.0;0.0;0.0;0.0;0.0;16979.0;0.0;273.0;392.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;23.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8610.0;0.0;0.0;0.0;0.0;0.0;0.0;8610.0;0.0;0.0;0.0;0.0;0.0;0.0;214.0;0.0;0.0;0.0;0.0;214.0;7417.0;512.0;6905.0;6905.0;6905.0;0.0;6905.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;45.0;45.0;43.0;2.0;0.0;0.0;0.0;0.0
731;Wettelijke sociale verzekeringsinst.;2001 4e kwartaal;16144.0;0.0;743.0;148.0;2.0;593.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-102.0;0.0;-102.0;129.0;129.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14141.0;14141.0;14123.0;14123.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1233.0;0.0;0.0;0.0;0.0;1233.0;0.0;0.0;0.0;0.0;0.0;0.0;17409.0;0.0;297.0;405.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;22.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8743.0;0.0;0.0;0.0;0.0;0.0;0.0;8743.0;0.0;0.0;0.0;0.0;0.0;0.0;299.0;0.0;0.0;0.0;0.0;299.0;7595.0;593.0;7002.0;7002.0;7002.0;0.0;7002.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;42.0;42.0;39.0;3.0;0.0;0.0;0.0;-1.0
732;Wettelijke sociale verzekeringsinst.;2001;69409.0;0.0;2954.0;617.0;7.0;2330.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-394.0;0.0;-394.0;571.0;571.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61352.0;61352.0;61269.0;61269.0;0.0;0.0;83.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4926.0;0.0;0.0;4912.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;69174.0;0.0;1145.0;1666.0;1330.0;336.0;5.0;0.0;5.0;0.0;0.0;0.0;96.0;96.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35062.0;0.0;0.0;0.0;0.0;0.0;0.0;35062.0;34979.0;0.0;0.0;0.0;83.0;0.0;919.0;0.0;0.0;919.0;0.0;0.0;30116.0;2330.0;27786.0;27786.0;27786.0;0.0;27786.0;0.0;0.0;17.0;0.0;17.0;0.0;17.0;150.0;150.0;138.0;12.0;0.0;0.0;0.0;-2.0
733;Wettelijke sociale verzekeringsinst.;2002 1e kwartaal;19534.0;0.0;788.0;158.0;2.0;628.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-108.0;0.0;-108.0;102.0;102.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16643.0;16643.0;16621.0;16621.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2109.0;0.0;0.0;0.0;0.0;2109.0;0.0;0.0;0.0;0.0;0.0;0.0;18035.0;0.0;353.0;394.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9082.0;0.0;0.0;0.0;0.0;0.0;0.0;9082.0;0.0;0.0;0.0;0.0;0.0;0.0;201.0;0.0;0.0;0.0;0.0;201.0;7937.0;628.0;7309.0;7309.0;7309.0;0.0;7309.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;42.0;42.0;40.0;2.0;0.0;0.0;0.0;0.0
734;Wettelijke sociale verzekeringsinst.;2002 2e kwartaal;18199.0;0.0;895.0;150.0;2.0;743.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-103.0;0.0;-103.0;116.0;116.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15194.0;15194.0;15175.0;15175.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2097.0;0.0;0.0;0.0;0.0;2097.0;0.0;0.0;0.0;0.0;0.0;0.0;19633.0;0.0;362.0;506.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;21.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9310.0;0.0;0.0;0.0;0.0;0.0;0.0;9310.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;0.0;0.0;0.0;0.0;257.0;9142.0;743.0;8399.0;8399.0;8399.0;0.0;8399.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;30.0;30.0;26.0;4.0;0.0;0.0;0.0;-1.0
735;Wettelijke sociale verzekeringsinst.;2002 3e kwartaal;17836.0;0.0;792.0;159.0;2.0;631.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-147.0;0.0;-147.0;101.0;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14994.0;14994.0;14977.0;14977.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2096.0;0.0;0.0;0.0;0.0;2096.0;0.0;0.0;0.0;0.0;0.0;0.0;18843.0;0.0;337.0;412.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;27.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9284.0;0.0;0.0;0.0;0.0;0.0;0.0;9284.0;0.0;0.0;0.0;0.0;0.0;0.0;270.0;0.0;0.0;0.0;0.0;270.0;8463.0;631.0;7832.0;7832.0;7832.0;0.0;7832.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;45.0;45.0;42.0;3.0;0.0;0.0;0.0;0.0
736;Wettelijke sociale verzekeringsinst.;2002 4e kwartaal;17895.0;0.0;832.0;158.0;2.0;672.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-105.0;0.0;-105.0;107.0;107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14961.0;14961.0;14945.0;14945.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2100.0;0.0;0.0;0.0;0.0;2100.0;0.0;0.0;0.0;0.0;0.0;0.0;19032.0;0.0;364.0;426.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;28.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9306.0;0.0;0.0;0.0;0.0;0.0;0.0;9306.0;0.0;0.0;0.0;0.0;0.0;0.0;234.0;0.0;0.0;0.0;0.0;234.0;8627.0;672.0;7955.0;7955.0;7955.0;0.0;7955.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;43.0;43.0;40.0;3.0;0.0;0.0;0.0;-1.0
737;Wettelijke sociale verzekeringsinst.;2002;73464.0;0.0;3307.0;625.0;8.0;2674.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-463.0;0.0;-463.0;426.0;426.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61792.0;61792.0;61718.0;61718.0;0.0;0.0;74.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8402.0;0.0;0.0;8388.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;75543.0;0.0;1416.0;1738.0;1390.0;348.0;5.0;0.0;5.0;0.0;0.0;0.0;96.0;96.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36982.0;0.0;0.0;0.0;0.0;0.0;0.0;36982.0;36908.0;0.0;0.0;0.0;74.0;0.0;962.0;0.0;0.0;962.0;0.0;0.0;34169.0;2674.0;31495.0;31495.0;31495.0;0.0;31495.0;0.0;0.0;17.0;0.0;17.0;0.0;17.0;160.0;160.0;148.0;12.0;0.0;0.0;0.0;-2.0
738;Wettelijke sociale verzekeringsinst.;2003 1e kwartaal;20132.0;0.0;786.0;158.0;2.0;626.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-107.0;0.0;-107.0;63.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17032.0;17032.0;17014.0;17014.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2358.0;0.0;0.0;0.0;0.0;2358.0;0.0;0.0;0.0;0.0;0.0;0.0;18967.0;0.0;338.0;414.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9227.0;0.0;0.0;0.0;0.0;0.0;0.0;9227.0;0.0;0.0;0.0;0.0;0.0;0.0;277.0;0.0;0.0;0.0;0.0;277.0;8673.0;626.0;8047.0;8047.0;8047.0;0.0;8047.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;33.0;-3.0;0.0;0.0;0.0;2.0
