ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
384;Noord-Friesland (CR);1e halfjaar 2016;;;;;
385;Noord-Friesland (CR);2e halfjaar 2016;;;;;
386;Noord-Friesland (CR);2016;;;;;
387;Noord-Friesland (CR);1e halfjaar 2017;;;;;
388;Noord-Friesland (CR);2e halfjaar 2017;;;;;
389;Noord-Friesland (CR);2017;;;;;
390;Noord-Friesland (CR);1e halfjaar 2018;;;;;
391;Noord-Friesland (CR);2e halfjaar 2018;;;;;
392;Noord-Friesland (CR);2018;;;;;
393;Noord-Friesland (CR);1e halfjaar 2019;;;;;
394;Noord-Friesland (CR);2e halfjaar 2019;;;;;
395;Noord-Friesland (CR);2019;;;;;
396;Noord-Friesland (CR);1e halfjaar 2020;;;;;
397;Noord-Friesland (CR);2e halfjaar 2020;;;;;
398;Noord-Friesland (CR);2020;;;;;
399;Zuidwest-Friesland (CR);1e kwartaal 2015;;;;;
400;Zuidwest-Friesland (CR);1e halfjaar 2015;;;;;
401;Zuidwest-Friesland (CR);2e halfjaar 2015;;;;;
402;Zuidwest-Friesland (CR);2015;;;;;
403;Zuidwest-Friesland (CR);1e halfjaar 2016;;;;;
404;Zuidwest-Friesland (CR);2e halfjaar 2016;;;;;
405;Zuidwest-Friesland (CR);2016;;;;;
406;Zuidwest-Friesland (CR);1e halfjaar 2017;;;;;
407;Zuidwest-Friesland (CR);2e halfjaar 2017;;;;;
408;Zuidwest-Friesland (CR);2017;;;;;
409;Zuidwest-Friesland (CR);1e halfjaar 2018;;;;;
410;Zuidwest-Friesland (CR);2e halfjaar 2018;;;;;
411;Zuidwest-Friesland (CR);2018;;;;;
412;Zuidwest-Friesland (CR);1e halfjaar 2019;;;;;
413;Zuidwest-Friesland (CR);2e halfjaar 2019;;;;;
414;Zuidwest-Friesland (CR);2019;;;;;
415;Zuidwest-Friesland (CR);1e halfjaar 2020;;;;;
416;Zuidwest-Friesland (CR);2e halfjaar 2020;;;;;
417;Zuidwest-Friesland (CR);2020;;;;;
418;Zuidoost-Friesland (CR);1e kwartaal 2015;;;;;
419;Zuidoost-Friesland (CR);1e halfjaar 2015;;;;;
420;Zuidoost-Friesland (CR);2e halfjaar 2015;;;;;
421;Zuidoost-Friesland (CR);2015;;;;;
422;Zuidoost-Friesland (CR);1e halfjaar 2016;;;;;
423;Zuidoost-Friesland (CR);2e halfjaar 2016;;;;;
424;Zuidoost-Friesland (CR);2016;;;;;
425;Zuidoost-Friesland (CR);1e halfjaar 2017;;;;;
426;Zuidoost-Friesland (CR);2e halfjaar 2017;;;;;
427;Zuidoost-Friesland (CR);2017;;;;;
428;Zuidoost-Friesland (CR);1e halfjaar 2018;;;;;
429;Zuidoost-Friesland (CR);2e halfjaar 2018;;;;;
430;Zuidoost-Friesland (CR);2018;;;;;
431;Zuidoost-Friesland (CR);1e halfjaar 2019;;;;;
432;Zuidoost-Friesland (CR);2e halfjaar 2019;;;;;
433;Zuidoost-Friesland (CR);2019;;;;;
434;Zuidoost-Friesland (CR);1e halfjaar 2020;;;;;
435;Zuidoost-Friesland (CR);2e halfjaar 2020;;;;;
436;Zuidoost-Friesland (CR);2020;;;;;
437;Noord-Drenthe (CR);1e kwartaal 2015;;;;;
438;Noord-Drenthe (CR);1e halfjaar 2015;;;;;
439;Noord-Drenthe (CR);2e halfjaar 2015;;;;;
440;Noord-Drenthe (CR);2015;;;;;
441;Noord-Drenthe (CR);1e halfjaar 2016;;;;;
442;Noord-Drenthe (CR);2e halfjaar 2016;;;;;
443;Noord-Drenthe (CR);2016;;;;;
444;Noord-Drenthe (CR);1e halfjaar 2017;;;;;
445;Noord-Drenthe (CR);2e halfjaar 2017;;;;;
446;Noord-Drenthe (CR);2017;;;;;
447;Noord-Drenthe (CR);1e halfjaar 2018;;;;;
448;Noord-Drenthe (CR);2e halfjaar 2018;;;;;
449;Noord-Drenthe (CR);2018;;;;;
450;Noord-Drenthe (CR);1e halfjaar 2019;;;;;
451;Noord-Drenthe (CR);2e halfjaar 2019;;;;;
452;Noord-Drenthe (CR);2019;;;;;
453;Noord-Drenthe (CR);1e halfjaar 2020;;;;;
454;Noord-Drenthe (CR);2e halfjaar 2020;;;;;
455;Noord-Drenthe (CR);2020;;;;;
456;Zuidoost-Drenthe (CR);1e kwartaal 2015;;;;;
457;Zuidoost-Drenthe (CR);1e halfjaar 2015;;;;;
458;Zuidoost-Drenthe (CR);2e halfjaar 2015;;;;;
459;Zuidoost-Drenthe (CR);2015;;;;;
460;Zuidoost-Drenthe (CR);1e halfjaar 2016;;;;;
461;Zuidoost-Drenthe (CR);2e halfjaar 2016;;;;;
462;Zuidoost-Drenthe (CR);2016;;;;;
463;Zuidoost-Drenthe (CR);1e halfjaar 2017;;;;;
464;Zuidoost-Drenthe (CR);2e halfjaar 2017;;;;;
465;Zuidoost-Drenthe (CR);2017;;;;;
466;Zuidoost-Drenthe (CR);1e halfjaar 2018;;;;;
467;Zuidoost-Drenthe (CR);2e halfjaar 2018;;;;;
468;Zuidoost-Drenthe (CR);2018;;;;;
469;Zuidoost-Drenthe (CR);1e halfjaar 2019;;;;;
470;Zuidoost-Drenthe (CR);2e halfjaar 2019;;;;;
471;Zuidoost-Drenthe (CR);2019;;;;;
472;Zuidoost-Drenthe (CR);1e halfjaar 2020;;;;;
473;Zuidoost-Drenthe (CR);2e halfjaar 2020;;;;;
474;Zuidoost-Drenthe (CR);2020;;;;;
475;Zuidwest-Drenthe (CR);1e kwartaal 2015;;;;;
476;Zuidwest-Drenthe (CR);1e halfjaar 2015;;;;;
477;Zuidwest-Drenthe (CR);2e halfjaar 2015;;;;;
478;Zuidwest-Drenthe (CR);2015;;;;;
479;Zuidwest-Drenthe (CR);1e halfjaar 2016;;;;;
480;Zuidwest-Drenthe (CR);2e halfjaar 2016;;;;;
481;Zuidwest-Drenthe (CR);2016;;;;;
482;Zuidwest-Drenthe (CR);1e halfjaar 2017;;;;;
483;Zuidwest-Drenthe (CR);2e halfjaar 2017;;;;;
484;Zuidwest-Drenthe (CR);2017;;;;;
485;Zuidwest-Drenthe (CR);1e halfjaar 2018;;;;;
486;Zuidwest-Drenthe (CR);2e halfjaar 2018;;;;;
487;Zuidwest-Drenthe (CR);2018;;;;;
488;Zuidwest-Drenthe (CR);1e halfjaar 2019;;;;;
489;Zuidwest-Drenthe (CR);2e halfjaar 2019;;;;;
490;Zuidwest-Drenthe (CR);2019;;;;;
491;Zuidwest-Drenthe (CR);1e halfjaar 2020;;;;;
492;Zuidwest-Drenthe (CR);2e halfjaar 2020;;;;;
493;Zuidwest-Drenthe (CR);2020;;;;;
494;Noord-Overijssel (CR);1e kwartaal 2015;;;;;
495;Noord-Overijssel (CR);1e halfjaar 2015;;;;;
496;Noord-Overijssel (CR);2e halfjaar 2015;;;;;
497;Noord-Overijssel (CR);2015;;;;;
498;Noord-Overijssel (CR);1e halfjaar 2016;;;;;
499;Noord-Overijssel (CR);2e halfjaar 2016;;;;;
500;Noord-Overijssel (CR);2016;;;;;
501;Noord-Overijssel (CR);1e halfjaar 2017;;;;;
502;Noord-Overijssel (CR);2e halfjaar 2017;;;;;
503;Noord-Overijssel (CR);2017;;;;;
504;Noord-Overijssel (CR);1e halfjaar 2018;;;;;
505;Noord-Overijssel (CR);2e halfjaar 2018;;;;;
506;Noord-Overijssel (CR);2018;;;;;
507;Noord-Overijssel (CR);1e halfjaar 2019;;;;;
508;Noord-Overijssel (CR);2e halfjaar 2019;;;;;
509;Noord-Overijssel (CR);2019;;;;;
510;Noord-Overijssel (CR);1e halfjaar 2020;;;;;
511;Noord-Overijssel (CR);2e halfjaar 2020;;;;;
512;Noord-Overijssel (CR);2020;;;;;
513;Zuidwest-Overijssel (CR);1e kwartaal 2015;;;;;
514;Zuidwest-Overijssel (CR);1e halfjaar 2015;;;;;
515;Zuidwest-Overijssel (CR);2e halfjaar 2015;;;;;
516;Zuidwest-Overijssel (CR);2015;;;;;
517;Zuidwest-Overijssel (CR);1e halfjaar 2016;;;;;
518;Zuidwest-Overijssel (CR);2e halfjaar 2016;;;;;
519;Zuidwest-Overijssel (CR);2016;;;;;
520;Zuidwest-Overijssel (CR);1e halfjaar 2017;;;;;
521;Zuidwest-Overijssel (CR);2e halfjaar 2017;;;;;
522;Zuidwest-Overijssel (CR);2017;;;;;
523;Zuidwest-Overijssel (CR);1e halfjaar 2018;;;;;
524;Zuidwest-Overijssel (CR);2e halfjaar 2018;;;;;
525;Zuidwest-Overijssel (CR);2018;;;;;
526;Zuidwest-Overijssel (CR);1e halfjaar 2019;;;;;
527;Zuidwest-Overijssel (CR);2e halfjaar 2019;;;;;
528;Zuidwest-Overijssel (CR);2019;;;;;
529;Zuidwest-Overijssel (CR);1e halfjaar 2020;;;;;
530;Zuidwest-Overijssel (CR);2e halfjaar 2020;;;;;
531;Zuidwest-Overijssel (CR);2020;;;;;
532;Twente (CR);1e kwartaal 2015;;;;;
533;Twente (CR);1e halfjaar 2015;;;;;
534;Twente (CR);2e halfjaar 2015;;;;;
535;Twente (CR);2015;;;;;
536;Twente (CR);1e halfjaar 2016;;;;;
537;Twente (CR);2e halfjaar 2016;;;;;
538;Twente (CR);2016;;;;;
539;Twente (CR);1e halfjaar 2017;;;;;
540;Twente (CR);2e halfjaar 2017;;;;;
541;Twente (CR);2017;;;;;
542;Twente (CR);1e halfjaar 2018;;;;;
543;Twente (CR);2e halfjaar 2018;;;;;
544;Twente (CR);2018;;;;;
545;Twente (CR);1e halfjaar 2019;;;;;
546;Twente (CR);2e halfjaar 2019;;;;;
547;Twente (CR);2019;;;;;
548;Twente (CR);1e halfjaar 2020;;;;;
549;Twente (CR);2e halfjaar 2020;;;;;
550;Twente (CR);2020;;;;;
551;Veluwe (CR);1e kwartaal 2015;;;;;
552;Veluwe (CR);1e halfjaar 2015;;;;;
553;Veluwe (CR);2e halfjaar 2015;;;;;
554;Veluwe (CR);2015;;;;;
555;Veluwe (CR);1e halfjaar 2016;;;;;
556;Veluwe (CR);2e halfjaar 2016;;;;;
557;Veluwe (CR);2016;;;;;
558;Veluwe (CR);1e halfjaar 2017;;;;;
559;Veluwe (CR);2e halfjaar 2017;;;;;
560;Veluwe (CR);2017;;;;;
561;Veluwe (CR);1e halfjaar 2018;;;;;
562;Veluwe (CR);2e halfjaar 2018;;;;;
563;Veluwe (CR);2018;;;;;
564;Veluwe (CR);1e halfjaar 2019;;;;;
565;Veluwe (CR);2e halfjaar 2019;;;;;
566;Veluwe (CR);2019;;;;;
567;Veluwe (CR);1e halfjaar 2020;;;;;
568;Veluwe (CR);2e halfjaar 2020;;;;;
569;Veluwe (CR);2020;;;;;
570;Achterhoek (CR);1e kwartaal 2015;;;;;
571;Achterhoek (CR);1e halfjaar 2015;;;;;
572;Achterhoek (CR);2e halfjaar 2015;;;;;
573;Achterhoek (CR);2015;;;;;
574;Achterhoek (CR);1e halfjaar 2016;;;;;
575;Achterhoek (CR);2e halfjaar 2016;;;;;
576;Achterhoek (CR);2016;;;;;
577;Achterhoek (CR);1e halfjaar 2017;;;;;
578;Achterhoek (CR);2e halfjaar 2017;;;;;
579;Achterhoek (CR);2017;;;;;
580;Achterhoek (CR);1e halfjaar 2018;;;;;
581;Achterhoek (CR);2e halfjaar 2018;;;;;
582;Achterhoek (CR);2018;;;;;
583;Achterhoek (CR);1e halfjaar 2019;;;;;
584;Achterhoek (CR);2e halfjaar 2019;;;;;
585;Achterhoek (CR);2019;;;;;
586;Achterhoek (CR);1e halfjaar 2020;;;;;
587;Achterhoek (CR);2e halfjaar 2020;;;;;
588;Achterhoek (CR);2020;;;;;
589;Arnhem/Nijmegen (CR);1e kwartaal 2015;;;;;
590;Arnhem/Nijmegen (CR);1e halfjaar 2015;;;;;
591;Arnhem/Nijmegen (CR);2e halfjaar 2015;;;;;
592;Arnhem/Nijmegen (CR);2015;;;;;
593;Arnhem/Nijmegen (CR);1e halfjaar 2016;;;;;
594;Arnhem/Nijmegen (CR);2e halfjaar 2016;;;;;
595;Arnhem/Nijmegen (CR);2016;;;;;
596;Arnhem/Nijmegen (CR);1e halfjaar 2017;;;;;
597;Arnhem/Nijmegen (CR);2e halfjaar 2017;;;;;
598;Arnhem/Nijmegen (CR);2017;;;;;
599;Arnhem/Nijmegen (CR);1e halfjaar 2018;;;;;
600;Arnhem/Nijmegen (CR);2e halfjaar 2018;;;;;
601;Arnhem/Nijmegen (CR);2018;;;;;
602;Arnhem/Nijmegen (CR);1e halfjaar 2019;;;;;
603;Arnhem/Nijmegen (CR);2e halfjaar 2019;;;;;
604;Arnhem/Nijmegen (CR);2019;;;;;
605;Arnhem/Nijmegen (CR);1e halfjaar 2020;;;;;
606;Arnhem/Nijmegen (CR);2e halfjaar 2020;;;;;
607;Arnhem/Nijmegen (CR);2020;;;;;
608;Zuidwest-Gelderland (CR);1e kwartaal 2015;;;;;
609;Zuidwest-Gelderland (CR);1e halfjaar 2015;;;;;
610;Zuidwest-Gelderland (CR);2e halfjaar 2015;;;;;
611;Zuidwest-Gelderland (CR);2015;;;;;
612;Zuidwest-Gelderland (CR);1e halfjaar 2016;;;;;
613;Zuidwest-Gelderland (CR);2e halfjaar 2016;;;;;
614;Zuidwest-Gelderland (CR);2016;;;;;
615;Zuidwest-Gelderland (CR);1e halfjaar 2017;;;;;
616;Zuidwest-Gelderland (CR);2e halfjaar 2017;;;;;
617;Zuidwest-Gelderland (CR);2017;;;;;
618;Zuidwest-Gelderland (CR);1e halfjaar 2018;;;;;
619;Zuidwest-Gelderland (CR);2e halfjaar 2018;;;;;
620;Zuidwest-Gelderland (CR);2018;;;;;
621;Zuidwest-Gelderland (CR);1e halfjaar 2019;;;;;
622;Zuidwest-Gelderland (CR);2e halfjaar 2019;;;;;
623;Zuidwest-Gelderland (CR);2019;;;;;
624;Zuidwest-Gelderland (CR);1e halfjaar 2020;;;;;
625;Zuidwest-Gelderland (CR);2e halfjaar 2020;;;;;
626;Zuidwest-Gelderland (CR);2020;;;;;
627;Utrecht (CR);1e kwartaal 2015;;;;;
628;Utrecht (CR);1e halfjaar 2015;;;;;
629;Utrecht (CR);2e halfjaar 2015;;;;;
630;Utrecht (CR);2015;;;;;
631;Utrecht (CR);1e halfjaar 2016;;;;;
632;Utrecht (CR);2e halfjaar 2016;;;;;
633;Utrecht (CR);2016;;;;;
634;Utrecht (CR);1e halfjaar 2017;;;;;
635;Utrecht (CR);2e halfjaar 2017;;;;;
636;Utrecht (CR);2017;;;;;
637;Utrecht (CR);1e halfjaar 2018;;;;;
638;Utrecht (CR);2e halfjaar 2018;;;;;
639;Utrecht (CR);2018;;;;;
640;Utrecht (CR);1e halfjaar 2019;;;;;
641;Utrecht (CR);2e halfjaar 2019;;;;;
642;Utrecht (CR);2019;;;;;
643;Utrecht (CR);1e halfjaar 2020;;;;;
644;Utrecht (CR);2e halfjaar 2020;;;;;
645;Utrecht (CR);2020;;;;;
646;Kop van Noord-Holland (CR);1e kwartaal 2015;;;;;
647;Kop van Noord-Holland (CR);1e halfjaar 2015;;;;;
648;Kop van Noord-Holland (CR);2e halfjaar 2015;;;;;
649;Kop van Noord-Holland (CR);2015;;;;;
650;Kop van Noord-Holland (CR);1e halfjaar 2016;;;;;
651;Kop van Noord-Holland (CR);2e halfjaar 2016;;;;;
652;Kop van Noord-Holland (CR);2016;;;;;
653;Kop van Noord-Holland (CR);1e halfjaar 2017;;;;;
654;Kop van Noord-Holland (CR);2e halfjaar 2017;;;;;
655;Kop van Noord-Holland (CR);2017;;;;;
656;Kop van Noord-Holland (CR);1e halfjaar 2018;;;;;
657;Kop van Noord-Holland (CR);2e halfjaar 2018;;;;;
658;Kop van Noord-Holland (CR);2018;;;;;
659;Kop van Noord-Holland (CR);1e halfjaar 2019;;;;;
660;Kop van Noord-Holland (CR);2e halfjaar 2019;;;;;
661;Kop van Noord-Holland (CR);2019;;;;;
662;Kop van Noord-Holland (CR);1e halfjaar 2020;;;;;
663;Kop van Noord-Holland (CR);2e halfjaar 2020;;;;;
664;Kop van Noord-Holland (CR);2020;;;;;
665;Alkmaar en omgeving (CR);1e kwartaal 2015;;;;;
666;Alkmaar en omgeving (CR);1e halfjaar 2015;;;;;
667;Alkmaar en omgeving (CR);2e halfjaar 2015;;;;;
668;Alkmaar en omgeving (CR);2015;;;;;
669;Alkmaar en omgeving (CR);1e halfjaar 2016;;;;;
670;Alkmaar en omgeving (CR);2e halfjaar 2016;;;;;
671;Alkmaar en omgeving (CR);2016;;;;;
672;Alkmaar en omgeving (CR);1e halfjaar 2017;;;;;
673;Alkmaar en omgeving (CR);2e halfjaar 2017;;;;;
674;Alkmaar en omgeving (CR);2017;;;;;
675;Alkmaar en omgeving (CR);1e halfjaar 2018;;;;;
676;Alkmaar en omgeving (CR);2e halfjaar 2018;;;;;
677;Alkmaar en omgeving (CR);2018;;;;;
678;Alkmaar en omgeving (CR);1e halfjaar 2019;;;;;
679;Alkmaar en omgeving (CR);2e halfjaar 2019;;;;;
680;Alkmaar en omgeving (CR);2019;;;;;
681;Alkmaar en omgeving (CR);1e halfjaar 2020;;;;;
682;Alkmaar en omgeving (CR);2e halfjaar 2020;;;;;
683;Alkmaar en omgeving (CR);2020;;;;;
684;IJmond (CR);1e kwartaal 2015;;;;;
685;IJmond (CR);1e halfjaar 2015;;;;;
686;IJmond (CR);2e halfjaar 2015;;;;;
687;IJmond (CR);2015;;;;;
688;IJmond (CR);1e halfjaar 2016;;;;;
689;IJmond (CR);2e halfjaar 2016;;;;;
690;IJmond (CR);2016;;;;;
691;IJmond (CR);1e halfjaar 2017;;;;;
692;IJmond (CR);2e halfjaar 2017;;;;;
693;IJmond (CR);2017;;;;;
694;IJmond (CR);1e halfjaar 2018;;;;;
695;IJmond (CR);2e halfjaar 2018;;;;;
696;IJmond (CR);2018;;;;;
697;IJmond (CR);1e halfjaar 2019;;;;;
698;IJmond (CR);2e halfjaar 2019;;;;;
699;IJmond (CR);2019;;;;;
700;IJmond (CR);1e halfjaar 2020;;;;;
701;IJmond (CR);2e halfjaar 2020;;;;;
702;IJmond (CR);2020;;;;;
703;Agglomeratie Haarlem (CR);1e kwartaal 2015;;;;;
704;Agglomeratie Haarlem (CR);1e halfjaar 2015;;;;;
705;Agglomeratie Haarlem (CR);2e halfjaar 2015;;;;;
706;Agglomeratie Haarlem (CR);2015;;;;;
707;Agglomeratie Haarlem (CR);1e halfjaar 2016;;;;;
708;Agglomeratie Haarlem (CR);2e halfjaar 2016;;;;;
709;Agglomeratie Haarlem (CR);2016;;;;;
710;Agglomeratie Haarlem (CR);1e halfjaar 2017;;;;;
711;Agglomeratie Haarlem (CR);2e halfjaar 2017;;;;;
712;Agglomeratie Haarlem (CR);2017;;;;;
713;Agglomeratie Haarlem (CR);1e halfjaar 2018;;;;;
714;Agglomeratie Haarlem (CR);2e halfjaar 2018;;;;;
715;Agglomeratie Haarlem (CR);2018;;;;;
716;Agglomeratie Haarlem (CR);1e halfjaar 2019;;;;;
717;Agglomeratie Haarlem (CR);2e halfjaar 2019;;;;;
718;Agglomeratie Haarlem (CR);2019;;;;;
719;Agglomeratie Haarlem (CR);1e halfjaar 2020;;;;;
720;Agglomeratie Haarlem (CR);2e halfjaar 2020;;;;;
721;Agglomeratie Haarlem (CR);2020;;;;;
722;Zaanstreek (CR);1e kwartaal 2015;;;;;
723;Zaanstreek (CR);1e halfjaar 2015;;;;;
724;Zaanstreek (CR);2e halfjaar 2015;;;;;
725;Zaanstreek (CR);2015;;;;;
726;Zaanstreek (CR);1e halfjaar 2016;;;;;
727;Zaanstreek (CR);2e halfjaar 2016;;;;;
728;Zaanstreek (CR);2016;;;;;
729;Zaanstreek (CR);1e halfjaar 2017;;;;;
730;Zaanstreek (CR);2e halfjaar 2017;;;;;
731;Zaanstreek (CR);2017;;;;;
732;Zaanstreek (CR);1e halfjaar 2018;;;;;
733;Zaanstreek (CR);2e halfjaar 2018;;;;;
734;Zaanstreek (CR);2018;;;;;
735;Zaanstreek (CR);1e halfjaar 2019;;;;;
736;Zaanstreek (CR);2e halfjaar 2019;;;;;
737;Zaanstreek (CR);2019;;;;;
738;Zaanstreek (CR);1e halfjaar 2020;;;;;
739;Zaanstreek (CR);2e halfjaar 2020;;;;;
740;Zaanstreek (CR);2020;;;;;
741;Groot-Amsterdam (CR);1e kwartaal 2015;;;;;
742;Groot-Amsterdam (CR);1e halfjaar 2015;;;;;
743;Groot-Amsterdam (CR);2e halfjaar 2015;;;;;
744;Groot-Amsterdam (CR);2015;;;;;
745;Groot-Amsterdam (CR);1e halfjaar 2016;;;;;
746;Groot-Amsterdam (CR);2e halfjaar 2016;;;;;
747;Groot-Amsterdam (CR);2016;;;;;
748;Groot-Amsterdam (CR);1e halfjaar 2017;;;;;
749;Groot-Amsterdam (CR);2e halfjaar 2017;;;;;
750;Groot-Amsterdam (CR);2017;;;;;
751;Groot-Amsterdam (CR);1e halfjaar 2018;;;;;
752;Groot-Amsterdam (CR);2e halfjaar 2018;;;;;
753;Groot-Amsterdam (CR);2018;;;;;
754;Groot-Amsterdam (CR);1e halfjaar 2019;;;;;
755;Groot-Amsterdam (CR);2e halfjaar 2019;;;;;
756;Groot-Amsterdam (CR);2019;;;;;
757;Groot-Amsterdam (CR);1e halfjaar 2020;;;;;
758;Groot-Amsterdam (CR);2e halfjaar 2020;;;;;
759;Groot-Amsterdam (CR);2020;;;;;
760;Het Gooi en Vechtstreek (CR);1e kwartaal 2015;;;;;
761;Het Gooi en Vechtstreek (CR);1e halfjaar 2015;;;;;
762;Het Gooi en Vechtstreek (CR);2e halfjaar 2015;;;;;
763;Het Gooi en Vechtstreek (CR);2015;;;;;
764;Het Gooi en Vechtstreek (CR);1e halfjaar 2016;;;;;
765;Het Gooi en Vechtstreek (CR);2e halfjaar 2016;;;;;
766;Het Gooi en Vechtstreek (CR);2016;;;;;
767;Het Gooi en Vechtstreek (CR);1e halfjaar 2017;;;;;
768;Het Gooi en Vechtstreek (CR);2e halfjaar 2017;;;;;
769;Het Gooi en Vechtstreek (CR);2017;;;;;
770;Het Gooi en Vechtstreek (CR);1e halfjaar 2018;;;;;
771;Het Gooi en Vechtstreek (CR);2e halfjaar 2018;;;;;
772;Het Gooi en Vechtstreek (CR);2018;;;;;
773;Het Gooi en Vechtstreek (CR);1e halfjaar 2019;;;;;
774;Het Gooi en Vechtstreek (CR);2e halfjaar 2019;;;;;
775;Het Gooi en Vechtstreek (CR);2019;;;;;
776;Het Gooi en Vechtstreek (CR);1e halfjaar 2020;;;;;
777;Het Gooi en Vechtstreek (CR);2e halfjaar 2020;;;;;
778;Het Gooi en Vechtstreek (CR);2020;;;;;
779;Agglomeratie Leiden en Bollenstreek (CR);1e kwartaal 2015;;;;;
780;Agglomeratie Leiden en Bollenstreek (CR);1e halfjaar 2015;;;;;
781;Agglomeratie Leiden en Bollenstreek (CR);2e halfjaar 2015;;;;;
782;Agglomeratie Leiden en Bollenstreek (CR);2015;;;;;
783;Agglomeratie Leiden en Bollenstreek (CR);1e halfjaar 2016;;;;;
784;Agglomeratie Leiden en Bollenstreek (CR);2e halfjaar 2016;;;;;
785;Agglomeratie Leiden en Bollenstreek (CR);2016;;;;;
786;Agglomeratie Leiden en Bollenstreek (CR);1e halfjaar 2017;;;;;
787;Agglomeratie Leiden en Bollenstreek (CR);2e halfjaar 2017;;;;;
788;Agglomeratie Leiden en Bollenstreek (CR);2017;;;;;
789;Agglomeratie Leiden en Bollenstreek (CR);1e halfjaar 2018;;;;;
790;Agglomeratie Leiden en Bollenstreek (CR);2e halfjaar 2018;;;;;
791;Agglomeratie Leiden en Bollenstreek (CR);2018;;;;;
792;Agglomeratie Leiden en Bollenstreek (CR);1e halfjaar 2019;;;;;
793;Agglomeratie Leiden en Bollenstreek (CR);2e halfjaar 2019;;;;;
794;Agglomeratie Leiden en Bollenstreek (CR);2019;;;;;
795;Agglomeratie Leiden en Bollenstreek (CR);1e halfjaar 2020;;;;;
796;Agglomeratie Leiden en Bollenstreek (CR);2e halfjaar 2020;;;;;
797;Agglomeratie Leiden en Bollenstreek (CR);2020;;;;;
798;Agglomeratie 's-Gravenhage (CR);1e kwartaal 2015;;;;;
799;Agglomeratie 's-Gravenhage (CR);1e halfjaar 2015;;;;;
800;Agglomeratie 's-Gravenhage (CR);2e halfjaar 2015;;;;;
801;Agglomeratie 's-Gravenhage (CR);2015;;;;;
802;Agglomeratie 's-Gravenhage (CR);1e halfjaar 2016;;;;;
803;Agglomeratie 's-Gravenhage (CR);2e halfjaar 2016;;;;;
804;Agglomeratie 's-Gravenhage (CR);2016;;;;;
805;Agglomeratie 's-Gravenhage (CR);1e halfjaar 2017;;;;;
806;Agglomeratie 's-Gravenhage (CR);2e halfjaar 2017;;;;;
807;Agglomeratie 's-Gravenhage (CR);2017;;;;;
808;Agglomeratie 's-Gravenhage (CR);1e halfjaar 2018;;;;;
809;Agglomeratie 's-Gravenhage (CR);2e halfjaar 2018;;;;;
810;Agglomeratie 's-Gravenhage (CR);2018;;;;;
811;Agglomeratie 's-Gravenhage (CR);1e halfjaar 2019;;;;;
812;Agglomeratie 's-Gravenhage (CR);2e halfjaar 2019;;;;;
813;Agglomeratie 's-Gravenhage (CR);2019;;;;;
814;Agglomeratie 's-Gravenhage (CR);1e halfjaar 2020;;;;;
815;Agglomeratie 's-Gravenhage (CR);2e halfjaar 2020;;;;;
816;Agglomeratie 's-Gravenhage (CR);2020;;;;;
817;Delft en Westland (CR);1e kwartaal 2015;;;;;
818;Delft en Westland (CR);1e halfjaar 2015;;;;;
819;Delft en Westland (CR);2e halfjaar 2015;;;;;
820;Delft en Westland (CR);2015;;;;;
821;Delft en Westland (CR);1e halfjaar 2016;;;;;
822;Delft en Westland (CR);2e halfjaar 2016;;;;;
823;Delft en Westland (CR);2016;;;;;
824;Delft en Westland (CR);1e halfjaar 2017;;;;;
825;Delft en Westland (CR);2e halfjaar 2017;;;;;
826;Delft en Westland (CR);2017;;;;;
827;Delft en Westland (CR);1e halfjaar 2018;;;;;
828;Delft en Westland (CR);2e halfjaar 2018;;;;;
829;Delft en Westland (CR);2018;;;;;
830;Delft en Westland (CR);1e halfjaar 2019;;;;;
831;Delft en Westland (CR);2e halfjaar 2019;;;;;
832;Delft en Westland (CR);2019;;;;;
833;Delft en Westland (CR);1e halfjaar 2020;;;;;
834;Delft en Westland (CR);2e halfjaar 2020;;;;;
835;Delft en Westland (CR);2020;;;;;
836;Oost-Zuid-Holland (CR);1e kwartaal 2015;;;;;
837;Oost-Zuid-Holland (CR);1e halfjaar 2015;;;;;
838;Oost-Zuid-Holland (CR);2e halfjaar 2015;;;;;
839;Oost-Zuid-Holland (CR);2015;;;;;
840;Oost-Zuid-Holland (CR);1e halfjaar 2016;;;;;
841;Oost-Zuid-Holland (CR);2e halfjaar 2016;;;;;
842;Oost-Zuid-Holland (CR);2016;;;;;
843;Oost-Zuid-Holland (CR);1e halfjaar 2017;;;;;
844;Oost-Zuid-Holland (CR);2e halfjaar 2017;;;;;
845;Oost-Zuid-Holland (CR);2017;;;;;
846;Oost-Zuid-Holland (CR);1e halfjaar 2018;;;;;
847;Oost-Zuid-Holland (CR);2e halfjaar 2018;;;;;
848;Oost-Zuid-Holland (CR);2018;;;;;
849;Oost-Zuid-Holland (CR);1e halfjaar 2019;;;;;
850;Oost-Zuid-Holland (CR);2e halfjaar 2019;;;;;
851;Oost-Zuid-Holland (CR);2019;;;;;
852;Oost-Zuid-Holland (CR);1e halfjaar 2020;;;;;
853;Oost-Zuid-Holland (CR);2e halfjaar 2020;;;;;
