ID;Dividend;Perioden;TotaalOndernemingenEnFondsen_1;TotaalOndernemingen_2;TotaalIndustrie_3;Basisgoederen_4;Consumentengoederen_5;Kapitaalgoederen_6;BouwnijverheidEnInstallatie_7;Delfstoffenwinning_8;Handel_9;TransportOpslagEnCommunicatie_10;NietFinancieleDienstverlening_11;BankenFinancieleDienstverlening_12;Verzekeraars_13;TotaalFondsen_14;Beleggingsfondsen_15;Vastgoedfondsen_16;OverigeFondsen_17
45;Dividend totaal;2001 mei;5857.0;5126.0;1022.0;265.0;727.0;29.0;121.0;1973;588.0;213.0;560.0;55.0;594.0;731.0;331.0;363.0;37.0
46;Dividend totaal;2001 juni;1701.0;1505.0;117.0;50.0;18.0;49.0;38.0;0;50.0;0.0;44.0;766.0;491.0;195.0;148.0;3.0;45.0
47;Dividend totaal;2001 juli;512.0;2.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0.0;1.0;0.0;0.0;510.0;5.0;225.0;281.0
48;Dividend totaal;2001 augustus;1094.0;1080.0;59.0;59.0;0.0;0.0;0.0;0;0.0;95.0;0.0;0.0;926.0;14.0;3.0;12.0;0.0
49;Dividend totaal;2001 september;3379.0;3194.0;154.0;0.0;149.0;6.0;0.0;1501;227.0;0.0;95.0;692.0;524.0;185.0;94.0;47.0;44.0
50;Dividend totaal;2001 oktober;133.0;23.0;13.0;0.0;0.0;13.0;0.0;0;10.0;0.0;0.0;0.0;0.0;110.0;2.0;108.0;0.0
51;Dividend totaal;2001 november;267.0;96.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;10.0;0.0;0.0;171.0;136.0;35.0;0.0
52;Dividend totaal;2001 december;1207.0;300.0;286.0;0.0;286.0;0.0;0.0;0;14.0;0.0;0.0;0.0;0.0;907.0;98.0;2.0;806.0
53;Dividend totaal;2001;16952.0;13632.0;2527.0;593.0;1289.0;644.0;159.0;3474;911.0;308.0;725.0;1584.0;3944.0;3320.0;1036.0;1040.0;1244.0
54;Dividend totaal;2002 januari;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;18.0;16.0;2.0;0.0
55;Dividend totaal;2002 februari;66.0;62.0;60.0;0.0;60.0;0.0;0.0;0;2.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0
56;Dividend totaal;2002 maart;78.0;68.0;52.0;0.0;0.0;52.0;0.0;0;15.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
57;Dividend totaal;2002 april;2123.0;1721.0;651.0;120.0;46.0;484.0;0.0;0;22.0;0.0;2.0;50.0;996.0;402.0;170.0;232.0;0.0
58;Dividend totaal;2002 mei;6607.0;5304.0;458.0;266.0;187.0;4.0;163.0;2042;599.0;153.0;531.0;705.0;654.0;1303.0;473.0;784.0;46.0
59;Dividend totaal;2002 juni;2246.0;1957.0;704.0;0.0;624.0;80.0;16.0;0;30.0;0.0;54.0;14.0;1138.0;290.0;230.0;4.0;56.0
60;Dividend totaal;2002 juli;220.0;57.0;46.0;46.0;0.0;0.0;0.0;0;0.0;9.0;1.0;1.0;0.0;163.0;1.0;110.0;51.0
61;Dividend totaal;2002 augustus;1147.0;1123.0;59.0;59.0;0.0;0.0;0.0;0;7.0;72.0;30.0;0.0;956.0;23.0;6.0;17.0;0.0
62;Dividend totaal;2002 september;3424.0;3211.0;129.0;0.0;129.0;0.0;0.0;1531;236.0;0.0;66.0;718.0;530.0;213.0;135.0;47.0;31.0
63;Dividend totaal;2002 oktober;395.0;22.0;14.0;0.0;0.0;13.0;0.0;0;9.0;0.0;0.0;0.0;0.0;373.0;1.0;371.0;0.0
64;Dividend totaal;2002 november;476.0;97.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;11.0;0.0;0.0;379.0;121.0;259.0;0.0
65;Dividend totaal;2002 december;1205.0;314.0;314.0;0.0;314.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;891.0;115.0;776.0;0.0
66;Dividend totaal;2002;18005.0;13936.0;2572.0;577.0;1361.0;634.0;180.0;3573;919.0;234.0;695.0;1488.0;4276.0;4069.0;1283.0;2602.0;184.0
67;Dividend totaal;2003 januari;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;28.0;26.0;2.0;0.0
68;Dividend totaal;2003 februari;71.0;66.0;66.0;0.0;66.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
69;Dividend totaal;2003 maart;107.0;87.0;69.0;0.0;16.0;52.0;0.0;0;18.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0
70;Dividend totaal;2003 april;1556.0;995.0;658.0;120.0;53.0;485.0;0.0;0;27.0;120.0;162.0;28.0;0.0;561.0;316.0;245.0;0.0
71;Dividend totaal;2003 mei;5556.0;4872.0;437.0;267.0;111.0;59.0;110.0;2099;79.0;62.0;352.0;756.0;976.0;683.0;345.0;292.0;46.0
72;Dividend totaal;2003 juni;2331.0;1986.0;721.0;47.0;671.0;3.0;55.0;0;10.0;7.0;53.0;0.0;1140.0;345.0;330.0;15.0;0.0
73;Dividend totaal;2003 juli;61.0;9.0;1.0;1.0;0.0;0.0;0.0;0;2.0;5.0;1.0;0.0;0.0;52.0;1.0;0.0;51.0
74;Dividend totaal;2003 augustus;210.0;185.0;62.0;59.0;3.0;0.0;0.0;0;7.0;86.0;30.0;0.0;0.0;25.0;4.0;20.0;0.0
75;Dividend totaal;2003 september;3914.0;3698.0;74.0;0.0;74.0;0.0;0.0;1553;9.0;0.0;59.0;723.0;1279.0;216.0;112.0;73.0;31.0
76;Dividend totaal;2003 oktober;116.0;15.0;13.0;0.0;0.0;13.0;0.0;0;2.0;0.0;0.0;0.0;0.0;101.0;2.0;99.0;0.0
77;Dividend totaal;2003 november;241.0;86.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;155.0;114.0;42.0;0.0
78;Dividend totaal;2003 december;444.0;337.0;337.0;0.0;337.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;107.0;107.0;0.0;0.0
79;Dividend totaal;2003;14634.0;12335.0;2524.0;580.0;1332.0;613.0;166.0;3653;154.0;280.0;657.0;1507.0;3395.0;2298.0;1361.0;809.0;129.0
80;Dividend totaal;2004 januari;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;18.0;15.0;3.0;0.0
81;Dividend totaal;2004 februari;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0
82;Dividend totaal;2004 maart;110.0;101.0;59.0;0.0;0.0;59.0;0.0;0;20.0;21.0;0.0;0.0;0.0;9.0;7.0;2.0;0.0
83;Dividend totaal;2004 april;2083.0;1467.0;645.0;118.0;40.0;487.0;0.0;0;40.0;767.0;9.0;6.0;0.0;616.0;337.0;279.0;0.0
84;Dividend totaal;2004 mei;5180.0;4420.0;511.0;267.0;192.0;53.0;82.0;2125;22.0;18.0;514.0;846.0;303.0;760.0;348.0;366.0;46.0
85;Dividend totaal;2004 juni;3306.0;3097.0;680.0;0.0;672.0;8.0;28.0;0;16.0;46.0;94.0;1.0;2231.0;209.0;157.0;1.0;51.0
86;Dividend totaal;2004 juli;249.0;58.0;57.0;57.0;0.0;0.0;0.0;0;0.0;0.0;2.0;0.0;0.0;191.0;168.0;22.0;0.0
87;Dividend totaal;2004 augustus;1238.0;1219.0;63.0;59.0;5.0;0.0;0.0;0;7.0;295.0;30.0;823.0;0.0;19.0;8.0;11.0;0.0
88;Dividend totaal;2004 september;3299.0;3113.0;91.0;0.0;91.0;0.0;0.0;1563;0.0;0.0;67.0;7.0;1386.0;185.0;91.0;56.0;39.0
89;Dividend totaal;2004 oktober;128.0;22.0;13.0;0.0;0.0;13.0;0.0;0;2.0;0.0;0.0;8.0;0.0;105.0;2.0;103.0;0.0
90;Dividend totaal;2004 november;626.0;448.0;446.0;86.0;360.0;0.0;0.0;0;2.0;0.0;0.0;0.0;0.0;178.0;132.0;46.0;0.0
91;Dividend totaal;2004 december;107.0;3.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;3.0;0.0;0.0;105.0;105.0;0.0;0.0
92;Dividend totaal;2004;16351.0;13948.0;2566.0;586.0;1359.0;620.0;110.0;3688;109.0;1147.0;718.0;1690.0;3920.0;2402.0;1377.0;889.0;136.0
93;Dividend totaal;2005 januari;159.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;159.0;64.0;96.0;0.0
94;Dividend totaal;2005 februari;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;110.0;106.0;4.0;0.0
95;Dividend totaal;2005 maart;2233.0;2220.0;30.0;0.0;0.0;30.0;0.0;2165;0.0;0.0;25.0;0.0;0.0;13.0;2.0;11.0;0.0
96;Dividend totaal;2005 april;2432.0;1778.0;672.0;118.0;10.0;543.0;29.0;0;66.0;807.0;196.0;8.0;0.0;654.0;383.0;271.0;0.0
97;Dividend totaal;2005 mei;4336.0;3667.0;564.0;268.0;248.0;48.0;61.0;0;43.0;102.0;346.0;947.0;1605.0;669.0;272.0;338.0;58.0
98;Dividend totaal;2005 juni;3473.0;3301.0;789.0;1.0;734.0;55.0;21.0;958;16.0;4.0;160.0;0.0;1353.0;173.0;163.0;10.0;0.0
99;Dividend totaal;2005 juli;269.0;7.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0.0;6.0;0.0;0.0;263.0;237.0;5.0;21.0
100;Dividend totaal;2005 augustus;2733.0;2707.0;66.0;59.0;7.0;0.0;0.0;0;7.0;404.0;99.0;941.0;1191.0;26.0;15.0;11.0;0.0
101;Dividend totaal;2005 september;2275.0;2056.0;153.0;57.0;96.0;0.0;0.0;873;0.0;0.0;0.0;7.0;1024.0;219.0;109.0;70.0;39.0
102;Dividend totaal;2005 oktober;961.0;821.0;99.0;86.0;0.0;13.0;0.0;0;2.0;721.0;0.0;0.0;0.0;139.0;4.0;114.0;21.0
103;Dividend totaal;2005 november;201.0;5.0;0.0;0.0;0.0;0.0;0.0;0;3.0;0.0;0.0;2.0;0.0;196.0;131.0;65.0;0.0
104;Dividend totaal;2005 december;1336.0;1250.0;377.0;0.0;377.0;0.0;0.0;873;0.0;0.0;0.0;0.0;0.0;85.0;64.0;0.0;22.0
105;Dividend totaal;2005;20517.0;17812.0;2750.0;589.0;1472.0;689.0;111.0;4868;137.0;2037.0;831.0;1904.0;5172.0;2706.0;1548.0;996.0;161.0
106;Dividend totaal;2006 januari;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;64.0;64.0;0.0;0.0
107;Dividend totaal;2006 februari;123.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;123.0;116.0;7.0;0.0
108;Dividend totaal;2006 maart;971.0;939.0;36.0;0.0;0.0;36.0;0.0;903;0.0;0.0;0.0;0.0;0.0;32.0;5.0;0.0;27.0
109;Dividend totaal;2006 april;2374.0;1750.0;737.0;144.0;12.0;580.0;29.0;0;59.0;877.0;38.0;11.0;0.0;624.0;293.0;331.0;0.0
110;Dividend totaal;2006 mei;5072.0;4427.0;623.0;272.0;271.0;80.0;128.0;0;56.0;79.0;575.0;1188.0;1779.0;645.0;327.0;259.0;59.0
111;Dividend totaal;2006 juni;2928.0;2786.0;890.0;1.0;801.0;88.0;0.0;982;14.0;3.0;65.0;0.0;833.0;142.0;117.0;0.0;25.0
112;Dividend totaal;2006 juli;256.0;90.0;79.0;79.0;0.0;0.0;0.0;0;0.0;0.0;10.0;1.0;0.0;166.0;162.0;4.0;0.0
113;Dividend totaal;2006 augustus;3030.0;2984.0;92.0;67.0;25.0;0.0;0.0;0;8.0;454.0;76.0;1054.0;1301.0;45.0;33.0;12.0;0.0
114;Dividend totaal;2006 september;2619.0;2285.0;83.0;0.0;83.0;0.0;0.0;982;0.0;0.0;0.0;82.0;1138.0;334.0;128.0;76.0;130.0
115;Dividend totaal;2006 oktober;351.0;101.0;99.0;86.0;0.0;13.0;0.0;0;2.0;0.0;0.0;0.0;0.0;251.0;4.0;247.0;0.0
116;Dividend totaal;2006 november;247.0;5.0;0.0;0.0;0.0;0.0;0.0;0;5.0;0.0;0.0;0.0;0.0;242.0;172.0;70.0;0.0
117;Dividend totaal;2006 december;1998.0;1774.0;840.0;0.0;840.0;0.0;0.0;934;0.0;0.0;0.0;0.0;0.0;224.0;135.0;0.0;89.0
118;Dividend totaal;2006;20034.0;17142.0;3478.0;648.0;2032.0;798.0;156.0;3801;144.0;1413.0;764.0;2335.0;5051.0;2892.0;1556.0;1006.0;329.0
119;Dividend totaal;2007 januari;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;130.0;130.0;0.0;0.0
120;Dividend totaal;2007 februari;39.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1.0;0.0;0.0;38.0;32.0;6.0;0.0
121;Dividend totaal;2007 maart;1212.0;974.0;40.0;0.0;0.0;40.0;0.0;934;0.0;0.0;0.0;0.0;0.0;239.0;9.0;0.0;230.0
122;Dividend totaal;2007 april;2277.0;1766.0;885.0;131.0;16.0;738.0;64.0;0;103.0;656.0;58.0;0.0;0.0;512.0;389.0;122.0;0.0
123;Dividend totaal;2007 mei;6781.0;5769.0;1063.0;291.0;654.0;117.0;130.0;0;71.0;295.0;869.0;1223.0;2117.0;1013.0;306.0;491.0;216.0
124;Dividend totaal;2007 juni;3479.0;3179.0;971.0;84.0;806.0;80.0;0.0;978;25.0;39.0;6.0;92.0;1069.0;300.0;297.0;3.0;0.0
125;Dividend totaal;2007 juli;42.0;18.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0.0;16.0;1.0;0.0;25.0;15.0;0.0;9.0
126;Dividend totaal;2007 augustus;3860.0;3495.0;275.0;65.0;209.0;0.0;0.0;0;10.0;485.0;155.0;1112.0;1459.0;364.0;301.0;63.0;0.0
127;Dividend totaal;2007 september;3012.0;2614.0;123.0;0.0;118.0;5.0;0.0;967;24.0;0.0;0.0;7.0;1493.0;398.0;36.0;30.0;332.0
128;Dividend totaal;2007 oktober;138.0;136.0;134.0;121.0;0.0;13.0;0.0;0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
129;Dividend totaal;2007 november;331.0;8.0;0.0;0.0;0.0;0.0;0.0;0;8.0;0.0;0.0;0.0;0.0;323.0;194.0;130.0;0.0
130;Dividend totaal;2007 december;1567.0;1334.0;429.0;0.0;429.0;0.0;0.0;905;0.0;0.0;0.0;0.0;0.0;233.0;233.0;0.0;0.0
131;Dividend totaal;2007;22869.0;19291.0;3920.0;694.0;2232.0;994.0;193.0;3783;242.0;1475.0;1105.0;2434.0;6138.0;3578.0;1945.0;846.0;787.0
132;Dividend totaal;2008 januari;1348.0;1343.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1343.0;0.0;0.0;6.0;6.0;0.0;0.0
133;Dividend totaal;2008 februari;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;64.0;56.0;7.0;0.0
134;Dividend totaal;2008 maart;931.0;881.0;4.0;0.0;0.0;4.0;0.0;875;0.0;0.0;2.0;0.0;0.0;49.0;49.0;0.0;0.0
135;Dividend totaal;2008 april;4586.0;3940.0;1139.0;155.0;225.0;758.0;73.0;0;88.0;888.0;49.0;0.0;1704.0;645.0;410.0;122.0;113.0
136;Dividend totaal;2008 mei;4876.0;4164.0;791.0;385.0;186.0;221.0;240.0;0;232.0;65.0;811.0;102.0;1922.0;712.0;446.0;266.0;0.0
137;Dividend totaal;2008 juni;2209.0;1968.0;1050.0;84.0;857.0;109.0;0.0;781;37.0;52.0;48.0;0.0;0.0;241.0;238.0;3.0;0.0
138;Dividend totaal;2008 juli;59.0;30.0;4.0;1.0;0.0;3.0;0.0;0;0.0;0.0;11.0;15.0;0.0;29.0;11.0;0.0;18.0
139;Dividend totaal;2008 augustus;2528.0;2217.0;95.0;67.0;28.0;0.0;0.0;0;10.0;495.0;92.0;0.0;1525.0;311.0;252.0;60.0;0.0
140;Dividend totaal;2008 september;1769.0;1655.0;157.0;10.0;142.0;5.0;0.0;918;0.0;0.0;0.0;7.0;574.0;114.0;15.0;30.0;69.0
141;Dividend totaal;2008 oktober;34.0;24.0;23.0;10.0;0.0;13.0;0.0;0;2.0;0.0;0.0;0.0;0.0;10.0;9.0;1.0;0.0
142;Dividend totaal;2008 november;424.0;91.0;91.0;91.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;333.0;257.0;75.0;0.0
143;Dividend totaal;2008 december;1627.0;1554.0;446.0;0.0;446.0;0.0;0.0;1108;0.0;0.0;0.0;0.0;0.0;73.0;73.0;0.0;0.0
144;Dividend totaal;2008;20454.0;17868.0;3800.0;802.0;1884.0;1113.0;313.0;3682;368.0;1500.0;2355.0;125.0;5726.0;2586.0;1821.0;566.0;199.0
145;Dividend totaal;2009 januari;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;32.0;22.0;10.0;0.0
146;Dividend totaal;2009 februari;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0
147;Dividend totaal;2009 maart;1273.0;1245.0;0.0;0.0;0.0;0.0;0.0;1105;0.0;0.0;1.0;139.0;0.0;27.0;27.0;0.0;0.0
148;Dividend totaal;2009 april;2096.0;1614.0;777.0;10.0;0.0;767.0;115.0;0;36.0;669.0;17.0;0.0;0.0;482.0;310.0;172.0;0.0
149;Dividend totaal;2009 mei;2322.0;1574.0;683.0;331.0;287.0;66.0;15.0;0;236.0;72.0;544.0;22.0;0.0;748.0;405.0;260.0;83.0
150;Dividend totaal;2009 juni;2560.0;2337.0;1010.0;35.0;875.0;100.0;102.0;1111;18.0;53.0;42.0;0.0;0.0;224.0;221.0;3.0;0.0
151;Dividend totaal;2009 juli;35.0;17.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1.0;16.0;0.0;18.0;16.0;2.0;0.0
152;Dividend totaal;2009 augustus;698.0;622.0;74.0;67.0;7.0;0.0;0.0;0;6.0;449.0;94.0;0.0;0.0;76.0;31.0;45.0;0.0
153;Dividend totaal;2009 september;1394.0;1170.0;128.0;0.0;128.0;0.0;0.0;1035;2.0;0.0;0.0;5.0;0.0;224.0;127.0;36.0;61.0
154;Dividend totaal;2009 oktober;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;12.0;10.0;2.0;0.0
155;Dividend totaal;2009 november;382.0;77.0;69.0;69.0;0.0;0.0;0.0;0;7.0;0.0;0.0;0.0;0.0;305.0;228.0;77.0;0.0
156;Dividend totaal;2009 december;1620.0;1478.0;462.0;0.0;462.0;0.0;0.0;1016;0.0;0.0;0.0;0.0;0.0;142.0;142.0;0.0;0.0
157;Dividend totaal;2009;12425.0;10134.0;3204.0;513.0;1758.0;933.0;233.0;4268;305.0;1243.0;699.0;182.0;0.0;2291.0;1540.0;607.0;145.0
158;Dividend totaal;2010 januari;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0
159;Dividend totaal;2010 februari;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;25.0;17.0;7.0;0.0
160;Dividend totaal;2010 maart;1465.0;1417.0;334.0;0.0;334.0;0.0;0.0;1082;0.0;0.0;1.0;0.0;0.0;48.0;48.0;0.0;0.0
161;Dividend totaal;2010 april;2370.0;2134.0;1136.0;134.0;235.0;767.0;66.0;0;44.0;870.0;17.0;0.0;0.0;236.0;122.0;16.0;98.0
162;Dividend totaal;2010 mei;2464.0;1499.0;473.0;247.0;112.0;114.0;6.0;0;321.0;85.0;585.0;29.0;0.0;966.0;524.0;442.0;0.0
163;Dividend totaal;2010 juni;2235.0;2025.0;641.0;283.0;357.0;0.0;117.0;1138;8.0;0.0;39.0;0.0;83.0;210.0;206.0;4.0;0.0
