ID;Sterklassen;RegioS;Perioden;ZakelijkeOvernachtingen_1
1443;Accommodaties met 4 sterren;Nederland;2020 oktober;310
1444;Accommodaties met 4 sterren;Nederland;2020 november;250
1445;Accommodaties met 4 sterren;Nederland;2020 december;210
1446;Accommodaties met 4 sterren;Nederland;2020 4e kwartaal;770
1447;Accommodaties met 4 sterren;Nederland;2020;4770
1448;Accommodaties met 4 sterren;Nederland;2021 januari;170
1449;Accommodaties met 4 sterren;Nederland;2021 februari;200
1450;Accommodaties met 4 sterren;Nederland;2021 maart;230
1451;Accommodaties met 4 sterren;Nederland;2021 1e kwartaal;600
1452;Accommodaties met 4 sterren;Nederland;2021 april;260
1453;Accommodaties met 4 sterren;Nederland;2021 mei;390
1454;Accommodaties met 4 sterren;Nederland;2021 juni;430
1455;Accommodaties met 4 sterren;Nederland;2021 2e kwartaal;1090
1456;Accommodaties met 4 sterren;Nederland;2021 juli;470
1457;Accommodaties met 4 sterren;Nederland;2021 augustus;530
1458;Accommodaties met 4 sterren;Nederland;2021 september;640
1459;Accommodaties met 4 sterren;Nederland;2021 3e kwartaal;1630
1460;Accommodaties met 4 sterren;Nederland;2021 oktober;740
1461;Accommodaties met 4 sterren;Nederland;2021 november;580
1462;Accommodaties met 4 sterren;Nederland;2021 december;300
1463;Accommodaties met 4 sterren;Nederland;2021 4e kwartaal;1620
1464;Accommodaties met 4 sterren;Nederland;2021;4950
1465;Accommodaties met 4 sterren;Nederland;2022 januari;290
1466;Accommodaties met 4 sterren;Nederland;2022 februari;480
1467;Accommodaties met 4 sterren;Nederland;2022 maart;720
1468;Accommodaties met 4 sterren;Nederland;2022 1e kwartaal;1500
1469;Accommodaties met 4 sterren;Nederland;2022 april;930
1470;Accommodaties met 4 sterren;Nederland;2022 mei;1030
1471;Accommodaties met 4 sterren;Nederland;2022 juni;1080
1472;Accommodaties met 4 sterren;Nederland;2022 2e kwartaal;3040
1473;Accommodaties met 4 sterren;Nederland;2022 juli;890
1474;Accommodaties met 4 sterren;Nederland;2022 augustus;860
1475;Accommodaties met 4 sterren;Nederland;2022 september;1110
1476;Accommodaties met 4 sterren;Nederland;2022 3e kwartaal;2860
1477;Accommodaties met 4 sterren;Nederland;2022 oktober;1120
1478;Accommodaties met 4 sterren;Nederland;2022 november;970
1479;Accommodaties met 4 sterren;Nederland;2022 december;750
1480;Accommodaties met 4 sterren;Nederland;2022 4e kwartaal;2840
1481;Accommodaties met 4 sterren;Nederland;2022;10230
1482;Accommodaties met 4 sterren;Nederland;2023 januari;740
1483;Accommodaties met 4 sterren;Nederland;2023 februari;790
1484;Accommodaties met 4 sterren;Nederland;2023 maart;1000
1485;Accommodaties met 4 sterren;Nederland;2023 1e kwartaal;2530
1486;Accommodaties met 4 sterren;Nederland;2023 april;1050
1487;Accommodaties met 4 sterren;Nederland;2023 mei;1030
1488;Accommodaties met 4 sterren;Nederland;2023 juni;1050
1489;Accommodaties met 4 sterren;Nederland;2023 2e kwartaal;3130
1490;Accommodaties met 4 sterren;Nederland;2023 juli;920
1491;Accommodaties met 4 sterren;Nederland;2023 augustus;890
1492;Accommodaties met 4 sterren;Nederland;2023 september;980
1493;Accommodaties met 4 sterren;Nederland;2023 3e kwartaal;2790
1494;Accommodaties met 4 sterren;Nederland;2023 oktober;1080
1495;Accommodaties met 4 sterren;Nederland;2023 november;910
1496;Accommodaties met 4 sterren;Nederland;2023 december;730
1497;Accommodaties met 4 sterren;Nederland;2023 4e kwartaal;2720
1498;Accommodaties met 4 sterren;Nederland;2023;11170
1499;Accommodaties met 4 sterren;Nederland;2024 januari;770
1500;Accommodaties met 4 sterren;Nederland;2024 februari;780
1501;Accommodaties met 4 sterren;Nederland;2024 maart;940
1502;Accommodaties met 4 sterren;Nederland;2024 1e kwartaal;2490
1503;Accommodaties met 4 sterren;Nederland;2024 april;970
1504;Accommodaties met 4 sterren;Nederland;2024 mei;1050
1505;Accommodaties met 4 sterren;Nederland;2024 juni;1020
1506;Accommodaties met 4 sterren;Nederland;2024 2e kwartaal;3040
1507;Accommodaties met 4 sterren;Nederland;2024 juli;870
1508;Accommodaties met 4 sterren;Nederland;2024 augustus;850
1509;Accommodaties met 4 sterren;Nederland;2024 september;1050
1510;Accommodaties met 4 sterren;Nederland;2024 3e kwartaal;2790
1511;Accommodaties met 4 sterren;Nederland;2024 oktober;1010
1512;Accommodaties met 4 sterren;Nederland;2024 november;940
1513;Accommodaties met 4 sterren;Nederland;2024 december;750
1514;Accommodaties met 4 sterren;Nederland;2024 4e kwartaal;2690
1515;Accommodaties met 4 sterren;Nederland;2024;11030
1516;Accommodaties met 4 sterren;Nederland;2025 januari;770
1517;Accommodaties met 4 sterren;Nederland;2025 februari;750
1518;Accommodaties met 4 sterren;Amsterdam;2017 januari;180
1519;Accommodaties met 4 sterren;Amsterdam;2017 februari;200
1520;Accommodaties met 4 sterren;Amsterdam;2017 maart;210
1521;Accommodaties met 4 sterren;Amsterdam;2017 1e kwartaal;590
1522;Accommodaties met 4 sterren;Amsterdam;2017 april;240
1523;Accommodaties met 4 sterren;Amsterdam;2017 mei;250
1524;Accommodaties met 4 sterren;Amsterdam;2017 juni;250
1525;Accommodaties met 4 sterren;Amsterdam;2017 2e kwartaal;730
1526;Accommodaties met 4 sterren;Amsterdam;2017 juli;210
1527;Accommodaties met 4 sterren;Amsterdam;2017 augustus;190
1528;Accommodaties met 4 sterren;Amsterdam;2017 september;230
1529;Accommodaties met 4 sterren;Amsterdam;2017 3e kwartaal;640
1530;Accommodaties met 4 sterren;Amsterdam;2017 oktober;240
1531;Accommodaties met 4 sterren;Amsterdam;2017 november;220
1532;Accommodaties met 4 sterren;Amsterdam;2017 december;180
1533;Accommodaties met 4 sterren;Amsterdam;2017 4e kwartaal;640
1534;Accommodaties met 4 sterren;Amsterdam;2017;2590
1535;Accommodaties met 4 sterren;Amsterdam;2018 januari;200
1536;Accommodaties met 4 sterren;Amsterdam;2018 februari;200
1537;Accommodaties met 4 sterren;Amsterdam;2018 maart;240
1538;Accommodaties met 4 sterren;Amsterdam;2018 1e kwartaal;640
1539;Accommodaties met 4 sterren;Amsterdam;2018 april;240
1540;Accommodaties met 4 sterren;Amsterdam;2018 mei;240
1541;Accommodaties met 4 sterren;Amsterdam;2018 juni;250
1542;Accommodaties met 4 sterren;Amsterdam;2018 2e kwartaal;730
1543;Accommodaties met 4 sterren;Amsterdam;2018 juli;220
1544;Accommodaties met 4 sterren;Amsterdam;2018 augustus;220
1545;Accommodaties met 4 sterren;Amsterdam;2018 september;250
1546;Accommodaties met 4 sterren;Amsterdam;2018 3e kwartaal;690
1547;Accommodaties met 4 sterren;Amsterdam;2018 oktober;260
1548;Accommodaties met 4 sterren;Amsterdam;2018 november;220
1549;Accommodaties met 4 sterren;Amsterdam;2018 december;180
1550;Accommodaties met 4 sterren;Amsterdam;2018 4e kwartaal;650
1551;Accommodaties met 4 sterren;Amsterdam;2018;2710
1552;Accommodaties met 4 sterren;Amsterdam;2019 januari;180
1553;Accommodaties met 4 sterren;Amsterdam;2019 februari;210
1554;Accommodaties met 4 sterren;Amsterdam;2019 maart;240
1555;Accommodaties met 4 sterren;Amsterdam;2019 1e kwartaal;630
1556;Accommodaties met 4 sterren;Amsterdam;2019 april;270
1557;Accommodaties met 4 sterren;Amsterdam;2019 mei;280
1558;Accommodaties met 4 sterren;Amsterdam;2019 juni;260
1559;Accommodaties met 4 sterren;Amsterdam;2019 2e kwartaal;800
1560;Accommodaties met 4 sterren;Amsterdam;2019 juli;240
1561;Accommodaties met 4 sterren;Amsterdam;2019 augustus;260
1562;Accommodaties met 4 sterren;Amsterdam;2019 september;260
1563;Accommodaties met 4 sterren;Amsterdam;2019 3e kwartaal;770
1564;Accommodaties met 4 sterren;Amsterdam;2019 oktober;280
1565;Accommodaties met 4 sterren;Amsterdam;2019 november;230
1566;Accommodaties met 4 sterren;Amsterdam;2019 december;200
1567;Accommodaties met 4 sterren;Amsterdam;2019 4e kwartaal;700
1568;Accommodaties met 4 sterren;Amsterdam;2019;2910
1569;Accommodaties met 4 sterren;Amsterdam;2020 januari;210
1570;Accommodaties met 4 sterren;Amsterdam;2020 februari;210
1571;Accommodaties met 4 sterren;Amsterdam;2020 maart;80
1572;Accommodaties met 4 sterren;Amsterdam;2020 1e kwartaal;500
1573;Accommodaties met 4 sterren;Amsterdam;2020 april;10
1574;Accommodaties met 4 sterren;Amsterdam;2020 mei;10
1575;Accommodaties met 4 sterren;Amsterdam;2020 juni;20
1576;Accommodaties met 4 sterren;Amsterdam;2020 2e kwartaal;30
1577;Accommodaties met 4 sterren;Amsterdam;2020 juli;40
1578;Accommodaties met 4 sterren;Amsterdam;2020 augustus;40
1579;Accommodaties met 4 sterren;Amsterdam;2020 september;30
1580;Accommodaties met 4 sterren;Amsterdam;2020 3e kwartaal;120
1581;Accommodaties met 4 sterren;Amsterdam;2020 oktober;20
1582;Accommodaties met 4 sterren;Amsterdam;2020 november;20
1583;Accommodaties met 4 sterren;Amsterdam;2020 december;10
1584;Accommodaties met 4 sterren;Amsterdam;2020 4e kwartaal;50
1585;Accommodaties met 4 sterren;Amsterdam;2020;700
1586;Accommodaties met 4 sterren;Amsterdam;2021 januari;10
1587;Accommodaties met 4 sterren;Amsterdam;2021 februari;10
1588;Accommodaties met 4 sterren;Amsterdam;2021 maart;10
1589;Accommodaties met 4 sterren;Amsterdam;2021 1e kwartaal;40
1590;Accommodaties met 4 sterren;Amsterdam;2021 april;10
1591;Accommodaties met 4 sterren;Amsterdam;2021 mei;20
1592;Accommodaties met 4 sterren;Amsterdam;2021 juni;30
1593;Accommodaties met 4 sterren;Amsterdam;2021 2e kwartaal;70
1594;Accommodaties met 4 sterren;Amsterdam;2021 juli;50
1595;Accommodaties met 4 sterren;Amsterdam;2021 augustus;60
1596;Accommodaties met 4 sterren;Amsterdam;2021 september;70
1597;Accommodaties met 4 sterren;Amsterdam;2021 3e kwartaal;180
1598;Accommodaties met 4 sterren;Amsterdam;2021 oktober;110
1599;Accommodaties met 4 sterren;Amsterdam;2021 november;90
1600;Accommodaties met 4 sterren;Amsterdam;2021 december;30
1601;Accommodaties met 4 sterren;Amsterdam;2021 4e kwartaal;230
1602;Accommodaties met 4 sterren;Amsterdam;2021;510
1603;Accommodaties met 4 sterren;Amsterdam;2022 januari;30
1604;Accommodaties met 4 sterren;Amsterdam;2022 februari;80
1605;Accommodaties met 4 sterren;Amsterdam;2022 maart;120
1606;Accommodaties met 4 sterren;Amsterdam;2022 1e kwartaal;230
1607;Accommodaties met 4 sterren;Amsterdam;2022 april;190
1608;Accommodaties met 4 sterren;Amsterdam;2022 mei;210
1609;Accommodaties met 4 sterren;Amsterdam;2022 juni;220
1610;Accommodaties met 4 sterren;Amsterdam;2022 2e kwartaal;620
1611;Accommodaties met 4 sterren;Amsterdam;2022 juli;180
1612;Accommodaties met 4 sterren;Amsterdam;2022 augustus;190
1613;Accommodaties met 4 sterren;Amsterdam;2022 september;230
1614;Accommodaties met 4 sterren;Amsterdam;2022 3e kwartaal;610
1615;Accommodaties met 4 sterren;Amsterdam;2022 oktober;230
1616;Accommodaties met 4 sterren;Amsterdam;2022 november;190
1617;Accommodaties met 4 sterren;Amsterdam;2022 december;130
1618;Accommodaties met 4 sterren;Amsterdam;2022 4e kwartaal;550
1619;Accommodaties met 4 sterren;Amsterdam;2022;2010
1620;Accommodaties met 4 sterren;Amsterdam;2023 januari;140
1621;Accommodaties met 4 sterren;Amsterdam;2023 februari;140
1622;Accommodaties met 4 sterren;Amsterdam;2023 maart;200
1623;Accommodaties met 4 sterren;Amsterdam;2023 1e kwartaal;480
1624;Accommodaties met 4 sterren;Amsterdam;2023 april;220
1625;Accommodaties met 4 sterren;Amsterdam;2023 mei;180
1626;Accommodaties met 4 sterren;Amsterdam;2023 juni;230
1627;Accommodaties met 4 sterren;Amsterdam;2023 2e kwartaal;630
1628;Accommodaties met 4 sterren;Amsterdam;2023 juli;240
1629;Accommodaties met 4 sterren;Amsterdam;2023 augustus;180
1630;Accommodaties met 4 sterren;Amsterdam;2023 september;190
1631;Accommodaties met 4 sterren;Amsterdam;2023 3e kwartaal;610
1632;Accommodaties met 4 sterren;Amsterdam;2023 oktober;240
1633;Accommodaties met 4 sterren;Amsterdam;2023 november;180
1634;Accommodaties met 4 sterren;Amsterdam;2023 december;140
1635;Accommodaties met 4 sterren;Amsterdam;2023 4e kwartaal;570
1636;Accommodaties met 4 sterren;Amsterdam;2023;2290
1637;Accommodaties met 4 sterren;Amsterdam;2024 januari;140
1638;Accommodaties met 4 sterren;Amsterdam;2024 februari;150
1639;Accommodaties met 4 sterren;Amsterdam;2024 maart;200
1640;Accommodaties met 4 sterren;Amsterdam;2024 1e kwartaal;490
1641;Accommodaties met 4 sterren;Amsterdam;2024 april;220
1642;Accommodaties met 4 sterren;Amsterdam;2024 mei;210
1643;Accommodaties met 4 sterren;Amsterdam;2024 juni;180
1644;Accommodaties met 4 sterren;Amsterdam;2024 2e kwartaal;610
1645;Accommodaties met 4 sterren;Amsterdam;2024 juli;170
1646;Accommodaties met 4 sterren;Amsterdam;2024 augustus;160
1647;Accommodaties met 4 sterren;Amsterdam;2024 september;220
1648;Accommodaties met 4 sterren;Amsterdam;2024 3e kwartaal;560
1649;Accommodaties met 4 sterren;Amsterdam;2024 oktober;190
1650;Accommodaties met 4 sterren;Amsterdam;2024 november;170
1651;Accommodaties met 4 sterren;Amsterdam;2024 december;130
1652;Accommodaties met 4 sterren;Amsterdam;2024 4e kwartaal;490
1653;Accommodaties met 4 sterren;Amsterdam;2024;2160
1654;Accommodaties met 4 sterren;Amsterdam;2025 januari;140
1655;Accommodaties met 4 sterren;Amsterdam;2025 februari;150
1656;Accommodaties met 5 sterren;Nederland;2017 januari;80
1657;Accommodaties met 5 sterren;Nederland;2017 februari;80
1658;Accommodaties met 5 sterren;Nederland;2017 maart;100
1659;Accommodaties met 5 sterren;Nederland;2017 1e kwartaal;260
1660;Accommodaties met 5 sterren;Nederland;2017 april;110
1661;Accommodaties met 5 sterren;Nederland;2017 mei;110
1662;Accommodaties met 5 sterren;Nederland;2017 juni;120
1663;Accommodaties met 5 sterren;Nederland;2017 2e kwartaal;350
1664;Accommodaties met 5 sterren;Nederland;2017 juli;90
1665;Accommodaties met 5 sterren;Nederland;2017 augustus;90
1666;Accommodaties met 5 sterren;Nederland;2017 september;120
1667;Accommodaties met 5 sterren;Nederland;2017 3e kwartaal;300
1668;Accommodaties met 5 sterren;Nederland;2017 oktober;120
1669;Accommodaties met 5 sterren;Nederland;2017 november;110
1670;Accommodaties met 5 sterren;Nederland;2017 december;80
1671;Accommodaties met 5 sterren;Nederland;2017 4e kwartaal;310
1672;Accommodaties met 5 sterren;Nederland;2017;1210
1673;Accommodaties met 5 sterren;Nederland;2018 januari;80
1674;Accommodaties met 5 sterren;Nederland;2018 februari;80
1675;Accommodaties met 5 sterren;Nederland;2018 maart;100
1676;Accommodaties met 5 sterren;Nederland;2018 1e kwartaal;270
1677;Accommodaties met 5 sterren;Nederland;2018 april;120
1678;Accommodaties met 5 sterren;Nederland;2018 mei;120
1679;Accommodaties met 5 sterren;Nederland;2018 juni;110
1680;Accommodaties met 5 sterren;Nederland;2018 2e kwartaal;350
1681;Accommodaties met 5 sterren;Nederland;2018 juli;100
1682;Accommodaties met 5 sterren;Nederland;2018 augustus;80
1683;Accommodaties met 5 sterren;Nederland;2018 september;120
1684;Accommodaties met 5 sterren;Nederland;2018 3e kwartaal;300
1685;Accommodaties met 5 sterren;Nederland;2018 oktober;110
1686;Accommodaties met 5 sterren;Nederland;2018 november;100
1687;Accommodaties met 5 sterren;Nederland;2018 december;80
1688;Accommodaties met 5 sterren;Nederland;2018 4e kwartaal;280
1689;Accommodaties met 5 sterren;Nederland;2018;1190
1690;Accommodaties met 5 sterren;Nederland;2019 januari;80
1691;Accommodaties met 5 sterren;Nederland;2019 februari;80
1692;Accommodaties met 5 sterren;Nederland;2019 maart;100
1693;Accommodaties met 5 sterren;Nederland;2019 1e kwartaal;260
1694;Accommodaties met 5 sterren;Nederland;2019 april;110
1695;Accommodaties met 5 sterren;Nederland;2019 mei;100
1696;Accommodaties met 5 sterren;Nederland;2019 juni;120
1697;Accommodaties met 5 sterren;Nederland;2019 2e kwartaal;330
1698;Accommodaties met 5 sterren;Nederland;2019 juli;100
1699;Accommodaties met 5 sterren;Nederland;2019 augustus;100
1700;Accommodaties met 5 sterren;Nederland;2019 september;120
1701;Accommodaties met 5 sterren;Nederland;2019 3e kwartaal;320
1702;Accommodaties met 5 sterren;Nederland;2019 oktober;130
1703;Accommodaties met 5 sterren;Nederland;2019 november;110
1704;Accommodaties met 5 sterren;Nederland;2019 december;80
1705;Accommodaties met 5 sterren;Nederland;2019 4e kwartaal;320
1706;Accommodaties met 5 sterren;Nederland;2019;1220
1707;Accommodaties met 5 sterren;Nederland;2020 januari;80
1708;Accommodaties met 5 sterren;Nederland;2020 februari;60
1709;Accommodaties met 5 sterren;Nederland;2020 maart;30
1710;Accommodaties met 5 sterren;Nederland;2020 1e kwartaal;170
1711;Accommodaties met 5 sterren;Nederland;2020 april;0
1712;Accommodaties met 5 sterren;Nederland;2020 mei;0
1713;Accommodaties met 5 sterren;Nederland;2020 juni;20
1714;Accommodaties met 5 sterren;Nederland;2020 2e kwartaal;30
1715;Accommodaties met 5 sterren;Nederland;2020 juli;10
1716;Accommodaties met 5 sterren;Nederland;2020 augustus;10
1717;Accommodaties met 5 sterren;Nederland;2020 september;10
1718;Accommodaties met 5 sterren;Nederland;2020 3e kwartaal;30
1719;Accommodaties met 5 sterren;Nederland;2020 oktober;10
1720;Accommodaties met 5 sterren;Nederland;2020 november;0
1721;Accommodaties met 5 sterren;Nederland;2020 december;10
1722;Accommodaties met 5 sterren;Nederland;2020 4e kwartaal;20
1723;Accommodaties met 5 sterren;Nederland;2020;250
1724;Accommodaties met 5 sterren;Nederland;2021 januari;0
1725;Accommodaties met 5 sterren;Nederland;2021 februari;0
1726;Accommodaties met 5 sterren;Nederland;2021 maart;0
1727;Accommodaties met 5 sterren;Nederland;2021 1e kwartaal;10
1728;Accommodaties met 5 sterren;Nederland;2021 april;10
1729;Accommodaties met 5 sterren;Nederland;2021 mei;20
1730;Accommodaties met 5 sterren;Nederland;2021 juni;20
1731;Accommodaties met 5 sterren;Nederland;2021 2e kwartaal;50
1732;Accommodaties met 5 sterren;Nederland;2021 juli;30
1733;Accommodaties met 5 sterren;Nederland;2021 augustus;40
1734;Accommodaties met 5 sterren;Nederland;2021 september;40
1735;Accommodaties met 5 sterren;Nederland;2021 3e kwartaal;110
1736;Accommodaties met 5 sterren;Nederland;2021 oktober;50
1737;Accommodaties met 5 sterren;Nederland;2021 november;40
1738;Accommodaties met 5 sterren;Nederland;2021 december;20
1739;Accommodaties met 5 sterren;Nederland;2021 4e kwartaal;110
1740;Accommodaties met 5 sterren;Nederland;2021;280
1741;Accommodaties met 5 sterren;Nederland;2022 januari;20
1742;Accommodaties met 5 sterren;Nederland;2022 februari;20
1743;Accommodaties met 5 sterren;Nederland;2022 maart;60
1744;Accommodaties met 5 sterren;Nederland;2022 1e kwartaal;100
1745;Accommodaties met 5 sterren;Nederland;2022 april;80
1746;Accommodaties met 5 sterren;Nederland;2022 mei;90
1747;Accommodaties met 5 sterren;Nederland;2022 juni;100
1748;Accommodaties met 5 sterren;Nederland;2022 2e kwartaal;270
1749;Accommodaties met 5 sterren;Nederland;2022 juli;80
1750;Accommodaties met 5 sterren;Nederland;2022 augustus;70
1751;Accommodaties met 5 sterren;Nederland;2022 september;100
1752;Accommodaties met 5 sterren;Nederland;2022 3e kwartaal;250
1753;Accommodaties met 5 sterren;Nederland;2022 oktober;90
1754;Accommodaties met 5 sterren;Nederland;2022 november;80
1755;Accommodaties met 5 sterren;Nederland;2022 december;60
1756;Accommodaties met 5 sterren;Nederland;2022 4e kwartaal;240
1757;Accommodaties met 5 sterren;Nederland;2022;850
1758;Accommodaties met 5 sterren;Nederland;2023 januari;70
1759;Accommodaties met 5 sterren;Nederland;2023 februari;100
1760;Accommodaties met 5 sterren;Nederland;2023 maart;90
1761;Accommodaties met 5 sterren;Nederland;2023 1e kwartaal;260
1762;Accommodaties met 5 sterren;Nederland;2023 april;90
1763;Accommodaties met 5 sterren;Nederland;2023 mei;110
1764;Accommodaties met 5 sterren;Nederland;2023 juni;90
1765;Accommodaties met 5 sterren;Nederland;2023 2e kwartaal;290
1766;Accommodaties met 5 sterren;Nederland;2023 juli;80
1767;Accommodaties met 5 sterren;Nederland;2023 augustus;80
1768;Accommodaties met 5 sterren;Nederland;2023 september;90
1769;Accommodaties met 5 sterren;Nederland;2023 3e kwartaal;260
1770;Accommodaties met 5 sterren;Nederland;2023 oktober;110
1771;Accommodaties met 5 sterren;Nederland;2023 november;90
1772;Accommodaties met 5 sterren;Nederland;2023 december;100
1773;Accommodaties met 5 sterren;Nederland;2023 4e kwartaal;300
1774;Accommodaties met 5 sterren;Nederland;2023;1100
1775;Accommodaties met 5 sterren;Nederland;2024 januari;70
1776;Accommodaties met 5 sterren;Nederland;2024 februari;60
1777;Accommodaties met 5 sterren;Nederland;2024 maart;70
1778;Accommodaties met 5 sterren;Nederland;2024 1e kwartaal;210
1779;Accommodaties met 5 sterren;Nederland;2024 april;70
1780;Accommodaties met 5 sterren;Nederland;2024 mei;90
1781;Accommodaties met 5 sterren;Nederland;2024 juni;100
1782;Accommodaties met 5 sterren;Nederland;2024 2e kwartaal;270
1783;Accommodaties met 5 sterren;Nederland;2024 juli;70
1784;Accommodaties met 5 sterren;Nederland;2024 augustus;70
1785;Accommodaties met 5 sterren;Nederland;2024 september;80
1786;Accommodaties met 5 sterren;Nederland;2024 3e kwartaal;220
1787;Accommodaties met 5 sterren;Nederland;2024 oktober;60
1788;Accommodaties met 5 sterren;Nederland;2024 november;70
1789;Accommodaties met 5 sterren;Nederland;2024 december;50
1790;Accommodaties met 5 sterren;Nederland;2024 4e kwartaal;180
1791;Accommodaties met 5 sterren;Nederland;2024;880
1792;Accommodaties met 5 sterren;Nederland;2025 januari;80
1793;Accommodaties met 5 sterren;Nederland;2025 februari;60
1794;Accommodaties met 5 sterren;Amsterdam;2017 januari;50
1795;Accommodaties met 5 sterren;Amsterdam;2017 februari;50
1796;Accommodaties met 5 sterren;Amsterdam;2017 maart;60
1797;Accommodaties met 5 sterren;Amsterdam;2017 1e kwartaal;160
1798;Accommodaties met 5 sterren;Amsterdam;2017 april;70
1799;Accommodaties met 5 sterren;Amsterdam;2017 mei;70
1800;Accommodaties met 5 sterren;Amsterdam;2017 juni;70
1801;Accommodaties met 5 sterren;Amsterdam;2017 2e kwartaal;210
1802;Accommodaties met 5 sterren;Amsterdam;2017 juli;50
1803;Accommodaties met 5 sterren;Amsterdam;2017 augustus;50
1804;Accommodaties met 5 sterren;Amsterdam;2017 september;70
1805;Accommodaties met 5 sterren;Amsterdam;2017 3e kwartaal;170
1806;Accommodaties met 5 sterren;Amsterdam;2017 oktober;70
1807;Accommodaties met 5 sterren;Amsterdam;2017 november;60
1808;Accommodaties met 5 sterren;Amsterdam;2017 december;50
1809;Accommodaties met 5 sterren;Amsterdam;2017 4e kwartaal;180
1810;Accommodaties met 5 sterren;Amsterdam;2017;720
1811;Accommodaties met 5 sterren;Amsterdam;2018 januari;50
1812;Accommodaties met 5 sterren;Amsterdam;2018 februari;50
1813;Accommodaties met 5 sterren;Amsterdam;2018 maart;60
1814;Accommodaties met 5 sterren;Amsterdam;2018 1e kwartaal;170
1815;Accommodaties met 5 sterren;Amsterdam;2018 april;70
1816;Accommodaties met 5 sterren;Amsterdam;2018 mei;80
1817;Accommodaties met 5 sterren;Amsterdam;2018 juni;70
1818;Accommodaties met 5 sterren;Amsterdam;2018 2e kwartaal;220
1819;Accommodaties met 5 sterren;Amsterdam;2018 juli;70
1820;Accommodaties met 5 sterren;Amsterdam;2018 augustus;60
1821;Accommodaties met 5 sterren;Amsterdam;2018 september;70
1822;Accommodaties met 5 sterren;Amsterdam;2018 3e kwartaal;200
1823;Accommodaties met 5 sterren;Amsterdam;2018 oktober;70
1824;Accommodaties met 5 sterren;Amsterdam;2018 november;60
1825;Accommodaties met 5 sterren;Amsterdam;2018 december;50
1826;Accommodaties met 5 sterren;Amsterdam;2018 4e kwartaal;180
1827;Accommodaties met 5 sterren;Amsterdam;2018;770
1828;Accommodaties met 5 sterren;Amsterdam;2019 januari;40
1829;Accommodaties met 5 sterren;Amsterdam;2019 februari;50
1830;Accommodaties met 5 sterren;Amsterdam;2019 maart;60
1831;Accommodaties met 5 sterren;Amsterdam;2019 1e kwartaal;140
1832;Accommodaties met 5 sterren;Amsterdam;2019 april;70
1833;Accommodaties met 5 sterren;Amsterdam;2019 mei;60
1834;Accommodaties met 5 sterren;Amsterdam;2019 juni;60
1835;Accommodaties met 5 sterren;Amsterdam;2019 2e kwartaal;180
1836;Accommodaties met 5 sterren;Amsterdam;2019 juli;60
1837;Accommodaties met 5 sterren;Amsterdam;2019 augustus;60
1838;Accommodaties met 5 sterren;Amsterdam;2019 september;70
1839;Accommodaties met 5 sterren;Amsterdam;2019 3e kwartaal;180
1840;Accommodaties met 5 sterren;Amsterdam;2019 oktober;70
1841;Accommodaties met 5 sterren;Amsterdam;2019 november;60
1842;Accommodaties met 5 sterren;Amsterdam;2019 december;40
1843;Accommodaties met 5 sterren;Amsterdam;2019 4e kwartaal;180
1844;Accommodaties met 5 sterren;Amsterdam;2019;690
1845;Accommodaties met 5 sterren;Amsterdam;2020 januari;40
1846;Accommodaties met 5 sterren;Amsterdam;2020 februari;30
1847;Accommodaties met 5 sterren;Amsterdam;2020 maart;10
1848;Accommodaties met 5 sterren;Amsterdam;2020 1e kwartaal;90
1849;Accommodaties met 5 sterren;Amsterdam;2020 april;0
1850;Accommodaties met 5 sterren;Amsterdam;2020 mei;0
1851;Accommodaties met 5 sterren;Amsterdam;2020 juni;0
1852;Accommodaties met 5 sterren;Amsterdam;2020 2e kwartaal;10
1853;Accommodaties met 5 sterren;Amsterdam;2020 juli;0
1854;Accommodaties met 5 sterren;Amsterdam;2020 augustus;10
1855;Accommodaties met 5 sterren;Amsterdam;2020 september;10
1856;Accommodaties met 5 sterren;Amsterdam;2020 3e kwartaal;10
1857;Accommodaties met 5 sterren;Amsterdam;2020 oktober;0
1858;Accommodaties met 5 sterren;Amsterdam;2020 november;0
1859;Accommodaties met 5 sterren;Amsterdam;2020 december;0
1860;Accommodaties met 5 sterren;Amsterdam;2020 4e kwartaal;10
1861;Accommodaties met 5 sterren;Amsterdam;2020;110
1862;Accommodaties met 5 sterren;Amsterdam;2021 januari;0
1863;Accommodaties met 5 sterren;Amsterdam;2021 februari;0
1864;Accommodaties met 5 sterren;Amsterdam;2021 maart;0
1865;Accommodaties met 5 sterren;Amsterdam;2021 1e kwartaal;0
1866;Accommodaties met 5 sterren;Amsterdam;2021 april;0
1867;Accommodaties met 5 sterren;Amsterdam;2021 mei;0
1868;Accommodaties met 5 sterren;Amsterdam;2021 juni;10
1869;Accommodaties met 5 sterren;Amsterdam;2021 2e kwartaal;10
1870;Accommodaties met 5 sterren;Amsterdam;2021 juli;10
1871;Accommodaties met 5 sterren;Amsterdam;2021 augustus;10
1872;Accommodaties met 5 sterren;Amsterdam;2021 september;20
1873;Accommodaties met 5 sterren;Amsterdam;2021 3e kwartaal;40
1874;Accommodaties met 5 sterren;Amsterdam;2021 oktober;20
1875;Accommodaties met 5 sterren;Amsterdam;2021 november;20
1876;Accommodaties met 5 sterren;Amsterdam;2021 december;10
1877;Accommodaties met 5 sterren;Amsterdam;2021 4e kwartaal;50
1878;Accommodaties met 5 sterren;Amsterdam;2021;100
