ID;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
430;Holiday parks;2001 3rd Quarter;1467.9;1142.7;325.2;320.2;251.3;38.6;19.6;1.9;1.4;;;1.7;;;4.5;1.2;3.2;;;9385.0;7117.3;2267.7;2231.3;1809.9;215.4;127.1;13.9;11.3;;;9.5;;;36.0;8.9;22.6;;
431;Holiday parks;2001 October;569.0;435.8;133.2;132.9;113.8;13.0;3.7;;;;;;;;;;;;;2682.1;1961.9;720.2;717.7;631.7;55.0;17.1;;;;;;;;;;;;
432;Holiday parks;2001 November;418.5;356.9;61.6;61.4;36.8;21.2;;1.2;;;;;;;1.0;;;;;1674.5;1430.7;243.8;242.3;153.9;67.0;;5.9;;;;;;;8.9;;;;
433;Holiday parks;2001 December;320.4;286.9;33.5;33.4;23.7;7.2;1.3;;;;;;;;;;;;;1583.0;1403.9;179.1;177.4;123.2;34.0;8.0;;;;;;;;;;;;
434;Holiday parks;2001 4th Quarter;1307.9;1079.6;228.3;227.6;174.3;41.3;6.0;2.4;;;;;;;2.3;;;;;5939.5;4796.5;1143.1;1137.4;908.7;156.0;29.8;11.9;;;;;;;22.4;;;;
435;Holiday parks;2001 Total;5538.8;4374.0;1164.8;1156.7;917.2;151.1;54.0;10.4;2.8;1.1;1.3;4.8;;;14.1;2.8;4.4;;;27865.9;21457.7;6408.1;6346.4;5140.8;669.6;304.6;60.7;20.6;7.4;9.4;24.2;;;109.1;22.3;31.6;;
436;Holiday parks;2002 January;293.1;235.3;57.8;57.6;47.4;6.9;1.3;;;;;;;;;;;;;1359.9;1077.4;282.5;280.8;230.9;29.1;7.0;;;;;;;;;;;;
437;Holiday parks;2002 February;355.5;301.4;54.1;53.9;33.5;15.3;2.7;1.4;;;;;;;;;;;;1674.4;1438.6;235.8;232.8;144.0;60.3;13.0;6.1;;;;;;;;;;;
438;Holiday parks;2002 March;386.7;307.8;79.0;78.7;64.6;8.7;3.4;;;;;;;;;;;;;1852.7;1440.9;411.8;409.9;335.8;34.3;17.6;;;;;;;;;;;;
439;Holiday parks;2002 1st Quarter;1035.3;844.4;190.9;190.2;145.5;30.8;7.4;2.5;;;;;;1.1;1.6;;;;;4887.0;3957.0;930.1;923.5;710.7;123.7;37.6;13.0;;;;;;11.5;16.4;;;;
440;Holiday parks;2002 April;610.5;441.5;169.1;168.8;118.3;34.2;7.8;4.1;1.1;;;;;;1.8;;;;;2622.3;1826.6;795.7;792.4;553.9;140.9;34.5;19.7;5.8;;;;;;28.2;;;;
441;Holiday parks;2002 May;623.6;494.8;128.8;128.1;106.8;11.8;5.8;;;;;;;;;;;;;2857.2;2231.3;625.9;620.3;523.4;49.3;23.9;;;;;;;;;;;;
442;Holiday parks;2002 June;394.2;301.4;92.9;92.1;78.3;5.5;6.2;;;;;;;;;;;;;2374.0;1685.7;688.3;680.3;573.8;53.6;37.7;;;;;;;;;;;;
443;Holiday parks;2002 2nd Quarter;1628.4;1237.7;390.7;388.9;303.5;51.6;19.9;5.0;1.6;;;;;1.8;3.3;1.1;;;;7853.5;5743.6;2110.0;2093.1;1651.1;243.8;96.2;25.3;9.0;;;;;11.2;41.5;7.9;;;
444;Holiday parks;2002 July;451.1;357.0;94.2;92.7;66.5;14.7;5.8;;;;;;;;1.4;;;;;3248.6;2494.3;754.2;740.2;562.6;92.6;42.7;;;;;;;;13.4;;;;
445;Holiday parks;2002 August;553.5;420.9;132.5;130.5;95.1;19.8;10.3;1.0;;;;;;;1.3;;1.6;;;4017.8;2959.7;1058.1;1041.4;819.1;110.7;70.1;6.8;;;;;;;11.7;;12.3;;
446;Holiday parks;2002 September;503.4;393.7;109.7;108.8;91.5;12.3;2.2;;;;;;;1.0;;;;;;2409.2;1808.4;600.7;593.0;510.3;48.0;13.6;;;;;;;8.7;;;;;
447;Holiday parks;2002 3rd Quarter;1508.0;1171.6;336.4;332.0;253.1;46.8;18.4;2.1;1.3;1.6;1.1;1.1;;2.5;3.5;1.0;2.9;;;9675.6;7262.4;2413.1;2374.6;1892.0;251.4;126.4;14.1;10.4;11.3;7.5;6.6;;21.6;30.6;10.1;23.1;;
448;Holiday parks;2002 October;542.2;417.2;125.1;124.9;104.1;14.1;3.4;1.6;;;;;;;;;;;;2641.0;1938.4;702.6;701.0;589.4;68.8;19.0;8.1;;;;;;;;;;;
449;Holiday parks;2002 November;394.6;327.0;67.6;67.5;33.6;30.8;1.1;;;;;;;;;;;;;1654.5;1362.7;291.8;290.7;150.2;114.3;8.8;;;;;;;;;;;;
450;Holiday parks;2002 December;301.0;267.9;33.1;33.0;20.5;10.3;;;;;;;;;;;;;;1459.8;1286.0;173.8;172.3;107.1;43.0;;;;;;;;;;;;;
451;Holiday parks;2002 4th Quarter;1237.8;1012.0;225.8;225.3;158.2;55.1;5.2;2.8;;;;;;1.2;1.4;;;;;5755.3;4587.1;1168.2;1164.1;846.7;226.2;32.6;14.9;;;;;;11.5;22.4;;;;
452;Holiday parks;2002 Total;5409.5;4265.7;1143.8;1136.4;860.2;184.4;50.9;12.4;4.0;2.7;1.8;2.8;;6.5;9.8;2.8;3.7;;;28171.4;21550.1;6621.4;6555.3;5100.6;845.1;292.7;67.3;27.3;22.5;13.0;15.0;;55.7;110.9;24.3;30.5;;
453;Holiday parks;2003 January;281.1;223.1;58.0;57.8;46.5;8.3;;;;;;;;;1.1;;;;;1330.5;1036.2;294.3;291.6;227.0;35.1;;;;;;;;;16.0;;;;
454;Holiday parks;2003 February;328.6;276.6;52.0;51.6;36.6;10.8;1.4;1.7;;;;;;;;;;;;1412.8;1192.5;220.3;218.1;144.7;38.9;8.8;7.3;;;;;;;;;;;
455;Holiday parks;2003 March;384.7;305.1;79.6;79.4;56.1;19.1;;1.9;;;;;;;;;;;;1607.4;1286.5;320.9;319.5;218.8;71.1;;6.3;;;;;;;;;;;
456;Holiday parks;2003 1st Quarter;994.4;804.8;189.6;188.8;139.2;38.2;3.2;4.2;;;;;;1.1;2.3;;;;;4350.8;3515.2;835.5;829.1;590.4;145.1;22.8;16.4;;;;;;10.7;39.3;;;;
457;Holiday parks;2003 April;629.7;448.7;181.0;180.6;130.7;38.5;5.8;2.9;;;;;;;;;;;;2829.5;1930.1;899.4;895.6;669.7;163.8;26.3;12.7;;;;;;;;;;;
458;Holiday parks;2003 May;558.6;450.9;107.7;107.1;81.2;15.2;7.8;;;;;;;;1.5;;;;;2538.5;2021.4;517.1;511.3;385.4;57.2;45.0;;;;;;;;13.9;;;;
459;Holiday parks;2003 June;465.9;342.2;123.7;123.3;102.1;16.3;2.4;;;;;;;;;;;;;2428.6;1771.2;657.4;653.1;541.0;77.7;15.5;;;;;;;;;;;;
460;Holiday parks;2003 2nd Quarter;1654.2;1241.8;412.4;411.0;314.1;70.0;15.9;3.8;;;;;;2.0;3.0;;;;;7796.6;5722.7;2073.8;2060.0;1596.1;298.7;86.8;18.9;;;;;;12.6;34.2;;;;
461;Holiday parks;2003 July;419.1;348.3;70.8;69.7;46.9;14.7;3.6;;;;;;;;1.1;;;;;3093.2;2576.6;516.6;506.0;345.7;91.7;27.7;;;;;;;;11.8;;;;
462;Holiday parks;2003 August;515.7;378.0;137.7;136.6;99.7;24.2;8.1;;;;;;;1.3;;;;;;3591.7;2551.9;1039.8;1027.3;800.5;128.1;61.8;;;;;;;10.9;;;;;
463;Holiday parks;2003 September;453.9;356.9;97.0;96.5;80.2;12.0;2.1;;;;;;;;;;;;;2381.1;1687.0;694.2;689.4;608.9;50.0;13.0;;;;;;;;;;;;
464;Holiday parks;2003 3rd Quarter;1388.7;1083.2;305.5;302.8;226.8;50.9;13.8;1.6;1.8;;;;;2.9;2.4;;1.5;;;9066.0;6815.5;2250.5;2222.7;1755.1;269.9;102.4;11.2;14.2;;;;;24.2;27.2;;15.5;;
465;Holiday parks;2003 October;543.9;415.8;128.2;126.9;96.2;24.2;3.4;1.5;;;;;;;;;1.1;;;2512.5;1837.7;674.8;667.3;523.8;103.4;17.9;7.0;;;;;;;;;5.0;;
466;Holiday parks;2003 November;339.0;280.1;58.9;58.8;30.6;26.0;;;;;;;;;;;;;;1445.5;1190.7;254.8;253.8;144.4;90.6;;;;;;;;;;;;;
467;Holiday parks;2003 December;328.8;293.2;35.6;35.4;18.5;15.2;;;;;;;;;;;;;;1625.0;1444.1;180.8;179.2;102.2;55.0;;;;;;;;;;;;;
468;Holiday parks;2003 4th Quarter;1211.7;989.1;222.6;221.1;145.3;65.5;4.5;2.1;;;;;;;1.6;;1.2;;;5582.9;4472.6;1110.4;1100.2;770.4;248.9;27.1;10.9;;;;;;;21.5;;5.2;;
469;Holiday parks;2003 Total;5249.0;4118.9;1130.1;1123.7;825.4;224.6;37.5;11.7;3.4;1.3;1.1;1.9;;6.9;9.3;2.2;3.1;;;26796.3;20526.0;6270.3;6212.0;4712.1;962.6;239.1;57.4;25.3;10.2;8.4;10.9;;60.6;122.2;24.8;25.4;;
470;Holiday parks;2004 January;286.5;233.6;52.9;52.8;38.8;10.1;;;;;1.7;;;;;;;;;1289.6;1020.1;269.6;267.5;200.2;40.0;;;;;6.9;;;;;;;;
471;Holiday parks;2004 February;370.8;310.1;60.7;60.6;36.0;20.6;1.7;1.5;;;;;;;;;;;;1547.2;1292.1;255.1;254.4;153.2;77.4;8.6;8.0;;;;;;;;;;;
472;Holiday parks;2004 March;368.8;319.5;49.3;49.2;33.8;13.3;;;;;;;;;;;;;;1537.8;1312.2;225.6;224.3;162.5;46.3;;;;;;;;;;;;;
473;Holiday parks;2004 1st Quarter;1026.1;863.2;162.9;162.6;108.7;43.9;2.4;2.6;;;1.8;;;;2.0;;;;;4374.7;3624.4;750.3;746.2;515.9;163.7;13.2;14.4;;;7.1;;;;21.6;;;;
474;Holiday parks;2004 April;507.3;329.8;177.4;177.1;124.0;41.0;6.3;2.7;;;;;;;1.5;;;;;2246.6;1338.0;908.6;904.4;673.0;169.7;29.1;13.2;;;;;;;10.7;;;;
475;Holiday parks;2004 May;531.8;434.8;96.9;96.5;70.4;20.9;2.2;;;;;;;;1.0;;;;;2456.5;2014.8;441.7;438.9;336.8;70.3;12.6;;;;;;;;7.3;;;;
476;Holiday parks;2004 June;469.8;352.3;117.5;116.9;96.1;13.8;4.5;;;;;;;;;;;;;2335.7;1702.9;632.8;627.5;519.7;61.9;22.1;;;;;;;;;;;;
477;Holiday parks;2004 2nd Quarter;1508.8;1117.0;391.8;390.5;290.5;75.7;13.0;3.7;;;;;;2.0;3.5;;;;;7038.9;5055.7;1983.2;1970.8;1529.5;301.9;63.8;17.6;;;;;;18.6;27.1;;;;
478;Holiday parks;2004 July;459.3;360.8;98.5;97.4;64.3;23.3;2.8;;;;;1.2;;;2.6;;;;;3101.0;2424.5;676.4;666.3;474.1;117.8;19.5;;;;;4.8;;;23.8;;;;
479;Holiday parks;2004 August;504.3;389.2;115.2;114.0;80.8;23.3;5.8;;;;;;;;1.8;;;;;3638.4;2702.7;935.7;926.8;718.2;127.3;45.7;;;;;;;;18.8;;;;
480;Holiday parks;2004 September;456.5;348.1;108.4;108.0;80.8;21.4;3.5;;;;;;;;;;;;;2400.9;1704.0;696.9;693.9;556.8;97.9;23.5;;;;;;;;;;;;
481;Holiday parks;2004 3rd Quarter;1420.1;1098.0;322.1;319.4;225.9;68.0;12.2;1.7;1.4;;;1.4;;2.3;5.0;;1.4;;;9140.3;6831.2;2309.0;2287.0;1749.1;342.9;88.7;10.7;12.1;;;5.6;;22.7;46.6;;10.1;;
482;Holiday parks;2004 October;515.3;411.5;103.7;103.4;87.1;13.3;1.2;;;;;;;;;;;;;2387.8;1825.7;562.1;559.5;490.3;49.9;7.9;;;;;;;;;;;;
483;Holiday parks;2004 November;403.4;311.3;92.1;91.9;42.0;45.7;1.9;1.2;;;;;;;;;;;;1654.1;1254.0;400.0;398.1;194.7;179.6;10.4;4.2;;;;;;;;;;;
484;Holiday parks;2004 December;304.4;261.3;43.1;42.9;26.7;13.9;;;;;;;;;;;;;;1338.3;1152.4;185.8;183.8;117.2;47.3;;;;;;;;;;;;;
485;Holiday parks;2004 4th Quarter;1223.0;984.1;238.9;238.3;155.8;72.9;3.8;2.0;;;;;;;1.8;;;;;5380.2;4232.2;1147.9;1141.3;802.2;276.9;23.5;9.1;;;;;;;15.6;;;;
486;Holiday parks;2004 Total;5178.1;4062.3;1115.8;1110.8;780.9;260.5;31.4;10.0;2.9;1.2;2.9;2.3;;5.7;12.3;2.4;1.9;;;25934.1;19743.6;6190.5;6145.3;4596.7;1085.4;189.1;51.8;22.5;6.4;13.8;10.2;;54.8;111.0;23.0;15.6;;
487;Holiday parks;2005 January;284.2;242.5;41.7;41.6;28.5;11.9;;;;;;;;;;;;;;1278.5;1052.6;226.0;225.5;163.5;54.3;;;;;;;;;;;;;
488;Holiday parks;2005 February;365.2;310.2;55.0;55.0;28.7;22.3;1.1;2.0;;;;;;;;;;;;1497.4;1270.8;226.6;226.1;122.2;83.8;5.1;9.2;;;;;;;;;;;
489;Holiday parks;2005 March;373.5;294.1;79.4;79.2;60.3;13.3;3.8;;;;;;;;;;;;;1606.0;1204.4;401.6;400.1;321.6;50.5;17.4;;;;;;;;;;;;
490;Holiday parks;2005 1st Quarter;1022.9;846.8;176.1;175.8;117.4;47.5;5.0;2.8;;;;;;1.3;1.2;;;;;4381.9;3527.7;854.2;851.7;607.4;188.6;23.6;12.9;;;;;;8.8;7.2;;;;
491;Holiday parks;2005 April;397.3;285.7;111.7;111.4;60.8;41.7;4.1;2.7;;;;;;;;;;;;1680.0;1161.9;518.1;516.3;301.8;168.7;20.6;12.3;;;;;;;;;;;
492;Holiday parks;2005 May;477.7;406.2;71.5;71.0;55.0;9.3;4.3;;;;;;;;;;;;;2196.4;1848.8;347.6;344.6;275.7;33.6;18.7;;;;;;;;;;;;
493;Holiday parks;2005 June;377.8;297.6;80.2;79.2;60.6;10.9;5.3;;;;;;;;;;;;;1863.6;1445.0;418.6;412.5;326.0;43.0;28.6;;;;;;;;;;;;
494;Holiday parks;2005 2nd Quarter;1252.8;989.5;263.3;261.6;176.4;61.9;13.7;3.5;;;;;;1.7;2.3;;;;;5740.0;4455.7;1284.3;1273.5;903.5;245.3;67.9;15.9;;;;;;11.4;16.5;;;;
495;Holiday parks;2005 July;456.2;341.0;115.3;111.9;73.8;29.1;3.3;1.1;;;;;;;1.8;;;;2.5;2988.7;2191.3;797.4;772.5;561.0;147.2;23.6;6.8;;;;;;;14.3;;;;16.7
496;Holiday parks;2005 August;541.0;408.7;132.4;131.7;88.2;28.3;9.2;1.6;;;;;;1.0;1.5;;;;;3649.5;2719.1;930.5;924.4;661.9;148.2;68.8;11.0;;;;;;11.7;13.0;;;;
497;Holiday parks;2005 September;435.5;331.7;103.8;103.4;79.1;15.2;4.6;2.3;;;;;;;;;;;;2289.9;1689.8;600.1;597.1;492.1;55.1;24.8;10.7;;;;;;;;;;;
498;Holiday parks;2005 3rd Quarter;1432.7;1081.3;351.4;347.0;241.1;72.6;17.2;5.1;1.1;;1.3;1.5;;2.4;4.0;;;;2.6;8928.1;6600.2;2327.9;2294.0;1715.0;350.6;117.2;28.5;8.9;;5.0;9.4;;22.8;32.8;;;;17.5
499;Holiday parks;2005 October;544.5;409.7;134.8;134.4;101.2;21.7;7.5;1.9;;;;;;;;;;;;2476.7;1771.5;705.2;702.8;536.6;88.8;52.0;10.5;;;;;;;;;;;
500;Holiday parks;2005 November;378.5;292.8;85.7;85.6;38.0;44.1;;;;;;;;1.0;;;;;;1507.6;1136.7;371.0;370.0;182.0;165.8;;;;;;;;4.9;;;;;
501;Holiday parks;2005 December;305.8;262.3;43.6;43.4;24.1;15.1;;1.9;;;;;;;;;;;;1433.7;1219.0;214.8;213.2;128.8;61.6;;8.7;;;;;;;;;;;
502;Holiday parks;2005 4th Quarter;1228.8;964.8;264.1;263.4;163.2;80.8;9.1;4.6;;;;;;2.2;1.3;;;;;5418.1;4127.1;1291.0;1286.0;847.4;316.2;62.2;22.7;;;;;;12.1;12.6;;;;
503;Holiday parks;2005 Total;4937.3;3882.3;1054.9;1047.8;698.1;262.8;45.0;15.9;2.8;1.3;1.9;3.0;;7.7;8.9;1.8;1.5;;3.0;24468.1;18710.7;5757.4;5705.2;4073.3;1100.6;271.0;80.0;20.7;7.6;8.6;17.0;;55.1;69.1;13.5;12.4;;20.5
504;Holiday parks;2006 January;337.5;272.4;65.1;64.8;45.2;16.5;;;;;;;;;;;;;;1417.8;1130.3;287.5;285.6;204.6;64.3;;;;;;;;;;;;;
505;Holiday parks;2006 February;341.5;291.7;49.8;49.7;27.7;12.4;2.5;5.8;;;;;;;;;;;;1416.9;1202.4;214.4;213.7;118.9;46.7;13.5;26.1;;;;;;;;;;;
506;Holiday parks;2006 March;325.7;273.7;51.9;51.7;30.8;18.4;;;;;;;;;;;;;;1380.9;1144.0;236.9;235.7;148.1;72.6;;;;;;;;;;;;;
507;Holiday parks;2006 1st Quarter;1004.6;837.8;166.8;166.2;103.7;47.4;3.8;7.4;;;;;;1.3;1.0;;;;;4215.5;3476.7;738.8;735.0;471.6;183.6;21.5;33.6;;;;;;8.6;6.8;;;;
508;Holiday parks;2006 April;507.8;322.0;185.8;185.1;116.2;45.1;10.5;8.0;;;;1.1;;1.7;;;;;;2230.6;1335.3;895.3;891.6;594.4;183.4;50.5;34.6;;;;4.9;;8.3;;;;;
509;Holiday parks;2006 May;575.6;476.5;99.1;98.6;65.3;23.6;5.4;1.7;;;;;;;;;;;;2488.2;2048.7;439.5;435.0;301.3;85.3;24.6;7.3;;;;;;;;;;;
510;Holiday parks;2006 June;545.2;400.2;145.0;144.2;114.9;18.5;6.1;;;;;;;1.4;1.1;;;;;2581.1;1829.9;751.2;746.2;605.6;74.8;34.3;;;;;;;8.4;10.2;;;;
511;Holiday parks;2006 2nd Quarter;1628.5;1198.7;429.9;427.9;296.4;87.2;22.0;10.5;1.2;;;2.2;;3.8;2.7;1.1;;;;7300.0;5214.0;2086.0;2072.8;1501.3;343.5;109.3;46.7;8.8;;;10.0;;21.1;22.3;7.9;;;
512;Holiday parks;2006 July;462.8;332.5;130.3;129.4;85.9;32.7;3.2;1.2;1.0;;;1.7;;1.7;1.2;;;;;2975.0;2117.1;857.9;850.0;615.0;157.8;23.3;6.9;5.8;;;11.0;;12.0;13.9;;;;
513;Holiday parks;2006 August;538.2;407.5;130.7;128.2;80.7;29.6;9.1;2.6;;;;;;2.3;1.4;;1.7;;;3618.3;2776.4;841.9;823.3;544.5;146.8;67.7;15.7;;;;;;18.2;14.6;;13.1;;
514;Holiday parks;2006 September;532.5;412.5;120.0;119.3;91.3;18.7;4.8;;;;;;;1.6;;;;;;2675.5;2014.4;661.1;657.1;516.3;78.7;31.0;;;;;;;10.1;;;;;
515;Holiday parks;2006 3rd Quarter;1533.6;1152.5;381.0;376.9;258.0;81.0;17.1;4.6;2.1;;1.2;2.4;;5.6;3.5;1.2;2.2;;;9268.9;6907.9;2360.9;2330.4;1675.9;383.3;122.0;27.1;15.9;;5.5;14.9;;40.3;38.8;8.5;16.7;;
516;Holiday parks;2006 October;598.7;457.2;141.5;140.9;110.8;22.2;3.3;1.2;;;;;;;;;;;;2664.0;1961.9;702.1;698.3;582.2;75.8;16.0;4.8;;;;;;;;;;;
517;Holiday parks;2006 November;402.7;324.5;78.3;78.0;31.6;39.5;;4.4;;;;;;1.1;;;;;;1641.8;1301.2;340.7;339.2;153.5;152.4;;19.6;;;;;;5.6;;;;;
518;Holiday parks;2006 December;355.8;312.6;43.2;43.0;24.1;15.2;1.2;1.0;;;;;;;;;;;;1723.1;1513.8;209.3;207.6;127.8;60.3;6.6;5.1;;;;;;;;;;;
519;Holiday parks;2006 4th Quarter;1357.2;1094.3;262.9;261.9;166.6;76.9;5.0;6.6;1.1;;;1.3;;2.5;1.1;;;;;6028.9;4776.9;1252.0;1245.0;863.5;288.4;25.6;29.6;6.8;;;5.6;;13.3;8.3;;;;
520;Holiday parks;2006 Total;5523.9;4283.3;1240.6;1233.0;824.7;292.6;47.9;29.1;4.7;2.0;2.2;6.7;1.6;13.3;8.4;3.0;3.4;;;26813.3;20375.5;6437.8;6383.2;4512.3;1198.8;278.4;137.0;34.0;11.0;10.4;33.8;8.1;83.3;76.1;21.3;23.6;;
521;Holiday parks;2007 January;362.5;293.5;69.1;68.8;46.4;17.9;1.0;2.1;;;;;;;;;;;;1518.4;1209.1;309.2;306.9;218.2;66.2;5.2;9.4;;;;;;;;;;;
522;Holiday parks;2007 February;397.3;336.0;61.3;61.0;31.4;21.9;3.0;2.5;;;;;;;;;;;;1681.0;1425.4;255.6;254.5;138.5;81.0;14.2;9.6;;;;;;;;;;;
523;Holiday parks;2007 March;388.6;321.9;66.7;66.4;43.9;13.5;1.0;6.1;;;;;;;;;;;;1655.5;1339.5;316.1;314.3;217.4;48.4;9.3;27.2;;;;;;;;;;;
524;Holiday parks;2007 1st Quarter;1148.4;951.4;197.0;196.2;121.6;53.2;5.0;10.7;;;;1.1;;1.6;1.8;;;;;4854.9;3974.0;880.9;875.6;574.1;195.6;28.7;46.3;;;;4.7;;8.4;11.8;;;;
525;Holiday parks;2007 April;552.2;363.7;188.5;187.7;109.8;48.2;10.9;13.0;;;;;;1.7;1.9;;;;;2375.4;1468.2;907.2;902.0;564.7;191.6;52.2;58.9;;;;;;10.1;11.6;;;;
526;Holiday parks;2007 May;607.3;499.8;107.5;106.6;75.7;21.9;4.8;1.4;;;;;;1.2;;;;;;2788.0;2285.5;502.5;495.4;358.0;85.6;23.6;8.0;;;;;;6.6;;;;;
527;Holiday parks;2007 June;524.5;391.9;132.6;131.6;104.4;16.7;4.9;1.4;;;;;;1.8;1.1;;;;;2543.1;1806.0;737.1;730.4;597.3;71.9;28.0;6.7;;;;;;8.6;9.3;;;;
528;Holiday parks;2007 2nd Quarter;1684.0;1255.4;428.6;426.0;289.8;86.8;20.6;15.8;1.5;;;1.2;;4.7;3.9;1.5;;;;7706.5;5559.7;2146.8;2127.8;1520.1;349.1;103.8;73.6;10.5;;;6.5;;25.3;29.0;11.2;;;
529;Holiday parks;2007 July;512.8;362.2;150.6;149.2;97.7;36.6;4.5;2.0;1.1;;;3.0;;1.9;1.4;;;;;3275.2;2260.3;1014.9;1005.0;731.5;180.4;26.8;11.4;8.7;;;17.1;;13.2;10.2;;;;
530;Holiday parks;2007 August;615.9;476.8;139.2;136.2;76.7;34.4;13.6;3.8;;;;;;2.9;1.5;;2.3;;;4134.0;3203.0;930.9;908.8;546.7;177.9;100.1;23.9;;;;;;22.3;14.6;;16.7;;
531;Holiday parks;2007 September;513.8;382.1;131.7;130.4;103.0;20.8;2.3;;;;;;;1.4;1.1;;;;;2561.2;1827.5;733.7;727.9;602.7;83.5;16.0;;;;;;;8.6;7.0;;;;
532;Holiday parks;2007 3rd Quarter;1642.5;1221.0;421.5;415.8;277.4;91.7;20.4;6.4;2.3;;1.7;4.0;;6.3;4.0;1.6;3.4;;;9970.3;7290.8;2679.5;2641.7;1880.9;441.8;142.9;38.3;19.2;;10.1;22.7;;44.1;31.8;10.7;22.8;;
533;Holiday parks;2007 October;637.9;512.8;125.0;124.3;91.8;24.0;4.0;;;;;1.1;;;1.1;;;;;2857.2;2217.0;640.3;636.5;504.4;88.7;20.2;;;;;4.6;;;6.3;;;;
534;Holiday parks;2007 November;480.6;381.9;98.7;97.8;44.4;43.0;1.7;5.1;;;;;;2.0;;;;;;1957.4;1523.8;433.6;430.8;218.7;164.3;6.4;21.4;;;;;;13.1;;;;;
535;Holiday parks;2007 December;396.0;320.9;75.0;74.2;37.0;23.8;7.1;2.5;;;;;;2.1;;;;;;1936.8;1537.1;399.7;395.4;211.0;105.2;43.0;13.4;;;;;;12.3;;;;;
536;Holiday parks;2007 4th Quarter;1514.4;1215.7;298.7;296.2;173.3;90.8;12.8;8.2;1.3;;;1.5;;4.5;2.4;;1.5;;;6751.4;5277.8;1473.6;1462.7;934.1;358.3;69.6;37.5;9.2;;;7.0;;27.6;14.2;;5.2;;
537;Holiday parks;2007 Total;5989.3;4643.4;1345.9;1334.2;862.2;322.6;58.8;41.1;5.4;2.5;3.2;7.9;1.2;17.1;12.2;4.6;5.7;;;29283.1;22102.3;7180.8;7107.7;4909.2;1344.7;344.9;195.7;40.8;14.3;18.6;40.9;6.4;105.4;86.8;30.4;33.5;;
538;Holiday parks;2008 January;337.1;270.2;66.9;66.4;44.4;17.8;1.1;1.5;;;;;;;;;;;;1536.0;1203.3;332.7;330.5;236.2;71.4;5.8;7.6;;;;;;;;;;;
539;Holiday parks;2008 February;443.4;371.6;71.8;71.5;33.4;25.5;3.1;7.3;;;;;;;;;;;;1863.7;1556.0;307.7;305.7;150.0;97.9;14.4;31.9;;;;;;;;;;;
540;Holiday parks;2008 March;476.0;334.1;142.0;141.3;94.3;33.5;6.0;2.9;;;;;;1.0;1.5;;;;;1957.3;1301.9;655.4;652.1;459.6;126.7;29.4;14.0;;;;;;5.3;7.6;;;;
541;Holiday parks;2008 1st Quarter;1256.5;975.9;280.7;279.3;172.1;76.7;10.2;11.7;;;;1.4;;2.3;2.4;;;;;5357.0;4061.2;1295.8;1288.3;845.8;296.0;49.7;53.5;;;;6.3;;13.4;12.7;;;;
542;Holiday parks;2008 April;438.8;336.6;102.3;101.0;45.5;30.7;7.9;12.8;;;;;;1.4;;;;;;1946.0;1444.5;501.4;493.0;239.0;127.6;42.9;58.8;;;;;;8.2;;;;;
543;Holiday parks;2008 May;641.4;511.6;129.8;128.8;92.3;22.1;8.8;1.7;;;;;;2.0;;;;;;2930.7;2329.9;600.8;595.2;431.8;85.9;47.3;8.0;;;;;;10.1;;;;;
544;Holiday parks;2008 June;513.2;418.6;94.7;93.4;66.9;19.6;3.1;;;;;;;;1.0;;;;;2449.6;1924.9;524.7;515.8;390.7;77.1;21.6;;;;;;;;9.3;;;;
545;Holiday parks;2008 2nd Quarter;1593.5;1266.7;326.7;323.2;204.8;72.4;19.7;15.3;1.2;;;1.4;;4.3;2.8;1.6;;;;7326.3;5699.4;1626.9;1603.9;1061.4;290.6;111.9;70.7;7.0;;;7.2;;23.9;22.4;10.2;;;
546;Holiday parks;2008 July;501.4;355.3;146.1;144.9;101.3;32.1;3.0;1.3;1.2;;;2.3;;1.5;1.4;;;;;3304.6;2330.8;973.8;965.3;728.2;162.6;20.7;7.5;7.4;;;14.6;;10.7;9.8;;;;
547;Holiday parks;2008 August;622.8;481.5;141.3;138.1;75.7;42.8;9.9;3.0;;;;;;3.0;1.2;;2.2;;;3991.5;3107.5;884.1;860.0;513.0;213.2;71.0;15.3;;;;;;20.6;9.5;;15.5;;
548;Holiday parks;2008 September;519.6;406.8;112.8;111.9;85.6;18.1;2.7;;;;;;;1.7;;;;;;2531.1;1915.5;615.7;610.3;492.6;72.4;17.2;;;;;;;10.6;;;;;
549;Holiday parks;2008 3rd Quarter;1643.8;1243.5;400.3;394.9;262.6;93.1;15.6;5.1;2.3;1.2;1.2;3.2;;6.2;3.4;1.2;2.9;;1.1;9827.2;7353.7;2473.5;2435.6;1733.8;448.1;108.8;26.6;15.5;5.4;7.6;19.2;;41.8;24.3;8.6;20.5;;7.4
