ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
7112;Totaal;Leeftijd: 15 tot 25 jaar;077 Productiemachinebedieners en asse...;2017;13
7113;Totaal;Leeftijd: 15 tot 25 jaar;0771 Productiemachinebedieners;2015;9
7114;Totaal;Leeftijd: 15 tot 25 jaar;0771 Productiemachinebedieners;2016;7
7115;Totaal;Leeftijd: 15 tot 25 jaar;0771 Productiemachinebedieners;2017;9
7116;Totaal;Leeftijd: 15 tot 25 jaar;0772 Assemblagemedewerkers;2015;4
7117;Totaal;Leeftijd: 15 tot 25 jaar;0772 Assemblagemedewerkers;2016;5
7118;Totaal;Leeftijd: 15 tot 25 jaar;0772 Assemblagemedewerkers;2017;4
7119;Totaal;Leeftijd: 15 tot 25 jaar;078 Hulpkrachten bouw en industrie;2015;19
7120;Totaal;Leeftijd: 15 tot 25 jaar;078 Hulpkrachten bouw en industrie;2016;14
7121;Totaal;Leeftijd: 15 tot 25 jaar;078 Hulpkrachten bouw en industrie;2017;14
7122;Totaal;Leeftijd: 15 tot 25 jaar;0781 Hulpkrachten bouw en industrie;2015;19
7123;Totaal;Leeftijd: 15 tot 25 jaar;0781 Hulpkrachten bouw en industrie;2016;14
7124;Totaal;Leeftijd: 15 tot 25 jaar;0781 Hulpkrachten bouw en industrie;2017;14
7125;Totaal;Leeftijd: 15 tot 25 jaar;08 ICT beroepen;2015;20
7126;Totaal;Leeftijd: 15 tot 25 jaar;08 ICT beroepen;2016;28
7127;Totaal;Leeftijd: 15 tot 25 jaar;08 ICT beroepen;2017;25
7128;Totaal;Leeftijd: 15 tot 25 jaar;081 Specialisten ICT;2015;10
7129;Totaal;Leeftijd: 15 tot 25 jaar;081 Specialisten ICT;2016;17
7130;Totaal;Leeftijd: 15 tot 25 jaar;081 Specialisten ICT;2017;15
7131;Totaal;Leeftijd: 15 tot 25 jaar;0811 Software- en applicatieontwikkel.;2015;7
7132;Totaal;Leeftijd: 15 tot 25 jaar;0811 Software- en applicatieontwikkel.;2016;14
7133;Totaal;Leeftijd: 15 tot 25 jaar;0811 Software- en applicatieontwikkel.;2017;14
7134;Totaal;Leeftijd: 15 tot 25 jaar;0812 Databank- en netwerkspecialisten;2015;3
7135;Totaal;Leeftijd: 15 tot 25 jaar;0812 Databank- en netwerkspecialisten;2016;3
7136;Totaal;Leeftijd: 15 tot 25 jaar;0812 Databank- en netwerkspecialisten;2017;2
7137;Totaal;Leeftijd: 15 tot 25 jaar;082 Vakspecialisten ICT;2015;9
7138;Totaal;Leeftijd: 15 tot 25 jaar;082 Vakspecialisten ICT;2016;11
7139;Totaal;Leeftijd: 15 tot 25 jaar;082 Vakspecialisten ICT;2017;9
7140;Totaal;Leeftijd: 15 tot 25 jaar;0821 Gebruikersondersteuning ICT;2015;7
7141;Totaal;Leeftijd: 15 tot 25 jaar;0821 Gebruikersondersteuning ICT;2016;9
7142;Totaal;Leeftijd: 15 tot 25 jaar;0821 Gebruikersondersteuning ICT;2017;7
7143;Totaal;Leeftijd: 15 tot 25 jaar;0822 Radio- en televisietechnici;2015;2
7144;Totaal;Leeftijd: 15 tot 25 jaar;0822 Radio- en televisietechnici;2016;3
7145;Totaal;Leeftijd: 15 tot 25 jaar;0822 Radio- en televisietechnici;2017;2
7146;Totaal;Leeftijd: 15 tot 25 jaar;09 Agrarische beroepen;2015;35
7147;Totaal;Leeftijd: 15 tot 25 jaar;09 Agrarische beroepen;2016;35
7148;Totaal;Leeftijd: 15 tot 25 jaar;09 Agrarische beroepen;2017;33
7149;Totaal;Leeftijd: 15 tot 25 jaar;091 Tuinders, akkerbouwers en veetelers;2015;21
7150;Totaal;Leeftijd: 15 tot 25 jaar;091 Tuinders, akkerbouwers en veetelers;2016;24
7151;Totaal;Leeftijd: 15 tot 25 jaar;091 Tuinders, akkerbouwers en veetelers;2017;22
7152;Totaal;Leeftijd: 15 tot 25 jaar;0911 Land- en bosbouwers;2015;3
7153;Totaal;Leeftijd: 15 tot 25 jaar;0911 Land- en bosbouwers;2016;5
7154;Totaal;Leeftijd: 15 tot 25 jaar;0911 Land- en bosbouwers;2017;4
7155;Totaal;Leeftijd: 15 tot 25 jaar;0912 Hoveniers, tuinders en kwekers;2015;13
7156;Totaal;Leeftijd: 15 tot 25 jaar;0912 Hoveniers, tuinders en kwekers;2016;14
7157;Totaal;Leeftijd: 15 tot 25 jaar;0912 Hoveniers, tuinders en kwekers;2017;10
7158;Totaal;Leeftijd: 15 tot 25 jaar;0913 Veetelers;2015;5
7159;Totaal;Leeftijd: 15 tot 25 jaar;0913 Veetelers;2016;6
7160;Totaal;Leeftijd: 15 tot 25 jaar;0913 Veetelers;2017;8
7161;Totaal;Leeftijd: 15 tot 25 jaar;092 Hulpkrachten landbouw;2015;15
7162;Totaal;Leeftijd: 15 tot 25 jaar;092 Hulpkrachten landbouw;2016;11
7163;Totaal;Leeftijd: 15 tot 25 jaar;092 Hulpkrachten landbouw;2017;11
7164;Totaal;Leeftijd: 15 tot 25 jaar;0921 Hulpkrachten landbouw;2015;15
7165;Totaal;Leeftijd: 15 tot 25 jaar;0921 Hulpkrachten landbouw;2016;11
7166;Totaal;Leeftijd: 15 tot 25 jaar;0921 Hulpkrachten landbouw;2017;11
7167;Totaal;Leeftijd: 15 tot 25 jaar;10 Zorg en welzijn beroepen;2015;95
7168;Totaal;Leeftijd: 15 tot 25 jaar;10 Zorg en welzijn beroepen;2016;94
7169;Totaal;Leeftijd: 15 tot 25 jaar;10 Zorg en welzijn beroepen;2017;112
7170;Totaal;Leeftijd: 15 tot 25 jaar;101 Artsen, therapeuten en gespeciali...;2015;12
7171;Totaal;Leeftijd: 15 tot 25 jaar;101 Artsen, therapeuten en gespeciali...;2016;14
7172;Totaal;Leeftijd: 15 tot 25 jaar;101 Artsen, therapeuten en gespeciali...;2017;16
7173;Totaal;Leeftijd: 15 tot 25 jaar;1011 Artsen;2015;2
7174;Totaal;Leeftijd: 15 tot 25 jaar;1011 Artsen;2016;1
7175;Totaal;Leeftijd: 15 tot 25 jaar;1011 Artsen;2017;2
7176;Totaal;Leeftijd: 15 tot 25 jaar;1012 Gespecialiseerd verpleegkundigen;2015;6
7177;Totaal;Leeftijd: 15 tot 25 jaar;1012 Gespecialiseerd verpleegkundigen;2016;9
7178;Totaal;Leeftijd: 15 tot 25 jaar;1012 Gespecialiseerd verpleegkundigen;2017;9
7179;Totaal;Leeftijd: 15 tot 25 jaar;1013 Fysiotherapeuten;2015;4
7180;Totaal;Leeftijd: 15 tot 25 jaar;1013 Fysiotherapeuten;2016;5
7181;Totaal;Leeftijd: 15 tot 25 jaar;1013 Fysiotherapeuten;2017;5
7182;Totaal;Leeftijd: 15 tot 25 jaar;102 Specialisten op maatschappelijk g...;2015;7
7183;Totaal;Leeftijd: 15 tot 25 jaar;102 Specialisten op maatschappelijk g...;2016;6
7184;Totaal;Leeftijd: 15 tot 25 jaar;102 Specialisten op maatschappelijk g...;2017;4
7185;Totaal;Leeftijd: 15 tot 25 jaar;1021 Maatschappelijk werkers;2015;3
7186;Totaal;Leeftijd: 15 tot 25 jaar;1021 Maatschappelijk werkers;2016;3
7187;Totaal;Leeftijd: 15 tot 25 jaar;1021 Maatschappelijk werkers;2017;2
7188;Totaal;Leeftijd: 15 tot 25 jaar;1022 Psychologen en sociologen;2015;4
7189;Totaal;Leeftijd: 15 tot 25 jaar;1022 Psychologen en sociologen;2016;3
7190;Totaal;Leeftijd: 15 tot 25 jaar;1022 Psychologen en sociologen;2017;2
7191;Totaal;Leeftijd: 15 tot 25 jaar;103 Vakspecialisten gezondheidszorg;2015;24
7192;Totaal;Leeftijd: 15 tot 25 jaar;103 Vakspecialisten gezondheidszorg;2016;24
7193;Totaal;Leeftijd: 15 tot 25 jaar;103 Vakspecialisten gezondheidszorg;2017;30
7194;Totaal;Leeftijd: 15 tot 25 jaar;1031 Laboranten;2015;2
7195;Totaal;Leeftijd: 15 tot 25 jaar;1031 Laboranten;2016;1
7196;Totaal;Leeftijd: 15 tot 25 jaar;1031 Laboranten;2017;3
7197;Totaal;Leeftijd: 15 tot 25 jaar;1032 Apothekersassistenten;2015;2
7198;Totaal;Leeftijd: 15 tot 25 jaar;1032 Apothekersassistenten;2016;2
7199;Totaal;Leeftijd: 15 tot 25 jaar;1032 Apothekersassistenten;2017;1
7200;Totaal;Leeftijd: 15 tot 25 jaar;1033 Verpleegkundigen (mbo);2015;10
7201;Totaal;Leeftijd: 15 tot 25 jaar;1033 Verpleegkundigen (mbo);2016;13
7202;Totaal;Leeftijd: 15 tot 25 jaar;1033 Verpleegkundigen (mbo);2017;14
7203;Totaal;Leeftijd: 15 tot 25 jaar;1034 Medisch praktijkassistenten;2015;7
7204;Totaal;Leeftijd: 15 tot 25 jaar;1034 Medisch praktijkassistenten;2016;7
7205;Totaal;Leeftijd: 15 tot 25 jaar;1034 Medisch praktijkassistenten;2017;10
7206;Totaal;Leeftijd: 15 tot 25 jaar;1035 Medisch vakspecialisten;2015;3
7207;Totaal;Leeftijd: 15 tot 25 jaar;1035 Medisch vakspecialisten;2016;2
7208;Totaal;Leeftijd: 15 tot 25 jaar;1035 Medisch vakspecialisten;2017;1
7209;Totaal;Leeftijd: 15 tot 25 jaar;104 Sociaal werkers, groeps- en woonb...;2015;23
7210;Totaal;Leeftijd: 15 tot 25 jaar;104 Sociaal werkers, groeps- en woonb...;2016;21
7211;Totaal;Leeftijd: 15 tot 25 jaar;104 Sociaal werkers, groeps- en woonb...;2017;30
7212;Totaal;Leeftijd: 15 tot 25 jaar;1041 Sociaal werkers, groeps- en woon.;2015;23
7213;Totaal;Leeftijd: 15 tot 25 jaar;1041 Sociaal werkers, groeps- en woon.;2016;21
7214;Totaal;Leeftijd: 15 tot 25 jaar;1041 Sociaal werkers, groeps- en woon.;2017;30
7215;Totaal;Leeftijd: 15 tot 25 jaar;105 Verzorgenden;2015;29
7216;Totaal;Leeftijd: 15 tot 25 jaar;105 Verzorgenden;2016;30
7217;Totaal;Leeftijd: 15 tot 25 jaar;105 Verzorgenden;2017;34
7218;Totaal;Leeftijd: 15 tot 25 jaar;1051 Verzorgenden;2015;29
7219;Totaal;Leeftijd: 15 tot 25 jaar;1051 Verzorgenden;2016;30
7220;Totaal;Leeftijd: 15 tot 25 jaar;1051 Verzorgenden;2017;34
7221;Totaal;Leeftijd: 15 tot 25 jaar;11 Dienstverlenende beroepen;2015;232
7222;Totaal;Leeftijd: 15 tot 25 jaar;11 Dienstverlenende beroepen;2016;247
7223;Totaal;Leeftijd: 15 tot 25 jaar;11 Dienstverlenende beroepen;2017;250
7224;Totaal;Leeftijd: 15 tot 25 jaar;111 Medewerkers persoonlijke dienstve...;2015;146
7225;Totaal;Leeftijd: 15 tot 25 jaar;111 Medewerkers persoonlijke dienstve...;2016;159
7226;Totaal;Leeftijd: 15 tot 25 jaar;111 Medewerkers persoonlijke dienstve...;2017;161
7227;Totaal;Leeftijd: 15 tot 25 jaar;1111 Reisbegeleiders;2015;2
7228;Totaal;Leeftijd: 15 tot 25 jaar;1111 Reisbegeleiders;2016;3
7229;Totaal;Leeftijd: 15 tot 25 jaar;1111 Reisbegeleiders;2017;3
7230;Totaal;Leeftijd: 15 tot 25 jaar;1112 Koks;2015;17
7231;Totaal;Leeftijd: 15 tot 25 jaar;1112 Koks;2016;17
7232;Totaal;Leeftijd: 15 tot 25 jaar;1112 Koks;2017;11
7233;Totaal;Leeftijd: 15 tot 25 jaar;1113 Kelners en barpersoneel;2015;108
7234;Totaal;Leeftijd: 15 tot 25 jaar;1113 Kelners en barpersoneel;2016;121
7235;Totaal;Leeftijd: 15 tot 25 jaar;1113 Kelners en barpersoneel;2017;122
7236;Totaal;Leeftijd: 15 tot 25 jaar;1114 Kappers en schoonheidsspecialisten;2015;13
7237;Totaal;Leeftijd: 15 tot 25 jaar;1114 Kappers en schoonheidsspecialisten;2016;12
7238;Totaal;Leeftijd: 15 tot 25 jaar;1114 Kappers en schoonheidsspecialisten;2017;14
7239;Totaal;Leeftijd: 15 tot 25 jaar;1115 Conciërges en teamleiders schoon.;2015;2
7240;Totaal;Leeftijd: 15 tot 25 jaar;1115 Conciërges en teamleiders schoon.;2016;2
7241;Totaal;Leeftijd: 15 tot 25 jaar;1115 Conciërges en teamleiders schoon.;2017;3
7242;Totaal;Leeftijd: 15 tot 25 jaar;1116 Verleners van overige persoonlij.;2015;4
7243;Totaal;Leeftijd: 15 tot 25 jaar;1116 Verleners van overige persoonlij.;2016;5
7244;Totaal;Leeftijd: 15 tot 25 jaar;1116 Verleners van overige persoonlij.;2017;9
7245;Totaal;Leeftijd: 15 tot 25 jaar;112 Schoonmakers en keukenhulpen;2015;86
7246;Totaal;Leeftijd: 15 tot 25 jaar;112 Schoonmakers en keukenhulpen;2016;88
7247;Totaal;Leeftijd: 15 tot 25 jaar;112 Schoonmakers en keukenhulpen;2017;89
7248;Totaal;Leeftijd: 15 tot 25 jaar;1121 Schoonmakers;2015;40
7249;Totaal;Leeftijd: 15 tot 25 jaar;1121 Schoonmakers;2016;40
7250;Totaal;Leeftijd: 15 tot 25 jaar;1121 Schoonmakers;2017;36
7251;Totaal;Leeftijd: 15 tot 25 jaar;1122 Keukenhulpen;2015;46
7252;Totaal;Leeftijd: 15 tot 25 jaar;1122 Keukenhulpen;2016;48
7253;Totaal;Leeftijd: 15 tot 25 jaar;1122 Keukenhulpen;2017;53
7254;Totaal;Leeftijd: 15 tot 25 jaar;12 Transport en logistiek beroepen;2015;208
7255;Totaal;Leeftijd: 15 tot 25 jaar;12 Transport en logistiek beroepen;2016;209
7256;Totaal;Leeftijd: 15 tot 25 jaar;12 Transport en logistiek beroepen;2017;222
7257;Totaal;Leeftijd: 15 tot 25 jaar;121 Bestuurders voertuigen en bediene...;2015;28
7258;Totaal;Leeftijd: 15 tot 25 jaar;121 Bestuurders voertuigen en bediene...;2016;31
7259;Totaal;Leeftijd: 15 tot 25 jaar;121 Bestuurders voertuigen en bediene...;2017;32
7260;Totaal;Leeftijd: 15 tot 25 jaar;1211 Dekofficieren en piloten;2015;2
7261;Totaal;Leeftijd: 15 tot 25 jaar;1211 Dekofficieren en piloten;2016;1
7262;Totaal;Leeftijd: 15 tot 25 jaar;1211 Dekofficieren en piloten;2017;2
7263;Totaal;Leeftijd: 15 tot 25 jaar;1212 Chauffeurs auto's, taxi's en bes.;2015;5
7264;Totaal;Leeftijd: 15 tot 25 jaar;1212 Chauffeurs auto's, taxi's en bes.;2016;10
7265;Totaal;Leeftijd: 15 tot 25 jaar;1212 Chauffeurs auto's, taxi's en bes.;2017;12
7266;Totaal;Leeftijd: 15 tot 25 jaar;1213 Buschauffeurs en trambestuurders;2015;1
7267;Totaal;Leeftijd: 15 tot 25 jaar;1213 Buschauffeurs en trambestuurders;2016;0
7268;Totaal;Leeftijd: 15 tot 25 jaar;1213 Buschauffeurs en trambestuurders;2017;1
7269;Totaal;Leeftijd: 15 tot 25 jaar;1214 Vrachtwagenchauffeurs;2015;12
7270;Totaal;Leeftijd: 15 tot 25 jaar;1214 Vrachtwagenchauffeurs;2016;9
7271;Totaal;Leeftijd: 15 tot 25 jaar;1214 Vrachtwagenchauffeurs;2017;9
7272;Totaal;Leeftijd: 15 tot 25 jaar;1215 Bedieners mobiele machines;2015;9
7273;Totaal;Leeftijd: 15 tot 25 jaar;1215 Bedieners mobiele machines;2016;10
7274;Totaal;Leeftijd: 15 tot 25 jaar;1215 Bedieners mobiele machines;2017;9
7275;Totaal;Leeftijd: 15 tot 25 jaar;122 Hulpkrachten transport en logistiek;2015;179
7276;Totaal;Leeftijd: 15 tot 25 jaar;122 Hulpkrachten transport en logistiek;2016;178
7277;Totaal;Leeftijd: 15 tot 25 jaar;122 Hulpkrachten transport en logistiek;2017;190
7278;Totaal;Leeftijd: 15 tot 25 jaar;1221 Laders, lossers en vakkenvullers;2015;128
7279;Totaal;Leeftijd: 15 tot 25 jaar;1221 Laders, lossers en vakkenvullers;2016;132
7280;Totaal;Leeftijd: 15 tot 25 jaar;1221 Laders, lossers en vakkenvullers;2017;145
7281;Totaal;Leeftijd: 15 tot 25 jaar;1222 Vuilnisophalers en dagbladenbezo.;2015;52
7282;Totaal;Leeftijd: 15 tot 25 jaar;1222 Vuilnisophalers en dagbladenbezo.;2016;46
7283;Totaal;Leeftijd: 15 tot 25 jaar;1222 Vuilnisophalers en dagbladenbezo.;2017;44
7284;Totaal;Leeftijd: 15 tot 25 jaar;13 Beroepsklasse overig;2015;15
7285;Totaal;Leeftijd: 15 tot 25 jaar;13 Beroepsklasse overig;2016;24
7286;Totaal;Leeftijd: 15 tot 25 jaar;13 Beroepsklasse overig;2017;26
7287;Totaal;Leeftijd: 15 tot 25 jaar;131 Beroepssegment overig;2015;15
7288;Totaal;Leeftijd: 15 tot 25 jaar;131 Beroepssegment overig;2016;24
7289;Totaal;Leeftijd: 15 tot 25 jaar;131 Beroepssegment overig;2017;26
7290;Totaal;Leeftijd: 15 tot 25 jaar;1311 Beroepsgroep overig;2015;15
7291;Totaal;Leeftijd: 15 tot 25 jaar;1311 Beroepsgroep overig;2016;24
7292;Totaal;Leeftijd: 15 tot 25 jaar;1311 Beroepsgroep overig;2017;26
7293;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 1 (ISCO 2008);2015;303
7294;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 1 (ISCO 2008);2016;293
7295;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 1 (ISCO 2008);2017;307
7296;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2 (ISCO 2008);2015;697
7297;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2 (ISCO 2008);2016;709
7298;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2 (ISCO 2008);2017;713
7299;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3 (ISCO 2008);2015;112
7300;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3 (ISCO 2008);2016;119
7301;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3 (ISCO 2008);2017;131
7302;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4 (ISCO 2008);2015;122
7303;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4 (ISCO 2008);2016;120
7304;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4 (ISCO 2008);2017;128
7305;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau onbekend (ISCO 2008);2015;10
7306;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau onbekend (ISCO 2008);2016;16
7307;Totaal;Leeftijd: 15 tot 25 jaar;Beroepsniveau onbekend (ISCO 2008);2017;22
7308;Totaal;Leeftijd: 15 tot 65 jaar;Totaal;2015;8121
7309;Totaal;Leeftijd: 15 tot 65 jaar;Totaal;2016;8224
7310;Totaal;Leeftijd: 15 tot 65 jaar;Totaal;2017;8381
7311;Totaal;Leeftijd: 15 tot 65 jaar;01 Pedagogische beroepen;2015;588
7312;Totaal;Leeftijd: 15 tot 65 jaar;01 Pedagogische beroepen;2016;593
7313;Totaal;Leeftijd: 15 tot 65 jaar;01 Pedagogische beroepen;2017;579
7314;Totaal;Leeftijd: 15 tot 65 jaar;011 Docenten;2015;411
7315;Totaal;Leeftijd: 15 tot 65 jaar;011 Docenten;2016;413
7316;Totaal;Leeftijd: 15 tot 65 jaar;011 Docenten;2017;416
7317;Totaal;Leeftijd: 15 tot 65 jaar;0111 Docenten hoger onderwijs en hoog...;2015;46
7318;Totaal;Leeftijd: 15 tot 65 jaar;0111 Docenten hoger onderwijs en hoog...;2016;45
7319;Totaal;Leeftijd: 15 tot 65 jaar;0111 Docenten hoger onderwijs en hoog...;2017;53
7320;Totaal;Leeftijd: 15 tot 65 jaar;0112 Docenten beroepsgerichte vakken ...;2015;28
7321;Totaal;Leeftijd: 15 tot 65 jaar;0112 Docenten beroepsgerichte vakken ...;2016;34
7322;Totaal;Leeftijd: 15 tot 65 jaar;0112 Docenten beroepsgerichte vakken ...;2017;35
7323;Totaal;Leeftijd: 15 tot 65 jaar;0113 Docenten algemene vakken secunda...;2015;109
7324;Totaal;Leeftijd: 15 tot 65 jaar;0113 Docenten algemene vakken secunda...;2016;112
7325;Totaal;Leeftijd: 15 tot 65 jaar;0113 Docenten algemene vakken secunda...;2017;109
7326;Totaal;Leeftijd: 15 tot 65 jaar;0114 Leerkrachten basisonderwijs;2015;168
7327;Totaal;Leeftijd: 15 tot 65 jaar;0114 Leerkrachten basisonderwijs;2016;162
7328;Totaal;Leeftijd: 15 tot 65 jaar;0114 Leerkrachten basisonderwijs;2017;152
7329;Totaal;Leeftijd: 15 tot 65 jaar;0115 Onderwijskundigen en overige doc...;2015;60
7330;Totaal;Leeftijd: 15 tot 65 jaar;0115 Onderwijskundigen en overige doc...;2016;61
7331;Totaal;Leeftijd: 15 tot 65 jaar;0115 Onderwijskundigen en overige doc...;2017;67
7332;Totaal;Leeftijd: 15 tot 65 jaar;012 Sportinstructeurs;2015;35
7333;Totaal;Leeftijd: 15 tot 65 jaar;012 Sportinstructeurs;2016;48
7334;Totaal;Leeftijd: 15 tot 65 jaar;012 Sportinstructeurs;2017;37
7335;Totaal;Leeftijd: 15 tot 65 jaar;0121 Beroepsgroep sportinstructeurs;2015;35
7336;Totaal;Leeftijd: 15 tot 65 jaar;0121 Beroepsgroep sportinstructeurs;2016;48
7337;Totaal;Leeftijd: 15 tot 65 jaar;0121 Beroepsgroep sportinstructeurs;2017;37
7338;Totaal;Leeftijd: 15 tot 65 jaar;013 Leidsters kinderopvang en onderwi.;2015;142
7339;Totaal;Leeftijd: 15 tot 65 jaar;013 Leidsters kinderopvang en onderwi.;2016;133
7340;Totaal;Leeftijd: 15 tot 65 jaar;013 Leidsters kinderopvang en onderwi.;2017;126
7341;Totaal;Leeftijd: 15 tot 65 jaar;0131 Leidsters kinderopvang en onderw...;2015;142
7342;Totaal;Leeftijd: 15 tot 65 jaar;0131 Leidsters kinderopvang en onderw...;2016;133
7343;Totaal;Leeftijd: 15 tot 65 jaar;0131 Leidsters kinderopvang en onderw...;2017;126
7344;Totaal;Leeftijd: 15 tot 65 jaar;02 Creatieve en taalkundige beroepen;2015;194
7345;Totaal;Leeftijd: 15 tot 65 jaar;02 Creatieve en taalkundige beroepen;2016;186
7346;Totaal;Leeftijd: 15 tot 65 jaar;02 Creatieve en taalkundige beroepen;2017;201
7347;Totaal;Leeftijd: 15 tot 65 jaar;021 Auteurs en kunstenaars;2015;128
7348;Totaal;Leeftijd: 15 tot 65 jaar;021 Auteurs en kunstenaars;2016;114
7349;Totaal;Leeftijd: 15 tot 65 jaar;021 Auteurs en kunstenaars;2017;126
7350;Totaal;Leeftijd: 15 tot 65 jaar;0211 Bibliothecarissen en conservatoren;2015;8
7351;Totaal;Leeftijd: 15 tot 65 jaar;0211 Bibliothecarissen en conservatoren;2016;8
7352;Totaal;Leeftijd: 15 tot 65 jaar;0211 Bibliothecarissen en conservatoren;2017;6
7353;Totaal;Leeftijd: 15 tot 65 jaar;0212 Auteurs en taalkundigen;2015;37
7354;Totaal;Leeftijd: 15 tot 65 jaar;0212 Auteurs en taalkundigen;2016;26
7355;Totaal;Leeftijd: 15 tot 65 jaar;0212 Auteurs en taalkundigen;2017;30
7356;Totaal;Leeftijd: 15 tot 65 jaar;0213 Journalisten;2015;24
7357;Totaal;Leeftijd: 15 tot 65 jaar;0213 Journalisten;2016;25
7358;Totaal;Leeftijd: 15 tot 65 jaar;0213 Journalisten;2017;32
7359;Totaal;Leeftijd: 15 tot 65 jaar;0214 Beeldend kunstenaars;2015;16
7360;Totaal;Leeftijd: 15 tot 65 jaar;0214 Beeldend kunstenaars;2016;12
7361;Totaal;Leeftijd: 15 tot 65 jaar;0214 Beeldend kunstenaars;2017;9
7362;Totaal;Leeftijd: 15 tot 65 jaar;0215 Uitvoerend kunstenaars;2015;44
7363;Totaal;Leeftijd: 15 tot 65 jaar;0215 Uitvoerend kunstenaars;2016;43
7364;Totaal;Leeftijd: 15 tot 65 jaar;0215 Uitvoerend kunstenaars;2017;47
7365;Totaal;Leeftijd: 15 tot 65 jaar;022 Vakspecialisten op artistiek en c.;2015;66
7366;Totaal;Leeftijd: 15 tot 65 jaar;022 Vakspecialisten op artistiek en c.;2016;72
7367;Totaal;Leeftijd: 15 tot 65 jaar;022 Vakspecialisten op artistiek en c.;2017;76
7368;Totaal;Leeftijd: 15 tot 65 jaar;0221 Grafisch vormgevers en producton...;2015;44
7369;Totaal;Leeftijd: 15 tot 65 jaar;0221 Grafisch vormgevers en producton...;2016;48
7370;Totaal;Leeftijd: 15 tot 65 jaar;0221 Grafisch vormgevers en producton...;2017;57
7371;Totaal;Leeftijd: 15 tot 65 jaar;0222 Fotografen en interieurontwerpers;2015;22
7372;Totaal;Leeftijd: 15 tot 65 jaar;0222 Fotografen en interieurontwerpers;2016;24
7373;Totaal;Leeftijd: 15 tot 65 jaar;0222 Fotografen en interieurontwerpers;2017;19
7374;Totaal;Leeftijd: 15 tot 65 jaar;03 Commerciële beroepen;2015;952
7375;Totaal;Leeftijd: 15 tot 65 jaar;03 Commerciële beroepen;2016;917
7376;Totaal;Leeftijd: 15 tot 65 jaar;03 Commerciële beroepen;2017;948
7377;Totaal;Leeftijd: 15 tot 65 jaar;031 Adviseurs marketing, public relat.;2015;146
7378;Totaal;Leeftijd: 15 tot 65 jaar;031 Adviseurs marketing, public relat.;2016;141
7379;Totaal;Leeftijd: 15 tot 65 jaar;031 Adviseurs marketing, public relat.;2017;154
7380;Totaal;Leeftijd: 15 tot 65 jaar;0311 Adviseurs marketing, public rela...;2015;146
7381;Totaal;Leeftijd: 15 tot 65 jaar;0311 Adviseurs marketing, public rela...;2016;141
7382;Totaal;Leeftijd: 15 tot 65 jaar;0311 Adviseurs marketing, public rela...;2017;154
7383;Totaal;Leeftijd: 15 tot 65 jaar;032 Vertegenwoordigers en inkopers;2015;135
7384;Totaal;Leeftijd: 15 tot 65 jaar;032 Vertegenwoordigers en inkopers;2016;145
7385;Totaal;Leeftijd: 15 tot 65 jaar;032 Vertegenwoordigers en inkopers;2017;141
7386;Totaal;Leeftijd: 15 tot 65 jaar;0321 Vertegenwoordigers en inkopers;2015;135
7387;Totaal;Leeftijd: 15 tot 65 jaar;0321 Vertegenwoordigers en inkopers;2016;145
7388;Totaal;Leeftijd: 15 tot 65 jaar;0321 Vertegenwoordigers en inkopers;2017;141
7389;Totaal;Leeftijd: 15 tot 65 jaar;033 Verkopers;2015;671
7390;Totaal;Leeftijd: 15 tot 65 jaar;033 Verkopers;2016;631
7391;Totaal;Leeftijd: 15 tot 65 jaar;033 Verkopers;2017;652
7392;Totaal;Leeftijd: 15 tot 65 jaar;0331 Winkeliers en teamleiders detail...;2015;122
7393;Totaal;Leeftijd: 15 tot 65 jaar;0331 Winkeliers en teamleiders detail...;2016;111
7394;Totaal;Leeftijd: 15 tot 65 jaar;0331 Winkeliers en teamleiders detail...;2017;122
7395;Totaal;Leeftijd: 15 tot 65 jaar;0332 Verkoopmedewerkers detailhandel;2015;343
7396;Totaal;Leeftijd: 15 tot 65 jaar;0332 Verkoopmedewerkers detailhandel;2016;325
7397;Totaal;Leeftijd: 15 tot 65 jaar;0332 Verkoopmedewerkers detailhandel;2017;321
7398;Totaal;Leeftijd: 15 tot 65 jaar;0333 Kassamedewerkers;2015;89
7399;Totaal;Leeftijd: 15 tot 65 jaar;0333 Kassamedewerkers;2016;82
7400;Totaal;Leeftijd: 15 tot 65 jaar;0333 Kassamedewerkers;2017;87
