ID;SoortVacature;Regio;Perioden;TotaalAantalVacatures_1;Bedrijfsgrootte10Werknemers_2;Bedrijfsgrootte1099Werknemers_3;Bedrijfsgrootte100Werknemers_4;k_1ElementaireBeroepen_5;k_2LagereBeroepen_6;k_4MiddelbareBeroepen_7;k_6HogereBeroepen_8;k_8WetenschappelijkeBeroepen_9;k_9Onbekend_10;k_2LagerOnderwijs_11;k_3VoortgezetOnderwijsLagereTrap_12;k_4VoortgezetOnderwijsHogereTrap_13;k_5HogerOnderwijs1eTrap_14;k_67HogerOnderwijs2e3eTrap_15;k_9Onbekend_16
545;Totaal aantal vacatures;Veluwe (CR);2008;0.4;0.0;;0.4;0.0;0.0;0.2;0.1;0.1;;;0.0;0.2;0.2;0.0;
546;Totaal aantal vacatures;Achterhoek (CR);2000;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
547;Totaal aantal vacatures;Achterhoek (CR);2001;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
548;Totaal aantal vacatures;Achterhoek (CR);2002;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
549;Totaal aantal vacatures;Achterhoek (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
550;Totaal aantal vacatures;Achterhoek (CR);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
551;Totaal aantal vacatures;Achterhoek (CR);2006;0.1;;;0.1;;0.0;0.0;0.0;;;;0.0;0.0;0.1;;
552;Totaal aantal vacatures;Achterhoek (CR);2008;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
553;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2000;0.3;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
554;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2001;0.7;0.0;0.1;0.7;0.0;0.1;0.3;0.2;0.0;0.0;0.0;0.1;0.3;0.3;0.0;0.0
555;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2002;1.4;0.0;0.0;1.4;0.1;0.6;0.4;0.2;0.2;;0.0;0.6;0.4;0.3;0.2;
556;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2003;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.0;0.1;0.2;0.0
557;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2004;0.7;0.0;0.1;0.7;;;;;;;;;;;;
558;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2006;0.9;;0.1;0.9;0.0;0.1;0.4;0.3;0.1;;0.0;0.1;0.3;0.3;0.2;
559;Totaal aantal vacatures;Arnhem/Nijmegen (CR);2008;0.8;;0.0;0.7;0.0;0.1;0.4;0.2;0.1;;0.0;0.1;0.3;0.3;0.1;
560;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
561;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
562;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
563;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
564;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2004;0.0;0.0;0.0;0.0;;;;;;;;;;;;
565;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2006;0.1;0.0;;0.1;;;0.0;0.1;0.0;;;;0.0;0.1;0.0;
566;Totaal aantal vacatures;Zuidwest-Gelderland (CR);2008;0.2;;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;;0.0;0.1;0.1;;
567;Totaal aantal vacatures;Utrecht (CR);2000;1.4;0.0;0.2;1.2;0.0;0.3;0.5;0.4;0.2;0.0;0.0;0.3;0.5;0.4;0.2;0.0
568;Totaal aantal vacatures;Utrecht (CR);2001;1.2;0.0;0.2;1.0;0.0;0.1;0.4;0.6;0.2;0.0;0.0;0.1;0.4;0.6;0.1;0.0
569;Totaal aantal vacatures;Utrecht (CR);2002;0.8;0.0;0.2;0.6;0.0;0.1;0.2;0.3;0.3;;0.0;0.0;0.2;0.3;0.3;
570;Totaal aantal vacatures;Utrecht (CR);2003;0.7;0.0;0.1;0.7;0.0;0.1;0.2;0.3;0.2;;0.0;0.0;0.1;0.2;0.3;0.2
571;Totaal aantal vacatures;Utrecht (CR);2004;0.6;0.0;0.0;0.5;;;;;;;;;;;;
572;Totaal aantal vacatures;Utrecht (CR);2006;0.7;;0.1;0.6;0.0;0.0;0.2;0.3;0.1;;;0.0;0.2;0.3;0.1;
573;Totaal aantal vacatures;Utrecht (CR);2008;1.2;0.0;0.1;1.1;0.0;0.0;0.4;0.7;0.1;;0.0;0.0;0.3;0.8;0.1;
574;Totaal aantal vacatures;Kop van Noord-Holland (CR);2000;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
575;Totaal aantal vacatures;Kop van Noord-Holland (CR);2001;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
576;Totaal aantal vacatures;Kop van Noord-Holland (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
577;Totaal aantal vacatures;Kop van Noord-Holland (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
578;Totaal aantal vacatures;Kop van Noord-Holland (CR);2004;0.0;0.0;0.0;0.0;;;;;;;;;;;;
579;Totaal aantal vacatures;Kop van Noord-Holland (CR);2006;0.1;;0.0;0.1;0.0;0.0;0.0;0.1;;;;;0.0;0.1;0.0;
580;Totaal aantal vacatures;Kop van Noord-Holland (CR);2008;0.2;;0.0;0.2;0.0;;0.1;0.1;0.0;;;;0.0;0.2;0.0;
581;Totaal aantal vacatures;Alkmaar en omgeving (CR);2000;0.3;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
582;Totaal aantal vacatures;Alkmaar en omgeving (CR);2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0
583;Totaal aantal vacatures;Alkmaar en omgeving (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
584;Totaal aantal vacatures;Alkmaar en omgeving (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
585;Totaal aantal vacatures;Alkmaar en omgeving (CR);2004;0.2;0.0;0.0;0.2;;;;;;;;;;;;
586;Totaal aantal vacatures;Alkmaar en omgeving (CR);2006;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
587;Totaal aantal vacatures;Alkmaar en omgeving (CR);2008;0.1;;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;;0.0;0.0;0.1;0.0;
588;Totaal aantal vacatures;IJmond (CR);2000;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
589;Totaal aantal vacatures;IJmond (CR);2001;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
590;Totaal aantal vacatures;IJmond (CR);2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
591;Totaal aantal vacatures;IJmond (CR);2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
592;Totaal aantal vacatures;IJmond (CR);2004;0.0;0.0;0.0;0.0;;;;;;;;;;;;
593;Totaal aantal vacatures;IJmond (CR);2006;0.1;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
594;Totaal aantal vacatures;IJmond (CR);2008;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
595;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2000;0.4;0.0;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0
596;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2001;0.3;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
597;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
598;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
599;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
600;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2006;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
601;Totaal aantal vacatures;Agglomeratie Haarlem (CR);2008;0.1;;0.0;0.1;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
602;Totaal aantal vacatures;Zaanstreek (CR);2000;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
603;Totaal aantal vacatures;Zaanstreek (CR);2001;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0
604;Totaal aantal vacatures;Zaanstreek (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
605;Totaal aantal vacatures;Zaanstreek (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
606;Totaal aantal vacatures;Zaanstreek (CR);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
607;Totaal aantal vacatures;Zaanstreek (CR);2006;0.0;;;0.0;;;0.0;0.0;;;;;0.0;0.0;;
608;Totaal aantal vacatures;Zaanstreek (CR);2008;0.2;;0.0;0.2;;;0.1;0.1;0.0;;;0.0;0.0;0.1;0.0;
609;Totaal aantal vacatures;Groot-Amsterdam (CR);2000;1.3;0.0;0.1;1.2;0.0;0.3;0.4;0.4;0.2;0.0;0.0;0.3;0.3;0.4;0.2;0.0
610;Totaal aantal vacatures;Groot-Amsterdam (CR);2001;1.5;0.0;0.1;1.4;0.0;0.2;0.4;0.7;0.2;0.0;0.0;0.2;0.4;0.8;0.2;0.0
611;Totaal aantal vacatures;Groot-Amsterdam (CR);2002;0.9;0.0;0.1;0.8;0.0;0.1;0.4;0.3;0.1;;0.0;0.1;0.4;0.4;0.1;
612;Totaal aantal vacatures;Groot-Amsterdam (CR);2003;0.7;0.0;0.1;0.6;0.0;0.1;0.2;0.3;0.1;;0.0;0.0;0.1;0.2;0.3;0.1
613;Totaal aantal vacatures;Groot-Amsterdam (CR);2004;0.6;0.0;0.0;0.5;;;;;;;;;;;;
614;Totaal aantal vacatures;Groot-Amsterdam (CR);2006;1.6;;0.1;1.5;0.0;0.1;0.8;0.6;0.2;;;0.1;0.6;0.6;0.3;
615;Totaal aantal vacatures;Groot-Amsterdam (CR);2008;1.7;0.0;0.1;1.7;0.0;0.1;0.8;0.5;0.3;;;0.1;0.4;1.0;0.2;
616;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2000;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
617;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2001;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
618;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2002;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
619;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
620;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2004;0.2;0.0;0.0;0.1;;;;;;;;;;;;
621;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2006;0.1;;;0.1;;0.0;0.0;0.1;0.0;;;0.0;0.1;0.1;0.0;
622;Totaal aantal vacatures;Het Gooi en Vechtstreek (CR);2008;0.2;;0.0;0.2;0.0;0.0;0.1;0.1;;;;0.0;0.1;0.1;;
623;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2000;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.1;0.2;0.1;0.0
624;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2001;0.3;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
625;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2002;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.2;0.1;;0.0;0.0;0.1;0.2;0.1;
626;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
627;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2004;0.3;0.0;0.0;0.3;;;;;;;;;;;;
628;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2006;0.4;;;0.4;0.0;0.0;0.1;0.2;0.1;;;0.0;0.1;0.2;0.1;
629;Totaal aantal vacatures;Agglom. Leiden en Bollenstreek (CR);2008;0.5;;0.0;0.5;0.0;0.0;0.2;0.2;0.1;;;0.0;0.1;0.3;0.1;
630;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2000;1.9;0.0;0.1;1.8;0.0;0.1;0.8;0.6;0.4;0.0;0.0;0.2;0.7;0.7;0.4;0.0
631;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2001;2.2;0.0;0.0;2.2;0.0;0.1;1.1;0.7;0.3;0.0;0.0;0.2;1.0;0.8;0.3;0.0
632;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2002;1.4;0.0;0.1;1.3;0.0;0.1;0.3;0.6;0.4;;0.0;0.0;0.3;0.7;0.3;
633;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2003;0.9;0.0;0.0;0.8;0.0;0.1;0.3;0.2;0.3;;0.0;0.0;0.0;0.3;0.2;0.3
634;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2004;0.5;0.0;0.0;0.5;;;;;;;;;;;;
635;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2006;2.0;;0.1;1.9;0.0;0.1;0.5;1.3;0.1;;;0.1;0.4;0.6;1.0;
636;Totaal aantal vacatures;Agglomeratie 's-Gravenhage (CR);2008;1.8;0.0;0.1;1.7;;;0.4;1.2;0.2;;;0.0;0.3;0.4;1.0;
637;Totaal aantal vacatures;Delft en Westland (CR);2000;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0
638;Totaal aantal vacatures;Delft en Westland (CR);2001;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
639;Totaal aantal vacatures;Delft en Westland (CR);2002;0.4;0.0;0.0;0.3;0.0;0.0;0.2;0.1;0.1;;0.0;0.0;0.2;0.1;0.1;
640;Totaal aantal vacatures;Delft en Westland (CR);2003;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.1;;0.0;0.0;0.0;0.0;0.0;0.1
641;Totaal aantal vacatures;Delft en Westland (CR);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
642;Totaal aantal vacatures;Delft en Westland (CR);2006;0.2;;0.0;0.2;;0.0;0.0;0.1;0.1;;;;0.0;0.1;0.1;
643;Totaal aantal vacatures;Delft en Westland (CR);2008;0.1;;0.0;0.1;;;0.0;0.1;;;;;0.0;0.1;0.0;
644;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2000;0.3;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
645;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2001;0.3;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
646;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2002;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
647;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2003;0.3;0.0;0.0;0.3;0.0;0.1;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.2;0.0
648;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2004;0.3;0.0;0.0;0.2;;;;;;;;;;;;
649;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2006;0.1;;;0.1;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;
650;Totaal aantal vacatures;Oost-Zuid-Holland (CR);2008;0.3;;0.1;0.2;0.0;0.0;0.0;0.2;0.0;;0.0;0.0;0.0;0.2;0.0;
651;Totaal aantal vacatures;Groot-Rijnmond (CR);2000;1.7;0.0;0.2;1.5;0.0;0.1;0.6;0.6;0.3;0.0;0.0;0.1;0.6;0.7;0.3;0.0
652;Totaal aantal vacatures;Groot-Rijnmond (CR);2001;1.1;0.0;0.2;0.8;0.0;0.0;0.3;0.6;0.1;0.0;0.0;0.1;0.3;0.7;0.1;0.0
653;Totaal aantal vacatures;Groot-Rijnmond (CR);2002;0.9;0.0;0.1;0.8;0.0;0.1;0.3;0.4;0.1;;0.0;0.2;0.3;0.4;0.1;
654;Totaal aantal vacatures;Groot-Rijnmond (CR);2003;0.9;0.0;0.0;0.8;0.0;0.1;0.3;0.4;0.1;;0.0;0.0;0.1;0.3;0.4;0.0
655;Totaal aantal vacatures;Groot-Rijnmond (CR);2004;0.8;0.0;0.0;0.8;;;;;;;;;;;;
656;Totaal aantal vacatures;Groot-Rijnmond (CR);2006;0.6;;0.1;0.5;0.0;0.0;0.3;0.3;0.0;;;0.1;0.2;0.2;0.2;
657;Totaal aantal vacatures;Groot-Rijnmond (CR);2008;1.2;0.0;0.1;1.1;0.1;0.0;0.3;0.7;0.1;;;0.1;0.2;0.9;0.1;
658;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2000;0.3;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
659;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2001;0.3;0.0;0.0;0.2;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
660;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2002;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
661;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2003;0.3;0.0;0.0;0.3;0.0;0.0;0.2;0.1;0.0;;0.0;0.0;0.0;0.2;0.1;0.0
662;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2004;0.2;0.0;0.0;0.1;;;;;;;;;;;;
663;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2006;0.3;;0.1;0.2;0.0;0.0;0.1;0.2;0.0;;;0.0;0.0;0.2;0.0;
664;Totaal aantal vacatures;Zuidoost-Zuid-Holland (CR);2008;0.2;0.0;;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
665;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
666;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
667;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
668;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
669;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2004;0.0;0.0;0.0;0.0;;;;;;;;;;;;
670;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2006;0.0;;;0.0;0.0;;0.0;0.0;;;;0.0;0.0;0.0;;
671;Totaal aantal vacatures;Zeeuwsch-Vlaanderen (CR);2008;0.0;;;0.0;;;0.0;0.0;;;;;0.0;0.0;;
672;Totaal aantal vacatures;Overig Zeeland (CR);2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
673;Totaal aantal vacatures;Overig Zeeland (CR);2001;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
674;Totaal aantal vacatures;Overig Zeeland (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
675;Totaal aantal vacatures;Overig Zeeland (CR);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
676;Totaal aantal vacatures;Overig Zeeland (CR);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
677;Totaal aantal vacatures;Overig Zeeland (CR);2006;0.3;;0.1;0.2;0.0;0.0;0.1;0.2;0.0;;;0.0;0.0;0.2;0.0;
678;Totaal aantal vacatures;Overig Zeeland (CR);2008;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
679;Totaal aantal vacatures;West-Noord-Brabant (CR);2000;0.4;0.0;0.0;0.4;0.0;0.1;0.1;0.2;0.1;0.0;0.0;0.1;0.1;0.2;0.0;0.0
680;Totaal aantal vacatures;West-Noord-Brabant (CR);2001;0.4;0.0;0.0;0.4;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0
681;Totaal aantal vacatures;West-Noord-Brabant (CR);2002;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.1;;0.0;0.0;0.1;0.2;0.0;
682;Totaal aantal vacatures;West-Noord-Brabant (CR);2003;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.1;0.0
683;Totaal aantal vacatures;West-Noord-Brabant (CR);2004;0.6;0.0;0.0;0.6;;;;;;;;;;;;
684;Totaal aantal vacatures;West-Noord-Brabant (CR);2006;0.2;;;0.2;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
685;Totaal aantal vacatures;West-Noord-Brabant (CR);2008;0.4;;0.1;0.3;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.1;0.2;0.0;
686;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2000;0.4;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.2;0.0;0.0;0.0;0.1;0.1;0.2;0.0
687;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2001;0.3;0.0;0.1;0.3;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.2;0.0;0.0
688;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
689;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2003;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.1;0.0
690;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2004;0.3;0.0;0.1;0.2;;;;;;;;;;;;
691;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2006;0.2;;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;;0.0;0.0;0.1;0.0;
692;Totaal aantal vacatures;Midden-Noord-Brabant (CR);2008;0.5;0.0;0.0;0.4;0.0;0.0;0.2;0.3;0.0;;;0.0;0.1;0.3;0.1;
693;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2000;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
694;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2001;0.4;0.0;0.1;0.3;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0
695;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2002;0.4;0.0;0.1;0.3;0.0;0.0;0.2;0.2;0.0;;0.0;0.1;0.1;0.2;0.0;
696;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2003;0.2;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.1;0.0
697;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2004;0.3;0.0;0.0;0.2;;;;;;;;;;;;
698;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2006;0.5;;0.0;0.5;0.0;0.1;0.2;0.2;0.0;;;0.1;0.2;0.2;0.1;
699;Totaal aantal vacatures;Noordoost-Noord-Brabant (CR);2008;0.5;0.0;0.0;0.5;0.0;0.0;0.1;0.3;0.0;;;0.0;0.1;0.3;0.1;
700;Totaal aantal vacatures;Zuidoost-Noord-Brabant (CR);2000;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
701;Totaal aantal vacatures;Zuidoost-Noord-Brabant (CR);2001;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
702;Totaal aantal vacatures;Zuidoost-Noord-Brabant (CR);2002;0.4;0.0;0.0;0.4;0.0;0.0;0.2;0.2;0.0;;0.0;0.0;0.2;0.2;0.0;
703;Totaal aantal vacatures;Zuidoost-Noord-Brabant (CR);2003;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.0;0.1;0.2;0.0
704;Totaal aantal vacatures;Zuidoost-Noord-Brabant (CR);2004;0.3;0.0;0.0;0.3;;;;;;;;;;;;
