ID;TypeOfData;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;HouseholdsIncludingNPISHs_9;GeneralGovernment_10;Total_11;EnterprisesAndHouseholds_12;GeneralGovernment_13;ChangesInInventoriesInclValuables_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;Total_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherProducts_25;k_1618ManWoodAndPaperprodPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ChemistryAndPharmaceuticals_28;k_2223ManPlasticsAndConstructionprod_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ElectricalAndElectronIndustry_31;k_28ManufactureOfMachineryNEC_32;k_2930TransportEquipment_33;k_3133OtherManufacturingAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;Total_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MOtherSpecializedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;Total_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;GrossDomesticProduct_63;CompensationOfEmployees_64;NetOperatingSurplus_65;TaxesLessSubsidies_66;TaxesOnProductionAndImports_67;SubsidiesOnProductionAndImports_68;NetDomesticProductMarketPrices_69;ConsumptionOfFixedCapital_70;GrossDomesticProduct_71;GrossDomesticProduct_72;NetPrimaryIncomeFromRestOfWorld_73;PrimaryIncomeFromRestOfWorld_74;PrimaryIncomePaidToRestOfWorld_75;GrossNationalIncome_76;NetCurrentTransfersFromRestOfWorld_77;CurrentTransfersFromRestOfWorld_78;CurrentTransfersPaidToRestOfWorld_79;GrossDisposableNationalIncome_80;FinalConsumptionExpenditure_81;AdjustmChangeInPensionEntitlements_82;GrossNationalSavings_83;GrossCapitalFormation_84;SurplusOfTheNationOnIncome_85;NetExportsOfGoods_86;NetExportsOfServices_87;NetPrimaryIncomeFromRestOfWorld_88;NetCurrentTransfersFromRestOfWorld_89;AdjustmChangeInPensionEntitlements_90;SurplusOfNationOnCurrentTransaction_91;NetCapitalTransfersFromRestOfWorld_92;NetCapitalTransfersFromRestOfWorld_93;CapitalTransfersPaidToRestOfWorld_94;AcqLessDisposalsOfNonProdAssets_95;NationalNetLendingOrNetBorrowing_96;TotalFinalConsumptionExpenditure_97;Total_98;Total_99;Total_100;FoodProducts_101;BeveragesAndTobaccoProducts_102;Total_103;TextilesAndWearingApparel_104;ShoesLeatherAndRelatedProducts_105;HomeFurnishingAndHomeDecoration_106;ElectricalEquipment_107;TransportEquipmentAndParts_108;OtherDurableConsumerGoods_109;Total_110;EnergyAndWater_111;MotorFuelAndOtherGoods_112;Total_113;Housing_114;AccommodationAndFoodServices_115;RecreationalAndCulturalServices_116;TransportAndCommunicationServices_117;MedicalServicesAndWelfare_118;FinancialAndBusinessServices_119;OtherServices_120;DomesticFinalConsumption_121;ConsumptionByResidentsAbroad_122;ConsumptionNonResidentsInNetherlands_123;Total_124;IndividualConsumptionByGovernment_125;CollectiveConsumptionByGovernment_126;TotalFinalConsumptionExpenditure_127;ActualIndividualConsumption_128;ActualCollectiveFinalConsumption_129;TotalGrossFixedCapitalFormation_130;Total_131;Dwellings_132;Total_133;BuildingsOtherThanDwellings_134;OtherStructures_135;CostsOfOwnershipTransferOfLand_136;TransportEquipment_137;Total_138;Computers_139;TelecommunicationEquipment_140;OtherMachineryAndEquipment_141;CultivatedBiologicalResources_142;Total_143;ComputerSoftwareAndDatabases_144;ResearchAndDevelopment_145;OtherIntellectualPropertyProducts_146;SalesOfUsedFixedAssets_147;TotalGrossFixedCapitalFormation_148;Total_149;AAgricultureForestryAndFishing_150;BFIndustryAndEnergy_151;GNCommercialServices_152;OUNoncommercialServices_153;SalesOfUsedFixedAssets_154;TotalExportsOfGoodsAndServices_155;AgricultureForestryFishingProducts_156;MiningAndQuarrying_157;FoodBeveragesAndTobaccoProducts_158;TextilesWearingApparelAndLeather_159;WoodAndPaperProductsAndPrinting_160;CokeAndRefinedPetroleumProducts_161;ChemicalAndPharmaceuticalProducts_162;RubberPlasticsAndOtherMinerals_163;BasicMetalsAndMetalProducts_164;MachineryAndElectricalEquipment_165;ComputerElectronicOpticalProducts_166;TransportEquipment_167;OtherManufacturedProductsIE_168;OtherProducts_169;ConsumptionNonResidentsInNetherlands_170;CifFobAdjustment_171;Total_172;ExportsOfGoodsFromProduction_173;ReExports_174;Total_175;ConsumptionNonResidentsInNetherlands_176;OtherExportsOfServices_177;CifFobAdjustment_178;TotalImportsOfGoodsAndServices_179;AgricultureForestryFishingProducts_180;MiningAndQuarrying_181;FoodBeveragesAndTobaccoProducts_182;TextilesWearingApparelAndLeather_183;WoodAndPaperProductsAndPrinting_184;CokeAndRefinedPetroleumProducts_185;ChemicalAndPharmaceuticalProducts_186;RubberPlasticsAndOtherMinerals_187;BasicMetalsAndMetalProducts_188;MachineryAndElectricalEquipment_189;ComputerElectronicOpticalProducts_190;TransportEquipment_191;OtherManufacturedProductsIE_192;OtherProducts_193;ConsumptionByResidentsAbroad_194;CifFobAdjustment_195;Total_196;ImportsOfGoodsCif_197;CifFobAdjustmentAndReclassification_198;Total_199;ImportOfServicesCif_200;CifFobReclassification_201;Total_202;TaxesOnProducts_203;OtherTaxesOnProduction_204;Total_205;SubsidiesOnProducts_206;OtherSubsidiesOnProduction_207
129;Prices of 2021;2020;1480866.0;838894.0;641906.0;451718.0;189356.0;1480866.0;759442.0;580482.0;364197.0;216289.0;180036.0;149228.0;30805.0;-1387.0;721273.0;515164.0;205354.0;742117.0;161406.0;14397.0;107047.0;8775.0;86163.0;14480.0;1106.0;4761.0;1107.0;15893.0;4892.0;9613.0;8059.0;15492.0;4108.0;6614.0;9161.0;4773.0;39945.0;402680.0;146878.0;107341.0;30633.0;8922.0;37002.0;49852.0;49697.0;119084.0;68628.0;50452.0;13717.0;22601.0;1947.0;12165.0;178097.0;162536.0;96539.0;57597.0;38942.0;65972.0;15565.0;96919.0;97484.0;726.0;838894.0;;;78605.0;110914.0;32115.0;696962.0;141978.0;838894.0;838894.0;;;;;;;;;580482.0;;;179053.0;;;;;;;;;;;;;580482.0;364197.0;169043.0;57404.0;44497.0;12910.0;71685.0;13031.0;3419.0;20549.0;10637.0;15413.0;8658.0;39947.0;12762.0;27215.0;200348.0;78172.0;21671.0;10426.0;13144.0;11292.0;37421.0;28424.0;369388.0;6148.0;11356.0;216289.0;147602.0;68676.0;580482.0;511794.0;68676.0;180036.0;184032.0;47713.0;48367.0;25968.0;19518.0;2888.0;14852.0;6821.0;5721.0;1100.0;28979.0;329.0;36942.0;20020.0;16313.0;603.0;4001.0;180036.0;184032.0;5457.0;31320.0;110362.0;36873.0;4001.0;721273.0;;;;;;;;;;;;;;;11356.0;-2092.0;515164.0;262718.0;252551.0;205354.0;11356.0;196088.0;-2092.0;641906.0;;;;;;;;;;;;;;;6148.0;-2092.0;451718.0;456937.0;-5299.0;189356.0;186180.0;3206.0;110914.0;97484.0;13421.0;32115.0;726.0;31550.0
130;Prices of 2021;2021 1st quarter;374833.0;210094.0;164739.0;118927.0;45812.0;374833.0;190087.0;140570.0;87483.0;53087.0;47577.0;39959.0;7618.0;1940.0;184746.0;135880.0;48866.0;185030.0;43433.0;3818.0;28480.0;2067.0;22969.0;3480.0;309.0;1059.0;521.0;4362.0;1332.0;2629.0;2077.0;4502.0;1130.0;1568.0;2352.0;1092.0;11135.0;99908.0;36026.0;27241.0;7664.0;1121.0;8628.0;12940.0;12071.0;30243.0;17758.0;12485.0;3549.0;5519.0;241.0;3176.0;41689.0;38728.0;21815.0;13279.0;8536.0;16913.0;2961.0;25064.0;25247.0;183.0;210094.0;;;18795.0;28355.0;9560.0;174336.0;35758.0;210094.0;210094.0;;;;;;;;;140570.0;;;49517.0;;;;;;;;;;;;;140570.0;87483.0;41194.0;13974.0;10992.0;2982.0;16090.0;2681.0;659.0;4403.0;2506.0;3974.0;1867.0;11130.0;4982.0;6148.0;46784.0;19794.0;3520.0;1679.0;2746.0;2836.0;9743.0;6466.0;87978.0;917.0;1412.0;53087.0;36096.0;16991.0;140570.0;123579.0;16991.0;47577.0;48819.0;13682.0;12715.0;6653.0;5083.0;979.0;4681.0;1458.0;1147.0;311.0;7039.0;112.0;9108.0;4743.0;4221.0;144.0;1242.0;47577.0;48819.0;1131.0;7615.0;30803.0;9270.0;1242.0;184746.0;8018.0;7413.0;19092.0;5042.0;2519.0;8138.0;25947.0;4081.0;6668.0;17715.0;13695.0;7095.0;6443.0;52068.0;1412.0;-600.0;135880.0;68390.0;67490.0;48866.0;1412.0;48054.0;-600.0;164739.0;6133.0;13386.0;12139.0;5678.0;3494.0;4302.0;18966.0;5027.0;7475.0;13695.0;13879.0;9561.0;6695.0;43992.0;917.0;-600.0;118927.0;120426.0;-1499.0;45812.0;44913.0;899.0;28355.0;25247.0;3108.0;9560.0;183.0;9377.0
131;Prices of 2021;2021 2nd quarter;397769.0;228807.0;168962.0;123759.0;45203.0;397769.0;206509.0;154937.0;96280.0;58657.0;48297.0;40696.0;7601.0;3275.0;191260.0;139504.0;51756.0;203635.0;44094.0;3036.0;29895.0;1709.0;24220.0;4310.0;378.0;1091.0;207.0;4353.0;1532.0;2711.0;2257.0;4357.0;1162.0;1862.0;2724.0;1242.0;11163.0;110997.0;41663.0;30789.0;8528.0;2346.0;10788.0;13150.0;12647.0;32749.0;18879.0;13870.0;3563.0;6255.0;635.0;3417.0;48544.0;44563.0;26555.0;15621.0;10934.0;18008.0;3981.0;25172.0;25398.0;226.0;228807.0;;;20694.0;28668.0;7974.0;192794.0;36013.0;228807.0;228807.0;;;;;;;;;154937.0;;;51572.0;;;;;;;;;;;;;154937.0;96280.0;45674.0;14705.0;11357.0;3348.0;20633.0;3956.0;1153.0;5429.0;3052.0;4246.0;2797.0;10336.0;3069.0;7267.0;51506.0;19681.0;5670.0;2193.0;3190.0;3197.0;9737.0;7838.0;97180.0;962.0;1862.0;58657.0;40341.0;18316.0;154937.0;136621.0;18316.0;48297.0;49443.0;13575.0;13143.0;7129.0;5217.0;797.0;3671.0;1689.0;1416.0;273.0;7460.0;126.0;9758.0;5390.0;4221.0;147.0;1146.0;48297.0;49443.0;1173.0;7970.0;30531.0;9769.0;1146.0;191260.0;7653.0;7347.0;20256.0;4795.0;2476.0;9207.0;25303.0;4183.0;7063.0;18743.0;14170.0;7227.0;7311.0;54281.0;1862.0;-617.0;139504.0;70491.0;69013.0;51756.0;1862.0;50511.0;-617.0;168962.0;6262.0;14545.0;12826.0;5162.0;3421.0;5606.0;19054.0;5241.0;8206.0;15066.0;14675.0;8185.0;7415.0;42953.0;962.0;-617.0;123759.0;125308.0;-1549.0;45203.0;44271.0;932.0;28668.0;25398.0;3270.0;7974.0;226.0;7748.0
132;Prices of 2021;2021 3rd quarter;398137.0;221760.0;176377.0;124946.0;51431.0;398137.0;202580.0;155093.0;99981.0;55112.0;42056.0;34715.0;7341.0;5431.0;195557.0;139467.0;56090.0;197741.0;40842.0;3948.0;27698.0;1431.0;22922.0;3832.0;335.0;1036.0;-87.0;4603.0;1292.0;2545.0;2277.0;4324.0;1111.0;1654.0;2256.0;1089.0;9196.0;111084.0;42573.0;29951.0;8751.0;3871.0;9564.0;12573.0;12757.0;33617.0;17936.0;15681.0;3735.0;7211.0;1586.0;3149.0;45815.0;40810.0;22523.0;13363.0;9160.0;18287.0;5005.0;24019.0;24228.0;209.0;221760.0;;;21664.0;27527.0;5863.0;185545.0;36215.0;221760.0;221760.0;;;;;;;;;155093.0;;;47487.0;;;;;;;;;;;;;155093.0;99981.0;43314.0;14231.0;10949.0;3282.0;19993.0;4338.0;1152.0;5568.0;2871.0;3677.0;2387.0;9090.0;2067.0;7023.0;55892.0;19666.0;8098.0;3584.0;3718.0;3166.0;9309.0;8351.0;99206.0;4436.0;3661.0;55112.0;38310.0;16802.0;155093.0;138291.0;16802.0;42056.0;43152.0;11132.0;10342.0;5662.0;4050.0;630.0;3138.0;1622.0;1390.0;232.0;7654.0;32.0;9254.0;4965.0;4107.0;182.0;1096.0;42056.0;43152.0;1213.0;7402.0;25728.0;8809.0;1096.0;195557.0;7988.0;6733.0;20710.0;5777.0;2627.0;9361.0;26545.0;4264.0;7328.0;17497.0;13751.0;6438.0;6723.0;56808.0;3661.0;-654.0;139467.0;68455.0;71012.0;56090.0;3661.0;53083.0;-654.0;176377.0;6295.0;14529.0;13480.0;6448.0;3537.0;6168.0;19863.0;5297.0;7944.0;14467.0;14374.0;7196.0;7085.0;45912.0;4436.0;-654.0;124946.0;126638.0;-1692.0;51431.0;50393.0;1038.0;27527.0;24228.0;3299.0;5863.0;209.0;5654.0
133;Prices of 2021;2021 4th quarter;404673.0;230889.0;173784.0;127648.0;46136.0;404673.0;205491.0;156198.0;96683.0;59515.0;46495.0;38644.0;7851.0;2798.0;199182.0;145384.0;53798.0;205324.0;44242.0;3950.0;30454.0;1231.0;25775.0;4210.0;345.0;1240.0;598.0;4904.0;1456.0;2643.0;2138.0;5402.0;930.0;1909.0;2228.0;1220.0;9838.0;111743.0;41633.0;29538.0;9346.0;2749.0;10039.0;12409.0;13237.0;34425.0;20158.0;14267.0;3829.0;6046.0;1026.0;3366.0;49339.0;44976.0;26740.0;15981.0;10759.0;18236.0;4363.0;25565.0;25796.0;231.0;230889.0;;;20650.0;29475.0;8825.0;194253.0;36636.0;230889.0;230889.0;;;;;;;;;156198.0;;;49293.0;;;;;;;;;;;;;156198.0;96683.0;45379.0;15290.0;11898.0;3392.0;19433.0;3776.0;1030.0;5817.0;2683.0;3798.0;2329.0;10656.0;3570.0;7086.0;53413.0;19847.0;6458.0;3311.0;4300.0;2910.0;8516.0;8071.0;98792.0;1726.0;3835.0;59515.0;40431.0;19084.0;156198.0;137114.0;19084.0;46495.0;47774.0;12121.0;12321.0;6925.0;4758.0;638.0;3660.0;1976.0;1694.0;282.0;8012.0;32.0;9675.0;5263.0;4227.0;185.0;1279.0;46495.0;47774.0;1254.0;8092.0;28681.0;9747.0;1279.0;199182.0;8105.0;8277.0;20169.0;5597.0;2654.0;9522.0;27740.0;4279.0;7291.0;19347.0;14834.0;6888.0;8216.0;53157.0;3835.0;-729.0;145384.0;71907.0;73477.0;53798.0;3835.0;50692.0;-729.0;173784.0;6535.0;14476.0;12836.0;5974.0;3417.0;6135.0;20050.0;5334.0;8150.0;15080.0;15916.0;8239.0;8144.0;42501.0;1726.0;-729.0;127648.0;129570.0;-1922.0;46136.0;44943.0;1193.0;29475.0;25796.0;3679.0;8825.0;231.0;8594.0
134;Prices of 2021;2021;1575412.0;891550.0;683862.0;495280.0;188582.0;1575412.0;804667.0;606798.0;380427.0;226371.0;184425.0;154014.0;30411.0;13444.0;770745.0;560235.0;210510.0;791730.0;172611.0;14752.0;116527.0;6438.0;95886.0;15832.0;1367.0;4426.0;1239.0;18222.0;5612.0;10528.0;8749.0;18585.0;4333.0;6993.0;9560.0;4643.0;41332.0;433732.0;161895.0;117519.0;34289.0;10087.0;39019.0;51072.0;50712.0;131034.0;74731.0;56303.0;14676.0;25031.0;3488.0;13108.0;185387.0;169077.0;97633.0;58244.0;39389.0;71444.0;16310.0;99820.0;100669.0;849.0;891550.0;;;81803.0;114025.0;32222.0;746928.0;144622.0;891550.0;891550.0;;;;;;;;;606798.0;;;197869.0;;;;;;;;;;;;;606798.0;380427.0;175561.0;58200.0;45196.0;13004.0;76149.0;14751.0;3994.0;21217.0;11112.0;15695.0;9380.0;41212.0;13688.0;27524.0;207595.0;78988.0;23746.0;10767.0;13954.0;12109.0;37305.0;30726.0;383156.0;8041.0;10770.0;226371.0;155178.0;71193.0;606798.0;535605.0;71193.0;184425.0;189188.0;50510.0;48521.0;26369.0;19108.0;3044.0;15150.0;6745.0;5647.0;1098.0;30165.0;302.0;37795.0;20361.0;16776.0;658.0;4763.0;184425.0;189188.0;4771.0;31079.0;115743.0;37595.0;4763.0;770745.0;31764.0;29770.0;80227.0;21211.0;10276.0;36228.0;105535.0;16807.0;28350.0;73302.0;56450.0;27648.0;28693.0;216314.0;10770.0;-2600.0;560235.0;279243.0;280992.0;210510.0;10770.0;202340.0;-2600.0;683862.0;25225.0;56936.0;51281.0;23262.0;13869.0;22211.0;77933.0;20899.0;31775.0;58308.0;58844.0;33181.0;29339.0;175358.0;8041.0;-2600.0;495280.0;501942.0;-6662.0;188582.0;184520.0;4062.0;114025.0;100669.0;13356.0;32222.0;849.0;31373.0
135;Prices of 2021;2022 1st quarter;396102.0;224611.0;171491.0;120238.0;51253.0;396102.0;205132.0;153141.0;98936.0;54205.0;47625.0;40355.0;7270.0;4366.0;190970.0;135237.0;55733.0;199321.0;45507.0;3746.0;29876.0;1657.0;24675.0;3528.0;332.0;1107.0;266.0;4923.0;1448.0;2922.0;2316.0;4944.0;1202.0;1687.0;2393.0;1151.0;11885.0;109075.0;39953.0;28612.0;8885.0;2456.0;9730.0;13123.0;12618.0;33651.0;18953.0;14698.0;4001.0;6289.0;896.0;3512.0;44739.0;40728.0;22639.0;13615.0;9024.0;18089.0;4011.0;25290.0;25507.0;217.0;224611.0;;;19061.0;28594.0;9533.0;188137.0;36474.0;224611.0;224611.0;;;;;;;;;153141.0;;;51991.0;;;;;;;;;;;;;153141.0;98936.0;44279.0;13855.0;10943.0;2912.0;19669.0;3899.0;983.0;5224.0;2843.0;4352.0;2368.0;10755.0;4398.0;6357.0;54486.0;20077.0;6701.0;3278.0;4010.0;3259.0;9743.0;7418.0;98765.0;2683.0;2512.0;54205.0;37368.0;16837.0;153141.0;136304.0;16837.0;47625.0;48957.0;13411.0;12803.0;7272.0;4920.0;611.0;3723.0;1694.0;1286.0;408.0;7627.0;152.0;9547.0;5096.0;4266.0;185.0;1332.0;47625.0;48957.0;1169.0;8240.0;30102.0;9446.0;1332.0;190970.0;7362.0;5861.0;18975.0;5307.0;2593.0;7499.0;27398.0;4214.0;7548.0;18648.0;13455.0;7001.0;7187.0;56708.0;2512.0;-1298.0;135237.0;66726.0;68511.0;55733.0;2512.0;54519.0;-1298.0;171491.0;6003.0;12760.0;12292.0;6237.0;3462.0;4866.0;20051.0;5071.0;7961.0;14409.0;14024.0;9048.0;7392.0;46530.0;2683.0;-1298.0;120238.0;123389.0;-3151.0;51253.0;49400.0;1853.0;28594.0;25507.0;3087.0;9533.0;217.0;9316.0
136;Prices of 2021;2022 2nd quarter;421269.0;241853.0;179416.0;126291.0;53125.0;421269.0;217699.0;162113.0;103103.0;59010.0;50633.0;43264.0;7369.0;4953.0;203570.0;142107.0;61463.0;216581.0;46084.0;2926.0;31244.0;1348.0;25842.0;4346.0;368.0;1159.0;154.0;4786.0;1556.0;2803.0;2473.0;4779.0;1360.0;2058.0;2763.0;1291.0;11914.0;119729.0;45076.0;30317.0;10182.0;4577.0;12202.0;13239.0;13124.0;36088.0;20498.0;15590.0;3737.0;6654.0;1414.0;3785.0;50768.0;45686.0;26930.0;15871.0;11059.0;18756.0;5082.0;25272.0;25556.0;284.0;241853.0;;;20488.0;28720.0;8232.0;205212.0;36641.0;241853.0;241853.0;;;;;;;;;162113.0;;;55586.0;;;;;;;;;;;;;162113.0;103103.0;44228.0;14398.0;11200.0;3198.0;20019.0;4517.0;1189.0;4884.0;2907.0;3741.0;2781.0;9811.0;2548.0;7263.0;59359.0;19963.0;9304.0;4492.0;4182.0;3355.0;9843.0;8220.0;103587.0;3407.0;3891.0;59010.0;40236.0;18774.0;162113.0;143339.0;18774.0;50633.0;51807.0;14024.0;13678.0;7995.0;4996.0;687.0;3738.0;1903.0;1540.0;363.0;8253.0;167.0;10044.0;5691.0;4155.0;198.0;1174.0;50633.0;51807.0;1298.0;8930.0;31851.0;9728.0;1174.0;203570.0;7294.0;6271.0;20895.0;4932.0;2484.0;8834.0;26979.0;4240.0;7758.0;19827.0;14843.0;7487.0;8217.0;61060.0;3891.0;-1442.0;142107.0;70586.0;71521.0;61463.0;3891.0;59014.0;-1442.0;179416.0;6118.0;14991.0;13419.0;5531.0;3304.0;5168.0;19834.0;5174.0;8501.0;16067.0;15693.0;8687.0;8032.0;46932.0;3407.0;-1442.0;126291.0;129852.0;-3561.0;53125.0;51006.0;2119.0;28720.0;25556.0;3164.0;8232.0;284.0;7948.0
137;Prices of 2021;2022 3rd quarter;410631.0;230003.0;180628.0;124732.0;55896.0;410631.0;209445.0;159284.0;103420.0;55864.0;44022.0;36697.0;7325.0;6139.0;201186.0;140302.0;60884.0;206159.0;42027.0;3979.0;28388.0;1211.0;23766.0;3777.0;308.0;1050.0;-70.0;4682.0;1282.0;2484.0;2687.0;4515.0;1371.0;1680.0;2253.0;1158.0;9660.0;115983.0;43471.0;29005.0;10109.0;4357.0;11027.0;12643.0;13114.0;35728.0;19296.0;16432.0;3270.0;7202.0;2540.0;3420.0;48149.0;42283.0;23182.0;13804.0;9378.0;19101.0;5866.0;23844.0;24106.0;262.0;230003.0;;;21327.0;27358.0;6031.0;193177.0;36826.0;230003.0;230003.0;;;;;;;;;159284.0;;;50161.0;;;;;;;;;;;;;159284.0;103420.0;42470.0;14378.0;11089.0;3289.0;19102.0;4556.0;1078.0;4956.0;2789.0;3415.0;2308.0;8990.0;2094.0;6896.0;58642.0;20047.0;8546.0;4902.0;4290.0;3277.0;9340.0;8240.0;101112.0;6391.0;4083.0;55864.0;38281.0;17583.0;159284.0;141701.0;17583.0;44022.0;45176.0;11259.0;10610.0;6304.0;3712.0;594.0;3644.0;1741.0;1472.0;269.0;8439.0;21.0;9462.0;5339.0;3939.0;184.0;1154.0;44022.0;45176.0;1300.0;8019.0;26838.0;9019.0;1154.0;201186.0;7497.0;6790.0;20947.0;6187.0;2461.0;9039.0;26624.0;4036.0;6919.0;19031.0;15196.0;6217.0;7747.0;59982.0;4083.0;-1570.0;140302.0;66190.0;74112.0;60884.0;4083.0;58371.0;-1570.0;180628.0;5727.0;14734.0;13887.0;6875.0;3230.0;5618.0;20040.0;4960.0;7817.0;15837.0;15796.0;7686.0;7379.0;46221.0;6391.0;-1570.0;124732.0;128823.0;-4091.0;55896.0;53375.0;2521.0;27358.0;24106.0;3252.0;6031.0;262.0;5769.0
138;Prices of 2021;2022 4th quarter;421827.0;239725.0;182102.0;132167.0;49935.0;421827.0;212780.0;161525.0;101361.0;60164.0;48436.0;40891.0;7545.0;2819.0;209047.0;151586.0;57461.0;214635.0;45438.0;3987.0;30972.0;1232.0;26302.0;4223.0;305.0;1269.0;575.0;4687.0;1343.0;2524.0;2472.0;5764.0;1083.0;2057.0;2217.0;1221.0;10479.0;116841.0;43727.0;29091.0;10180.0;4456.0;11623.0;12235.0;13687.0;35569.0;21231.0;14338.0;3183.0;5905.0;1682.0;3568.0;52356.0;46742.0;27619.0;16636.0;10983.0;19123.0;5614.0;25090.0;25378.0;288.0;239725.0;;;19893.0;28941.0;9048.0;202507.0;37218.0;239725.0;239725.0;;;;;;;;;161525.0;;;51255.0;;;;;;;;;;;;;161525.0;101361.0;44541.0;15091.0;11779.0;3312.0;19120.0;4086.0;1042.0;5390.0;2662.0;3561.0;2379.0;10330.0;3061.0;7269.0;58092.0;20214.0;8574.0;4691.0;4910.0;3039.0;8502.0;8162.0;102633.0;2634.0;3906.0;60164.0;40322.0;19842.0;161525.0;141683.0;19842.0;48436.0;49863.0;12381.0;12466.0;7324.0;4559.0;583.0;4117.0;2097.0;1780.0;317.0;8887.0;7.0;9908.0;5552.0;4149.0;207.0;1427.0;48436.0;49863.0;1322.0;8781.0;29783.0;9977.0;1427.0;209047.0;7787.0;10947.0;20622.0;6050.0;2245.0;10285.0;27265.0;3877.0;6983.0;21419.0;16958.0;7021.0;9765.0;55631.0;3906.0;-1714.0;151586.0;70407.0;81179.0;57461.0;3906.0;55269.0;-1714.0;182102.0;6330.0;16848.0;13019.0;6450.0;2944.0;6269.0;20469.0;5038.0;8065.0;16652.0;17900.0;8924.0;8860.0;43414.0;2634.0;-1714.0;132167.0;136834.0;-4667.0;49935.0;46982.0;2953.0;28941.0;25378.0;3563.0;9048.0;288.0;8760.0
139;Prices of 2021;2022;1649829.0;936192.0;713637.0;503428.0;210209.0;1649829.0;845056.0;636063.0;406820.0;229243.0;190716.0;161207.0;29509.0;18277.0;804773.0;569232.0;235541.0;836696.0;179056.0;14638.0;120480.0;5448.0;100585.0;15874.0;1313.0;4585.0;925.0;19078.0;5629.0;10733.0;9948.0;20002.0;5016.0;7482.0;9626.0;4821.0;43938.0;461628.0;172227.0;117025.0;39356.0;15846.0;44582.0;51240.0;52543.0;141036.0;79978.0;61058.0;14191.0;26050.0;6532.0;14285.0;196012.0;175439.0;100370.0;59926.0;40444.0;75069.0;20573.0;99496.0;100547.0;1051.0;936192.0;;;80769.0;113613.0;32844.0;789033.0;147159.0;936192.0;936192.0;;;;;;;;;636063.0;;;208993.0;;;;;;;;;;;;;636063.0;406820.0;175518.0;57722.0;45011.0;12711.0;77910.0;17058.0;4292.0;20454.0;11201.0;15069.0;9836.0;39886.0;12101.0;27785.0;230579.0;80301.0;33125.0;17363.0;17392.0;12930.0;37428.0;32040.0;406097.0;15115.0;14392.0;229243.0;156207.0;73036.0;636063.0;563027.0;73036.0;190716.0;195803.0;51075.0;49557.0;28895.0;18187.0;2475.0;15222.0;7435.0;6078.0;1357.0;33206.0;347.0;38961.0;21678.0;16509.0;774.0;5087.0;190716.0;195803.0;5089.0;33970.0;118574.0;38170.0;5087.0;804773.0;29940.0;29869.0;81439.0;22476.0;9783.0;35657.0;108266.0;16367.0;29208.0;78925.0;60452.0;27726.0;32916.0;233381.0;14392.0;-6024.0;569232.0;273909.0;295323.0;235541.0;14392.0;227173.0;-6024.0;713637.0;24178.0;59333.0;52617.0;25093.0;12940.0;21921.0;80394.0;20243.0;32344.0;62965.0;63413.0;34345.0;31663.0;183097.0;15115.0;-6024.0;503428.0;518898.0;-15470.0;210209.0;200763.0;9446.0;113613.0;100547.0;13066.0;32844.0;1051.0;31793.0
