ID;TypeOfData;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;HouseholdsIncludingNPISHs_9;GeneralGovernment_10;Total_11;EnterprisesAndHouseholds_12;GeneralGovernment_13;ChangesInInventoriesInclValuables_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;Total_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherProducts_25;k_1618ManWoodAndPaperprodPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ChemistryAndPharmaceuticals_28;k_2223ManPlasticsAndConstructionprod_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ElectricalAndElectronIndustry_31;k_28ManufactureOfMachineryNEC_32;k_2930TransportEquipment_33;k_3133OtherManufacturingAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;Total_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MOtherSpecializedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;Total_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;GrossDomesticProduct_63;CompensationOfEmployees_64;NetOperatingSurplus_65;TaxesLessSubsidies_66;TaxesOnProductionAndImports_67;SubsidiesOnProductionAndImports_68;NetDomesticProductMarketPrices_69;ConsumptionOfFixedCapital_70;GrossDomesticProduct_71;GrossDomesticProduct_72;NetPrimaryIncomeFromRestOfWorld_73;PrimaryIncomeFromRestOfWorld_74;PrimaryIncomePaidToRestOfWorld_75;GrossNationalIncome_76;NetCurrentTransfersFromRestOfWorld_77;CurrentTransfersFromRestOfWorld_78;CurrentTransfersPaidToRestOfWorld_79;GrossDisposableNationalIncome_80;FinalConsumptionExpenditure_81;AdjustmChangeInPensionEntitlements_82;GrossNationalSavings_83;GrossCapitalFormation_84;SurplusOfTheNationOnIncome_85;NetExportsOfGoods_86;NetExportsOfServices_87;NetPrimaryIncomeFromRestOfWorld_88;NetCurrentTransfersFromRestOfWorld_89;AdjustmChangeInPensionEntitlements_90;SurplusOfNationOnCurrentTransaction_91;NetCapitalTransfersFromRestOfWorld_92;NetCapitalTransfersFromRestOfWorld_93;CapitalTransfersPaidToRestOfWorld_94;AcqLessDisposalsOfNonProdAssets_95;NationalNetLendingOrNetBorrowing_96;TotalFinalConsumptionExpenditure_97;Total_98;Total_99;Total_100;FoodProducts_101;BeveragesAndTobaccoProducts_102;Total_103;TextilesAndWearingApparel_104;ShoesLeatherAndRelatedProducts_105;HomeFurnishingAndHomeDecoration_106;ElectricalEquipment_107;TransportEquipmentAndParts_108;OtherDurableConsumerGoods_109;Total_110;EnergyAndWater_111;MotorFuelAndOtherGoods_112;Total_113;Housing_114;AccommodationAndFoodServices_115;RecreationalAndCulturalServices_116;TransportAndCommunicationServices_117;MedicalServicesAndWelfare_118;FinancialAndBusinessServices_119;OtherServices_120;DomesticFinalConsumption_121;ConsumptionByResidentsAbroad_122;ConsumptionNonResidentsInNetherlands_123;Total_124;IndividualConsumptionByGovernment_125;CollectiveConsumptionByGovernment_126;TotalFinalConsumptionExpenditure_127;ActualIndividualConsumption_128;ActualCollectiveFinalConsumption_129;TotalGrossFixedCapitalFormation_130;Total_131;Dwellings_132;Total_133;BuildingsOtherThanDwellings_134;OtherStructures_135;CostsOfOwnershipTransferOfLand_136;TransportEquipment_137;Total_138;Computers_139;TelecommunicationEquipment_140;OtherMachineryAndEquipment_141;CultivatedBiologicalResources_142;Total_143;ComputerSoftwareAndDatabases_144;ResearchAndDevelopment_145;OtherIntellectualPropertyProducts_146;SalesOfUsedFixedAssets_147;TotalGrossFixedCapitalFormation_148;Total_149;AAgricultureForestryAndFishing_150;BFIndustryAndEnergy_151;GNCommercialServices_152;OUNoncommercialServices_153;SalesOfUsedFixedAssets_154;TotalExportsOfGoodsAndServices_155;AgricultureForestryFishingProducts_156;MiningAndQuarrying_157;FoodBeveragesAndTobaccoProducts_158;TextilesWearingApparelAndLeather_159;WoodAndPaperProductsAndPrinting_160;CokeAndRefinedPetroleumProducts_161;ChemicalAndPharmaceuticalProducts_162;RubberPlasticsAndOtherMinerals_163;BasicMetalsAndMetalProducts_164;MachineryAndElectricalEquipment_165;ComputerElectronicOpticalProducts_166;TransportEquipment_167;OtherManufacturedProductsIE_168;OtherProducts_169;ConsumptionNonResidentsInNetherlands_170;CifFobAdjustment_171;Total_172;ExportsOfGoodsFromProduction_173;ReExports_174;Total_175;ConsumptionNonResidentsInNetherlands_176;OtherExportsOfServices_177;CifFobAdjustment_178;TotalImportsOfGoodsAndServices_179;AgricultureForestryFishingProducts_180;MiningAndQuarrying_181;FoodBeveragesAndTobaccoProducts_182;TextilesWearingApparelAndLeather_183;WoodAndPaperProductsAndPrinting_184;CokeAndRefinedPetroleumProducts_185;ChemicalAndPharmaceuticalProducts_186;RubberPlasticsAndOtherMinerals_187;BasicMetalsAndMetalProducts_188;MachineryAndElectricalEquipment_189;ComputerElectronicOpticalProducts_190;TransportEquipment_191;OtherManufacturedProductsIE_192;OtherProducts_193;ConsumptionByResidentsAbroad_194;CifFobAdjustment_195;Total_196;ImportsOfGoodsCif_197;CifFobAdjustmentAndReclassification_198;Total_199;ImportOfServicesCif_200;CifFobReclassification_201;Total_202;TaxesOnProducts_203;OtherTaxesOnProduction_204;Total_205;SubsidiesOnProducts_206;OtherSubsidiesOnProduction_207
116;Prices of 2021;2018 2nd quarter;380822.0;219330.0;161489.0;109285.0;51787.0;380822.0;198567.0;151048.0;97796.0;53338.0;45270.0;38483.0;6803.0;2221.0;182086.0;129680.0;52012.0;194835.0;41455.0;2772.0;28271.0;3256.0;22223.0;3974.0;335.0;1189.0;174.0;4036.0;1405.0;2679.0;2131.0;2940.0;1295.0;2083.0;2324.0;1315.0;10377.0;106561.0;40477.0;27048.0;9107.0;4179.0;9204.0;13121.0;12458.0;31275.0;16382.0;15019.0;3281.0;6956.0;1195.0;3135.0;46821.0;42223.0;25451.0;14603.0;10864.0;16746.0;4587.0;24512.0;24456.0;119.0;219330.0;;;18466.0;27519.0;7338.0;185302.0;34039.0;219330.0;219330.0;;;;;;;;;151048.0;;;47534.0;;;;;;;;;;;;;151048.0;97796.0;41120.0;13582.0;10366.0;3227.0;17785.0;3795.0;1044.0;4287.0;2361.0;4010.0;2288.0;9754.0;2284.0;7488.0;57141.0;19182.0;8976.0;4334.0;4188.0;3373.0;9986.0;7035.0;98044.0;4406.0;4396.0;53338.0;36683.0;16632.0;151048.0;134413.0;16632.0;45270.0;46198.0;12259.0;12468.0;6361.0;5593.0;531.0;4197.0;1128.0;923.0;204.0;6620.0;8.0;9495.0;5466.0;3847.0;169.0;929.0;45270.0;46198.0;1355.0;8427.0;27104.0;9301.0;929.0;182086.0;;;;;;;;;;;;;;;4396.0;-628.0;129680.0;69209.0;60558.0;52012.0;4396.0;47998.0;-628.0;161489.0;;;;;;;;;;;;;;;4406.0;-628.0;109285.0;110927.0;-1652.0;51787.0;50768.0;1024.0;27519.0;24456.0;3062.0;7338.0;119.0;7583.0
117;Prices of 2021;2018 3rd quarter;370662.0;209314.0;161279.0;108265.0;52942.0;370662.0;189126.0;147500.0;97256.0;50253.0;38978.0;31894.0;7077.0;2548.0;181445.0;129083.0;52373.0;186039.0;38444.0;3601.0;26305.0;3236.0;20865.0;3427.0;292.0;1090.0;-81.0;4079.0;1209.0;2392.0;2110.0;3174.0;1374.0;1811.0;1958.0;1220.0;8510.0;103474.0;39193.0;25716.0;9092.0;4451.0;8107.0;12622.0;12376.0;31132.0;15278.0;16011.0;3384.0;7737.0;2089.0;2891.0;44143.0;39082.0;21553.0;12526.0;9041.0;17538.0;5099.0;23310.0;23282.0;118.0;209314.0;;;20948.0;26365.0;5346.0;175158.0;34157.0;209314.0;209314.0;;;;;;;;;147500.0;;;41623.0;;;;;;;;;;;;;147500.0;97256.0;39406.0;13243.0;9957.0;3303.0;17183.0;3987.0;944.0;4367.0;2406.0;3545.0;1915.0;9021.0;2184.0;6855.0;56739.0;19223.0;8395.0;4695.0;4369.0;3264.0;9373.0;7380.0;96057.0;6258.0;5115.0;50253.0;35424.0;14848.0;147500.0;132695.0;14848.0;38978.0;40905.0;10122.0;9756.0;5229.0;4122.0;409.0;3928.0;1256.0;997.0;260.0;6895.0;79.0;9050.0;5047.0;3841.0;161.0;1874.0;38978.0;40905.0;1307.0;7566.0;23861.0;8165.0;1874.0;181445.0;;;;;;;;;;;;;;;5115.0;-612.0;129083.0;68146.0;61047.0;52373.0;5115.0;47883.0;-612.0;161279.0;;;;;;;;;;;;;;;6258.0;-612.0;108265.0;109863.0;-1622.0;52942.0;51940.0;1009.0;26365.0;23282.0;3084.0;5346.0;118.0;5473.0
118;Prices of 2021;2018 4th quarter;377475.0;215967.0;161675.0;109933.0;51837.0;377475.0;192946.0;148636.0;94519.0;54107.0;44171.0;36433.0;7733.0;42.0;184601.0;130856.0;53763.0;191281.0;40810.0;3738.0;27834.0;3084.0;22571.0;4028.0;285.0;1367.0;566.0;3918.0;1359.0;2725.0;1794.0;3471.0;993.0;2141.0;1921.0;1302.0;9250.0;102795.0;38568.0;25319.0;9350.0;4093.0;8641.0;11879.0;12749.0;30945.0;16791.0;14242.0;3222.0;6611.0;1458.0;3094.0;47711.0;42960.0;25578.0;15011.0;10586.0;17387.0;4754.0;24730.0;24683.0;126.0;215967.0;;;20962.0;27984.0;4876.0;181471.0;34484.0;215967.0;215967.0;;;;;;;;;148636.0;;;44333.0;;;;;;;;;;;;;148636.0;94519.0;41267.0;13679.0;10544.0;3139.0;16838.0;3745.0;926.0;4700.0;2290.0;3093.0;2071.0;10772.0;3617.0;7145.0;54643.0;19222.0;8039.0;4334.0;4286.0;2934.0;8396.0;7441.0;95843.0;3196.0;4283.0;54107.0;37339.0;16802.0;148636.0;131909.0;16802.0;44171.0;45153.0;11374.0;11586.0;6116.0;4901.0;571.0;3891.0;1622.0;1328.0;293.0;7358.0;-2.0;9405.0;5161.0;4059.0;186.0;984.0;44171.0;45153.0;1395.0;8456.0;26209.0;9044.0;984.0;184601.0;;;;;;;;;;;;;;;4283.0;-643.0;130856.0;67641.0;63277.0;53763.0;4283.0;49876.0;-643.0;161675.0;;;;;;;;;;;;;;;3196.0;-643.0;109933.0;111578.0;-1692.0;51837.0;50804.0;1049.0;27984.0;24683.0;3298.0;4876.0;126.0;4720.0
119;Prices of 2021;2018;1496801.0;853027.0;643808.0;435884.0;207369.0;1496801.0;766721.0;590979.0;383985.0;207134.0;172075.0;143842.0;28245.0;3327.0;729884.0;519536.0;209387.0;755173.0;161538.0;13783.0;109649.0;13688.0;86789.0;14797.0;1231.0;4756.0;1080.0;16076.0;5180.0;10306.0;8003.0;12856.0;4739.0;7804.0;8358.0;4963.0;37955.0;412041.0;155657.0;103274.0;36310.0;16264.0;33772.0;49880.0;49661.0;123070.0;63985.0;59524.0;13163.0;27952.0;6600.0;12139.0;181648.0;162719.0;93848.0;54656.0;39252.0;68902.0;18905.0;97993.0;97838.0;472.0;853027.0;;;81283.0;110438.0;24286.0;716407.0;136596.0;853027.0;853027.0;;;;;;;;;590979.0;;;175820.0;;;;;;;;;;;;;590979.0;383985.0;163850.0;53151.0;40632.0;12561.0;69357.0;15122.0;3826.0;17814.0;9301.0;15008.0;8230.0;41390.0;13114.0;28325.0;222486.0;76607.0;32826.0;17389.0;16688.0;12785.0;37207.0;28721.0;385937.0;16834.0;18707.0;207134.0;143882.0;63337.0;590979.0;527886.0;63337.0;172075.0;176848.0;46188.0;44761.0;23217.0;19305.0;2237.0;17616.0;5077.0;4105.0;969.0;27053.0;92.0;36269.0;20053.0;15454.0;725.0;4734.0;172075.0;176848.0;5372.0;32136.0;104634.0;34626.0;4734.0;729884.0;;;;;;;;;;;;;;;18707.0;-2538.0;519536.0;273591.0;246257.0;209387.0;18707.0;193164.0;-2538.0;643808.0;;;;;;;;;;;;;;;16834.0;-2538.0;435884.0;442481.0;-6677.0;207369.0;203252.0;4139.0;110438.0;97838.0;12598.0;24286.0;472.0;24363.0
120;Prices of 2021;2019 1st quarter;376394.0;213002.0;163289.0;112734.0;50162.0;376394.0;192347.0;145680.0;94950.0;50798.0;46021.0;38703.0;7310.0;544.0;184039.0;129863.0;53526.0;187553.0;41818.0;3597.0;27378.0;3891.0;21337.0;3393.0;303.0;1144.0;340.0;3946.0;1259.0;2627.0;1940.0;3376.0;1158.0;1679.0;2172.0;1118.0;10819.0;101982.0;38856.0;26229.0;9016.0;3364.0;8081.0;12148.0;12114.0;30940.0;15953.0;15061.0;3974.0;6656.0;1225.0;3082.0;43696.0;39041.0;21481.0;12775.0;8709.0;17580.0;4563.0;25450.0;25449.0;117.0;213002.0;;;19309.0;28526.0;8153.0;178408.0;34574.0;213002.0;213002.0;;;;;;;;;145680.0;;;46754.0;;;;;;;;;;;;;145680.0;94950.0;41512.0;12589.0;9779.0;2817.0;17788.0;3640.0;922.0;4561.0;2444.0;4182.0;2000.0;11170.0;4388.0;6885.0;55231.0;19219.0;7823.0;4193.0;3907.0;3262.0;9551.0;7121.0;96651.0;3038.0;4644.0;50798.0;35403.0;15425.0;145680.0;130314.0;15425.0;46021.0;47080.0;12963.0;12113.0;6290.0;5086.0;724.0;5512.0;1392.0;1047.0;343.0;6432.0;69.0;8571.0;4487.0;3873.0;217.0;1060.0;46021.0;47080.0;1313.0;7727.0;29287.0;8756.0;1060.0;184039.0;;;;;;;;;;;;;;;4644.0;-612.0;129863.0;66164.0;63694.0;53526.0;4644.0;49494.0;-612.0;163289.0;;;;;;;;;;;;;;;3038.0;-612.0;112734.0;114338.0;-1599.0;50162.0;49172.0;988.0;28526.0;25449.0;3077.0;8153.0;117.0;8334.0
121;Prices of 2021;2019 2nd quarter;392707.0;224356.0;168306.0;114660.0;53199.0;392707.0;204140.0;153490.0;98932.0;54639.0;48218.0;40788.0;7441.0;2400.0;188377.0;130830.0;57082.0;199282.0;41916.0;2868.0;28123.0;2821.0;22263.0;4042.0;323.0;1205.0;179.0;3933.0;1377.0;2645.0;2129.0;3226.0;1252.0;1951.0;2432.0;1289.0;10920.0;109616.0;41996.0;28156.0;9430.0;4266.0;9670.0;13031.0;12487.0;32428.0;16736.0;15844.0;4082.0;6792.0;1267.0;3206.0;47741.0;42913.0;25735.0;14944.0;10799.0;17149.0;4810.0;25093.0;25059.0;129.0;224356.0;;;18755.0;28100.0;7814.0;189691.0;34677.0;224356.0;224356.0;;;;;;;;;153490.0;;;50655.0;;;;;;;;;;;;;153490.0;98932.0;41708.0;13498.0;10344.0;3162.0;18231.0;3972.0;1078.0;4440.0;2543.0;3851.0;2338.0;9974.0;2539.0;7450.0;58184.0;19320.0;9172.0;4417.0;4325.0;3393.0;10102.0;7364.0;99668.0;4368.0;4796.0;54639.0;37637.0;16978.0;153490.0;136507.0;16978.0;48218.0;49156.0;12897.0;13113.0;7112.0;5341.0;671.0;5036.0;1398.0;1086.0;311.0;6898.0;69.0;9721.0;5493.0;4039.0;178.0;942.0;48218.0;49156.0;1368.0;8329.0;30083.0;9402.0;942.0;188377.0;;;;;;;;;;;;;;;4796.0;-595.0;130830.0;67781.0;63073.0;57082.0;4796.0;52615.0;-595.0;168306.0;;;;;;;;;;;;;;;4368.0;-595.0;114660.0;116202.0;-1549.0;53199.0;52250.0;954.0;28100.0;25059.0;3043.0;7814.0;129.0;8052.0
122;Prices of 2021;2019 3rd quarter;383795.0;214340.0;169345.0;115261.0;53989.0;383795.0;197001.0;150149.0;98257.0;51901.0;43667.0;36364.0;7310.0;3078.0;186734.0;131114.0;55591.0;190684.0;39084.0;3779.0;26164.0;2727.0;21034.0;3468.0;281.0;1126.0;-112.0;3875.0;1172.0;2415.0;2163.0;3556.0;1313.0;1702.0;1984.0;1169.0;9151.0;106576.0;40616.0;26835.0;9373.0;4471.0;8538.0;12621.0;12475.0;32306.0;15827.0;16645.0;4180.0;7431.0;2131.0;2925.0;45043.0;39799.0;21875.0;12840.0;9041.0;17937.0;5285.0;23676.0;23676.0;130.0;214340.0;;;21162.0;26747.0;5596.0;179560.0;34781.0;214340.0;214340.0;;;;;;;;;150149.0;;;46877.0;;;;;;;;;;;;;150149.0;98257.0;39791.0;13274.0;10074.0;3209.0;17478.0;3966.0;983.0;4508.0;2500.0;3545.0;1958.0;9075.0;2219.0;6877.0;57561.0;19341.0;8482.0;4717.0;4553.0;3271.0;9444.0;7697.0;97260.0;6523.0;5576.0;51901.0;36528.0;15389.0;150149.0;134795.0;15389.0;43667.0;44665.0;10784.0;10585.0;5932.0;4166.0;490.0;5411.0;1531.0;1213.0;321.0;7096.0;43.0;9267.0;5162.0;3938.0;165.0;1000.0;43667.0;44665.0;1393.0;8982.0;25842.0;8430.0;1000.0;186734.0;;;;;;;;;;;;;;;5576.0;-579.0;131114.0;66125.0;65007.0;55591.0;5576.0;50612.0;-579.0;169345.0;;;;;;;;;;;;;;;6523.0;-579.0;115261.0;116722.0;-1482.0;53989.0;53093.0;903.0;26747.0;23676.0;3074.0;5596.0;130.0;5695.0
123;Prices of 2021;2019 4th quarter;389417.0;221020.0;168534.0;117841.0;50651.0;389417.0;198654.0;151444.0;95896.0;55542.0;46794.0;39320.0;7480.0;321.0;190825.0;135058.0;55789.0;195794.0;41367.0;3922.0;28090.0;2470.0;23162.0;4050.0;266.0;1364.0;609.0;3989.0;1284.0;2553.0;1930.0;4310.0;899.0;1964.0;1979.0;1276.0;9365.0;105726.0;39981.0;26628.0;9430.0;4110.0;9118.0;11776.0;13041.0;31825.0;17116.0;14809.0;4040.0;6293.0;1442.0;3098.0;48725.0;43800.0;26050.0;15432.0;10625.0;17756.0;4927.0;25267.0;25250.0;139.0;221020.0;;;21308.0;28481.0;5007.0;185873.0;35134.0;221020.0;221020.0;;;;;;;;;151444.0;;;47226.0;;;;;;;;;;;;;151444.0;95896.0;42478.0;13834.0;10757.0;3078.0;17829.0;3750.0;980.0;4900.0;2383.0;3708.0;2075.0;10822.0;3640.0;7172.0;55375.0;19395.0;8207.0;4240.0;4460.0;2936.0;8456.0;7678.0;97791.0;3167.0;4778.0;55542.0;38332.0;17246.0;151444.0;134268.0;17246.0;46794.0;47818.0;11261.0;12107.0;6529.0;4950.0;630.0;5454.0;2060.0;1658.0;401.0;7427.0;10.0;9500.0;5166.0;4133.0;206.0;1026.0;46794.0;47818.0;1415.0;8256.0;28746.0;9393.0;1026.0;190825.0;;;;;;;;;;;;;;;4778.0;-595.0;135058.0;68130.0;66980.0;55789.0;4778.0;51321.0;-595.0;168534.0;;;;;;;;;;;;;;;3167.0;-595.0;117841.0;119339.0;-1539.0;50651.0;49723.0;944.0;28481.0;25250.0;3232.0;5007.0;139.0;4802.0
124;Prices of 2021;2019;1542314.0;872648.0;669617.0;460488.0;208307.0;1542314.0;792152.0;600733.0;387989.0;212879.0;184732.0;155221.0;29545.0;6355.0;750006.0;526716.0;222333.0;773227.0;164133.0;14161.0;109708.0;11875.0;87772.0;14946.0;1170.0;4839.0;1175.0;15742.0;5092.0;10235.0;8184.0;14470.0;4588.0;7298.0;8569.0;4847.0;40254.0;423866.0;161428.0;107797.0;37276.0;16546.0;35404.0;49558.0;50114.0;127480.0;65624.0;62365.0;16294.0;27126.0;6799.0;12308.0;185250.0;165577.0;95140.0;55992.0;39177.0;70476.0;19640.0;99501.0;99446.0;515.0;872648.0;;;81916.0;111861.0;25599.0;733456.0;139165.0;872648.0;872648.0;;;;;;;;;600733.0;;;191518.0;;;;;;;;;;;;;600733.0;387989.0;165493.0;53193.0;40954.0;12263.0;71263.0;15327.0;3960.0;18413.0;9862.0;15266.0;8369.0;41048.0;12722.0;28370.0;226292.0;77275.0;33573.0;17611.0;17267.0;12862.0;37523.0;29854.0;391360.0;17116.0;20382.0;212879.0;147924.0;65045.0;600733.0;535911.0;65045.0;184732.0;188752.0;47909.0;47922.0;25874.0;19539.0;2521.0;21438.0;6372.0;4996.0;1370.0;27859.0;191.0;37049.0;20278.0;15981.0;764.0;4028.0;184732.0;188752.0;5490.0;33299.0;113988.0;35979.0;4028.0;750006.0;;;;;;;;;;;;;;;20382.0;-2380.0;526716.0;268070.0;258742.0;222333.0;20382.0;204279.0;-2380.0;669617.0;;;;;;;;;;;;;;;17116.0;-2380.0;460488.0;466588.0;-6169.0;208307.0;204547.0;3789.0;111861.0;99446.0;12423.0;25599.0;515.0;25571.0
125;Prices of 2021;2020 1st quarter;378088.0;212531.0;165507.0;113493.0;51638.0;378088.0;191165.0;145447.0;93958.0;51543.0;47907.0;40588.0;7319.0;-2302.0;186958.0;130056.0;56274.0;187086.0;42209.0;3718.0;27212.0;2960.0;21501.0;3379.0;307.0;1171.0;330.0;3976.0;1202.0;2569.0;2065.0;3636.0;1082.0;1633.0;2251.0;1133.0;11269.0;101698.0;37276.0;26210.0;8209.0;2662.0;8583.0;12900.0;12052.0;30920.0;17217.0;13698.0;3458.0;6171.0;734.0;3269.0;43124.0;38740.0;21968.0;13174.0;8795.0;16772.0;4301.0;25449.0;25568.0;160.0;212531.0;;;19196.0;28735.0;9200.0;177283.0;35237.0;212531.0;212531.0;;;;;;;;;145447.0;;;45799.0;;;;;;;;;;;;;145447.0;93958.0;42066.0;13520.0;10607.0;2913.0;17723.0;3153.0;799.0;4855.0;2582.0;4263.0;2059.0;10858.0;4241.0;6720.0;53726.0;19438.0;7003.0;3772.0;3753.0;3003.0;9834.0;6830.0;95731.0;2551.0;4208.0;51543.0;35352.0;16190.0;145447.0;129272.0;16190.0;47907.0;48952.0;13453.0;12883.0;6765.0;5297.0;813.0;5025.0;1460.0;1160.0;301.0;6926.0;132.0;9046.0;4606.0;4225.0;237.0;1047.0;47907.0;48952.0;1402.0;8012.0;30380.0;9159.0;1047.0;186958.0;;;;;;;;;;;;;;;4208.0;-566.0;130056.0;66701.0;63364.0;56274.0;4208.0;52608.0;-566.0;165507.0;;;;;;;;;;;;;;;2551.0;-566.0;113493.0;114918.0;-1425.0;51638.0;50785.0;859.0;28735.0;25568.0;3166.0;9200.0;160.0;9140.0
126;Prices of 2021;2020 2nd quarter;354252.0;204591.0;149600.0;104618.0;44620.0;354252.0;187184.0;141183.0;86676.0;54483.0;44494.0;36887.0;7604.0;1482.0;166911.0;117341.0;49215.0;181538.0;39277.0;2883.0;25913.0;2249.0;20380.0;3658.0;234.0;1131.0;138.0;3709.0;1221.0;2289.0;2000.0;3520.0;825.0;1636.0;2522.0;1233.0;10468.0;98489.0;34567.0;26332.0;6978.0;1256.0;9955.0;13106.0;12297.0;28471.0;16845.0;11623.0;3364.0;5150.0;52.0;2999.0;43782.0;40606.0;25850.0;15378.0;10470.0;14766.0;3194.0;23078.0;23213.0;180.0;204591.0;;;17386.0;26298.0;7877.0;169248.0;35368.0;204591.0;204591.0;;;;;;;;;141183.0;;;46008.0;;;;;;;;;;;;;141183.0;86676.0;41227.0;14453.0;11160.0;3293.0;17400.0;3065.0;880.0;4939.0;2833.0;3375.0;2300.0;9370.0;2607.0;6767.0;46568.0;19556.0;3795.0;1677.0;2746.0;2462.0;9872.0;6602.0;87794.0;463.0;1593.0;54483.0;36528.0;17929.0;141183.0;123206.0;17929.0;44494.0;45405.0;12249.0;12886.0;6802.0;5401.0;691.0;2370.0;1647.0;1380.0;267.0;6707.0;129.0;9393.0;5218.0;4062.0;111.0;913.0;44494.0;45405.0;1257.0;7778.0;26889.0;9479.0;913.0;166911.0;;;;;;;;;;;;;;;1593.0;-482.0;117341.0;60697.0;56663.0;49215.0;1593.0;48104.0;-482.0;149600.0;;;;;;;;;;;;;;;463.0;-482.0;104618.0;105817.0;-1210.0;44620.0;43897.0;728.0;26298.0;23213.0;3083.0;7877.0;180.0;7716.0
127;Prices of 2021;2020 3rd quarter;369377.0;207256.0;162000.0;114354.0;47619.0;369377.0;189416.0;146965.0;93645.0;53306.0;41625.0;34192.0;7433.0;733.0;179901.0;129853.0;50180.0;183471.0;38132.0;3841.0;25407.0;1649.0;20622.0;3443.0;278.0;1116.0;-83.0;3847.0;1147.0;2297.0;2116.0;3657.0;1243.0;1540.0;2219.0;1141.0;8883.0;101438.0;38322.0;27551.0;7392.0;3391.0;8973.0;12155.0;12460.0;29501.0;16353.0;13143.0;3517.0;6038.0;766.0;2840.0;43927.0;39696.0;22314.0;13223.0;9091.0;17372.0;4244.0;23854.0;23968.0;172.0;207256.0;;;21533.0;27226.0;5714.0;171768.0;35496.0;207256.0;207256.0;;;;;;;;;146965.0;;;42453.0;;;;;;;;;;;;;146965.0;93645.0;42396.0;14305.0;10942.0;3366.0;18893.0;3775.0;969.0;5294.0;2707.0;3921.0;2227.0;9221.0;2297.0;6949.0;52823.0;19582.0;7292.0;2619.0;3263.0;3140.0;9344.0;7680.0;95231.0;2295.0;3914.0;53306.0;37004.0;16301.0;146965.0;130655.0;16301.0;41625.0;42583.0;10465.0;10545.0;5774.0;4074.0;693.0;3336.0;1670.0;1426.0;244.0;7443.0;39.0;9101.0;5043.0;3941.0;120.0;960.0;41625.0;42583.0;1378.0;7477.0;25046.0;8681.0;960.0;179901.0;;;;;;;;;;;;;;;3914.0;-515.0;129853.0;65652.0;64223.0;50180.0;3914.0;46782.0;-515.0;162000.0;;;;;;;;;;;;;;;2295.0;-515.0;114354.0;115641.0;-1312.0;47619.0;46828.0;797.0;27226.0;23968.0;3258.0;5714.0;172.0;5584.0
128;Prices of 2021;2020 4th quarter;379187.0;214508.0;164820.0;119231.0;45494.0;379187.0;191618.0;146867.0;89901.0;56966.0;46006.0;37555.0;8449.0;-1341.0;187613.0;137940.0;49755.0;190014.0;41818.0;3959.0;28531.0;1937.0;23680.0;3997.0;287.0;1342.0;641.0;4365.0;1322.0;2460.0;1873.0;4678.0;955.0;1803.0;2165.0;1267.0;9329.0;101019.0;36709.0;27255.0;8045.0;1418.0;9491.0;11692.0;12890.0;30209.0;18222.0;11980.0;3365.0;5280.0;230.0;3064.0;47221.0;43469.0;26400.0;15821.0;10578.0;17059.0;3772.0;24536.0;24736.0;214.0;214508.0;;;19246.0;28658.0;9103.0;178644.0;35877.0;214508.0;214508.0;;;;;;;;;146867.0;;;44772.0;;;;;;;;;;;;;146867.0;89901.0;43351.0;15127.0;11787.0;3339.0;17728.0;3038.0;772.0;5459.0;2519.0;3861.0;2068.0;10499.0;3696.0;6792.0;47264.0;19596.0;3642.0;2370.0;3352.0;2658.0;8387.0;7326.0;90634.0;850.0;1640.0;56966.0;38716.0;18250.0;146867.0;128612.0;18250.0;46006.0;47087.0;11558.0;12047.0;6618.0;4742.0;688.0;4121.0;2042.0;1753.0;288.0;7899.0;30.0;9396.0;5168.0;4088.0;144.0;1082.0;46006.0;47087.0;1423.0;8050.0;28054.0;9554.0;1082.0;187613.0;;;;;;;;;;;;;;;1640.0;-529.0;137940.0;69696.0;68298.0;49755.0;1640.0;48643.0;-529.0;164820.0;;;;;;;;;;;;;;;850.0;-529.0;119231.0;120541.0;-1351.0;45494.0;44686.0;822.0;28658.0;24736.0;3914.0;9103.0;214.0;8915.0
