ID;AantalPersonenPerWoning;Echtpaar;AantalSlaapruimten;Situatie;Regio;WoningenVanGezinnen_1
19;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gemeenten met 501 - 1000 inwoners;19173.0
20;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gemeenten met 500 of minder inwoners;2098.0
21;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Groningen, gem. 100001 en meer inw.;19915.0
22;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Groningen;19915.0
23;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Groningen, gem. 10001 - 20000 inw.;17748.0
24;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Groningen, gem. 5001 - 10000 inw.;16968.0
25;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Groningen, gem. 2001 - 5000 inw.;18527.0
26;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Groningen, gem. 1001 - 2000 inw.;2551.0
27;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Friesland, gem. 20001 - 50000 inw.;9504.0
28;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Leeuwarden;9504.0
29;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Friesland, gem. 10001 - 20000 inw.;40627.0
30;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Friesland, gem. 5001 - 10000 inw.;22325.0
31;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Friesland, gem. 2001 - 5000 inw.;5263.0
32;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Friesland, gem. 1001 - 2000 inw.;605.0
33;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Friesland, gem. 501 - 1000 inw.;656.0
34;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Drenthe, gem. 20001 - 50000 inw.;6945.0
35;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Emmen;6945.0
36;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Drenthe, gem. 10001 - 20000 inw.;10479.0
37;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Drenthe, gem. 5001 - 10000 inw.;10123.0
38;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Drenthe, gem. 2001 - 5000 inw.;10660.0
39;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Drenthe, gem. 1001 - 2000 inw.;595.0
40;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 50001 - 100000 inw.;10189.0
41;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Enschede;10189.0
42;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 20001 - 50000 inw.;34329.0
43;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Almelo;6352.0
44;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Deventer;7196.0
45;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Hengelo (O.);6953.0
46;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Lonneker;5917.0
47;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zwolle;7911.0
48;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 10001 - 20000 inw.;13410.0
49;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 5001 - 10000 inw.;23099.0
50;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 2001 - 5000 inw.;8789.0
51;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 1001 - 2000 inw.;1382.0
52;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Overijssel, gem. 501 - 1000 inw.;984.0
53;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 50001 - 100000 inw.;40859.0
54;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Apeldoorn;11394.0
55;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Arnhem;14976.0
56;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Nijmegen;14489.0
57;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 20001 - 50000 inw.;10406.0
58;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Ede;5637.0
59;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Rheden;4769.0
60;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 10001 - 20000 inw.;34046.0
61;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 5001 - 10000 inw.;31021.0
62;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 2001 - 5000 inw.;20707.0
63;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 1001 - 2000 inw.;5432.0
64;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 501 - 1000 inw.;491.0
65;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gelderland, gem. 500 en minder inw.;108.0
66;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 100001 en meer inw.;29833.0
67;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht;29833.0
68;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 20001 - 50000 inw.;11776.0
69;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Amersfoort;7273.0
70;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeist;4503.0
71;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 10001 - 20000 inw.;9549.0
72;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 5001 - 10000 inw.;4111.0
73;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 2001 - 5000 inw.;13433.0
74;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 1001 - 2000 inw.;4513.0
75;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 501 - 1000 inw.;2207.0
76;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Utrecht, gem. 500 en minder inw.;297.0
77;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 100001 en meer inw.;178648.0
78;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Amsterdam;154254.0
79;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Haarlem;24394.0
80;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 50001 - 100000 inw.;11240.0
81;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Hilversum;11240.0
82;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 20001 - 50000 inw.;37484.0
83;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Alkmaar;5765.0
84;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Bussum;4857.0
85;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Haarlemmermeer;4899.0
86;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Helder (Den);6318.0
87;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Velsen;8441.0
88;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zaandam;7204.0
89;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 10001 - 20000 inw.;9813.0
90;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 5001 - 10000 inw.;27289.0
91;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 2001 - 5000 inw.;27216.0
92;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 1001 - 2000 inw.;8697.0
93;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 501 - 1000 inw.;2209.0
94;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Holland, gem. 500 en minder inw.;621.0
95;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 100001 en meer inw.;200870.0
96;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;'s-Gravenhage;84841.0
97;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Rotterdam;116029.0
98;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 50001 - 100000 inw.;44350.0
99;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Delft;9494.0
100;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Dordrecht;11157.0
101;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Leiden;13373.0
102;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Schiedam;10326.0
103;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 20001 - 50000 inw.;11030.0
104;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Gouda;5768.0
105;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Vlaardingen;5262.0
106;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 10001 - 20000 inw.;36287.0
107;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 5001 - 10000 inw.;27422.0
108;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 2001 - 5000 inw.;37333.0
109;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 1001 - 2000 inw.;10725.0
110;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 501 - 1000 inw.;4365.0
111;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zuid-Holland, gem. 500 en minder inw.;435.0
112;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 20001 - 50000 inw.;4640.0
113;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Vlissingen;4640.0
114;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 10001 - 20000 inw.;5861.0
115;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 5001 - 10000 inw.;5263.0
116;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 2001 - 5000 inw.;19469.0
117;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 1001 - 2000 inw.;8715.0
118;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 501 - 1000 inw.;4826.0
119;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Zeeland, gem. 500 en minder inw.;408.0
120;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 50001 - 100000 inw.;30252.0
121;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Eindhoven;16150.0
122;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Tilburg;14102.0
123;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 20001 - 50000 inw.;26910.0
124;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Bergen op Zoom;3813.0
125;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Breda;8125.0
126;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Helmond;4248.0
127;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;'s-Hertogenbosch;6911.0
128;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Roosendaal en Nispen;3813.0
129;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 10001 - 20000 inw.;15134.0
130;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 5001 - 10000 inw.;29472.0
131;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 2001 - 5000 inw.;31919.0
132;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 1001 - 2000 inw.;8213.0
133;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Noord-Brabant, gem. 501 - 1000 inw.;1692.0
134;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 50001 - 100000 inw.;11113.0
135;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Maastricht;11113.0
136;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 20001 - 50000 inw.;19351.0
137;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Heerlen;8401.0
138;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Kerkrade;6829.0
139;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Venlo;4121.0
140;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 10001 - 20000 inw.;19702.0
141;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 5001 - 10000 inw.;12153.0
142;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 2001 - 5000 inw.;16950.0
143;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 1001 - 2000 inw.;8141.0
144;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 501 - 1000 inw.;1743.0
145;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Totaal van alle woningen;Limburg, gem. 500 en minder inw.;229.0
146;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Nederland;
147;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen (provincie);
148;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland;
149;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Drenthe;
150;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel;
151;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gelderland;
152;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Utrecht (provincie);
153;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Noord-Holland;
154;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Zuid-Holland;
155;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Zeeland;
156;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Noord-Brabant;
157;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Limburg;
158;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met meer dan 100000 inwoners;
159;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 50001 - 100000 inwoners;
160;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 20001 - 50000 inwoners;
161;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 10001 - 20000 inwoners;
162;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 5001 - 10000 inwoners;
163;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 2001 - 5000 inwoners;
164;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 1001 - 2000 inwoners;
165;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 501 - 1000 inwoners;
166;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gemeenten met 500 of minder inwoners;
167;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen, gem. 100001 en meer inw.;
168;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen;
169;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen, gem. 10001 - 20000 inw.;
170;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen, gem. 5001 - 10000 inw.;
171;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen, gem. 2001 - 5000 inw.;
172;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Groningen, gem. 1001 - 2000 inw.;
173;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland, gem. 20001 - 50000 inw.;
174;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Leeuwarden;
175;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland, gem. 10001 - 20000 inw.;
176;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland, gem. 5001 - 10000 inw.;
177;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland, gem. 2001 - 5000 inw.;
178;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland, gem. 1001 - 2000 inw.;
179;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Friesland, gem. 501 - 1000 inw.;
180;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Drenthe, gem. 20001 - 50000 inw.;
181;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Emmen;
182;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Drenthe, gem. 10001 - 20000 inw.;
183;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Drenthe, gem. 5001 - 10000 inw.;
184;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Drenthe, gem. 2001 - 5000 inw.;
185;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Drenthe, gem. 1001 - 2000 inw.;
186;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 50001 - 100000 inw.;
187;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Enschede;
188;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 20001 - 50000 inw.;
189;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Almelo;
190;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Deventer;
191;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Hengelo (O.);
192;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Lonneker;
193;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Zwolle;
194;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 10001 - 20000 inw.;
195;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 5001 - 10000 inw.;
196;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 2001 - 5000 inw.;
197;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 1001 - 2000 inw.;
198;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Overijssel, gem. 501 - 1000 inw.;
199;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gelderland, gem. 50001 - 100000 inw.;
200;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Apeldoorn;
201;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Arnhem;
202;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Nijmegen;
203;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Gelderland, gem. 20001 - 50000 inw.;
204;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Ede;
205;Totaal van alle woningen;Woningen met echtpaar;Totaal van alle woningen;Moreel ongunstige situatie aanwezig;Rheden;
