ID;HerkomstVanDeMoeder;Perioden;TotaalLevendGeborenKinderen_1;GemiddeldKindertalPerVrouw_2
150;Totaal Europa (exclusief Nederland);2029;14978;1.09
151;Totaal Europa (exclusief Nederland);2030;15690;1.12
152;Totaal Europa (exclusief Nederland);2031;16427;1.16
153;Totaal Europa (exclusief Nederland);2032;17167;1.19
154;Totaal Europa (exclusief Nederland);2033;17886;1.23
155;Totaal Europa (exclusief Nederland);2034;18561;1.26
156;Totaal Europa (exclusief Nederland);2035;19164;1.29
157;Totaal Europa (exclusief Nederland);2036;19677;1.32
158;Totaal Europa (exclusief Nederland);2037;20067;1.33
159;Totaal Europa (exclusief Nederland);2038;20314;1.34
160;Totaal Europa (exclusief Nederland);2039;20437;1.34
161;Totaal Europa (exclusief Nederland);2040;20552;1.34
162;Totaal Europa (exclusief Nederland);2041;20662;1.34
163;Totaal Europa (exclusief Nederland);2042;20771;1.34
164;Totaal Europa (exclusief Nederland);2043;20880;1.35
165;Totaal Europa (exclusief Nederland);2044;20987;1.35
166;Totaal Europa (exclusief Nederland);2045;21099;1.35
167;Totaal Europa (exclusief Nederland);2046;21210;1.35
168;Totaal Europa (exclusief Nederland);2047;21317;1.35
169;Totaal Europa (exclusief Nederland);2048;21424;1.35
170;Totaal Europa (exclusief Nederland);2049;21527;1.35
171;Totaal Europa (exclusief Nederland);2050;21623;1.35
172;Totaal Europa (exclusief Nederland);2051;21717;1.35
173;Totaal Europa (exclusief Nederland);2052;21808;1.35
174;Totaal Europa (exclusief Nederland);2053;21896;1.35
175;Totaal Europa (exclusief Nederland);2054;21977;1.35
176;Totaal Europa (exclusief Nederland);2055;22056;1.35
177;Totaal Europa (exclusief Nederland);2056;22138;1.35
178;Totaal Europa (exclusief Nederland);2057;22218;1.35
179;Totaal Europa (exclusief Nederland);2058;22304;1.36
180;Totaal Europa (exclusief Nederland);2059;22381;1.36
181;Totaal Europa (exclusief Nederland);2060;22469;1.36
182;Totaal Europa (exclusief Nederland);2061;22558;1.36
183;Totaal Europa (exclusief Nederland);2062;22645;1.36
184;Totaal Europa (exclusief Nederland);2063;22738;1.36
185;Totaal Europa (exclusief Nederland);2064;22828;1.36
186;Totaal Europa (exclusief Nederland);2065;22914;1.36
187;Totaal Europa (exclusief Nederland);2066;23000;1.36
188;Totaal Europa (exclusief Nederland);2067;23084;1.36
189;Totaal Europa (exclusief Nederland);2068;23160;1.36
190;Totaal Europa (exclusief Nederland);2069;23237;1.36
191;Totaal Europa (exclusief Nederland);2070;23308;1.36
192;Midden- en Oost-Europese landen in de EU;2023;5405;1.17
193;Midden- en Oost-Europese landen in de EU;2024;5467;1.15
194;Midden- en Oost-Europese landen in de EU;2025;5558;1.14
195;Midden- en Oost-Europese landen in de EU;2026;5682;1.14
196;Midden- en Oost-Europese landen in de EU;2027;5836;1.15
197;Midden- en Oost-Europese landen in de EU;2028;6013;1.16
198;Midden- en Oost-Europese landen in de EU;2029;6203;1.19
199;Midden- en Oost-Europese landen in de EU;2030;6413;1.22
200;Midden- en Oost-Europese landen in de EU;2031;6638;1.25
201;Midden- en Oost-Europese landen in de EU;2032;6870;1.28
202;Midden- en Oost-Europese landen in de EU;2033;7102;1.31
203;Midden- en Oost-Europese landen in de EU;2034;7326;1.34
204;Midden- en Oost-Europese landen in de EU;2035;7531;1.36
205;Midden- en Oost-Europese landen in de EU;2036;7716;1.38
206;Midden- en Oost-Europese landen in de EU;2037;7863;1.4
207;Midden- en Oost-Europese landen in de EU;2038;7965;1.4
208;Midden- en Oost-Europese landen in de EU;2039;8041;1.4
209;Midden- en Oost-Europese landen in de EU;2040;8114;1.4
210;Midden- en Oost-Europese landen in de EU;2041;8190;1.4
211;Midden- en Oost-Europese landen in de EU;2042;8264;1.4
212;Midden- en Oost-Europese landen in de EU;2043;8336;1.4
213;Midden- en Oost-Europese landen in de EU;2044;8410;1.4
214;Midden- en Oost-Europese landen in de EU;2045;8484;1.4
215;Midden- en Oost-Europese landen in de EU;2046;8559;1.4
216;Midden- en Oost-Europese landen in de EU;2047;8635;1.4
217;Midden- en Oost-Europese landen in de EU;2048;8711;1.4
218;Midden- en Oost-Europese landen in de EU;2049;8788;1.4
219;Midden- en Oost-Europese landen in de EU;2050;8860;1.4
220;Midden- en Oost-Europese landen in de EU;2051;8937;1.4
221;Midden- en Oost-Europese landen in de EU;2052;9014;1.4
222;Midden- en Oost-Europese landen in de EU;2053;9091;1.4
223;Midden- en Oost-Europese landen in de EU;2054;9163;1.4
224;Midden- en Oost-Europese landen in de EU;2055;9234;1.4
225;Midden- en Oost-Europese landen in de EU;2056;9305;1.4
226;Midden- en Oost-Europese landen in de EU;2057;9375;1.4
227;Midden- en Oost-Europese landen in de EU;2058;9444;1.4
228;Midden- en Oost-Europese landen in de EU;2059;9506;1.4
229;Midden- en Oost-Europese landen in de EU;2060;9571;1.4
230;Midden- en Oost-Europese landen in de EU;2061;9630;1.4
231;Midden- en Oost-Europese landen in de EU;2062;9688;1.4
232;Midden- en Oost-Europese landen in de EU;2063;9744;1.4
233;Midden- en Oost-Europese landen in de EU;2064;9797;1.4
234;Midden- en Oost-Europese landen in de EU;2065;9848;1.4
235;Midden- en Oost-Europese landen in de EU;2066;9897;1.4
236;Midden- en Oost-Europese landen in de EU;2067;9943;1.4
237;Midden- en Oost-Europese landen in de EU;2068;9984;1.4
238;Midden- en Oost-Europese landen in de EU;2069;10023;1.4
239;Midden- en Oost-Europese landen in de EU;2070;10060;1.4
240;West-Europese landen in de EU;2023;4010;1.1
241;West-Europese landen in de EU;2024;4167;1.08
242;West-Europese landen in de EU;2025;4359;1.07
243;West-Europese landen in de EU;2026;4590;1.07
244;West-Europese landen in de EU;2027;4853;1.08
245;West-Europese landen in de EU;2028;5138;1.09
246;West-Europese landen in de EU;2029;5440;1.11
247;West-Europese landen in de EU;2030;5748;1.14
248;West-Europese landen in de EU;2031;6059;1.16
249;West-Europese landen in de EU;2032;6365;1.19
250;West-Europese landen in de EU;2033;6653;1.22
251;West-Europese landen in de EU;2034;6920;1.24
252;West-Europese landen in de EU;2035;7156;1.27
253;West-Europese landen in de EU;2036;7352;1.28
254;West-Europese landen in de EU;2037;7504;1.3
255;West-Europese landen in de EU;2038;7602;1.3
256;West-Europese landen in de EU;2039;7667;1.3
257;West-Europese landen in de EU;2040;7727;1.3
258;West-Europese landen in de EU;2041;7779;1.3
259;West-Europese landen in de EU;2042;7829;1.3
260;West-Europese landen in de EU;2043;7876;1.3
261;West-Europese landen in de EU;2044;7918;1.3
262;West-Europese landen in de EU;2045;7962;1.3
263;West-Europese landen in de EU;2046;8004;1.3
264;West-Europese landen in de EU;2047;8042;1.3
265;West-Europese landen in de EU;2048;8081;1.3
266;West-Europese landen in de EU;2049;8120;1.3
267;West-Europese landen in de EU;2050;8157;1.3
268;West-Europese landen in de EU;2051;8193;1.3
269;West-Europese landen in de EU;2052;8228;1.3
270;West-Europese landen in de EU;2053;8262;1.3
271;West-Europese landen in de EU;2054;8297;1.3
272;West-Europese landen in de EU;2055;8329;1.3
273;West-Europese landen in de EU;2056;8363;1.3
274;West-Europese landen in de EU;2057;8393;1.3
275;West-Europese landen in de EU;2058;8426;1.3
276;West-Europese landen in de EU;2059;8454;1.3
277;West-Europese landen in de EU;2060;8485;1.3
278;West-Europese landen in de EU;2061;8515;1.3
279;West-Europese landen in de EU;2062;8542;1.3
280;West-Europese landen in de EU;2063;8573;1.3
281;West-Europese landen in de EU;2064;8601;1.3
282;West-Europese landen in de EU;2065;8626;1.3
283;West-Europese landen in de EU;2066;8652;1.3
284;West-Europese landen in de EU;2067;8680;1.3
285;West-Europese landen in de EU;2068;8704;1.3
286;West-Europese landen in de EU;2069;8729;1.3
287;West-Europese landen in de EU;2070;8751;1.3
288;Overig Europa;2023;2514;0.78
289;Overig Europa;2024;2622;0.78
290;Overig Europa;2025;2737;0.8
291;Overig Europa;2026;2861;0.83
292;Overig Europa;2027;2999;0.88
293;Overig Europa;2028;3158;0.93
294;Overig Europa;2029;3335;0.98
295;Overig Europa;2030;3529;1.04
296;Overig Europa;2031;3730;1.09
297;Overig Europa;2032;3932;1.15
298;Overig Europa;2033;4131;1.21
299;Overig Europa;2034;4316;1.26
300;Overig Europa;2035;4477;1.31
301;Overig Europa;2036;4609;1.35
302;Overig Europa;2037;4701;1.38
303;Overig Europa;2038;4747;1.4
304;Overig Europa;2039;4729;1.4
305;Overig Europa;2040;4711;1.4
306;Overig Europa;2041;4694;1.4
307;Overig Europa;2042;4679;1.4
308;Overig Europa;2043;4668;1.4
309;Overig Europa;2044;4659;1.4
310;Overig Europa;2045;4653;1.4
311;Overig Europa;2046;4647;1.4
312;Overig Europa;2047;4640;1.4
313;Overig Europa;2048;4631;1.4
314;Overig Europa;2049;4620;1.39
315;Overig Europa;2050;4606;1.39
316;Overig Europa;2051;4587;1.39
317;Overig Europa;2052;4566;1.39
318;Overig Europa;2053;4542;1.39
319;Overig Europa;2054;4518;1.39
320;Overig Europa;2055;4493;1.39
321;Overig Europa;2056;4470;1.39
322;Overig Europa;2057;4450;1.39
323;Overig Europa;2058;4434;1.39
324;Overig Europa;2059;4421;1.39
325;Overig Europa;2060;4413;1.39
326;Overig Europa;2061;4413;1.4
327;Overig Europa;2062;4415;1.4
328;Overig Europa;2063;4421;1.4
329;Overig Europa;2064;4430;1.4
330;Overig Europa;2065;4440;1.4
331;Overig Europa;2066;4451;1.4
332;Overig Europa;2067;4462;1.4
333;Overig Europa;2068;4472;1.4
334;Overig Europa;2069;4485;1.4
335;Overig Europa;2070;4496;1.4
336;Totaal buiten Europa;2023;23795;1.59
337;Totaal buiten Europa;2024;24727;1.57
338;Totaal buiten Europa;2025;25641;1.57
339;Totaal buiten Europa;2026;26534;1.57
340;Totaal buiten Europa;2027;27402;1.58
341;Totaal buiten Europa;2028;28210;1.6
342;Totaal buiten Europa;2029;29015;1.62
343;Totaal buiten Europa;2030;29874;1.65
344;Totaal buiten Europa;2031;30764;1.67
345;Totaal buiten Europa;2032;31659;1.7
346;Totaal buiten Europa;2033;32532;1.73
347;Totaal buiten Europa;2034;33354;1.75
348;Totaal buiten Europa;2035;34104;1.77
349;Totaal buiten Europa;2036;34755;1.79
350;Totaal buiten Europa;2037;35287;1.8
351;Totaal buiten Europa;2038;35676;1.8
352;Totaal buiten Europa;2039;35981;1.8
353;Totaal buiten Europa;2040;36284;1.8
354;Totaal buiten Europa;2041;36578;1.8
355;Totaal buiten Europa;2042;36869;1.8
356;Totaal buiten Europa;2043;37154;1.8
357;Totaal buiten Europa;2044;37433;1.8
358;Totaal buiten Europa;2045;37705;1.8
359;Totaal buiten Europa;2046;37969;1.8
360;Totaal buiten Europa;2047;38216;1.8
361;Totaal buiten Europa;2048;38458;1.8
362;Totaal buiten Europa;2049;38687;1.8
363;Totaal buiten Europa;2050;38898;1.8
364;Totaal buiten Europa;2051;39101;1.8
365;Totaal buiten Europa;2052;39292;1.8
366;Totaal buiten Europa;2053;39471;1.79
367;Totaal buiten Europa;2054;39644;1.79
368;Totaal buiten Europa;2055;39810;1.79
369;Totaal buiten Europa;2056;39967;1.79
370;Totaal buiten Europa;2057;40122;1.79
371;Totaal buiten Europa;2058;40272;1.79
372;Totaal buiten Europa;2059;40412;1.79
373;Totaal buiten Europa;2060;40552;1.79
374;Totaal buiten Europa;2061;40685;1.79
375;Totaal buiten Europa;2062;40813;1.79
376;Totaal buiten Europa;2063;40940;1.79
377;Totaal buiten Europa;2064;41057;1.79
378;Totaal buiten Europa;2065;41171;1.79
379;Totaal buiten Europa;2066;41275;1.79
380;Totaal buiten Europa;2067;41374;1.79
381;Totaal buiten Europa;2068;41464;1.79
382;Totaal buiten Europa;2069;41547;1.79
383;Totaal buiten Europa;2070;41618;1.79
384;Indonesië;2023;385;1.3
385;Indonesië;2024;396;1.28
386;Indonesië;2025;409;1.27
387;Indonesië;2026;426;1.27
388;Indonesië;2027;444;1.27
389;Indonesië;2028;460;1.28
390;Indonesië;2029;475;1.29
391;Indonesië;2030;489;1.3
392;Indonesië;2031;503;1.32
393;Indonesië;2032;515;1.33
394;Indonesië;2033;525;1.35
395;Indonesië;2034;533;1.36
396;Indonesië;2035;539;1.38
397;Indonesië;2036;541;1.39
398;Indonesië;2037;541;1.4
399;Indonesië;2038;539;1.4
400;Indonesië;2039;535;1.4
401;Indonesië;2040;531;1.4
402;Indonesië;2041;527;1.4
403;Indonesië;2042;524;1.4
404;Indonesië;2043;520;1.4
405;Indonesië;2044;516;1.4
406;Indonesië;2045;512;1.4
407;Indonesië;2046;509;1.4
408;Indonesië;2047;506;1.4
409;Indonesië;2048;503;1.4
410;Indonesië;2049;501;1.4
411;Indonesië;2050;498;1.4
412;Indonesië;2051;496;1.4
413;Indonesië;2052;494;1.4
414;Indonesië;2053;492;1.4
415;Indonesië;2054;490;1.4
416;Indonesië;2055;488;1.4
417;Indonesië;2056;487;1.4
418;Indonesië;2057;485;1.4
419;Indonesië;2058;484;1.4
420;Indonesië;2059;482;1.4
421;Indonesië;2060;481;1.4
422;Indonesië;2061;480;1.4
423;Indonesië;2062;479;1.4
424;Indonesië;2063;478;1.4
425;Indonesië;2064;477;1.4
426;Indonesië;2065;476;1.4
427;Indonesië;2066;474;1.4
428;Indonesië;2067;474;1.4
429;Indonesië;2068;473;1.4
430;Indonesië;2069;472;1.4
431;Indonesië;2070;471;1.4
432;Marokko;2023;2318;2.81
433;Marokko;2024;2211;2.81
434;Marokko;2025;2115;2.81
435;Marokko;2026;2027;2.8
436;Marokko;2027;1948;2.79
437;Marokko;2028;1878;2.78
438;Marokko;2029;1817;2.77
439;Marokko;2030;1767;2.75
440;Marokko;2031;1726;2.74
441;Marokko;2032;1694;2.72
442;Marokko;2033;1668;2.71
443;Marokko;2034;1648;2.69
444;Marokko;2035;1632;2.67
445;Marokko;2036;1619;2.66
446;Marokko;2037;1609;2.65
447;Marokko;2038;1602;2.63
448;Marokko;2039;1597;2.62
449;Marokko;2040;1594;2.61
450;Marokko;2041;1592;2.61
451;Marokko;2042;1593;2.6
452;Marokko;2043;1596;2.6
453;Marokko;2044;1599;2.6
454;Marokko;2045;1603;2.6
455;Marokko;2046;1605;2.6
456;Marokko;2047;1608;2.6
457;Marokko;2048;1610;2.6
458;Marokko;2049;1612;2.6
459;Marokko;2050;1613;2.6
460;Marokko;2051;1614;2.6
461;Marokko;2052;1615;2.6
462;Marokko;2053;1615;2.6
463;Marokko;2054;1615;2.6
464;Marokko;2055;1615;2.6
465;Marokko;2056;1614;2.6
466;Marokko;2057;1614;2.6
467;Marokko;2058;1613;2.6
468;Marokko;2059;1613;2.6
469;Marokko;2060;1613;2.6
470;Marokko;2061;1612;2.6
471;Marokko;2062;1612;2.6
472;Marokko;2063;1611;2.6
473;Marokko;2064;1610;2.6
474;Marokko;2065;1609;2.6
475;Marokko;2066;1607;2.6
476;Marokko;2067;1605;2.6
477;Marokko;2068;1603;2.6
478;Marokko;2069;1600;2.6
479;Marokko;2070;1596;2.6
480;Nederlandse Cariben;2023;1301;1.4
481;Nederlandse Cariben;2024;1283;1.36
482;Nederlandse Cariben;2025;1271;1.34
483;Nederlandse Cariben;2026;1264;1.34
484;Nederlandse Cariben;2027;1262;1.35
485;Nederlandse Cariben;2028;1263;1.36
486;Nederlandse Cariben;2029;1266;1.39
487;Nederlandse Cariben;2030;1275;1.42
488;Nederlandse Cariben;2031;1285;1.46
489;Nederlandse Cariben;2032;1295;1.5
490;Nederlandse Cariben;2033;1303;1.54
491;Nederlandse Cariben;2034;1309;1.57
492;Nederlandse Cariben;2035;1312;1.6
493;Nederlandse Cariben;2036;1310;1.63
494;Nederlandse Cariben;2037;1302;1.64
495;Nederlandse Cariben;2038;1288;1.65
496;Nederlandse Cariben;2039;1272;1.65
497;Nederlandse Cariben;2040;1260;1.65
498;Nederlandse Cariben;2041;1250;1.65
499;Nederlandse Cariben;2042;1243;1.65
500;Nederlandse Cariben;2043;1237;1.65
501;Nederlandse Cariben;2044;1234;1.65
502;Nederlandse Cariben;2045;1231;1.65
503;Nederlandse Cariben;2046;1230;1.65
504;Nederlandse Cariben;2047;1229;1.65
505;Nederlandse Cariben;2048;1228;1.65
506;Nederlandse Cariben;2049;1227;1.65
507;Nederlandse Cariben;2050;1226;1.65
508;Nederlandse Cariben;2051;1224;1.65
509;Nederlandse Cariben;2052;1222;1.65
510;Nederlandse Cariben;2053;1220;1.65
511;Nederlandse Cariben;2054;1217;1.65
512;Nederlandse Cariben;2055;1214;1.65
513;Nederlandse Cariben;2056;1212;1.65
514;Nederlandse Cariben;2057;1210;1.65
515;Nederlandse Cariben;2058;1207;1.65
516;Nederlandse Cariben;2059;1206;1.65
517;Nederlandse Cariben;2060;1204;1.65
518;Nederlandse Cariben;2061;1204;1.65
519;Nederlandse Cariben;2062;1203;1.65
520;Nederlandse Cariben;2063;1202;1.65
521;Nederlandse Cariben;2064;1202;1.65
522;Nederlandse Cariben;2065;1201;1.65
523;Nederlandse Cariben;2066;1201;1.65
524;Nederlandse Cariben;2067;1201;1.65
525;Nederlandse Cariben;2068;1200;1.65
526;Nederlandse Cariben;2069;1200;1.65
527;Nederlandse Cariben;2070;1199;1.65
528;Suriname;2023;954;1.59
529;Suriname;2024;934;1.59
530;Suriname;2025;916;1.6
531;Suriname;2026;896;1.6
532;Suriname;2027;882;1.6
533;Suriname;2028;865;1.61
534;Suriname;2029;854;1.61
535;Suriname;2030;844;1.62
536;Suriname;2031;838;1.62
537;Suriname;2032;835;1.63
538;Suriname;2033;835;1.64
539;Suriname;2034;835;1.64
540;Suriname;2035;838;1.64
541;Suriname;2036;841;1.65
542;Suriname;2037;845;1.65
543;Suriname;2038;848;1.65
544;Suriname;2039;852;1.65
545;Suriname;2040;856;1.65
546;Suriname;2041;861;1.65
547;Suriname;2042;866;1.65
548;Suriname;2043;871;1.65
549;Suriname;2044;876;1.65
550;Suriname;2045;881;1.65
551;Suriname;2046;886;1.65
552;Suriname;2047;890;1.65
553;Suriname;2048;894;1.65
554;Suriname;2049;897;1.65
555;Suriname;2050;899;1.65
556;Suriname;2051;900;1.65
557;Suriname;2052;900;1.65
558;Suriname;2053;899;1.65
559;Suriname;2054;898;1.65
560;Suriname;2055;895;1.65
561;Suriname;2056;893;1.65
562;Suriname;2057;890;1.65
563;Suriname;2058;887;1.65
564;Suriname;2059;884;1.65
565;Suriname;2060;880;1.65
566;Suriname;2061;877;1.65
567;Suriname;2062;873;1.65
568;Suriname;2063;869;1.65
569;Suriname;2064;865;1.65
570;Suriname;2065;862;1.65
571;Suriname;2066;858;1.65
572;Suriname;2067;854;1.65
573;Suriname;2068;850;1.65
574;Suriname;2069;846;1.65
575;Suriname;2070;842;1.65
576;Turkije;2023;1753;1.54
577;Turkije;2024;1829;1.52
578;Turkije;2025;1887;1.52
579;Turkije;2026;1929;1.52
580;Turkije;2027;1955;1.54
581;Turkije;2028;1974;1.56
582;Turkije;2029;2002;1.59
583;Turkije;2030;2036;1.63
584;Turkije;2031;2075;1.67
585;Turkije;2032;2121;1.7
586;Turkije;2033;2172;1.74
587;Turkije;2034;2223;1.78
588;Turkije;2035;2276;1.81
589;Turkije;2036;2325;1.83
590;Turkije;2037;2370;1.84
591;Turkije;2038;2404;1.85
592;Turkije;2039;2434;1.85
593;Turkije;2040;2466;1.85
594;Turkije;2041;2501;1.85
595;Turkije;2042;2536;1.85
596;Turkije;2043;2572;1.85
597;Turkije;2044;2606;1.85
598;Turkije;2045;2641;1.85
599;Turkije;2046;2674;1.85
600;Turkije;2047;2706;1.85
601;Turkije;2048;2736;1.85
602;Turkije;2049;2764;1.85
603;Turkije;2050;2788;1.85
604;Turkije;2051;2809;1.85
605;Turkije;2052;2828;1.85
606;Turkije;2053;2842;1.85
607;Turkije;2054;2853;1.85
608;Turkije;2055;2863;1.85
609;Turkije;2056;2870;1.85
610;Turkije;2057;2877;1.85
611;Turkije;2058;2881;1.85
612;Turkije;2059;2885;1.85
613;Turkije;2060;2888;1.85
614;Turkije;2061;2891;1.85
615;Turkije;2062;2894;1.85
616;Turkije;2063;2896;1.85
617;Turkije;2064;2898;1.85
618;Turkije;2065;2900;1.85
619;Turkije;2066;2902;1.85
620;Turkije;2067;2903;1.85
621;Turkije;2068;2904;1.85
622;Turkije;2069;2903;1.85
623;Turkije;2070;2902;1.85
624;Afrika;2023;4470;2.15
625;Afrika;2024;4791;2.15
626;Afrika;2025;5120;2.17
