ID;Geslacht;MboSectorOpleidingsrichtBijInstroom;MaatschappelijkePositie1JaarTerug;HoogstBehaaldeVoorafgaandeDiploma;Leeftijd;Regiokenmerken;Perioden;TotaalInstromersInHetMbo_1;BolVoltijd_2;BolDeeltijd_3;Bbl_4;Niveau1_5;Niveau2_6;Niveau3_7;Niveau4_8;BolVoltijdNiveau1_9;BolVoltijdNiveau2_10;BolVoltijdNiveau3_11;BolVoltijdNiveau4_12;BolDeeltijdNiveau1_13;BolDeeltijdNiveau2_14;BolDeeltijdNiveau3_15;BolDeeltijdNiveau4_16;BblNiveau1_17;BblNiveau2_18;BblNiveau3_19;BblNiveau4_20
16;Mannen en vrouwen;0;0;Totaal;0;Den Haag;2006/'07;3670.0;2680.0;120.0;880.0;370.0;1380.0;770.0;1150.0;240.0;880.0;580.0;970.0;20.0;20.0;50.0;30.0;110.0;480.0;140.0;150.0
17;Mannen en vrouwen;0;0;Totaal;0;Den Haag;2007/'08;3670.0;2550.0;100.0;1020.0;400.0;1370.0;730.0;1170.0;260.0;810.0;520.0;960.0;30.0;10.0;50.0;20.0;110.0;550.0;170.0;190.0
18;Mannen en vrouwen;0;0;Totaal;0;Den Haag;2008/'09;3760.0;2490.0;120.0;1150.0;350.0;1480.0;770.0;1170.0;180.0;820.0;480.0;1010.0;40.0;30.0;40.0;10.0;130.0;630.0;250.0;150.0
19;Mannen en vrouwen;0;0;Totaal;0;Den Haag;2009/'10;3500.0;2560.0;60.0;890.0;360.0;1320.0;690.0;1130.0;230.0;840.0;500.0;1000.0;;;30.0;20.0;130.0;470.0;170.0;120.0
20;Mannen en vrouwen;0;0;Totaal;0;Utrecht (stad);2006/'07;1870.0;1430.0;60.0;380.0;270.0;660.0;270.0;670.0;190.0;450.0;190.0;600.0;;10.0;20.0;20.0;70.0;200.0;60.0;60.0
21;Mannen en vrouwen;0;0;Totaal;0;Utrecht (stad);2007/'08;1990.0;1400.0;50.0;540.0;260.0;700.0;260.0;780.0;150.0;430.0;160.0;660.0;;10.0;20.0;20.0;110.0;250.0;80.0;100.0
22;Mannen en vrouwen;0;0;Totaal;0;Utrecht (stad);2008/'09;1860.0;1300.0;20.0;530.0;280.0;660.0;240.0;680.0;170.0;390.0;150.0;610.0;;;10.0;;120.0;270.0;80.0;70.0
23;Mannen en vrouwen;0;0;Totaal;0;Utrecht (stad);2009/'10;1810.0;1230.0;30.0;550.0;240.0;630.0;300.0;640.0;130.0;340.0;210.0;560.0;;;10.0;10.0;110.0;280.0;80.0;70.0
24;Mannen en vrouwen;0;0;Totaal;0;Gemeenten >= 100 000 inwoners (excl. G4);2006/'07;27150.0;18830.0;1060.0;7260.0;3460.0;9120.0;4760.0;9810.0;1860.0;5180.0;3260.0;8530.0;260.0;240.0;260.0;300.0;1340.0;3700.0;1250.0;970.0
25;Mannen en vrouwen;0;0;Totaal;0;Gemeenten >= 100 000 inwoners (excl. G4);2007/'08;27390.0;17720.0;690.0;8980.0;3380.0;9620.0;4930.0;9460.0;1690.0;4700.0;3230.0;8100.0;100.0;190.0;190.0;220.0;1600.0;4730.0;1510.0;1140.0
26;Mannen en vrouwen;0;0;Totaal;0;Gemeenten >= 100 000 inwoners (excl. G4);2008/'09;26450.0;17170.0;600.0;8690.0;2960.0;9050.0;5150.0;9300.0;1410.0;4400.0;3280.0;8070.0;140.0;140.0;120.0;200.0;1400.0;4500.0;1750.0;1040.0
27;Mannen en vrouwen;0;0;Totaal;0;Gemeenten >= 100 000 inwoners (excl. G4);2009/'10;26560.0;17410.0;560.0;8590.0;3590.0;8540.0;5050.0;9380.0;1510.0;4490.0;3280.0;8130.0;130.0;160.0;100.0;160.0;1950.0;3890.0;1660.0;1090.0
28;Mannen en vrouwen;0;0;Totaal;0;Gemeenten < 100 000 inwoners;2006/'07;101620.0;71350.0;3100.0;27160.0;9330.0;33440.0;19540.0;39310.0;4660.0;17310.0;13830.0;35550.0;410.0;790.0;1000.0;900.0;4260.0;15340.0;4710.0;2860.0
29;Mannen en vrouwen;0;0;Totaal;0;Gemeenten < 100 000 inwoners;2007/'08;102300.0;67830.0;2390.0;32080.0;8520.0;34840.0;19950.0;38980.0;3740.0;15970.0;13590.0;34530.0;370.0;520.0;790.0;700.0;4410.0;18340.0;5570.0;3750.0
30;Mannen en vrouwen;0;0;Totaal;0;Gemeenten < 100 000 inwoners;2008/'09;101460.0;67120.0;2000.0;32340.0;8390.0;33960.0;20750.0;38350.0;3390.0;15430.0;14010.0;34290.0;400.0;420.0;610.0;580.0;4600.0;18110.0;6140.0;3480.0
31;Mannen en vrouwen;0;0;Totaal;0;Gemeenten < 100 000 inwoners;2009/'10;100480.0;68000.0;2030.0;30450.0;9220.0;32000.0;20970.0;38280.0;3540.0;16230.0;14420.0;33820.0;330.0;490.0;600.0;600.0;5350.0;15290.0;5960.0;3860.0
32;Mannen en vrouwen;0;0;Totaal;0;Woongemeente onbekend;2006/'07;950.0;350.0;60.0;530.0;290.0;280.0;180.0;200.0;50.0;100.0;70.0;140.0;10.0;20.0;20.0;10.0;230.0;160.0;100.0;50.0
33;Mannen en vrouwen;0;0;Totaal;0;Woongemeente onbekend;2007/'08;1250.0;450.0;60.0;740.0;410.0;380.0;220.0;240.0;70.0;110.0;100.0;170.0;20.0;20.0;;;320.0;250.0;110.0;60.0
34;Mannen en vrouwen;0;0;Totaal;0;Woongemeente onbekend;2008/'09;1450.0;390.0;40.0;1030.0;520.0;430.0;240.0;260.0;60.0;100.0;70.0;160.0;20.0;;;;450.0;320.0;170.0;90.0
35;Mannen en vrouwen;0;0;Totaal;0;Woongemeente onbekend;2009/'10;1700.0;360.0;40.0;1310.0;900.0;330.0;230.0;250.0;50.0;80.0;70.0;160.0;10.0;10.0;;;840.0;230.0;150.0;90.0
36;Mannen en vrouwen;0;0;Totaal;0;Noord-Nederland (LD);2006/'07;16660.0;12180.0;820.0;3660.0;1480.0;5550.0;2880.0;6760.0;760.0;3430.0;1920.0;6070.0;70.0;210.0;270.0;280.0;660.0;1900.0;690.0;400.0
37;Mannen en vrouwen;0;0;Totaal;0;Noord-Nederland (LD);2007/'08;16360.0;11320.0;660.0;4380.0;1400.0;5440.0;2920.0;6590.0;550.0;3000.0;1950.0;5820.0;30.0;140.0;240.0;250.0;830.0;2300.0;730.0;520.0
38;Mannen en vrouwen;0;0;Totaal;0;Noord-Nederland (LD);2008/'09;16450.0;11120.0;540.0;4800.0;1520.0;5470.0;3330.0;6120.0;570.0;3000.0;2180.0;5370.0;;100.0;200.0;230.0;940.0;2380.0;960.0;520.0
39;Mannen en vrouwen;0;0;Totaal;0;Noord-Nederland (LD);2009/'10;16010.0;11280.0;630.0;4090.0;1480.0;5000.0;3360.0;6170.0;690.0;3040.0;2200.0;5360.0;10.0;120.0;250.0;250.0;780.0;1840.0;920.0;560.0
40;Mannen en vrouwen;0;0;Totaal;0;Oost-Nederland (LD);2006/'07;33980.0;24080.0;1130.0;8760.0;3400.0;11250.0;6550.0;12780.0;1680.0;6110.0;4820.0;11480.0;210.0;250.0;320.0;360.0;1520.0;4890.0;1410.0;950.0
41;Mannen en vrouwen;0;0;Totaal;0;Oost-Nederland (LD);2007/'08;33920.0;22850.0;880.0;10190.0;3020.0;11510.0;6820.0;12580.0;1430.0;5600.0;4690.0;11130.0;120.0;220.0;270.0;280.0;1470.0;5690.0;1860.0;1170.0
42;Mannen en vrouwen;0;0;Totaal;0;Oost-Nederland (LD);2008/'09;33500.0;22320.0;730.0;10440.0;2790.0;11310.0;7180.0;12220.0;1160.0;5160.0;4990.0;11020.0;130.0;200.0;180.0;220.0;1500.0;5950.0;2010.0;980.0
43;Mannen en vrouwen;0;0;Totaal;0;Oost-Nederland (LD);2009/'10;32900.0;22270.0;840.0;9790.0;3290.0;10660.0;6910.0;12040.0;1110.0;5460.0;4950.0;10750.0;140.0;280.0;190.0;230.0;2050.0;4910.0;1770.0;1060.0
44;Mannen en vrouwen;0;0;Totaal;0;West-Nederland (LD);2006/'07;64360.0;44720.0;2760.0;16880.0;6910.0;22560.0;12310.0;22580.0;3990.0;12000.0;8680.0;20060.0;710.0;710.0;730.0;600.0;2210.0;9850.0;2900.0;1920.0
45;Mannen en vrouwen;0;0;Totaal;0;West-Nederland (LD);2007/'08;65920.0;43250.0;2130.0;20540.0;6420.0;23750.0;12520.0;23230.0;3520.0;11320.0;8270.0;20140.0;510.0;580.0;650.0;400.0;2400.0;11850.0;3600.0;2700.0
46;Mannen en vrouwen;0;0;Totaal;0;West-Nederland (LD);2008/'09;63190.0;42070.0;1430.0;19690.0;6090.0;22500.0;11920.0;22680.0;3060.0;10960.0;7810.0;20240.0;370.0;360.0;400.0;300.0;2650.0;11190.0;3710.0;2140.0
47;Mannen en vrouwen;0;0;Totaal;0;West-Nederland (LD);2009/'10;62030.0;42470.0;1290.0;18270.0;5960.0;20800.0;12340.0;22930.0;3090.0;11090.0;8150.0;20140.0;310.0;370.0;330.0;290.0;2560.0;9340.0;3860.0;2500.0
48;Mannen en vrouwen;0;0;Totaal;0;Zuid-Nederland (LD);2006/'07;31470.0;21680.0;750.0;9040.0;3700.0;9770.0;5690.0;12320.0;1770.0;5000.0;3870.0;11040.0;90.0;210.0;250.0;200.0;1840.0;4560.0;1570.0;1070.0
49;Mannen en vrouwen;0;0;Totaal;0;Zuid-Nederland (LD);2007/'08;31750.0;20530.0;450.0;10770.0;3610.0;10610.0;5790.0;11740.0;1520.0;4650.0;4010.0;10350.0;70.0;110.0;120.0;160.0;2020.0;5850.0;1670.0;1240.0
50;Mannen en vrouwen;0;0;Totaal;0;Zuid-Nederland (LD);2008/'09;31890.0;20390.0;590.0;10900.0;3220.0;10200.0;6450.0;12020.0;1320.0;4430.0;4180.0;10470.0;220.0;130.0;110.0;130.0;1680.0;5640.0;2160.0;1430.0
51;Mannen en vrouwen;0;0;Totaal;0;Zuid-Nederland (LD);2009/'10;32330.0;20900.0;460.0;10970.0;4230.0;9870.0;6520.0;11720.0;1440.0;4750.0;4460.0;10250.0;160.0;70.0;110.0;110.0;2620.0;5050.0;1940.0;1360.0
52;Mannen en vrouwen;0;0;Totaal;0;Groningen (PV);2006/'07;5130.0;3770.0;190.0;1180.0;470.0;1770.0;790.0;2100.0;220.0;1160.0;520.0;1870.0;0.0;50.0;60.0;80.0;260.0;560.0;210.0;150.0
53;Mannen en vrouwen;0;0;Totaal;0;Groningen (PV);2007/'08;5060.0;3470.0;130.0;1460.0;530.0;1780.0;790.0;1970.0;190.0;1040.0;510.0;1730.0;0.0;10.0;50.0;80.0;340.0;720.0;240.0;160.0
54;Mannen en vrouwen;0;0;Totaal;0;Groningen (PV);2008/'09;5130.0;3380.0;110.0;1640.0;520.0;1780.0;960.0;1870.0;160.0;1080.0;530.0;1610.0;0.0;10.0;30.0;70.0;360.0;690.0;400.0;190.0
55;Mannen en vrouwen;0;0;Totaal;0;Groningen (PV);2009/'10;5130.0;3530.0;120.0;1480.0;610.0;1700.0;1020.0;1800.0;260.0;1080.0;620.0;1570.0;;20.0;40.0;60.0;350.0;600.0;360.0;180.0
56;Mannen en vrouwen;0;0;Totaal;0;Friesland (PV);2006/'07;6830.0;5030.0;400.0;1400.0;620.0;2270.0;1100.0;2850.0;330.0;1360.0;710.0;2630.0;20.0;90.0;170.0;120.0;270.0;820.0;220.0;100.0
57;Mannen en vrouwen;0;0;Totaal;0;Friesland (PV);2007/'08;6370.0;4570.0;340.0;1460.0;440.0;2080.0;1110.0;2740.0;220.0;1140.0;760.0;2460.0;10.0;60.0;160.0;110.0;210.0;880.0;200.0;170.0
58;Mannen en vrouwen;0;0;Totaal;0;Friesland (PV);2008/'09;6490.0;4590.0;300.0;1600.0;550.0;2090.0;1470.0;2380.0;270.0;1120.0;1070.0;2130.0;;60.0;140.0;100.0;270.0;920.0;270.0;140.0
59;Mannen en vrouwen;0;0;Totaal;0;Friesland (PV);2009/'10;6240.0;4590.0;370.0;1290.0;440.0;1870.0;1470.0;2460.0;250.0;1140.0;1050.0;2140.0;;60.0;160.0;140.0;190.0;660.0;260.0;180.0
60;Mannen en vrouwen;0;0;Totaal;0;Drenthe (PV);2006/'07;4700.0;3390.0;240.0;1080.0;390.0;1510.0;990.0;1820.0;210.0;920.0;690.0;1570.0;40.0;70.0;40.0;80.0;130.0;520.0;260.0;160.0
61;Mannen en vrouwen;0;0;Totaal;0;Drenthe (PV);2007/'08;4930.0;3280.0;190.0;1460.0;430.0;1580.0;1030.0;1890.0;140.0;820.0;690.0;1630.0;10.0;70.0;40.0;70.0;280.0;700.0;290.0;190.0
62;Mannen en vrouwen;0;0;Totaal;0;Drenthe (PV);2008/'09;4830.0;3150.0;130.0;1550.0;450.0;1600.0;910.0;1880.0;140.0;800.0;590.0;1620.0;;30.0;30.0;60.0;300.0;770.0;290.0;190.0
63;Mannen en vrouwen;0;0;Totaal;0;Drenthe (PV);2009/'10;4630.0;3160.0;140.0;1320.0;430.0;1430.0;860.0;1910.0;180.0;810.0;520.0;1650.0;;40.0;40.0;60.0;240.0;580.0;300.0;200.0
64;Mannen en vrouwen;0;0;Totaal;0;Overijssel (PV);2006/'07;10890.0;7900.0;240.0;2750.0;840.0;3690.0;2100.0;4260.0;500.0;1990.0;1570.0;3840.0;;40.0;70.0;120.0;340.0;1650.0;460.0;300.0
65;Mannen en vrouwen;0;0;Totaal;0;Overijssel (PV);2007/'08;10870.0;7450.0;200.0;3220.0;850.0;3740.0;2100.0;4190.0;400.0;1850.0;1510.0;3690.0;;30.0;70.0;100.0;440.0;1870.0;520.0;400.0
66;Mannen en vrouwen;0;0;Totaal;0;Overijssel (PV);2008/'09;10840.0;7220.0;180.0;3440.0;880.0;3630.0;2240.0;4080.0;340.0;1620.0;1570.0;3700.0;20.0;40.0;40.0;80.0;530.0;1980.0;630.0;300.0
67;Mannen en vrouwen;0;0;Totaal;0;Overijssel (PV);2009/'10;10530.0;7350.0;180.0;3000.0;990.0;3230.0;2400.0;3920.0;360.0;1770.0;1710.0;3500.0;30.0;30.0;40.0;70.0;600.0;1430.0;640.0;340.0
68;Mannen en vrouwen;0;0;Totaal;0;Flevoland (PV);2006/'07;4570.0;3350.0;240.0;970.0;420.0;1650.0;750.0;1750.0;260.0;1000.0;520.0;1570.0;20.0;80.0;80.0;60.0;150.0;560.0;140.0;120.0
69;Mannen en vrouwen;0;0;Totaal;0;Flevoland (PV);2007/'08;4510.0;3080.0;240.0;1200.0;410.0;1660.0;850.0;1600.0;230.0;930.0;540.0;1390.0;;110.0;60.0;60.0;170.0;630.0;260.0;140.0
70;Mannen en vrouwen;0;0;Totaal;0;Flevoland (PV);2008/'09;4440.0;3080.0;180.0;1180.0;330.0;1590.0;990.0;1530.0;180.0;850.0;690.0;1370.0;;80.0;50.0;40.0;140.0;660.0;260.0;130.0
71;Mannen en vrouwen;0;0;Totaal;0;Flevoland (PV);2009/'10;4580.0;3000.0;290.0;1290.0;560.0;1590.0;890.0;1550.0;160.0;880.0;600.0;1360.0;;170.0;60.0;60.0;390.0;540.0;230.0;130.0
72;Mannen en vrouwen;0;0;Totaal;0;Gelderland (PV);2006/'07;18530.0;12830.0;660.0;5040.0;2140.0;5920.0;3690.0;6780.0;920.0;3110.0;2730.0;6080.0;190.0;120.0;170.0;180.0;1030.0;2680.0;800.0;520.0
73;Mannen en vrouwen;0;0;Totaal;0;Gelderland (PV);2007/'08;18540.0;12320.0;450.0;5770.0;1760.0;6110.0;3870.0;6800.0;800.0;2830.0;2640.0;6050.0;100.0;90.0;140.0;120.0;860.0;3190.0;1080.0;630.0
74;Mannen en vrouwen;0;0;Totaal;0;Gelderland (PV);2008/'09;18220.0;12020.0;380.0;5830.0;1580.0;6090.0;3940.0;6610.0;640.0;2690.0;2730.0;5950.0;100.0;90.0;90.0;100.0;840.0;3320.0;1120.0;550.0
75;Mannen en vrouwen;0;0;Totaal;0;Gelderland (PV);2009/'10;17790.0;11920.0;380.0;5490.0;1740.0;5850.0;3630.0;6580.0;580.0;2820.0;2640.0;5890.0;110.0;80.0;90.0;100.0;1050.0;2950.0;900.0;590.0
76;Mannen en vrouwen;0;0;Totaal;0;Utrecht (PV);2006/'07;9320.0;6760.0;250.0;2310.0;820.0;3100.0;1350.0;4040.0;470.0;1700.0;920.0;3660.0;30.0;60.0;70.0;100.0;320.0;1340.0;360.0;280.0
77;Mannen en vrouwen;0;0;Totaal;0;Utrecht (PV);2007/'08;9390.0;6280.0;180.0;2940.0;790.0;3210.0;1480.0;3910.0;370.0;1540.0;940.0;3430.0;10.0;30.0;60.0;70.0;420.0;1640.0;470.0;410.0
78;Mannen en vrouwen;0;0;Totaal;0;Utrecht (PV);2008/'09;9140.0;6200.0;110.0;2830.0;830.0;3110.0;1390.0;3820.0;410.0;1470.0;900.0;3420.0;20.0;;40.0;40.0;400.0;1620.0;450.0;360.0
79;Mannen en vrouwen;0;0;Totaal;0;Utrecht (PV);2009/'10;8990.0;6100.0;80.0;2810.0;780.0;2920.0;1560.0;3740.0;320.0;1440.0;1030.0;3310.0;;20.0;20.0;40.0;460.0;1460.0;510.0;380.0
80;Mannen en vrouwen;0;0;Totaal;0;Noord-Holland (PV);2006/'07;20390.0;13960.0;1030.0;5390.0;2300.0;7090.0;4170.0;6820.0;1240.0;3660.0;3000.0;6070.0;380.0;260.0;230.0;170.0;690.0;3170.0;950.0;580.0
81;Mannen en vrouwen;0;0;Totaal;0;Noord-Holland (PV);2007/'08;21510.0;13430.0;930.0;7150.0;2190.0;7990.0;4060.0;7270.0;1040.0;3590.0;2570.0;6220.0;250.0;290.0;250.0;130.0;900.0;4110.0;1230.0;910.0
82;Mannen en vrouwen;0;0;Totaal;0;Noord-Holland (PV);2008/'09;20160.0;13250.0;570.0;6350.0;1930.0;7370.0;3740.0;7120.0;930.0;3540.0;2440.0;6340.0;130.0;180.0;150.0;110.0;870.0;3650.0;1150.0;670.0
83;Mannen en vrouwen;0;0;Totaal;0;Noord-Holland (PV);2009/'10;20170.0;13620.0;570.0;5980.0;2090.0;6790.0;3910.0;7380.0;1070.0;3630.0;2520.0;6400.0;140.0;200.0;120.0;110.0;880.0;2970.0;1270.0;860.0
84;Mannen en vrouwen;0;0;Totaal;0;Zuid-Holland (PV);2006/'07;30950.0;21630.0;1310.0;8010.0;3500.0;11020.0;6120.0;10310.0;2120.0;6030.0;4380.0;9090.0;270.0;350.0;380.0;300.0;1110.0;4630.0;1350.0;930.0
85;Mannen en vrouwen;0;0;Totaal;0;Zuid-Holland (PV);2007/'08;31340.0;21300.0;880.0;9160.0;3180.0;11170.0;6250.0;10740.0;1980.0;5620.0;4360.0;9340.0;230.0;220.0;280.0;150.0;970.0;5330.0;1610.0;1250.0
86;Mannen en vrouwen;0;0;Totaal;0;Zuid-Holland (PV);2008/'09;30340.0;20420.0;640.0;9280.0;3040.0;10780.0;6070.0;10460.0;1590.0;5420.0;4070.0;9340.0;200.0;150.0;180.0;110.0;1250.0;5210.0;1820.0;1000.0
87;Mannen en vrouwen;0;0;Totaal;0;Zuid-Holland (PV);2009/'10;29100.0;20450.0;570.0;8080.0;2800.0;9820.0;6030.0;10450.0;1540.0;5460.0;4220.0;9230.0;160.0;140.0;160.0;120.0;1100.0;4230.0;1650.0;1100.0
88;Mannen en vrouwen;0;0;Totaal;0;Zeeland (PV);2006/'07;3700.0;2380.0;170.0;1160.0;280.0;1350.0;670.0;1400.0;160.0;610.0;380.0;1240.0;40.0;40.0;50.0;40.0;90.0;710.0;240.0;120.0
89;Mannen en vrouwen;0;0;Totaal;0;Zeeland (PV);2007/'08;3680.0;2240.0;150.0;1290.0;260.0;1370.0;740.0;1320.0;130.0;570.0;400.0;1140.0;10.0;40.0;50.0;50.0;110.0;770.0;290.0;130.0
90;Mannen en vrouwen;0;0;Totaal;0;Zeeland (PV);2008/'09;3540.0;2190.0;120.0;1230.0;290.0;1250.0;720.0;1280.0;130.0;530.0;400.0;1140.0;30.0;20.0;30.0;40.0;130.0;700.0;290.0;110.0
91;Mannen en vrouwen;0;0;Totaal;0;Zeeland (PV);2009/'10;3760.0;2300.0;70.0;1400.0;300.0;1270.0;830.0;1360.0;170.0;560.0;380.0;1190.0;;20.0;20.0;20.0;120.0;690.0;430.0;150.0
92;Mannen en vrouwen;0;0;Totaal;0;Noord-Brabant (PV);2006/'07;21850.0;14750.0;410.0;6690.0;2600.0;6820.0;3630.0;8800.0;1240.0;3220.0;2400.0;7900.0;30.0;130.0;110.0;140.0;1330.0;3470.0;1120.0;770.0
93;Mannen en vrouwen;0;0;Totaal;0;Noord-Brabant (PV);2007/'08;21600.0;13800.0;250.0;7550.0;2450.0;7240.0;3730.0;8180.0;1060.0;2910.0;2540.0;7300.0;20.0;60.0;70.0;110.0;1380.0;4270.0;1130.0;780.0
94;Mannen en vrouwen;0;0;Totaal;0;Noord-Brabant (PV);2008/'09;21670.0;13980.0;240.0;7450.0;2090.0;6900.0;4130.0;8540.0;920.0;2830.0;2680.0;7550.0;30.0;50.0;70.0;100.0;1140.0;4030.0;1380.0;900.0
95;Mannen en vrouwen;0;0;Totaal;0;Noord-Brabant (PV);2009/'10;22540.0;14350.0;200.0;8000.0;3120.0;6730.0;4120.0;8580.0;1030.0;3080.0;2710.0;7530.0;20.0;30.0;60.0;80.0;2070.0;3610.0;1350.0;960.0
96;Mannen en vrouwen;0;0;Totaal;0;Limburg (PV);2006/'07;9620.0;6930.0;340.0;2360.0;1100.0;2950.0;2060.0;3510.0;530.0;1780.0;1470.0;3150.0;60.0;80.0;140.0;60.0;510.0;1100.0;450.0;300.0
97;Mannen en vrouwen;0;0;Totaal;0;Limburg (PV);2007/'08;10150.0;6730.0;200.0;3230.0;1160.0;3370.0;2070.0;3560.0;460.0;1740.0;1470.0;3050.0;50.0;50.0;50.0;50.0;640.0;1580.0;540.0;460.0
98;Mannen en vrouwen;0;0;Totaal;0;Limburg (PV);2008/'09;10220.0;6410.0;350.0;3460.0;1130.0;3300.0;2320.0;3470.0;390.0;1610.0;1490.0;2920.0;190.0;80.0;40.0;30.0;540.0;1610.0;780.0;530.0
99;Mannen en vrouwen;0;0;Totaal;0;Limburg (PV);2009/'10;9790.0;6550.0;260.0;2980.0;1110.0;3140.0;2400.0;3140.0;420.0;1670.0;1760.0;2710.0;150.0;40.0;50.0;30.0;550.0;1440.0;590.0;400.0
100;Mannen en vrouwen;0;0;Totaal;19 jaar of jonger;Nederland;2006/'07;111520.0;95770.0;370.0;15380.0;8720.0;36680.0;19730.0;46400.0;6820.0;24910.0;18210.0;45830.0;130.0;130.0;70.0;40.0;1760.0;11640.0;1450.0;540.0
101;Mannen en vrouwen;0;0;Totaal;19 jaar of jonger;Nederland;2007/'08;110250.0;92850.0;200.0;17190.0;8070.0;36320.0;20030.0;45820.0;6030.0;23400.0;18210.0;45210.0;90.0;50.0;30.0;30.0;1950.0;12870.0;1790.0;580.0
