ID;RegioS;Perioden;Beginstand_1;Instroom_2;Uitstroom_3;Eindstand_4
290;Ambt Montfort;1e halfjaar 2006;60.0;20.0;0.0;80.0
291;Ambt Montfort;2e halfjaar 2006;80.0;20.0;0.0;90.0
292;Ambt Montfort;1e halfjaar 2007;;;;
293;Ambt Montfort;2e halfjaar 2007;;;;
294;Ambt Montfort;1e halfjaar 2008;;;;
295;Ambt Montfort;2e halfjaar 2008;;;;
296;Ambt Montfort;1e halfjaar 2009;;;;
297;Ambt Montfort;2e halfjaar 2009;;;;
298;Ambt Montfort;1e halfjaar 2010;;;;
299;Ambt Montfort;2e halfjaar 2010;;;;
300;Ambt Montfort;1e halfjaar 2011;;;;
301;Ambt Montfort;2e halfjaar 2011;;;;
302;Ambt Montfort;1e halfjaar 2012;;;;
303;Ambt Montfort;2e halfjaar 2012;;;;
304;Ameland;1e halfjaar 2005;10.0;0.0;0.0;10.0
305;Ameland;2e halfjaar 2005;10.0;0.0;0.0;10.0
306;Ameland;1e halfjaar 2006;10.0;0.0;0.0;10.0
307;Ameland;2e halfjaar 2006;10.0;0.0;0.0;10.0
308;Ameland;1e halfjaar 2007;10.0;0.0;0.0;10.0
309;Ameland;2e halfjaar 2007;10.0;0.0;0.0;10.0
310;Ameland;1e halfjaar 2008;10.0;0.0;0.0;10.0
311;Ameland;2e halfjaar 2008;10.0;0.0;0.0;10.0
312;Ameland;1e halfjaar 2009;10.0;0.0;0.0;10.0
313;Ameland;2e halfjaar 2009;10.0;0.0;0.0;10.0
314;Ameland;1e halfjaar 2010;10.0;0.0;0.0;10.0
315;Ameland;2e halfjaar 2010;10.0;0.0;0.0;10.0
316;Ameland;1e halfjaar 2011;10.0;0.0;0.0;10.0
317;Ameland;2e halfjaar 2011;10.0;0.0;0.0;10.0
318;Ameland;1e halfjaar 2012;10.0;0.0;0.0;10.0
319;Ameland;2e halfjaar 2012;10.0;0.0;0.0;10.0
320;Amerongen;1e halfjaar 2005;20.0;0.0;0.0;20.0
321;Amerongen;2e halfjaar 2005;30.0;10.0;0.0;30.0
322;Amerongen;1e halfjaar 2006;;;;
323;Amerongen;2e halfjaar 2006;;;;
324;Amerongen;1e halfjaar 2007;;;;
325;Amerongen;2e halfjaar 2007;;;;
326;Amerongen;1e halfjaar 2008;;;;
327;Amerongen;2e halfjaar 2008;;;;
328;Amerongen;1e halfjaar 2009;;;;
329;Amerongen;2e halfjaar 2009;;;;
330;Amerongen;1e halfjaar 2010;;;;
331;Amerongen;2e halfjaar 2010;;;;
332;Amerongen;1e halfjaar 2011;;;;
333;Amerongen;2e halfjaar 2011;;;;
334;Amerongen;1e halfjaar 2012;;;;
335;Amerongen;2e halfjaar 2012;;;;
336;Amersfoort;1e halfjaar 2005;1650.0;270.0;310.0;1610.0
337;Amersfoort;2e halfjaar 2005;1850.0;290.0;520.0;1620.0
338;Amersfoort;1e halfjaar 2006;1750.0;310.0;380.0;1680.0
339;Amersfoort;2e halfjaar 2006;1850.0;230.0;380.0;1700.0
340;Amersfoort;1e halfjaar 2007;1840.0;320.0;320.0;1840.0
341;Amersfoort;2e halfjaar 2007;2010.0;340.0;360.0;1990.0
342;Amersfoort;1e halfjaar 2008;2100.0;210.0;260.0;2040.0
343;Amersfoort;2e halfjaar 2008;2120.0;300.0;380.0;2040.0
344;Amersfoort;1e halfjaar 2009;2260.0;290.0;340.0;2220.0
345;Amersfoort;2e halfjaar 2009;2320.0;350.0;340.0;2330.0
346;Amersfoort;1e halfjaar 2010;2490.0;390.0;430.0;2450.0
347;Amersfoort;2e halfjaar 2010;2710.0;430.0;490.0;2660.0
348;Amersfoort;1e halfjaar 2011;2830.0;350.0;670.0;2500.0
349;Amersfoort;2e halfjaar 2011;2110.0;270.0;770.0;1610.0
350;Amersfoort;1e halfjaar 2012;1710.0;370.0;570.0;1510.0
351;Amersfoort;2e halfjaar 2012;1510.0;630.0;600.0;1540.0
352;Ammerzoden;1e halfjaar 2005;;;;
353;Ammerzoden;2e halfjaar 2005;;;;
354;Ammerzoden;1e halfjaar 2006;;;;
355;Ammerzoden;2e halfjaar 2006;;;;
356;Ammerzoden;1e halfjaar 2007;;;;
357;Ammerzoden;2e halfjaar 2007;;;;
358;Ammerzoden;1e halfjaar 2008;;;;
359;Ammerzoden;2e halfjaar 2008;;;;
360;Ammerzoden;1e halfjaar 2009;;;;
361;Ammerzoden;2e halfjaar 2009;;;;
362;Ammerzoden;1e halfjaar 2010;;;;
363;Ammerzoden;2e halfjaar 2010;;;;
364;Ammerzoden;1e halfjaar 2011;;;;
365;Ammerzoden;2e halfjaar 2011;;;;
366;Ammerzoden;1e halfjaar 2012;;;;
367;Ammerzoden;2e halfjaar 2012;;;;
368;Amstelveen;1e halfjaar 2005;440.0;60.0;50.0;450.0
369;Amstelveen;2e halfjaar 2005;490.0;90.0;80.0;510.0
370;Amstelveen;1e halfjaar 2006;510.0;80.0;50.0;540.0
371;Amstelveen;2e halfjaar 2006;540.0;60.0;50.0;560.0
372;Amstelveen;1e halfjaar 2007;550.0;50.0;20.0;580.0
373;Amstelveen;2e halfjaar 2007;580.0;40.0;30.0;590.0
374;Amstelveen;1e halfjaar 2008;580.0;20.0;20.0;580.0
375;Amstelveen;2e halfjaar 2008;590.0;80.0;30.0;630.0
376;Amstelveen;1e halfjaar 2009;600.0;70.0;20.0;640.0
377;Amstelveen;2e halfjaar 2009;640.0;70.0;30.0;690.0
378;Amstelveen;1e halfjaar 2010;400.0;180.0;40.0;540.0
379;Amstelveen;2e halfjaar 2010;530.0;150.0;100.0;580.0
380;Amstelveen;1e halfjaar 2011;570.0;100.0;90.0;580.0
381;Amstelveen;2e halfjaar 2011;570.0;130.0;110.0;590.0
382;Amstelveen;1e halfjaar 2012;550.0;110.0;110.0;550.0
383;Amstelveen;2e halfjaar 2012;550.0;150.0;130.0;570.0
384;Amsterdam;1e halfjaar 2005;21810.0;5050.0;6070.0;20790.0
385;Amsterdam;2e halfjaar 2005;21290.0;6370.0;7950.0;19710.0
386;Amsterdam;1e halfjaar 2006;20880.0;4230.0;8070.0;17040.0
387;Amsterdam;2e halfjaar 2006;19540.0;5150.0;7670.0;17020.0
388;Amsterdam;1e halfjaar 2007;19420.0;3450.0;7120.0;15750.0
389;Amsterdam;2e halfjaar 2007;20760.0;7340.0;7070.0;21020.0
390;Amsterdam;1e halfjaar 2008;22160.0;5700.0;7220.0;20640.0
391;Amsterdam;2e halfjaar 2008;22420.0;5090.0;7590.0;19930.0
392;Amsterdam;1e halfjaar 2009;20710.0;3960.0;5190.0;19480.0
393;Amsterdam;2e halfjaar 2009;23550.0;7040.0;8680.0;21910.0
394;Amsterdam;1e halfjaar 2010;26110.0;9700.0;6690.0;29130.0
395;Amsterdam;2e halfjaar 2010;29410.0;8540.0;9290.0;28660.0
396;Amsterdam;1e halfjaar 2011;29520.0;6070.0;9290.0;26300.0
397;Amsterdam;2e halfjaar 2011;29040.0;4360.0;7460.0;25950.0
398;Amsterdam;1e halfjaar 2012;25460.0;4090.0;5870.0;23670.0
399;Amsterdam;2e halfjaar 2012;24310.0;4570.0;5760.0;23120.0
400;Andijk;1e halfjaar 2005;20.0;10.0;10.0;20.0
401;Andijk;2e halfjaar 2005;20.0;0.0;10.0;10.0
402;Andijk;1e halfjaar 2006;10.0;10.0;0.0;10.0
403;Andijk;2e halfjaar 2006;10.0;10.0;10.0;10.0
404;Andijk;1e halfjaar 2007;10.0;0.0;0.0;10.0
405;Andijk;2e halfjaar 2007;10.0;0.0;0.0;10.0
406;Andijk;1e halfjaar 2008;10.0;10.0;0.0;10.0
407;Andijk;2e halfjaar 2008;10.0;10.0;0.0;10.0
408;Andijk;1e halfjaar 2009;10.0;10.0;0.0;20.0
409;Andijk;2e halfjaar 2009;10.0;0.0;0.0;10.0
410;Andijk;1e halfjaar 2010;10.0;10.0;0.0;10.0
