ID;Onderwijssoort;LevensbeschouwelijkeGrondslag;Schoolgrootte;Perioden;Onderwijsinstellingen_1;LeerlingenStudenten_2
8602;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2017/'18;27;3941
8603;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2018/'19;24;3584
8604;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2019/'20;24;3510
8605;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2020/'21;23;3415
8606;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2021/'22;19;2712
8607;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2022/'23;20;2843
8608;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2023/'24;20;2847
8609;Speciale scholen;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2024/'25;1;108
8610;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1990/'91;1;235
8611;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1991/'92;1;233
8612;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1992/'93;1;223
8613;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1993/'94;2;424
8614;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1994/'95;2;431
8615;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1995/'96;4;903
8616;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1996/'97;4;967
8617;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1997/'98;4;962
8618;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1998/'99;4;935
8619;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1999/'00;5;1217
8620;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2000/'01;6;1512
8621;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2001/'02;8;1952
8622;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2002/'03;7;1869
8623;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2003/'04;8;2065
8624;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2004/'05;11;2682
8625;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2005/'06;11;2837
8626;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2006/'07;12;3259
8627;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2007/'08;15;4121
8628;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2008/'09;15;4163
8629;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2009/'10;14;3890
8630;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2010/'11;16;3975
8631;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2011/'12;15;3972
8632;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2012/'13;16;3861
8633;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2013/'14;12;2974
8634;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2014/'15;13;3198
8635;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2015/'16;10;2643
8636;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2016/'17;10;2544
8637;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2017/'18;9;2586
8638;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2018/'19;11;3114
8639;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2019/'20;13;3626
8640;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2020/'21;14;3894
8641;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2021/'22;18;4827
8642;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2022/'23;18;4914
8643;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2023/'24;18;4840
8644;Speciale scholen;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2024/'25;3;736
8645;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1990/'91;0;0
8646;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1991/'92;0;0
8647;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1992/'93;0;0
8648;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1993/'94;0;0
8649;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1994/'95;0;0
8650;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1995/'96;0;0
8651;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1996/'97;0;0
8652;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1997/'98;0;0
8653;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1998/'99;0;0
8654;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1999/'00;0;0
8655;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2000/'01;0;0
8656;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2001/'02;0;0
8657;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2002/'03;0;0
8658;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2003/'04;0;0
8659;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2004/'05;0;0
8660;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2005/'06;0;0
8661;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2006/'07;0;0
8662;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2007/'08;0;0
8663;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2008/'09;0;0
8664;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2009/'10;0;0
8665;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2010/'11;1;543
8666;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2011/'12;0;0
8667;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2012/'13;1;511
8668;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2013/'14;1;517
8669;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2014/'15;1;512
8670;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2015/'16;0;0
8671;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2016/'17;0;0
8672;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2017/'18;0;0
8673;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2018/'19;0;0
8674;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2019/'20;0;0
8675;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2020/'21;0;0
8676;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2021/'22;0;0
8677;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2022/'23;0;0
8678;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2023/'24;1;512
8679;Speciale scholen;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2024/'25;0;0
8680;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1990/'91;0;0
8681;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1991/'92;0;0
8682;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1992/'93;0;0
8683;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1993/'94;0;0
8684;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1994/'95;0;0
8685;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1995/'96;0;0
8686;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1996/'97;0;0
8687;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1997/'98;0;0
8688;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1998/'99;0;0
8689;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1999/'00;0;0
8690;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2000/'01;0;0
8691;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2001/'02;0;0
8692;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2002/'03;0;0
8693;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2003/'04;0;0
8694;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2004/'05;0;0
8695;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2005/'06;0;0
8696;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2006/'07;0;0
8697;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2007/'08;0;0
8698;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2008/'09;0;0
8699;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2009/'10;0;0
8700;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2010/'11;0;0
8701;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2011/'12;0;0
8702;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2012/'13;0;0
8703;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2013/'14;0;0
8704;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2014/'15;0;0
8705;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2015/'16;0;0
8706;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2016/'17;0;0
8707;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2017/'18;0;0
8708;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2018/'19;0;0
8709;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2019/'20;0;0
8710;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2020/'21;0;0
8711;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2021/'22;0;0
8712;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2022/'23;0;0
8713;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2023/'24;0;0
8714;Speciale scholen;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2024/'25;0;0
8715;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1990/'91;0;0
8716;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1991/'92;0;0
8717;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1992/'93;0;0
8718;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1993/'94;0;0
8719;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1994/'95;0;0
8720;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1995/'96;0;0
8721;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1996/'97;0;0
8722;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1997/'98;0;0
8723;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1998/'99;0;0
8724;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1999/'00;0;0
8725;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2000/'01;0;0
8726;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2001/'02;0;0
8727;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2002/'03;0;0
8728;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2003/'04;0;0
8729;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2004/'05;0;0
8730;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2005/'06;0;0
8731;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2006/'07;0;0
8732;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2007/'08;0;0
8733;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2008/'09;0;0
8734;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2009/'10;0;0
8735;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2010/'11;0;0
8736;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2011/'12;0;0
8737;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2012/'13;0;0
8738;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2013/'14;0;0
8739;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2014/'15;0;0
8740;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2015/'16;0;0
8741;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2016/'17;0;0
8742;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2017/'18;0;0
8743;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2018/'19;0;0
8744;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2019/'20;0;0
8745;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2020/'21;0;0
8746;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2021/'22;0;0
8747;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2022/'23;0;0
8748;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2023/'24;0;0
8749;Speciale scholen;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2024/'25;0;0
8750;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1990/'91;0;0
8751;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1991/'92;0;0
8752;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1992/'93;0;0
8753;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1993/'94;0;0
8754;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1994/'95;0;0
8755;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1995/'96;0;0
8756;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1996/'97;0;0
8757;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1997/'98;0;0
8758;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1998/'99;0;0
8759;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1999/'00;0;0
8760;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2000/'01;0;0
8761;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2001/'02;0;0
8762;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2002/'03;0;0
8763;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2003/'04;0;0
8764;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2004/'05;0;0
8765;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2005/'06;0;0
8766;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2006/'07;0;0
8767;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2007/'08;0;0
8768;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2008/'09;0;0
8769;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2009/'10;0;0
8770;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2010/'11;0;0
8771;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2011/'12;0;0
8772;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2012/'13;0;0
8773;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2013/'14;0;0
8774;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2014/'15;0;0
8775;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2015/'16;0;0
8776;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2016/'17;0;0
8777;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2017/'18;0;0
8778;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2018/'19;0;0
8779;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2019/'20;0;0
8780;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2020/'21;0;0
8781;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2021/'22;0;0
8782;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2022/'23;0;0
8783;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2023/'24;0;0
8784;Speciale scholen;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2024/'25;0;0
8785;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1990/'91;0;0
8786;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1991/'92;0;0
8787;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1992/'93;0;0
8788;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1993/'94;0;0
8789;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1994/'95;0;0
8790;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1995/'96;0;0
8791;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1996/'97;0;0
8792;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1997/'98;0;0
8793;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1998/'99;0;0
8794;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1999/'00;0;0
8795;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2000/'01;0;0
8796;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2001/'02;0;0
8797;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2002/'03;0;0
8798;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2003/'04;0;0
8799;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2004/'05;0;0
8800;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2005/'06;0;0
8801;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2006/'07;0;0
8802;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2007/'08;0;0
8803;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2008/'09;0;0
8804;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2009/'10;0;0
8805;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2010/'11;0;0
8806;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2011/'12;0;0
8807;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2012/'13;0;0
8808;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2013/'14;0;0
8809;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2014/'15;0;0
8810;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2015/'16;0;0
8811;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2016/'17;0;0
8812;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2017/'18;0;0
8813;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2018/'19;0;0
8814;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2019/'20;0;0
8815;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2020/'21;0;0
8816;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2021/'22;0;0
8817;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2022/'23;0;0
8818;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2023/'24;0;0
8819;Speciale scholen;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2024/'25;0;0
8820;Speciale scholen;Rooms-katholieke scholen;Totaal;1990/'91;101;9020
8821;Speciale scholen;Rooms-katholieke scholen;Totaal;1991/'92;101;9159
8822;Speciale scholen;Rooms-katholieke scholen;Totaal;1992/'93;98;9252
8823;Speciale scholen;Rooms-katholieke scholen;Totaal;1993/'94;97;9645
8824;Speciale scholen;Rooms-katholieke scholen;Totaal;1994/'95;96;10210
8825;Speciale scholen;Rooms-katholieke scholen;Totaal;1995/'96;95;10680
8826;Speciale scholen;Rooms-katholieke scholen;Totaal;1996/'97;95;11152
8827;Speciale scholen;Rooms-katholieke scholen;Totaal;1997/'98;95;11650
8828;Speciale scholen;Rooms-katholieke scholen;Totaal;1998/'99;89;11335
8829;Speciale scholen;Rooms-katholieke scholen;Totaal;1999/'00;89;11936
8830;Speciale scholen;Rooms-katholieke scholen;Totaal;2000/'01;88;12370
8831;Speciale scholen;Rooms-katholieke scholen;Totaal;2001/'02;89;13095
8832;Speciale scholen;Rooms-katholieke scholen;Totaal;2002/'03;88;13796
8833;Speciale scholen;Rooms-katholieke scholen;Totaal;2003/'04;86;13989
8834;Speciale scholen;Rooms-katholieke scholen;Totaal;2004/'05;86;14361
8835;Speciale scholen;Rooms-katholieke scholen;Totaal;2005/'06;85;15393
8836;Speciale scholen;Rooms-katholieke scholen;Totaal;2006/'07;85;16164
8837;Speciale scholen;Rooms-katholieke scholen;Totaal;2007/'08;85;17035
8838;Speciale scholen;Rooms-katholieke scholen;Totaal;2008/'09;85;17508
8839;Speciale scholen;Rooms-katholieke scholen;Totaal;2009/'10;85;17628
8840;Speciale scholen;Rooms-katholieke scholen;Totaal;2010/'11;85;18124
8841;Speciale scholen;Rooms-katholieke scholen;Totaal;2011/'12;83;17848
8842;Speciale scholen;Rooms-katholieke scholen;Totaal;2012/'13;81;17612
8843;Speciale scholen;Rooms-katholieke scholen;Totaal;2013/'14;79;17548
8844;Speciale scholen;Rooms-katholieke scholen;Totaal;2014/'15;77;17482
8845;Speciale scholen;Rooms-katholieke scholen;Totaal;2015/'16;65;18861
8846;Speciale scholen;Rooms-katholieke scholen;Totaal;2016/'17;65;18304
8847;Speciale scholen;Rooms-katholieke scholen;Totaal;2017/'18;63;17152
8848;Speciale scholen;Rooms-katholieke scholen;Totaal;2018/'19;63;17215
8849;Speciale scholen;Rooms-katholieke scholen;Totaal;2019/'20;63;17467
8850;Speciale scholen;Rooms-katholieke scholen;Totaal;2020/'21;63;17520
8851;Speciale scholen;Rooms-katholieke scholen;Totaal;2021/'22;63;17688
8852;Speciale scholen;Rooms-katholieke scholen;Totaal;2022/'23;60;17194
8853;Speciale scholen;Rooms-katholieke scholen;Totaal;2023/'24;60;17208
8854;Speciale scholen;Rooms-katholieke scholen;Totaal;2024/'25;60;17605
8855;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1990/'91;68;4030
8856;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1991/'92;66;3862
8857;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1992/'93;61;3621
8858;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1993/'94;60;3834
8859;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1994/'95;56;3805
8860;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1995/'96;55;3876
8861;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1996/'97;51;3624
8862;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1997/'98;45;3129
8863;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1998/'99;39;2747
8864;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1999/'00;36;2558
8865;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2000/'01;34;2527
8866;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2001/'02;33;2437
8867;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2002/'03;29;2125
8868;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2003/'04;25;1818
8869;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2004/'05;23;1720
8870;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2005/'06;23;1704
8871;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2006/'07;21;1548
8872;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2007/'08;18;1345
8873;Speciale scholen;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2008/'09;17;1229
