ID;Baankenmerken;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
6337;Totaal ;Achterhoek (CR);Oost-Nederland (LD);2022 december;186.3;14.3
6338;Totaal ;Achterhoek (CR);Oost-Nederland (LD);2023 december;185.8;14.2
6339;Totaal ;Achterhoek (CR);West-Nederland (LD);2021 december;8.1;113.4
6340;Totaal ;Achterhoek (CR);West-Nederland (LD);2022 december;8.9;114.0
6341;Totaal ;Achterhoek (CR);West-Nederland (LD);2023 december;9.4;112.7
6342;Totaal ;Achterhoek (CR);Zuid-Nederland (LD);2021 december;2.6;115.8
6343;Totaal ;Achterhoek (CR);Zuid-Nederland (LD);2022 december;2.5;115.6
6344;Totaal ;Achterhoek (CR);Zuid-Nederland (LD);2023 december;2.6;114.5
6345;Totaal ;Achterhoek (CR);Niet in te delen (LD);2021 december;0.2;
6346;Totaal ;Achterhoek (CR);Niet in te delen (LD);2022 december;0.2;
6347;Totaal ;Achterhoek (CR);Niet in te delen (LD);2023 december;0.2;
6348;Totaal ;Achterhoek (CR);Groningen (PV);2021 december;0.2;144.7
6349;Totaal ;Achterhoek (CR);Groningen (PV);2022 december;0.2;144.0
6350;Totaal ;Achterhoek (CR);Groningen (PV);2023 december;0.2;144.4
6351;Totaal ;Achterhoek (CR);Fryslân (PV);2021 december;0.2;142.8
6352;Totaal ;Achterhoek (CR);Fryslân (PV);2022 december;0.2;143.6
6353;Totaal ;Achterhoek (CR);Fryslân (PV);2023 december;0.3;143.5
6354;Totaal ;Achterhoek (CR);Drenthe (PV);2021 december;0.6;97.8
6355;Totaal ;Achterhoek (CR);Drenthe (PV);2022 december;0.6;95.9
6356;Totaal ;Achterhoek (CR);Drenthe (PV);2023 december;0.7;99.8
6357;Totaal ;Achterhoek (CR);Overijssel (PV);2021 december;16.2;31.0
6358;Totaal ;Achterhoek (CR);Overijssel (PV);2022 december;16.8;30.6
6359;Totaal ;Achterhoek (CR);Overijssel (PV);2023 december;16.4;30.9
6360;Totaal ;Achterhoek (CR);Flevoland (PV);2021 december;0.3;91.7
6361;Totaal ;Achterhoek (CR);Flevoland (PV);2022 december;0.4;91.6
6362;Totaal ;Achterhoek (CR);Flevoland (PV);2023 december;0.4;93.6
6363;Totaal ;Achterhoek (CR);Gelderland (PV);2021 december;165.6;12.5
6364;Totaal ;Achterhoek (CR);Gelderland (PV);2022 december;169.2;12.5
6365;Totaal ;Achterhoek (CR);Gelderland (PV);2023 december;168.9;12.3
6366;Totaal ;Achterhoek (CR);Utrecht (PV);2021 december;3.6;86.7
6367;Totaal ;Achterhoek (CR);Utrecht (PV);2022 december;3.9;87.8
6368;Totaal ;Achterhoek (CR);Utrecht (PV);2023 december;4.3;88.0
6369;Totaal ;Achterhoek (CR);Noord-Holland (PV);2021 december;2.5;125.5
6370;Totaal ;Achterhoek (CR);Noord-Holland (PV);2022 december;2.7;125.9
6371;Totaal ;Achterhoek (CR);Noord-Holland (PV);2023 december;2.7;125.6
6372;Totaal ;Achterhoek (CR);Zuid-Holland (PV);2021 december;2.1;142.2
6373;Totaal ;Achterhoek (CR);Zuid-Holland (PV);2022 december;2.3;140.7
6374;Totaal ;Achterhoek (CR);Zuid-Holland (PV);2023 december;2.3;141.0
6375;Totaal ;Achterhoek (CR);Zeeland (PV);2021 december;0.0;220.7
6376;Totaal ;Achterhoek (CR);Zeeland (PV);2022 december;0.0;214.1
6377;Totaal ;Achterhoek (CR);Zeeland (PV);2023 december;0.0;225.9
6378;Totaal ;Achterhoek (CR);Noord-Brabant (PV);2021 december;2.1;111.2
6379;Totaal ;Achterhoek (CR);Noord-Brabant (PV);2022 december;2.1;111.2
6380;Totaal ;Achterhoek (CR);Noord-Brabant (PV);2023 december;2.1;110.2
6381;Totaal ;Achterhoek (CR);Limburg (PV);2021 december;0.5;136.8
6382;Totaal ;Achterhoek (CR);Limburg (PV);2022 december;0.4;139.7
6383;Totaal ;Achterhoek (CR);Limburg (PV);2023 december;0.5;134.5
6384;Totaal ;Achterhoek (CR);Niet in te delen (PV);2021 december;0.2;
6385;Totaal ;Achterhoek (CR);Niet in te delen (PV);2022 december;0.2;
6386;Totaal ;Achterhoek (CR);Niet in te delen (PV);2023 december;0.2;
6387;Totaal ;Achterhoek (CR);Oost-Groningen (CR);2021 december;0.0;136.2
6388;Totaal ;Achterhoek (CR);Oost-Groningen (CR);2022 december;0.0;135.2
6389;Totaal ;Achterhoek (CR);Oost-Groningen (CR);2023 december;0.0;141.1
6390;Totaal ;Achterhoek (CR);Delfzijl en omgeving (CR);2021 december;0.0;172.0
6391;Totaal ;Achterhoek (CR);Delfzijl en omgeving (CR);2022 december;0.0;175.3
6392;Totaal ;Achterhoek (CR);Delfzijl en omgeving (CR);2023 december;0.0;172.9
6393;Totaal ;Achterhoek (CR);Overig Groningen (CR);2021 december;0.1;144.8
6394;Totaal ;Achterhoek (CR);Overig Groningen (CR);2022 december;0.2;143.8
6395;Totaal ;Achterhoek (CR);Overig Groningen (CR);2023 december;0.2;143.7
6396;Totaal ;Achterhoek (CR);Noord-Friesland (CR);2021 december;0.1;154.3
6397;Totaal ;Achterhoek (CR);Noord-Friesland (CR);2022 december;0.1;157.0
6398;Totaal ;Achterhoek (CR);Noord-Friesland (CR);2023 december;0.1;158.0
6399;Totaal ;Achterhoek (CR);Zuidwest-Friesland (CR);2021 december;0.0;138.1
6400;Totaal ;Achterhoek (CR);Zuidwest-Friesland (CR);2022 december;0.1;136.1
6401;Totaal ;Achterhoek (CR);Zuidwest-Friesland (CR);2023 december;0.0;129.7
6402;Totaal ;Achterhoek (CR);Zuidoost-Friesland (CR);2021 december;0.1;130.9
6403;Totaal ;Achterhoek (CR);Zuidoost-Friesland (CR);2022 december;0.1;131.3
6404;Totaal ;Achterhoek (CR);Zuidoost-Friesland (CR);2023 december;0.1;133.4
6405;Totaal ;Achterhoek (CR);Noord-Drenthe (CR);2021 december;0.1;119.0
6406;Totaal ;Achterhoek (CR);Noord-Drenthe (CR);2022 december;0.1;123.1
6407;Totaal ;Achterhoek (CR);Noord-Drenthe (CR);2023 december;0.1;122.0
6408;Totaal ;Achterhoek (CR);Zuidoost-Drenthe (CR);2021 december;0.2;112.3
6409;Totaal ;Achterhoek (CR);Zuidoost-Drenthe (CR);2022 december;0.2;102.2
6410;Totaal ;Achterhoek (CR);Zuidoost-Drenthe (CR);2023 december;0.3;116.6
6411;Totaal ;Achterhoek (CR);Zuidwest-Drenthe (CR);2021 december;0.3;82.8
6412;Totaal ;Achterhoek (CR);Zuidwest-Drenthe (CR);2022 december;0.3;84.1
6413;Totaal ;Achterhoek (CR);Zuidwest-Drenthe (CR);2023 december;0.4;83.1
6414;Totaal ;Achterhoek (CR);Noord-Overijssel (CR);2021 december;1.4;58.8
6415;Totaal ;Achterhoek (CR);Noord-Overijssel (CR);2022 december;1.3;58.0
6416;Totaal ;Achterhoek (CR);Noord-Overijssel (CR);2023 december;1.3;59.4
6417;Totaal ;Achterhoek (CR);Zuidwest-Overijssel (CR);2021 december;5.2;22.1
6418;Totaal ;Achterhoek (CR);Zuidwest-Overijssel (CR);2022 december;5.4;22.1
6419;Totaal ;Achterhoek (CR);Zuidwest-Overijssel (CR);2023 december;5.4;22.0
6420;Totaal ;Achterhoek (CR);Twente (CR);2021 december;9.6;31.7
6421;Totaal ;Achterhoek (CR);Twente (CR);2022 december;10.1;31.7
6422;Totaal ;Achterhoek (CR);Twente (CR);2023 december;9.8;32.0
6423;Totaal ;Achterhoek (CR);Veluwe (CR);2021 december;11.2;32.5
6424;Totaal ;Achterhoek (CR);Veluwe (CR);2022 december;11.8;32.1
6425;Totaal ;Achterhoek (CR);Veluwe (CR);2023 december;11.7;32.5
6426;Totaal ;Achterhoek (CR);Achterhoek (CR);2021 december;134.4;8.4
6427;Totaal ;Achterhoek (CR);Achterhoek (CR);2022 december;137.4;8.3
6428;Totaal ;Achterhoek (CR);Achterhoek (CR);2023 december;137.1;8.1
6429;Totaal ;Achterhoek (CR);Arnhem/Nijmegen (CR);2021 december;19.5;27.8
6430;Totaal ;Achterhoek (CR);Arnhem/Nijmegen (CR);2022 december;19.5;29.1
6431;Totaal ;Achterhoek (CR);Arnhem/Nijmegen (CR);2023 december;19.6;27.9
6432;Totaal ;Achterhoek (CR);Zuidwest-Gelderland (CR);2021 december;0.5;80.3
6433;Totaal ;Achterhoek (CR);Zuidwest-Gelderland (CR);2022 december;0.4;79.4
6434;Totaal ;Achterhoek (CR);Zuidwest-Gelderland (CR);2023 december;0.4;79.7
6435;Totaal ;Achterhoek (CR);Utrecht (CR);2021 december;3.6;86.7
6436;Totaal ;Achterhoek (CR);Utrecht (CR);2022 december;3.9;87.8
6437;Totaal ;Achterhoek (CR);Utrecht (CR);2023 december;4.3;88.0
6438;Totaal ;Achterhoek (CR);Kop van Noord-Holland (CR);2021 december;0.1;160.1
6439;Totaal ;Achterhoek (CR);Kop van Noord-Holland (CR);2022 december;0.1;160.8
6440;Totaal ;Achterhoek (CR);Kop van Noord-Holland (CR);2023 december;0.1;159.9
6441;Totaal ;Achterhoek (CR);Alkmaar en omgeving (CR);2021 december;0.1;159.3
6442;Totaal ;Achterhoek (CR);Alkmaar en omgeving (CR);2022 december;0.1;156.3
6443;Totaal ;Achterhoek (CR);Alkmaar en omgeving (CR);2023 december;0.1;154.7
6444;Totaal ;Achterhoek (CR);IJmond (CR);2021 december;0.1;144.9
6445;Totaal ;Achterhoek (CR);IJmond (CR);2022 december;0.1;145.2
6446;Totaal ;Achterhoek (CR);IJmond (CR);2023 december;0.1;143.9
6447;Totaal ;Achterhoek (CR);Agglomeratie Haarlem (CR);2021 december;0.1;142.3
6448;Totaal ;Achterhoek (CR);Agglomeratie Haarlem (CR);2022 december;0.1;139.5
6449;Totaal ;Achterhoek (CR);Agglomeratie Haarlem (CR);2023 december;0.1;140.0
6450;Totaal ;Achterhoek (CR);Zaanstreek (CR);2021 december;0.1;135.0
6451;Totaal ;Achterhoek (CR);Zaanstreek (CR);2022 december;0.1;135.9
6452;Totaal ;Achterhoek (CR);Zaanstreek (CR);2023 december;0.1;137.5
6453;Totaal ;Achterhoek (CR);Groot-Amsterdam (CR);2021 december;1.8;124.9
6454;Totaal ;Achterhoek (CR);Groot-Amsterdam (CR);2022 december;2.0;126.0
6455;Totaal ;Achterhoek (CR);Groot-Amsterdam (CR);2023 december;2.1;125.0
6456;Totaal ;Achterhoek (CR);Het Gooi en Vechtstreek (CR);2021 december;0.3;94.3
6457;Totaal ;Achterhoek (CR);Het Gooi en Vechtstreek (CR);2022 december;0.3;93.7
6458;Totaal ;Achterhoek (CR);Het Gooi en Vechtstreek (CR);2023 december;0.2;93.2
6459;Totaal ;Achterhoek (CR);Agglomeratie Leiden en Bollenstreek (CR);2021 december;0.2;143.6
6460;Totaal ;Achterhoek (CR);Agglomeratie Leiden en Bollenstreek (CR);2022 december;0.2;142.6
6461;Totaal ;Achterhoek (CR);Agglomeratie Leiden en Bollenstreek (CR);2023 december;0.2;140.9
6462;Totaal ;Achterhoek (CR);Agglomeratie 's-Gravenhage (CR);2021 december;0.5;148.3
6463;Totaal ;Achterhoek (CR);Agglomeratie 's-Gravenhage (CR);2022 december;0.5;148.9
6464;Totaal ;Achterhoek (CR);Agglomeratie 's-Gravenhage (CR);2023 december;0.6;147.9
6465;Totaal ;Achterhoek (CR);Delft en Westland (CR);2021 december;0.1;157.4
6466;Totaal ;Achterhoek (CR);Delft en Westland (CR);2022 december;0.1;156.7
6467;Totaal ;Achterhoek (CR);Delft en Westland (CR);2023 december;0.1;155.1
6468;Totaal ;Achterhoek (CR);Oost-Zuid-Holland (CR);2021 december;0.2;131.5
6469;Totaal ;Achterhoek (CR);Oost-Zuid-Holland (CR);2022 december;0.2;131.5
6470;Totaal ;Achterhoek (CR);Oost-Zuid-Holland (CR);2023 december;0.2;131.8
6471;Totaal ;Achterhoek (CR);Groot-Rijnmond (CR);2021 december;0.8;145.1
6472;Totaal ;Achterhoek (CR);Groot-Rijnmond (CR);2022 december;0.9;146.6
6473;Totaal ;Achterhoek (CR);Groot-Rijnmond (CR);2023 december;0.8;147.6
6474;Totaal ;Achterhoek (CR);Zuidoost-Zuid-Holland (CR);2021 december;0.3;125.7
6475;Totaal ;Achterhoek (CR);Zuidoost-Zuid-Holland (CR);2022 december;0.5;122.2
6476;Totaal ;Achterhoek (CR);Zuidoost-Zuid-Holland (CR);2023 december;0.5;123.0
6477;Totaal ;Achterhoek (CR);Zeeuwsch-Vlaanderen (CR);2021 december;0.0;243.9
6478;Totaal ;Achterhoek (CR);Zeeuwsch-Vlaanderen (CR);2022 december;0.0;249.0
6479;Totaal ;Achterhoek (CR);Zeeuwsch-Vlaanderen (CR);2023 december;0.0;255.8
6480;Totaal ;Achterhoek (CR);Overig Zeeland (CR);2021 december;0.0;213.5
6481;Totaal ;Achterhoek (CR);Overig Zeeland (CR);2022 december;0.0;208.7
6482;Totaal ;Achterhoek (CR);Overig Zeeland (CR);2023 december;0.0;211.0
6483;Totaal ;Achterhoek (CR);West-Noord-Brabant (CR);2021 december;0.3;148.3
6484;Totaal ;Achterhoek (CR);West-Noord-Brabant (CR);2022 december;0.3;149.9
6485;Totaal ;Achterhoek (CR);West-Noord-Brabant (CR);2023 december;0.3;149.6
6486;Totaal ;Achterhoek (CR);Midden-Noord-Brabant (CR);2021 december;0.5;123.3
6487;Totaal ;Achterhoek (CR);Midden-Noord-Brabant (CR);2022 december;0.5;122.2
6488;Totaal ;Achterhoek (CR);Midden-Noord-Brabant (CR);2023 december;0.4;121.9
6489;Totaal ;Achterhoek (CR);Noordoost-Noord-Brabant (CR);2021 december;0.8;87.5
6490;Totaal ;Achterhoek (CR);Noordoost-Noord-Brabant (CR);2022 december;0.8;88.4
6491;Totaal ;Achterhoek (CR);Noordoost-Noord-Brabant (CR);2023 december;0.9;88.7
6492;Totaal ;Achterhoek (CR);Zuidoost-Noord-Brabant (CR);2021 december;0.5;110.4
6493;Totaal ;Achterhoek (CR);Zuidoost-Noord-Brabant (CR);2022 december;0.5;112.8
6494;Totaal ;Achterhoek (CR);Zuidoost-Noord-Brabant (CR);2023 december;0.5;114.5
6495;Totaal ;Achterhoek (CR);Noord-Limburg (CR);2021 december;0.2;96.1
6496;Totaal ;Achterhoek (CR);Noord-Limburg (CR);2022 december;0.1;94.0
6497;Totaal ;Achterhoek (CR);Noord-Limburg (CR);2023 december;0.2;91.5
6498;Totaal ;Achterhoek (CR);Midden-Limburg (CR);2021 december;0.1;137.4
6499;Totaal ;Achterhoek (CR);Midden-Limburg (CR);2022 december;0.1;135.5
6500;Totaal ;Achterhoek (CR);Midden-Limburg (CR);2023 december;0.1;132.7
6501;Totaal ;Achterhoek (CR);Zuid-Limburg (CR);2021 december;0.2;171.8
6502;Totaal ;Achterhoek (CR);Zuid-Limburg (CR);2022 december;0.2;179.1
6503;Totaal ;Achterhoek (CR);Zuid-Limburg (CR);2023 december;0.2;177.1
6504;Totaal ;Achterhoek (CR);Flevoland (CR);2021 december;0.3;91.7
6505;Totaal ;Achterhoek (CR);Flevoland (CR);2022 december;0.4;91.6
6506;Totaal ;Achterhoek (CR);Flevoland (CR);2023 december;0.4;93.6
6507;Totaal ;Achterhoek (CR);Niet in te delen (CR);2021 december;0.2;
6508;Totaal ;Achterhoek (CR);Niet in te delen (CR);2022 december;0.2;
6509;Totaal ;Achterhoek (CR);Niet in te delen (CR);2023 december;0.2;
6510;Totaal ;Arnhem/Nijmegen (CR);Nederland, Buitenland, Niet in te delen;2021 december;363.8;20.7
6511;Totaal ;Arnhem/Nijmegen (CR);Nederland, Buitenland, Niet in te delen;2022 december;372.9;20.6
6512;Totaal ;Arnhem/Nijmegen (CR);Nederland, Buitenland, Niet in te delen;2023 december;377.4;20.8
6513;Totaal ;Arnhem/Nijmegen (CR);Nederland;2021 december;363.5;20.7
6514;Totaal ;Arnhem/Nijmegen (CR);Nederland;2022 december;372.5;20.6
6515;Totaal ;Arnhem/Nijmegen (CR);Nederland;2023 december;377.0;20.8
6516;Totaal ;Arnhem/Nijmegen (CR);"Nederland; niet in te delen";2021 december;0.4;
6517;Totaal ;Arnhem/Nijmegen (CR);"Nederland; niet in te delen";2022 december;0.4;
6518;Totaal ;Arnhem/Nijmegen (CR);"Nederland; niet in te delen";2023 december;0.5;
6519;Totaal ;Arnhem/Nijmegen (CR);Noord-Nederland (LD);2021 december;1.2;145.9
6520;Totaal ;Arnhem/Nijmegen (CR);Noord-Nederland (LD);2022 december;1.2;143.9
6521;Totaal ;Arnhem/Nijmegen (CR);Noord-Nederland (LD);2023 december;1.6;141.5
6522;Totaal ;Arnhem/Nijmegen (CR);Oost-Nederland (LD);2021 december;303.2;11.7
6523;Totaal ;Arnhem/Nijmegen (CR);Oost-Nederland (LD);2022 december;311.2;11.6
6524;Totaal ;Arnhem/Nijmegen (CR);Oost-Nederland (LD);2023 december;312.9;11.5
6525;Totaal ;Arnhem/Nijmegen (CR);West-Nederland (LD);2021 december;31.4;78.3
6526;Totaal ;Arnhem/Nijmegen (CR);West-Nederland (LD);2022 december;33.1;78.4
6527;Totaal ;Arnhem/Nijmegen (CR);West-Nederland (LD);2023 december;34.5;77.6
6528;Totaal ;Arnhem/Nijmegen (CR);Zuid-Nederland (LD);2021 december;27.7;48.2
6529;Totaal ;Arnhem/Nijmegen (CR);Zuid-Nederland (LD);2022 december;27.0;47.1
6530;Totaal ;Arnhem/Nijmegen (CR);Zuid-Nederland (LD);2023 december;28.0;46.8
6531;Totaal ;Arnhem/Nijmegen (CR);Niet in te delen (LD);2021 december;0.4;
6532;Totaal ;Arnhem/Nijmegen (CR);Niet in te delen (LD);2022 december;0.4;
6533;Totaal ;Arnhem/Nijmegen (CR);Niet in te delen (LD);2023 december;0.5;
6534;Totaal ;Arnhem/Nijmegen (CR);Groningen (PV);2021 december;0.4;173.4
6535;Totaal ;Arnhem/Nijmegen (CR);Groningen (PV);2022 december;0.3;172.4
6536;Totaal ;Arnhem/Nijmegen (CR);Groningen (PV);2023 december;0.4;172.8
6537;Totaal ;Arnhem/Nijmegen (CR);Fryslân (PV);2021 december;0.3;151.9
6538;Totaal ;Arnhem/Nijmegen (CR);Fryslân (PV);2022 december;0.3;155.7
6539;Totaal ;Arnhem/Nijmegen (CR);Fryslân (PV);2023 december;0.5;153.7
6540;Totaal ;Arnhem/Nijmegen (CR);Drenthe (PV);2021 december;0.5;120.5
6541;Totaal ;Arnhem/Nijmegen (CR);Drenthe (PV);2022 december;0.6;121.7
6542;Totaal ;Arnhem/Nijmegen (CR);Drenthe (PV);2023 december;0.7;114.4
6543;Totaal ;Arnhem/Nijmegen (CR);Overijssel (PV);2021 december;4.5;69.2
6544;Totaal ;Arnhem/Nijmegen (CR);Overijssel (PV);2022 december;4.3;68.3
6545;Totaal ;Arnhem/Nijmegen (CR);Overijssel (PV);2023 december;4.6;70.1
6546;Totaal ;Arnhem/Nijmegen (CR);Flevoland (PV);2021 december;0.7;84.0
6547;Totaal ;Arnhem/Nijmegen (CR);Flevoland (PV);2022 december;0.6;83.6
6548;Totaal ;Arnhem/Nijmegen (CR);Flevoland (PV);2023 december;0.8;85.2
6549;Totaal ;Arnhem/Nijmegen (CR);Gelderland (PV);2021 december;298.1;10.7
6550;Totaal ;Arnhem/Nijmegen (CR);Gelderland (PV);2022 december;306.3;10.7
6551;Totaal ;Arnhem/Nijmegen (CR);Gelderland (PV);2023 december;307.5;10.4
6552;Totaal ;Arnhem/Nijmegen (CR);Utrecht (PV);2021 december;17.0;56.0
6553;Totaal ;Arnhem/Nijmegen (CR);Utrecht (PV);2022 december;17.9;56.3
6554;Totaal ;Arnhem/Nijmegen (CR);Utrecht (PV);2023 december;19.1;56.6
6555;Totaal ;Arnhem/Nijmegen (CR);Noord-Holland (PV);2021 december;8.2;100.2
6556;Totaal ;Arnhem/Nijmegen (CR);Noord-Holland (PV);2022 december;8.7;100.2
6557;Totaal ;Arnhem/Nijmegen (CR);Noord-Holland (PV);2023 december;9.0;99.7
6558;Totaal ;Arnhem/Nijmegen (CR);Zuid-Holland (PV);2021 december;6.0;107.9
6559;Totaal ;Arnhem/Nijmegen (CR);Zuid-Holland (PV);2022 december;6.4;106.8
6560;Totaal ;Arnhem/Nijmegen (CR);Zuid-Holland (PV);2023 december;6.2;106.8
6561;Totaal ;Arnhem/Nijmegen (CR);Zeeland (PV);2021 december;0.1;177.7
6562;Totaal ;Arnhem/Nijmegen (CR);Zeeland (PV);2022 december;0.1;180.8
6563;Totaal ;Arnhem/Nijmegen (CR);Zeeland (PV);2023 december;0.2;176.8
6564;Totaal ;Arnhem/Nijmegen (CR);Noord-Brabant (PV);2021 december;22.6;45.3
6565;Totaal ;Arnhem/Nijmegen (CR);Noord-Brabant (PV);2022 december;22.4;45.0
6566;Totaal ;Arnhem/Nijmegen (CR);Noord-Brabant (PV);2023 december;22.9;44.3
6567;Totaal ;Arnhem/Nijmegen (CR);Limburg (PV);2021 december;5.0;61.5
6568;Totaal ;Arnhem/Nijmegen (CR);Limburg (PV);2022 december;4.6;57.4
6569;Totaal ;Arnhem/Nijmegen (CR);Limburg (PV);2023 december;5.1;58.5
6570;Totaal ;Arnhem/Nijmegen (CR);Niet in te delen (PV);2021 december;0.4;
6571;Totaal ;Arnhem/Nijmegen (CR);Niet in te delen (PV);2022 december;0.4;
6572;Totaal ;Arnhem/Nijmegen (CR);Niet in te delen (PV);2023 december;0.5;
6573;Totaal ;Arnhem/Nijmegen (CR);Oost-Groningen (CR);2021 december;0.0;171.4
6574;Totaal ;Arnhem/Nijmegen (CR);Oost-Groningen (CR);2022 december;0.0;164.7
6575;Totaal ;Arnhem/Nijmegen (CR);Oost-Groningen (CR);2023 december;0.0;171.0
6576;Totaal ;Arnhem/Nijmegen (CR);Delfzijl en omgeving (CR);2021 december;0.0;191.6
6577;Totaal ;Arnhem/Nijmegen (CR);Delfzijl en omgeving (CR);2022 december;0.0;192.6
6578;Totaal ;Arnhem/Nijmegen (CR);Delfzijl en omgeving (CR);2023 december;0.0;191.4
6579;Totaal ;Arnhem/Nijmegen (CR);Overig Groningen (CR);2021 december;0.3;172.2
6580;Totaal ;Arnhem/Nijmegen (CR);Overig Groningen (CR);2022 december;0.3;171.9
6581;Totaal ;Arnhem/Nijmegen (CR);Overig Groningen (CR);2023 december;0.4;171.5
6582;Totaal ;Arnhem/Nijmegen (CR);Noord-Friesland (CR);2021 december;0.1;171.7
6583;Totaal ;Arnhem/Nijmegen (CR);Noord-Friesland (CR);2022 december;0.1;174.7
6584;Totaal ;Arnhem/Nijmegen (CR);Noord-Friesland (CR);2023 december;0.1;174.6
6585;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Friesland (CR);2021 december;0.1;144.6
6586;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Friesland (CR);2022 december;0.1;145.3
6587;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Friesland (CR);2023 december;0.1;139.8
6588;Totaal ;Arnhem/Nijmegen (CR);Zuidoost-Friesland (CR);2021 december;0.1;139.8
6589;Totaal ;Arnhem/Nijmegen (CR);Zuidoost-Friesland (CR);2022 december;0.1;142.8
6590;Totaal ;Arnhem/Nijmegen (CR);Zuidoost-Friesland (CR);2023 december;0.2;145.3
6591;Totaal ;Arnhem/Nijmegen (CR);Noord-Drenthe (CR);2021 december;0.1;144.3
6592;Totaal ;Arnhem/Nijmegen (CR);Noord-Drenthe (CR);2022 december;0.1;143.5
6593;Totaal ;Arnhem/Nijmegen (CR);Noord-Drenthe (CR);2023 december;0.1;143.9
6594;Totaal ;Arnhem/Nijmegen (CR);Zuidoost-Drenthe (CR);2021 december;0.1;130.3
6595;Totaal ;Arnhem/Nijmegen (CR);Zuidoost-Drenthe (CR);2022 december;0.1;132.2
6596;Totaal ;Arnhem/Nijmegen (CR);Zuidoost-Drenthe (CR);2023 december;0.1;130.0
6597;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Drenthe (CR);2021 december;0.3;107.3
6598;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Drenthe (CR);2022 december;0.3;106.8
6599;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Drenthe (CR);2023 december;0.5;106.5
6600;Totaal ;Arnhem/Nijmegen (CR);Noord-Overijssel (CR);2021 december;1.2;78.4
6601;Totaal ;Arnhem/Nijmegen (CR);Noord-Overijssel (CR);2022 december;1.1;78.3
6602;Totaal ;Arnhem/Nijmegen (CR);Noord-Overijssel (CR);2023 december;1.2;79.6
6603;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Overijssel (CR);2021 december;1.5;46.6
6604;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Overijssel (CR);2022 december;1.5;46.2
6605;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Overijssel (CR);2023 december;1.5;46.6
6606;Totaal ;Arnhem/Nijmegen (CR);Twente (CR);2021 december;1.7;82.1
6607;Totaal ;Arnhem/Nijmegen (CR);Twente (CR);2022 december;1.6;81.6
6608;Totaal ;Arnhem/Nijmegen (CR);Twente (CR);2023 december;1.9;83.3
6609;Totaal ;Arnhem/Nijmegen (CR);Veluwe (CR);2021 december;21.5;28.9
6610;Totaal ;Arnhem/Nijmegen (CR);Veluwe (CR);2022 december;21.4;28.9
6611;Totaal ;Arnhem/Nijmegen (CR);Veluwe (CR);2023 december;21.7;28.9
6612;Totaal ;Arnhem/Nijmegen (CR);Achterhoek (CR);2021 december;11.8;25.9
6613;Totaal ;Arnhem/Nijmegen (CR);Achterhoek (CR);2022 december;11.8;26.0
6614;Totaal ;Arnhem/Nijmegen (CR);Achterhoek (CR);2023 december;11.8;26.2
6615;Totaal ;Arnhem/Nijmegen (CR);Arnhem/Nijmegen (CR);2021 december;257.0;7.9
6616;Totaal ;Arnhem/Nijmegen (CR);Arnhem/Nijmegen (CR);2022 december;265.2;8.0
6617;Totaal ;Arnhem/Nijmegen (CR);Arnhem/Nijmegen (CR);2023 december;265.9;7.7
6618;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Gelderland (CR);2021 december;7.8;30.2
6619;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Gelderland (CR);2022 december;7.9;29.8
6620;Totaal ;Arnhem/Nijmegen (CR);Zuidwest-Gelderland (CR);2023 december;8.1;30.0
6621;Totaal ;Arnhem/Nijmegen (CR);Utrecht (CR);2021 december;17.0;56.0
6622;Totaal ;Arnhem/Nijmegen (CR);Utrecht (CR);2022 december;17.9;56.3
6623;Totaal ;Arnhem/Nijmegen (CR);Utrecht (CR);2023 december;19.1;56.6
6624;Totaal ;Arnhem/Nijmegen (CR);Kop van Noord-Holland (CR);2021 december;0.2;140.6
6625;Totaal ;Arnhem/Nijmegen (CR);Kop van Noord-Holland (CR);2022 december;0.1;145.0
6626;Totaal ;Arnhem/Nijmegen (CR);Kop van Noord-Holland (CR);2023 december;0.1;146.0
6627;Totaal ;Arnhem/Nijmegen (CR);Alkmaar en omgeving (CR);2021 december;0.2;139.6
6628;Totaal ;Arnhem/Nijmegen (CR);Alkmaar en omgeving (CR);2022 december;0.2;139.2
6629;Totaal ;Arnhem/Nijmegen (CR);Alkmaar en omgeving (CR);2023 december;0.2;139.3
6630;Totaal ;Arnhem/Nijmegen (CR);IJmond (CR);2021 december;0.1;125.3
6631;Totaal ;Arnhem/Nijmegen (CR);IJmond (CR);2022 december;0.2;126.1
6632;Totaal ;Arnhem/Nijmegen (CR);IJmond (CR);2023 december;0.1;126.9
6633;Totaal ;Arnhem/Nijmegen (CR);Agglomeratie Haarlem (CR);2021 december;0.2;118.1
6634;Totaal ;Arnhem/Nijmegen (CR);Agglomeratie Haarlem (CR);2022 december;0.3;118.7
