ID;Baankenmerken;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
34;Totaal ;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2022 december;605.5;17.9
35;Totaal ;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2023 december;606.1;17.6
36;Totaal ;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2021 december;167.6;20.8
37;Totaal ;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2022 december;171.4;20.5
38;Totaal ;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2023 december;172.0;20.7
39;Totaal ;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2021 december;992.6;18.6
40;Totaal ;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2022 december;1022.9;18.5
41;Totaal ;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2023 december;1028.8;18.4
42;Totaal ;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2021 december;778.2;24.6
43;Totaal ;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2022 december;802.0;24.9
44;Totaal ;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2023 december;818.6;25.5
45;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2021 december;1585.7;22.1
46;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2022 december;1637.9;22.2
47;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2023 december;1669.4;22.7
48;Totaal ;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2021 december;1777.8;18.2
49;Totaal ;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2022 december;1826.4;18.4
50;Totaal ;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2023 december;1837.8;18.3
51;Totaal ;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2021 december;161.4;16.9
52;Totaal ;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2022 december;166.5;16.8
53;Totaal ;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2023 december;168.0;17.3
54;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2021 december;1341.1;20.1
55;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2022 december;1378.2;19.3
56;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2023 december;1383.7;19.0
57;Totaal ;Nederland, Buitenland, Niet in te delen;Limburg (PV);2021 december;521.7;17.6
58;Totaal ;Nederland, Buitenland, Niet in te delen;Limburg (PV);2022 december;532.0;16.6
59;Totaal ;Nederland, Buitenland, Niet in te delen;Limburg (PV);2023 december;529.1;17.2
60;Totaal ;Nederland, Buitenland, Niet in te delen;Niet in te delen (PV);2021 december;18.0;
61;Totaal ;Nederland, Buitenland, Niet in te delen;Niet in te delen (PV);2022 december;20.2;
62;Totaal ;Nederland, Buitenland, Niet in te delen;Niet in te delen (PV);2023 december;23.3;
63;Totaal ;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2021 december;47.4;16.5
64;Totaal ;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2022 december;47.8;15.9
65;Totaal ;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2023 december;47.8;16.3
66;Totaal ;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2021 december;16.7;28.1
67;Totaal ;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2022 december;16.4;26.6
68;Totaal ;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2023 december;15.6;25.3
69;Totaal ;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2021 december;211.8;19.0
70;Totaal ;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2022 december;216.9;19.3
71;Totaal ;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2023 december;217.5;18.9
72;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2021 december;137.0;17.7
73;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2022 december;138.9;17.6
74;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2023 december;137.6;17.1
75;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2021 december;53.1;18.8
76;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2022 december;53.6;17.5
77;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2023 december;53.3;17.2
78;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2021 december;89.3;19.8
79;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2022 december;90.7;19.9
80;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2023 december;92.8;20.4
81;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2021 december;80.2;21.1
82;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2022 december;82.1;19.8
83;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2023 december;83.1;19.6
84;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2021 december;63.4;16.7
85;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2022 december;65.3;17.7
86;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2023 december;65.2;16.7
87;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2021 december;66.0;24.2
88;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2022 december;67.1;24.1
89;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2023 december;70.3;25.8
90;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2021 december;206.6;20.6
91;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2022 december;211.7;20.0
92;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2023 december;209.6;19.7
93;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2021 december;72.3;18.0
94;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2022 december;74.5;17.4
95;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2023 december;74.5;17.3
96;Totaal ;Nederland, Buitenland, Niet in te delen;Twente (CR);2021 december;309.7;16.6
97;Totaal ;Nederland, Buitenland, Niet in te delen;Twente (CR);2022 december;319.3;16.5
98;Totaal ;Nederland, Buitenland, Niet in te delen;Twente (CR);2023 december;321.9;16.3
99;Totaal ;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2021 december;349.0;19.2
100;Totaal ;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2022 december;359.0;19.2
101;Totaal ;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2023 december;364.6;19.3
102;Totaal ;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2021 december;173.9;15.9
103;Totaal ;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2022 december;177.6;15.3
104;Totaal ;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2023 december;178.4;15.5
105;Totaal ;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2021 december;356.5;18.8
106;Totaal ;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2022 december;369.5;18.9
107;Totaal ;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2023 december;367.8;18.4
108;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2021 december;113.1;20.3
109;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2022 december;116.8;20.1
110;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2023 december;118.1;19.8
111;Totaal ;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2021 december;778.2;24.6
112;Totaal ;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2022 december;802.0;24.9
113;Totaal ;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2023 december;818.6;25.5
114;Totaal ;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2021 december;151.6;16.7
115;Totaal ;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2022 december;152.7;16.5
116;Totaal ;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2023 december;160.2;19.0
117;Totaal ;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2021 december;104.5;14.7
118;Totaal ;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2022 december;106.2;14.7
119;Totaal ;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2023 december;108.0;14.8
120;Totaal ;Nederland, Buitenland, Niet in te delen;IJmond (CR);2021 december;74.0;15.5
121;Totaal ;Nederland, Buitenland, Niet in te delen;IJmond (CR);2022 december;75.5;15.8
122;Totaal ;Nederland, Buitenland, Niet in te delen;IJmond (CR);2023 december;75.6;15.4
123;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2021 december;85.7;16.3
124;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2022 december;87.6;16.6
125;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2023 december;86.8;15.8
126;Totaal ;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2021 december;63.3;17.8
127;Totaal ;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2022 december;64.0;16.7
128;Totaal ;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2023 december;64.9;17.0
129;Totaal ;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2021 december;998.9;25.0
130;Totaal ;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2022 december;1041.4;25.2
131;Totaal ;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2023 december;1071.6;25.6
132;Totaal ;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2021 december;107.7;21.1
133;Totaal ;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2022 december;110.6;21.1
134;Totaal ;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2023 december;102.2;21.1
135;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2021 december;184.1;14.4
136;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2022 december;188.4;14.4
137;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2023 december;192.0;14.2
138;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2021 december;420.7;18.1
139;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2022 december;436.6;19.0
140;Totaal ;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2023 december;438.7;18.9
141;Totaal ;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2021 december;141.4;16.4
142;Totaal ;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2022 december;144.4;16.1
143;Totaal ;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2023 december;146.4;15.6
144;Totaal ;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2021 december;133.2;17.5
145;Totaal ;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2022 december;135.1;16.9
146;Totaal ;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2023 december;136.7;16.6
147;Totaal ;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2021 december;716.5;18.9
148;Totaal ;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2022 december;733.1;18.9
149;Totaal ;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2023 december;733.4;18.9
150;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2021 december;181.9;21.0
151;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2022 december;188.7;21.7
152;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2023 december;190.6;21.5
153;Totaal ;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2021 december;42.7;18.0
154;Totaal ;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2022 december;44.1;18.0
155;Totaal ;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2023 december;43.2;18.3
156;Totaal ;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2021 december;118.8;16.5
157;Totaal ;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2022 december;122.4;16.3
158;Totaal ;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2023 december;124.8;16.9
159;Totaal ;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2021 december;314.0;20.1
160;Totaal ;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2022 december;321.2;18.8
161;Totaal ;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2023 december;323.2;18.9
162;Totaal ;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2021 december;253.5;21.2
163;Totaal ;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2022 december;257.2;19.9
164;Totaal ;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2023 december;254.7;19.6
165;Totaal ;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2021 december;337.1;19.3
166;Totaal ;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2022 december;346.9;18.4
167;Totaal ;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2023 december;350.6;18.6
168;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2021 december;436.5;20.2
169;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2022 december;452.9;20.1
170;Totaal ;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2023 december;455.3;19.0
171;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2021 december;149.9;16.6
172;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2022 december;155.4;15.7
173;Totaal ;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2023 december;153.5;16.2
174;Totaal ;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2021 december;102.7;17.5
175;Totaal ;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2022 december;105.1;16.8
176;Totaal ;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2023 december;105.2;17.3
177;Totaal ;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2021 december;269.1;18.2
178;Totaal ;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2022 december;271.6;17.0
179;Totaal ;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2023 december;270.3;17.6
180;Totaal ;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2021 december;167.6;20.8
181;Totaal ;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2022 december;171.4;20.5
182;Totaal ;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2023 december;172.0;20.7
183;Totaal ;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2021 december;18.0;
184;Totaal ;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2022 december;20.2;
185;Totaal ;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2023 december;23.3;
186;Totaal ;Nederland;Nederland, Buitenland, Niet in te delen;2021 december;8402.9;19.4
187;Totaal ;Nederland;Nederland, Buitenland, Niet in te delen;2022 december;8630.7;19.4
188;Totaal ;Nederland;Nederland, Buitenland, Niet in te delen;2023 december;8712.2;19.5
189;Totaal ;Nederland;Nederland;2021 december;8393.6;19.4
190;Totaal ;Nederland;Nederland;2022 december;8621.1;19.4
191;Totaal ;Nederland;Nederland;2023 december;8701.1;19.5
192;Totaal ;Nederland;"Nederland; niet in te delen";2021 december;9.2;
193;Totaal ;Nederland;"Nederland; niet in te delen";2022 december;9.6;
194;Totaal ;Nederland;"Nederland; niet in te delen";2023 december;11.1;
195;Totaal ;Nederland;Noord-Nederland (LD);2021 december;755.6;19.1
196;Totaal ;Nederland;Noord-Nederland (LD);2022 december;769.2;19.0
197;Totaal ;Nederland;Noord-Nederland (LD);2023 december;773.5;18.9
198;Totaal ;Nederland;Oost-Nederland (LD);2021 december;1695.5;18.1
199;Totaal ;Nederland;Oost-Nederland (LD);2022 december;1743.8;18.2
200;Totaal ;Nederland;Oost-Nederland (LD);2023 december;1751.0;18.0
201;Totaal ;Nederland;West-Nederland (LD);2021 december;4191.2;20.3
202;Totaal ;Nederland;West-Nederland (LD);2022 december;4313.1;20.6
203;Totaal ;Nederland;West-Nederland (LD);2023 december;4374.8;20.9
204;Totaal ;Nederland;Zuid-Nederland (LD);2021 december;1751.3;18.5
205;Totaal ;Nederland;Zuid-Nederland (LD);2022 december;1795.0;18.0
206;Totaal ;Nederland;Zuid-Nederland (LD);2023 december;1801.9;17.9
207;Totaal ;Nederland;Niet in te delen (LD);2021 december;9.2;
208;Totaal ;Nederland;Niet in te delen (LD);2022 december;9.6;
209;Totaal ;Nederland;Niet in te delen (LD);2023 december;11.1;
210;Totaal ;Nederland;Groningen (PV);2021 december;272.9;18.7
211;Totaal ;Nederland;Groningen (PV);2022 december;277.7;18.8
212;Totaal ;Nederland;Groningen (PV);2023 december;277.9;18.5
213;Totaal ;Nederland;Fryslân (PV);2021 december;277.6;18.4
214;Totaal ;Nederland;Fryslân (PV);2022 december;281.4;18.2
215;Totaal ;Nederland;Fryslân (PV);2023 december;281.2;18.0
216;Totaal ;Nederland;Drenthe (PV);2021 december;205.1;20.5
217;Totaal ;Nederland;Drenthe (PV);2022 december;210.1;20.3
218;Totaal ;Nederland;Drenthe (PV);2023 december;214.3;20.5
219;Totaal ;Nederland;Overijssel (PV);2021 december;573.9;17.8
220;Totaal ;Nederland;Overijssel (PV);2022 december;589.7;17.6
221;Totaal ;Nederland;Overijssel (PV);2023 december;591.0;17.3
222;Totaal ;Nederland;Flevoland (PV);2021 december;160.2;20.6
223;Totaal ;Nederland;Flevoland (PV);2022 december;165.1;20.3
224;Totaal ;Nederland;Flevoland (PV);2023 december;166.0;20.5
225;Totaal ;Nederland;Gelderland (PV);2021 december;961.3;17.9
226;Totaal ;Nederland;Gelderland (PV);2022 december;989.0;18.2
227;Totaal ;Nederland;Gelderland (PV);2023 december;994.0;18.0
228;Totaal ;Nederland;Utrecht (PV);2021 december;766.6;24.3
229;Totaal ;Nederland;Utrecht (PV);2022 december;788.2;24.6
230;Totaal ;Nederland;Utrecht (PV);2023 december;803.3;25.2
231;Totaal ;Nederland;Noord-Holland (PV);2021 december;1550.0;21.7
232;Totaal ;Nederland;Noord-Holland (PV);2022 december;1599.3;21.9
233;Totaal ;Nederland;Noord-Holland (PV);2023 december;1630.7;22.4
234;Totaal ;Nederland;Zuid-Holland (PV);2021 december;1718.9;17.7
235;Totaal ;Nederland;Zuid-Holland (PV);2022 december;1766.0;18.0
236;Totaal ;Nederland;Zuid-Holland (PV);2023 december;1779.4;17.9
237;Totaal ;Nederland;Zeeland (PV);2021 december;155.7;16.0
238;Totaal ;Nederland;Zeeland (PV);2022 december;159.6;16.1
239;Totaal ;Nederland;Zeeland (PV);2023 december;161.4;16.6
240;Totaal ;Nederland;Noord-Brabant (PV);2021 december;1278.9;19.4
241;Totaal ;Nederland;Noord-Brabant (PV);2022 december;1313.7;18.8
242;Totaal ;Nederland;Noord-Brabant (PV);2023 december;1321.7;18.5
243;Totaal ;Nederland;Limburg (PV);2021 december;472.5;16.2
244;Totaal ;Nederland;Limburg (PV);2022 december;481.2;15.6
245;Totaal ;Nederland;Limburg (PV);2023 december;480.2;16.2
246;Totaal ;Nederland;Niet in te delen (PV);2021 december;9.2;
247;Totaal ;Nederland;Niet in te delen (PV);2022 december;9.6;
248;Totaal ;Nederland;Niet in te delen (PV);2023 december;11.1;
249;Totaal ;Nederland;Oost-Groningen (CR);2021 december;46.7;16.0
250;Totaal ;Nederland;Oost-Groningen (CR);2022 december;47.0;15.4
251;Totaal ;Nederland;Oost-Groningen (CR);2023 december;47.0;16.0
252;Totaal ;Nederland;Delfzijl en omgeving (CR);2021 december;16.4;27.3
253;Totaal ;Nederland;Delfzijl en omgeving (CR);2022 december;16.0;25.8
254;Totaal ;Nederland;Delfzijl en omgeving (CR);2023 december;15.3;24.7
255;Totaal ;Nederland;Overig Groningen (CR);2021 december;209.9;18.7
256;Totaal ;Nederland;Overig Groningen (CR);2022 december;214.7;19.0
257;Totaal ;Nederland;Overig Groningen (CR);2023 december;215.6;18.6
258;Totaal ;Nederland;Noord-Friesland (CR);2021 december;135.8;17.5
259;Totaal ;Nederland;Noord-Friesland (CR);2022 december;137.6;17.5
260;Totaal ;Nederland;Noord-Friesland (CR);2023 december;136.1;16.9
261;Totaal ;Nederland;Zuidwest-Friesland (CR);2021 december;52.8;18.6
262;Totaal ;Nederland;Zuidwest-Friesland (CR);2022 december;53.3;17.4
263;Totaal ;Nederland;Zuidwest-Friesland (CR);2023 december;53.0;17.0
264;Totaal ;Nederland;Zuidoost-Friesland (CR);2021 december;89.0;19.6
265;Totaal ;Nederland;Zuidoost-Friesland (CR);2022 december;90.4;19.8
266;Totaal ;Nederland;Zuidoost-Friesland (CR);2023 december;92.2;20.3
267;Totaal ;Nederland;Noord-Drenthe (CR);2021 december;79.2;20.9
268;Totaal ;Nederland;Noord-Drenthe (CR);2022 december;81.3;19.6
269;Totaal ;Nederland;Noord-Drenthe (CR);2023 december;82.2;19.5
270;Totaal ;Nederland;Zuidoost-Drenthe (CR);2021 december;61.4;16.3
271;Totaal ;Nederland;Zuidoost-Drenthe (CR);2022 december;63.4;17.4
272;Totaal ;Nederland;Zuidoost-Drenthe (CR);2023 december;63.4;16.4
273;Totaal ;Nederland;Zuidwest-Drenthe (CR);2021 december;64.5;24.0
274;Totaal ;Nederland;Zuidwest-Drenthe (CR);2022 december;65.5;23.9
275;Totaal ;Nederland;Zuidwest-Drenthe (CR);2023 december;68.8;25.6
276;Totaal ;Nederland;Noord-Overijssel (CR);2021 december;203.6;20.3
277;Totaal ;Nederland;Noord-Overijssel (CR);2022 december;208.6;19.9
278;Totaal ;Nederland;Noord-Overijssel (CR);2023 december;206.8;19.5
279;Totaal ;Nederland;Zuidwest-Overijssel (CR);2021 december;70.2;17.5
280;Totaal ;Nederland;Zuidwest-Overijssel (CR);2022 december;72.3;17.2
281;Totaal ;Nederland;Zuidwest-Overijssel (CR);2023 december;72.6;17.0
282;Totaal ;Nederland;Twente (CR);2021 december;300.1;16.1
283;Totaal ;Nederland;Twente (CR);2022 december;308.8;16.1
284;Totaal ;Nederland;Twente (CR);2023 december;311.6;15.9
285;Totaal ;Nederland;Veluwe (CR);2021 december;342.9;18.9
286;Totaal ;Nederland;Veluwe (CR);2022 december;352.8;19.0
287;Totaal ;Nederland;Veluwe (CR);2023 december;358.6;19.1
288;Totaal ;Nederland;Achterhoek (CR);2021 december;166.3;15.3
289;Totaal ;Nederland;Achterhoek (CR);2022 december;169.6;14.9
290;Totaal ;Nederland;Achterhoek (CR);2023 december;169.3;15.2
291;Totaal ;Nederland;Arnhem/Nijmegen (CR);2021 december;344.4;17.5
292;Totaal ;Nederland;Arnhem/Nijmegen (CR);2022 december;355.9;18.4
293;Totaal ;Nederland;Arnhem/Nijmegen (CR);2023 december;354.7;17.9
