ID;Persoonskenmerken;Perioden;PersonenMetEenAOUitkering_1
991;Migratieachtergrond: Nederland;2023 februari;578690.0
992;Migratieachtergrond: Nederland;2023 maart;581410.0
993;Migratieachtergrond: Nederland;2023 april;581890.0
994;Migratieachtergrond: Nederland;2023 mei;582560.0
995;Migratieachtergrond: Nederland;2023 juni;576110.0
996;Migratieachtergrond: Nederland;2023 juli;576180.0
997;Migratieachtergrond: Nederland;2023 augustus;576720.0
998;Migratieachtergrond: Nederland;2023 september;576690.0
999;Migratieachtergrond: Nederland;2023 oktober;577950.0
1000;Migratieachtergrond: Nederland;2023 november;577750.0
1001;Migratieachtergrond: Nederland;2023 december;576700.0
1002;Migratieachtergrond: Nederland;2024 januari;
1003;Migratieachtergrond: Nederland;2024 februari;
1004;Migratieachtergrond: Nederland;2024 maart;
1005;Migratieachtergrond: Nederland;2024 april;
1006;Migratieachtergrond: Nederland;2024 mei;
1007;Migratieachtergrond: Nederland;2024 juni;
1008;Migratieachtergrond: Nederland;2024 juli;
1009;Migratieachtergrond: Nederland;2024 augustus;
1010;Migratieachtergrond: Nederland;2024 september;
1011;Migratieachtergrond: Nederland;2024 oktober;
1012;Migratieachtergrond: Nederland;2024 november;
1013;Migratieachtergrond: Nederland;2024 december;
1014;Migratieachtergrond: Nederland;2025 januari;
1015;Migratieachtergrond: westers;2013 januari;68540.0
1016;Migratieachtergrond: westers;2013 februari;68600.0
1017;Migratieachtergrond: westers;2013 maart;68590.0
1018;Migratieachtergrond: westers;2013 april;68500.0
1019;Migratieachtergrond: westers;2013 mei;68190.0
1020;Migratieachtergrond: westers;2013 juni;68140.0
1021;Migratieachtergrond: westers;2013 juli;68030.0
1022;Migratieachtergrond: westers;2013 augustus;67950.0
1023;Migratieachtergrond: westers;2013 september;67930.0
1024;Migratieachtergrond: westers;2013 oktober;67880.0
1025;Migratieachtergrond: westers;2013 november;67810.0
1026;Migratieachtergrond: westers;2013 december;67740.0
1027;Migratieachtergrond: westers;2014 januari;68260.0
1028;Migratieachtergrond: westers;2014 februari;68180.0
1029;Migratieachtergrond: westers;2014 maart;68120.0
1030;Migratieachtergrond: westers;2014 april;68130.0
1031;Migratieachtergrond: westers;2014 mei;67740.0
1032;Migratieachtergrond: westers;2014 juni;67670.0
1033;Migratieachtergrond: westers;2014 juli;67580.0
1034;Migratieachtergrond: westers;2014 augustus;67530.0
1035;Migratieachtergrond: westers;2014 september;67500.0
1036;Migratieachtergrond: westers;2014 oktober;67510.0
1037;Migratieachtergrond: westers;2014 november;67480.0
1038;Migratieachtergrond: westers;2014 december;67530.0
1039;Migratieachtergrond: westers;2015 januari;67780.0
1040;Migratieachtergrond: westers;2015 februari;67750.0
1041;Migratieachtergrond: westers;2015 maart;67680.0
1042;Migratieachtergrond: westers;2015 april;67540.0
1043;Migratieachtergrond: westers;2015 mei;67120.0
1044;Migratieachtergrond: westers;2015 juni;67030.0
1045;Migratieachtergrond: westers;2015 juli;66860.0
1046;Migratieachtergrond: westers;2015 augustus;66690.0
1047;Migratieachtergrond: westers;2015 september;66570.0
1048;Migratieachtergrond: westers;2015 oktober;66490.0
1049;Migratieachtergrond: westers;2015 november;66340.0
1050;Migratieachtergrond: westers;2015 december;66160.0
1051;Migratieachtergrond: westers;2016 januari;66360.0
1052;Migratieachtergrond: westers;2016 februari;66860.0
1053;Migratieachtergrond: westers;2016 maart;67070.0
1054;Migratieachtergrond: westers;2016 april;67020.0
1055;Migratieachtergrond: westers;2016 mei;66460.0
1056;Migratieachtergrond: westers;2016 juni;66340.0
1057;Migratieachtergrond: westers;2016 juli;66190.0
1058;Migratieachtergrond: westers;2016 augustus;66180.0
1059;Migratieachtergrond: westers;2016 september;66140.0
1060;Migratieachtergrond: westers;2016 oktober;66130.0
1061;Migratieachtergrond: westers;2016 november;66020.0
1062;Migratieachtergrond: westers;2016 december;65830.0
1063;Migratieachtergrond: westers;2017 januari;66010.0
1064;Migratieachtergrond: westers;2017 februari;66520.0
1065;Migratieachtergrond: westers;2017 maart;66790.0
1066;Migratieachtergrond: westers;2017 april;66780.0
1067;Migratieachtergrond: westers;2017 mei;66720.0
1068;Migratieachtergrond: westers;2017 juni;66180.0
1069;Migratieachtergrond: westers;2017 juli;66090.0
1070;Migratieachtergrond: westers;2017 augustus;66120.0
1071;Migratieachtergrond: westers;2017 september;65910.0
1072;Migratieachtergrond: westers;2017 oktober;66600.0
1073;Migratieachtergrond: westers;2017 november;66520.0
1074;Migratieachtergrond: westers;2017 december;66360.0
1075;Migratieachtergrond: westers;2018 januari;65740.0
1076;Migratieachtergrond: westers;2018 februari;66350.0
1077;Migratieachtergrond: westers;2018 maart;66610.0
1078;Migratieachtergrond: westers;2018 april;66610.0
1079;Migratieachtergrond: westers;2018 mei;66500.0
1080;Migratieachtergrond: westers;2018 juni;65880.0
1081;Migratieachtergrond: westers;2018 juli;65850.0
1082;Migratieachtergrond: westers;2018 augustus;65770.0
1083;Migratieachtergrond: westers;2018 september;65710.0
1084;Migratieachtergrond: westers;2018 oktober;65800.0
1085;Migratieachtergrond: westers;2018 november;65700.0
1086;Migratieachtergrond: westers;2018 december;65590.0
1087;Migratieachtergrond: westers;2019 januari;65850.0
1088;Migratieachtergrond: westers;2019 februari;66530.0
1089;Migratieachtergrond: westers;2019 maart;66820.0
1090;Migratieachtergrond: westers;2019 april;67180.0
1091;Migratieachtergrond: westers;2019 mei;67140.0
1092;Migratieachtergrond: westers;2019 juni;66470.0
1093;Migratieachtergrond: westers;2019 juli;66430.0
1094;Migratieachtergrond: westers;2019 augustus;66420.0
1095;Migratieachtergrond: westers;2019 september;66350.0
1096;Migratieachtergrond: westers;2019 oktober;66410.0
1097;Migratieachtergrond: westers;2019 november;66380.0
1098;Migratieachtergrond: westers;2019 december;66370.0
1099;Migratieachtergrond: westers;2020 januari;66360.0
1100;Migratieachtergrond: westers;2020 februari;66780.0
1101;Migratieachtergrond: westers;2020 maart;66840.0
1102;Migratieachtergrond: westers;2020 april;66910.0
1103;Migratieachtergrond: westers;2020 mei;66930.0
1104;Migratieachtergrond: westers;2020 juni;66430.0
1105;Migratieachtergrond: westers;2020 juli;66400.0
1106;Migratieachtergrond: westers;2020 augustus;66370.0
1107;Migratieachtergrond: westers;2020 september;66400.0
1108;Migratieachtergrond: westers;2020 oktober;71520.0
1109;Migratieachtergrond: westers;2020 november;71560.0
1110;Migratieachtergrond: westers;2020 december;71480.0
1111;Migratieachtergrond: westers;2021 januari;71530.0
1112;Migratieachtergrond: westers;2021 februari;71890.0
1113;Migratieachtergrond: westers;2021 maart;72080.0
1114;Migratieachtergrond: westers;2021 april;72300.0
1115;Migratieachtergrond: westers;2021 mei;72360.0
1116;Migratieachtergrond: westers;2021 juni;71850.0
1117;Migratieachtergrond: westers;2021 juli;71910.0
1118;Migratieachtergrond: westers;2021 augustus;72040.0
1119;Migratieachtergrond: westers;2021 september;72190.0
1120;Migratieachtergrond: westers;2021 oktober;73660.0
1121;Migratieachtergrond: westers;2021 november;73720.0
1122;Migratieachtergrond: westers;2021 december;73680.0
1123;Migratieachtergrond: westers;2022 januari;74090.0
1124;Migratieachtergrond: westers;2022 februari;74950.0
1125;Migratieachtergrond: westers;2022 maart;75450.0
1126;Migratieachtergrond: westers;2022 april;75540.0
1127;Migratieachtergrond: westers;2022 mei;75600.0
1128;Migratieachtergrond: westers;2022 juni;74980.0
1129;Migratieachtergrond: westers;2022 juli;74960.0
1130;Migratieachtergrond: westers;2022 augustus;75130.0
1131;Migratieachtergrond: westers;2022 september;75190.0
1132;Migratieachtergrond: westers;2022 oktober;75540.0
1133;Migratieachtergrond: westers;2022 november;75540.0
1134;Migratieachtergrond: westers;2022 december;75390.0
1135;Migratieachtergrond: westers;2023 januari;75720.0
1136;Migratieachtergrond: westers;2023 februari;76570.0
1137;Migratieachtergrond: westers;2023 maart;76980.0
1138;Migratieachtergrond: westers;2023 april;77010.0
1139;Migratieachtergrond: westers;2023 mei;77150.0
1140;Migratieachtergrond: westers;2023 juni;76460.0
1141;Migratieachtergrond: westers;2023 juli;76500.0
1142;Migratieachtergrond: westers;2023 augustus;76600.0
1143;Migratieachtergrond: westers;2023 september;76710.0
1144;Migratieachtergrond: westers;2023 oktober;76900.0
1145;Migratieachtergrond: westers;2023 november;76820.0
1146;Migratieachtergrond: westers;2023 december;76800.0
1147;Migratieachtergrond: westers;2024 januari;
1148;Migratieachtergrond: westers;2024 februari;
1149;Migratieachtergrond: westers;2024 maart;
1150;Migratieachtergrond: westers;2024 april;
1151;Migratieachtergrond: westers;2024 mei;
1152;Migratieachtergrond: westers;2024 juni;
1153;Migratieachtergrond: westers;2024 juli;
1154;Migratieachtergrond: westers;2024 augustus;
1155;Migratieachtergrond: westers;2024 september;
1156;Migratieachtergrond: westers;2024 oktober;
1157;Migratieachtergrond: westers;2024 november;
1158;Migratieachtergrond: westers;2024 december;
1159;Migratieachtergrond: westers;2025 januari;
1160;Migratieachtergrond: niet-westers;2013 januari;102820.0
1161;Migratieachtergrond: niet-westers;2013 februari;103340.0
1162;Migratieachtergrond: niet-westers;2013 maart;103790.0
1163;Migratieachtergrond: niet-westers;2013 april;104230.0
1164;Migratieachtergrond: niet-westers;2013 mei;104270.0
1165;Migratieachtergrond: niet-westers;2013 juni;104600.0
1166;Migratieachtergrond: niet-westers;2013 juli;105010.0
1167;Migratieachtergrond: niet-westers;2013 augustus;105130.0
1168;Migratieachtergrond: niet-westers;2013 september;105620.0
1169;Migratieachtergrond: niet-westers;2013 oktober;106250.0
1170;Migratieachtergrond: niet-westers;2013 november;106640.0
1171;Migratieachtergrond: niet-westers;2013 december;107070.0
1172;Migratieachtergrond: niet-westers;2014 januari;108050.0
1173;Migratieachtergrond: niet-westers;2014 februari;108350.0
1174;Migratieachtergrond: niet-westers;2014 maart;108710.0
1175;Migratieachtergrond: niet-westers;2014 april;109200.0
1176;Migratieachtergrond: niet-westers;2014 mei;109250.0
1177;Migratieachtergrond: niet-westers;2014 juni;109570.0
1178;Migratieachtergrond: niet-westers;2014 juli;109950.0
1179;Migratieachtergrond: niet-westers;2014 augustus;110370.0
1180;Migratieachtergrond: niet-westers;2014 september;110530.0
1181;Migratieachtergrond: niet-westers;2014 oktober;111100.0
1182;Migratieachtergrond: niet-westers;2014 november;111510.0
1183;Migratieachtergrond: niet-westers;2014 december;112030.0
1184;Migratieachtergrond: niet-westers;2015 januari;112320.0
1185;Migratieachtergrond: niet-westers;2015 februari;112670.0
1186;Migratieachtergrond: niet-westers;2015 maart;112880.0
1187;Migratieachtergrond: niet-westers;2015 april;112830.0
1188;Migratieachtergrond: niet-westers;2015 mei;112490.0
1189;Migratieachtergrond: niet-westers;2015 juni;112570.0
1190;Migratieachtergrond: niet-westers;2015 juli;112640.0
1191;Migratieachtergrond: niet-westers;2015 augustus;112720.0
1192;Migratieachtergrond: niet-westers;2015 september;112820.0
1193;Migratieachtergrond: niet-westers;2015 oktober;112750.0
1194;Migratieachtergrond: niet-westers;2015 november;113020.0
1195;Migratieachtergrond: niet-westers;2015 december;113190.0
1196;Migratieachtergrond: niet-westers;2016 januari;113580.0
1197;Migratieachtergrond: niet-westers;2016 februari;114320.0
1198;Migratieachtergrond: niet-westers;2016 maart;114770.0
1199;Migratieachtergrond: niet-westers;2016 april;114980.0
1200;Migratieachtergrond: niet-westers;2016 mei;114640.0
1201;Migratieachtergrond: niet-westers;2016 juni;114850.0
1202;Migratieachtergrond: niet-westers;2016 juli;114700.0
1203;Migratieachtergrond: niet-westers;2016 augustus;114970.0
1204;Migratieachtergrond: niet-westers;2016 september;115230.0
1205;Migratieachtergrond: niet-westers;2016 oktober;115510.0
1206;Migratieachtergrond: niet-westers;2016 november;115710.0
1207;Migratieachtergrond: niet-westers;2016 december;115890.0
1208;Migratieachtergrond: niet-westers;2017 januari;116320.0
1209;Migratieachtergrond: niet-westers;2017 februari;117030.0
1210;Migratieachtergrond: niet-westers;2017 maart;117460.0
1211;Migratieachtergrond: niet-westers;2017 april;117700.0
1212;Migratieachtergrond: niet-westers;2017 mei;117960.0
1213;Migratieachtergrond: niet-westers;2017 juni;117580.0
1214;Migratieachtergrond: niet-westers;2017 juli;117710.0
1215;Migratieachtergrond: niet-westers;2017 augustus;118000.0
1216;Migratieachtergrond: niet-westers;2017 september;118060.0
1217;Migratieachtergrond: niet-westers;2017 oktober;118320.0
1218;Migratieachtergrond: niet-westers;2017 november;118500.0
1219;Migratieachtergrond: niet-westers;2017 december;118580.0
1220;Migratieachtergrond: niet-westers;2018 januari;117290.0
1221;Migratieachtergrond: niet-westers;2018 februari;118250.0
1222;Migratieachtergrond: niet-westers;2018 maart;118670.0
1223;Migratieachtergrond: niet-westers;2018 april;118950.0
1224;Migratieachtergrond: niet-westers;2018 mei;119190.0
1225;Migratieachtergrond: niet-westers;2018 juni;118560.0
1226;Migratieachtergrond: niet-westers;2018 juli;118720.0
1227;Migratieachtergrond: niet-westers;2018 augustus;119010.0
1228;Migratieachtergrond: niet-westers;2018 september;119160.0
1229;Migratieachtergrond: niet-westers;2018 oktober;119570.0
1230;Migratieachtergrond: niet-westers;2018 november;119770.0
1231;Migratieachtergrond: niet-westers;2018 december;119940.0
1232;Migratieachtergrond: niet-westers;2019 januari;120340.0
1233;Migratieachtergrond: niet-westers;2019 februari;121350.0
1234;Migratieachtergrond: niet-westers;2019 maart;121800.0
1235;Migratieachtergrond: niet-westers;2019 april;122320.0
1236;Migratieachtergrond: niet-westers;2019 mei;122260.0
1237;Migratieachtergrond: niet-westers;2019 juni;121310.0
1238;Migratieachtergrond: niet-westers;2019 juli;121430.0
1239;Migratieachtergrond: niet-westers;2019 augustus;121650.0
1240;Migratieachtergrond: niet-westers;2019 september;121880.0
1241;Migratieachtergrond: niet-westers;2019 oktober;122210.0
1242;Migratieachtergrond: niet-westers;2019 november;122410.0
1243;Migratieachtergrond: niet-westers;2019 december;122610.0
1244;Migratieachtergrond: niet-westers;2020 januari;123010.0
1245;Migratieachtergrond: niet-westers;2020 februari;123960.0
1246;Migratieachtergrond: niet-westers;2020 maart;124290.0
1247;Migratieachtergrond: niet-westers;2020 april;124650.0
1248;Migratieachtergrond: niet-westers;2020 mei;124730.0
1249;Migratieachtergrond: niet-westers;2020 juni;124080.0
1250;Migratieachtergrond: niet-westers;2020 juli;124360.0
1251;Migratieachtergrond: niet-westers;2020 augustus;124680.0
1252;Migratieachtergrond: niet-westers;2020 september;124820.0
1253;Migratieachtergrond: niet-westers;2020 oktober;126320.0
1254;Migratieachtergrond: niet-westers;2020 november;126510.0
1255;Migratieachtergrond: niet-westers;2020 december;126890.0
1256;Migratieachtergrond: niet-westers;2021 januari;127110.0
1257;Migratieachtergrond: niet-westers;2021 februari;127940.0
1258;Migratieachtergrond: niet-westers;2021 maart;128460.0
1259;Migratieachtergrond: niet-westers;2021 april;128880.0
1260;Migratieachtergrond: niet-westers;2021 mei;129110.0
1261;Migratieachtergrond: niet-westers;2021 juni;128540.0
1262;Migratieachtergrond: niet-westers;2021 juli;128740.0
1263;Migratieachtergrond: niet-westers;2021 augustus;129190.0
1264;Migratieachtergrond: niet-westers;2021 september;129490.0
1265;Migratieachtergrond: niet-westers;2021 oktober;132080.0
1266;Migratieachtergrond: niet-westers;2021 november;132230.0
1267;Migratieachtergrond: niet-westers;2021 december;132500.0
1268;Migratieachtergrond: niet-westers;2022 januari;133230.0
1269;Migratieachtergrond: niet-westers;2022 februari;134740.0
1270;Migratieachtergrond: niet-westers;2022 maart;135690.0
1271;Migratieachtergrond: niet-westers;2022 april;136100.0
1272;Migratieachtergrond: niet-westers;2022 mei;136410.0
1273;Migratieachtergrond: niet-westers;2022 juni;135490.0
1274;Migratieachtergrond: niet-westers;2022 juli;135680.0
1275;Migratieachtergrond: niet-westers;2022 augustus;135610.0
1276;Migratieachtergrond: niet-westers;2022 september;135830.0
1277;Migratieachtergrond: niet-westers;2022 oktober;136490.0
1278;Migratieachtergrond: niet-westers;2022 november;136750.0
1279;Migratieachtergrond: niet-westers;2022 december;137010.0
1280;Migratieachtergrond: niet-westers;2023 januari;137570.0
1281;Migratieachtergrond: niet-westers;2023 februari;139100.0
1282;Migratieachtergrond: niet-westers;2023 maart;139840.0
1283;Migratieachtergrond: niet-westers;2023 april;140140.0
1284;Migratieachtergrond: niet-westers;2023 mei;140430.0
1285;Migratieachtergrond: niet-westers;2023 juni;139470.0
1286;Migratieachtergrond: niet-westers;2023 juli;139590.0
1287;Migratieachtergrond: niet-westers;2023 augustus;139860.0
1288;Migratieachtergrond: niet-westers;2023 september;140160.0
1289;Migratieachtergrond: niet-westers;2023 oktober;140540.0
1290;Migratieachtergrond: niet-westers;2023 november;140670.0
1291;Migratieachtergrond: niet-westers;2023 december;140750.0
1292;Migratieachtergrond: niet-westers;2024 januari;
1293;Migratieachtergrond: niet-westers;2024 februari;
1294;Migratieachtergrond: niet-westers;2024 maart;
1295;Migratieachtergrond: niet-westers;2024 april;
1296;Migratieachtergrond: niet-westers;2024 mei;
1297;Migratieachtergrond: niet-westers;2024 juni;
1298;Migratieachtergrond: niet-westers;2024 juli;
1299;Migratieachtergrond: niet-westers;2024 augustus;
1300;Migratieachtergrond: niet-westers;2024 september;
1301;Migratieachtergrond: niet-westers;2024 oktober;
1302;Migratieachtergrond: niet-westers;2024 november;
1303;Migratieachtergrond: niet-westers;2024 december;
1304;Migratieachtergrond: niet-westers;2025 januari;
