ID;Persoonskenmerken;Perioden;PersonenMetEenAOUitkering_1
79;Totaal personen;2019 augustus;754560.0
80;Totaal personen;2019 september;753710.0
81;Totaal personen;2019 oktober;754110.0
82;Totaal personen;2019 november;753540.0
83;Totaal personen;2019 december;752440.0
84;Totaal personen;2020 januari;752840.0
85;Totaal personen;2020 februari;757340.0
86;Totaal personen;2020 maart;757680.0
87;Totaal personen;2020 april;758130.0
88;Totaal personen;2020 mei;758120.0
89;Totaal personen;2020 juni;750880.0
90;Totaal personen;2020 juli;750820.0
91;Totaal personen;2020 augustus;750940.0
92;Totaal personen;2020 september;750450.0
93;Totaal personen;2020 oktober;758440.0
94;Totaal personen;2020 november;758360.0
95;Totaal personen;2020 december;758440.0
96;Totaal personen;2021 januari;758500.0
97;Totaal personen;2021 februari;761820.0
98;Totaal personen;2021 maart;763050.0
99;Totaal personen;2021 april;764480.0
100;Totaal personen;2021 mei;764930.0
101;Totaal personen;2021 juni;758920.0
102;Totaal personen;2021 juli;758590.0
103;Totaal personen;2021 augustus;759300.0
104;Totaal personen;2021 september;759450.0
105;Totaal personen;2021 oktober;773260.0
106;Totaal personen;2021 november;773040.0
107;Totaal personen;2021 december;772120.0
108;Totaal personen;2022 januari;775750.0
109;Totaal personen;2022 februari;785040.0
110;Totaal personen;2022 maart;789600.0
111;Totaal personen;2022 april;790190.0
112;Totaal personen;2022 mei;790540.0
113;Totaal personen;2022 juni;782660.0
114;Totaal personen;2022 juli;782430.0
115;Totaal personen;2022 augustus;782700.0
116;Totaal personen;2022 september;782860.0
117;Totaal personen;2022 oktober;785420.0
118;Totaal personen;2022 november;784850.0
119;Totaal personen;2022 december;783380.0
120;Totaal personen;2023 januari;786010.0
121;Totaal personen;2023 februari;794890.0
122;Totaal personen;2023 maart;798790.0
123;Totaal personen;2023 april;799610.0
124;Totaal personen;2023 mei;800720.0
125;Totaal personen;2023 juni;792630.0
126;Totaal personen;2023 juli;792870.0
127;Totaal personen;2023 augustus;793800.0
128;Totaal personen;2023 september;794200.0
129;Totaal personen;2023 oktober;796060.0
130;Totaal personen;2023 november;796130.0
131;Totaal personen;2023 december;795190.0
132;Totaal personen;2024 januari;799290.0
133;Totaal personen;2024 februari;809380.0
134;Totaal personen;2024 maart;810510.0
135;Totaal personen;2024 april;812170.0
136;Totaal personen;2024 mei;813460.0
137;Totaal personen;2024 juni;805830.0
138;Totaal personen;2024 juli;807450.0
139;Totaal personen;2024 augustus;808170.0
140;Totaal personen;2024 september;809770.0
141;Totaal personen;2024 oktober;813160.0
142;Totaal personen;2024 november;814000.0
143;Totaal personen;2024 december;816000.0
144;Totaal personen;2025 januari;818000.0
145;Geslacht: mannen;2013 januari;389920.0
146;Geslacht: mannen;2013 februari;390850.0
147;Geslacht: mannen;2013 maart;390630.0
148;Geslacht: mannen;2013 april;390270.0
149;Geslacht: mannen;2013 mei;388100.0
150;Geslacht: mannen;2013 juni;387420.0
151;Geslacht: mannen;2013 juli;387150.0
152;Geslacht: mannen;2013 augustus;386650.0
153;Geslacht: mannen;2013 september;386600.0
154;Geslacht: mannen;2013 oktober;387080.0
155;Geslacht: mannen;2013 november;386950.0
156;Geslacht: mannen;2013 december;386720.0
157;Geslacht: mannen;2014 januari;390150.0
158;Geslacht: mannen;2014 februari;389380.0
159;Geslacht: mannen;2014 maart;389240.0
160;Geslacht: mannen;2014 april;389270.0
161;Geslacht: mannen;2014 mei;386930.0
162;Geslacht: mannen;2014 juni;386660.0
163;Geslacht: mannen;2014 juli;386300.0
164;Geslacht: mannen;2014 augustus;386310.0
165;Geslacht: mannen;2014 september;385970.0
166;Geslacht: mannen;2014 oktober;386400.0
167;Geslacht: mannen;2014 november;386280.0
168;Geslacht: mannen;2014 december;386540.0
169;Geslacht: mannen;2015 januari;387420.0
170;Geslacht: mannen;2015 februari;387950.0
171;Geslacht: mannen;2015 maart;387250.0
172;Geslacht: mannen;2015 april;386400.0
173;Geslacht: mannen;2015 mei;383420.0
174;Geslacht: mannen;2015 juni;382600.0
175;Geslacht: mannen;2015 juli;381710.0
176;Geslacht: mannen;2015 augustus;381030.0
177;Geslacht: mannen;2015 september;380110.0
178;Geslacht: mannen;2015 oktober;379310.0
179;Geslacht: mannen;2015 november;378690.0
180;Geslacht: mannen;2015 december;377680.0
181;Geslacht: mannen;2016 januari;378560.0
182;Geslacht: mannen;2016 februari;381970.0
183;Geslacht: mannen;2016 maart;383010.0
184;Geslacht: mannen;2016 april;382610.0
185;Geslacht: mannen;2016 mei;379120.0
186;Geslacht: mannen;2016 juni;378860.0
187;Geslacht: mannen;2016 juli;378220.0
188;Geslacht: mannen;2016 augustus;378560.0
189;Geslacht: mannen;2016 september;377860.0
190;Geslacht: mannen;2016 oktober;377810.0
191;Geslacht: mannen;2016 november;376910.0
192;Geslacht: mannen;2016 december;375630.0
193;Geslacht: mannen;2017 januari;376640.0
194;Geslacht: mannen;2017 februari;379620.0
195;Geslacht: mannen;2017 maart;380740.0
196;Geslacht: mannen;2017 april;380400.0
197;Geslacht: mannen;2017 mei;380110.0
198;Geslacht: mannen;2017 juni;375780.0
199;Geslacht: mannen;2017 juli;375480.0
200;Geslacht: mannen;2017 augustus;375650.0
201;Geslacht: mannen;2017 september;374440.0
202;Geslacht: mannen;2017 oktober;374480.0
203;Geslacht: mannen;2017 november;373780.0
204;Geslacht: mannen;2017 december;372380.0
205;Geslacht: mannen;2018 januari;369550.0
206;Geslacht: mannen;2018 februari;373080.0
207;Geslacht: mannen;2018 maart;374070.0
208;Geslacht: mannen;2018 april;373910.0
209;Geslacht: mannen;2018 mei;373500.0
210;Geslacht: mannen;2018 juni;368610.0
211;Geslacht: mannen;2018 juli;368220.0
212;Geslacht: mannen;2018 augustus;367850.0
213;Geslacht: mannen;2018 september;367070.0
214;Geslacht: mannen;2018 oktober;367270.0
215;Geslacht: mannen;2018 november;366540.0
216;Geslacht: mannen;2018 december;365370.0
217;Geslacht: mannen;2019 januari;366490.0
218;Geslacht: mannen;2019 februari;370400.0
219;Geslacht: mannen;2019 maart;371700.0
220;Geslacht: mannen;2019 april;373240.0
221;Geslacht: mannen;2019 mei;372980.0
222;Geslacht: mannen;2019 juni;367540.0
223;Geslacht: mannen;2019 juli;367260.0
224;Geslacht: mannen;2019 augustus;366920.0
225;Geslacht: mannen;2019 september;366140.0
226;Geslacht: mannen;2019 oktober;366050.0
227;Geslacht: mannen;2019 november;365510.0
228;Geslacht: mannen;2019 december;364540.0
229;Geslacht: mannen;2020 januari;364350.0
230;Geslacht: mannen;2020 februari;366550.0
231;Geslacht: mannen;2020 maart;366470.0
232;Geslacht: mannen;2020 april;366520.0
233;Geslacht: mannen;2020 mei;366300.0
234;Geslacht: mannen;2020 juni;361950.0
235;Geslacht: mannen;2020 juli;361690.0
236;Geslacht: mannen;2020 augustus;361540.0
237;Geslacht: mannen;2020 september;360870.0
238;Geslacht: mannen;2020 oktober;365440.0
239;Geslacht: mannen;2020 november;365040.0
240;Geslacht: mannen;2020 december;364750.0
241;Geslacht: mannen;2021 januari;364460.0
242;Geslacht: mannen;2021 februari;365830.0
243;Geslacht: mannen;2021 maart;366050.0
244;Geslacht: mannen;2021 april;366690.0
245;Geslacht: mannen;2021 mei;366620.0
246;Geslacht: mannen;2021 juni;363100.0
247;Geslacht: mannen;2021 juli;362640.0
248;Geslacht: mannen;2021 augustus;362820.0
249;Geslacht: mannen;2021 september;362620.0
250;Geslacht: mannen;2021 oktober;367300.0
251;Geslacht: mannen;2021 november;366720.0
252;Geslacht: mannen;2021 december;365850.0
253;Geslacht: mannen;2022 januari;367230.0
254;Geslacht: mannen;2022 februari;371980.0
255;Geslacht: mannen;2022 maart;373960.0
256;Geslacht: mannen;2022 april;374240.0
257;Geslacht: mannen;2022 mei;374290.0
258;Geslacht: mannen;2022 juni;369690.0
259;Geslacht: mannen;2022 juli;369430.0
260;Geslacht: mannen;2022 augustus;369430.0
261;Geslacht: mannen;2022 september;369190.0
262;Geslacht: mannen;2022 oktober;370370.0
263;Geslacht: mannen;2022 november;369600.0
264;Geslacht: mannen;2022 december;368290.0
265;Geslacht: mannen;2023 januari;369090.0
266;Geslacht: mannen;2023 februari;373630.0
267;Geslacht: mannen;2023 maart;375260.0
268;Geslacht: mannen;2023 april;375430.0
269;Geslacht: mannen;2023 mei;375880.0
270;Geslacht: mannen;2023 juni;371090.0
271;Geslacht: mannen;2023 juli;370990.0
272;Geslacht: mannen;2023 augustus;371290.0
273;Geslacht: mannen;2023 september;371230.0
274;Geslacht: mannen;2023 oktober;371780.0
275;Geslacht: mannen;2023 november;371130.0
276;Geslacht: mannen;2023 december;370100.0
277;Geslacht: mannen;2024 januari;371470.0
278;Geslacht: mannen;2024 februari;376500.0
279;Geslacht: mannen;2024 maart;376460.0
280;Geslacht: mannen;2024 april;377080.0
281;Geslacht: mannen;2024 mei;377460.0
282;Geslacht: mannen;2024 juni;372730.0
283;Geslacht: mannen;2024 juli;373230.0
284;Geslacht: mannen;2024 augustus;373180.0
285;Geslacht: mannen;2024 september;373560.0
286;Geslacht: mannen;2024 oktober;374790.0
287;Geslacht: mannen;2024 november;375000.0
288;Geslacht: mannen;2024 december;375000.0
289;Geslacht: mannen;2025 januari;376000.0
290;Geslacht: vrouwen;2013 januari;377440.0
291;Geslacht: vrouwen;2013 februari;378500.0
292;Geslacht: vrouwen;2013 maart;378740.0
293;Geslacht: vrouwen;2013 april;378930.0
294;Geslacht: vrouwen;2013 mei;377620.0
295;Geslacht: vrouwen;2013 juni;377580.0
296;Geslacht: vrouwen;2013 juli;377720.0
297;Geslacht: vrouwen;2013 augustus;377850.0
298;Geslacht: vrouwen;2013 september;378240.0
299;Geslacht: vrouwen;2013 oktober;378940.0
300;Geslacht: vrouwen;2013 november;379150.0
301;Geslacht: vrouwen;2013 december;379390.0
302;Geslacht: vrouwen;2014 januari;382220.0
303;Geslacht: vrouwen;2014 februari;382130.0
304;Geslacht: vrouwen;2014 maart;382440.0
305;Geslacht: vrouwen;2014 april;382840.0
306;Geslacht: vrouwen;2014 mei;381500.0
307;Geslacht: vrouwen;2014 juni;381690.0
308;Geslacht: vrouwen;2014 juli;381750.0
309;Geslacht: vrouwen;2014 augustus;381850.0
310;Geslacht: vrouwen;2014 september;382060.0
311;Geslacht: vrouwen;2014 oktober;382510.0
312;Geslacht: vrouwen;2014 november;382680.0
313;Geslacht: vrouwen;2014 december;383390.0
314;Geslacht: vrouwen;2015 januari;384440.0
315;Geslacht: vrouwen;2015 februari;384970.0
316;Geslacht: vrouwen;2015 maart;384890.0
317;Geslacht: vrouwen;2015 april;384550.0
318;Geslacht: vrouwen;2015 mei;382630.0
319;Geslacht: vrouwen;2015 juni;382230.0
320;Geslacht: vrouwen;2015 juli;381690.0
321;Geslacht: vrouwen;2015 augustus;381260.0
322;Geslacht: vrouwen;2015 september;381010.0
323;Geslacht: vrouwen;2015 oktober;380920.0
324;Geslacht: vrouwen;2015 november;380640.0
325;Geslacht: vrouwen;2015 december;380170.0
326;Geslacht: vrouwen;2016 januari;381260.0
327;Geslacht: vrouwen;2016 februari;384090.0
328;Geslacht: vrouwen;2016 maart;385380.0
329;Geslacht: vrouwen;2016 april;385390.0
330;Geslacht: vrouwen;2016 mei;382930.0
331;Geslacht: vrouwen;2016 juni;382860.0
332;Geslacht: vrouwen;2016 juli;382470.0
333;Geslacht: vrouwen;2016 augustus;382780.0
334;Geslacht: vrouwen;2016 september;382530.0
335;Geslacht: vrouwen;2016 oktober;382850.0
336;Geslacht: vrouwen;2016 november;382630.0
337;Geslacht: vrouwen;2016 december;382040.0
338;Geslacht: vrouwen;2017 januari;383160.0
339;Geslacht: vrouwen;2017 februari;385850.0
340;Geslacht: vrouwen;2017 maart;387220.0
341;Geslacht: vrouwen;2017 april;387280.0
342;Geslacht: vrouwen;2017 mei;387390.0
343;Geslacht: vrouwen;2017 juni;384800.0
344;Geslacht: vrouwen;2017 juli;384900.0
345;Geslacht: vrouwen;2017 augustus;385330.0
346;Geslacht: vrouwen;2017 september;385030.0
347;Geslacht: vrouwen;2017 oktober;385690.0
348;Geslacht: vrouwen;2017 november;385590.0
349;Geslacht: vrouwen;2017 december;385020.0
350;Geslacht: vrouwen;2018 januari;379340.0
351;Geslacht: vrouwen;2018 februari;382380.0
352;Geslacht: vrouwen;2018 maart;383680.0
353;Geslacht: vrouwen;2018 april;383930.0
354;Geslacht: vrouwen;2018 mei;384060.0
355;Geslacht: vrouwen;2018 juni;381250.0
356;Geslacht: vrouwen;2018 juli;381450.0
357;Geslacht: vrouwen;2018 augustus;381510.0
358;Geslacht: vrouwen;2018 september;381470.0
359;Geslacht: vrouwen;2018 oktober;382000.0
360;Geslacht: vrouwen;2018 november;382040.0
361;Geslacht: vrouwen;2018 december;381850.0
362;Geslacht: vrouwen;2019 januari;383350.0
363;Geslacht: vrouwen;2019 februari;386790.0
364;Geslacht: vrouwen;2019 maart;388290.0
365;Geslacht: vrouwen;2019 april;390150.0
366;Geslacht: vrouwen;2019 mei;390390.0
367;Geslacht: vrouwen;2019 juni;387250.0
368;Geslacht: vrouwen;2019 juli;387490.0
369;Geslacht: vrouwen;2019 augustus;387620.0
370;Geslacht: vrouwen;2019 september;387550.0
371;Geslacht: vrouwen;2019 oktober;388040.0
372;Geslacht: vrouwen;2019 november;388010.0
373;Geslacht: vrouwen;2019 december;387870.0
374;Geslacht: vrouwen;2020 januari;388450.0
375;Geslacht: vrouwen;2020 februari;390750.0
376;Geslacht: vrouwen;2020 maart;391170.0
377;Geslacht: vrouwen;2020 april;391570.0
378;Geslacht: vrouwen;2020 mei;391770.0
379;Geslacht: vrouwen;2020 juni;388860.0
380;Geslacht: vrouwen;2020 juli;389050.0
381;Geslacht: vrouwen;2020 augustus;389320.0
382;Geslacht: vrouwen;2020 september;389480.0
383;Geslacht: vrouwen;2020 oktober;392880.0
384;Geslacht: vrouwen;2020 november;393200.0
385;Geslacht: vrouwen;2020 december;393580.0
386;Geslacht: vrouwen;2021 januari;394020.0
387;Geslacht: vrouwen;2021 februari;395980.0
388;Geslacht: vrouwen;2021 maart;396990.0
389;Geslacht: vrouwen;2021 april;397770.0
390;Geslacht: vrouwen;2021 mei;398300.0
391;Geslacht: vrouwen;2021 juni;395800.0
392;Geslacht: vrouwen;2021 juli;395940.0
393;Geslacht: vrouwen;2021 augustus;396460.0
394;Geslacht: vrouwen;2021 september;396810.0
395;Geslacht: vrouwen;2021 oktober;405930.0
396;Geslacht: vrouwen;2021 november;406290.0
397;Geslacht: vrouwen;2021 december;406240.0
398;Geslacht: vrouwen;2022 januari;408490.0
399;Geslacht: vrouwen;2022 februari;413020.0
400;Geslacht: vrouwen;2022 maart;415600.0
401;Geslacht: vrouwen;2022 april;415910.0
402;Geslacht: vrouwen;2022 mei;416200.0
403;Geslacht: vrouwen;2022 juni;412930.0
404;Geslacht: vrouwen;2022 juli;412950.0
405;Geslacht: vrouwen;2022 augustus;413210.0
406;Geslacht: vrouwen;2022 september;413610.0
407;Geslacht: vrouwen;2022 oktober;414990.0
408;Geslacht: vrouwen;2022 november;415170.0
409;Geslacht: vrouwen;2022 december;415010.0
410;Geslacht: vrouwen;2023 januari;416840.0
411;Geslacht: vrouwen;2023 februari;421170.0
412;Geslacht: vrouwen;2023 maart;423430.0
413;Geslacht: vrouwen;2023 april;424080.0
414;Geslacht: vrouwen;2023 mei;424740.0
415;Geslacht: vrouwen;2023 juni;421430.0
416;Geslacht: vrouwen;2023 juli;421760.0
417;Geslacht: vrouwen;2023 augustus;422390.0
418;Geslacht: vrouwen;2023 september;422830.0
419;Geslacht: vrouwen;2023 oktober;424120.0
420;Geslacht: vrouwen;2023 november;424840.0
421;Geslacht: vrouwen;2023 december;424900.0
422;Geslacht: vrouwen;2024 januari;427620.0
423;Geslacht: vrouwen;2024 februari;432660.0
424;Geslacht: vrouwen;2024 maart;433810.0
425;Geslacht: vrouwen;2024 april;434840.0
426;Geslacht: vrouwen;2024 mei;435740.0
427;Geslacht: vrouwen;2024 juni;432820.0
428;Geslacht: vrouwen;2024 juli;433910.0
429;Geslacht: vrouwen;2024 augustus;434640.0
430;Geslacht: vrouwen;2024 september;435830.0
431;Geslacht: vrouwen;2024 oktober;437970.0
432;Geslacht: vrouwen;2024 november;439000.0
433;Geslacht: vrouwen;2024 december;440000.0
434;Geslacht: vrouwen;2025 januari;443000.0
435;Leeftijd: jonger dan 27 jaar;2013 januari;81690.0
436;Leeftijd: jonger dan 27 jaar;2013 februari;83000.0
437;Leeftijd: jonger dan 27 jaar;2013 maart;83570.0
438;Leeftijd: jonger dan 27 jaar;2013 april;83970.0
439;Leeftijd: jonger dan 27 jaar;2013 mei;83340.0
440;Leeftijd: jonger dan 27 jaar;2013 juni;83670.0
441;Leeftijd: jonger dan 27 jaar;2013 juli;84240.0
442;Leeftijd: jonger dan 27 jaar;2013 augustus;84640.0
443;Leeftijd: jonger dan 27 jaar;2013 september;85020.0
444;Leeftijd: jonger dan 27 jaar;2013 oktober;85800.0
445;Leeftijd: jonger dan 27 jaar;2013 november;86070.0
446;Leeftijd: jonger dan 27 jaar;2013 december;86450.0
447;Leeftijd: jonger dan 27 jaar;2014 januari;87780.0
448;Leeftijd: jonger dan 27 jaar;2014 februari;88000.0
449;Leeftijd: jonger dan 27 jaar;2014 maart;88510.0
450;Leeftijd: jonger dan 27 jaar;2014 april;88790.0
451;Leeftijd: jonger dan 27 jaar;2014 mei;88060.0
452;Leeftijd: jonger dan 27 jaar;2014 juni;88340.0
453;Leeftijd: jonger dan 27 jaar;2014 juli;88700.0
454;Leeftijd: jonger dan 27 jaar;2014 augustus;88890.0
455;Leeftijd: jonger dan 27 jaar;2014 september;89190.0
456;Leeftijd: jonger dan 27 jaar;2014 oktober;89870.0
457;Leeftijd: jonger dan 27 jaar;2014 november;90130.0
458;Leeftijd: jonger dan 27 jaar;2014 december;91100.0
459;Leeftijd: jonger dan 27 jaar;2015 januari;90300.0
460;Leeftijd: jonger dan 27 jaar;2015 februari;90300.0
461;Leeftijd: jonger dan 27 jaar;2015 maart;89550.0
462;Leeftijd: jonger dan 27 jaar;2015 april;88860.0
463;Leeftijd: jonger dan 27 jaar;2015 mei;86970.0
464;Leeftijd: jonger dan 27 jaar;2015 juni;86180.0
465;Leeftijd: jonger dan 27 jaar;2015 juli;85330.0
466;Leeftijd: jonger dan 27 jaar;2015 augustus;84510.0
467;Leeftijd: jonger dan 27 jaar;2015 september;83550.0
468;Leeftijd: jonger dan 27 jaar;2015 oktober;82890.0
469;Leeftijd: jonger dan 27 jaar;2015 november;82070.0
470;Leeftijd: jonger dan 27 jaar;2015 december;81330.0
471;Leeftijd: jonger dan 27 jaar;2016 januari;80650.0
472;Leeftijd: jonger dan 27 jaar;2016 februari;80800.0
473;Leeftijd: jonger dan 27 jaar;2016 maart;80060.0
474;Leeftijd: jonger dan 27 jaar;2016 april;79330.0
475;Leeftijd: jonger dan 27 jaar;2016 mei;77680.0
476;Leeftijd: jonger dan 27 jaar;2016 juni;76950.0
477;Leeftijd: jonger dan 27 jaar;2016 juli;76360.0
478;Leeftijd: jonger dan 27 jaar;2016 augustus;75850.0
479;Leeftijd: jonger dan 27 jaar;2016 september;74960.0
480;Leeftijd: jonger dan 27 jaar;2016 oktober;74340.0
481;Leeftijd: jonger dan 27 jaar;2016 november;73480.0
482;Leeftijd: jonger dan 27 jaar;2016 december;72820.0
483;Leeftijd: jonger dan 27 jaar;2017 januari;72070.0
484;Leeftijd: jonger dan 27 jaar;2017 februari;72130.0
485;Leeftijd: jonger dan 27 jaar;2017 maart;71350.0
486;Leeftijd: jonger dan 27 jaar;2017 april;70680.0
487;Leeftijd: jonger dan 27 jaar;2017 mei;69930.0
488;Leeftijd: jonger dan 27 jaar;2017 juni;67950.0
489;Leeftijd: jonger dan 27 jaar;2017 juli;67460.0
490;Leeftijd: jonger dan 27 jaar;2017 augustus;66710.0
491;Leeftijd: jonger dan 27 jaar;2017 september;65690.0
492;Leeftijd: jonger dan 27 jaar;2017 oktober;64890.0
493;Leeftijd: jonger dan 27 jaar;2017 november;64120.0
494;Leeftijd: jonger dan 27 jaar;2017 december;63410.0
495;Leeftijd: jonger dan 27 jaar;2018 januari;62650.0
496;Leeftijd: jonger dan 27 jaar;2018 februari;62710.0
497;Leeftijd: jonger dan 27 jaar;2018 maart;61910.0
498;Leeftijd: jonger dan 27 jaar;2018 april;61240.0
499;Leeftijd: jonger dan 27 jaar;2018 mei;60450.0
500;Leeftijd: jonger dan 27 jaar;2018 juni;58520.0
501;Leeftijd: jonger dan 27 jaar;2018 juli;58090.0
502;Leeftijd: jonger dan 27 jaar;2018 augustus;57440.0
503;Leeftijd: jonger dan 27 jaar;2018 september;56450.0
504;Leeftijd: jonger dan 27 jaar;2018 oktober;55760.0
505;Leeftijd: jonger dan 27 jaar;2018 november;55020.0
506;Leeftijd: jonger dan 27 jaar;2018 december;54230.0
507;Leeftijd: jonger dan 27 jaar;2019 januari;53520.0
508;Leeftijd: jonger dan 27 jaar;2019 februari;53770.0
509;Leeftijd: jonger dan 27 jaar;2019 maart;53070.0
510;Leeftijd: jonger dan 27 jaar;2019 april;52510.0
511;Leeftijd: jonger dan 27 jaar;2019 mei;51810.0
512;Leeftijd: jonger dan 27 jaar;2019 juni;49870.0
513;Leeftijd: jonger dan 27 jaar;2019 juli;49500.0
514;Leeftijd: jonger dan 27 jaar;2019 augustus;49000.0
515;Leeftijd: jonger dan 27 jaar;2019 september;48110.0
516;Leeftijd: jonger dan 27 jaar;2019 oktober;47450.0
517;Leeftijd: jonger dan 27 jaar;2019 november;46840.0
518;Leeftijd: jonger dan 27 jaar;2019 december;46160.0
519;Leeftijd: jonger dan 27 jaar;2020 januari;45640.0
520;Leeftijd: jonger dan 27 jaar;2020 februari;45890.0
521;Leeftijd: jonger dan 27 jaar;2020 maart;45300.0
522;Leeftijd: jonger dan 27 jaar;2020 april;44750.0
523;Leeftijd: jonger dan 27 jaar;2020 mei;44190.0
524;Leeftijd: jonger dan 27 jaar;2020 juni;42670.0
525;Leeftijd: jonger dan 27 jaar;2020 juli;42350.0
526;Leeftijd: jonger dan 27 jaar;2020 augustus;41980.0
527;Leeftijd: jonger dan 27 jaar;2020 september;41700.0
528;Leeftijd: jonger dan 27 jaar;2020 oktober;41850.0
529;Leeftijd: jonger dan 27 jaar;2020 november;41520.0
530;Leeftijd: jonger dan 27 jaar;2020 december;41200.0
531;Leeftijd: jonger dan 27 jaar;2021 januari;40820.0
532;Leeftijd: jonger dan 27 jaar;2021 februari;40630.0
533;Leeftijd: jonger dan 27 jaar;2021 maart;40210.0
534;Leeftijd: jonger dan 27 jaar;2021 april;39800.0
535;Leeftijd: jonger dan 27 jaar;2021 mei;39330.0
536;Leeftijd: jonger dan 27 jaar;2021 juni;38530.0
537;Leeftijd: jonger dan 27 jaar;2021 juli;38080.0
538;Leeftijd: jonger dan 27 jaar;2021 augustus;37690.0
539;Leeftijd: jonger dan 27 jaar;2021 september;37320.0
540;Leeftijd: jonger dan 27 jaar;2021 oktober;37210.0
541;Leeftijd: jonger dan 27 jaar;2021 november;36840.0
542;Leeftijd: jonger dan 27 jaar;2021 december;36460.0
543;Leeftijd: jonger dan 27 jaar;2022 januari;36020.0
544;Leeftijd: jonger dan 27 jaar;2022 februari;35990.0
545;Leeftijd: jonger dan 27 jaar;2022 maart;35640.0
546;Leeftijd: jonger dan 27 jaar;2022 april;35370.0
547;Leeftijd: jonger dan 27 jaar;2022 mei;35080.0
548;Leeftijd: jonger dan 27 jaar;2022 juni;34420.0
549;Leeftijd: jonger dan 27 jaar;2022 juli;34040.0
550;Leeftijd: jonger dan 27 jaar;2022 augustus;33650.0
551;Leeftijd: jonger dan 27 jaar;2022 september;33290.0
552;Leeftijd: jonger dan 27 jaar;2022 oktober;33050.0
553;Leeftijd: jonger dan 27 jaar;2022 november;32700.0
554;Leeftijd: jonger dan 27 jaar;2022 december;32450.0
555;Leeftijd: jonger dan 27 jaar;2023 januari;32120.0
556;Leeftijd: jonger dan 27 jaar;2023 februari;32060.0
557;Leeftijd: jonger dan 27 jaar;2023 maart;31820.0
558;Leeftijd: jonger dan 27 jaar;2023 april;31600.0
559;Leeftijd: jonger dan 27 jaar;2023 mei;31440.0
560;Leeftijd: jonger dan 27 jaar;2023 juni;31050.0
561;Leeftijd: jonger dan 27 jaar;2023 juli;30690.0
562;Leeftijd: jonger dan 27 jaar;2023 augustus;30440.0
563;Leeftijd: jonger dan 27 jaar;2023 september;30180.0
564;Leeftijd: jonger dan 27 jaar;2023 oktober;30050.0
