ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
1949;Delfstoffenwinning;Man_nen;Vast;2003, 2e kwartaal;8.0;8.0;416.0;2.0;418.0;3.0;0.0;3.0;;0.1;;
1950;Delfstoffenwinning;Man_nen;Vast;2003, 3e kwartaal;8.0;8.0;450.0;2.0;452.0;4.0;0.0;4.0;;0.1;;
1951;Delfstoffenwinning;Man_nen;Vast;2003, 4e kwartaal;8.0;7.9;436.0;0.0;437.0;4.0;0.0;4.0;;0.1;;
1952;Delfstoffenwinning;Man_nen;Vast;2003;8.0;8.0;1732.0;7.0;1738.0;14.0;0.0;14.0;;0.5;;
1953;Delfstoffenwinning;Man_nen;Vast;2004, 1e kwartaal;8.0;7.8;425.0;6.0;431.0;3.0;0.0;3.0;;0.1;;
1954;Delfstoffenwinning;Man_nen;Vast;2004, 2e kwartaal;8.0;7.8;405.0;4.0;409.0;3.0;0.0;3.0;;0.1;;
1955;Delfstoffenwinning;Man_nen;Vast;2004, 3e kwartaal;8.0;7.7;439.0;3.0;442.0;3.0;0.0;3.0;;0.1;;
1956;Delfstoffenwinning;Man_nen;Vast;2004, 4e kwartaal;8.0;7.6;438.0;1.0;439.0;3.0;0.0;3.0;;0.1;;
1957;Delfstoffenwinning;Man_nen;Vast;2004;8.0;7.7;1707.0;14.0;1721.0;13.0;0.0;14.0;;0.5;;
1958;Delfstoffenwinning;Man_nen;Vast;2005, 1e kwartaal;7.0;6.5;415.0;6.0;422.0;3.0;0.0;3.0;;0.1;;
1959;Delfstoffenwinning;Man_nen;Vast;2005, 2e kwartaal;7.0;6.5;416.0;4.0;420.0;3.0;0.0;3.0;;0.1;;
1960;Delfstoffenwinning;Man_nen;Vast;2005, 3e kwartaal;7.0;6.5;436.0;4.0;439.0;3.0;0.0;3.0;;0.1;;
1961;Delfstoffenwinning;Man_nen;Vast;2005, 4e kwartaal;7.0;6.5;422.0;1.0;423.0;3.0;0.0;3.0;;0.1;;
1962;Delfstoffenwinning;Man_nen;Vast;2005;7.0;6.5;1689.0;15.0;1704.0;11.0;0.0;11.0;;0.4;;
1963;Delfstoffenwinning;Man_nen;Vast;2006, 1e kwartaal;;;;;;;;;;;;
1964;Delfstoffenwinning;Man_nen;Vast;2006, 2e kwartaal;;;;;;;;;;;;
1965;Delfstoffenwinning;Man_nen;Vast;2006, 3e kwartaal;;;;;;;;;;;;
1966;Delfstoffenwinning;Man_nen;Vast;2006, 4e kwartaal;;;;;;;;;;;;
1967;Delfstoffenwinning;Man_nen;Vast;2006;;;;;;;;;;;;
1968;Delfstoffenwinning;Man_nen;Vast;2007, 1e kwartaal;;;;;;;;;;;;
1969;Delfstoffenwinning;Man_nen;Vast;2007, 2e kwartaal;;;;;;;;;;;;
1970;Delfstoffenwinning;Man_nen;Vast;2007, 3e kwartaal;;;;;;;;;;;;
1971;Delfstoffenwinning;Man_nen;Vast;2007, 4e kwartaal;;;;;;;;;;;;
1972;Delfstoffenwinning;Man_nen;Vast;2007;;;;;;;;;;;;
1973;Delfstoffenwinning;Man_nen;Vast;2008, 1e kwartaal*;;;;;;;;;;;;
1974;Delfstoffenwinning;Man_nen;Vast;2008, 2e kwartaal*;;;;;;;;;;;;
1975;Delfstoffenwinning;Man_nen;Vast;2008, 3e kwartaal*;;;;;;;;;;;;
1976;Delfstoffenwinning;Man_nen;Vast;2008, 4e kwartaal*;;;;;;;;;;;;
1977;Delfstoffenwinning;Man_nen;Vast;2008*;;;;;;;;;;;;
1978;Delfstoffenwinning;Man_nen;Vast;2009, 1e kwartaal*;;;;;;;;;;;;
1979;Delfstoffenwinning;Man_nen;Vast;2009, 2e kwartaal*;;;;;;;;;;;;
1980;Delfstoffenwinning;Man_nen;Vast;2009, 3e kwartaal*;;;;;;;;;;;;
1981;Delfstoffenwinning;Man_nen;Vast;2009, 4e kwartaal*;;;;;;;;;;;;
1982;Delfstoffenwinning;Man_nen;Vast;2009*;;;;;;;;;;;;
1983;Delfstoffenwinning;Man_nen;Vast;2010, 1e kwartaal*;;;;;;;;;;;;
1984;Delfstoffenwinning;Man_nen;Vast;2010, 2e kwartaal*;;;;;;;;;;;;
1985;Delfstoffenwinning;Man_nen;Vast;2010, 3e kwartaal*;;;;;;;;;;;;
1986;Delfstoffenwinning;Man_nen;Vast;2010, 4e kwartaal*;;;;;;;;;;;;
1987;Delfstoffenwinning;Man_nen;Vast;2010*;;;;;;;;;;;;
1988;Delfstoffenwinning;Man_nen;Vast;2011, 1e kwartaal*;;;;;;;;;;;;
1989;Delfstoffenwinning;Man_nen;Flexibel;2001, 1e kwartaal;;;;;;;;;;;;
1990;Delfstoffenwinning;Man_nen;Flexibel;2001, 2e kwartaal;;;;;;;;;;;;
1991;Delfstoffenwinning;Man_nen;Flexibel;2001, 3e kwartaal;;;;;;;;;;;;
1992;Delfstoffenwinning;Man_nen;Flexibel;2001, 4e kwartaal;;;;;;;;;;;;
1993;Delfstoffenwinning;Man_nen;Flexibel;2001;;;;;;;;;;;;
1994;Delfstoffenwinning;Man_nen;Flexibel;2002, 1e kwartaal;;;;;;;;;;;;
1995;Delfstoffenwinning;Man_nen;Flexibel;2002, 2e kwartaal;;;;;;;;;;;;
1996;Delfstoffenwinning;Man_nen;Flexibel;2002, 3e kwartaal;;;;;;;;;;;;
1997;Delfstoffenwinning;Man_nen;Flexibel;2002, 4e kwartaal;;;;;;;;;;;;
1998;Delfstoffenwinning;Man_nen;Flexibel;2002;;;;;;;;;;;;
1999;Delfstoffenwinning;Man_nen;Flexibel;2003, 1e kwartaal;;;;;;;;;;;;
2000;Delfstoffenwinning;Man_nen;Flexibel;2003, 2e kwartaal;;;;;;;;;;;;
2001;Delfstoffenwinning;Man_nen;Flexibel;2003, 3e kwartaal;;;;;;;;;;;;
2002;Delfstoffenwinning;Man_nen;Flexibel;2003, 4e kwartaal;;;;;;;;;;;;
2003;Delfstoffenwinning;Man_nen;Flexibel;2003;;;;;;;;;;;;
2004;Delfstoffenwinning;Man_nen;Flexibel;2004, 1e kwartaal;;;;;;;;;;;;
2005;Delfstoffenwinning;Man_nen;Flexibel;2004, 2e kwartaal;;;;;;;;;;;;
2006;Delfstoffenwinning;Man_nen;Flexibel;2004, 3e kwartaal;;;;;;;;;;;;
2007;Delfstoffenwinning;Man_nen;Flexibel;2004, 4e kwartaal;;;;;;;;;;;;
2008;Delfstoffenwinning;Man_nen;Flexibel;2004;;;;;;;;;;;;
2009;Delfstoffenwinning;Man_nen;Flexibel;2005, 1e kwartaal;;;;;;;;;;;;
2010;Delfstoffenwinning;Man_nen;Flexibel;2005, 2e kwartaal;;;;;;;;;;;;
2011;Delfstoffenwinning;Man_nen;Flexibel;2005, 3e kwartaal;;;;;;;;;;;;
2012;Delfstoffenwinning;Man_nen;Flexibel;2005, 4e kwartaal;;;;;;;;;;;;
2013;Delfstoffenwinning;Man_nen;Flexibel;2005;;;;;;;;;;;;
2014;Delfstoffenwinning;Man_nen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
2015;Delfstoffenwinning;Man_nen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
2016;Delfstoffenwinning;Man_nen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
2017;Delfstoffenwinning;Man_nen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
2018;Delfstoffenwinning;Man_nen;Flexibel;2006;;;;;;;;;;;;
2019;Delfstoffenwinning;Man_nen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
2020;Delfstoffenwinning;Man_nen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
2021;Delfstoffenwinning;Man_nen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
2022;Delfstoffenwinning;Man_nen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
2023;Delfstoffenwinning;Man_nen;Flexibel;2007;;;;;;;;;;;;
2024;Delfstoffenwinning;Man_nen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
2025;Delfstoffenwinning;Man_nen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
2026;Delfstoffenwinning;Man_nen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
2027;Delfstoffenwinning;Man_nen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
2028;Delfstoffenwinning;Man_nen;Flexibel;2008*;;;;;;;;;;;;
2029;Delfstoffenwinning;Man_nen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
2030;Delfstoffenwinning;Man_nen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
2031;Delfstoffenwinning;Man_nen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
2032;Delfstoffenwinning;Man_nen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
2033;Delfstoffenwinning;Man_nen;Flexibel;2009*;;;;;;;;;;;;
2034;Delfstoffenwinning;Man_nen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
2035;Delfstoffenwinning;Man_nen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
2036;Delfstoffenwinning;Man_nen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
2037;Delfstoffenwinning;Man_nen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
2038;Delfstoffenwinning;Man_nen;Flexibel;2010*;;;;;;;;;;;;
2039;Delfstoffenwinning;Man_nen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
2040;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;1.0;0.9;370.0;9.0;379.0;0.0;0.0;0.0;;0.0;;
2041;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;1.0;0.9;357.0;7.0;364.0;0.0;0.0;0.0;;0.0;;
2042;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;1.0;0.9;375.0;5.0;381.0;0.0;0.0;0.0;;0.0;;
2043;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;1.0;1.0;370.0;1.0;371.0;0.0;0.0;0.0;;0.0;;
2044;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;1.0;0.9;1472.0;22.0;1495.0;2.0;0.0;2.0;;0.0;;
2045;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 1e kwartaal;1.0;1.0;359.0;16.0;375.0;0.0;0.0;0.0;;0.0;;
2046;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 2e kwartaal;1.0;1.0;354.0;12.0;366.0;0.0;0.0;0.0;;0.0;;
2047;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 3e kwartaal;1.0;1.0;378.0;10.0;388.0;0.0;0.0;0.0;;0.0;;
2048;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 4e kwartaal;1.0;1.0;367.0;2.0;370.0;0.0;0.0;0.0;;0.0;;
2049;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002;1.0;1.0;1458.0;40.0;1498.0;2.0;0.0;2.0;;0.0;;
2050;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 1e kwartaal;1.0;1.0;368.0;0.0;368.0;0.0;0.0;0.0;;0.0;;
2051;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 2e kwartaal;1.0;1.0;357.0;0.0;357.0;0.0;0.0;0.0;;0.0;;
2052;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 3e kwartaal;1.0;1.0;386.0;0.0;386.0;0.0;0.0;0.0;;0.0;;
2053;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 4e kwartaal;1.0;1.0;373.0;0.0;373.0;0.0;0.0;0.0;;0.0;;
2054;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003;1.0;1.0;1484.0;0.0;1484.0;2.0;0.0;2.0;;0.0;;
2055;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 1e kwartaal;1.0;1.0;364.0;1.0;365.0;0.0;0.0;0.0;;0.0;;
2056;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 2e kwartaal;1.0;1.0;347.0;1.0;348.0;0.0;0.0;0.0;;0.0;;
2057;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 3e kwartaal;1.0;1.0;376.0;0.0;376.0;0.0;0.0;0.0;;0.0;;
2058;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 4e kwartaal;1.0;1.0;376.0;0.0;376.0;0.0;0.0;0.0;;0.0;;
2059;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004;1.0;1.0;1462.0;2.0;1464.0;2.0;0.0;2.0;;0.0;;
2060;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 1e kwartaal;1.0;0.8;361.0;1.0;362.0;0.0;0.0;0.0;;0.0;;
2061;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 2e kwartaal;1.0;0.8;362.0;1.0;363.0;0.0;0.0;0.0;;0.0;;
2062;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 3e kwartaal;1.0;0.8;379.0;1.0;380.0;0.0;0.0;0.0;;0.0;;
2063;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 4e kwartaal;1.0;0.9;368.0;0.0;368.0;0.0;0.0;0.0;;0.0;;
2064;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005;1.0;0.8;1471.0;3.0;1474.0;1.0;0.0;1.0;;0.0;;
2065;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 1e kwartaal;1.0;0.9;;;376.0;;;0.0;;;;
2066;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 2e kwartaal;1.0;0.9;;;358.0;;;0.0;;;;
2067;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 3e kwartaal;1.0;0.9;;;376.0;;;0.0;;;;
2068;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 4e kwartaal;1.0;0.9;;;364.0;;;0.0;;;;
2069;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006;1.0;0.9;;;1474.0;;;2.0;;;;
2070;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 1e kwartaal;1.0;0.9;;;365.0;;;0.0;;;;
2071;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 2e kwartaal;1.0;0.9;;;353.0;;;0.0;;;;
2072;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 3e kwartaal;1.0;0.9;;;373.0;;;0.0;;;;
2073;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 4e kwartaal;1.0;0.9;;;369.0;;;0.0;;;;
2074;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007;1.0;0.9;;;1459.0;;;2.0;;;;
2075;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 1e kwartaal*;1.0;0.9;;;363.0;;;0.0;;;;
2076;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 2e kwartaal*;1.0;0.9;;;358.0;;;0.0;;;;
2077;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 3e kwartaal*;1.0;0.9;;;374.0;;;0.0;;;;
2078;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 4e kwartaal*;1.0;0.9;;;365.0;;;0.0;;;;
2079;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008*;1.0;0.9;;;1460.0;;;2.0;;;;
2080;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 1e kwartaal*;1.0;0.9;;;363.0;;;0.0;;;;
2081;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 2e kwartaal*;1.0;1.0;;;353.0;;;0.0;;;;
2082;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 3e kwartaal*;1.0;1.0;;;374.0;;;0.0;;;;
2083;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 4e kwartaal*;1.0;0.9;;;370.0;;;0.0;;;;
2084;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009*;1.0;0.9;;;1460.0;;;2.0;;;;
2085;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 1e kwartaal*;1.0;1.0;;;363.0;;;0.0;;;;
2086;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 2e kwartaal*;1.0;1.0;;;347.0;;;0.0;;;;
2087;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 3e kwartaal*;1.0;1.0;;;375.0;;;0.0;;;;
2088;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 4e kwartaal*;1.0;0.9;;;376.0;;;0.0;;;;
2089;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010*;1.0;1.0;;;1460.0;;;2.0;;;;
2090;Delfstoffenwinning;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2011, 1e kwartaal*;;;;;;;;;;;;
2091;Delfstoffenwinning;Vrou_wen;Voltijd;2001, 1e kwartaal;1.0;0.7;443.0;1.0;443.0;0.0;0.0;0.0;;0.0;;
2092;Delfstoffenwinning;Vrou_wen;Voltijd;2001, 2e kwartaal;1.0;0.7;429.0;1.0;429.0;0.0;0.0;0.0;;0.0;;
2093;Delfstoffenwinning;Vrou_wen;Voltijd;2001, 3e kwartaal;1.0;0.7;449.0;1.0;450.0;0.0;0.0;0.0;;0.0;;
2094;Delfstoffenwinning;Vrou_wen;Voltijd;2001, 4e kwartaal;1.0;0.7;442.0;0.0;443.0;0.0;0.0;0.0;;0.0;;
2095;Delfstoffenwinning;Vrou_wen;Voltijd;2001;1.0;0.7;1763.0;2.0;1765.0;1.0;0.0;1.0;;0.0;;
2096;Delfstoffenwinning;Vrou_wen;Voltijd;2002, 1e kwartaal;1.0;0.7;436.0;1.0;437.0;0.0;0.0;0.0;;0.0;;
2097;Delfstoffenwinning;Vrou_wen;Voltijd;2002, 2e kwartaal;1.0;0.7;430.0;1.0;430.0;0.0;0.0;0.0;;0.0;;
2098;Delfstoffenwinning;Vrou_wen;Voltijd;2002, 3e kwartaal;1.0;0.7;457.0;1.0;458.0;0.0;0.0;0.0;;0.0;;
2099;Delfstoffenwinning;Vrou_wen;Voltijd;2002, 4e kwartaal;1.0;0.7;443.0;0.0;443.0;0.0;0.0;0.0;;0.0;;
2100;Delfstoffenwinning;Vrou_wen;Voltijd;2002;1.0;0.7;1767.0;2.0;1769.0;1.0;0.0;1.0;;0.0;;
2101;Delfstoffenwinning;Vrou_wen;Voltijd;2003, 1e kwartaal;1.0;0.7;439.0;0.0;439.0;0.0;0.0;0.0;;0.0;;
2102;Delfstoffenwinning;Vrou_wen;Voltijd;2003, 2e kwartaal;1.0;0.7;425.0;0.0;425.0;0.0;0.0;0.0;;0.0;;
2103;Delfstoffenwinning;Vrou_wen;Voltijd;2003, 3e kwartaal;1.0;0.7;460.0;0.0;460.0;0.0;0.0;0.0;;0.0;;
2104;Delfstoffenwinning;Vrou_wen;Voltijd;2003, 4e kwartaal;1.0;0.7;446.0;0.0;446.0;0.0;0.0;0.0;;0.0;;
2105;Delfstoffenwinning;Vrou_wen;Voltijd;2003;1.0;0.7;1770.0;0.0;1770.0;1.0;0.0;1.0;;0.0;;
2106;Delfstoffenwinning;Vrou_wen;Voltijd;2004, 1e kwartaal;1.0;0.7;433.0;0.0;433.0;0.0;0.0;0.0;;0.0;;
2107;Delfstoffenwinning;Vrou_wen;Voltijd;2004, 2e kwartaal;1.0;0.7;413.0;0.0;413.0;0.0;0.0;0.0;;0.0;;
2108;Delfstoffenwinning;Vrou_wen;Voltijd;2004, 3e kwartaal;1.0;0.7;447.0;0.0;447.0;0.0;0.0;0.0;;0.0;;
2109;Delfstoffenwinning;Vrou_wen;Voltijd;2004, 4e kwartaal;1.0;0.7;447.0;0.0;447.0;0.0;0.0;0.0;;0.0;;
2110;Delfstoffenwinning;Vrou_wen;Voltijd;2004;1.0;0.7;1740.0;0.0;1740.0;1.0;0.0;1.0;;0.0;;
2111;Delfstoffenwinning;Vrou_wen;Voltijd;2005, 1e kwartaal;1.0;0.6;430.0;0.0;430.0;0.0;0.0;0.0;;0.0;;
2112;Delfstoffenwinning;Vrou_wen;Voltijd;2005, 2e kwartaal;1.0;0.6;430.0;0.0;430.0;0.0;0.0;0.0;;0.0;;
2113;Delfstoffenwinning;Vrou_wen;Voltijd;2005, 3e kwartaal;1.0;0.6;450.0;0.0;450.0;0.0;0.0;0.0;;0.0;;
2114;Delfstoffenwinning;Vrou_wen;Voltijd;2005, 4e kwartaal;1.0;0.6;436.0;0.0;436.0;0.0;0.0;0.0;;0.0;;
2115;Delfstoffenwinning;Vrou_wen;Voltijd;2005;1.0;0.6;1745.0;0.0;1746.0;1.0;0.0;1.0;;0.0;;
2116;Delfstoffenwinning;Vrou_wen;Voltijd;2006, 1e kwartaal;1.0;0.6;;;445.0;;;0.0;;;;
2117;Delfstoffenwinning;Vrou_wen;Voltijd;2006, 2e kwartaal;1.0;0.6;;;424.0;;;0.0;;;;
2118;Delfstoffenwinning;Vrou_wen;Voltijd;2006, 3e kwartaal;1.0;0.6;;;445.0;;;0.0;;;;
2119;Delfstoffenwinning;Vrou_wen;Voltijd;2006, 4e kwartaal;1.0;0.6;;;431.0;;;0.0;;;;
2120;Delfstoffenwinning;Vrou_wen;Voltijd;2006;1.0;0.6;;;1745.0;;;1.0;;;;
2121;Delfstoffenwinning;Vrou_wen;Voltijd;2007, 1e kwartaal;1.0;0.6;;;435.0;;;0.0;;;;
2122;Delfstoffenwinning;Vrou_wen;Voltijd;2007, 2e kwartaal;1.0;0.6;;;419.0;;;0.0;;;;
2123;Delfstoffenwinning;Vrou_wen;Voltijd;2007, 3e kwartaal;1.0;0.6;;;440.0;;;0.0;;;;
2124;Delfstoffenwinning;Vrou_wen;Voltijd;2007, 4e kwartaal;1.0;0.6;;;431.0;;;0.0;;;;
2125;Delfstoffenwinning;Vrou_wen;Voltijd;2007;1.0;0.6;;;1725.0;;;1.0;;;;
2126;Delfstoffenwinning;Vrou_wen;Voltijd;2008, 1e kwartaal*;1.0;0.6;;;423.0;;;0.0;;;;
2127;Delfstoffenwinning;Vrou_wen;Voltijd;2008, 2e kwartaal*;1.0;0.6;;;424.0;;;0.0;;;;
2128;Delfstoffenwinning;Vrou_wen;Voltijd;2008, 3e kwartaal*;1.0;0.6;;;441.0;;;0.0;;;;
2129;Delfstoffenwinning;Vrou_wen;Voltijd;2008, 4e kwartaal*;1.0;0.6;;;430.0;;;0.0;;;;
2130;Delfstoffenwinning;Vrou_wen;Voltijd;2008*;1.0;0.6;;;1719.0;;;1.0;;;;
2131;Delfstoffenwinning;Vrou_wen;Voltijd;2009, 1e kwartaal*;1.0;0.6;;;423.0;;;0.0;;;;
2132;Delfstoffenwinning;Vrou_wen;Voltijd;2009, 2e kwartaal*;1.0;0.7;;;417.0;;;0.0;;;;
2133;Delfstoffenwinning;Vrou_wen;Voltijd;2009, 3e kwartaal*;1.0;0.7;;;441.0;;;0.0;;;;
2134;Delfstoffenwinning;Vrou_wen;Voltijd;2009, 4e kwartaal*;1.0;0.6;;;436.0;;;0.0;;;;
2135;Delfstoffenwinning;Vrou_wen;Voltijd;2009*;1.0;0.6;;;1718.0;;;1.0;;;;
2136;Delfstoffenwinning;Vrou_wen;Voltijd;2010, 1e kwartaal*;;;;;;;;;;;;
2137;Delfstoffenwinning;Vrou_wen;Voltijd;2010, 2e kwartaal*;;;;;;;;;;;;
2138;Delfstoffenwinning;Vrou_wen;Voltijd;2010, 3e kwartaal*;;;;;;;;;;;;
2139;Delfstoffenwinning;Vrou_wen;Voltijd;2010, 4e kwartaal*;;;;;;;;;;;;
2140;Delfstoffenwinning;Vrou_wen;Voltijd;2010*;;;;;;;;;;;;
2141;Delfstoffenwinning;Vrou_wen;Voltijd;2011, 1e kwartaal*;;;;;;;;;;;;
2142;Delfstoffenwinning;Vrou_wen;Deeltijd;2001, 1e kwartaal;;;;;;;;;;;;
2143;Delfstoffenwinning;Vrou_wen;Deeltijd;2001, 2e kwartaal;;;;;;;;;;;;
2144;Delfstoffenwinning;Vrou_wen;Deeltijd;2001, 3e kwartaal;;;;;;;;;;;;
2145;Delfstoffenwinning;Vrou_wen;Deeltijd;2001, 4e kwartaal;;;;;;;;;;;;
2146;Delfstoffenwinning;Vrou_wen;Deeltijd;2001;;;;;;;;;;;;
2147;Delfstoffenwinning;Vrou_wen;Deeltijd;2002, 1e kwartaal;1.0;0.3;253.0;38.0;291.0;0.0;0.0;0.0;;0.0;;
2148;Delfstoffenwinning;Vrou_wen;Deeltijd;2002, 2e kwartaal;1.0;0.3;250.0;27.0;277.0;0.0;0.0;0.0;;0.0;;
2149;Delfstoffenwinning;Vrou_wen;Deeltijd;2002, 3e kwartaal;1.0;0.3;266.0;22.0;288.0;0.0;0.0;0.0;;0.0;;
2150;Delfstoffenwinning;Vrou_wen;Deeltijd;2002, 4e kwartaal;;;;;;;;;;;;
2151;Delfstoffenwinning;Vrou_wen;Deeltijd;2002;1.0;0.3;1027.0;93.0;1120.0;1.0;0.0;1.0;;0.0;;
2152;Delfstoffenwinning;Vrou_wen;Deeltijd;2003, 1e kwartaal;;;;;;;;;;;;
2153;Delfstoffenwinning;Vrou_wen;Deeltijd;2003, 2e kwartaal;;;;;;;;;;;;
2154;Delfstoffenwinning;Vrou_wen;Deeltijd;2003, 3e kwartaal;;;;;;;;;;;;
2155;Delfstoffenwinning;Vrou_wen;Deeltijd;2003, 4e kwartaal;;;;;;;;;;;;
2156;Delfstoffenwinning;Vrou_wen;Deeltijd;2003;;;;;;;;;;;;
2157;Delfstoffenwinning;Vrou_wen;Deeltijd;2004, 1e kwartaal;1.0;0.3;276.0;2.0;278.0;0.0;0.0;0.0;;0.0;;
