ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
4522;Bouwnijverheid;Vrou_wen;Vast;2007;;;;;;;;;;;;
4523;Bouwnijverheid;Vrou_wen;Vast;2008, 1e kwartaal*;;;;;;;;;;;;
4524;Bouwnijverheid;Vrou_wen;Vast;2008, 2e kwartaal*;;;;;;;;;;;;
4525;Bouwnijverheid;Vrou_wen;Vast;2008, 3e kwartaal*;;;;;;;;;;;;
4526;Bouwnijverheid;Vrou_wen;Vast;2008, 4e kwartaal*;;;;;;;;;;;;
4527;Bouwnijverheid;Vrou_wen;Vast;2008*;;;;;;;;;;;;
4528;Bouwnijverheid;Vrou_wen;Vast;2009, 1e kwartaal*;;;;;;;;;;;;
4529;Bouwnijverheid;Vrou_wen;Vast;2009, 2e kwartaal*;;;;;;;;;;;;
4530;Bouwnijverheid;Vrou_wen;Vast;2009, 3e kwartaal*;;;;;;;;;;;;
4531;Bouwnijverheid;Vrou_wen;Vast;2009, 4e kwartaal*;;;;;;;;;;;;
4532;Bouwnijverheid;Vrou_wen;Vast;2009*;;;;;;;;;;;;
4533;Bouwnijverheid;Vrou_wen;Vast;2010, 1e kwartaal*;;;;;;;;;;;;
4534;Bouwnijverheid;Vrou_wen;Vast;2010, 2e kwartaal*;;;;;;;;;;;;
4535;Bouwnijverheid;Vrou_wen;Vast;2010, 3e kwartaal*;;;;;;;;;;;;
4536;Bouwnijverheid;Vrou_wen;Vast;2010, 4e kwartaal*;;;;;;;;;;;;
4537;Bouwnijverheid;Vrou_wen;Vast;2010*;;;;;;;;;;;;
4538;Bouwnijverheid;Vrou_wen;Vast;2011, 1e kwartaal*;;;;;;;;;;;;
4539;Bouwnijverheid;Vrou_wen;Flexibel;2001, 1e kwartaal;1.0;0.3;241.0;0.0;241.0;0.0;0.0;0.0;;0.0;;
4540;Bouwnijverheid;Vrou_wen;Flexibel;2001, 2e kwartaal;1.0;0.3;235.0;0.0;235.0;0.0;0.0;0.0;;0.0;;
4541;Bouwnijverheid;Vrou_wen;Flexibel;2001, 3e kwartaal;1.0;0.3;246.0;0.0;246.0;0.0;0.0;0.0;;0.0;;
4542;Bouwnijverheid;Vrou_wen;Flexibel;2001, 4e kwartaal;1.0;0.3;242.0;0.0;242.0;0.0;0.0;0.0;;0.0;;
4543;Bouwnijverheid;Vrou_wen;Flexibel;2001;1.0;0.3;964.0;0.0;965.0;1.0;0.0;1.0;;0.0;;
4544;Bouwnijverheid;Vrou_wen;Flexibel;2002, 1e kwartaal;1.0;0.3;214.0;0.0;214.0;0.0;0.0;0.0;;0.0;;
4545;Bouwnijverheid;Vrou_wen;Flexibel;2002, 2e kwartaal;1.0;0.3;208.0;0.0;208.0;0.0;0.0;0.0;;0.0;;
4546;Bouwnijverheid;Vrou_wen;Flexibel;2002, 3e kwartaal;1.0;0.3;222.0;0.0;222.0;0.0;0.0;0.0;;0.0;;
4547;Bouwnijverheid;Vrou_wen;Flexibel;2002, 4e kwartaal;1.0;0.3;215.0;0.0;215.0;0.0;0.0;0.0;;0.0;;
4548;Bouwnijverheid;Vrou_wen;Flexibel;2002;1.0;0.3;859.0;0.0;859.0;0.0;0.0;0.0;;0.0;;
4549;Bouwnijverheid;Vrou_wen;Flexibel;2003, 1e kwartaal;1.0;0.3;200.0;0.0;200.0;0.0;0.0;0.0;;0.0;;
4550;Bouwnijverheid;Vrou_wen;Flexibel;2003, 2e kwartaal;1.0;0.3;194.0;0.0;194.0;0.0;0.0;0.0;;0.0;;
4551;Bouwnijverheid;Vrou_wen;Flexibel;2003, 3e kwartaal;1.0;0.3;208.0;0.0;208.0;0.0;0.0;0.0;;0.0;;
4552;Bouwnijverheid;Vrou_wen;Flexibel;2003, 4e kwartaal;1.0;0.3;201.0;0.0;201.0;0.0;0.0;0.0;;0.0;;
4553;Bouwnijverheid;Vrou_wen;Flexibel;2003;1.0;0.3;804.0;0.0;804.0;0.0;0.0;0.0;;0.0;;
4554;Bouwnijverheid;Vrou_wen;Flexibel;2004, 1e kwartaal;1.0;0.2;178.0;0.0;178.0;0.0;0.0;0.0;;0.0;;
4555;Bouwnijverheid;Vrou_wen;Flexibel;2004, 2e kwartaal;1.0;0.2;167.0;0.0;167.0;0.0;0.0;0.0;;0.0;;
4556;Bouwnijverheid;Vrou_wen;Flexibel;2004, 3e kwartaal;1.0;0.2;182.0;0.0;182.0;0.0;0.0;0.0;;0.0;;
4557;Bouwnijverheid;Vrou_wen;Flexibel;2004, 4e kwartaal;1.0;0.2;180.0;0.0;180.0;0.0;0.0;0.0;;0.0;;
4558;Bouwnijverheid;Vrou_wen;Flexibel;2004;1.0;0.2;706.0;0.0;706.0;0.0;0.0;0.0;;0.0;;
4559;Bouwnijverheid;Vrou_wen;Flexibel;2005, 1e kwartaal;;;;;;;;;;;;
4560;Bouwnijverheid;Vrou_wen;Flexibel;2005, 2e kwartaal;;;;;;;;;;;;
4561;Bouwnijverheid;Vrou_wen;Flexibel;2005, 3e kwartaal;;;;;;;;;;;;
4562;Bouwnijverheid;Vrou_wen;Flexibel;2005, 4e kwartaal;;;;;;;;;;;;
4563;Bouwnijverheid;Vrou_wen;Flexibel;2005;;;;;;;;;;;;
4564;Bouwnijverheid;Vrou_wen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
4565;Bouwnijverheid;Vrou_wen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
4566;Bouwnijverheid;Vrou_wen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
4567;Bouwnijverheid;Vrou_wen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
4568;Bouwnijverheid;Vrou_wen;Flexibel;2006;;;;;;;;;;;;
4569;Bouwnijverheid;Vrou_wen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
4570;Bouwnijverheid;Vrou_wen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
4571;Bouwnijverheid;Vrou_wen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
4572;Bouwnijverheid;Vrou_wen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
4573;Bouwnijverheid;Vrou_wen;Flexibel;2007;;;;;;;;;;;;
4574;Bouwnijverheid;Vrou_wen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
4575;Bouwnijverheid;Vrou_wen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
4576;Bouwnijverheid;Vrou_wen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
4577;Bouwnijverheid;Vrou_wen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
4578;Bouwnijverheid;Vrou_wen;Flexibel;2008*;;;;;;;;;;;;
4579;Bouwnijverheid;Vrou_wen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
4580;Bouwnijverheid;Vrou_wen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
4581;Bouwnijverheid;Vrou_wen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
4582;Bouwnijverheid;Vrou_wen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
4583;Bouwnijverheid;Vrou_wen;Flexibel;2009*;;;;;;;;;;;;
4584;Bouwnijverheid;Vrou_wen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
4585;Bouwnijverheid;Vrou_wen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
4586;Bouwnijverheid;Vrou_wen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
4587;Bouwnijverheid;Vrou_wen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
4588;Bouwnijverheid;Vrou_wen;Flexibel;2010*;;;;;;;;;;;;
4589;Bouwnijverheid;Vrou_wen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
4590;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;1242.0;912.5;318.0;4.0;322.0;396.0;5.0;400.0;7.4;6.1;1.3;8.1
4591;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;1260.0;920.8;307.0;3.0;310.0;387.0;4.0;391.0;8.6;7.2;1.5;9.4
4592;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;1271.0;926.0;321.0;3.0;324.0;408.0;4.0;412.0;7.2;6.0;1.2;7.7
4593;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;1271.0;923.4;315.0;3.0;318.0;400.0;4.0;404.0;7.6;6.3;1.3;8.2
4594;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;1261.0;920.7;1261.0;13.0;1274.0;1590.0;17.0;1607.0;30.7;25.5;5.2;33.4
4595;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 1e kwartaal;1253.0;908.3;310.0;3.0;313.0;389.0;4.0;392.0;7.6;6.2;1.4;8.4
4596;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 2e kwartaal;1266.0;913.5;304.0;3.0;307.0;385.0;4.0;388.0;9.1;7.5;1.7;10.0
4597;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 3e kwartaal;1273.0;915.7;322.0;3.0;325.0;410.0;4.0;414.0;7.3;6.0;1.3;8.0
4598;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 4e kwartaal;1271.0;913.7;312.0;2.0;315.0;397.0;3.0;400.0;7.8;6.4;1.4;8.5
4599;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002;1266.0;912.8;1249.0;11.0;1260.0;1581.0;14.0;1594.0;31.8;26.1;5.8;34.9
4600;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 1e kwartaal;1257.0;898.1;307.0;3.0;310.0;386.0;4.0;390.0;7.8;6.3;1.5;8.7
4601;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 2e kwartaal;1265.0;901.2;296.0;3.0;299.0;375.0;4.0;379.0;9.4;7.6;1.7;10.4
4602;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 3e kwartaal;1267.0;901.1;320.0;3.0;323.0;406.0;4.0;409.0;7.6;6.2;1.4;8.4
4603;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 4e kwartaal;1258.0;895.5;311.0;2.0;313.0;391.0;3.0;394.0;7.9;6.4;1.5;8.9
4604;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003;1262.0;899.0;1234.0;11.0;1246.0;1557.0;14.0;1572.0;32.7;26.6;6.1;36.3
4605;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 1e kwartaal;1249.0;900.3;313.0;3.0;316.0;390.0;4.0;394.0;8.0;6.5;1.5;8.9
4606;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 2e kwartaal;1250.0;900.1;297.0;3.0;301.0;372.0;4.0;376.0;9.7;7.9;1.9;10.8
4607;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 3e kwartaal;1251.0;898.7;321.0;3.0;324.0;402.0;4.0;405.0;7.7;6.2;1.5;8.5
4608;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 4e kwartaal;1239.0;891.6;322.0;3.0;324.0;399.0;3.0;402.0;8.1;6.5;1.6;9.1
4609;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004;1247.0;897.7;1253.0;12.0;1265.0;1562.0;15.0;1577.0;33.5;27.1;6.4;37.3
4610;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 1e kwartaal;1233.0;885.3;308.0;3.0;311.0;379.0;4.0;383.0;7.9;6.4;1.5;9.0
4611;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 2e kwartaal;1236.0;886.4;307.0;3.0;310.0;380.0;4.0;384.0;9.8;8.0;1.8;11.1
4612;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 3e kwartaal;1239.0;886.8;321.0;3.0;325.0;398.0;4.0;402.0;7.7;6.3;1.4;8.7
4613;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 4e kwartaal;1232.0;883.5;312.0;3.0;315.0;385.0;3.0;388.0;8.1;6.6;1.5;9.2
4614;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005;1235.0;885.5;1248.0;12.0;1261.0;1542.0;15.0;1557.0;33.6;27.3;6.3;37.9
4615;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 1e kwartaal;1239.0;892.4;;;323.0;;;400.0;8.1;6.6;1.5;9.1
4616;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 2e kwartaal;1247.0;897.7;;;308.0;;;384.0;10.1;8.2;1.9;11.2
4617;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 3e kwartaal;1257.0;904.6;;;323.0;;;406.0;8.0;6.5;1.5;8.9
4618;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 4e kwartaal;1262.0;907.6;;;312.0;;;394.0;8.7;7.1;1.6;9.6
4619;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006;1251.0;900.6;;;1266.0;;;1584.0;35.0;28.4;6.6;38.9
4620;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 1e kwartaal;1268.0;910.9;;;317.0;;;402.0;8.6;7.0;1.6;9.5
4621;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 2e kwartaal;1286.0;922.4;;;307.0;;;395.0;10.6;8.6;2.0;11.5
4622;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 3e kwartaal;1304.0;933.7;;;322.0;;;419.0;8.5;7.0;1.5;9.1
4623;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 4e kwartaal;1307.0;935.6;;;313.0;;;409.0;9.3;7.5;1.7;9.9
4624;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007;1291.0;925.8;;;1258.0;;;1625.0;37.0;30.1;6.9;39.9
4625;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 1e kwartaal*;1304.0;931.1;;;309.0;;;402.0;9.1;7.4;1.7;9.8
4626;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 2e kwartaal*;1322.0;946.4;;;309.0;;;409.0;11.3;9.1;2.1;11.9
4627;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 3e kwartaal*;1332.0;952.4;;;319.0;;;425.0;9.0;7.4;1.7;9.5
4628;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 4e kwartaal*;1331.0;948.4;;;307.0;;;409.0;9.7;7.9;1.8;10.3
4629;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008*;1322.0;944.5;;;1244.0;;;1645.0;39.1;31.8;7.4;41.4
4630;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 1e kwartaal*;1318.0;940.2;;;308.0;;;406.0;9.5;7.7;1.8;10.1
4631;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 2e kwartaal*;1320.0;943.1;;;304.0;;;401.0;11.5;9.3;2.2;12.2
4632;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 3e kwartaal*;1313.0;937.3;;;318.0;;;418.0;8.9;7.3;1.6;9.5
4633;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 4e kwartaal*;1312.0;933.1;;;311.0;;;408.0;9.5;7.7;1.8;10.2
4634;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009*;1316.0;938.4;;;1242.0;;;1634.0;39.4;32.1;7.4;42.0
4635;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 1e kwartaal*;1291.0;919.5;;;308.0;;;397.0;9.3;7.5;1.8;10.1
4636;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 2e kwartaal*;1303.0;929.9;;;299.0;;;389.0;11.5;9.3;2.2;12.3
4637;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 3e kwartaal*;1310.0;933.7;;;318.0;;;416.0;9.0;7.4;1.7;9.7
4638;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 4e kwartaal*;1327.0;941.8;;;315.0;;;418.0;9.7;7.9;1.8;10.3
4639;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010*;1308.0;931.3;;;1239.0;;;1621.0;39.5;32.0;7.5;42.4
4640;Handel;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2011, 1e kwartaal*;;;;;;;;;;;;
4641;Handel;To_taal man_nen en vrou_wen;Voltijd;2001, 1e kwartaal;664.0;664.1;435.0;5.0;440.0;289.0;3.0;292.0;;5.0;;
4642;Handel;To_taal man_nen en vrou_wen;Voltijd;2001, 2e kwartaal;666.0;665.6;421.0;5.0;426.0;280.0;3.0;283.0;;5.8;;
4643;Handel;To_taal man_nen en vrou_wen;Voltijd;2001, 3e kwartaal;666.0;666.4;442.0;5.0;446.0;294.0;3.0;297.0;;4.8;;
4644;Handel;To_taal man_nen en vrou_wen;Voltijd;2001, 4e kwartaal;662.0;662.2;435.0;4.0;439.0;288.0;3.0;291.0;;5.1;;
4645;Handel;To_taal man_nen en vrou_wen;Voltijd;2001;665.0;664.6;1732.0;18.0;1751.0;1151.0;12.0;1164.0;;20.7;;
4646;Handel;To_taal man_nen en vrou_wen;Voltijd;2002, 1e kwartaal;649.0;649.9;430.0;4.0;434.0;279.0;3.0;282.0;;5.0;;
4647;Handel;To_taal man_nen en vrou_wen;Voltijd;2002, 2e kwartaal;649.0;649.8;423.0;4.0;427.0;275.0;2.0;277.0;;6.0;;
4648;Handel;To_taal man_nen en vrou_wen;Voltijd;2002, 3e kwartaal;649.0;649.3;450.0;4.0;454.0;292.0;2.0;294.0;;4.8;;
4649;Handel;To_taal man_nen en vrou_wen;Voltijd;2002, 4e kwartaal;646.0;647.0;437.0;3.0;440.0;282.0;2.0;284.0;;5.1;;
4650;Handel;To_taal man_nen en vrou_wen;Voltijd;2002;648.0;649.0;1740.0;15.0;1754.0;1128.0;9.0;1137.0;;20.9;;
4651;Handel;To_taal man_nen en vrou_wen;Voltijd;2003, 1e kwartaal;642.0;643.5;432.0;4.0;437.0;278.0;3.0;281.0;;5.1;;
4652;Handel;To_taal man_nen en vrou_wen;Voltijd;2003, 2e kwartaal;642.0;643.1;419.0;4.0;422.0;269.0;2.0;271.0;;6.1;;
4653;Handel;To_taal man_nen en vrou_wen;Voltijd;2003, 3e kwartaal;641.0;641.9;453.0;4.0;457.0;290.0;3.0;293.0;;5.0;;
4654;Handel;To_taal man_nen en vrou_wen;Voltijd;2003, 4e kwartaal;638.0;638.9;439.0;3.0;442.0;280.0;2.0;282.0;;5.2;;
4655;Handel;To_taal man_nen en vrou_wen;Voltijd;2003;641.0;641.8;1743.0;15.0;1758.0;1117.0;10.0;1127.0;;21.3;;
4656;Handel;To_taal man_nen en vrou_wen;Voltijd;2004, 1e kwartaal;646.0;647.9;436.0;5.0;441.0;282.0;3.0;285.0;;5.2;;
4657;Handel;To_taal man_nen en vrou_wen;Voltijd;2004, 2e kwartaal;644.0;645.9;416.0;4.0;420.0;268.0;3.0;271.0;;6.3;;
4658;Handel;To_taal man_nen en vrou_wen;Voltijd;2004, 3e kwartaal;641.0;643.5;450.0;4.0;454.0;289.0;3.0;291.0;;5.0;;
4659;Handel;To_taal man_nen en vrou_wen;Voltijd;2004, 4e kwartaal;637.0;639.7;450.0;4.0;454.0;287.0;2.0;289.0;;5.3;;
4660;Handel;To_taal man_nen en vrou_wen;Voltijd;2004;642.0;644.3;1752.0;17.0;1769.0;1125.0;11.0;1136.0;;21.7;;
4661;Handel;To_taal man_nen en vrou_wen;Voltijd;2005, 1e kwartaal;618.0;619.9;431.0;5.0;436.0;267.0;3.0;270.0;;5.0;;
4662;Handel;To_taal man_nen en vrou_wen;Voltijd;2005, 2e kwartaal;618.0;619.7;431.0;4.0;436.0;267.0;3.0;269.0;;6.2;;
4663;Handel;To_taal man_nen en vrou_wen;Voltijd;2005, 3e kwartaal;617.0;618.6;452.0;4.0;456.0;279.0;3.0;282.0;;4.9;;
4664;Handel;To_taal man_nen en vrou_wen;Voltijd;2005, 4e kwartaal;616.0;617.0;438.0;4.0;442.0;270.0;2.0;272.0;;5.2;;
4665;Handel;To_taal man_nen en vrou_wen;Voltijd;2005;617.0;618.8;1752.0;17.0;1770.0;1082.0;11.0;1092.0;;21.2;;
4666;Handel;To_taal man_nen en vrou_wen;Voltijd;2006, 1e kwartaal;627.0;628.4;;;451.0;;;283.0;;;;
4667;Handel;To_taal man_nen en vrou_wen;Voltijd;2006, 2e kwartaal;631.0;632.1;;;431.0;;;271.0;;;;
4668;Handel;To_taal man_nen en vrou_wen;Voltijd;2006, 3e kwartaal;635.0;636.4;;;451.0;;;286.0;;;;
4669;Handel;To_taal man_nen en vrou_wen;Voltijd;2006, 4e kwartaal;636.0;637.9;;;437.0;;;278.0;;;;
4670;Handel;To_taal man_nen en vrou_wen;Voltijd;2006;632.0;633.7;;;1770.0;;;1119.0;;;;
4671;Handel;To_taal man_nen en vrou_wen;Voltijd;2007, 1e kwartaal;640.0;641.7;;;444.0;;;284.0;;;;
4672;Handel;To_taal man_nen en vrou_wen;Voltijd;2007, 2e kwartaal;651.0;652.9;;;431.0;;;281.0;;;;
4673;Handel;To_taal man_nen en vrou_wen;Voltijd;2007, 3e kwartaal;653.0;655.2;;;452.0;;;295.0;;;;
4674;Handel;To_taal man_nen en vrou_wen;Voltijd;2007, 4e kwartaal;653.0;655.1;;;440.0;;;287.0;;;;
4675;Handel;To_taal man_nen en vrou_wen;Voltijd;2007;650.0;651.3;;;1766.0;;;1147.0;;;;
4676;Handel;To_taal man_nen en vrou_wen;Voltijd;2008, 1e kwartaal*;647.0;648.9;;;435.0;;;282.0;;;;
4677;Handel;To_taal man_nen en vrou_wen;Voltijd;2008, 2e kwartaal*;665.0;666.5;;;436.0;;;290.0;;;;
4678;Handel;To_taal man_nen en vrou_wen;Voltijd;2008, 3e kwartaal*;665.0;667.1;;;450.0;;;300.0;;;;
4679;Handel;To_taal man_nen en vrou_wen;Voltijd;2008, 4e kwartaal*;650.0;651.7;;;435.0;;;283.0;;;;
4680;Handel;To_taal man_nen en vrou_wen;Voltijd;2008*;657.0;658.5;;;1756.0;;;1154.0;;;;
4681;Handel;To_taal man_nen en vrou_wen;Voltijd;2009, 1e kwartaal*;653.0;654.2;;;435.0;;;284.0;;;;
4682;Handel;To_taal man_nen en vrou_wen;Voltijd;2009, 2e kwartaal*;661.0;662.9;;;429.0;;;283.0;;;;
4683;Handel;To_taal man_nen en vrou_wen;Voltijd;2009, 3e kwartaal*;654.0;655.2;;;450.0;;;294.0;;;;
4684;Handel;To_taal man_nen en vrou_wen;Voltijd;2009, 4e kwartaal*;638.0;639.5;;;442.0;;;282.0;;;;
4685;Handel;To_taal man_nen en vrou_wen;Voltijd;2009*;651.0;652.9;;;1756.0;;;1143.0;;;;
4686;Handel;To_taal man_nen en vrou_wen;Voltijd;2010, 1e kwartaal*;;;;;;;;;;;;
4687;Handel;To_taal man_nen en vrou_wen;Voltijd;2010, 2e kwartaal*;;;;;;;;;;;;
4688;Handel;To_taal man_nen en vrou_wen;Voltijd;2010, 3e kwartaal*;;;;;;;;;;;;
4689;Handel;To_taal man_nen en vrou_wen;Voltijd;2010, 4e kwartaal*;;;;;;;;;;;;
4690;Handel;To_taal man_nen en vrou_wen;Voltijd;2010*;;;;;;;;;;;;
4691;Handel;To_taal man_nen en vrou_wen;Voltijd;2011, 1e kwartaal*;;;;;;;;;;;;
4692;Handel;To_taal man_nen en vrou_wen;Deeltijd;2001, 1e kwartaal;578.0;248.4;185.0;2.0;187.0;107.0;1.0;108.0;;1.1;;
4693;Handel;To_taal man_nen en vrou_wen;Deeltijd;2001, 2e kwartaal;594.0;255.2;179.0;2.0;181.0;106.0;1.0;108.0;;1.4;;
4694;Handel;To_taal man_nen en vrou_wen;Deeltijd;2001, 3e kwartaal;605.0;259.6;188.0;2.0;189.0;113.0;1.0;115.0;;1.1;;
4695;Handel;To_taal man_nen en vrou_wen;Deeltijd;2001, 4e kwartaal;609.0;261.2;185.0;2.0;186.0;112.0;1.0;113.0;;1.2;;
4696;Handel;To_taal man_nen en vrou_wen;Deeltijd;2001;596.0;256.1;736.0;7.0;743.0;439.0;4.0;443.0;;4.8;;
4697;Handel;To_taal man_nen en vrou_wen;Deeltijd;2002, 1e kwartaal;604.0;258.3;181.0;2.0;183.0;109.0;1.0;111.0;;1.2;;
4698;Handel;To_taal man_nen en vrou_wen;Deeltijd;2002, 2e kwartaal;617.0;263.7;178.0;2.0;180.0;110.0;1.0;111.0;;1.5;;
4699;Handel;To_taal man_nen en vrou_wen;Deeltijd;2002, 3e kwartaal;624.0;266.4;190.0;2.0;191.0;118.0;1.0;119.0;;1.2;;
4700;Handel;To_taal man_nen en vrou_wen;Deeltijd;2002, 4e kwartaal;625.0;266.7;184.0;1.0;185.0;115.0;1.0;116.0;;1.3;;
4701;Handel;To_taal man_nen en vrou_wen;Deeltijd;2002;618.0;263.8;733.0;7.0;740.0;453.0;4.0;457.0;;5.1;;
4702;Handel;To_taal man_nen en vrou_wen;Deeltijd;2003, 1e kwartaal;614.0;254.6;176.0;2.0;178.0;108.0;1.0;109.0;;1.2;;
4703;Handel;To_taal man_nen en vrou_wen;Deeltijd;2003, 2e kwartaal;623.0;258.1;170.0;2.0;172.0;106.0;1.0;107.0;;1.5;;
4704;Handel;To_taal man_nen en vrou_wen;Deeltijd;2003, 3e kwartaal;626.0;259.2;184.0;2.0;186.0;115.0;1.0;117.0;;1.2;;
4705;Handel;To_taal man_nen en vrou_wen;Deeltijd;2003, 4e kwartaal;620.0;256.6;179.0;2.0;180.0;111.0;1.0;112.0;;1.3;;
