ID;Geslacht;Schooladvies;Herkomstland;GestandaardiseerdInkomen;Perioden;TotaalVoorlopigSchooladvies_1;ToetsadviesLagerOfGelijk_2;TotaalToetsadviesHoger_3;AdviesHerzienObvToets_4;AdviesNietHerzienObvToets_5;DefinitiefSchooladvies_6
46;Totaal mannen en vrouwen;Totaal ;Totaal;4e 20%-groep;2020/'21;40360;26038.0;13982.0;3572.0;10410.0;40360
47;Totaal mannen en vrouwen;Totaal ;Totaal;4e 20%-groep;2021/'22;39945;26021.0;13595.0;3415.0;10180.0;39945
48;Totaal mannen en vrouwen;Totaal ;Totaal;4e 20%-groep;2022/'23;40967;27696.0;12948.0;3685.0;9263.0;40967
49;Totaal mannen en vrouwen;Totaal ;Totaal;4e 20%-groep;2023/'24;40921;28760.0;11815.0;8906.0;2909.0;40921
50;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2014/'15;36767;26888.0;5481.0;865.0;4616.0;36767
51;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2015/'16;35676;26228.0;9190.0;1848.0;7342.0;35676
52;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2016/'17;35980;26485.0;9229.0;2225.0;7004.0;35980
53;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2017/'18;35992;26565.0;9100.0;2171.0;6929.0;35992
54;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2018/'19;35297;24842.0;10160.0;2418.0;7742.0;35297
55;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2019/'20;36228;;;;;36228
56;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2020/'21;36499;26379.0;9881.0;2748.0;7133.0;36499
57;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2021/'22;36789;26871.0;9649.0;2721.0;6928.0;36789
58;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2022/'23;36146;27365.0;8559.0;2564.0;5995.0;36146
59;Totaal mannen en vrouwen;Totaal ;Totaal;5e 20%-groep;2023/'24;34601;26689.0;7681.0;6076.0;1605.0;34601
60;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2014/'15;144574;96774.0;29180.0;3410.0;25770.0;144574
61;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2015/'16;139471;90386.0;47479.0;8074.0;39405.0;139471
62;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2016/'17;134497;88492.0;44283.0;9138.0;35145.0;134497
63;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2017/'18;130274;85709.0;42639.0;8424.0;34215.0;130274
64;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2018/'19;127800;74997.0;51092.0;10212.0;40880.0;127800
65;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2019/'20;128905;;;;;128905
66;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2020/'21;129105;81429.0;46378.0;10522.0;35856.0;129105
67;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2021/'22;124629;78423.0;44901.0;10461.0;34440.0;124629
68;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2022/'23;124516;81315.0;41994.0;10541.0;31453.0;124516
69;Totaal mannen en vrouwen;Totaal ;Nederland;Totaal inkomen;2023/'24;119283;81342.0;36705.0;26518.0;10187.0;119283
70;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2014/'15;16641;10319.0;3836.0;379.0;3457.0;16641
71;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2015/'16;15216;9048.0;5830.0;923.0;4907.0;15216
72;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2016/'17;14526;8960.0;5184.0;1089.0;4095.0;14526
73;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2017/'18;13158;7908.0;4865.0;901.0;3964.0;13158
74;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2018/'19;12521;6018.0;6139.0;1163.0;4976.0;12521
75;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2019/'20;12610;;;;;12610
76;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2020/'21;12070;6660.0;5121.0;1117.0;4004.0;12070
77;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2021/'22;11352;6066.0;4986.0;1158.0;3828.0;11352
78;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2022/'23;11238;6203.0;4740.0;1167.0;3573.0;11238
79;Totaal mannen en vrouwen;Totaal ;Nederland;1e 20%-groep;2023/'24;10121;6010.0;3867.0;2772.0;1095.0;10121
80;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2014/'15;23704;14924.0;5603.0;546.0;5057.0;23704
81;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2015/'16;22390;13368.0;8657.0;1386.0;7271.0;22390
82;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2016/'17;20912;12858.0;7732.0;1423.0;6309.0;20912
83;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2017/'18;19580;11953.0;7219.0;1335.0;5884.0;19580
84;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2018/'19;19160;9814.0;8973.0;1649.0;7324.0;19160
85;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2019/'20;19486;;;;;19486
86;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2020/'21;18990;10846.0;7901.0;1649.0;6252.0;18990
87;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2021/'22;18294;10195.0;7836.0;1718.0;6118.0;18294
88;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2022/'23;17486;10273.0;6964.0;1583.0;5381.0;17486
89;Totaal mannen en vrouwen;Totaal ;Nederland;2e 20%-groep;2023/'24;16690;10247.0;6166.0;4248.0;1918.0;16690
90;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2014/'15;35660;23115.0;7907.0;912.0;6995.0;35660
91;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2015/'16;34512;21447.0;12678.0;2160.0;10518.0;34512
92;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2016/'17;32609;20611.0;11543.0;2267.0;9276.0;32609
93;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2017/'18;31700;19814.0;11402.0;2102.0;9300.0;31700
94;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2018/'19;31950;17444.0;14082.0;2714.0;11368.0;31950
95;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2019/'20;31887;;;;;31887
96;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2020/'21;32524;19409.0;12770.0;2727.0;10043.0;32524
97;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2021/'22;31012;18369.0;12311.0;2717.0;9594.0;31012
98;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2022/'23;31806;19493.0;12006.0;2818.0;9188.0;31806
99;Totaal mannen en vrouwen;Totaal ;Nederland;3e 20%-groep;2023/'24;30641;19754.0;10557.0;7441.0;3116.0;30641
100;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2014/'15;35537;24350.0;6801.0;812.0;5989.0;35537
101;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2015/'16;35613;23332.0;11983.0;2020.0;9963.0;35613
102;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2016/'17;34577;22780.0;11480.0;2429.0;9051.0;34577
103;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2017/'18;34221;22866.0;10993.0;2237.0;8756.0;34221
104;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2018/'19;33306;20248.0;12742.0;2615.0;10127.0;33306
105;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2019/'20;33499;;;;;33499
106;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2020/'21;34134;22065.0;11826.0;2724.0;9102.0;34134
107;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2021/'22;33395;21707.0;11460.0;2660.0;8800.0;33395
108;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2022/'23;34087;22960.0;10914.0;2912.0;8002.0;34087
109;Totaal mannen en vrouwen;Totaal ;Nederland;4e 20%-groep;2023/'24;33673;23711.0;9733.0;7144.0;2589.0;33673
110;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2014/'15;32299;23613.0;4872.0;744.0;4128.0;32299
111;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2015/'16;30980;22701.0;8088.0;1535.0;6553.0;30980
112;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2016/'17;31036;22763.0;8071.0;1868.0;6203.0;31036
113;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2017/'18;30884;22685.0;7944.0;1795.0;6149.0;30884
114;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2018/'19;30164;21103.0;8855.0;1996.0;6859.0;30164
115;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2019/'20;30688;;;;;30688
116;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2020/'21;30641;22002.0;8487.0;2246.0;6241.0;30641
117;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2021/'22;30048;21802.0;8082.0;2149.0;5933.0;30048
118;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2022/'23;29241;21971.0;7143.0;2008.0;5135.0;29241
119;Totaal mannen en vrouwen;Totaal ;Nederland;5e 20%-groep;2023/'24;27560;21229.0;6192.0;4771.0;1421.0;27560
120;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2014/'15;41225;26595.0;8133.0;1549.0;6584.0;41225
121;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2015/'16;41938;25822.0;14469.0;3950.0;10519.0;41938
122;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2016/'17;42051;27062.0;13230.0;4201.0;9029.0;42051
123;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2017/'18;42214;26145.0;13980.0;4739.0;9241.0;42214
124;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2018/'19;42955;23077.0;17849.0;5707.0;12142.0;42955
125;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2019/'20;43959;;;;;43959
126;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2020/'21;44892;26363.0;16975.0;6264.0;10711.0;44892
127;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2021/'22;46462;27557.0;17361.0;6326.0;11035.0;46462
128;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2022/'23;47271;29647.0;15887.0;6167.0;9720.0;47271
129;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;Totaal inkomen;2023/'24;47614;29865.0;15667.0;13185.0;2482.0;47614
130;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2014/'15;15871;9923.0;3432.0;657.0;2775.0;15871
131;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2015/'16;15754;9049.0;5891.0;1664.0;4227.0;15754
132;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2016/'17;15380;9387.0;5081.0;1638.0;3443.0;15380
133;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2017/'18;15051;8542.0;5402.0;1875.0;3527.0;15051
134;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2018/'19;14982;6887.0;6969.0;2239.0;4730.0;14982
135;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2019/'20;14949;;;;;14949
136;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2020/'21;14907;7803.0;6346.0;2358.0;3988.0;14907
137;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2021/'22;14637;7564.0;6389.0;2354.0;4035.0;14637
138;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2022/'23;14753;8148.0;5888.0;2333.0;3555.0;14753
139;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;1e 20%-groep;2023/'24;14373;7918.0;5495.0;4600.0;895.0;14373
140;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2014/'15;8453;5371.0;1742.0;357.0;1385.0;8453
141;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2015/'16;8430;4987.0;3139.0;876.0;2263.0;8430
142;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2016/'17;8337;5205.0;2855.0;943.0;1912.0;8337
143;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2017/'18;8291;4969.0;2981.0;991.0;1990.0;8291
144;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2018/'19;8500;4309.0;3894.0;1227.0;2667.0;8500
145;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2019/'20;8682;;;;;8682
146;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2020/'21;8784;4953.0;3577.0;1319.0;2258.0;8784
147;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2021/'22;9036;5057.0;3702.0;1368.0;2334.0;9036
148;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2022/'23;8827;5295.0;3251.0;1249.0;2002.0;8827
149;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;2e 20%-groep;2023/'24;8793;5226.0;3216.0;2700.0;516.0;8793
150;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2014/'15;6623;4257.0;1295.0;248.0;1047.0;6623
151;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2015/'16;6928;4323.0;2433.0;602.0;1831.0;6928
152;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2016/'17;6991;4538.0;2293.0;717.0;1576.0;6991
153;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2017/'18;7230;4511.0;2495.0;843.0;1652.0;7230
154;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2018/'19;7556;4094.0;3254.0;1034.0;2220.0;7556
155;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2019/'20;7759;;;;;7759
156;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2020/'21;8064;4743.0;3130.0;1112.0;2018.0;8064
157;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2021/'22;8386;5000.0;3196.0;1170.0;2026.0;8386
158;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2022/'23;8587;5464.0;2934.0;1134.0;1800.0;8587
159;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;3e 20%-groep;2023/'24;8845;5589.0;3015.0;2535.0;480.0;8845
160;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2014/'15;4839;3251.0;874.0;137.0;737.0;4839
161;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2015/'16;5097;3410.0;1608.0;431.0;1177.0;5097
162;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2016/'17;5296;3628.0;1575.0;471.0;1104.0;5296
163;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2017/'18;5415;3672.0;1646.0;556.0;1090.0;5415
164;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2018/'19;5672;3535.0;2029.0;676.0;1353.0;5672
165;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2019/'20;5800;;;;;5800
166;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2020/'21;6226;3973.0;2156.0;848.0;1308.0;6226
167;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2021/'22;6550;4314.0;2135.0;755.0;1380.0;6550
168;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2022/'23;6880;4736.0;2034.0;773.0;1261.0;6880
169;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;4e 20%-groep;2023/'24;7248;5049.0;2082.0;1762.0;320.0;7248
170;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2014/'15;4468;3275.0;609.0;121.0;488.0;4468
171;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2015/'16;4696;3527.0;1102.0;313.0;789.0;4696
172;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2016/'17;4944;3722.0;1158.0;357.0;801.0;4944
173;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2017/'18;5108;3880.0;1156.0;376.0;780.0;5108
174;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2018/'19;5133;3739.0;1305.0;422.0;883.0;5133
175;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2019/'20;5540;;;;;5540
176;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2020/'21;5858;4377.0;1394.0;502.0;892.0;5858
177;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2021/'22;6741;5069.0;1567.0;572.0;995.0;6741
178;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2022/'23;6905;5394.0;1416.0;556.0;860.0;6905
179;Totaal mannen en vrouwen;Totaal ;Buiten Nederland;5e 20%-groep;2023/'24;7041;5460.0;1489.0;1305.0;184.0;7041
180;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2014/'15;16346;8647.0;3917.0;456.0;3461.0;15852
181;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2015/'16;14999;5450.0;7499.0;953.0;6546.0;14063
182;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2016/'17;13197;6389.0;4622.0;787.0;3835.0;12328
183;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2017/'18;12743;5064.0;5104.0;862.0;4242.0;11873
184;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2018/'19;12707;148.0;10097.0;1618.0;8479.0;11136
185;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2019/'20;13097;;;;;13097
186;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2020/'21;12054;945.0;9292.0;1585.0;7707.0;10513
187;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2021/'22;12078;992.0;9262.0;1886.0;7376.0;10204
188;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2022/'23;11680;685.0;9092.0;1891.0;7201.0;9809
189;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;Totaal inkomen;2023/'24;11188;604.0;8441.0;5806.0;2635.0;5283
190;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2014/'15;5572;2963.0;1233.0;139.0;1094.0;5422
191;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2015/'16;5120;1812.0;2474.0;330.0;2144.0;4806
192;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2016/'17;4496;2085.0;1509.0;244.0;1265.0;4228
193;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2017/'18;4318;1607.0;1691.0;288.0;1403.0;4025
194;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2018/'19;4284;58.0;3188.0;552.0;2636.0;3751
195;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2019/'20;4296;;;;;4296
196;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2020/'21;3996;304.0;2950.0;554.0;2396.0;3464
197;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2021/'22;3911;321.0;2875.0;641.0;2234.0;3288
198;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2022/'23;3699;191.0;2803.0;641.0;2162.0;3086
199;Totaal mannen en vrouwen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2023/'24;3439;173.0;2430.0;1729.0;701.0;1668
