ID;Zorgvormen;RegioS;Perioden;JongerenMetKostenZvwGGZ_1;GedeclareerdeEnToegekendeKosten_2
8192;Overige producten GGZ;Vlist;2011;0.0;0.0
8193;Overige producten GGZ;Vlist;2012;0.0;0.0
8194;Overige producten GGZ;Vlist;2013;5.0;3.0
8195;Overige producten GGZ;Vlist;2014;;
8196;Overige producten GGZ;Voerendaal;2011;0.0;0.0
8197;Overige producten GGZ;Voerendaal;2012;0.0;0.0
8198;Overige producten GGZ;Voerendaal;2013;5.0;0.0
8199;Overige producten GGZ;Voerendaal;2014;;
8200;Overige producten GGZ;Voorschoten;2011;0.0;0.0
8201;Overige producten GGZ;Voorschoten;2012;5.0;4.0
8202;Overige producten GGZ;Voorschoten;2013;5.0;1.0
8203;Overige producten GGZ;Voorschoten;2014;5.0;1.0
8204;Overige producten GGZ;Voorst;2011;0.0;0.0
8205;Overige producten GGZ;Voorst;2012;0.0;0.0
8206;Overige producten GGZ;Voorst;2013;10.0;8.0
8207;Overige producten GGZ;Voorst;2014;;
8208;Overige producten GGZ;Vught;2011;5.0;1.0
8209;Overige producten GGZ;Vught;2012;0.0;0.0
8210;Overige producten GGZ;Vught;2013;0.0;0.0
8211;Overige producten GGZ;Vught;2014;5.0;1.0
8212;Overige producten GGZ;Waalre;2011;0.0;0.0
8213;Overige producten GGZ;Waalre;2012;5.0;0.0
8214;Overige producten GGZ;Waalre;2013;5.0;3.0
8215;Overige producten GGZ;Waalre;2014;;
8216;Overige producten GGZ;Waalwijk;2011;0.0;0.0
8217;Overige producten GGZ;Waalwijk;2012;0.0;0.0
8218;Overige producten GGZ;Waalwijk;2013;5.0;3.0
8219;Overige producten GGZ;Waalwijk;2014;;
8220;Overige producten GGZ;Waddinxveen;2011;0.0;0.0
8221;Overige producten GGZ;Waddinxveen;2012;5.0;0.0
8222;Overige producten GGZ;Waddinxveen;2013;5.0;2.0
8223;Overige producten GGZ;Waddinxveen;2014;;
8224;Overige producten GGZ;Wageningen;2011;5.0;0.0
8225;Overige producten GGZ;Wageningen;2012;0.0;0.0
8226;Overige producten GGZ;Wageningen;2013;5.0;1.0
8227;Overige producten GGZ;Wageningen;2014;5.0;1.0
8228;Overige producten GGZ;Wassenaar;2011;0.0;0.0
8229;Overige producten GGZ;Wassenaar;2012;5.0;0.0
8230;Overige producten GGZ;Wassenaar;2013;0.0;0.0
8231;Overige producten GGZ;Wassenaar;2014;;
8232;Overige producten GGZ;Waterland;2011;0.0;0.0
8233;Overige producten GGZ;Waterland;2012;0.0;0.0
8234;Overige producten GGZ;Waterland;2013;5.0;0.0
8235;Overige producten GGZ;Waterland;2014;;
8236;Overige producten GGZ;Weert;2011;0.0;0.0
8237;Overige producten GGZ;Weert;2012;0.0;0.0
8238;Overige producten GGZ;Weert;2013;5.0;8.0
8239;Overige producten GGZ;Weert;2014;;
8240;Overige producten GGZ;Weesp;2011;0.0;0.0
8241;Overige producten GGZ;Weesp;2012;0.0;0.0
8242;Overige producten GGZ;Weesp;2013;0.0;0.0
8243;Overige producten GGZ;Weesp;2014;;
8244;Overige producten GGZ;Werkendam;2011;0.0;0.0
8245;Overige producten GGZ;Werkendam;2012;5.0;1.0
8246;Overige producten GGZ;Werkendam;2013;10.0;16.0
8247;Overige producten GGZ;Werkendam;2014;;
8248;Overige producten GGZ;West Maas en Waal;2011;0.0;0.0
8249;Overige producten GGZ;West Maas en Waal;2012;0.0;0.0
8250;Overige producten GGZ;West Maas en Waal;2013;5.0;0.0
8251;Overige producten GGZ;West Maas en Waal;2014;;
8252;Overige producten GGZ;Westerveld;2011;0.0;0.0
8253;Overige producten GGZ;Westerveld;2012;0.0;0.0
8254;Overige producten GGZ;Westerveld;2013;5.0;1.0
8255;Overige producten GGZ;Westerveld;2014;;
8256;Overige producten GGZ;Westervoort;2011;0.0;0.0
8257;Overige producten GGZ;Westervoort;2012;0.0;0.0
8258;Overige producten GGZ;Westervoort;2013;5.0;8.0
8259;Overige producten GGZ;Westervoort;2014;;
8260;Overige producten GGZ;Westland;2011;5.0;0.0
8261;Overige producten GGZ;Westland;2012;5.0;0.0
8262;Overige producten GGZ;Westland;2013;10.0;1.0
8263;Overige producten GGZ;Westland;2014;5.0;0.0
8264;Overige producten GGZ;Weststellingwerf;2011;5.0;0.0
8265;Overige producten GGZ;Weststellingwerf;2012;0.0;0.0
8266;Overige producten GGZ;Weststellingwerf;2013;5.0;0.0
8267;Overige producten GGZ;Weststellingwerf;2014;;
8268;Overige producten GGZ;Westvoorne;2011;0.0;0.0
8269;Overige producten GGZ;Westvoorne;2012;0.0;0.0
8270;Overige producten GGZ;Westvoorne;2013;5.0;0.0
8271;Overige producten GGZ;Westvoorne;2014;;
8272;Overige producten GGZ;Wierden;2011;0.0;0.0
8273;Overige producten GGZ;Wierden;2012;0.0;0.0
8274;Overige producten GGZ;Wierden;2013;5.0;1.0
8275;Overige producten GGZ;Wierden;2014;;
8276;Overige producten GGZ;Wieringen;2011;0.0;0.0
8277;Overige producten GGZ;Wieringen;2012;;
8278;Overige producten GGZ;Wieringen;2013;;
8279;Overige producten GGZ;Wieringen;2014;;
8280;Overige producten GGZ;Wieringermeer;2011;0.0;0.0
8281;Overige producten GGZ;Wieringermeer;2012;;
8282;Overige producten GGZ;Wieringermeer;2013;;
8283;Overige producten GGZ;Wieringermeer;2014;;
8284;Overige producten GGZ;Wijchen;2011;0.0;0.0
8285;Overige producten GGZ;Wijchen;2012;5.0;0.0
8286;Overige producten GGZ;Wijchen;2013;5.0;2.0
8287;Overige producten GGZ;Wijchen;2014;;
8288;Overige producten GGZ;Wijdemeren;2011;0.0;0.0
8289;Overige producten GGZ;Wijdemeren;2012;0.0;0.0
8290;Overige producten GGZ;Wijdemeren;2013;5.0;0.0
8291;Overige producten GGZ;Wijdemeren;2014;;
8292;Overige producten GGZ;Wijk bij Duurstede;2011;0.0;0.0
8293;Overige producten GGZ;Wijk bij Duurstede;2012;5.0;0.0
8294;Overige producten GGZ;Wijk bij Duurstede;2013;15.0;22.0
8295;Overige producten GGZ;Wijk bij Duurstede;2014;5.0;0.0
8296;Overige producten GGZ;Winsum;2011;0.0;0.0
8297;Overige producten GGZ;Winsum;2012;0.0;0.0
8298;Overige producten GGZ;Winsum;2013;5.0;0.0
8299;Overige producten GGZ;Winsum;2014;;
8300;Overige producten GGZ;Winterswijk;2011;0.0;0.0
8301;Overige producten GGZ;Winterswijk;2012;0.0;0.0
8302;Overige producten GGZ;Winterswijk;2013;10.0;8.0
8303;Overige producten GGZ;Winterswijk;2014;;
8304;Overige producten GGZ;Woensdrecht;2011;0.0;0.0
8305;Overige producten GGZ;Woensdrecht;2012;0.0;0.0
8306;Overige producten GGZ;Woensdrecht;2013;5.0;0.0
8307;Overige producten GGZ;Woensdrecht;2014;;
8308;Overige producten GGZ;Woerden;2011;0.0;0.0
8309;Overige producten GGZ;Woerden;2012;5.0;1.0
8310;Overige producten GGZ;Woerden;2013;15.0;11.0
8311;Overige producten GGZ;Woerden;2014;;
8312;Overige producten GGZ;De Wolden;2011;0.0;0.0
8313;Overige producten GGZ;De Wolden;2012;0.0;0.0
8314;Overige producten GGZ;De Wolden;2013;5.0;5.0
8315;Overige producten GGZ;De Wolden;2014;;
8316;Overige producten GGZ;Wormerland;2011;0.0;0.0
8317;Overige producten GGZ;Wormerland;2012;0.0;0.0
8318;Overige producten GGZ;Wormerland;2013;5.0;0.0
8319;Overige producten GGZ;Wormerland;2014;;
8320;Overige producten GGZ;Woudenberg;2011;5.0;0.0
8321;Overige producten GGZ;Woudenberg;2012;10.0;5.0
8322;Overige producten GGZ;Woudenberg;2013;10.0;6.0
8323;Overige producten GGZ;Woudenberg;2014;;
8324;Overige producten GGZ;Woudrichem;2011;0.0;0.0
8325;Overige producten GGZ;Woudrichem;2012;0.0;0.0
8326;Overige producten GGZ;Woudrichem;2013;5.0;6.0
8327;Overige producten GGZ;Woudrichem;2014;;
8328;Overige producten GGZ;Zaanstad;2011;5.0;1.0
8329;Overige producten GGZ;Zaanstad;2012;10.0;2.0
8330;Overige producten GGZ;Zaanstad;2013;10.0;10.0
8331;Overige producten GGZ;Zaanstad;2014;5.0;0.0
8332;Overige producten GGZ;Zaltbommel;2011;0.0;0.0
8333;Overige producten GGZ;Zaltbommel;2012;5.0;2.0
8334;Overige producten GGZ;Zaltbommel;2013;5.0;1.0
8335;Overige producten GGZ;Zaltbommel;2014;;
8336;Overige producten GGZ;Zandvoort;2011;0.0;0.0
8337;Overige producten GGZ;Zandvoort;2012;0.0;0.0
8338;Overige producten GGZ;Zandvoort;2013;5.0;1.0
8339;Overige producten GGZ;Zandvoort;2014;;
8340;Overige producten GGZ;Zederik;2011;0.0;0.0
8341;Overige producten GGZ;Zederik;2012;0.0;0.0
8342;Overige producten GGZ;Zederik;2013;5.0;6.0
8343;Overige producten GGZ;Zederik;2014;;
8344;Overige producten GGZ;Zeevang;2011;0.0;0.0
8345;Overige producten GGZ;Zeevang;2012;0.0;0.0
8346;Overige producten GGZ;Zeevang;2013;0.0;0.0
8347;Overige producten GGZ;Zeevang;2014;5.0;0.0
8348;Overige producten GGZ;Zeewolde;2011;5.0;0.0
8349;Overige producten GGZ;Zeewolde;2012;5.0;1.0
8350;Overige producten GGZ;Zeewolde;2013;10.0;9.0
8351;Overige producten GGZ;Zeewolde;2014;5.0;1.0
8352;Overige producten GGZ;Zeist;2011;5.0;0.0
8353;Overige producten GGZ;Zeist;2012;5.0;1.0
8354;Overige producten GGZ;Zeist;2013;15.0;17.0
8355;Overige producten GGZ;Zeist;2014;5.0;0.0
8356;Overige producten GGZ;Zevenaar;2011;0.0;0.0
8357;Overige producten GGZ;Zevenaar;2012;0.0;0.0
8358;Overige producten GGZ;Zevenaar;2013;35.0;44.0
8359;Overige producten GGZ;Zevenaar;2014;;
8360;Overige producten GGZ;Zijpe;2011;0.0;0.0
8361;Overige producten GGZ;Zijpe;2012;0.0;0.0
8362;Overige producten GGZ;Zijpe;2013;;
8363;Overige producten GGZ;Zijpe;2014;;
8364;Overige producten GGZ;Zoetermeer;2011;5.0;0.0
8365;Overige producten GGZ;Zoetermeer;2012;5.0;0.0
8366;Overige producten GGZ;Zoetermeer;2013;5.0;2.0
8367;Overige producten GGZ;Zoetermeer;2014;5.0;1.0
8368;Overige producten GGZ;Zoeterwoude;2011;0.0;0.0
8369;Overige producten GGZ;Zoeterwoude;2012;0.0;0.0
8370;Overige producten GGZ;Zoeterwoude;2013;5.0;1.0
8371;Overige producten GGZ;Zoeterwoude;2014;;
8372;Overige producten GGZ;Zuidhorn;2011;0.0;0.0
8373;Overige producten GGZ;Zuidhorn;2012;0.0;0.0
8374;Overige producten GGZ;Zuidhorn;2013;0.0;0.0
8375;Overige producten GGZ;Zuidhorn;2014;;
8376;Overige producten GGZ;Zuidplas;2011;0.0;0.0
8377;Overige producten GGZ;Zuidplas;2012;5.0;1.0
8378;Overige producten GGZ;Zuidplas;2013;10.0;8.0
8379;Overige producten GGZ;Zuidplas;2014;5.0;0.0
8380;Overige producten GGZ;Zundert;2011;0.0;0.0
8381;Overige producten GGZ;Zundert;2012;0.0;0.0
8382;Overige producten GGZ;Zundert;2013;5.0;0.0
8383;Overige producten GGZ;Zundert;2014;;
8384;Overige producten GGZ;Zutphen;2011;5.0;0.0
8385;Overige producten GGZ;Zutphen;2012;5.0;0.0
8386;Overige producten GGZ;Zutphen;2013;25.0;20.0
8387;Overige producten GGZ;Zutphen;2014;;
8388;Overige producten GGZ;Zwartewaterland;2011;0.0;0.0
8389;Overige producten GGZ;Zwartewaterland;2012;5.0;2.0
8390;Overige producten GGZ;Zwartewaterland;2013;10.0;6.0
8391;Overige producten GGZ;Zwartewaterland;2014;;
8392;Overige producten GGZ;Zwijndrecht;2011;0.0;0.0
8393;Overige producten GGZ;Zwijndrecht;2012;5.0;3.0
8394;Overige producten GGZ;Zwijndrecht;2013;10.0;5.0
8395;Overige producten GGZ;Zwijndrecht;2014;5.0;0.0
8396;Overige producten GGZ;Zwolle;2011;5.0;2.0
8397;Overige producten GGZ;Zwolle;2012;30.0;15.0
8398;Overige producten GGZ;Zwolle;2013;60.0;41.0
8399;Overige producten GGZ;Zwolle;2014;5.0;0.0
8400;Generalistische Basis GGZ;Nederland;2011;;
8401;Generalistische Basis GGZ;Nederland;2012;;
8402;Generalistische Basis GGZ;Nederland;2013;;
8403;Generalistische Basis GGZ;Nederland;2014;50805.0;33313.0
8404;Generalistische Basis GGZ;Noord-Nederland (LD);2011;;
8405;Generalistische Basis GGZ;Noord-Nederland (LD);2012;;
8406;Generalistische Basis GGZ;Noord-Nederland (LD);2013;;
8407;Generalistische Basis GGZ;Noord-Nederland (LD);2014;4690.0;2937.0
8408;Generalistische Basis GGZ;Oost-Nederland (LD);2011;;
8409;Generalistische Basis GGZ;Oost-Nederland (LD);2012;;
8410;Generalistische Basis GGZ;Oost-Nederland (LD);2013;;
8411;Generalistische Basis GGZ;Oost-Nederland (LD);2014;12305.0;8348.0
8412;Generalistische Basis GGZ;West-Nederland (LD);2011;;
8413;Generalistische Basis GGZ;West-Nederland (LD);2012;;
8414;Generalistische Basis GGZ;West-Nederland (LD);2013;;
8415;Generalistische Basis GGZ;West-Nederland (LD);2014;23790.0;15491.0
8416;Generalistische Basis GGZ;Zuid-Nederland (LD);2011;;
8417;Generalistische Basis GGZ;Zuid-Nederland (LD);2012;;
8418;Generalistische Basis GGZ;Zuid-Nederland (LD);2013;;
8419;Generalistische Basis GGZ;Zuid-Nederland (LD);2014;10025.0;6538.0
8420;Generalistische Basis GGZ;Groningen (PV);2011;;
8421;Generalistische Basis GGZ;Groningen (PV);2012;;
8422;Generalistische Basis GGZ;Groningen (PV);2013;;
8423;Generalistische Basis GGZ;Groningen (PV);2014;1480.0;908.0
8424;Generalistische Basis GGZ;Friesland (PV);2011;;
8425;Generalistische Basis GGZ;Friesland (PV);2012;;
8426;Generalistische Basis GGZ;Friesland (PV);2013;;
8427;Generalistische Basis GGZ;Friesland (PV);2014;1730.0;1171.0
8428;Generalistische Basis GGZ;Drenthe (PV);2011;;
8429;Generalistische Basis GGZ;Drenthe (PV);2012;;
8430;Generalistische Basis GGZ;Drenthe (PV);2013;;
8431;Generalistische Basis GGZ;Drenthe (PV);2014;1480.0;858.0
8432;Generalistische Basis GGZ;Overijssel (PV);2011;;
8433;Generalistische Basis GGZ;Overijssel (PV);2012;;
8434;Generalistische Basis GGZ;Overijssel (PV);2013;;
8435;Generalistische Basis GGZ;Overijssel (PV);2014;3685.0;2588.0
8436;Generalistische Basis GGZ;Flevoland (PV);2011;;
8437;Generalistische Basis GGZ;Flevoland (PV);2012;;
8438;Generalistische Basis GGZ;Flevoland (PV);2013;;
8439;Generalistische Basis GGZ;Flevoland (PV);2014;1465.0;1046.0
8440;Generalistische Basis GGZ;Gelderland (PV);2011;;
8441;Generalistische Basis GGZ;Gelderland (PV);2012;;
8442;Generalistische Basis GGZ;Gelderland (PV);2013;;
8443;Generalistische Basis GGZ;Gelderland (PV);2014;7155.0;4714.0
8444;Generalistische Basis GGZ;Utrecht (PV);2011;;
8445;Generalistische Basis GGZ;Utrecht (PV);2012;;
8446;Generalistische Basis GGZ;Utrecht (PV);2013;;
8447;Generalistische Basis GGZ;Utrecht (PV);2014;5500.0;3884.0
8448;Generalistische Basis GGZ;Noord-Holland (PV);2011;;
8449;Generalistische Basis GGZ;Noord-Holland (PV);2012;;
8450;Generalistische Basis GGZ;Noord-Holland (PV);2013;;
8451;Generalistische Basis GGZ;Noord-Holland (PV);2014;6935.0;4496.0
8452;Generalistische Basis GGZ;Zuid-Holland (PV);2011;;
8453;Generalistische Basis GGZ;Zuid-Holland (PV);2012;;
8454;Generalistische Basis GGZ;Zuid-Holland (PV);2013;;
8455;Generalistische Basis GGZ;Zuid-Holland (PV);2014;9660.0;6019.0
8456;Generalistische Basis GGZ;Zeeland (PV);2011;;
8457;Generalistische Basis GGZ;Zeeland (PV);2012;;
8458;Generalistische Basis GGZ;Zeeland (PV);2013;;
8459;Generalistische Basis GGZ;Zeeland (PV);2014;1695.0;1091.0
8460;Generalistische Basis GGZ;Noord-Brabant (PV);2011;;
8461;Generalistische Basis GGZ;Noord-Brabant (PV);2012;;
8462;Generalistische Basis GGZ;Noord-Brabant (PV);2013;;
8463;Generalistische Basis GGZ;Noord-Brabant (PV);2014;7300.0;4796.0
8464;Generalistische Basis GGZ;Limburg (PV);2011;;
8465;Generalistische Basis GGZ;Limburg (PV);2012;;
8466;Generalistische Basis GGZ;Limburg (PV);2013;;
8467;Generalistische Basis GGZ;Limburg (PV);2014;2720.0;1742.0
8468;Generalistische Basis GGZ;Oost-Groningen (CR);2011;;
8469;Generalistische Basis GGZ;Oost-Groningen (CR);2012;;
8470;Generalistische Basis GGZ;Oost-Groningen (CR);2013;;
8471;Generalistische Basis GGZ;Oost-Groningen (CR);2014;325.0;189.0
8472;Generalistische Basis GGZ;Delfzijl en omgeving (CR);2011;;
8473;Generalistische Basis GGZ;Delfzijl en omgeving (CR);2012;;
8474;Generalistische Basis GGZ;Delfzijl en omgeving (CR);2013;;
8475;Generalistische Basis GGZ;Delfzijl en omgeving (CR);2014;110.0;55.0
8476;Generalistische Basis GGZ;Overig Groningen (CR);2011;;
8477;Generalistische Basis GGZ;Overig Groningen (CR);2012;;
8478;Generalistische Basis GGZ;Overig Groningen (CR);2013;;
8479;Generalistische Basis GGZ;Overig Groningen (CR);2014;1045.0;664.0
8480;Generalistische Basis GGZ;Noord-Friesland (CR);2011;;
8481;Generalistische Basis GGZ;Noord-Friesland (CR);2012;;
8482;Generalistische Basis GGZ;Noord-Friesland (CR);2013;;
8483;Generalistische Basis GGZ;Noord-Friesland (CR);2014;760.0;539.0
8484;Generalistische Basis GGZ;Zuidwest-Friesland (CR);2011;;
8485;Generalistische Basis GGZ;Zuidwest-Friesland (CR);2012;;
8486;Generalistische Basis GGZ;Zuidwest-Friesland (CR);2013;;
8487;Generalistische Basis GGZ;Zuidwest-Friesland (CR);2014;450.0;282.0
8488;Generalistische Basis GGZ;Zuidoost-Friesland (CR);2011;;
8489;Generalistische Basis GGZ;Zuidoost-Friesland (CR);2012;;
8490;Generalistische Basis GGZ;Zuidoost-Friesland (CR);2013;;
8491;Generalistische Basis GGZ;Zuidoost-Friesland (CR);2014;520.0;350.0
8492;Generalistische Basis GGZ;Noord-Drenthe (CR);2011;;
8493;Generalistische Basis GGZ;Noord-Drenthe (CR);2012;;
8494;Generalistische Basis GGZ;Noord-Drenthe (CR);2013;;
8495;Generalistische Basis GGZ;Noord-Drenthe (CR);2014;620.0;345.0
8496;Generalistische Basis GGZ;Zuidoost-Drenthe (CR);2011;;
8497;Generalistische Basis GGZ;Zuidoost-Drenthe (CR);2012;;
8498;Generalistische Basis GGZ;Zuidoost-Drenthe (CR);2013;;
8499;Generalistische Basis GGZ;Zuidoost-Drenthe (CR);2014;215.0;124.0
8500;Generalistische Basis GGZ;Zuidwest-Drenthe (CR);2011;;
8501;Generalistische Basis GGZ;Zuidwest-Drenthe (CR);2012;;
8502;Generalistische Basis GGZ;Zuidwest-Drenthe (CR);2013;;
8503;Generalistische Basis GGZ;Zuidwest-Drenthe (CR);2014;650.0;389.0
8504;Generalistische Basis GGZ;Noord-Overijssel (CR);2011;;
8505;Generalistische Basis GGZ;Noord-Overijssel (CR);2012;;
8506;Generalistische Basis GGZ;Noord-Overijssel (CR);2013;;
8507;Generalistische Basis GGZ;Noord-Overijssel (CR);2014;1050.0;706.0
8508;Generalistische Basis GGZ;Zuidwest-Overijssel (CR);2011;;
8509;Generalistische Basis GGZ;Zuidwest-Overijssel (CR);2012;;
8510;Generalistische Basis GGZ;Zuidwest-Overijssel (CR);2013;;
8511;Generalistische Basis GGZ;Zuidwest-Overijssel (CR);2014;410.0;264.0
8512;Generalistische Basis GGZ;Twente (CR);2011;;
8513;Generalistische Basis GGZ;Twente (CR);2012;;
8514;Generalistische Basis GGZ;Twente (CR);2013;;
8515;Generalistische Basis GGZ;Twente (CR);2014;2225.0;1618.0
8516;Generalistische Basis GGZ;Veluwe (CR);2011;;
8517;Generalistische Basis GGZ;Veluwe (CR);2012;;
8518;Generalistische Basis GGZ;Veluwe (CR);2013;;
8519;Generalistische Basis GGZ;Veluwe (CR);2014;2105.0;1329.0
8520;Generalistische Basis GGZ;Achterhoek (CR);2011;;
8521;Generalistische Basis GGZ;Achterhoek (CR);2012;;
8522;Generalistische Basis GGZ;Achterhoek (CR);2013;;
8523;Generalistische Basis GGZ;Achterhoek (CR);2014;1315.0;870.0
8524;Generalistische Basis GGZ;Arnhem/Nijmegen (CR);2011;;
8525;Generalistische Basis GGZ;Arnhem/Nijmegen (CR);2012;;
8526;Generalistische Basis GGZ;Arnhem/Nijmegen (CR);2013;;
8527;Generalistische Basis GGZ;Arnhem/Nijmegen (CR);2014;2605.0;1805.0
8528;Generalistische Basis GGZ;Zuidwest-Gelderland (CR);2011;;
8529;Generalistische Basis GGZ;Zuidwest-Gelderland (CR);2012;;
8530;Generalistische Basis GGZ;Zuidwest-Gelderland (CR);2013;;
8531;Generalistische Basis GGZ;Zuidwest-Gelderland (CR);2014;1130.0;711.0
8532;Generalistische Basis GGZ;Utrecht (CR);2011;;
8533;Generalistische Basis GGZ;Utrecht (CR);2012;;
8534;Generalistische Basis GGZ;Utrecht (CR);2013;;
8535;Generalistische Basis GGZ;Utrecht (CR);2014;5500.0;3884.0
8536;Generalistische Basis GGZ;Kop van Noord-Holland (CR);2011;;
8537;Generalistische Basis GGZ;Kop van Noord-Holland (CR);2012;;
8538;Generalistische Basis GGZ;Kop van Noord-Holland (CR);2013;;
8539;Generalistische Basis GGZ;Kop van Noord-Holland (CR);2014;890.0;578.0
8540;Generalistische Basis GGZ;Alkmaar en omgeving (CR);2011;;
8541;Generalistische Basis GGZ;Alkmaar en omgeving (CR);2012;;
8542;Generalistische Basis GGZ;Alkmaar en omgeving (CR);2013;;
8543;Generalistische Basis GGZ;Alkmaar en omgeving (CR);2014;675.0;394.0
8544;Generalistische Basis GGZ;IJmond (CR);2011;;
8545;Generalistische Basis GGZ;IJmond (CR);2012;;
8546;Generalistische Basis GGZ;IJmond (CR);2013;;
8547;Generalistische Basis GGZ;IJmond (CR);2014;380.0;229.0
8548;Generalistische Basis GGZ;Agglomeratie Haarlem (CR);2011;;
8549;Generalistische Basis GGZ;Agglomeratie Haarlem (CR);2012;;
8550;Generalistische Basis GGZ;Agglomeratie Haarlem (CR);2013;;
8551;Generalistische Basis GGZ;Agglomeratie Haarlem (CR);2014;725.0;416.0
8552;Generalistische Basis GGZ;Zaanstreek (CR);2011;;
8553;Generalistische Basis GGZ;Zaanstreek (CR);2012;;
8554;Generalistische Basis GGZ;Zaanstreek (CR);2013;;
8555;Generalistische Basis GGZ;Zaanstreek (CR);2014;510.0;358.0
8556;Generalistische Basis GGZ;Groot-Amsterdam (CR);2011;;
8557;Generalistische Basis GGZ;Groot-Amsterdam (CR);2012;;
8558;Generalistische Basis GGZ;Groot-Amsterdam (CR);2013;;
8559;Generalistische Basis GGZ;Groot-Amsterdam (CR);2014;2395.0;1641.0
8560;Generalistische Basis GGZ;Het Gooi en Vechtstreek (CR);2011;;
8561;Generalistische Basis GGZ;Het Gooi en Vechtstreek (CR);2012;;
8562;Generalistische Basis GGZ;Het Gooi en Vechtstreek (CR);2013;;
8563;Generalistische Basis GGZ;Het Gooi en Vechtstreek (CR);2014;1355.0;880.0
8564;Generalistische Basis GGZ;Agglomeratie Leiden en Bollenstreek (CR);2011;;
8565;Generalistische Basis GGZ;Agglomeratie Leiden en Bollenstreek (CR);2012;;
8566;Generalistische Basis GGZ;Agglomeratie Leiden en Bollenstreek (CR);2013;;
8567;Generalistische Basis GGZ;Agglomeratie Leiden en Bollenstreek (CR);2014;1625.0;949.0
8568;Generalistische Basis GGZ;Agglomeratie 's-Gravenhage (CR);2011;;
8569;Generalistische Basis GGZ;Agglomeratie 's-Gravenhage (CR);2012;;
8570;Generalistische Basis GGZ;Agglomeratie 's-Gravenhage (CR);2013;;
8571;Generalistische Basis GGZ;Agglomeratie 's-Gravenhage (CR);2014;2350.0;1498.0
8572;Generalistische Basis GGZ;Delft en Westland (CR);2011;;
8573;Generalistische Basis GGZ;Delft en Westland (CR);2012;;
8574;Generalistische Basis GGZ;Delft en Westland (CR);2013;;
8575;Generalistische Basis GGZ;Delft en Westland (CR);2014;525.0;346.0
8576;Generalistische Basis GGZ;Oost-Zuid-Holland (CR);2011;;
8577;Generalistische Basis GGZ;Oost-Zuid-Holland (CR);2012;;
8578;Generalistische Basis GGZ;Oost-Zuid-Holland (CR);2013;;
8579;Generalistische Basis GGZ;Oost-Zuid-Holland (CR);2014;780.0;484.0
8580;Generalistische Basis GGZ;Groot-Rijnmond (CR);2011;;
8581;Generalistische Basis GGZ;Groot-Rijnmond (CR);2012;;
8582;Generalistische Basis GGZ;Groot-Rijnmond (CR);2013;;
8583;Generalistische Basis GGZ;Groot-Rijnmond (CR);2014;2955.0;1913.0
8584;Generalistische Basis GGZ;Zuidoost-Zuid-Holland (CR);2011;;
8585;Generalistische Basis GGZ;Zuidoost-Zuid-Holland (CR);2012;;
8586;Generalistische Basis GGZ;Zuidoost-Zuid-Holland (CR);2013;;
8587;Generalistische Basis GGZ;Zuidoost-Zuid-Holland (CR);2014;1425.0;829.0
8588;Generalistische Basis GGZ;Zeeuwsch-Vlaanderen (CR);2011;;
8589;Generalistische Basis GGZ;Zeeuwsch-Vlaanderen (CR);2012;;
8590;Generalistische Basis GGZ;Zeeuwsch-Vlaanderen (CR);2013;;
8591;Generalistische Basis GGZ;Zeeuwsch-Vlaanderen (CR);2014;580.0;381.0
8592;Generalistische Basis GGZ;Overig Zeeland (CR);2011;;
8593;Generalistische Basis GGZ;Overig Zeeland (CR);2012;;
8594;Generalistische Basis GGZ;Overig Zeeland (CR);2013;;
8595;Generalistische Basis GGZ;Overig Zeeland (CR);2014;1115.0;710.0
8596;Generalistische Basis GGZ;West-Noord-Brabant (CR);2011;;
8597;Generalistische Basis GGZ;West-Noord-Brabant (CR);2012;;
8598;Generalistische Basis GGZ;West-Noord-Brabant (CR);2013;;
8599;Generalistische Basis GGZ;West-Noord-Brabant (CR);2014;1700.0;1147.0
8600;Generalistische Basis GGZ;Midden-Noord-Brabant (CR);2011;;
8601;Generalistische Basis GGZ;Midden-Noord-Brabant (CR);2012;;
8602;Generalistische Basis GGZ;Midden-Noord-Brabant (CR);2013;;
8603;Generalistische Basis GGZ;Midden-Noord-Brabant (CR);2014;1180.0;726.0
8604;Generalistische Basis GGZ;Noordoost-Noord-Brabant (CR);2011;;
8605;Generalistische Basis GGZ;Noordoost-Noord-Brabant (CR);2012;;
8606;Generalistische Basis GGZ;Noordoost-Noord-Brabant (CR);2013;;
8607;Generalistische Basis GGZ;Noordoost-Noord-Brabant (CR);2014;2330.0;1592.0
8608;Generalistische Basis GGZ;Zuidoost-Noord-Brabant (CR);2011;;
8609;Generalistische Basis GGZ;Zuidoost-Noord-Brabant (CR);2012;;
8610;Generalistische Basis GGZ;Zuidoost-Noord-Brabant (CR);2013;;
8611;Generalistische Basis GGZ;Zuidoost-Noord-Brabant (CR);2014;2090.0;1330.0
8612;Generalistische Basis GGZ;Noord-Limburg (CR);2011;;
8613;Generalistische Basis GGZ;Noord-Limburg (CR);2012;;
8614;Generalistische Basis GGZ;Noord-Limburg (CR);2013;;
8615;Generalistische Basis GGZ;Noord-Limburg (CR);2014;640.0;435.0
8616;Generalistische Basis GGZ;Midden-Limburg (CR);2011;;
8617;Generalistische Basis GGZ;Midden-Limburg (CR);2012;;
8618;Generalistische Basis GGZ;Midden-Limburg (CR);2013;;
