ID;Geslacht;Leeftijd;Nationaliteit;CaribischNederland;Perioden;BevolkingOp1Januari_1
7351;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2017;3
7352;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2018;3
7353;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2019;2
7354;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2020;3
7355;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2021;3
7356;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2022;3
7357;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Bonaire;2023;2
7358;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2011;0
7359;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2012;0
7360;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2013;0
7361;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2014;0
7362;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2015;0
7363;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2016;0
7364;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2017;0
7365;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2018;0
7366;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2019;0
7367;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2020;0
7368;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2021;0
7369;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2022;0
7370;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Sint Eustatius;2023;0
7371;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2011;0
7372;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2012;0
7373;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2013;0
7374;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2014;0
7375;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2015;0
7376;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2016;0
7377;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2017;0
7378;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2018;0
7379;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2019;0
7380;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2020;0
7381;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2021;0
7382;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2022;0
7383;Totaal mannen en vrouwen;15 tot 20 jaar;Ecuadoraans;Saba;2023;0
7384;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2011;10
7385;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2012;9
7386;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2013;6
7387;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2014;6
7388;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2015;4
7389;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2016;3
7390;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2017;2
7391;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2018;3
7392;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2019;3
7393;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2020;2
7394;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2021;2
7395;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2022;1
7396;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Caribisch Nederland;2023;0
7397;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2011;2
7398;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2012;2
7399;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2013;1
7400;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2014;0
7401;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2015;0
7402;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2016;0
7403;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2017;0
7404;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2018;1
7405;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2019;2
7406;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2020;2
7407;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2021;2
7408;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2022;1
7409;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Bonaire;2023;0
7410;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2011;8
7411;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2012;7
7412;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2013;5
7413;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2014;6
7414;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2015;4
7415;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2016;3
7416;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2017;2
7417;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2018;2
7418;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2019;1
7419;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2020;0
7420;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2021;0
7421;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2022;0
7422;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Sint Eustatius;2023;0
7423;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2011;0
7424;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2012;0
7425;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2013;0
7426;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2014;0
7427;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2015;0
7428;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2016;0
7429;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2017;0
7430;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2018;0
7431;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2019;0
7432;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2020;0
7433;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2021;0
7434;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2022;0
7435;Totaal mannen en vrouwen;15 tot 20 jaar;Guyaans;Saba;2023;0
7436;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2011;7
7437;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2012;7
7438;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2013;7
7439;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2014;7
7440;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2015;9
7441;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2016;6
7442;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2017;5
7443;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2018;5
7444;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2019;5
7445;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2020;5
7446;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2021;6
7447;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2022;7
7448;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Caribisch Nederland;2023;10
7449;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2011;4
7450;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2012;3
7451;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2013;4
7452;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2014;4
7453;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2015;5
7454;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2016;4
7455;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2017;3
7456;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2018;3
7457;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2019;3
7458;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2020;2
7459;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2021;3
7460;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2022;4
7461;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Bonaire;2023;7
7462;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2011;0
7463;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2012;0
7464;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2013;0
7465;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2014;0
7466;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2015;0
7467;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2016;0
7468;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2017;1
7469;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2018;1
7470;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2019;1
7471;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2020;1
7472;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2021;1
7473;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2022;0
7474;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Sint Eustatius;2023;1
7475;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2011;3
7476;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2012;4
7477;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2013;3
7478;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2014;3
7479;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2015;4
7480;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2016;2
7481;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2017;1
7482;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2018;1
7483;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2019;1
7484;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2020;2
7485;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2021;2
7486;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2022;3
7487;Totaal mannen en vrouwen;15 tot 20 jaar;Haïtiaans;Saba;2023;2
7488;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2011;2
7489;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2012;2
7490;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2013;3
7491;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2014;3
7492;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2015;4
7493;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2016;1
7494;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2017;2
7495;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2018;3
7496;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2019;7
7497;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2020;6
7498;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2021;4
7499;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2022;7
7500;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Caribisch Nederland;2023;7
7501;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2011;1
7502;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2012;1
7503;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2013;1
7504;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2014;1
7505;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2015;1
7506;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2016;0
7507;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2017;0
7508;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2018;0
7509;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2019;4
7510;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2020;4
7511;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2021;1
7512;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2022;4
7513;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Bonaire;2023;4
7514;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2011;1
7515;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2012;1
7516;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2013;1
7517;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2014;1
7518;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2015;1
7519;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2016;0
7520;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2017;0
7521;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2018;0
7522;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2019;0
7523;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2020;0
7524;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2021;1
7525;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2022;1
7526;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Sint Eustatius;2023;1
7527;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2011;0
7528;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2012;0
7529;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2013;1
7530;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2014;1
7531;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2015;2
7532;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2016;1
7533;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2017;2
7534;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2018;3
7535;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2019;3
7536;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2020;2
7537;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2021;2
7538;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2022;2
7539;Totaal mannen en vrouwen;15 tot 20 jaar;Jamaicaans;Saba;2023;2
7540;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2011;1139
7541;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2012;1131
7542;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2013;1137
7543;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2014;1159
7544;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2015;1174
7545;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2016;1157
7546;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2017;1188
7547;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2018;1195
7548;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2019;1146
7549;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2020;1127
7550;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2021;1184
7551;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2022;1212
7552;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Caribisch Nederland;2023;1209
7553;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2011;880
7554;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2012;901
7555;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2013;903
7556;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2014;935
7557;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2015;948
7558;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2016;953
7559;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2017;965
7560;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2018;966
7561;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2019;947
7562;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2020;916
7563;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2021;950
7564;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2022;974
7565;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Bonaire;2023;984
7566;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2011;178
7567;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2012;164
7568;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2013;168
7569;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2014;158
7570;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2015;167
7571;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2016;140
7572;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2017;159
7573;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2018;170
7574;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2019;145
7575;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2020;152
7576;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2021;164
7577;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2022;163
7578;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Sint Eustatius;2023;158
7579;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2011;81
7580;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2012;66
7581;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2013;66
7582;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2014;66
7583;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2015;59
7584;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2016;64
7585;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2017;64
7586;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2018;59
7587;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2019;54
7588;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2020;59
7589;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2021;70
7590;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2022;75
7591;Totaal mannen en vrouwen;15 tot 20 jaar;Nederlands;Saba;2023;67
7592;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2011;4
7593;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2012;3
7594;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2013;3
7595;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2014;4
7596;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2015;5
7597;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2016;6
7598;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2017;7
7599;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2018;11
7600;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2019;13
7601;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2020;14
7602;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2021;13
7603;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2022;13
7604;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Caribisch Nederland;2023;17
7605;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2011;4
7606;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2012;3
7607;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2013;3
7608;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2014;4
7609;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2015;5
7610;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2016;6
7611;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2017;7
7612;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2018;11
7613;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2019;13
7614;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2020;14
7615;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2021;13
7616;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2022;13
7617;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Bonaire;2023;17
7618;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2011;0
7619;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2012;0
7620;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2013;0
7621;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2014;0
7622;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2015;0
7623;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2016;0
7624;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2017;0
7625;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2018;0
7626;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2019;0
7627;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2020;0
7628;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2021;0
7629;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2022;0
7630;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Sint Eustatius;2023;0
7631;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2011;0
7632;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2012;0
7633;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2013;0
7634;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2014;0
7635;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2015;0
7636;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2016;0
7637;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2017;0
7638;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2018;0
7639;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2019;0
7640;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2020;0
7641;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2021;0
7642;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2022;0
7643;Totaal mannen en vrouwen;15 tot 20 jaar;Peruaans;Saba;2023;0
7644;Totaal mannen en vrouwen;15 tot 20 jaar;Burger Saint Kitts en Nevis;Caribisch Nederland;2011;4
