ID;Geslacht;Leeftijd;Nationaliteit;CaribischNederland;Perioden;BevolkingOp1Januari_1
95;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2015;694
96;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2016;786
97;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2017;843
98;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2018;970
99;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2019;722
100;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2020;761
101;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2021;735
102;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2022;733
103;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2023;863
104;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2011;55
105;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2012;55
106;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2013;65
107;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2014;60
108;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2015;57
109;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2016;35
110;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2017;27
111;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2018;23
112;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2019;22
113;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2020;25
114;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2021;31
115;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2022;30
116;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2023;39
117;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2011;28
118;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2012;27
119;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2013;31
120;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2014;32
121;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2015;30
122;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2016;28
123;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2017;20
124;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2018;12
125;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2019;17
126;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2020;17
127;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2021;20
128;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2022;19
129;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2023;18
130;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2011;22
131;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2012;21
132;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2013;21
133;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2014;21
134;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2015;19
135;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2016;0
136;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2017;0
137;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2018;0
138;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2019;0
139;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2020;0
140;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2021;3
141;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2022;2
142;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2023;4
143;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2011;5
144;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2012;7
145;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2013;13
146;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2014;7
147;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2015;8
148;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2016;7
149;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2017;7
150;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2018;11
151;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2019;5
152;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2020;8
153;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2021;8
154;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2022;9
155;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2023;17
156;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2011;332
157;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2012;363
158;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2013;395
159;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2014;425
160;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2015;426
161;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2016;447
162;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2017;454
163;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2018;495
164;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2019;497
165;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2020;514
166;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2021;516
167;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2022;548
168;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2023;596
169;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2011;209
170;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2012;228
171;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2013;256
172;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2014;298
173;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2015;298
174;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2016;325
175;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2017;332
176;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2018;373
177;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2019;388
178;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2020;404
179;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2021;410
180;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2022;419
181;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2023;438
182;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2011;72
183;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2012;75
184;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2013;88
185;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2014;86
186;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2015;81
187;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2016;70
188;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2017;74
189;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2018;66
190;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2019;51
191;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2020;41
192;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2021;41
193;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2022;61
194;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2023;68
195;Totaal mannen en vrouwen;Totaal;Azië;Saba;2011;51
196;Totaal mannen en vrouwen;Totaal;Azië;Saba;2012;60
197;Totaal mannen en vrouwen;Totaal;Azië;Saba;2013;51
198;Totaal mannen en vrouwen;Totaal;Azië;Saba;2014;41
199;Totaal mannen en vrouwen;Totaal;Azië;Saba;2015;47
200;Totaal mannen en vrouwen;Totaal;Azië;Saba;2016;52
201;Totaal mannen en vrouwen;Totaal;Azië;Saba;2017;48
202;Totaal mannen en vrouwen;Totaal;Azië;Saba;2018;56
203;Totaal mannen en vrouwen;Totaal;Azië;Saba;2019;58
204;Totaal mannen en vrouwen;Totaal;Azië;Saba;2020;69
205;Totaal mannen en vrouwen;Totaal;Azië;Saba;2021;65
206;Totaal mannen en vrouwen;Totaal;Azië;Saba;2022;68
207;Totaal mannen en vrouwen;Totaal;Azië;Saba;2023;90
208;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2011;16715
209;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2012;17428
210;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2013;18000
211;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2014;18800
212;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2015;19182
213;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2016;19529
214;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2017;19905
215;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2018;20223
216;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2019;20357
217;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2020;20806
218;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2021;21499
219;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2022;22040
220;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2023;22855
221;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2011;13156
222;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2012;13727
223;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2013;14284
224;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2014;14983
225;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2015;15372
226;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2016;15691
227;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2017;16040
228;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2018;16275
229;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2019;16537
230;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2020;17002
231;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2021;17654
232;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2022;18138
233;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2023;18960
234;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2011;2459
235;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2012;2575
236;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2013;2589
237;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2014;2684
238;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2015;2633
239;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2016;2606
240;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2017;2626
241;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2018;2678
242;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2019;2564
243;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2020;2569
244;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2021;2607
245;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2022;2658
246;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2023;2662
247;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2011;1100
248;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2012;1126
249;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2013;1127
250;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2014;1133
251;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2015;1177
252;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2016;1232
253;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2017;1239
254;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2018;1270
255;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2019;1256
256;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2020;1235
257;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2021;1238
258;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2022;1244
259;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2023;1233
260;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2011;296
261;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2012;372
262;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2013;423
263;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2014;480
264;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2015;461
265;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2016;487
266;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2017;462
267;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2018;493
268;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2019;469
269;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2020;502
270;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2021;525
271;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2022;534
272;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2023;565
273;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2011;181
274;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2012;218
275;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2013;247
276;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2014;292
277;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2015;312
278;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2016;334
279;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2017;302
280;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2018;323
281;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2019;342
282;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2020;368
283;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2021;393
284;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2022;388
285;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2023;423
286;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2011;76
287;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2012;102
288;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2013;119
289;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2014;132
290;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2015;89
291;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2016;82
292;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2017;88
293;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2018;85
294;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2019;64
295;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2020;71
296;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2021;77
297;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2022;80
298;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2023;81
299;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2011;39
300;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2012;52
301;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2013;57
302;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2014;56
303;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2015;60
304;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2016;71
305;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2017;72
306;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2018;85
307;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2019;63
308;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2020;63
309;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2021;55
310;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2022;66
311;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2023;61
312;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2011;3975
313;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2012;4447
314;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2013;4825
315;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2014;4982
316;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2015;4917
317;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2016;4532
318;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2017;4047
319;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2018;4300
320;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2019;4269
321;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2020;4632
322;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2021;4742
323;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2022;5090
