ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1BuitenlandseOuder_5;k_2eGeneratieMet2BuitenlandseOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
3183;19 jaar;Vrouwen;2021;77242;31903;10683;21220;8435;12785;22604;9299
3184;19 jaar;Vrouwen;2022;76045;32378;10656;21722;8774;12948;22830;9548
3185;19 jaar;Vrouwen;2023;74402;32803;10635;22168;9109;13059;23003;9800
3186;19 jaar;Vrouwen;2024;72715;33193;10613;22580;9429;13151;23151;10042
3187;19 jaar;Vrouwen;2025;70991;33574;10595;22979;9736;13243;23302;10272
3188;19 jaar;Vrouwen;2026;69384;33909;10581;23328;10024;13304;23418;10491
3189;19 jaar;Vrouwen;2027;67934;34198;10572;23626;10290;13336;23503;10695
3190;19 jaar;Vrouwen;2028;66758;34447;10565;23882;10542;13340;23562;10885
3191;19 jaar;Vrouwen;2029;65763;34654;10559;24095;10767;13328;23598;11056
3192;19 jaar;Vrouwen;2030;65096;34819;10553;24266;10973;13293;23612;11207
3193;19 jaar;Vrouwen;2031;64713;34953;10551;24402;11156;13246;23616;11337
3194;19 jaar;Vrouwen;2032;64536;35064;10554;24510;11320;13190;23617;11447
3195;19 jaar;Vrouwen;2033;64586;35139;10548;24591;11466;13125;23607;11532
3196;19 jaar;Vrouwen;2034;64798;35195;10548;24647;11592;13055;23592;11603
3197;19 jaar;Vrouwen;2035;65127;35227;10549;24678;11699;12979;23570;11657
3198;19 jaar;Vrouwen;2036;65575;35242;10550;24692;11732;12960;23553;11689
3199;19 jaar;Vrouwen;2037;66109;35236;10549;24687;11752;12935;23526;11710
3200;19 jaar;Vrouwen;2038;66703;35217;10550;24667;11761;12906;23501;11716
3201;19 jaar;Vrouwen;2039;67320;35187;10551;24636;11757;12879;23471;11716
3202;19 jaar;Vrouwen;2040;67919;35147;10552;24595;11750;12845;23438;11709
3203;19 jaar;Vrouwen;2041;68481;35111;10553;24558;11744;12814;23412;11699
3204;19 jaar;Vrouwen;2042;69006;35070;10555;24515;11729;12786;23384;11686
3205;19 jaar;Vrouwen;2043;69475;35037;10556;24481;11720;12761;23365;11672
3206;19 jaar;Vrouwen;2044;69893;35004;10557;24447;11710;12737;23344;11660
3207;19 jaar;Vrouwen;2045;70266;34971;10558;24413;11697;12716;23326;11645
3208;19 jaar;Vrouwen;2046;70588;34941;10560;24381;11687;12694;23307;11634
3209;19 jaar;Vrouwen;2047;70872;34916;10558;24358;11679;12679;23296;11620
3210;19 jaar;Vrouwen;2048;71108;34893;10562;24331;11667;12664;23286;11607
3211;19 jaar;Vrouwen;2049;71304;34872;10561;24311;11661;12650;23275;11597
3212;19 jaar;Vrouwen;2050;71443;34848;10561;24287;11649;12638;23264;11584
3213;20 jaar;Totaal mannen en vrouwen;2000;147808;39757;17887;21870;11044;10826;25207;14550
3214;20 jaar;Totaal mannen en vrouwen;2001;152036;42939;18328;24611;11813;12798;27544;15395
3215;20 jaar;Totaal mannen en vrouwen;2002;148298;44782;19146;25636;11794;13842;29425;15357
3216;20 jaar;Totaal mannen en vrouwen;2003;143003;45350;20280;25070;11487;13583;30279;15071
3217;20 jaar;Totaal mannen en vrouwen;2004;141283;45890;20568;25322;11372;13950;30896;14994
3218;20 jaar;Totaal mannen en vrouwen;2005;145037;47026;21113;25913;11797;14116;31762;15264
3219;20 jaar;Totaal mannen en vrouwen;2006;148372;47616;21330;26286;11807;14479;32228;15388
3220;20 jaar;Totaal mannen en vrouwen;2007;153200;48823;21292;27531;12466;15065;33043;15780
3221;20 jaar;Totaal mannen en vrouwen;2008;154190;49839;21427;28412;12420;15992;34080;15759
3222;20 jaar;Totaal mannen en vrouwen;2009;152117;51698;21625;30073;12766;17307;35633;16065
3223;20 jaar;Totaal mannen en vrouwen;2010;153489;52730;21792;30938;12815;18123;36701;16029
3224;20 jaar;Totaal mannen en vrouwen;2011;159785;54913;21784;33129;13726;19403;38423;16490
3225;20 jaar;Totaal mannen en vrouwen;2012;159542;55496;21674;33822;14034;19788;38781;16715
3226;20 jaar;Totaal mannen en vrouwen;2013;156615;56472;21836;34636;14119;20517;39883;16589
3227;20 jaar;Totaal mannen en vrouwen;2014;155343;56585;21802;34783;14338;20445;39925;16660
3228;20 jaar;Totaal mannen en vrouwen;2015;155130;58114;21874;36240;14501;21739;41238;16876
3229;20 jaar;Totaal mannen en vrouwen;2016;150520;58303;22086;36217;14583;21634;41208;17095
3230;20 jaar;Totaal mannen en vrouwen;2017;149191;59636;22646;36990;14608;22382;42358;17278
3231;20 jaar;Totaal mannen en vrouwen;2018;149226;61845;22997;38848;15249;23599;44316;17529
3232;20 jaar;Totaal mannen en vrouwen;2019;153601;64227;23149;41078;16209;24869;46090;18137
3233;20 jaar;Totaal mannen en vrouwen;2020;153961;65405;22827;42578;16705;25873;46556;18849
3234;20 jaar;Totaal mannen en vrouwen;2021;159077;65074;22752;42322;16553;25769;46100;18974
3235;20 jaar;Totaal mannen en vrouwen;2022;157874;66131;22686;43445;17267;26178;46642;19489
3236;20 jaar;Totaal mannen en vrouwen;2023;155433;67109;22632;44477;17968;26509;47094;20015
3237;20 jaar;Totaal mannen en vrouwen;2024;152078;67977;22583;45394;18649;26745;47436;20541
3238;20 jaar;Totaal mannen en vrouwen;2025;148639;68782;22545;46237;19306;26931;47733;21049
3239;20 jaar;Totaal mannen en vrouwen;2026;145115;69572;22518;47054;19933;27121;48040;21532
3240;20 jaar;Totaal mannen en vrouwen;2027;141830;70268;22494;47774;20528;27246;48278;21990
3241;20 jaar;Totaal mannen en vrouwen;2028;138879;70866;22478;48388;21076;27312;48448;22418
3242;20 jaar;Totaal mannen en vrouwen;2029;136473;71386;22475;48911;21586;27325;48571;22815
3243;20 jaar;Totaal mannen en vrouwen;2030;134437;71815;22467;49348;22051;27297;48638;23177
3244;20 jaar;Totaal mannen en vrouwen;2031;133073;72167;22467;49700;22472;27228;48671;23496
3245;20 jaar;Totaal mannen en vrouwen;2032;132292;72447;22463;49984;22850;27134;48679;23768
3246;20 jaar;Totaal mannen en vrouwen;2033;131939;72671;22465;50206;23188;27018;48674;23997
3247;20 jaar;Totaal mannen en vrouwen;2034;132043;72832;22460;50372;23483;26889;48651;24181
3248;20 jaar;Totaal mannen en vrouwen;2035;132465;72947;22460;50487;23742;26745;48619;24328
3249;20 jaar;Totaal mannen en vrouwen;2036;133144;73012;22460;50552;23962;26590;48576;24436
3250;20 jaar;Totaal mannen en vrouwen;2037;134061;73042;22462;50580;24031;26549;48536;24506
3251;20 jaar;Totaal mannen en vrouwen;2038;135158;73038;22465;50573;24071;26502;48490;24548
3252;20 jaar;Totaal mannen en vrouwen;2039;136380;73000;22465;50535;24089;26446;48435;24565
3253;20 jaar;Totaal mannen en vrouwen;2040;137633;72938;22466;50472;24088;26384;48373;24565
3254;20 jaar;Totaal mannen en vrouwen;2041;138856;72858;22468;50390;24073;26317;48309;24549
3255;20 jaar;Totaal mannen en vrouwen;2042;140008;72780;22471;50309;24055;26254;48252;24528
3256;20 jaar;Totaal mannen en vrouwen;2043;141070;72701;22474;50227;24033;26194;48197;24504
3257;20 jaar;Totaal mannen en vrouwen;2044;142031;72627;22475;50152;24010;26142;48153;24474
3258;20 jaar;Totaal mannen en vrouwen;2045;142886;72562;22478;50084;23989;26095;48112;24450
3259;20 jaar;Totaal mannen en vrouwen;2046;143651;72493;22478;50015;23964;26051;48074;24419
3260;20 jaar;Totaal mannen en vrouwen;2047;144308;72435;22481;49954;23944;26010;48041;24394
3261;20 jaar;Totaal mannen en vrouwen;2048;144890;72385;22482;49903;23927;25976;48016;24369
3262;20 jaar;Totaal mannen en vrouwen;2049;145382;72332;22482;49850;23904;25946;47991;24341
3263;20 jaar;Totaal mannen en vrouwen;2050;145781;72289;22483;49806;23889;25917;47970;24319
3264;20 jaar;Mannen;2000;75275;19740;8491;11249;5679;5570;12530;7210
3265;20 jaar;Mannen;2001;77713;21330;8774;12556;6048;6508;13662;7668
3266;20 jaar;Mannen;2002;75303;22629;9494;13135;6061;7074;14967;7662
3267;20 jaar;Mannen;2003;73014;22960;10100;12860;5866;6994;15498;7462
3268;20 jaar;Mannen;2004;72117;23003;10132;12871;5803;7068;15631;7372
3269;20 jaar;Mannen;2005;74159;23526;10250;13276;6032;7244;15984;7542
3270;20 jaar;Mannen;2006;75484;23698;10253;13445;6129;7316;16128;7570
3271;20 jaar;Mannen;2007;77677;24344;10337;14007;6375;7632;16565;7779
3272;20 jaar;Mannen;2008;78999;24802;10359;14443;6346;8097;16992;7810
3273;20 jaar;Mannen;2009;77616;25725;10427;15298;6431;8867;17912;7813
3274;20 jaar;Mannen;2010;77916;26362;10510;15852;6551;9301;18458;7904
3275;20 jaar;Mannen;2011;81895;27310;10512;16798;6982;9816;19199;8111
3276;20 jaar;Mannen;2012;81298;27678;10365;17313;7179;10134;19410;8268
3277;20 jaar;Mannen;2013;80026;28242;10508;17734;7138;10596;20151;8091
3278;20 jaar;Mannen;2014;79150;28209;10446;17763;7395;10368;19910;8299
3279;20 jaar;Mannen;2015;79198;29003;10450;18553;7450;11103;20639;8364
3280;20 jaar;Mannen;2016;76764;29101;10575;18526;7445;11081;20597;8504
3281;20 jaar;Mannen;2017;76468;29872;10823;19049;7523;11526;21177;8695
3282;20 jaar;Mannen;2018;75899;30823;10939;19884;7821;12063;22053;8770
3283;20 jaar;Mannen;2019;78409;32057;11018;21039;8307;12732;22951;9106
3284;20 jaar;Mannen;2020;78772;32752;10909;21843;8580;13263;23219;9533
3285;20 jaar;Mannen;2021;81233;32521;10862;21659;8471;13188;23011;9510
3286;20 jaar;Mannen;2022;80608;33058;10828;22230;8833;13397;23278;9780
3287;20 jaar;Mannen;2023;79361;33559;10797;22762;9195;13567;23502;10057
3288;20 jaar;Mannen;2024;77643;34004;10771;23233;9546;13687;23669;10335
3289;20 jaar;Mannen;2025;75885;34418;10753;23665;9884;13781;23821;10597
3290;20 jaar;Mannen;2026;74082;34825;10742;24083;10204;13879;23975;10850
3291;20 jaar;Mannen;2027;72401;35185;10732;24453;10509;13944;24096;11089
3292;20 jaar;Mannen;2028;70896;35493;10726;24767;10787;13980;24180;11313
3293;20 jaar;Mannen;2029;69665;35761;10727;25034;11047;13987;24240;11521
3294;20 jaar;Mannen;2030;68621;35985;10726;25259;11288;13971;24276;11709
3295;20 jaar;Mannen;2031;67925;36168;10728;25440;11503;13937;24290;11878
3296;20 jaar;Mannen;2032;67528;36313;10725;25588;11698;13890;24293;12020
3297;20 jaar;Mannen;2033;67346;36430;10728;25702;11872;13830;24289;12141
3298;20 jaar;Mannen;2034;67399;36514;10727;25787;12020;13767;24278;12236
3299;20 jaar;Mannen;2035;67613;36572;10727;25845;12154;13691;24261;12311
3300;20 jaar;Mannen;2036;67965;36604;10726;25878;12266;13612;24237;12367
3301;20 jaar;Mannen;2037;68434;36621;10726;25895;12301;13594;24217;12404
3302;20 jaar;Mannen;2038;69005;36618;10726;25892;12324;13568;24191;12427
3303;20 jaar;Mannen;2039;69630;36600;10728;25872;12333;13539;24164;12436
3304;20 jaar;Mannen;2040;70268;36569;10730;25839;12332;13507;24132;12437
3305;20 jaar;Mannen;2041;70895;36529;10729;25800;12326;13474;24101;12428
3306;20 jaar;Mannen;2042;71483;36490;10731;25759;12318;13441;24071;12419
3307;20 jaar;Mannen;2043;72029;36443;10730;25713;12303;13410;24040;12403
3308;20 jaar;Mannen;2044;72517;36408;10732;25676;12292;13384;24017;12391
3309;20 jaar;Mannen;2045;72954;36376;10734;25642;12282;13360;23999;12377
3310;20 jaar;Mannen;2046;73349;36339;10734;25605;12267;13338;23976;12363
3311;20 jaar;Mannen;2047;73687;36309;10733;25576;12260;13316;23960;12349
3312;20 jaar;Mannen;2048;73983;36284;10734;25550;12251;13299;23948;12336
3313;20 jaar;Mannen;2049;74239;36256;10733;25523;12239;13284;23934;12322
3314;20 jaar;Mannen;2050;74444;36233;10733;25500;12231;13269;23923;12310
3315;20 jaar;Vrouwen;2000;72533;20017;9396;10621;5365;5256;12677;7340
3316;20 jaar;Vrouwen;2001;74323;21609;9554;12055;5765;6290;13882;7727
3317;20 jaar;Vrouwen;2002;72994;22154;9651;12503;5736;6767;14459;7695
3318;20 jaar;Vrouwen;2003;69989;22390;10180;12210;5619;6591;14782;7608
3319;20 jaar;Vrouwen;2004;69164;22889;10437;12452;5568;6884;15265;7624
3320;20 jaar;Vrouwen;2005;70877;23501;10863;12638;5764;6874;15779;7722
3321;20 jaar;Vrouwen;2006;72890;23916;11075;12841;5678;7163;16100;7816
3322;20 jaar;Vrouwen;2007;75525;24477;10954;13523;6091;7432;16476;8001
3323;20 jaar;Vrouwen;2008;75192;25035;11068;13967;6073;7894;17088;7947
3324;20 jaar;Vrouwen;2009;74502;25972;11197;14775;6336;8439;17721;8251
3325;20 jaar;Vrouwen;2010;75575;26366;11281;15085;6261;8824;18242;8124
3326;20 jaar;Vrouwen;2011;77889;27604;11272;16332;6744;9588;19225;8379
3327;20 jaar;Vrouwen;2012;78243;27820;11310;16510;6855;9655;19372;8448
3328;20 jaar;Vrouwen;2013;76585;28233;11328;16905;6984;9921;19734;8499
3329;20 jaar;Vrouwen;2014;76192;28377;11356;17021;6946;10075;20016;8361
3330;20 jaar;Vrouwen;2015;75933;29110;11423;17687;7049;10638;20599;8511
3331;20 jaar;Vrouwen;2016;73754;29204;11511;17693;7139;10554;20611;8593
3332;20 jaar;Vrouwen;2017;72725;29762;11822;17940;7083;10857;21182;8580
3333;20 jaar;Vrouwen;2018;73330;31019;12055;18964;7426;11538;22263;8756
3334;20 jaar;Vrouwen;2019;75192;32170;12132;20038;7902;12136;23139;9031
3335;20 jaar;Vrouwen;2020;75194;32649;11917;20732;8122;12610;23333;9316
3336;20 jaar;Vrouwen;2021;77846;32551;11887;20664;8084;12580;23089;9462
3337;20 jaar;Vrouwen;2022;77265;33074;11859;21215;8433;12782;23366;9708
3338;20 jaar;Vrouwen;2023;76071;33552;11835;21717;8773;12944;23595;9957
3339;20 jaar;Vrouwen;2024;74435;33974;11811;22163;9106;13057;23766;10208
3340;20 jaar;Vrouwen;2025;72752;34366;11793;22573;9423;13150;23913;10453
3341;20 jaar;Vrouwen;2026;71033;34747;11775;22972;9731;13241;24065;10682
3342;20 jaar;Vrouwen;2027;69429;35083;11762;23321;10019;13302;24182;10901
3343;20 jaar;Vrouwen;2028;67980;35376;11754;23622;10290;13332;24271;11105
3344;20 jaar;Vrouwen;2029;66810;35623;11750;23873;10533;13340;24329;11294
3345;20 jaar;Vrouwen;2030;65814;35832;11744;24088;10761;13327;24365;11467
3346;20 jaar;Vrouwen;2031;65147;35999;11738;24261;10971;13290;24380;11619
3347;20 jaar;Vrouwen;2032;64762;36137;11738;24399;11156;13243;24387;11750
3348;20 jaar;Vrouwen;2033;64589;36245;11739;24506;11319;13187;24384;11861
3349;20 jaar;Vrouwen;2034;64638;36323;11736;24587;11463;13124;24376;11947
3350;20 jaar;Vrouwen;2035;64851;36376;11735;24641;11587;13054;24359;12017
3351;20 jaar;Vrouwen;2036;65179;36408;11735;24673;11694;12979;24339;12069
3352;20 jaar;Vrouwen;2037;65627;36421;11736;24685;11728;12957;24320;12101
3353;20 jaar;Vrouwen;2038;66156;36417;11736;24681;11748;12933;24295;12122
3354;20 jaar;Vrouwen;2039;66750;36400;11738;24662;11757;12905;24271;12129
3355;20 jaar;Vrouwen;2040;67363;36371;11739;24632;11757;12875;24243;12128
3356;20 jaar;Vrouwen;2041;67961;36329;11739;24590;11748;12842;24208;12121
3357;20 jaar;Vrouwen;2042;68521;36294;11742;24552;11740;12812;24183;12111
3358;20 jaar;Vrouwen;2043;69045;36254;11743;24511;11726;12785;24156;12098
3359;20 jaar;Vrouwen;2044;69513;36221;11745;24476;11719;12757;24136;12085
3360;20 jaar;Vrouwen;2045;69930;36188;11745;24443;11709;12734;24116;12072
3361;20 jaar;Vrouwen;2046;70301;36155;11746;24409;11694;12715;24097;12058
3362;20 jaar;Vrouwen;2047;70625;36122;11746;24376;11684;12692;24079;12043
3363;20 jaar;Vrouwen;2048;70906;36102;11748;24354;11676;12678;24069;12033
3364;20 jaar;Vrouwen;2049;71145;36074;11748;24326;11664;12662;24056;12018
3365;20 jaar;Vrouwen;2050;71338;36055;11750;24305;11658;12647;24046;12009
3366;21 jaar;Totaal mannen en vrouwen;2000;149422;40286;19731;20555;10900;9655;25025;15261
3367;21 jaar;Totaal mannen en vrouwen;2001;147773;42234;20372;21862;11039;10823;26714;15520
3368;21 jaar;Totaal mannen en vrouwen;2002;151974;45328;20729;24599;11808;12791;28941;16387
3369;21 jaar;Totaal mannen en vrouwen;2003;148241;47146;21520;25626;11789;13837;30792;16354
3370;21 jaar;Totaal mannen en vrouwen;2004;142975;47670;22612;25058;11481;13577;31603;16067
3371;21 jaar;Totaal mannen en vrouwen;2005;141263;48195;22886;25309;11362;13947;32200;15995
3372;21 jaar;Totaal mannen en vrouwen;2006;144998;49303;23400;25903;11792;14111;33047;16256
3373;21 jaar;Totaal mannen en vrouwen;2007;148323;49867;23591;26276;11803;14473;33494;16373
3374;21 jaar;Totaal mannen en vrouwen;2008;153125;51056;23535;27521;12462;15059;34293;16763
3375;21 jaar;Totaal mannen en vrouwen;2009;154109;52048;23648;28400;12415;15985;35313;16735
3376;21 jaar;Totaal mannen en vrouwen;2010;152044;53893;23831;30062;12762;17300;36860;17033
3377;21 jaar;Totaal mannen en vrouwen;2011;153403;54914;23987;30927;12811;18116;37932;16982
3378;21 jaar;Totaal mannen en vrouwen;2012;159673;57085;23969;33116;13720;19396;39660;17425
3379;21 jaar;Totaal mannen en vrouwen;2013;159427;57667;23858;33809;14029;19780;40028;17639
3380;21 jaar;Totaal mannen en vrouwen;2014;156514;58630;24007;34623;14114;20509;41130;17500
3381;21 jaar;Totaal mannen en vrouwen;2015;155245;58731;23960;34771;14336;20435;41179;17552
3382;21 jaar;Totaal mannen en vrouwen;2016;155034;60251;24025;36226;14494;21732;42492;17759
3383;21 jaar;Totaal mannen en vrouwen;2017;150441;60429;24225;36204;14578;21626;42469;17960
3384;21 jaar;Totaal mannen en vrouwen;2018;149116;61735;24759;36976;14601;22375;43616;18119
3385;21 jaar;Totaal mannen en vrouwen;2019;149142;63932;25095;38837;15248;23589;45574;18358
3386;21 jaar;Totaal mannen en vrouwen;2020;153498;66303;25240;41063;16202;24861;47349;18954
3387;21 jaar;Totaal mannen en vrouwen;2021;153858;67479;24919;42560;16697;25863;47823;19656
3388;21 jaar;Totaal mannen en vrouwen;2022;158955;67157;24849;42308;16549;25759;47370;19787
3389;21 jaar;Totaal mannen en vrouwen;2023;157751;68219;24789;43430;17260;26170;47918;20301
3390;21 jaar;Totaal mannen en vrouwen;2024;155313;69199;24736;44463;17962;26501;48373;20826
3391;21 jaar;Totaal mannen en vrouwen;2025;151971;70071;24692;45379;18643;26736;48719;21352
3392;21 jaar;Totaal mannen en vrouwen;2026;148541;70878;24658;46220;19299;26921;49018;21860
3393;21 jaar;Totaal mannen en vrouwen;2027;145028;71669;24632;47037;19925;27112;49326;22343
3394;21 jaar;Totaal mannen en vrouwen;2028;141752;72367;24610;47757;20521;27236;49566;22801
3395;21 jaar;Totaal mannen en vrouwen;2029;138808;72967;24596;48371;21069;27302;49738;23229
3396;21 jaar;Totaal mannen en vrouwen;2030;136416;73484;24593;48891;21574;27317;49858;23626
3397;21 jaar;Totaal mannen en vrouwen;2031;134380;73919;24588;49331;22043;27288;49929;23990
3398;21 jaar;Totaal mannen en vrouwen;2032;133019;74271;24588;49683;22464;27219;49963;24308
3399;21 jaar;Totaal mannen en vrouwen;2033;132240;74555;24587;49968;22845;27123;49973;24582
3400;21 jaar;Totaal mannen en vrouwen;2034;131890;74778;24588;50190;23181;27009;49966;24812
3401;21 jaar;Totaal mannen en vrouwen;2035;131987;74942;24586;50356;23477;26879;49946;24996
3402;21 jaar;Totaal mannen en vrouwen;2036;132410;75054;24585;50469;23731;26738;49913;25141
3403;21 jaar;Totaal mannen en vrouwen;2037;133088;75120;24586;50534;23952;26582;49868;25252
3404;21 jaar;Totaal mannen en vrouwen;2038;134001;75149;24588;50561;24020;26541;49829;25320
3405;21 jaar;Totaal mannen en vrouwen;2039;135093;75149;24592;50557;24065;26492;49784;25365
3406;21 jaar;Totaal mannen en vrouwen;2040;136308;75112;24592;50520;24085;26435;49731;25381
3407;21 jaar;Totaal mannen en vrouwen;2041;137560;75049;24593;50456;24080;26376;49671;25378
3408;21 jaar;Totaal mannen en vrouwen;2042;138775;74970;24597;50373;24066;26307;49605;25365
3409;21 jaar;Totaal mannen en vrouwen;2043;139922;74893;24597;50296;24051;26245;49550;25343
3410;21 jaar;Totaal mannen en vrouwen;2044;140983;74810;24600;50210;24024;26186;49494;25316
3411;21 jaar;Totaal mannen en vrouwen;2045;141942;74737;24602;50135;24000;26135;49448;25289
3412;21 jaar;Totaal mannen en vrouwen;2046;142791;74673;24605;50068;23982;26086;49410;25263
3413;21 jaar;Totaal mannen en vrouwen;2047;143552;74605;24606;49999;23955;26044;49372;25233
3414;21 jaar;Totaal mannen en vrouwen;2048;144211;74543;24608;49935;23932;26003;49337;25206
3415;21 jaar;Totaal mannen en vrouwen;2049;144788;74494;24608;49886;23916;25970;49313;25181
3416;21 jaar;Totaal mannen en vrouwen;2050;145274;74443;24608;49835;23900;25935;49289;25154
3417;21 jaar;Mannen;2000;76349;19660;9212;10448;5557;4891;12200;7460
3418;21 jaar;Mannen;2001;75196;20694;9451;11243;5676;5567;13120;7574
3419;21 jaar;Mannen;2002;77619;22255;9709;12546;6043;6503;14221;8034
3420;21 jaar;Mannen;2003;75216;23534;10407;13127;6056;7071;15502;8032
3421;21 jaar;Mannen;2004;72941;23839;10987;12852;5861;6991;16010;7829
3422;21 jaar;Mannen;2005;72047;23881;11017;12864;5800;7064;16137;7744
3423;21 jaar;Mannen;2006;74077;24395;11128;13267;6029;7238;16484;7911
3424;21 jaar;Mannen;2007;75399;24557;11121;13436;6123;7313;16621;7936
3425;21 jaar;Mannen;2008;77575;25194;11194;14000;6371;7629;17057;8137
3426;21 jaar;Mannen;2009;78894;25641;11205;14436;6342;8094;17476;8165
3427;21 jaar;Mannen;2010;77514;26559;11268;15291;6427;8864;18395;8164
3428;21 jaar;Mannen;2011;77810;27200;11356;15844;6547;9297;18942;8258
3429;21 jaar;Mannen;2012;81772;28144;11356;16788;6975;9813;19691;8453
3430;21 jaar;Mannen;2013;81176;28515;11213;17302;7174;10128;19909;8606
3431;21 jaar;Mannen;2014;79911;29076;11353;17723;7131;10592;20646;8430
3432;21 jaar;Mannen;2015;79037;29043;11290;17753;7391;10362;20414;8629
3433;21 jaar;Mannen;2016;79086;29837;11294;18543;7446;11097;21147;8690
3434;21 jaar;Mannen;2017;76663;29932;11418;18514;7440;11074;21108;8824
3435;21 jaar;Mannen;2018;76363;30698;11658;19040;7522;11518;21688;9010
3436;21 jaar;Mannen;2019;75793;31645;11769;19876;7821;12055;22567;9078
3437;21 jaar;Mannen;2020;78292;32874;11845;21029;8305;12724;23466;9408
3438;21 jaar;Mannen;2021;78648;33574;11740;21834;8577;13257;23742;9832
3439;21 jaar;Mannen;2022;81103;33344;11696;21648;8466;13182;23532;9812
3440;21 jaar;Mannen;2023;80477;33886;11663;22223;8832;13391;23804;10082
3441;21 jaar;Mannen;2024;79232;34386;11634;22752;9191;13561;24027;10359
3442;21 jaar;Mannen;2025;77523;34831;11609;23222;9541;13681;24198;10633
