ID;CaribischNederland;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3;Invoerwaarde_4;Uitvoerwaarde_5
33;Bonaire;2018 1e kwartaal;54716.0;1810.0;-52906.0;17.4;-31.1
34;Bonaire;2018 2e kwartaal;54925.0;3354.0;-51571.0;5.8;-26.4
35;Bonaire;2018 3e kwartaal;51552.0;1992.0;-49560.0;-4.9;-6.0
36;Bonaire;2018 4e kwartaal;62005.0;2146.0;-59859.0;3.2;33.2
37;Bonaire;2018;223198.0;9302.0;-213896.0;4.9;-14.8
38;Bonaire;2019 1e kwartaal;59611.0;2927.0;-56684.0;8.9;61.7
39;Bonaire;2019 2e kwartaal;60932.0;2068.0;-58864.0;10.9;-38.3
40;Bonaire;2019 3e kwartaal;66112.0;4271.0;-61841.0;28.2;114.4
41;Bonaire;2019 4e kwartaal;65910.0;2700.0;-63210.0;6.3;25.8
42;Bonaire;2019;252566.0;11966.0;-240600.0;13.2;28.6
43;Bonaire;2020 1e kwartaal;62145.0;2295.0;-59850.0;4.3;-21.6
44;Bonaire;2020 2e kwartaal;52929.0;1421.0;-51508.0;-13.1;-31.3
45;Bonaire;2020 3e kwartaal;62423.0;2287.0;-60136.0;-5.6;-46.5
46;Bonaire;2020 4e kwartaal;66321.0;2041.0;-64280.0;0.6;-24.4
47;Bonaire;2020;243818.0;8044.0;-235774.0;-3.5;-32.8
48;Bonaire;2021 1e kwartaal;65836.0;2206.0;-63630.0;5.9;-3.9
49;Bonaire;2021 2e kwartaal;66474.0;2194.0;-64280.0;25.6;54.4
50;Bonaire;2021 3e kwartaal;71694.0;2570.0;-69124.0;14.9;12.4
51;Bonaire;2021 4e kwartaal;87500.0;2704.0;-84796.0;31.9;32.5
52;Bonaire;2021;291505.0;9673.0;-281832.0;19.6;20.3
53;Bonaire;2022 1e kwartaal;77251.0;3456.0;-73795.0;17.3;56.7
54;Bonaire;2022 2e kwartaal;84759.0;2053.0;-82706.0;27.5;-6.4
55;Bonaire;2022 3e kwartaal;102853.0;2290.0;-100563.0;43.5;-10.9
56;Sint Eustatius;2011 3e kwartaal;;;;;
57;Sint Eustatius;2011 4e kwartaal;4670.0;;;;
58;Sint Eustatius;2011;;;;;
59;Sint Eustatius;2012 1e kwartaal;4552.0;;;;
60;Sint Eustatius;2012 2e kwartaal;9168.0;206.0;-8962.0;;
61;Sint Eustatius;2012 3e kwartaal;12279.0;1178.0;-11101.0;;
62;Sint Eustatius;2012 4e kwartaal;7130.0;1861.0;-5269.0;52.7;
63;Sint Eustatius;2012;33128.0;;;;
64;Sint Eustatius;2013 1e kwartaal;12580.0;999.0;-11581.0;176.4;
65;Sint Eustatius;2013 2e kwartaal;9420.0;442.0;-8978.0;2.7;114.6
66;Sint Eustatius;2013 3e kwartaal;8793.0;2323.0;-6470.0;-28.4;97.2
67;Sint Eustatius;2013 4e kwartaal;10147.0;2011.0;-8136.0;42.3;8.1
68;Sint Eustatius;2013;40940.0;5775.0;-35165.0;23.6;
69;Sint Eustatius;2014 1e kwartaal;7462.0;468.0;-6994.0;-40.7;-53.2
70;Sint Eustatius;2014 2e kwartaal;8539.0;92.0;-8447.0;-9.4;-79.2
71;Sint Eustatius;2014 3e kwartaal;9009.0;379.0;-8630.0;2.5;-83.7
72;Sint Eustatius;2014 4e kwartaal;10060.0;144.0;-9916.0;-0.9;-92.8
73;Sint Eustatius;2014;35070.0;1083.0;-33987.0;-14.3;-81.2
74;Sint Eustatius;2015 1e kwartaal;7695.0;153.0;-7542.0;3.1;-67.3
75;Sint Eustatius;2015 2e kwartaal;10421.0;147.0;-10274.0;22.0;59.8
76;Sint Eustatius;2015 3e kwartaal;13842.0;247.0;-13595.0;53.6;-34.8
77;Sint Eustatius;2015 4e kwartaal;8797.0;517.0;-8280.0;-12.6;259.0
78;Sint Eustatius;2015;40756.0;1064.0;-39692.0;16.2;-1.8
79;Sint Eustatius;2016 1e kwartaal;11090.0;963.0;-10127.0;44.1;529.4
80;Sint Eustatius;2016 2e kwartaal;8086.0;430.0;-7656.0;-22.4;192.5
81;Sint Eustatius;2016 3e kwartaal;7731.0;120.0;-7611.0;-44.1;-51.4
82;Sint Eustatius;2016 4e kwartaal;9547.0;48.0;-9499.0;8.5;-90.7
83;Sint Eustatius;2016;36455.0;1560.0;-34895.0;-10.6;46.6
84;Sint Eustatius;2017 1e kwartaal;13424.0;285.0;-13139.0;21.0;-70.4
85;Sint Eustatius;2017 2e kwartaal;12155.0;226.0;-11929.0;50.3;-47.4
86;Sint Eustatius;2017 3e kwartaal;13845.0;217.0;-13628.0;79.1;80.8
87;Sint Eustatius;2017 4e kwartaal;15353.0;1733.0;-13620.0;60.8;3510.4
88;Sint Eustatius;2017;54777.0;2461.0;-52316.0;50.3;57.8
89;Sint Eustatius;2018 1e kwartaal;15420.0;1264.0;-14156.0;14.9;343.5
90;Sint Eustatius;2018 2e kwartaal;14238.0;1635.0;-12603.0;17.1;623.5
91;Sint Eustatius;2018 3e kwartaal;11294.0;600.0;-10694.0;-18.4;176.5
92;Sint Eustatius;2018 4e kwartaal;9803.0;407.0;-9396.0;-36.1;-76.5
93;Sint Eustatius;2018;50754.0;3907.0;-46847.0;-7.3;58.8
94;Sint Eustatius;2019 1e kwartaal;10323.0;436.0;-9887.0;-33.1;-65.5
95;Sint Eustatius;2019 2e kwartaal;13097.0;94.0;-13003.0;-8.0;-94.3
96;Sint Eustatius;2019 3e kwartaal;10789.0;287.0;-10502.0;-4.5;-52.2
97;Sint Eustatius;2019 4e kwartaal;11098.0;451.0;-10647.0;13.2;10.8
98;Sint Eustatius;2019;45307.0;1269.0;-44038.0;-10.7;-67.5
99;Sint Eustatius;2020 1e kwartaal;7813.0;876.0;-6937.0;-24.3;100.9
100;Sint Eustatius;2020 2e kwartaal;8498.0;179.0;-8319.0;-35.1;90.4
101;Sint Eustatius;2020 3e kwartaal;12319.0;82.0;-12237.0;14.2;-71.4
102;Sint Eustatius;2020 4e kwartaal;11969.0;296.0;-11673.0;7.8;-34.4
103;Sint Eustatius;2020;40600.0;1433.0;-39167.0;-10.4;12.9
104;Sint Eustatius;2021 1e kwartaal;11049.0;164.0;-10885.0;41.4;-81.3
105;Sint Eustatius;2021 2e kwartaal;9576.0;433.0;-9143.0;12.7;141.9
106;Sint Eustatius;2021 3e kwartaal;9162.0;256.0;-8906.0;-25.6;212.2
107;Sint Eustatius;2021 4e kwartaal;8832.0;182.0;-8650.0;-26.2;-38.5
108;Sint Eustatius;2021;38619.0;1036.0;-37583.0;-4.9;-27.7
109;Sint Eustatius;2022 1e kwartaal;8854.0;162.0;-8692.0;-19.9;-1.2
110;Sint Eustatius;2022 2e kwartaal;10764.0;96.0;-10668.0;12.4;-77.8
111;Sint Eustatius;2022 3e kwartaal;9846.0;69.0;-9777.0;7.5;-73.0
112;Saba;2011 3e kwartaal;;;;;
113;Saba;2011 4e kwartaal;;;;;
114;Saba;2011;;;;;
115;Saba;2012 1e kwartaal;3366.0;;;;
116;Saba;2012 2e kwartaal;3529.0;4.0;-3525.0;;
117;Saba;2012 3e kwartaal;3502.0;12.0;-3490.0;;
118;Saba;2012 4e kwartaal;4202.0;25.0;-4177.0;;
119;Saba;2012;14599.0;;;;
120;Saba;2013 1e kwartaal;3822.0;2.0;-3820.0;13.5;
121;Saba;2013 2e kwartaal;4137.0;0.0;-4137.0;17.2;-100.0
122;Saba;2013 3e kwartaal;4122.0;28.0;-4094.0;17.7;133.3
123;Saba;2013 4e kwartaal;4582.0;0.0;-4582.0;9.0;-100.0
124;Saba;2013;16662.0;30.0;-16632.0;14.1;
125;Saba;2014 1e kwartaal;4194.0;38.0;-4156.0;9.7;1800.0
126;Saba;2014 2e kwartaal;4128.0;37.0;-4091.0;-0.2;100.0
127;Saba;2014 3e kwartaal;4575.0;21.0;-4554.0;11.0;-25.0
128;Saba;2014 4e kwartaal;6269.0;65.0;-6204.0;36.8;100.0
129;Saba;2014;19166.0;160.0;-19006.0;15.0;433.3
130;Saba;2015 1e kwartaal;4434.0;22.0;-4412.0;5.7;-42.1
131;Saba;2015 2e kwartaal;5000.0;123.0;-4877.0;21.1;232.4
132;Saba;2015 3e kwartaal;8090.0;21.0;-8069.0;76.8;0.0
133;Saba;2015 4e kwartaal;4792.0;202.0;-4590.0;-23.6;210.8
134;Saba;2015;22317.0;368.0;-21949.0;16.4;130.0
135;Saba;2016 1e kwartaal;4065.0;106.0;-3959.0;-8.3;381.8
136;Saba;2016 2e kwartaal;4133.0;224.0;-3909.0;-17.3;82.1
137;Saba;2016 3e kwartaal;3932.0;46.0;-3886.0;-51.4;119.0
138;Saba;2016 4e kwartaal;4103.0;47.0;-4056.0;-14.4;-76.7
139;Saba;2016;16233.0;423.0;-15810.0;-27.3;14.9
140;Saba;2017 1e kwartaal;4170.0;48.0;-4122.0;2.6;-54.7
141;Saba;2017 2e kwartaal;4787.0;98.0;-4689.0;15.8;-56.3
142;Saba;2017 3e kwartaal;4059.0;56.0;-4003.0;3.2;21.7
143;Saba;2017 4e kwartaal;4221.0;63.0;-4158.0;2.9;34.0
144;Saba;2017;17237.0;264.0;-16973.0;6.2;-37.6
145;Saba;2018 1e kwartaal;4704.0;67.0;-4637.0;12.8;39.6
146;Saba;2018 2e kwartaal;5234.0;26.0;-5208.0;9.3;-73.5
147;Saba;2018 3e kwartaal;5029.0;19.0;-5010.0;23.9;-66.1
148;Saba;2018 4e kwartaal;5927.0;389.0;-5538.0;40.4;517.5
149;Saba;2018;20894.0;501.0;-20393.0;21.2;89.8
150;Saba;2019 1e kwartaal;6424.0;122.0;-6302.0;36.6;82.1
151;Saba;2019 2e kwartaal;4394.0;11.0;-4383.0;-16.0;-57.7
152;Saba;2019 3e kwartaal;4658.0;29.0;-4629.0;-7.4;52.6
153;Saba;2019 4e kwartaal;5550.0;41.0;-5509.0;-6.4;-89.5
154;Saba;2019;21026.0;202.0;-20824.0;0.6;-59.7
155;Saba;2020 1e kwartaal;4894.0;129.0;-4765.0;-23.8;5.7
156;Saba;2020 2e kwartaal;4242.0;18.0;-4224.0;-3.5;63.6
157;Saba;2020 3e kwartaal;5778.0;96.0;-5682.0;24.0;231.0
158;Saba;2020 4e kwartaal;6123.0;113.0;-6010.0;10.3;175.6
159;Saba;2020;21038.0;357.0;-20681.0;0.1;76.7
160;Saba;2021 1e kwartaal;5169.0;199.0;-4970.0;5.6;54.3
161;Saba;2021 2e kwartaal;5451.0;177.0;-5274.0;28.5;883.3
162;Saba;2021 3e kwartaal;5977.0;48.0;-5929.0;3.4;-50.0
163;Saba;2021 4e kwartaal;5693.0;159.0;-5534.0;-7.0;40.7
164;Saba;2021;22291.0;584.0;-21707.0;6.0;63.6
165;Saba;2022 1e kwartaal;6683.0;93.0;-6590.0;29.3;-53.3
166;Saba;2022 2e kwartaal;5468.0;283.0;-5185.0;0.3;59.9
167;Saba;2022 3e kwartaal;6256.0;41.0;-6215.0;4.7;-14.6
