ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;CU_6;D66_7;GL_8;PvdA_9;SGP_10;SP_11;VVD_12;OverigeLandelijkeGroeperingEn_13;LokaleConfessioneleGroeperingEn_14;LokaleOnafhankelijkeGroeperingEn_15;LokaleProgressieveGroeperingEn_16;CDA_17;CU_18;D66_19;GL_20;PvdA_21;SGP_22;SP_23;VVD_24;OverigeLandelijkeGroeperingEn_25;LokaleConfessioneleGroeperingEn_26;LokaleOnafhankelijkeGroeperingEn_27;LokaleProgressieveGroeperingEn_28;TotaalPolitiekeGroeperingen_29;CDA_30;CU_31;D66_32;GL_33;PvdA_34;SGP_35;SP_36;VVD_37;OverigeLandelijkeGroeperingEn_38;LokaleConfessioneleGroeperingEn_39;LokaleOnafhankelijkeGroeperingEn_40;LokaleProgressieveGroeperingEn_41;TotaalPolitiekeGroeperingen_42;CDA_43;CU_44;D66_45;GL_46;PvdA_47;SGP_48;SP_49;VVD_50;OverigeLandelijkeGroeperingEn_51;LokaleConfessioneleGroeperingEn_52;LokaleOnafhankelijkeGroeperingEn_53;LokaleProgressieveGroeperingEn_54;TotaalPolitiekeGroeperingen_55;CDA_56;CU_57;D66_58;GL_59;PvdA_60;SGP_61;SP_62;VVD_63;OverigeLandelijkeGroeperingEn_64;LokaleConfessioneleGroeperingEn_65;LokaleOnafhankelijkeGroeperingEn_66;LokaleProgressieveGroeperingEn_67;TotaalPolitiekeGroeperingen_68;CDA_69;CU_70;D66_71;GL_72;PvdA_73;SGP_74;SP_75;VVD_76;OverigeLandelijkeGroeperingEn_77;LokaleConfessioneleGroeperingEn_78;LokaleOnafhankelijkeGroeperingEn_79;LokaleProgressieveGroeperingEn_80;TotaalPolitiekeGroeperingen_81;CDA_82;CU_83;D66_84;GL_85;PvdA_86;SGP_87;SP_88;VVD_89;OverigeLandelijkeGroeperingEn_90;LokaleConfessioneleGroeperingEn_91;LokaleOnafhankelijkeGroeperingEn_92;LokaleProgressieveGroeperingEn_93;TotaalPolitiekeGroeperingen_94;CDA_95;CU_96;D66_97;GL_98;PvdA_99;SGP_100;SP_101;VVD_102;OverigeLandelijkeGroeperingEn_103;LokaleConfessioneleGroeperingEn_104;LokaleOnafhankelijkeGroeperingEn_105;LokaleProgressieveGroeperingEn_106;TotaalPolitiekeGroeperingen_107;CDA_108;CU_109;D66_110;GL_111;PvdA_112;SGP_113;SP_114;VVD_115;OverigeLandelijkeGroeperingEn_116;LokaleConfessioneleGroeperingEn_117;LokaleOnafhankelijkeGroeperingEn_118;LokaleProgressieveGroeperingEn_119;TotaalPolitiekeGroeperingen_120;CDA_121;CU_122;D66_123;GL_124;PvdA_125;SGP_126;SP_127;VVD_128;OverigeLandelijkeGroeperingEn_129;LokaleConfessioneleGroeperingEn_130;LokaleOnafhankelijkeGroeperingEn_131;LokaleProgressieveGroeperingEn_132;TotaalPolitiekeGroeperingen_133;CDA_134;CU_135;D66_136;GL_137;PvdA_138;SGP_139;SP_140;VVD_141;OverigeLandelijkeGroeperingEn_142;LokaleConfessioneleGroeperingEn_143;LokaleOnafhankelijkeGroeperingEn_144;LokaleProgressieveGroeperingEn_145;Mannen_146;Vrouwen_147;LandsdeelCode_148;ProvincieCode_149;KamerkieskringCode_150;CoropCode_151;GemeenteCode_152
343;Schouwen-Duiveland;26799;67.9;18189;18114;2828;1122;562;760;2221;1855;0;3363;0;0;5403;0;15.6;6.2;3.1;4.2;12.3;10.2;0.0;18.6;0.0;0.0;29.8;0.0;23;4;2;0;1;3;2;0;4;0;0;7;0;16;3;1;0;0;2;2;0;3;0;0;5;0;7;1;1;0;1;1;0;0;1;0;0;2;0;4;1;0;0;0;1;0;0;1;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;29;16;32;1676
344;Sevenum;5527;66.7;3687;3672;1741;0;0;0;0;0;0;0;0;0;1314;617;47.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.8;16.8;13;6;0;0;0;0;0;0;0;0;0;5;2;11;5;0;0;0;0;0;0;0;0;0;5;1;2;1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;31;19;37;964
345;Simpelveld;9172;75.3;6908;6901;958;0;0;0;294;0;0;0;0;0;5649;0;13.9;0.0;0.0;0.0;4.3;0.0;0.0;0.0;0.0;0.0;81.9;0.0;15;2;0;0;0;0;0;0;0;0;0;13;0;13;2;0;0;0;0;0;0;0;0;0;11;0;2;0;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;31;19;39;965
346;Sint-Michielsgestel;21330;61.5;13116;13087;2767;0;508;0;1399;0;0;1183;0;0;7230;0;21.1;0.0;3.9;0.0;10.7;0.0;0.0;9.0;0.0;0.0;55.2;0.0;21;5;0;0;0;2;0;0;2;0;0;12;0;18;3;0;0;0;2;0;0;1;0;0;12;0;3;2;0;0;0;0;0;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;18;35;845
347;Sint-Oedenrode;13037;64.6;8421;8410;2265;0;0;0;0;0;0;1213;0;0;3356;1576;26.9;0.0;0.0;0.0;0.0;0.0;0.0;14.4;0.0;0.0;39.9;18.7;17;5;0;0;0;0;0;0;2;0;0;7;3;13;3;0;0;0;0;0;0;1;0;0;7;2;4;2;0;0;0;0;0;0;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;18;35;846
348;Skarsterlân;20295;66.9;13571;13560;4337;613;715;0;3293;0;0;1750;0;0;2852;0;32.0;4.5;5.3;0.0;24.3;0.0;0.0;12.9;0.0;0.0;21.0;0.0;21;7;1;1;0;5;0;0;3;0;0;4;0;17;6;1;1;0;4;0;0;2;0;0;3;0;4;1;0;0;0;1;0;0;1;0;0;1;0;4;2;0;0;0;1;0;0;1;0;0;0;0;4;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;21;2;6;51
349;Sliedrecht;18149;66.9;12137;12123;1762;0;0;0;2778;0;0;1292;0;3707;2584;0;14.5;0.0;0.0;0.0;22.9;0.0;0.0;10.7;0.0;30.6;21.3;0.0;19;3;0;0;0;4;0;0;2;0;6;4;0;16;2;0;0;0;3;0;0;2;0;6;3;0;3;1;0;0;0;1;0;0;0;0;0;1;0;4;1;0;0;0;1;0;0;1;0;1;0;0;3;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;28;14;30;610
350;Slochteren;11426;63.9;7305;7291;1178;996;426;568;1462;0;0;0;0;0;2661;0;16.2;13.7;5.8;7.8;20.1;0.0;0.0;0.0;0.0;0.0;36.5;0.0;15;2;2;1;1;3;0;0;0;0;0;6;0;11;1;2;1;1;1;0;0;0;0;0;5;0;4;1;0;0;0;2;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;1;20;1;3;40
351;Smallingerland;40258;63.8;25700;25680;6412;2926;758;1914;5476;0;1497;2329;0;0;4368;0;25.0;11.4;3.0;7.5;21.3;0.0;5.8;9.1;0.0;0.0;17.0;0.0;31;8;3;1;2;7;0;2;3;0;0;5;0;21;6;3;0;1;4;0;2;2;0;0;3;0;10;2;0;1;1;3;0;0;1;0;0;2;0;4;1;1;1;0;1;0;0;0;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;21;2;6;90
352;Sneek;24676;56.8;14010;13978;3670;784;661;1107;3851;0;0;2164;0;0;1741;0;26.3;5.6;4.7;7.9;27.6;0.0;0.0;15.5;0.0;0.0;12.5;0.0;23;6;1;1;2;7;0;0;3;0;0;3;0;17;5;1;1;1;5;0;0;2;0;0;2;0;6;1;0;0;1;2;0;0;1;0;0;1;0;4;2;0;0;0;2;0;0;0;0;0;0;0;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;21;2;5;91
353;Soest;34342;61.7;21186;21132;3745;0;1152;1825;1578;0;0;4068;0;1214;7550;0;17.7;0.0;5.5;8.6;7.5;0.0;0.0;19.3;0.0;5.7;35.7;0.0;27;5;0;1;2;2;0;0;6;0;1;10;0;20;3;0;1;1;2;0;0;4;0;1;8;0;7;2;0;0;1;0;0;0;2;0;0;2;0;3;1;0;0;0;0;0;0;1;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;26;8;17;342
354;Someren;13591;69.0;9374;9360;1806;0;0;0;0;0;0;1197;0;0;5516;841;19.3;0.0;0.0;0.0;0.0;0.0;0.0;12.8;0.0;0.0;58.9;9.0;17;3;0;0;0;0;0;0;2;0;0;10;2;13;2;0;0;0;0;0;0;2;0;0;8;1;4;1;0;0;0;0;0;0;0;0;0;2;1;4;1;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;18;36;847
355;Son en Breugel;11421;69.4;7931;7840;1383;0;0;0;0;0;0;1248;0;0;4244;965;17.6;0.0;0.0;0.0;0.0;0.0;0.0;15.9;0.0;0.0;54.1;12.3;15;3;0;0;0;0;0;0;2;0;0;8;2;12;1;0;0;0;0;0;0;2;0;0;7;2;3;2;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;4;30;18;36;848
356;Spijkenisse;57035;49.6;28301;28248;2617;0;1003;1263;4096;0;0;3356;1554;1026;13333;0;9.3;0.0;3.6;4.5;14.5;0.0;0.0;11.9;5.5;3.6;47.2;0.0;35;3;0;1;2;5;0;0;4;2;1;17;0;26;2;0;1;1;3;0;0;3;2;1;13;0;9;1;0;0;1;2;0;0;1;0;0;4;0;5;1;0;0;0;1;0;0;0;0;0;3;0;4;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;28;14;29;612
357;St. Anthonis;8594;72.3;6215;6176;2631;0;0;0;0;0;0;0;0;0;3545;0;42.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.4;0.0;15;6;0;0;0;0;0;0;0;0;0;9;0;12;6;0;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;18;35;1702
358;Stadskanaal;26113;55.7;14553;14527;3681;2384;0;0;3636;0;0;1745;0;0;3081;0;25.3;16.4;0.0;0.0;25.0;0.0;0.0;12.0;0.0;0.0;21.2;0.0;23;6;4;0;0;6;0;0;2;0;0;5;0;17;4;3;0;0;6;0;0;2;0;0;2;0;6;2;1;0;0;0;0;0;0;0;0;3;0;3;1;1;0;0;1;0;0;0;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;20;1;1;37
359;Staphorst;10532;82.6;8698;8695;1619;2117;0;0;1027;2745;0;0;0;0;1187;0;18.6;24.3;0.0;0.0;11.8;31.6;0.0;0.0;0.0;0.0;13.7;0.0;17;3;4;0;0;2;6;0;0;0;0;2;0;17;3;4;0;0;2;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CU   ;     ;2;23;4;10;180
360;Stede Broec;15918;58.2;9260;9247;1551;0;691;569;597;0;0;758;0;0;5081;0;16.8;0.0;7.5;6.2;6.5;0.0;0.0;8.2;0.0;0.0;54.9;0.0;19;6;0;1;1;1;0;0;1;0;0;9;0;16;6;0;1;1;0;0;0;0;0;0;8;0;3;0;0;0;0;1;0;0;1;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;27;11;18;532
361;Steenbergen;18175;56.4;10246;10235;2911;0;1296;0;735;0;0;1642;0;711;2940;0;28.4;0.0;12.7;0.0;7.2;0.0;0.0;16.0;0.0;6.9;28.7;0.0;19;6;0;2;0;1;0;0;3;0;1;6;0;14;4;0;1;0;0;0;0;3;0;1;5;0;5;2;0;1;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;1;1;0;3;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;17;33;851
362;Steenderen;3788;73.9;2801;2783;1460;0;0;0;699;0;0;624;0;0;0;0;52.5;0.0;0.0;0.0;25.1;0.0;0.0;22.4;0.0;0.0;0.0;0.0;11;6;0;0;0;3;0;0;2;0;0;0;0;8;4;0;0;0;2;0;0;2;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;2;25;7;14;280
363;Stein;21198;65.7;13924;13899;3640;0;703;0;1851;0;0;637;0;0;7068;0;26.2;0.0;5.1;0.0;13.3;0.0;0.0;4.6;0.0;0.0;50.9;0.0;21;5;0;1;0;3;0;0;1;0;0;11;0;18;5;0;1;0;2;0;0;1;0;0;9;0;3;0;0;0;0;1;0;0;0;0;0;2;0;5;0;0;0;0;1;0;0;0;0;0;4;0;5;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;39;971
364;Strijen;7196;62.2;4474;4468;1328;0;0;383;724;367;0;906;0;0;760;0;29.7;0.0;0.0;8.6;16.2;8.2;0.0;20.3;0.0;0.0;17.0;0.0;13;4;0;0;1;2;1;0;3;0;0;2;0;13;4;0;0;1;2;1;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;28;14;29;617
365;Swalmen;6902;56.0;3867;3863;1199;0;0;0;0;0;0;807;0;0;1089;768;31.0;0.0;0.0;0.0;0.0;0.0;0.0;20.9;0.0;0.0;28.2;19.9;13;4;0;0;0;0;0;0;3;0;0;4;2;10;3;0;0;0;0;0;0;3;0;0;3;1;3;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;31;19;38;975
366;Terschelling;3826;71.7;2744;2736;863;0;0;0;955;0;0;508;0;0;410;0;31.5;0.0;0.0;0.0;34.9;0.0;0.0;18.6;0.0;0.0;15.0;0.0;11;3;0;0;0;4;0;0;2;0;0;2;0;11;3;0;0;0;4;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;1;21;2;4;93
367;Texel;10445;71.1;7430;7404;1555;0;674;1006;1065;0;0;1248;0;0;1856;0;21.0;0.0;9.1;13.6;14.4;0.0;0.0;16.9;0.0;0.0;25.1;0.0;15;3;0;1;2;2;0;0;3;0;0;4;0;10;1;0;1;2;2;0;0;1;0;0;3;0;5;2;0;0;0;0;0;0;2;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;3;27;11;18;448
368;Tholen;17516;67.3;11792;11779;1487;1263;554;0;2364;3274;0;1351;0;0;1486;0;12.6;10.7;4.7;0.0;20.1;27.8;0.0;11.5;0.0;0.0;12.6;0.0;19;2;2;1;0;4;6;0;2;0;0;2;0;18;2;2;1;0;3;6;0;2;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0;0;1;1;0;0;0;0;1;0;3;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CU   ;     ;3;29;16;32;716
369;Thorn;2054;71.2;1462;1329;440;0;0;0;444;0;0;0;0;0;445;0;33.1;0.0;0.0;0.0;33.4;0.0;0.0;0.0;0.0;0.0;33.5;0.0;9;3;0;0;0;3;0;0;0;0;0;3;0;7;3;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;38;977
370;Tiel;29944;50.3;15070;15040;2282;0;862;1242;3756;452;0;2421;0;0;4025;0;15.2;0.0;5.7;8.3;25.0;3.0;0.0;16.1;0.0;0.0;26.8;0.0;27;4;0;1;2;7;0;0;5;0;0;8;0;21;3;0;1;2;4;0;0;5;0;0;6;0;6;1;0;0;0;3;0;0;0;0;0;2;0;5;1;0;0;0;2;0;0;0;0;0;0;2;5;1;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;2;25;6;16;281
371;Tilburg;152322;45.9;69857;69683;14779;0;2845;6447;12573;0;6387;12666;0;0;13986;0;21.2;0.0;4.1;9.3;18.0;0.0;9.2;18.2;0.0;0.0;20.1;0.0;39;9;0;1;4;7;0;3;7;0;0;8;0;29;7;0;1;1;5;0;3;6;0;0;6;0;10;2;0;0;3;2;0;0;1;0;0;2;0;6;2;0;0;1;2;0;0;0;0;0;1;0;5;1;0;0;1;2;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;17;34;855
372;Tubbergen;14709;70.1;10305;10294;7276;0;0;0;959;0;0;0;0;0;2059;0;70.7;0.0;0.0;0.0;9.3;0.0;0.0;0.0;0.0;0.0;20.0;0.0;19;14;0;0;0;1;0;0;0;0;0;4;0;15;12;0;0;0;1;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;0;2;0;3;2;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;23;4;12;183
373;Tynaarlo;24370;67.1;16351;16322;1886;819;1095;1460;2637;0;0;3096;0;0;5329;0;11.6;5.0;6.7;8.9;16.2;0.0;0.0;19.0;0.0;0.0;32.6;0.0;23;3;1;1;2;4;0;0;5;0;0;7;0;16;2;1;0;1;3;0;0;4;0;0;5;0;7;1;0;1;1;1;0;0;1;0;0;2;0;5;1;0;0;1;1;0;0;1;0;0;1;0;5;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;1;22;3;7;1730
374;Tytsjerksteradiel;23828;67.5;16083;16067;5265;967;0;1061;2995;0;0;1765;0;0;4014;0;32.8;6.0;0.0;6.6;18.6;0.0;0.0;11.0;0.0;0.0;25.0;0.0;23;8;1;0;2;4;0;0;3;0;0;5;0;17;5;1;0;2;3;0;0;2;0;0;4;0;6;3;0;0;0;1;0;0;1;0;0;1;0;4;2;0;0;0;1;0;0;0;0;0;1;0;4;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;1;21;2;4;737
375;Ubbergen;7406;67.7;5015;5006;718;0;0;0;0;0;0;555;0;0;2685;1048;14.3;0.0;0.0;0.0;0.0;0.0;0.0;11.1;0.0;0.0;53.6;20.9;13;2;0;0;0;0;0;0;1;0;0;7;3;9;2;0;0;0;0;0;0;1;0;0;4;2;4;0;0;0;0;0;0;0;0;0;0;3;1;3;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;2;25;6;15;282
376;Uden;30611;59.5;18220;18198;4884;0;437;0;1357;0;2639;2829;0;0;6052;0;26.8;0.0;2.4;0.0;7.5;0.0;14.5;15.5;0.0;0.0;33.3;0.0;25;7;0;0;0;2;0;4;4;0;0;8;0;18;6;0;0;0;0;0;3;3;0;0;6;0;7;1;0;0;0;2;0;1;1;0;0;2;0;4;2;0;0;0;0;0;0;1;0;0;1;0;4;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;18;35;856
377;Uitgeest;8744;64.4;5632;5623;1102;0;342;0;791;0;0;890;0;0;1139;1359;19.6;0.0;6.1;0.0;14.1;0.0;0.0;15.8;0.0;0.0;20.3;24.2;15;3;0;1;0;2;0;0;2;0;0;3;4;9;1;0;1;0;2;0;0;1;0;0;1;3;6;2;0;0;0;0;0;0;1;0;0;2;1;3;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;27;11;20;450
