ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemers_1;BanenVanWerknemersMutatie_2
6010;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2011 december;;
6011;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2011 december;;
6012;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2012 december;;
6013;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2012 december;;
6014;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2013 december;;
6015;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2013 december;;
6016;A-U Alle economische activiteiten;Stedendriehoek en Noordwest Veluwe (AM);2014 december;283.24;283.24
6017;A-U Alle economische activiteiten;Midden-Gelderland (AM);2008 december;;
6018;A-U Alle economische activiteiten;Midden-Gelderland (AM);2009 december;;
6019;A-U Alle economische activiteiten;Midden-Gelderland (AM);2010 december;;
6020;A-U Alle economische activiteiten;Midden-Gelderland (AM);2010 december;;
6021;A-U Alle economische activiteiten;Midden-Gelderland (AM);2011 december;;
6022;A-U Alle economische activiteiten;Midden-Gelderland (AM);2011 december;;
6023;A-U Alle economische activiteiten;Midden-Gelderland (AM);2012 december;;
6024;A-U Alle economische activiteiten;Midden-Gelderland (AM);2012 december;;
6025;A-U Alle economische activiteiten;Midden-Gelderland (AM);2013 december;;
6026;A-U Alle economische activiteiten;Midden-Gelderland (AM);2013 december;;
6027;A-U Alle economische activiteiten;Midden-Gelderland (AM);2014 december;180.87;180.87
6028;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2008 december;;
6029;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2009 december;;
6030;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2010 december;;
6031;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2010 december;;
6032;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2011 december;;
6033;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2011 december;;
6034;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2012 december;;
6035;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2012 december;;
6036;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2013 december;;
6037;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2013 december;;
6038;A-U Alle economische activiteiten;Rijk van Nijmegen (AM);2014 december;135.49;135.49
6039;A-U Alle economische activiteiten;Achterhoek (AM);2008 december;;
6040;A-U Alle economische activiteiten;Achterhoek (AM);2009 december;;
6041;A-U Alle economische activiteiten;Achterhoek (AM);2010 december;;
6042;A-U Alle economische activiteiten;Achterhoek (AM);2010 december;;
6043;A-U Alle economische activiteiten;Achterhoek (AM);2011 december;;
6044;A-U Alle economische activiteiten;Achterhoek (AM);2011 december;;
6045;A-U Alle economische activiteiten;Achterhoek (AM);2012 december;;
6046;A-U Alle economische activiteiten;Achterhoek (AM);2012 december;;
6047;A-U Alle economische activiteiten;Achterhoek (AM);2013 december;;
6048;A-U Alle economische activiteiten;Achterhoek (AM);2013 december;;
6049;A-U Alle economische activiteiten;Achterhoek (AM);2014 december;113.8;113.8
6050;A-U Alle economische activiteiten;Rivierenland (AM);2008 december;;
6051;A-U Alle economische activiteiten;Rivierenland (AM);2009 december;;
6052;A-U Alle economische activiteiten;Rivierenland (AM);2010 december;;
6053;A-U Alle economische activiteiten;Rivierenland (AM);2010 december;;
6054;A-U Alle economische activiteiten;Rivierenland (AM);2011 december;;
6055;A-U Alle economische activiteiten;Rivierenland (AM);2011 december;;
6056;A-U Alle economische activiteiten;Rivierenland (AM);2012 december;;
6057;A-U Alle economische activiteiten;Rivierenland (AM);2012 december;;
6058;A-U Alle economische activiteiten;Rivierenland (AM);2013 december;;
6059;A-U Alle economische activiteiten;Rivierenland (AM);2013 december;;
6060;A-U Alle economische activiteiten;Rivierenland (AM);2014 december;97.41;97.41
6061;A-U Alle economische activiteiten;Flevoland (AM);2008 december;;
6062;A-U Alle economische activiteiten;Flevoland (AM);2009 december;;
6063;A-U Alle economische activiteiten;Flevoland (AM);2010 december;;
6064;A-U Alle economische activiteiten;Flevoland (AM);2010 december;;
6065;A-U Alle economische activiteiten;Flevoland (AM);2011 december;;
6066;A-U Alle economische activiteiten;Flevoland (AM);2011 december;;
6067;A-U Alle economische activiteiten;Flevoland (AM);2012 december;;
6068;A-U Alle economische activiteiten;Flevoland (AM);2012 december;;
6069;A-U Alle economische activiteiten;Flevoland (AM);2013 december;;
6070;A-U Alle economische activiteiten;Flevoland (AM);2013 december;;
6071;A-U Alle economische activiteiten;Flevoland (AM);2014 december;135.02;135.02
6072;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2008 december;;
6073;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2009 december;;
6074;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2010 december;;
6075;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2010 december;;
6076;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2011 december;;
6077;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2011 december;;
6078;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2012 december;;
6079;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2012 december;;
6080;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2013 december;;
6081;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2013 december;;
6082;A-U Alle economische activiteiten;Gooi en Vechtstreek (AM);2014 december;105.05;105.05
6083;A-U Alle economische activiteiten;Midden-Utrecht (AM);2008 december;;
6084;A-U Alle economische activiteiten;Midden-Utrecht (AM);2009 december;;
6085;A-U Alle economische activiteiten;Midden-Utrecht (AM);2010 december;;
6086;A-U Alle economische activiteiten;Midden-Utrecht (AM);2010 december;;
6087;A-U Alle economische activiteiten;Midden-Utrecht (AM);2011 december;;
6088;A-U Alle economische activiteiten;Midden-Utrecht (AM);2011 december;;
6089;A-U Alle economische activiteiten;Midden-Utrecht (AM);2012 december;;
6090;A-U Alle economische activiteiten;Midden-Utrecht (AM);2012 december;;
6091;A-U Alle economische activiteiten;Midden-Utrecht (AM);2013 december;;
6092;A-U Alle economische activiteiten;Midden-Utrecht (AM);2013 december;;
6093;A-U Alle economische activiteiten;Midden-Utrecht (AM);2014 december;472.02;472.02
6094;A-U Alle economische activiteiten;Amersfoort (AM);2008 december;;
6095;A-U Alle economische activiteiten;Amersfoort (AM);2009 december;;
6096;A-U Alle economische activiteiten;Amersfoort (AM);2010 december;;
6097;A-U Alle economische activiteiten;Amersfoort (AM);2010 december;;
6098;A-U Alle economische activiteiten;Amersfoort (AM);2011 december;;
6099;A-U Alle economische activiteiten;Amersfoort (AM);2011 december;;
6100;A-U Alle economische activiteiten;Amersfoort (AM);2012 december;;
6101;A-U Alle economische activiteiten;Amersfoort (AM);2012 december;;
6102;A-U Alle economische activiteiten;Amersfoort (AM);2013 december;;
6103;A-U Alle economische activiteiten;Amersfoort (AM);2013 december;;
6104;A-U Alle economische activiteiten;Amersfoort (AM);2014 december;154.58;154.58
6105;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2008 december;;
6106;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2009 december;;
6107;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2010 december;;
6108;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2010 december;;
6109;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2011 december;;
6110;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2011 december;;
6111;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2012 december;;
6112;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2012 december;;
6113;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2013 december;;
6114;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2013 december;;
6115;A-U Alle economische activiteiten;Noord-Holland Noord (AM);2014 december;241.96;241.96
6116;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2008 december;;
6117;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2009 december;;
6118;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2010 december;;
6119;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2010 december;;
6120;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2011 december;;
6121;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2011 december;;
6122;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2012 december;;
6123;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2012 december;;
6124;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2013 december;;
6125;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2013 december;;
6126;A-U Alle economische activiteiten;Zuid-Kennemerland (AM);2014 december;145.65;145.65
6127;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2008 december;;
6128;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2009 december;;
6129;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2010 december;;
6130;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2010 december;;
6131;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2011 december;;
6132;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2011 december;;
6133;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2012 december;;
6134;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2012 december;;
6135;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2013 december;;
6136;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2013 december;;
6137;A-U Alle economische activiteiten;Zaanstreek/Waterland (AM);2014 december;105.65;105.65
6138;A-U Alle economische activiteiten;Groot Amsterdam (AM);2008 december;;
6139;A-U Alle economische activiteiten;Groot Amsterdam (AM);2009 december;;
6140;A-U Alle economische activiteiten;Groot Amsterdam (AM);2010 december;;
6141;A-U Alle economische activiteiten;Groot Amsterdam (AM);2010 december;;
6142;A-U Alle economische activiteiten;Groot Amsterdam (AM);2011 december;;
6143;A-U Alle economische activiteiten;Groot Amsterdam (AM);2011 december;;
6144;A-U Alle economische activiteiten;Groot Amsterdam (AM);2012 december;;
6145;A-U Alle economische activiteiten;Groot Amsterdam (AM);2012 december;;
6146;A-U Alle economische activiteiten;Groot Amsterdam (AM);2013 december;;
6147;A-U Alle economische activiteiten;Groot Amsterdam (AM);2013 december;;
6148;A-U Alle economische activiteiten;Groot Amsterdam (AM);2014 december;836.81;836.81
6149;A-U Alle economische activiteiten;Holland Rijnland (AM);2008 december;;
6150;A-U Alle economische activiteiten;Holland Rijnland (AM);2009 december;;
6151;A-U Alle economische activiteiten;Holland Rijnland (AM);2010 december;;
6152;A-U Alle economische activiteiten;Holland Rijnland (AM);2010 december;;
6153;A-U Alle economische activiteiten;Holland Rijnland (AM);2011 december;;
6154;A-U Alle economische activiteiten;Holland Rijnland (AM);2011 december;;
6155;A-U Alle economische activiteiten;Holland Rijnland (AM);2012 december;;
6156;A-U Alle economische activiteiten;Holland Rijnland (AM);2012 december;;
6157;A-U Alle economische activiteiten;Holland Rijnland (AM);2013 december;;
6158;A-U Alle economische activiteiten;Holland Rijnland (AM);2013 december;;
6159;A-U Alle economische activiteiten;Holland Rijnland (AM);2014 december;210.43;210.43
6160;A-U Alle economische activiteiten;Midden-Holland (AM);2008 december;;
6161;A-U Alle economische activiteiten;Midden-Holland (AM);2009 december;;
6162;A-U Alle economische activiteiten;Midden-Holland (AM);2010 december;;
6163;A-U Alle economische activiteiten;Midden-Holland (AM);2010 december;;
6164;A-U Alle economische activiteiten;Midden-Holland (AM);2011 december;;
6165;A-U Alle economische activiteiten;Midden-Holland (AM);2011 december;;
6166;A-U Alle economische activiteiten;Midden-Holland (AM);2012 december;;
6167;A-U Alle economische activiteiten;Midden-Holland (AM);2012 december;;
6168;A-U Alle economische activiteiten;Midden-Holland (AM);2013 december;;
6169;A-U Alle economische activiteiten;Midden-Holland (AM);2013 december;;
6170;A-U Alle economische activiteiten;Midden-Holland (AM);2014 december;89.3;89.3
6171;A-U Alle economische activiteiten;Haaglanden (AM);2008 december;;
6172;A-U Alle economische activiteiten;Haaglanden (AM);2009 december;;
6173;A-U Alle economische activiteiten;Haaglanden (AM);2010 december;;
6174;A-U Alle economische activiteiten;Haaglanden (AM);2010 december;;
6175;A-U Alle economische activiteiten;Haaglanden (AM);2011 december;;
6176;A-U Alle economische activiteiten;Haaglanden (AM);2011 december;;
6177;A-U Alle economische activiteiten;Haaglanden (AM);2012 december;;
6178;A-U Alle economische activiteiten;Haaglanden (AM);2012 december;;
6179;A-U Alle economische activiteiten;Haaglanden (AM);2013 december;;
6180;A-U Alle economische activiteiten;Haaglanden (AM);2013 december;;
6181;A-U Alle economische activiteiten;Haaglanden (AM);2014 december;413.11;413.11
6182;A-U Alle economische activiteiten;Rijnmond (AM);2008 december;;
6183;A-U Alle economische activiteiten;Rijnmond (AM);2009 december;;
6184;A-U Alle economische activiteiten;Rijnmond (AM);2010 december;;
6185;A-U Alle economische activiteiten;Rijnmond (AM);2010 december;;
6186;A-U Alle economische activiteiten;Rijnmond (AM);2011 december;;
6187;A-U Alle economische activiteiten;Rijnmond (AM);2011 december;;
6188;A-U Alle economische activiteiten;Rijnmond (AM);2012 december;;
6189;A-U Alle economische activiteiten;Rijnmond (AM);2012 december;;
6190;A-U Alle economische activiteiten;Rijnmond (AM);2013 december;;
6191;A-U Alle economische activiteiten;Rijnmond (AM);2013 december;;
6192;A-U Alle economische activiteiten;Rijnmond (AM);2014 december;600.9;600.9
6193;A-U Alle economische activiteiten;Drechtsteden (AM);2008 december;;
6194;A-U Alle economische activiteiten;Drechtsteden (AM);2009 december;;
6195;A-U Alle economische activiteiten;Drechtsteden (AM);2010 december;;
6196;A-U Alle economische activiteiten;Drechtsteden (AM);2010 december;;
6197;A-U Alle economische activiteiten;Drechtsteden (AM);2011 december;;
6198;A-U Alle economische activiteiten;Drechtsteden (AM);2011 december;;
6199;A-U Alle economische activiteiten;Drechtsteden (AM);2012 december;;
6200;A-U Alle economische activiteiten;Drechtsteden (AM);2012 december;;
6201;A-U Alle economische activiteiten;Drechtsteden (AM);2013 december;;
6202;A-U Alle economische activiteiten;Drechtsteden (AM);2013 december;;
6203;A-U Alle economische activiteiten;Drechtsteden (AM);2014 december;115.84;115.84
6204;A-U Alle economische activiteiten;Zeeland (AM);2008 december;;
6205;A-U Alle economische activiteiten;Zeeland (AM);2009 december;;
6206;A-U Alle economische activiteiten;Zeeland (AM);2010 december;;
6207;A-U Alle economische activiteiten;Zeeland (AM);2010 december;;
6208;A-U Alle economische activiteiten;Zeeland (AM);2011 december;;
6209;A-U Alle economische activiteiten;Zeeland (AM);2011 december;;
6210;A-U Alle economische activiteiten;Zeeland (AM);2012 december;;
6211;A-U Alle economische activiteiten;Zeeland (AM);2012 december;;
6212;A-U Alle economische activiteiten;Zeeland (AM);2013 december;;
6213;A-U Alle economische activiteiten;Zeeland (AM);2013 december;;
6214;A-U Alle economische activiteiten;Zeeland (AM);2014 december;148.15;148.15
6215;A-U Alle economische activiteiten;West-Brabant (AM);2008 december;;
6216;A-U Alle economische activiteiten;West-Brabant (AM);2009 december;;
6217;A-U Alle economische activiteiten;West-Brabant (AM);2010 december;;
6218;A-U Alle economische activiteiten;West-Brabant (AM);2010 december;;
6219;A-U Alle economische activiteiten;West-Brabant (AM);2011 december;;
6220;A-U Alle economische activiteiten;West-Brabant (AM);2011 december;;
6221;A-U Alle economische activiteiten;West-Brabant (AM);2012 december;;
6222;A-U Alle economische activiteiten;West-Brabant (AM);2012 december;;
6223;A-U Alle economische activiteiten;West-Brabant (AM);2013 december;;
6224;A-U Alle economische activiteiten;West-Brabant (AM);2013 december;;
6225;A-U Alle economische activiteiten;West-Brabant (AM);2014 december;305.36;305.36
6226;A-U Alle economische activiteiten;Midden-Brabant (AM);2008 december;;
6227;A-U Alle economische activiteiten;Midden-Brabant (AM);2009 december;;
6228;A-U Alle economische activiteiten;Midden-Brabant (AM);2010 december;;
6229;A-U Alle economische activiteiten;Midden-Brabant (AM);2010 december;;
6230;A-U Alle economische activiteiten;Midden-Brabant (AM);2011 december;;
6231;A-U Alle economische activiteiten;Midden-Brabant (AM);2011 december;;
6232;A-U Alle economische activiteiten;Midden-Brabant (AM);2012 december;;
6233;A-U Alle economische activiteiten;Midden-Brabant (AM);2012 december;;
6234;A-U Alle economische activiteiten;Midden-Brabant (AM);2013 december;;
6235;A-U Alle economische activiteiten;Midden-Brabant (AM);2013 december;;
6236;A-U Alle economische activiteiten;Midden-Brabant (AM);2014 december;208.55;208.55
6237;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2008 december;;
6238;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2009 december;;
6239;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2010 december;;
6240;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2010 december;;
6241;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2011 december;;
6242;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2011 december;;
6243;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2012 december;;
6244;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2012 december;;
6245;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2013 december;;
6246;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2013 december;;
6247;A-U Alle economische activiteiten;Noordoost-Brabant (AM);2014 december;290.99;290.99
6248;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2008 december;;
6249;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2009 december;;
6250;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2010 december;;
6251;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2010 december;;
6252;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2011 december;;
6253;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2011 december;;
6254;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2012 december;;
6255;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2012 december;;
6256;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2013 december;;
6257;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2013 december;;
6258;A-U Alle economische activiteiten;Zuidoost-Brabant (AM);2014 december;287.51;287.51
6259;A-U Alle economische activiteiten;Noord-Limburg (AM);2008 december;;
6260;A-U Alle economische activiteiten;Noord-Limburg (AM);2009 december;;
6261;A-U Alle economische activiteiten;Noord-Limburg (AM);2010 december;;
6262;A-U Alle economische activiteiten;Noord-Limburg (AM);2010 december;;
6263;A-U Alle economische activiteiten;Noord-Limburg (AM);2011 december;;
6264;A-U Alle economische activiteiten;Noord-Limburg (AM);2011 december;;
6265;A-U Alle economische activiteiten;Noord-Limburg (AM);2012 december;;
6266;A-U Alle economische activiteiten;Noord-Limburg (AM);2012 december;;
6267;A-U Alle economische activiteiten;Noord-Limburg (AM);2013 december;;
6268;A-U Alle economische activiteiten;Noord-Limburg (AM);2013 december;;
6269;A-U Alle economische activiteiten;Noord-Limburg (AM);2014 december;136.87;136.87
6270;A-U Alle economische activiteiten;Zuid-Limburg (AM);2008 december;;
6271;A-U Alle economische activiteiten;Zuid-Limburg (AM);2009 december;;
6272;A-U Alle economische activiteiten;Zuid-Limburg (AM);2010 december;;
6273;A-U Alle economische activiteiten;Zuid-Limburg (AM);2010 december;;
6274;A-U Alle economische activiteiten;Zuid-Limburg (AM);2011 december;;
6275;A-U Alle economische activiteiten;Zuid-Limburg (AM);2011 december;;
6276;A-U Alle economische activiteiten;Zuid-Limburg (AM);2012 december;;
6277;A-U Alle economische activiteiten;Zuid-Limburg (AM);2012 december;;
6278;A-U Alle economische activiteiten;Zuid-Limburg (AM);2013 december;;
6279;A-U Alle economische activiteiten;Zuid-Limburg (AM);2013 december;;
6280;A-U Alle economische activiteiten;Zuid-Limburg (AM);2014 december;251.78;251.78
6281;A-U Alle economische activiteiten;Food Valley (AM);2008 december;;
6282;A-U Alle economische activiteiten;Food Valley (AM);2009 december;;
6283;A-U Alle economische activiteiten;Food Valley (AM);2010 december;;
6284;A-U Alle economische activiteiten;Food Valley (AM);2010 december;;
6285;A-U Alle economische activiteiten;Food Valley (AM);2011 december;;
6286;A-U Alle economische activiteiten;Food Valley (AM);2011 december;;
6287;A-U Alle economische activiteiten;Food Valley (AM);2012 december;;
6288;A-U Alle economische activiteiten;Food Valley (AM);2012 december;;
6289;A-U Alle economische activiteiten;Food Valley (AM);2013 december;;
6290;A-U Alle economische activiteiten;Food Valley (AM);2013 december;;
6291;A-U Alle economische activiteiten;Food Valley (AM);2014 december;136.2;136.2
6292;A-U Alle economische activiteiten;Helmond-De Peel (AM);2008 december;;
6293;A-U Alle economische activiteiten;Helmond-De Peel (AM);2009 december;;
6294;A-U Alle economische activiteiten;Helmond-De Peel (AM);2010 december;;
6295;A-U Alle economische activiteiten;Helmond-De Peel (AM);2010 december;;
6296;A-U Alle economische activiteiten;Helmond-De Peel (AM);2011 december;;
6297;A-U Alle economische activiteiten;Helmond-De Peel (AM);2011 december;;
6298;A-U Alle economische activiteiten;Helmond-De Peel (AM);2012 december;;
6299;A-U Alle economische activiteiten;Helmond-De Peel (AM);2012 december;;
6300;A-U Alle economische activiteiten;Helmond-De Peel (AM);2013 december;;
6301;A-U Alle economische activiteiten;Helmond-De Peel (AM);2013 december;;
6302;A-U Alle economische activiteiten;Helmond-De Peel (AM);2014 december;97.96;97.96
6303;A-U Alle economische activiteiten;Midden-Limburg (AM);2008 december;;
6304;A-U Alle economische activiteiten;Midden-Limburg (AM);2009 december;;
6305;A-U Alle economische activiteiten;Midden-Limburg (AM);2010 december;;
6306;A-U Alle economische activiteiten;Midden-Limburg (AM);2010 december;;
6307;A-U Alle economische activiteiten;Midden-Limburg (AM);2011 december;;
6308;A-U Alle economische activiteiten;Midden-Limburg (AM);2011 december;;
6309;A-U Alle economische activiteiten;Midden-Limburg (AM);2012 december;;
6310;A-U Alle economische activiteiten;Midden-Limburg (AM);2012 december;;
6311;A-U Alle economische activiteiten;Midden-Limburg (AM);2013 december;;
6312;A-U Alle economische activiteiten;Midden-Limburg (AM);2013 december;;
6313;A-U Alle economische activiteiten;Midden-Limburg (AM);2014 december;96.8;96.8
6314;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2008 december;;
6315;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2009 december;;
6316;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2010 december;;
6317;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2010 december;;
6318;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2011 december;;
6319;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2011 december;;
6320;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2012 december;;
6321;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2012 december;;
6322;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2013 december;;
6323;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2013 december;;
6324;A-U Alle economische activiteiten;Zuid-Holland Centraal (AM);2014 december;116.12;116.12
6325;A-U Alle economische activiteiten;Gorinchem (AM);2008 december;;
6326;A-U Alle economische activiteiten;Gorinchem (AM);2009 december;;
6327;A-U Alle economische activiteiten;Gorinchem (AM);2010 december;;
6328;A-U Alle economische activiteiten;Gorinchem (AM);2010 december;;
6329;A-U Alle economische activiteiten;Gorinchem (AM);2011 december;;
6330;A-U Alle economische activiteiten;Gorinchem (AM);2011 december;;
6331;A-U Alle economische activiteiten;Gorinchem (AM);2012 december;;
6332;A-U Alle economische activiteiten;Gorinchem (AM);2012 december;;
6333;A-U Alle economische activiteiten;Gorinchem (AM);2013 december;;
6334;A-U Alle economische activiteiten;Gorinchem (AM);2013 december;;
6335;A-U Alle economische activiteiten;Gorinchem (AM);2014 december;57.55;57.55
6336;A-U Alle economische activiteiten;Niet in te delen (AM);2008 december;;
6337;A-U Alle economische activiteiten;Niet in te delen (AM);2009 december;;
6338;A-U Alle economische activiteiten;Niet in te delen (AM);2010 december;;
6339;A-U Alle economische activiteiten;Niet in te delen (AM);2010 december;;
6340;A-U Alle economische activiteiten;Niet in te delen (AM);2011 december;;
6341;A-U Alle economische activiteiten;Niet in te delen (AM);2011 december;;
6342;A-U Alle economische activiteiten;Niet in te delen (AM);2012 december;;
6343;A-U Alle economische activiteiten;Niet in te delen (AM);2012 december;;
6344;A-U Alle economische activiteiten;Niet in te delen (AM);2013 december;;
6345;A-U Alle economische activiteiten;Niet in te delen (AM);2013 december;;
6346;A-U Alle economische activiteiten;Niet in te delen (AM);2014 december;;
6347;A-U Alle economische activiteiten;Noord-Groningen (RP);2008 december;29.1;
6348;A-U Alle economische activiteiten;Noord-Groningen (RP);2009 december;29.0;-0.1
6349;A-U Alle economische activiteiten;Noord-Groningen (RP);2010 december;28.7;-0.3
6350;A-U Alle economische activiteiten;Noord-Groningen (RP);2010 december;29.5;
6351;A-U Alle economische activiteiten;Noord-Groningen (RP);2011 december;29.6;0.1
6352;A-U Alle economische activiteiten;Noord-Groningen (RP);2011 december;29.68;
6353;A-U Alle economische activiteiten;Noord-Groningen (RP);2012 december;29.69;0.02
6354;A-U Alle economische activiteiten;Noord-Groningen (RP);2012 december;29.39;
6355;A-U Alle economische activiteiten;Noord-Groningen (RP);2013 december;28.18;-1.22
6356;A-U Alle economische activiteiten;Noord-Groningen (RP);2013 december;28.37;
6357;A-U Alle economische activiteiten;Noord-Groningen (RP);2014 december;;
6358;A-U Alle economische activiteiten;Oost-Groningen (RP);2008 december;50.8;
6359;A-U Alle economische activiteiten;Oost-Groningen (RP);2009 december;50.6;-0.2
6360;A-U Alle economische activiteiten;Oost-Groningen (RP);2010 december;46.4;-4.2
6361;A-U Alle economische activiteiten;Oost-Groningen (RP);2010 december;51.0;
6362;A-U Alle economische activiteiten;Oost-Groningen (RP);2011 december;50.6;-0.4
6363;A-U Alle economische activiteiten;Oost-Groningen (RP);2011 december;51.09;
6364;A-U Alle economische activiteiten;Oost-Groningen (RP);2012 december;49.34;-1.76
6365;A-U Alle economische activiteiten;Oost-Groningen (RP);2012 december;49.38;
6366;A-U Alle economische activiteiten;Oost-Groningen (RP);2013 december;48.7;-0.69
6367;A-U Alle economische activiteiten;Oost-Groningen (RP);2013 december;48.66;
6368;A-U Alle economische activiteiten;Oost-Groningen (RP);2014 december;;
6369;A-U Alle economische activiteiten;Centraal-Groningen (RP);2008 december;233.1;
6370;A-U Alle economische activiteiten;Centraal-Groningen (RP);2009 december;232.4;-0.7
6371;A-U Alle economische activiteiten;Centraal-Groningen (RP);2010 december;234.5;2.1
6372;A-U Alle economische activiteiten;Centraal-Groningen (RP);2010 december;232.3;
6373;A-U Alle economische activiteiten;Centraal-Groningen (RP);2011 december;231.0;-1.3
6374;A-U Alle economische activiteiten;Centraal-Groningen (RP);2011 december;230.13;
6375;A-U Alle economische activiteiten;Centraal-Groningen (RP);2012 december;225.37;-4.76
6376;A-U Alle economische activiteiten;Centraal-Groningen (RP);2012 december;223.31;
6377;A-U Alle economische activiteiten;Centraal-Groningen (RP);2013 december;220.65;-2.67
6378;A-U Alle economische activiteiten;Centraal-Groningen (RP);2013 december;221.46;
6379;A-U Alle economische activiteiten;Centraal-Groningen (RP);2014 december;;
6380;A-U Alle economische activiteiten;Fryslân (RP);2008 december;254.6;
6381;A-U Alle economische activiteiten;Fryslân (RP);2009 december;250.6;-4.0
6382;A-U Alle economische activiteiten;Fryslân (RP);2010 december;255.2;4.6
6383;A-U Alle economische activiteiten;Fryslân (RP);2010 december;258.2;
