ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemers_1;BanenVanWerknemersMutatie_2
97;A-U Alle economische activiteiten;Drenthe (PV);2013 december;190.47;
98;A-U Alle economische activiteiten;Drenthe (PV);2014 december;192.19;1.72
99;A-U Alle economische activiteiten;Overijssel (PV);2008 december;523.0;
100;A-U Alle economische activiteiten;Overijssel (PV);2009 december;520.0;-3.0
101;A-U Alle economische activiteiten;Overijssel (PV);2010 december;522.6;2.6
102;A-U Alle economische activiteiten;Overijssel (PV);2010 december;525.0;
103;A-U Alle economische activiteiten;Overijssel (PV);2011 december;531.9;6.9
104;A-U Alle economische activiteiten;Overijssel (PV);2011 december;533.95;
105;A-U Alle economische activiteiten;Overijssel (PV);2012 december;525.17;-8.78
106;A-U Alle economische activiteiten;Overijssel (PV);2012 december;524.62;
107;A-U Alle economische activiteiten;Overijssel (PV);2013 december;513.9;-10.71
108;A-U Alle economische activiteiten;Overijssel (PV);2013 december;512.64;
109;A-U Alle economische activiteiten;Overijssel (PV);2014 december;516.44;3.8
110;A-U Alle economische activiteiten;Flevoland (PV);2008 december;149.1;
111;A-U Alle economische activiteiten;Flevoland (PV);2009 december;148.2;-0.9
112;A-U Alle economische activiteiten;Flevoland (PV);2010 december;146.3;-1.9
113;A-U Alle economische activiteiten;Flevoland (PV);2010 december;152.6;
114;A-U Alle economische activiteiten;Flevoland (PV);2011 december;151.1;-1.5
115;A-U Alle economische activiteiten;Flevoland (PV);2011 december;153.32;
116;A-U Alle economische activiteiten;Flevoland (PV);2012 december;151.43;-1.89
117;A-U Alle economische activiteiten;Flevoland (PV);2012 december;150.41;
118;A-U Alle economische activiteiten;Flevoland (PV);2013 december;147.98;-2.43
119;A-U Alle economische activiteiten;Flevoland (PV);2013 december;141.56;
120;A-U Alle economische activiteiten;Flevoland (PV);2014 december;143.72;2.17
121;A-U Alle economische activiteiten;Gelderland (PV);2008 december;911.9;
122;A-U Alle economische activiteiten;Gelderland (PV);2009 december;905.7;-6.2
123;A-U Alle economische activiteiten;Gelderland (PV);2010 december;906.9;1.2
124;A-U Alle economische activiteiten;Gelderland (PV);2010 december;908.0;
125;A-U Alle economische activiteiten;Gelderland (PV);2011 december;914.3;6.3
126;A-U Alle economische activiteiten;Gelderland (PV);2011 december;918.23;
127;A-U Alle economische activiteiten;Gelderland (PV);2012 december;905.3;-12.93
128;A-U Alle economische activiteiten;Gelderland (PV);2012 december;901.68;
129;A-U Alle economische activiteiten;Gelderland (PV);2013 december;885.13;-16.55
130;A-U Alle economische activiteiten;Gelderland (PV);2013 december;879.06;
131;A-U Alle economische activiteiten;Gelderland (PV);2014 december;882.24;3.17
132;A-U Alle economische activiteiten;Utrecht (PV);2008 december;668.4;
133;A-U Alle economische activiteiten;Utrecht (PV);2009 december;663.5;-4.9
134;A-U Alle economische activiteiten;Utrecht (PV);2010 december;665.6;2.1
135;A-U Alle economische activiteiten;Utrecht (PV);2010 december;666.0;
136;A-U Alle economische activiteiten;Utrecht (PV);2011 december;672.6;6.6
137;A-U Alle economische activiteiten;Utrecht (PV);2011 december;674.24;
138;A-U Alle economische activiteiten;Utrecht (PV);2012 december;669.5;-4.74
139;A-U Alle economische activiteiten;Utrecht (PV);2012 december;666.59;
140;A-U Alle economische activiteiten;Utrecht (PV);2013 december;659.32;-7.27
141;A-U Alle economische activiteiten;Utrecht (PV);2013 december;658.92;
142;A-U Alle economische activiteiten;Utrecht (PV);2014 december;660.33;1.41
143;A-U Alle economische activiteiten;Noord-Holland (PV);2008 december;1399.5;
144;A-U Alle economische activiteiten;Noord-Holland (PV);2009 december;1387.8;-11.7
145;A-U Alle economische activiteiten;Noord-Holland (PV);2010 december;1388.2;0.4
146;A-U Alle economische activiteiten;Noord-Holland (PV);2010 december;1400.6;
147;A-U Alle economische activiteiten;Noord-Holland (PV);2011 december;1405.6;5.0
148;A-U Alle economische activiteiten;Noord-Holland (PV);2011 december;1411.83;
149;A-U Alle economische activiteiten;Noord-Holland (PV);2012 december;1397.11;-14.72
150;A-U Alle economische activiteiten;Noord-Holland (PV);2012 december;1388.25;
151;A-U Alle economische activiteiten;Noord-Holland (PV);2013 december;1376.05;-12.2
152;A-U Alle economische activiteiten;Noord-Holland (PV);2013 december;1400.75;
153;A-U Alle economische activiteiten;Noord-Holland (PV);2014 december;1419.61;18.86
154;A-U Alle economische activiteiten;Zuid-Holland (PV);2008 december;1666.9;
155;A-U Alle economische activiteiten;Zuid-Holland (PV);2009 december;1652.8;-14.1
156;A-U Alle economische activiteiten;Zuid-Holland (PV);2010 december;1660.8;8.0
157;A-U Alle economische activiteiten;Zuid-Holland (PV);2010 december;1663.4;
158;A-U Alle economische activiteiten;Zuid-Holland (PV);2011 december;1646.9;-16.5
159;A-U Alle economische activiteiten;Zuid-Holland (PV);2011 december;1657.28;
160;A-U Alle economische activiteiten;Zuid-Holland (PV);2012 december;1636.59;-20.69
161;A-U Alle economische activiteiten;Zuid-Holland (PV);2012 december;1632.25;
162;A-U Alle economische activiteiten;Zuid-Holland (PV);2013 december;1600.73;-31.53
163;A-U Alle economische activiteiten;Zuid-Holland (PV);2013 december;1591.8;
164;A-U Alle economische activiteiten;Zuid-Holland (PV);2014 december;1600.22;8.42
165;A-U Alle economische activiteiten;Zeeland (PV);2008 december;152.8;
166;A-U Alle economische activiteiten;Zeeland (PV);2009 december;151.5;-1.3
167;A-U Alle economische activiteiten;Zeeland (PV);2010 december;150.7;-0.8
168;A-U Alle economische activiteiten;Zeeland (PV);2010 december;154.3;
169;A-U Alle economische activiteiten;Zeeland (PV);2011 december;155.2;0.9
170;A-U Alle economische activiteiten;Zeeland (PV);2011 december;155.92;
171;A-U Alle economische activiteiten;Zeeland (PV);2012 december;152.23;-3.69
172;A-U Alle economische activiteiten;Zeeland (PV);2012 december;151.72;
173;A-U Alle economische activiteiten;Zeeland (PV);2013 december;147.79;-3.93
174;A-U Alle economische activiteiten;Zeeland (PV);2013 december;146.88;
175;A-U Alle economische activiteiten;Zeeland (PV);2014 december;148.15;1.27
176;A-U Alle economische activiteiten;Noord-Brabant (PV);2008 december;1213.8;
177;A-U Alle economische activiteiten;Noord-Brabant (PV);2009 december;1198.2;-15.6
178;A-U Alle economische activiteiten;Noord-Brabant (PV);2010 december;1199.2;1.0
179;A-U Alle economische activiteiten;Noord-Brabant (PV);2010 december;1215.0;
180;A-U Alle economische activiteiten;Noord-Brabant (PV);2011 december;1217.0;2.0
181;A-U Alle economische activiteiten;Noord-Brabant (PV);2011 december;1222.13;
182;A-U Alle economische activiteiten;Noord-Brabant (PV);2012 december;1204.58;-17.55
183;A-U Alle economische activiteiten;Noord-Brabant (PV);2012 december;1204.51;
184;A-U Alle economische activiteiten;Noord-Brabant (PV);2013 december;1185.64;-18.87
185;A-U Alle economische activiteiten;Noord-Brabant (PV);2013 december;1184.54;
186;A-U Alle economische activiteiten;Noord-Brabant (PV);2014 december;1190.36;5.83
187;A-U Alle economische activiteiten;Limburg (PV);2008 december;500.9;
188;A-U Alle economische activiteiten;Limburg (PV);2009 december;490.3;-10.6
189;A-U Alle economische activiteiten;Limburg (PV);2010 december;489.1;-1.2
190;A-U Alle economische activiteiten;Limburg (PV);2010 december;498.4;
191;A-U Alle economische activiteiten;Limburg (PV);2011 december;500.4;2.0
192;A-U Alle economische activiteiten;Limburg (PV);2011 december;502.61;
193;A-U Alle economische activiteiten;Limburg (PV);2012 december;491.81;-10.8
194;A-U Alle economische activiteiten;Limburg (PV);2012 december;491.43;
195;A-U Alle economische activiteiten;Limburg (PV);2013 december;488.13;-3.3
196;A-U Alle economische activiteiten;Limburg (PV);2013 december;482.92;
197;A-U Alle economische activiteiten;Limburg (PV);2014 december;486.98;4.06
198;A-U Alle economische activiteiten;Niet in te delen (PV);2008 december;5.3;
199;A-U Alle economische activiteiten;Niet in te delen (PV);2009 december;1.5;-3.8
200;A-U Alle economische activiteiten;Niet in te delen (PV);2010 december;4.5;3.0
201;A-U Alle economische activiteiten;Niet in te delen (PV);2010 december;3.7;
202;A-U Alle economische activiteiten;Niet in te delen (PV);2011 december;8.5;4.8
203;A-U Alle economische activiteiten;Niet in te delen (PV);2011 december;4.75;
204;A-U Alle economische activiteiten;Niet in te delen (PV);2012 december;8.45;3.7
205;A-U Alle economische activiteiten;Niet in te delen (PV);2012 december;;
206;A-U Alle economische activiteiten;Niet in te delen (PV);2013 december;;
207;A-U Alle economische activiteiten;Niet in te delen (PV);2013 december;;
208;A-U Alle economische activiteiten;Niet in te delen (PV);2014 december;;
209;A-U Alle economische activiteiten;Oost-Groningen (CR);2008 december;47.7;
210;A-U Alle economische activiteiten;Oost-Groningen (CR);2009 december;47.5;-0.2
211;A-U Alle economische activiteiten;Oost-Groningen (CR);2010 december;43.2;-4.3
212;A-U Alle economische activiteiten;Oost-Groningen (CR);2010 december;47.7;
213;A-U Alle economische activiteiten;Oost-Groningen (CR);2011 december;47.3;-0.4
214;A-U Alle economische activiteiten;Oost-Groningen (CR);2011 december;47.77;
215;A-U Alle economische activiteiten;Oost-Groningen (CR);2012 december;46.15;-1.63
216;A-U Alle economische activiteiten;Oost-Groningen (CR);2012 december;46.11;
217;A-U Alle economische activiteiten;Oost-Groningen (CR);2013 december;45.71;-0.4
218;A-U Alle economische activiteiten;Oost-Groningen (CR);2013 december;45.67;
219;A-U Alle economische activiteiten;Oost-Groningen (CR);2014 december;44.47;-1.21
220;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2008 december;16.6;
221;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2009 december;16.3;-0.3
222;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2010 december;16.2;-0.1
223;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2010 december;16.3;
224;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2011 december;16.8;0.5
225;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2011 december;16.84;
226;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2012 december;16.92;0.08
227;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2012 december;16.71;
228;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2013 december;15.69;-1.02
229;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2013 december;15.82;
230;A-U Alle economische activiteiten;Delfzijl en omgeving (CR);2014 december;15.53;-0.29
231;A-U Alle economische activiteiten;Overig Groningen (CR);2008 december;185.6;
232;A-U Alle economische activiteiten;Overig Groningen (CR);2009 december;185.4;-0.2
233;A-U Alle economische activiteiten;Overig Groningen (CR);2010 december;185.9;0.5
234;A-U Alle economische activiteiten;Overig Groningen (CR);2010 december;185.2;
235;A-U Alle economische activiteiten;Overig Groningen (CR);2011 december;184.5;-0.7
236;A-U Alle economische activiteiten;Overig Groningen (CR);2011 december;184.37;
237;A-U Alle economische activiteiten;Overig Groningen (CR);2012 december;179.45;-4.92
238;A-U Alle economische activiteiten;Overig Groningen (CR);2012 december;177.87;
239;A-U Alle economische activiteiten;Overig Groningen (CR);2013 december;175.75;-2.12
240;A-U Alle economische activiteiten;Overig Groningen (CR);2013 december;177.12;
241;A-U Alle economische activiteiten;Overig Groningen (CR);2014 december;179.36;2.23
242;A-U Alle economische activiteiten;Noord-Friesland (CR);2008 december;131.5;
243;A-U Alle economische activiteiten;Noord-Friesland (CR);2009 december;127.5;-4.0
244;A-U Alle economische activiteiten;Noord-Friesland (CR);2010 december;130.2;2.7
245;A-U Alle economische activiteiten;Noord-Friesland (CR);2010 december;131.3;
246;A-U Alle economische activiteiten;Noord-Friesland (CR);2011 december;131.5;0.2
247;A-U Alle economische activiteiten;Noord-Friesland (CR);2011 december;131.4;
248;A-U Alle economische activiteiten;Noord-Friesland (CR);2012 december;126.11;-5.29
249;A-U Alle economische activiteiten;Noord-Friesland (CR);2012 december;126.72;
250;A-U Alle economische activiteiten;Noord-Friesland (CR);2013 december;121.54;-5.18
251;A-U Alle economische activiteiten;Noord-Friesland (CR);2013 december;120.2;
252;A-U Alle economische activiteiten;Noord-Friesland (CR);2014 december;117.33;-2.88
253;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2008 december;38.0;
254;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2009 december;37.6;-0.4
255;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2010 december;38.2;0.6
256;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2010 december;38.6;
257;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2011 december;37.4;-1.2
258;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2011 december;38.0;
259;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2012 december;37.7;-0.3
260;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2012 december;37.69;
261;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2013 december;36.47;-1.22
262;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2013 december;35.64;
263;A-U Alle economische activiteiten;Zuidwest-Friesland (CR);2014 december;45.1;9.45
264;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2008 december;85.1;
265;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2009 december;85.5;0.4
266;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2010 december;86.8;1.3
267;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2010 december;88.3;
268;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2011 december;87.5;-0.8
269;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2011 december;88.99;
270;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2012 december;89.79;0.8
271;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2012 december;88.66;
272;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2013 december;85.81;-2.84
273;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2013 december;86.28;
274;A-U Alle economische activiteiten;Zuidoost-Friesland (CR);2014 december;78.87;-7.41
275;A-U Alle economische activiteiten;Noord-Drenthe (CR);2008 december;73.0;
276;A-U Alle economische activiteiten;Noord-Drenthe (CR);2009 december;72.9;-0.1
277;A-U Alle economische activiteiten;Noord-Drenthe (CR);2010 december;75.0;2.1
278;A-U Alle economische activiteiten;Noord-Drenthe (CR);2010 december;74.3;
279;A-U Alle economische activiteiten;Noord-Drenthe (CR);2011 december;73.1;-1.2
280;A-U Alle economische activiteiten;Noord-Drenthe (CR);2011 december;72.36;
281;A-U Alle economische activiteiten;Noord-Drenthe (CR);2012 december;72.56;0.2
282;A-U Alle economische activiteiten;Noord-Drenthe (CR);2012 december;72.36;
283;A-U Alle economische activiteiten;Noord-Drenthe (CR);2013 december;71.55;-0.81
284;A-U Alle economische activiteiten;Noord-Drenthe (CR);2013 december;70.35;
285;A-U Alle economische activiteiten;Noord-Drenthe (CR);2014 december;71.15;0.8
286;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2008 december;63.7;
287;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2009 december;61.4;-2.3
288;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2010 december;59.8;-1.6
289;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2010 december;61.0;
290;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2011 december;62.3;1.3
291;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2011 december;63.14;
292;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2012 december;60.48;-2.66
293;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2012 december;59.81;
294;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2013 december;58.73;-1.08
295;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2013 december;59.98;
296;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2014 december;59.64;-0.34
297;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2008 december;59.0;
298;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2009 december;58.8;-0.2
299;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2010 december;59.1;0.3
300;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2010 december;58.4;
301;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2011 december;60.7;2.3
302;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2011 december;60.57;
303;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2012 december;61.88;1.31
304;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2012 december;61.48;
305;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2013 december;61.84;0.36
306;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2013 december;60.14;
307;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2014 december;61.41;1.26
308;A-U Alle economische activiteiten;Noord-Overijssel (CR);2008 december;174.7;
309;A-U Alle economische activiteiten;Noord-Overijssel (CR);2009 december;173.7;-1.0
310;A-U Alle economische activiteiten;Noord-Overijssel (CR);2010 december;173.6;-0.1
311;A-U Alle economische activiteiten;Noord-Overijssel (CR);2010 december;178.7;
312;A-U Alle economische activiteiten;Noord-Overijssel (CR);2011 december;179.4;0.7
313;A-U Alle economische activiteiten;Noord-Overijssel (CR);2011 december;181.02;
314;A-U Alle economische activiteiten;Noord-Overijssel (CR);2012 december;178.9;-2.12
315;A-U Alle economische activiteiten;Noord-Overijssel (CR);2012 december;178.63;
316;A-U Alle economische activiteiten;Noord-Overijssel (CR);2013 december;174.46;-4.17
317;A-U Alle economische activiteiten;Noord-Overijssel (CR);2013 december;173.5;
318;A-U Alle economische activiteiten;Noord-Overijssel (CR);2014 december;174.25;0.75
319;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2008 december;67.9;
320;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2009 december;67.6;-0.3
321;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2010 december;70.5;2.9
322;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2010 december;69.8;
323;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2011 december;69.8;0.0
324;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2011 december;70.74;
325;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2012 december;68.61;-2.13
326;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2012 december;68.47;
327;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2013 december;68.39;-0.08
328;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2013 december;67.94;
329;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2014 december;69.16;1.22
330;A-U Alle economische activiteiten;Twente (CR);2008 december;280.4;
331;A-U Alle economische activiteiten;Twente (CR);2009 december;278.7;-1.7
332;A-U Alle economische activiteiten;Twente (CR);2010 december;278.6;-0.1
333;A-U Alle economische activiteiten;Twente (CR);2010 december;276.4;
334;A-U Alle economische activiteiten;Twente (CR);2011 december;282.7;6.3
335;A-U Alle economische activiteiten;Twente (CR);2011 december;282.18;
336;A-U Alle economische activiteiten;Twente (CR);2012 december;277.66;-4.53
337;A-U Alle economische activiteiten;Twente (CR);2012 december;277.52;
338;A-U Alle economische activiteiten;Twente (CR);2013 december;271.06;-6.46
339;A-U Alle economische activiteiten;Twente (CR);2013 december;271.2;
340;A-U Alle economische activiteiten;Twente (CR);2014 december;273.03;1.83
341;A-U Alle economische activiteiten;Veluwe (CR);2008 december;312.4;
342;A-U Alle economische activiteiten;Veluwe (CR);2009 december;313.5;1.1
343;A-U Alle economische activiteiten;Veluwe (CR);2010 december;312.5;-1.0
344;A-U Alle economische activiteiten;Veluwe (CR);2010 december;316.1;
345;A-U Alle economische activiteiten;Veluwe (CR);2011 december;317.3;1.2
346;A-U Alle economische activiteiten;Veluwe (CR);2011 december;319.53;
347;A-U Alle economische activiteiten;Veluwe (CR);2012 december;316.29;-3.23
348;A-U Alle economische activiteiten;Veluwe (CR);2012 december;314.12;
349;A-U Alle economische activiteiten;Veluwe (CR);2013 december;311.36;-2.76
350;A-U Alle economische activiteiten;Veluwe (CR);2013 december;309.41;
351;A-U Alle economische activiteiten;Veluwe (CR);2014 december;309.08;-0.33
352;A-U Alle economische activiteiten;Achterhoek (CR);2008 december;164.3;
