ID;CoalAndCoalProducts;Periods;TotalEnergySupply_1;Production_2;RecoveredProducts_3;ImportsTotal_4;OfWhichFromOutsideEU_5;Exports_6;StocksBeginningOfPeriod_7;StocksEndOfPeriod_8;StockChange_9;StatisticalDifferences_10;TotalConsumption_11;TotalEnergyCompanies_12;CokeOvenPlants_13;IndustryTotal_14;OfWhichIronAndSteel_15;TotalOtherConsumers_16
21;Hard coal;2016 April;1384;;;1709;1708.0;;695.0;1020.0;-325.0;;1384;1022.0;255.0;107.0;104.0;0.0
22;Hard coal;2016 May;1390;;;1330;1330.0;;1020.0;960.0;60.0;;1390;1030.0;231.0;130.0;126.0;0.0
23;Hard coal;2016 June;1288;;;1674;1674.0;;960.0;1346.0;-387.0;;1288;953.0;214.0;121.0;117.0;0.0
24;Hard coal;2016 2nd quarter;4062;;;4713;4711.0;;695.0;1346.0;-651.0;;4062;3004.0;700.0;357.0;347.0;0.0
25;Hard coal;2016 July;1179;;;841;841.0;;1346.0;1009.0;337.0;;1179;806.0;241.0;132.0;127.0;0.0
26;Hard coal;2016 August;1148;;;1245;1244.0;;1009.0;1106.0;-97.0;;1148;768.0;236.0;144.0;139.0;0.0
27;Hard coal;2016 September;1414;;;1296;1295.0;;1106.0;988.0;118.0;;1414;1050.0;243.0;121.0;117.0;0.0
28;Hard coal;2016 3rd quarter;3740;;;3382;3380.0;;1346.0;988.0;359.0;;3740;2623.0;721.0;396.0;384.0;0.0
29;Hard coal;2016 October;1566;;;1602;1602.0;;988.0;1024.0;-36.0;;1566;1184.0;255.0;127.0;123.0;0.0
30;Hard coal;2016 November;1490;;;1233;1232.0;;1024.0;767.0;257.0;;1490;1127.0;242.0;122.0;117.0;0.0
31;Hard coal;2016 December;1420;;;1469;1467.0;;767.0;816.0;-49.0;;1420;1056.0;239.0;124.0;119.0;0.0
32;Hard coal;2016 4th quarter;4476;;;4305;4301.0;;988.0;816.0;172.0;;4476;3367.0;736.0;373.0;360.0;0.0
33;Hard coal;2016;16479;;;16351;16342.0;;944.0;816.0;128.0;;16479;12085.0;2895.0;1499.0;1461.0;0.0
34;Hard coal;2017 January;1484;;;1373;1372.0;;816.0;704.0;112.0;;1484;1096.0;246.0;142.0;141.0;0.0
35;Hard coal;2017 February;1468;;;1562;1562.0;;704.0;798.0;-94.0;;1468;1139.0;145.0;184.0;183.0;0.0
36;Hard coal;2017 March;1295;;;1605;1604.0;;798.0;1109.0;-310.0;;1295;923.0;246.0;125.0;123.0;0.0
37;Hard coal;2017 1st quarter;4247;;;4540;4539.0;;816.0;1109.0;-293.0;;4247;3158.0;638.0;451.0;446.0;0.0
38;Hard coal;2017 April;1146;;;1036;1036.0;;1109.0;999.0;110.0;;1146;785.0;210.0;152.0;148.0;0.0
39;Hard coal;2017 May;1144;;;936;935.0;;999.0;791.0;208.0;;1144;751.0;241.0;152.0;147.0;0.0
40;Hard coal;2017 June;1293;;;1421;1421.0;;791.0;919.0;-128.0;;1293;899.0;236.0;159.0;154.0;0.0
41;Hard coal;2017 2nd quarter;3583;;;3393;3393.0;;1109.0;919.0;190.0;;3583;2434.0;687.0;462.0;449.0;0.0
42;Hard coal;2017 July;1207;;;1151;1151.0;;919.0;863.0;56.0;;1207;835.0;235.0;137.0;132.0;0.0
43;Hard coal;2017 August;1097;;;1152;1152.0;;863.0;918.0;-55.0;;1097;714.0;245.0;138.0;133.0;0.0
44;Hard coal;2017 September;908;;;1170;1170.0;;918.0;1180.0;-262.0;;908;576.0;239.0;92.0;88.0;0.0
45;Hard coal;2017 3rd quarter;3212;;;3473;3472.0;;919.0;1180.0;-261.0;;3212;2125.0;719.0;368.0;353.0;0.0
46;Hard coal;2017 October;1145;;;886;886.0;;1180.0;921.0;259.0;;1145;764.0;249.0;132.0;127.0;0.0
47;Hard coal;2017 November;1252;;;1155;1155.0;;921.0;824.0;96.0;;1252;876.0;233.0;143.0;139.0;0.0
48;Hard coal;2017 December;1243;;;1419;1419.0;;824.0;1001.0;-176.0;;1243;883.0;227.0;133.0;128.0;0.0
49;Hard coal;2017 4th quarter;3640;;;3461;3460.0;;1180.0;1001.0;179.0;;3640;2523.0;709.0;408.0;394.0;0.0
50;Hard coal;2017;14682;;;14867;14864.0;;816.0;1001.0;-185.0;;14682;10240.0;2752.0;1690.0;1643.0;0.0
51;Hard coal;2018 January;1336;;;1301;1301.0;;1001.0;966.0;35.0;;1336;947.0;240.0;150.0;147.0;0.0
52;Hard coal;2018 February;1249;;;940;940.0;;966.0;657.0;309.0;;1249;909.0;212.0;129.0;126.0;0.0
53;Hard coal;2018 March;1267;;;1361;1360.0;;657.0;750.0;-94.0;;1267;905.0;218.0;144.0;141.0;0.0
54;Hard coal;2018 1st quarter;3853;;;3602;3602.0;;1001.0;750.0;250.0;;3853;2760.0;670.0;423.0;413.0;0.0
55;Hard coal;2018 April;1154;;;1265;1265.0;;750.0;861.0;-111.0;;1154;786.0;216.0;152.0;149.0;0.0
56;Hard coal;2018 May;941;;;1129;1128.0;;861.0;1049.0;-187.0;;941;602.0;203.0;136.0;133.0;0.0
57;Hard coal;2018 June;854;;;762;762.0;;1049.0;957.0;92.0;;854;491.0;222.0;141.0;137.0;0.0
58;Hard coal;2018 2nd quarter;2949;;;3155;3155.0;;750.0;957.0;-206.0;;2949;1879.0;641.0;429.0;418.0;0.0
59;Hard coal;2018 July;1033;;;878;878.0;;957.0;802.0;154.0;;1033;643.0;241.0;148.0;144.0;0.0
60;Hard coal;2018 August;1028;;;1086;1086.0;;802.0;860.0;-58.0;;1028;663.0;246.0;119.0;116.0;0.0
61;Hard coal;2018 September;1034;;;1168;1168.0;;860.0;993.0;-133.0;;1034;695.0;233.0;106.0;103.0;0.0
62;Hard coal;2018 3rd quarter;3095;;;3132;3132.0;;957.0;993.0;-37.0;;3095;2002.0;720.0;374.0;363.0;0.0
63;Hard coal;2018 October;1119;;;1080;1080.0;;993.0;955.0;38.0;;1119;751.0;243.0;125.0;121.0;0.0
64;Hard coal;2018 November;955;;;994;994.0;;955.0;994.0;-39.0;;955;619.0;214.0;122.0;118.0;0.0
65;Hard coal;2018 December;1080;;;1029;1029.0;;994.0;943.0;51.0;;1080;730.0;236.0;114.0;110.0;0.0
66;Hard coal;2018 4th quarter;3154;;;3103;3103.0;;993.0;943.0;51.0;;3154;2100.0;693.0;361.0;350.0;0.0
67;Hard coal;2018;13051;;;12993;12992.0;;1001.0;943.0;58.0;;13051;8741.0;2724.0;1586.0;1545.0;0.0
68;Hard coal;2019 January;1301;;;1175;1175.0;;943.0;817.0;126.0;;1301;927.0;228.0;145.0;142.0;0.0
69;Hard coal;2019 February;1089;;;1022;1022.0;;817.0;749.0;68.0;;1089;746.0;225.0;119.0;116.0;0.0
70;Hard coal;2019 March;960;;;1016;1016.0;;749.0;805.0;-56.0;;960;591.0;233.0;136.0;133.0;0.0
71;Hard coal;2019 1st quarter;3350;;;3212;3212.0;;943.0;805.0;138.0;;3350;2264.0;686.0;400.0;390.0;0.0
72;Hard coal;2019 April;851;;;1078;1078.0;;805.0;1032.0;-228.0;;851;506.0;229.0;116.0;113.0;0.0
73;Hard coal;2019 May;780;;;862;862.0;;1032.0;1114.0;-82.0;;780;390.0;241.0;148.0;145.0;0.0
74;Hard coal;2019 June;654;;;557;557.0;;1114.0;1017.0;97.0;;654;301.0;240.0;113.0;110.0;0.0
75;Hard coal;2019 2nd quarter;2285;;;2498;2497.0;;805.0;1017.0;-213.0;;2285;1197.0;710.0;378.0;368.0;0.0
76;Hard coal;2019 July;718;;;706;706.0;;1017.0;1005.0;12.0;;718;316.0;258.0;144.0;141.0;0.0
77;Hard coal;2019 August;520;;;547;547.0;;1005.0;1032.0;-27.0;;520;145.0;236.0;139.0;136.0;0.0
78;Hard coal;2019 September;468;;;387;387.0;;1032.0;951.0;80.0;;468;153.0;221.0;94.0;90.0;0.0
79;Hard coal;2019 3rd quarter;1706;;;1640;1640.0;;1017.0;951.0;66.0;;1706;614.0;715.0;377.0;367.0;0.0
80;Hard coal;2019 October;847;;;882;882.0;;951.0;986.0;-35.0;;847;498.0;210.0;139.0;136.0;0.0
81;Hard coal;2019 November;1028;;;1058;1058.0;;986.0;1017.0;-31.0;;1028;699.0;212.0;116.0;113.0;0.0
82;Hard coal;2019 December;956;;;1069;1069.0;;1017.0;1130.0;-113.0;;956;604.0;230.0;122.0;119.0;0.0
83;Hard coal;2019 4th quarter;2831;;;3009;3009.0;;951.0;1130.0;-178.0;;2831;1802.0;652.0;378.0;367.0;0.0
84;Hard coal;2019;10172;;;10359;10358.0;;943.0;1130.0;-187.0;;10172;5876.0;2763.0;1533.0;1492.0;0.0
85;Hard coal;2020 January;607;;;520;520.0;;1130.0;1043.0;86.0;;607;251.0;215.0;140.0;138.0;0.0
86;Hard coal;2020 February;532;;;444;444.0;;1043.0;955.0;88.0;;532;222.0;188.0;122.0;119.0;0.0
87;Hard coal;2020 March;611;;;851;851.0;;955.0;1195.0;-240.0;;611;248.0;236.0;128.0;125.0;0.0
88;Hard coal;2020 1st quarter;1750;;;1815;1815.0;;1130.0;1195.0;-66.0;;1750;721.0;639.0;390.0;382.0;0.0
89;Hard coal;2020 April;426;;;392;392.0;;1195.0;1161.0;34.0;;426;97.0;221.0;109.0;106.0;0.0
90;Hard coal;2020 May;443;;;271;270.0;;1161.0;989.0;172.0;;443;119.0;225.0;99.0;96.0;0.0
91;Hard coal;2020 June;350;;;485;485.0;;989.0;1124.0;-135.0;;350;82.0;193.0;75.0;72.0;0.0
92;Hard coal;2020 2nd quarter;1219;;;1147;1147.0;;1195.0;1124.0;71.0;;1219;297.0;639.0;282.0;275.0;0.0
93;Hard coal;2020 July;486;;;422;422.0;;1124.0;1061.0;63.0;;486;126.0;238.0;121.0;118.0;0.0
94;Hard coal;2020 August;494;;;497;497.0;;1061.0;1064.0;-3.0;;494;147.0;247.0;101.0;99.0;0.0
95;Hard coal;2020 September;646;;;400;400.0;;1064.0;818.0;246.0;;646;354.0;211.0;80.0;77.0;0.0
96;Hard coal;2020 3rd quarter;1626;;;1319;1319.0;;1124.0;818.0;306.0;;1626;628.0;696.0;302.0;294.0;0.0
97;Hard coal;2020 October;632;;;631;631.0;;818.0;817.0;1.0;;632;290.0;228.0;114.0;112.0;0.0
98;Hard coal;2020 November;599;;;581;581.0;;817.0;799.0;18.0;;599;290.0;209.0;101.0;98.0;0.0
99;Hard coal;2020 December;668;;;540;540.0;;799.0;671.0;128.0;;668;321.0;215.0;132.0;130.0;0.0
100;Hard coal;2020 4th quarter;1899;;;1752;1752.0;;818.0;671.0;147.0;;1899;901.0;651.0;347.0;340.0;0.0
101;Hard coal;2020;6493;;;6034;6034.0;;1130.0;671.0;459.0;;6493;2546.0;2625.0;1321.0;1291.0;0.0
102;Hard coal;2021 January;811;;;695;694.0;;671.0;555.0;116.0;;811;458.0;217.0;136.0;133.0;0.0
103;Hard coal;2021 February;588;;;630;629.0;;555.0;597.0;-42.0;;588;284.0;202.0;102.0;99.0;0.0
104;Hard coal;2021 March;662;;;754;753.0;;597.0;688.0;-91.0;;662;324.0;201.0;137.0;134.0;0.0
105;Hard coal;2021 1st quarter;2061;;;2078;2077.0;;671.0;688.0;-17.0;;2061;1067.0;619.0;375.0;367.0;0.0
106;Hard coal;2021 April;565;;;525;525.0;;688.0;649.0;40.0;;565;214.0;231.0;120.0;117.0;0.0
107;Hard coal;2021 May;526;;;469;469.0;;649.0;592.0;57.0;;526;156.0;234.0;135.0;132.0;0.0
108;Hard coal;2021 June;484;;;496;496.0;;592.0;604.0;-12.0;;484;151.0;219.0;114.0;111.0;0.0
109;Hard coal;2021 2nd quarter;1574;;;1489;1489.0;;688.0;604.0;84.0;;1574;521.0;684.0;369.0;361.0;0.0
110;Hard coal;2021 July;823;;;826;825.0;;604.0;607.0;-3.0;;823;467.0;244.0;112.0;109.0;0.0
111;Hard coal;2021 August;825;;;819;818.0;;607.0;601.0;6.0;;825;449.0;245.0;131.0;128.0;0.0
112;Hard coal;2021 September;724;;;649;649.0;;601.0;526.0;75.0;;724;429.0;202.0;93.0;90.0;0.0
113;Hard coal;2021 3rd quarter;2372;;;2294;2292.0;;604.0;526.0;78.0;;2372;1345.0;691.0;335.0;327.0;0.0
114;Hard coal;2021 October;962;;;1040;1039.0;;526.0;604.0;-78.0;;962;590.0;237.0;135.0;132.0;0.0
115;Hard coal;2021 November;897;;;733;733.0;;604.0;441.0;164.0;;897;555.0;226.0;116.0;114.0;0.0
116;Hard coal;2021 December;981;;;1086;1085.0;;441.0;546.0;-105.0;;981;672.0;205.0;104.0;101.0;0.0
117;Hard coal;2021 4th quarter;2840;;;2860;2857.0;;526.0;546.0;-19.0;;2840;1817.0;668.0;355.0;347.0;0.0
118;Hard coal;2021 ;8847;;;8721;8716.0;;671.0;546.0;125.0;;8847;4751.0;2661.0;1434.0;1401.0;0.0
119;Hard coal;2022 January;854;;;995;995.0;;546.0;686.0;-141.0;;854;501.0;227.0;126.0;124.0;0.0
120;Hard coal;2022 February;587;;;570;570.0;;686.0;670.0;17.0;;587;271.0;207.0;108.0;107.0;0.0
121;Hard coal;2022 March;825;;;782;782.0;;670.0;626.0;44.0;;825;468.0;255.0;103.0;102.0;0.0
122;Hard coal;2022 1st quarter;2266;;;2346;2346.0;;546.0;626.0;-80.0;;2266;1240.0;689.0;337.0;333.0;0.0
123;Hard coal;2022 April;612;;;808;808.0;;626.0;822.0;-196.0;;612;311.0;214.0;87.0;86.0;0.0
124;Hard coal;2022 May;482;;;459;459.0;;822.0;799.0;23.0;;482;166.0;208.0;108.0;106.0;0.0
125;Hard coal;2022 June;735;;;469;469.0;;799.0;533.0;266.0;;735;378.0;255.0;102.0;101.0;0.0
126;Hard coal;2022 2nd quarter;1829;;;1736;1736.0;;626.0;533.0;93.0;;1829;854.0;677.0;298.0;293.0;0.0
127;Hard coal;2022 July;784;;;845;845.0;;533.0;595.0;-62.0;;784;457.0;208.0;119.0;118.0;0.0
128;Hard coal;2022 August;819;;;910;910.0;;595.0;685.0;-91.0;;819;453.0;237.0;129.0;128.0;0.0
129;Hard coal;2022 September;909;;;986;986.0;;685.0;762.0;-77.0;;909;617.0;199.0;92.0;91.0;0.0
130;Hard coal;2022 3rd quarter;2512;;;2741;2741.0;;533.0;762.0;-229.0;;2512;1527.0;644.0;341.0;336.0;0.0
131;Hard coal;2022 October;723;;;686;686.0;;762.0;726.0;37.0;;723;349.0;243.0;131.0;130.0;0.0
132;Hard coal;2022 November;704;;;747;747.0;;726.0;769.0;-43.0;;704;368.0;217.0;119.0;117.0;0.0
133;Hard coal;2022 December;801;;;796;796.0;;769.0;764.0;5.0;;801;518.0;200.0;83.0;81.0;0.0
134;Hard coal;2022 4th quarter;2227;;;2228;2228.0;;762.0;764.0;-1.0;;2227;1235.0;660.0;333.0;328.0;0.0
135;Hard coal;2022;8833;;;9052;9052.0;;546.0;764.0;-218.0;;8833;4856.0;2669.0;1308.0;1290.0;0.0
136;Hard coal;2023 January;728;;;949;949.0;;764.0;986.0;-222.0;;728;403.0;210.0;114.0;113.0;0.0
137;Hard coal;2023 February;736;;;622;622.0;;986.0;872.0;114.0;;736;441.0;195.0;99.0;98.0;0.0
138;Hard coal;2023 March;746;;;818;818.0;;872.0;944.0;-72.0;;746;418.0;228.0;100.0;99.0;0.0
139;Hard coal;2023 1st quarter;2209;;;2389;2389.0;;764.0;944.0;-180.0;;2209;1263.0;633.0;313.0;310.0;0.0
140;Hard coal;2023 April;615;;;366;366.0;;944.0;694.0;249.0;;615;335.0;230.0;50.0;48.0;0.0
141;Hard coal;2023 May;399;;;489;489.0;;694.0;785.0;-90.0;;399;111.0;212.0;76.0;75.0;0.0
142;Hard coal;2023 June;280;;;451;451.0;;785.0;955.0;-171.0;;280;21.0;190.0;70.0;69.0;0.0
143;Hard coal;2023 2nd quarter;1294;;;1306;1306.0;;944.0;955.0;-11.0;;1294;467.0;632.0;196.0;192.0;0.0
144;Hard coal;2023 July;344;;;389;389.0;;955.0;1000.0;-45.0;;344;41.0;231.0;73.0;71.0;0.0
145;Hard coal;2023 August;396;;;277;277.0;;1000.0;881.0;119.0;;396;87.0;218.0;91.0;90.0;0.0
146;Hard coal;2023 September;397;;;372;372.0;;881.0;856.0;25.0;;397;121.0;203.0;72.0;71.0;0.0
147;Hard coal;2023 3rd quarter;1137;;;1038;1038.0;;955.0;856.0;99.0;;1137;249.0;652.0;237.0;233.0;0.0
148;Hard coal;2023 October;567;;;510;510.0;;856.0;799.0;57.0;;567;291.0;189.0;87.0;85.0;0.0
149;Hard coal;2023 November;579;;;653;653.0;;799.0;873.0;-74.0;;579;328.0;179.0;72.0;71.0;0.0
150;Hard coal;2023 December;585;;;591;591.0;;873.0;879.0;-6.0;;585;296.0;190.0;99.0;98.0;0.0
151;Hard coal;2023 4th quarter;1732;;;1755;1755.0;;856.0;879.0;-23.0;;1732;915.0;558.0;258.0;254.0;0.0
152;Hard coal;2023;6373;;;6488;6488.0;;764.0;879.0;-115.0;;6373;2893.0;2476.0;1004.0;988.0;0.0
153;Hard coal;2024 January;578;;;618;618.0;;879.0;919.0;-40.0;;578;310.0;204.0;65.0;63.0;0.0
154;Hard coal;2024 February;533;;;424;424.0;;919.0;810.0;108.0;;533;229.0;203.0;101.0;99.0;0.0
155;Hard coal;2024 March;563;;;502;502.0;;810.0;749.0;61.0;;563;224.0;203.0;136.0;135.0;0.0
156;Hard coal;2024 1st quarter;1674;;;1544;1544.0;;879.0;749.0;130.0;;1674;763.0;610.0;301.0;298.0;0.0
157;Hard coal;2024 April;387;;;309;309.0;;749.0;670.0;79.0;;387;89.0;188.0;111.0;110.0;0.0
158;Hard coal;2024 May;441;;;300;300.0;;670.0;529.0;141.0;;441;94.0;203.0;144.0;143.0;0.0
159;Hard coal;2024 June;318;;;271;271.0;;529.0;482.0;47.0;;318;12.0;197.0;109.0;108.0;0.0
160;Hard coal;2024 2nd quarter;1146;;;879;879.0;;749.0;482.0;267.0;;1146;195.0;588.0;364.0;360.0;0.0
161;Hard coal;2024 July;376;;;532;532.0;;482.0;638.0;-156.0;;376;19.0;223.0;133.0;132.0;0.0
162;Hard coal;2024 August;467;;;428;427.0;;638.0;599.0;39.0;;467;118.0;202.0;147.0;146.0;0.0
163;Hard coal;2024 September;494;;;710;710.0;;599.0;815.0;-216.0;;494;214.0;185.0;95.0;94.0;0.0
164;Hard coal;2024 3rd quarter;1336;;;1669;1669.0;;482.0;815.0;-333.0;;1336;351.0;610.0;376.0;372.0;0.0
165;Hard coal;2024 October;724;;;454;454.0;;815.0;545.0;270.0;;724;390.0;226.0;108.0;107.0;0.0
166;Hard coal;2024 November;716;;;849;849.0;;545.0;677.0;-133.0;;716;400.0;195.0;122.0;120.0;0.0
167;Hard coal;2024 December;754;;;844;844.0;;677.0;767.0;-90.0;;754;396.0;230.0;128.0;127.0;0.0
168;Hard coal;2024 4th quarter;2195;;;2147;2147.0;;815.0;767.0;48.0;;2195;1185.0;651.0;358.0;354.0;0.0
169;Hard coal;2024;6351;;;6240;6240.0;;879.0;767.0;112.0;;6351;2494.0;2458.0;1399.0;1383.0;0.0
170;Hard coal;2025 January;857;;;751;751.0;;767.0;662.0;105.0;;857;507.0;225.0;125.0;123.0;0.0
171;Lignite and BKB (Braunkohlenbriketts);2015 January;8;;;8;0.0;;0.0;0.0;0.0;;8;;;7.0;;1.0
172;Lignite and BKB (Braunkohlenbriketts);2015 February;7;;;7;0.0;;0.0;0.0;0.0;;7;;;6.0;;1.0
173;Lignite and BKB (Braunkohlenbriketts);2015 March;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
174;Lignite and BKB (Braunkohlenbriketts);2015 1st quarter;22;;;22;0.0;;0.0;0.0;0.0;;22;;;18.0;;4.0
175;Lignite and BKB (Braunkohlenbriketts);2015 April;3;;;3;;;0.0;0.0;0.0;;3;;;3.0;;1.0
176;Lignite and BKB (Braunkohlenbriketts);2015 May;3;;;3;;;0.0;0.0;0.0;;3;;;3.0;;1.0
177;Lignite and BKB (Braunkohlenbriketts);2015 June;5;;;5;;;0.0;0.0;0.0;;5;;;4.0;;1.0
178;Lignite and BKB (Braunkohlenbriketts);2015 2nd quarter;12;;;12;;;0.0;0.0;0.0;;12;;;9.0;;2.0
179;Lignite and BKB (Braunkohlenbriketts);2015 July;3;;;3;;;0.0;0.0;0.0;;3;;;3.0;;1.0
180;Lignite and BKB (Braunkohlenbriketts);2015 August;3;;;3;;;0.0;0.0;0.0;;3;;;3.0;;1.0
181;Lignite and BKB (Braunkohlenbriketts);2015 September;3;;;3;;;0.0;0.0;0.0;;3;;;3.0;;1.0
182;Lignite and BKB (Braunkohlenbriketts);2015 3rd quarter;10;;;10;;;0.0;0.0;0.0;;10;;;8.0;;2.0
183;Lignite and BKB (Braunkohlenbriketts);2015 October;4;;;4;;;0.0;0.0;0.0;;4;;;4.0;;1.0
184;Lignite and BKB (Braunkohlenbriketts);2015 November;6;;;5;0.0;;0.0;0.0;0.0;;6;;;5.0;;1.0
185;Lignite and BKB (Braunkohlenbriketts);2015 December;6;;;6;;;0.0;0.0;0.0;;6;;;5.0;;1.0
186;Lignite and BKB (Braunkohlenbriketts);2015 4th quarter;16;;;16;0.0;;0.0;0.0;0.0;;16;;;14.0;;3.0
187;Lignite and BKB (Braunkohlenbriketts);2015;60;;;60;0.0;;0.0;0.0;0.0;;60;;;49.0;;11.0
188;Lignite and BKB (Braunkohlenbriketts);2016 January;7;;;7;0.0;;0.0;0.0;0.0;;7;;;6.0;;1.0
189;Lignite and BKB (Braunkohlenbriketts);2016 February;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;1.0
190;Lignite and BKB (Braunkohlenbriketts);2016 March;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
191;Lignite and BKB (Braunkohlenbriketts);2016 1st quarter;22;;;22;0.0;;0.0;0.0;0.0;;22;;;19.0;;3.0
192;Lignite and BKB (Braunkohlenbriketts);2016 April;6;;;6;;;0.0;0.0;0.0;;6;;;5.0;;1.0
193;Lignite and BKB (Braunkohlenbriketts);2016 May;4;;;4;0.0;;0.0;0.0;0.0;;4;;;4.0;;1.0
194;Lignite and BKB (Braunkohlenbriketts);2016 June;7;;;8;0.0;;0.0;0.0;0.0;;7;;;6.0;;1.0
195;Lignite and BKB (Braunkohlenbriketts);2016 2nd quarter;18;;;18;0.0;;0.0;0.0;0.0;;18;;;15.0;;3.0
196;Lignite and BKB (Braunkohlenbriketts);2016 July;8;;;8;;;0.0;0.0;0.0;;8;;;6.0;;1.0
197;Lignite and BKB (Braunkohlenbriketts);2016 August;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
198;Lignite and BKB (Braunkohlenbriketts);2016 September;5;;;5;;;0.0;0.0;0.0;;5;;;4.0;;1.0
199;Lignite and BKB (Braunkohlenbriketts);2016 3rd quarter;20;;;20;;;0.0;0.0;0.0;;20;;;16.0;;3.0
200;Lignite and BKB (Braunkohlenbriketts);2016 October;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;1.0
201;Lignite and BKB (Braunkohlenbriketts);2016 November;6;;;6;;;0.0;0.0;0.0;;6;;;5.0;;1.0
202;Lignite and BKB (Braunkohlenbriketts);2016 December;9;;;9;;;0.0;0.0;0.0;;9;;;7.0;;1.0
203;Lignite and BKB (Braunkohlenbriketts);2016 4th quarter;23;;;23;;;0.0;0.0;0.0;;23;;;19.0;;4.0
204;Lignite and BKB (Braunkohlenbriketts);2016;83;;;83;0.0;;0.0;0.0;0.0;;83;;;69.0;;14.0
205;Lignite and BKB (Braunkohlenbriketts);2017 January;9;;;8;;;0.0;0.0;0.0;;9;;;7.0;;1.0
206;Lignite and BKB (Braunkohlenbriketts);2017 February;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;1.0
207;Lignite and BKB (Braunkohlenbriketts);2017 March;7;;;7;;;0.0;;0.0;;7;;;6.0;;1.0
208;Lignite and BKB (Braunkohlenbriketts);2017 1st quarter;24;;;23;;;0.0;;0.0;;24;;;20.0;;3.0
209;Lignite and BKB (Braunkohlenbriketts);2017 April;8;;;8;;;;0.0;0.0;;8;;;6.0;;1.0
210;Lignite and BKB (Braunkohlenbriketts);2017 May;8;;;8;;;0.0;0.0;0.0;;8;;;6.0;;1.0
211;Lignite and BKB (Braunkohlenbriketts);2017 June;6;;;6;;;0.0;0.0;0.0;;6;;;5.0;;1.0
212;Lignite and BKB (Braunkohlenbriketts);2017 2nd quarter;21;;;22;;;;0.0;0.0;;21;;;18.0;;3.0
