ID;CoalAndCoalProducts;Periods;TotalEnergySupply_1;Production_2;RecoveredProducts_3;ImportsTotal_4;OfWhichFromOutsideEU_5;Exports_6;StocksBeginningOfPeriod_7;StocksEndOfPeriod_8;StockChange_9;StatisticalDifferences_10;TotalConsumption_11;TotalEnergyCompanies_12;CokeOvenPlants_13;IndustryTotal_14;OfWhichIronAndSteel_15;TotalOtherConsumers_16
446;Coke-oven cokes;2021 March;172;157.0;;4;2.0;;45.0;32.0;12.0;;172;;;172.0;169.0;
447;Coke-oven cokes;2021 1st quarter;487;453.0;;14;10.0;;52.0;32.0;19.0;;487;;;487.0;477.0;
448;Coke-oven cokes;2021 April;141;152.0;;3;2.0;;32.0;47.0;-15.0;;141;;;141.0;137.0;
449;Coke-oven cokes;2021 May;175;162.0;;7;5.0;;47.0;42.0;6.0;;175;;;175.0;171.0;
450;Coke-oven cokes;2021 June;135;154.0;;23;16.0;;42.0;84.0;-43.0;;135;;;135.0;131.0;
451;Coke-oven cokes;2021 2nd quarter;450;468.0;;34;24.0;;32.0;84.0;-52.0;;450;;;450.0;440.0;
452;Coke-oven cokes;2021 July;154;163.0;;8;6.0;;84.0;101.0;-17.0;;154;;;154.0;151.0;
453;Coke-oven cokes;2021 August;182;163.0;;4;2.0;;101.0;85.0;16.0;;182;;;182.0;179.0;
454;Coke-oven cokes;2021 September;138;157.0;;3;2.0;;85.0;107.0;-22.0;;138;;;138.0;134.0;
455;Coke-oven cokes;2021 3rd quarter;474;482.0;;15;11.0;;84.0;107.0;-23.0;;474;;;474.0;464.0;
456;Coke-oven cokes;2021 October;161;164.0;;4;2.0;12.0;107.0;102.0;6.0;;161;;;161.0;158.0;
457;Coke-oven cokes;2021 November;154;154.0;;3;2.0;;102.0;106.0;-4.0;;154;;;154.0;150.0;
458;Coke-oven cokes;2021 December;149;164.0;;4;2.0;;106.0;124.0;-19.0;;149;;;149.0;145.0;
459;Coke-oven cokes;2021 4th quarter;463;482.0;;10;7.0;12.0;107.0;124.0;-17.0;;463;;;463.0;453.0;
460;Coke-oven cokes;2021 ;1874;1885.0;;74;52.0;12.0;52.0;124.0;-73.0;;1874;;;1874.0;1835.0;
461;Coke-oven cokes;2022 January;171;162.0;;4;3.0;;124.0;119.0;6.0;;171;;;171.0;168.0;
462;Coke-oven cokes;2022 February;143;143.0;;3;3.0;10.0;119.0;112.0;7.0;;143;;;143.0;140.0;
463;Coke-oven cokes;2022 March;129;156.0;;4;3.0;10.0;112.0;134.0;-22.0;;129;;;129.0;125.0;
464;Coke-oven cokes;2022 1st quarter;443;462.0;;11;10.0;20.0;124.0;134.0;-9.0;;443;;;443.0;433.0;
465;Coke-oven cokes;2022 April;143;159.0;;4;3.0;;134.0;153.0;-19.0;;143;;;143.0;139.0;
466;Coke-oven cokes;2022 May;169;162.0;;4;3.0;38.0;153.0;111.0;42.0;;169;;;169.0;165.0;
467;Coke-oven cokes;2022 June;155;149.0;;4;3.0;13.0;111.0;96.0;15.0;;155;;;155.0;152.0;
468;Coke-oven cokes;2022 2nd quarter;467;469.0;;11;10.0;51.0;134.0;96.0;38.0;;467;;;467.0;456.0;
469;Coke-oven cokes;2022 July;160;154.0;;4;3.0;;96.0;93.0;3.0;;160;;;160.0;157.0;
470;Coke-oven cokes;2022 August;167;154.0;;4;3.0;;93.0;84.0;9.0;;167;;;167.0;164.0;
471;Coke-oven cokes;2022 September;136;146.0;;4;3.0;;84.0;97.0;-13.0;;136;;;136.0;133.0;
472;Coke-oven cokes;2022 3rd quarter;464;454.0;;11;10.0;;96.0;97.0;-1.0;;464;;;464.0;453.0;
473;Coke-oven cokes;2022 October;161;150.0;;4;3.0;2.0;97.0;88.0;9.0;;161;;;161.0;158.0;
474;Coke-oven cokes;2022 November;141;146.0;;4;3.0;6.0;88.0;90.0;-3.0;;141;;;141.0;138.0;
475;Coke-oven cokes;2022 December;127;144.0;;4;3.0;4.0;90.0;107.0;-17.0;;127;;;127.0;123.0;
476;Coke-oven cokes;2022 4th quarter;430;440.0;;11;10.0;12.0;97.0;107.0;-10.0;;430;;;430.0;419.0;
477;Coke-oven cokes;2022;1804;1825.0;;45;40.0;83.0;124.0;107.0;17.0;;1804;;;1804.0;1761.0;
478;Coke-oven cokes;2023 January;158;153.0;;3;3.0;4.0;106.0;99.0;6.0;;158;;;158.0;155.0;
479;Coke-oven cokes;2023 February;137;139.0;;3;2.0;30.0;99.0;74.0;25.0;;137;;;137.0;134.0;
480;Coke-oven cokes;2023 March;131;152.0;;3;3.0;33.0;74.0;65.0;9.0;;131;;;131.0;128.0;
481;Coke-oven cokes;2023 1st quarter;426;443.0;;9;8.0;67.0;106.0;65.0;41.0;;426;;;426.0;418.0;
482;Coke-oven cokes;2023 April;77;149.0;;3;3.0;36.0;65.0;104.0;-40.0;;77;;;77.0;74.0;
483;Coke-oven cokes;2023 May;112;149.0;;3;3.0;59.0;104.0;86.0;19.0;;112;;;112.0;109.0;
484;Coke-oven cokes;2023 June;82;149.0;;3;3.0;35.0;86.0;121.0;-35.0;;82;;;82.0;79.0;
485;Coke-oven cokes;2023 2nd quarter;270;448.0;;9;8.0;131.0;65.0;121.0;-56.0;;270;;;270.0;262.0;
486;Coke-oven cokes;2023 July;106;146.0;;3;3.0;36.0;121.0;128.0;-7.0;;106;;;106.0;103.0;
487;Coke-oven cokes;2023 August;128;157.0;;3;3.0;30.0;128.0;129.0;-1.0;;128;;;128.0;125.0;
488;Coke-oven cokes;2023 September;111;146.0;;3;3.0;51.0;129.0;116.0;13.0;;111;;;111.0;108.0;
489;Coke-oven cokes;2023 3rd quarter;345;449.0;;9;8.0;117.0;121.0;116.0;5.0;;345;;;345.0;337.0;
490;Coke-oven cokes;2023 October;115;151.0;;3;3.0;22.0;116.0;133.0;-17.0;;115;;;115.0;112.0;
491;Coke-oven cokes;2023 November;107;130.0;;3;3.0;44.0;133.0;114.0;19.0;;107;;;107.0;105.0;
492;Coke-oven cokes;2023 December;120;140.0;;3;3.0;25.0;114.0;113.0;2.0;;120;;;120.0;117.0;
493;Coke-oven cokes;2023 4th quarter;343;421.0;;9;8.0;91.0;116.0;113.0;3.0;;343;;;343.0;334.0;
494;Coke-oven cokes;2023;1384;1761.0;;36;31.0;405.0;106.0;113.0;-7.0;;1384;;;1384.0;1350.0;
495;Coke-oven cokes;2024 January;127;140.0;;3;3.0;24.0;113.0;105.0;8.0;;127;;;127.0;124.0;
496;Coke-oven cokes;2024 February;145;134.0;;3;2.0;29.0;105.0;67.0;38.0;;145;;;145.0;143.0;
497;Coke-oven cokes;2024 March;150;144.0;;11;10.0;;67.0;72.0;-5.0;;150;;;150.0;147.0;
498;Coke-oven cokes;2024 1st quarter;422;418.0;;17;15.0;53.0;113.0;72.0;41.0;;422;;;422.0;414.0;
499;Coke-oven cokes;2024 April;142;141.0;;3;3.0;;72.0;73.0;-1.0;;142;;;142.0;139.0;
500;Coke-oven cokes;2024 May;168;144.0;;11;10.0;;73.0;61.0;12.0;;168;;;168.0;165.0;
501;Coke-oven cokes;2024 June;149;138.0;;16;14.0;;61.0;65.0;-4.0;;149;;;149.0;147.0;
502;Coke-oven cokes;2024 2nd quarter;460;423.0;;30;27.0;;72.0;65.0;6.0;;460;;;460.0;451.0;
503;Coke-oven cokes;2024 July;164;146.0;;17;15.0;;65.0;65.0;1.0;;164;;;164.0;161.0;
504;Coke-oven cokes;2024 August;173;144.0;;16;14.0;;65.0;52.0;13.0;;173;;;173.0;170.0;
505;Coke-oven cokes;2024 September;116;141.0;;9;8.0;;52.0;86.0;-34.0;;116;;;116.0;113.0;
506;Coke-oven cokes;2024 3rd quarter;453;431.0;;43;38.0;;65.0;86.0;-21.0;;453;;;453.0;445.0;
507;Coke-oven cokes;2024 October;165;148.0;;3;3.0;;86.0;72.0;14.0;;165;;;165.0;162.0;
508;Coke-oven cokes;2024 November;149;143.0;;7;6.0;;72.0;72.0;0.0;;149;;;149.0;146.0;
509;Coke-oven cokes;2024 December;175;149.0;;7;6.0;;72.0;54.0;18.0;;175;;;175.0;172.0;
510;Coke-oven cokes;2024 4th quarter;489;440.0;;17;15.0;;86.0;54.0;32.0;;489;;;489.0;480.0;
511;Coke-oven cokes;2024;1824;1712.0;;107;95.0;53.0;113.0;54.0;59.0;;1824;;;1824.0;1790.0;
512;Coke-oven cokes;2025 January;138;149.0;;14;13.0;;54.0;78.0;-24.0;;138;;;138.0;136.0;
