ID;CPA2008;Perioden;Prijsindex_1;Kwartaalmutaties_2;Jaarmutaties_3
4661;59 Productie van films en van video..;2023 3e kwartaal;;;
4662;59 Productie van films en van video..;2023 4e kwartaal;;;
4663;59 Productie van films en van video..;2023;;;
4664;60 Uitzending van radio- en tv-..;2002 4e kwartaal;;;
4665;60 Uitzending van radio- en tv-..;2003 1e kwartaal;;;
4666;60 Uitzending van radio- en tv-..;2003 2e kwartaal;;;
4667;60 Uitzending van radio- en tv-..;2003 3e kwartaal;;;
4668;60 Uitzending van radio- en tv-..;2003 4e kwartaal;;;
4669;60 Uitzending van radio- en tv-..;2003;;;
4670;60 Uitzending van radio- en tv-..;2004 1e kwartaal;;;
4671;60 Uitzending van radio- en tv-..;2004 2e kwartaal;;;
4672;60 Uitzending van radio- en tv-..;2004 3e kwartaal;;;
4673;60 Uitzending van radio- en tv-..;2004 4e kwartaal;;;
4674;60 Uitzending van radio- en tv-..;2004;;;
4675;60 Uitzending van radio- en tv-..;2005 1e kwartaal;;;
4676;60 Uitzending van radio- en tv-..;2005 2e kwartaal;;;
4677;60 Uitzending van radio- en tv-..;2005 3e kwartaal;;;
4678;60 Uitzending van radio- en tv-..;2005 4e kwartaal;;;
4679;60 Uitzending van radio- en tv-..;2005;;;
4680;60 Uitzending van radio- en tv-..;2006 1e kwartaal;;;
4681;60 Uitzending van radio- en tv-..;2006 2e kwartaal;;;
4682;60 Uitzending van radio- en tv-..;2006 3e kwartaal;;;
4683;60 Uitzending van radio- en tv-..;2006 4e kwartaal;;;
4684;60 Uitzending van radio- en tv-..;2006;;;
4685;60 Uitzending van radio- en tv-..;2007 1e kwartaal;;;
4686;60 Uitzending van radio- en tv-..;2007 2e kwartaal;;;
4687;60 Uitzending van radio- en tv-..;2007 3e kwartaal;;;
4688;60 Uitzending van radio- en tv-..;2007 4e kwartaal;;;
4689;60 Uitzending van radio- en tv-..;2007;;;
4690;60 Uitzending van radio- en tv-..;2008 1e kwartaal;;;
4691;60 Uitzending van radio- en tv-..;2008 2e kwartaal;;;
4692;60 Uitzending van radio- en tv-..;2008 3e kwartaal;;;
4693;60 Uitzending van radio- en tv-..;2008 4e kwartaal;;;
4694;60 Uitzending van radio- en tv-..;2008;;;
4695;60 Uitzending van radio- en tv-..;2009 1e kwartaal;;;
4696;60 Uitzending van radio- en tv-..;2009 2e kwartaal;;;
4697;60 Uitzending van radio- en tv-..;2009 3e kwartaal;;;
4698;60 Uitzending van radio- en tv-..;2009 4e kwartaal;;;
4699;60 Uitzending van radio- en tv-..;2009;;;
4700;60 Uitzending van radio- en tv-..;2010 1e kwartaal;;;
4701;60 Uitzending van radio- en tv-..;2010 2e kwartaal;;;
4702;60 Uitzending van radio- en tv-..;2010 3e kwartaal;;;
4703;60 Uitzending van radio- en tv-..;2010 4e kwartaal;;;
4704;60 Uitzending van radio- en tv-..;2010;;;
4705;60 Uitzending van radio- en tv-..;2011 1e kwartaal;;;
4706;60 Uitzending van radio- en tv-..;2011 2e kwartaal;;;
4707;60 Uitzending van radio- en tv-..;2011 3e kwartaal;;;
4708;60 Uitzending van radio- en tv-..;2011 4e kwartaal;;;
4709;60 Uitzending van radio- en tv-..;2011;;;
4710;60 Uitzending van radio- en tv-..;2012 1e kwartaal;;;
4711;60 Uitzending van radio- en tv-..;2012 2e kwartaal;;;
4712;60 Uitzending van radio- en tv-..;2012 3e kwartaal;;;
4713;60 Uitzending van radio- en tv-..;2012 4e kwartaal;;;
4714;60 Uitzending van radio- en tv-..;2012;;;
4715;60 Uitzending van radio- en tv-..;2013 1e kwartaal;;;
4716;60 Uitzending van radio- en tv-..;2013 2e kwartaal;;;
4717;60 Uitzending van radio- en tv-..;2013 3e kwartaal;;;
4718;60 Uitzending van radio- en tv-..;2013 4e kwartaal;;;
4719;60 Uitzending van radio- en tv-..;2013;;;
4720;60 Uitzending van radio- en tv-..;2014 1e kwartaal;;;
4721;60 Uitzending van radio- en tv-..;2014 2e kwartaal;;;
4722;60 Uitzending van radio- en tv-..;2014 3e kwartaal;;;
4723;60 Uitzending van radio- en tv-..;2014 4e kwartaal;;;
4724;60 Uitzending van radio- en tv-..;2014;;;
4725;60 Uitzending van radio- en tv-..;2015 1e kwartaal;;;
4726;60 Uitzending van radio- en tv-..;2015 2e kwartaal;;;
4727;60 Uitzending van radio- en tv-..;2015 3e kwartaal;;;
4728;60 Uitzending van radio- en tv-..;2015 4e kwartaal;;;
4729;60 Uitzending van radio- en tv-..;2015;;;
4730;60 Uitzending van radio- en tv-..;2016 1e kwartaal;;;
4731;60 Uitzending van radio- en tv-..;2016 2e kwartaal;;;
4732;60 Uitzending van radio- en tv-..;2016 3e kwartaal;;;
4733;60 Uitzending van radio- en tv-..;2016 4e kwartaal;;;
4734;60 Uitzending van radio- en tv-..;2016;;;
4735;60 Uitzending van radio- en tv-..;2017 1e kwartaal;;;
4736;60 Uitzending van radio- en tv-..;2017 2e kwartaal;;;
4737;60 Uitzending van radio- en tv-..;2017 3e kwartaal;;;
4738;60 Uitzending van radio- en tv-..;2017 4e kwartaal;;;
4739;60 Uitzending van radio- en tv-..;2017;;;
4740;60 Uitzending van radio- en tv-..;2018 1e kwartaal;;;
4741;60 Uitzending van radio- en tv-..;2018 2e kwartaal;;;
4742;60 Uitzending van radio- en tv-..;2018 3e kwartaal;;;
4743;60 Uitzending van radio- en tv-..;2018 4e kwartaal;;;
4744;60 Uitzending van radio- en tv-..;2018;;;
4745;60 Uitzending van radio- en tv-..;2019 1e kwartaal;;;
4746;60 Uitzending van radio- en tv-..;2019 2e kwartaal;;;
4747;60 Uitzending van radio- en tv-..;2019 3e kwartaal;;;
4748;60 Uitzending van radio- en tv-..;2019 4e kwartaal;;;
4749;60 Uitzending van radio- en tv-..;2019;;;
4750;60 Uitzending van radio- en tv-..;2020 1e kwartaal;;;
4751;60 Uitzending van radio- en tv-..;2020 2e kwartaal;;;
4752;60 Uitzending van radio- en tv-..;2020 3e kwartaal;;;
4753;60 Uitzending van radio- en tv-..;2020 4e kwartaal;;;
4754;60 Uitzending van radio- en tv-..;2020;;;
4755;60 Uitzending van radio- en tv-..;2021 1e kwartaal;;;
4756;60 Uitzending van radio- en tv-..;2021 2e kwartaal;;;
4757;60 Uitzending van radio- en tv-..;2021 3e kwartaal;;;
4758;60 Uitzending van radio- en tv-..;2021 4e kwartaal;;;
4759;60 Uitzending van radio- en tv-..;2021;;;
4760;60 Uitzending van radio- en tv-..;2022 1e kwartaal;;;
4761;60 Uitzending van radio- en tv-..;2022 2e kwartaal;;;
4762;60 Uitzending van radio- en tv-..;2022 3e kwartaal;;;
4763;60 Uitzending van radio- en tv-..;2022 4e kwartaal;;;
4764;60 Uitzending van radio- en tv-..;2022;;;
4765;60 Uitzending van radio- en tv-..;2023 1e kwartaal;;;
4766;60 Uitzending van radio- en tv-..;2023 2e kwartaal;;;
4767;60 Uitzending van radio- en tv-..;2023 3e kwartaal;;;
4768;60 Uitzending van radio- en tv-..;2023 4e kwartaal;;;
4769;60 Uitzending van radio- en tv-..;2023;;;
4770;61 Telecommunicatie;2002 4e kwartaal;;;
4771;61 Telecommunicatie;2003 1e kwartaal;;;
4772;61 Telecommunicatie;2003 2e kwartaal;;;
4773;61 Telecommunicatie;2003 3e kwartaal;;;
4774;61 Telecommunicatie;2003 4e kwartaal;;;
4775;61 Telecommunicatie;2003;;;
4776;61 Telecommunicatie;2004 1e kwartaal;;;
4777;61 Telecommunicatie;2004 2e kwartaal;;;
4778;61 Telecommunicatie;2004 3e kwartaal;;;
4779;61 Telecommunicatie;2004 4e kwartaal;;;
4780;61 Telecommunicatie;2004;;;
4781;61 Telecommunicatie;2005 1e kwartaal;;;
4782;61 Telecommunicatie;2005 2e kwartaal;;;
4783;61 Telecommunicatie;2005 3e kwartaal;;;
4784;61 Telecommunicatie;2005 4e kwartaal;;;
4785;61 Telecommunicatie;2005;;;
4786;61 Telecommunicatie;2006 1e kwartaal;;;
4787;61 Telecommunicatie;2006 2e kwartaal;;;
4788;61 Telecommunicatie;2006 3e kwartaal;;;
4789;61 Telecommunicatie;2006 4e kwartaal;;;
4790;61 Telecommunicatie;2006;;;
4791;61 Telecommunicatie;2007 1e kwartaal;;;
4792;61 Telecommunicatie;2007 2e kwartaal;;;
4793;61 Telecommunicatie;2007 3e kwartaal;;;
4794;61 Telecommunicatie;2007 4e kwartaal;;;
4795;61 Telecommunicatie;2007;;;
4796;61 Telecommunicatie;2008 1e kwartaal;;;
4797;61 Telecommunicatie;2008 2e kwartaal;;;
4798;61 Telecommunicatie;2008 3e kwartaal;;;
4799;61 Telecommunicatie;2008 4e kwartaal;;;
4800;61 Telecommunicatie;2008;;;
4801;61 Telecommunicatie;2009 1e kwartaal;;;
4802;61 Telecommunicatie;2009 2e kwartaal;;;
4803;61 Telecommunicatie;2009 3e kwartaal;;;
4804;61 Telecommunicatie;2009 4e kwartaal;;;
4805;61 Telecommunicatie;2009;;;
4806;61 Telecommunicatie;2010 1e kwartaal;;;
4807;61 Telecommunicatie;2010 2e kwartaal;;;
4808;61 Telecommunicatie;2010 3e kwartaal;;;
4809;61 Telecommunicatie;2010 4e kwartaal;;;
4810;61 Telecommunicatie;2010;;;
4811;61 Telecommunicatie;2011 1e kwartaal;;;
4812;61 Telecommunicatie;2011 2e kwartaal;;;
4813;61 Telecommunicatie;2011 3e kwartaal;;;
4814;61 Telecommunicatie;2011 4e kwartaal;;;
4815;61 Telecommunicatie;2011;;;
4816;61 Telecommunicatie;2012 1e kwartaal;;;
4817;61 Telecommunicatie;2012 2e kwartaal;;;
4818;61 Telecommunicatie;2012 3e kwartaal;;;
4819;61 Telecommunicatie;2012 4e kwartaal;;;
4820;61 Telecommunicatie;2012;;;
4821;61 Telecommunicatie;2013 1e kwartaal;;;
4822;61 Telecommunicatie;2013 2e kwartaal;;;
4823;61 Telecommunicatie;2013 3e kwartaal;;;
4824;61 Telecommunicatie;2013 4e kwartaal;;;
4825;61 Telecommunicatie;2013;;;
4826;61 Telecommunicatie;2014 1e kwartaal;;;
4827;61 Telecommunicatie;2014 2e kwartaal;;;
4828;61 Telecommunicatie;2014 3e kwartaal;;;
4829;61 Telecommunicatie;2014 4e kwartaal;;;
4830;61 Telecommunicatie;2014;;;
4831;61 Telecommunicatie;2015 1e kwartaal;;;
4832;61 Telecommunicatie;2015 2e kwartaal;;;
4833;61 Telecommunicatie;2015 3e kwartaal;;;
4834;61 Telecommunicatie;2015 4e kwartaal;;;
4835;61 Telecommunicatie;2015;;;
4836;61 Telecommunicatie;2016 1e kwartaal;;;
4837;61 Telecommunicatie;2016 2e kwartaal;;;
4838;61 Telecommunicatie;2016 3e kwartaal;;;
4839;61 Telecommunicatie;2016 4e kwartaal;;;
4840;61 Telecommunicatie;2016;;;
4841;61 Telecommunicatie;2017 1e kwartaal;;;
4842;61 Telecommunicatie;2017 2e kwartaal;;;
4843;61 Telecommunicatie;2017 3e kwartaal;;;
4844;61 Telecommunicatie;2017 4e kwartaal;;;
4845;61 Telecommunicatie;2017;;;
4846;61 Telecommunicatie;2018 1e kwartaal;;;
4847;61 Telecommunicatie;2018 2e kwartaal;;;
4848;61 Telecommunicatie;2018 3e kwartaal;;;
4849;61 Telecommunicatie;2018 4e kwartaal;;;
4850;61 Telecommunicatie;2018;;;
4851;61 Telecommunicatie;2019 1e kwartaal;;;
4852;61 Telecommunicatie;2019 2e kwartaal;;;
4853;61 Telecommunicatie;2019 3e kwartaal;;;
4854;61 Telecommunicatie;2019 4e kwartaal;;;
4855;61 Telecommunicatie;2019;;;
4856;61 Telecommunicatie;2020 1e kwartaal;;;
4857;61 Telecommunicatie;2020 2e kwartaal;;;
4858;61 Telecommunicatie;2020 3e kwartaal;;;
4859;61 Telecommunicatie;2020 4e kwartaal;;;
4860;61 Telecommunicatie;2020;;;
4861;61 Telecommunicatie;2021 1e kwartaal;;;
4862;61 Telecommunicatie;2021 2e kwartaal;;;
4863;61 Telecommunicatie;2021 3e kwartaal;;;
4864;61 Telecommunicatie;2021 4e kwartaal;;;
4865;61 Telecommunicatie;2021;;;
4866;61 Telecommunicatie;2022 1e kwartaal;;;
4867;61 Telecommunicatie;2022 2e kwartaal;;;
4868;61 Telecommunicatie;2022 3e kwartaal;;;
4869;61 Telecommunicatie;2022 4e kwartaal;;;
4870;61 Telecommunicatie;2022;;;
4871;61 Telecommunicatie;2023 1e kwartaal;;;
4872;61 Telecommunicatie;2023 2e kwartaal;;;
4873;61 Telecommunicatie;2023 3e kwartaal;;;
4874;61 Telecommunicatie;2023 4e kwartaal;;;
4875;61 Telecommunicatie;2023;;;
4876;62 Computerprogrammering, advisering..;2002 4e kwartaal;;;
4877;62 Computerprogrammering, advisering..;2003 1e kwartaal;;;
4878;62 Computerprogrammering, advisering..;2003 2e kwartaal;;;
4879;62 Computerprogrammering, advisering..;2003 3e kwartaal;;;
4880;62 Computerprogrammering, advisering..;2003 4e kwartaal;;;
4881;62 Computerprogrammering, advisering..;2003;;;
4882;62 Computerprogrammering, advisering..;2004 1e kwartaal;;;
4883;62 Computerprogrammering, advisering..;2004 2e kwartaal;;;
4884;62 Computerprogrammering, advisering..;2004 3e kwartaal;;;
4885;62 Computerprogrammering, advisering..;2004 4e kwartaal;;;
4886;62 Computerprogrammering, advisering..;2004;;;
4887;62 Computerprogrammering, advisering..;2005 1e kwartaal;;;
4888;62 Computerprogrammering, advisering..;2005 2e kwartaal;;;
4889;62 Computerprogrammering, advisering..;2005 3e kwartaal;;;
4890;62 Computerprogrammering, advisering..;2005 4e kwartaal;;;
4891;62 Computerprogrammering, advisering..;2005;;;
4892;62 Computerprogrammering, advisering..;2006 1e kwartaal;;;
4893;62 Computerprogrammering, advisering..;2006 2e kwartaal;;;
4894;62 Computerprogrammering, advisering..;2006 3e kwartaal;;;
4895;62 Computerprogrammering, advisering..;2006 4e kwartaal;;;
4896;62 Computerprogrammering, advisering..;2006;;;
4897;62 Computerprogrammering, advisering..;2007 1e kwartaal;;;
4898;62 Computerprogrammering, advisering..;2007 2e kwartaal;;;
4899;62 Computerprogrammering, advisering..;2007 3e kwartaal;;;
4900;62 Computerprogrammering, advisering..;2007 4e kwartaal;;;
4901;62 Computerprogrammering, advisering..;2007;;;
4902;62 Computerprogrammering, advisering..;2008 1e kwartaal;;;
4903;62 Computerprogrammering, advisering..;2008 2e kwartaal;;;
4904;62 Computerprogrammering, advisering..;2008 3e kwartaal;;;
4905;62 Computerprogrammering, advisering..;2008 4e kwartaal;;;
4906;62 Computerprogrammering, advisering..;2008;;;
4907;62 Computerprogrammering, advisering..;2009 1e kwartaal;;;
4908;62 Computerprogrammering, advisering..;2009 2e kwartaal;;;
4909;62 Computerprogrammering, advisering..;2009 3e kwartaal;;;
4910;62 Computerprogrammering, advisering..;2009 4e kwartaal;;;
4911;62 Computerprogrammering, advisering..;2009;;;
4912;62 Computerprogrammering, advisering..;2010 1e kwartaal;;;
4913;62 Computerprogrammering, advisering..;2010 2e kwartaal;;;
4914;62 Computerprogrammering, advisering..;2010 3e kwartaal;;;
4915;62 Computerprogrammering, advisering..;2010 4e kwartaal;;;
4916;62 Computerprogrammering, advisering..;2010;;;
4917;62 Computerprogrammering, advisering..;2011 1e kwartaal;;;
4918;62 Computerprogrammering, advisering..;2011 2e kwartaal;;;
4919;62 Computerprogrammering, advisering..;2011 3e kwartaal;;;
4920;62 Computerprogrammering, advisering..;2011 4e kwartaal;;;
4921;62 Computerprogrammering, advisering..;2011;;;
4922;62 Computerprogrammering, advisering..;2012 1e kwartaal;;;
4923;62 Computerprogrammering, advisering..;2012 2e kwartaal;;;
4924;62 Computerprogrammering, advisering..;2012 3e kwartaal;;;
4925;62 Computerprogrammering, advisering..;2012 4e kwartaal;;;
4926;62 Computerprogrammering, advisering..;2012;;;
4927;62 Computerprogrammering, advisering..;2013 1e kwartaal;;;
4928;62 Computerprogrammering, advisering..;2013 2e kwartaal;;;
4929;62 Computerprogrammering, advisering..;2013 3e kwartaal;;;
4930;62 Computerprogrammering, advisering..;2013 4e kwartaal;;;
4931;62 Computerprogrammering, advisering..;2013;;;
4932;62 Computerprogrammering, advisering..;2014 1e kwartaal;;;
4933;62 Computerprogrammering, advisering..;2014 2e kwartaal;;;
4934;62 Computerprogrammering, advisering..;2014 3e kwartaal;;;
4935;62 Computerprogrammering, advisering..;2014 4e kwartaal;;;
4936;62 Computerprogrammering, advisering..;2014;;;
4937;62 Computerprogrammering, advisering..;2015 1e kwartaal;;;
4938;62 Computerprogrammering, advisering..;2015 2e kwartaal;;;
4939;62 Computerprogrammering, advisering..;2015 3e kwartaal;;;
4940;62 Computerprogrammering, advisering..;2015 4e kwartaal;;;
4941;62 Computerprogrammering, advisering..;2015;;;
4942;62 Computerprogrammering, advisering..;2016 1e kwartaal;;;
4943;62 Computerprogrammering, advisering..;2016 2e kwartaal;;;
4944;62 Computerprogrammering, advisering..;2016 3e kwartaal;;;
4945;62 Computerprogrammering, advisering..;2016 4e kwartaal;;;
4946;62 Computerprogrammering, advisering..;2016;;;
4947;62 Computerprogrammering, advisering..;2017 1e kwartaal;;;
4948;62 Computerprogrammering, advisering..;2017 2e kwartaal;;;
4949;62 Computerprogrammering, advisering..;2017 3e kwartaal;;;
4950;62 Computerprogrammering, advisering..;2017 4e kwartaal;;;
4951;62 Computerprogrammering, advisering..;2017;;;
4952;62 Computerprogrammering, advisering..;2018 1e kwartaal;;;
4953;62 Computerprogrammering, advisering..;2018 2e kwartaal;;;
4954;62 Computerprogrammering, advisering..;2018 3e kwartaal;;;
4955;62 Computerprogrammering, advisering..;2018 4e kwartaal;;;
4956;62 Computerprogrammering, advisering..;2018;;;
4957;62 Computerprogrammering, advisering..;2019 1e kwartaal;;;
4958;62 Computerprogrammering, advisering..;2019 2e kwartaal;;;
4959;62 Computerprogrammering, advisering..;2019 3e kwartaal;;;
4960;62 Computerprogrammering, advisering..;2019 4e kwartaal;;;
4961;62 Computerprogrammering, advisering..;2019;;;
4962;62 Computerprogrammering, advisering..;2020 1e kwartaal;;;
4963;62 Computerprogrammering, advisering..;2020 2e kwartaal;;;
4964;62 Computerprogrammering, advisering..;2020 3e kwartaal;;;
4965;62 Computerprogrammering, advisering..;2020 4e kwartaal;;;
4966;62 Computerprogrammering, advisering..;2020;;;
4967;62 Computerprogrammering, advisering..;2021 1e kwartaal;;;
4968;62 Computerprogrammering, advisering..;2021 2e kwartaal;;;
4969;62 Computerprogrammering, advisering..;2021 3e kwartaal;;;
4970;62 Computerprogrammering, advisering..;2021 4e kwartaal;;;
4971;62 Computerprogrammering, advisering..;2021;;;
4972;62 Computerprogrammering, advisering..;2022 1e kwartaal;;;
4973;62 Computerprogrammering, advisering..;2022 2e kwartaal;;;
4974;62 Computerprogrammering, advisering..;2022 3e kwartaal;;;
4975;62 Computerprogrammering, advisering..;2022 4e kwartaal;;;
4976;62 Computerprogrammering, advisering..;2022;;;
4977;62 Computerprogrammering, advisering..;2023 1e kwartaal;;;
4978;62 Computerprogrammering, advisering..;2023 2e kwartaal;;;
4979;62 Computerprogrammering, advisering..;2023 3e kwartaal;;;
4980;62 Computerprogrammering, advisering..;2023 4e kwartaal;;;
4981;62 Computerprogrammering, advisering..;2023;;;
4982;620 Computerprogrammering, advisering..;2002 4e kwartaal;;;
4983;620 Computerprogrammering, advisering..;2003 1e kwartaal;;;
4984;620 Computerprogrammering, advisering..;2003 2e kwartaal;;;
4985;620 Computerprogrammering, advisering..;2003 3e kwartaal;;;
4986;620 Computerprogrammering, advisering..;2003 4e kwartaal;;;
4987;620 Computerprogrammering, advisering..;2003;;;
4988;620 Computerprogrammering, advisering..;2004 1e kwartaal;;;
4989;620 Computerprogrammering, advisering..;2004 2e kwartaal;;;
4990;620 Computerprogrammering, advisering..;2004 3e kwartaal;;;
4991;620 Computerprogrammering, advisering..;2004 4e kwartaal;;;
4992;620 Computerprogrammering, advisering..;2004;;;
4993;620 Computerprogrammering, advisering..;2005 1e kwartaal;;;
4994;620 Computerprogrammering, advisering..;2005 2e kwartaal;;;
4995;620 Computerprogrammering, advisering..;2005 3e kwartaal;;;
4996;620 Computerprogrammering, advisering..;2005 4e kwartaal;;;
4997;620 Computerprogrammering, advisering..;2005;;;
4998;620 Computerprogrammering, advisering..;2006 1e kwartaal;;;
4999;620 Computerprogrammering, advisering..;2006 2e kwartaal;;;
5000;620 Computerprogrammering, advisering..;2006 3e kwartaal;;;
5001;620 Computerprogrammering, advisering..;2006 4e kwartaal;;;
5002;620 Computerprogrammering, advisering..;2006;;;
5003;620 Computerprogrammering, advisering..;2007 1e kwartaal;;;
5004;620 Computerprogrammering, advisering..;2007 2e kwartaal;;;
5005;620 Computerprogrammering, advisering..;2007 3e kwartaal;;;
5006;620 Computerprogrammering, advisering..;2007 4e kwartaal;;;
5007;620 Computerprogrammering, advisering..;2007;;;
5008;620 Computerprogrammering, advisering..;2008 1e kwartaal;;;
5009;620 Computerprogrammering, advisering..;2008 2e kwartaal;;;
5010;620 Computerprogrammering, advisering..;2008 3e kwartaal;;;
5011;620 Computerprogrammering, advisering..;2008 4e kwartaal;;;
5012;620 Computerprogrammering, advisering..;2008;;;
5013;620 Computerprogrammering, advisering..;2009 1e kwartaal;;;
5014;620 Computerprogrammering, advisering..;2009 2e kwartaal;;;
5015;620 Computerprogrammering, advisering..;2009 3e kwartaal;;;
5016;620 Computerprogrammering, advisering..;2009 4e kwartaal;;;
5017;620 Computerprogrammering, advisering..;2009;;;
5018;620 Computerprogrammering, advisering..;2010 1e kwartaal;;;
5019;620 Computerprogrammering, advisering..;2010 2e kwartaal;;;
5020;620 Computerprogrammering, advisering..;2010 3e kwartaal;;;
5021;620 Computerprogrammering, advisering..;2010 4e kwartaal;;;
5022;620 Computerprogrammering, advisering..;2010;;;
5023;620 Computerprogrammering, advisering..;2011 1e kwartaal;;;
5024;620 Computerprogrammering, advisering..;2011 2e kwartaal;;;
5025;620 Computerprogrammering, advisering..;2011 3e kwartaal;;;
5026;620 Computerprogrammering, advisering..;2011 4e kwartaal;;;
5027;620 Computerprogrammering, advisering..;2011;;;
5028;620 Computerprogrammering, advisering..;2012 1e kwartaal;;;
5029;620 Computerprogrammering, advisering..;2012 2e kwartaal;;;
5030;620 Computerprogrammering, advisering..;2012 3e kwartaal;;;
5031;620 Computerprogrammering, advisering..;2012 4e kwartaal;;;
5032;620 Computerprogrammering, advisering..;2012;;;
5033;620 Computerprogrammering, advisering..;2013 1e kwartaal;;;
5034;620 Computerprogrammering, advisering..;2013 2e kwartaal;;;
5035;620 Computerprogrammering, advisering..;2013 3e kwartaal;;;
5036;620 Computerprogrammering, advisering..;2013 4e kwartaal;;;
5037;620 Computerprogrammering, advisering..;2013;;;
5038;620 Computerprogrammering, advisering..;2014 1e kwartaal;;;
5039;620 Computerprogrammering, advisering..;2014 2e kwartaal;;;
5040;620 Computerprogrammering, advisering..;2014 3e kwartaal;;;
5041;620 Computerprogrammering, advisering..;2014 4e kwartaal;;;
5042;620 Computerprogrammering, advisering..;2014;;;
5043;620 Computerprogrammering, advisering..;2015 1e kwartaal;;;
5044;620 Computerprogrammering, advisering..;2015 2e kwartaal;;;
5045;620 Computerprogrammering, advisering..;2015 3e kwartaal;;;
5046;620 Computerprogrammering, advisering..;2015 4e kwartaal;;;
5047;620 Computerprogrammering, advisering..;2015;;;
5048;620 Computerprogrammering, advisering..;2016 1e kwartaal;;;
5049;620 Computerprogrammering, advisering..;2016 2e kwartaal;;;
5050;620 Computerprogrammering, advisering..;2016 3e kwartaal;;;
5051;620 Computerprogrammering, advisering..;2016 4e kwartaal;;;
5052;620 Computerprogrammering, advisering..;2016;;;
5053;620 Computerprogrammering, advisering..;2017 1e kwartaal;;;
5054;620 Computerprogrammering, advisering..;2017 2e kwartaal;;;
5055;620 Computerprogrammering, advisering..;2017 3e kwartaal;;;
5056;620 Computerprogrammering, advisering..;2017 4e kwartaal;;;
5057;620 Computerprogrammering, advisering..;2017;;;
5058;620 Computerprogrammering, advisering..;2018 1e kwartaal;;;
5059;620 Computerprogrammering, advisering..;2018 2e kwartaal;;;
5060;620 Computerprogrammering, advisering..;2018 3e kwartaal;;;
5061;620 Computerprogrammering, advisering..;2018 4e kwartaal;;;
5062;620 Computerprogrammering, advisering..;2018;;;
5063;620 Computerprogrammering, advisering..;2019 1e kwartaal;;;
5064;620 Computerprogrammering, advisering..;2019 2e kwartaal;;;
5065;620 Computerprogrammering, advisering..;2019 3e kwartaal;;;
5066;620 Computerprogrammering, advisering..;2019 4e kwartaal;;;
5067;620 Computerprogrammering, advisering..;2019;;;
5068;620 Computerprogrammering, advisering..;2020 1e kwartaal;;;
5069;620 Computerprogrammering, advisering..;2020 2e kwartaal;;;
5070;620 Computerprogrammering, advisering..;2020 3e kwartaal;;;
5071;620 Computerprogrammering, advisering..;2020 4e kwartaal;;;
5072;620 Computerprogrammering, advisering..;2020;;;
5073;620 Computerprogrammering, advisering..;2021 1e kwartaal;;;
5074;620 Computerprogrammering, advisering..;2021 2e kwartaal;;;
5075;620 Computerprogrammering, advisering..;2021 3e kwartaal;;;
5076;620 Computerprogrammering, advisering..;2021 4e kwartaal;;;
5077;620 Computerprogrammering, advisering..;2021;;;
5078;620 Computerprogrammering, advisering..;2022 1e kwartaal;;;
5079;620 Computerprogrammering, advisering..;2022 2e kwartaal;;;
5080;620 Computerprogrammering, advisering..;2022 3e kwartaal;;;
5081;620 Computerprogrammering, advisering..;2022 4e kwartaal;;;
5082;620 Computerprogrammering, advisering..;2022;;;
5083;620 Computerprogrammering, advisering..;2023 1e kwartaal;;;
5084;620 Computerprogrammering, advisering..;2023 2e kwartaal;;;
5085;620 Computerprogrammering, advisering..;2023 3e kwartaal;;;
5086;620 Computerprogrammering, advisering..;2023 4e kwartaal;;;
5087;620 Computerprogrammering, advisering..;2023;;;
5088;6202 Computeradvisering;2002 4e kwartaal;;;
5089;6202 Computeradvisering;2003 1e kwartaal;;;
5090;6202 Computeradvisering;2003 2e kwartaal;;;
5091;6202 Computeradvisering;2003 3e kwartaal;;;
5092;6202 Computeradvisering;2003 4e kwartaal;;;
5093;6202 Computeradvisering;2003;;;
5094;6202 Computeradvisering;2004 1e kwartaal;;;
5095;6202 Computeradvisering;2004 2e kwartaal;;;
5096;6202 Computeradvisering;2004 3e kwartaal;;;
5097;6202 Computeradvisering;2004 4e kwartaal;;;
5098;6202 Computeradvisering;2004;;;
5099;6202 Computeradvisering;2005 1e kwartaal;;;
5100;6202 Computeradvisering;2005 2e kwartaal;;;
5101;6202 Computeradvisering;2005 3e kwartaal;;;
5102;6202 Computeradvisering;2005 4e kwartaal;;;
5103;6202 Computeradvisering;2005;;;
5104;6202 Computeradvisering;2006 1e kwartaal;100.0;;
5105;6202 Computeradvisering;2006 2e kwartaal;99.9;-0.1;
5106;6202 Computeradvisering;2006 3e kwartaal;101.1;1.3;
5107;6202 Computeradvisering;2006 4e kwartaal;102.7;1.5;
5108;6202 Computeradvisering;2006;100.9;;
5109;6202 Computeradvisering;2007 1e kwartaal;103.7;1.0;3.7
5110;6202 Computeradvisering;2007 2e kwartaal;105.5;1.8;5.7
5111;6202 Computeradvisering;2007 3e kwartaal;105.4;-0.1;4.3
5112;6202 Computeradvisering;2007 4e kwartaal;107.6;2.1;4.8
5113;6202 Computeradvisering;2007;105.6;;4.6
5114;6202 Computeradvisering;2008 1e kwartaal;107.9;0.3;4.1
5115;6202 Computeradvisering;2008 2e kwartaal;108.3;0.4;2.6
5116;6202 Computeradvisering;2008 3e kwartaal;108.4;0.1;2.9
5117;6202 Computeradvisering;2008 4e kwartaal;108.4;-0.1;0.7
5118;6202 Computeradvisering;2008;108.3;;2.5
5119;6202 Computeradvisering;2009 1e kwartaal;108.4;0.0;0.4
