ID;CPA2008;Perioden;Prijsindex_1;Kwartaalmutaties_2;Jaarmutaties_3
111;H Vervoer en opslag;2003;;;
112;H Vervoer en opslag;2004 1e kwartaal;;;
113;H Vervoer en opslag;2004 2e kwartaal;;;
114;H Vervoer en opslag;2004 3e kwartaal;;;
115;H Vervoer en opslag;2004 4e kwartaal;;;
116;H Vervoer en opslag;2004;;;
117;H Vervoer en opslag;2005 1e kwartaal;;;
118;H Vervoer en opslag;2005 2e kwartaal;;;
119;H Vervoer en opslag;2005 3e kwartaal;;;
120;H Vervoer en opslag;2005 4e kwartaal;;;
121;H Vervoer en opslag;2005;;;
122;H Vervoer en opslag;2006 1e kwartaal;94.0;;
123;H Vervoer en opslag;2006 2e kwartaal;93.7;-0.4;
124;H Vervoer en opslag;2006 3e kwartaal;94.0;0.4;
125;H Vervoer en opslag;2006 4e kwartaal;94.0;0.0;
126;H Vervoer en opslag;2006;93.9;;
127;H Vervoer en opslag;2007 1e kwartaal;93.8;-0.3;-0.2
128;H Vervoer en opslag;2007 2e kwartaal;94.0;0.2;0.3
129;H Vervoer en opslag;2007 3e kwartaal;94.8;0.9;0.8
130;H Vervoer en opslag;2007 4e kwartaal;95.2;0.4;1.2
131;H Vervoer en opslag;2007;94.4;;0.6
132;H Vervoer en opslag;2008 1e kwartaal;96.8;1.6;3.2
133;H Vervoer en opslag;2008 2e kwartaal;97.1;0.3;3.3
134;H Vervoer en opslag;2008 3e kwartaal;98.9;1.9;4.3
135;H Vervoer en opslag;2008 4e kwartaal;98.7;-0.2;3.7
136;H Vervoer en opslag;2008;97.9;;3.6
137;H Vervoer en opslag;2009 1e kwartaal;95.2;-3.6;-1.7
138;H Vervoer en opslag;2009 2e kwartaal;92.4;-2.9;-4.9
139;H Vervoer en opslag;2009 3e kwartaal;92.3;-0.1;-6.7
140;H Vervoer en opslag;2009 4e kwartaal;93.8;1.7;-4.9
141;H Vervoer en opslag;2009;93.4;;-4.6
142;H Vervoer en opslag;2010 1e kwartaal;93.7;-0.2;-1.5
143;H Vervoer en opslag;2010 2e kwartaal;95.6;2.1;3.5
144;H Vervoer en opslag;2010 3e kwartaal;95.8;0.1;3.8
145;H Vervoer en opslag;2010 4e kwartaal;94.9;-0.9;1.2
146;H Vervoer en opslag;2010;95.0;;1.7
147;H Vervoer en opslag;2011 1e kwartaal;96.2;1.4;2.7
148;H Vervoer en opslag;2011 2e kwartaal;97.0;0.8;1.4
149;H Vervoer en opslag;2011 3e kwartaal;97.2;0.3;1.5
150;H Vervoer en opslag;2011 4e kwartaal;96.7;-0.6;1.9
151;H Vervoer en opslag;2011;96.8;;1.9
152;H Vervoer en opslag;2012 1e kwartaal;97.2;0.6;1.1
153;H Vervoer en opslag;2012 2e kwartaal;99.1;1.9;2.2
154;H Vervoer en opslag;2012 3e kwartaal;99.4;0.4;2.3
155;H Vervoer en opslag;2012 4e kwartaal;98.8;-0.7;2.2
156;H Vervoer en opslag;2012;98.6;;1.9
157;H Vervoer en opslag;2013 1e kwartaal;99.2;0.4;2.0
158;H Vervoer en opslag;2013 2e kwartaal;99.0;-0.2;-0.1
159;H Vervoer en opslag;2013 3e kwartaal;99.5;0.5;0.0
160;H Vervoer en opslag;2013 4e kwartaal;99.6;0.1;0.8
161;H Vervoer en opslag;2013;99.3;;0.7
162;H Vervoer en opslag;2014 1e kwartaal;99.1;-0.5;-0.1
163;H Vervoer en opslag;2014 2e kwartaal;99.4;0.3;0.4
164;H Vervoer en opslag;2014 3e kwartaal;99.4;0.0;-0.1
165;H Vervoer en opslag;2014 4e kwartaal;99.1;-0.3;-0.5
166;H Vervoer en opslag;2014;99.2;;-0.1
167;H Vervoer en opslag;2015 1e kwartaal;99.3;0.2;0.2
168;H Vervoer en opslag;2015 2e kwartaal;100.1;0.8;0.7
169;H Vervoer en opslag;2015 3e kwartaal;100.5;0.4;1.1
170;H Vervoer en opslag;2015 4e kwartaal;100.2;-0.4;1.1
171;H Vervoer en opslag;2015;100.0;;0.8
172;H Vervoer en opslag;2016 1e kwartaal;98.5;-1.7;-0.8
173;H Vervoer en opslag;2016 2e kwartaal;98.6;0.2;-1.4
174;H Vervoer en opslag;2016 3e kwartaal;98.9;0.2;-1.7
175;H Vervoer en opslag;2016 4e kwartaal;98.4;-0.5;-1.8
176;H Vervoer en opslag;2016;98.6;;-1.4
177;H Vervoer en opslag;2017 1e kwartaal;98.9;0.5;0.4
178;H Vervoer en opslag;2017 2e kwartaal;99.8;1.0;1.2
179;H Vervoer en opslag;2017 3e kwartaal;99.9;0.1;1.1
180;H Vervoer en opslag;2017 4e kwartaal;99.7;-0.3;1.3
181;H Vervoer en opslag;2017;99.6;;1.0
182;H Vervoer en opslag;2018 1e kwartaal;99.9;0.2;1.0
183;H Vervoer en opslag;2018 2e kwartaal;100.8;1.0;1.0
184;H Vervoer en opslag;2018 3e kwartaal;102.5;1.7;2.6
185;H Vervoer en opslag;2018 4e kwartaal;103.2;0.7;3.5
186;H Vervoer en opslag;2018;101.6;;2.0
187;H Vervoer en opslag;2019 1e kwartaal;102.9;-0.3;3.0
188;H Vervoer en opslag;2019 2e kwartaal;104.3;1.4;3.5
189;H Vervoer en opslag;2019 3e kwartaal;104.8;0.4;2.2
190;H Vervoer en opslag;2019 4e kwartaal;104.0;-0.7;0.8
191;H Vervoer en opslag;2019;104.0;;2.4
192;H Vervoer en opslag;2020 1e kwartaal;104.3;0.3;1.4
193;H Vervoer en opslag;2020 2e kwartaal;106.9;2.5;2.5
194;H Vervoer en opslag;2020 3e kwartaal;105.8;-1.1;0.9
195;H Vervoer en opslag;2020 4e kwartaal;105.2;-0.5;1.1
196;H Vervoer en opslag;2020;105.6;;1.5
197;H Vervoer en opslag;2021 1e kwartaal;105.8;0.5;1.4
198;H Vervoer en opslag;2021 2e kwartaal;108.7;2.8;1.7
199;H Vervoer en opslag;2021 3e kwartaal;110.7;1.8;4.6
200;H Vervoer en opslag;2021 4e kwartaal;113.8;2.8;8.2
201;H Vervoer en opslag;2021;109.8;;4.0
202;H Vervoer en opslag;2022 1e kwartaal;117.8;3.5;11.3
203;H Vervoer en opslag;2022 2e kwartaal;125.4;6.5;15.3
204;H Vervoer en opslag;2022 3e kwartaal;130.0;3.7;17.5
205;H Vervoer en opslag;2022 4e kwartaal;129.3;-0.5;13.6
206;H Vervoer en opslag;2022;125.6;;14.5
207;H Vervoer en opslag;2023 1e kwartaal;130.3;0.7;10.6
208;H Vervoer en opslag;2023 2e kwartaal;130.6;0.2;4.1
209;H Vervoer en opslag;2023 3e kwartaal;130.0;-0.4;0.0
210;H Vervoer en opslag;2023 4e kwartaal;129.8;-0.2;0.3
211;H Vervoer en opslag;2023;130.1;;3.6
212;49 Vervoer te land en via pijpleidingen;2002 4e kwartaal;;;
213;49 Vervoer te land en via pijpleidingen;2003 1e kwartaal;83.2;;
214;49 Vervoer te land en via pijpleidingen;2003 2e kwartaal;83.7;0.6;
215;49 Vervoer te land en via pijpleidingen;2003 3e kwartaal;83.7;0.1;
216;49 Vervoer te land en via pijpleidingen;2003 4e kwartaal;83.7;0.0;
217;49 Vervoer te land en via pijpleidingen;2003;83.6;;
218;49 Vervoer te land en via pijpleidingen;2004 1e kwartaal;84.1;0.5;1.2
219;49 Vervoer te land en via pijpleidingen;2004 2e kwartaal;84.4;0.4;0.9
220;49 Vervoer te land en via pijpleidingen;2004 3e kwartaal;84.6;0.2;1.1
221;49 Vervoer te land en via pijpleidingen;2004 4e kwartaal;85.4;0.9;2.0
222;49 Vervoer te land en via pijpleidingen;2004;84.6;;1.3
223;49 Vervoer te land en via pijpleidingen;2005 1e kwartaal;86.9;1.7;3.3
224;49 Vervoer te land en via pijpleidingen;2005 2e kwartaal;87.2;0.4;3.3
225;49 Vervoer te land en via pijpleidingen;2005 3e kwartaal;87.5;0.3;3.4
226;49 Vervoer te land en via pijpleidingen;2005 4e kwartaal;87.8;0.3;2.8
227;49 Vervoer te land en via pijpleidingen;2005;87.4;;3.2
228;49 Vervoer te land en via pijpleidingen;2006 1e kwartaal;89.1;1.5;2.5
229;49 Vervoer te land en via pijpleidingen;2006 2e kwartaal;89.2;0.2;2.3
230;49 Vervoer te land en via pijpleidingen;2006 3e kwartaal;89.6;0.4;2.3
231;49 Vervoer te land en via pijpleidingen;2006 4e kwartaal;89.4;-0.1;1.9
232;49 Vervoer te land en via pijpleidingen;2006;89.3;;2.3
233;49 Vervoer te land en via pijpleidingen;2007 1e kwartaal;90.7;1.4;1.8
234;49 Vervoer te land en via pijpleidingen;2007 2e kwartaal;91.4;0.7;2.4
235;49 Vervoer te land en via pijpleidingen;2007 3e kwartaal;91.5;0.2;2.2
236;49 Vervoer te land en via pijpleidingen;2007 4e kwartaal;92.0;0.5;2.9
237;49 Vervoer te land en via pijpleidingen;2007;91.4;;2.3
238;49 Vervoer te land en via pijpleidingen;2008 1e kwartaal;94.4;2.5;4.0
239;49 Vervoer te land en via pijpleidingen;2008 2e kwartaal;95.2;0.9;4.2
240;49 Vervoer te land en via pijpleidingen;2008 3e kwartaal;96.5;1.4;5.4
241;49 Vervoer te land en via pijpleidingen;2008 4e kwartaal;95.7;-0.9;4.0
242;49 Vervoer te land en via pijpleidingen;2008;95.4;;4.4
243;49 Vervoer te land en via pijpleidingen;2009 1e kwartaal;95.0;-0.7;0.7
244;49 Vervoer te land en via pijpleidingen;2009 2e kwartaal;94.4;-0.7;-0.8
245;49 Vervoer te land en via pijpleidingen;2009 3e kwartaal;93.8;-0.6;-2.8
246;49 Vervoer te land en via pijpleidingen;2009 4e kwartaal;94.0;0.2;-1.7
247;49 Vervoer te land en via pijpleidingen;2009;94.3;;-1.2
248;49 Vervoer te land en via pijpleidingen;2010 1e kwartaal;94.2;0.2;-0.9
249;49 Vervoer te land en via pijpleidingen;2010 2e kwartaal;94.3;0.1;-0.1
250;49 Vervoer te land en via pijpleidingen;2010 3e kwartaal;94.2;-0.1;0.4
251;49 Vervoer te land en via pijpleidingen;2010 4e kwartaal;94.4;0.2;0.5
252;49 Vervoer te land en via pijpleidingen;2010;94.3;;0.0
253;49 Vervoer te land en via pijpleidingen;2011 1e kwartaal;96.5;2.1;2.4
254;49 Vervoer te land en via pijpleidingen;2011 2e kwartaal;98.0;1.6;3.9
255;49 Vervoer te land en via pijpleidingen;2011 3e kwartaal;97.9;-0.1;3.9
256;49 Vervoer te land en via pijpleidingen;2011 4e kwartaal;98.1;0.2;3.9
257;49 Vervoer te land en via pijpleidingen;2011;97.6;;3.5
258;49 Vervoer te land en via pijpleidingen;2012 1e kwartaal;99.0;0.9;2.6
259;49 Vervoer te land en via pijpleidingen;2012 2e kwartaal;99.5;0.5;1.5
260;49 Vervoer te land en via pijpleidingen;2012 3e kwartaal;99.5;0.0;1.7
261;49 Vervoer te land en via pijpleidingen;2012 4e kwartaal;99.9;0.4;1.8
262;49 Vervoer te land en via pijpleidingen;2012;99.5;;1.9
263;49 Vervoer te land en via pijpleidingen;2013 1e kwartaal;100.5;0.6;1.5
264;49 Vervoer te land en via pijpleidingen;2013 2e kwartaal;100.2;-0.3;0.7
265;49 Vervoer te land en via pijpleidingen;2013 3e kwartaal;100.0;-0.2;0.5
266;49 Vervoer te land en via pijpleidingen;2013 4e kwartaal;100.0;0.0;0.2
267;49 Vervoer te land en via pijpleidingen;2013;100.2;;0.7
268;49 Vervoer te land en via pijpleidingen;2014 1e kwartaal;100.4;0.4;-0.1
269;49 Vervoer te land en via pijpleidingen;2014 2e kwartaal;100.4;0.0;0.2
270;49 Vervoer te land en via pijpleidingen;2014 3e kwartaal;100.5;0.1;0.5
271;49 Vervoer te land en via pijpleidingen;2014 4e kwartaal;100.4;-0.2;0.3
272;49 Vervoer te land en via pijpleidingen;2014;100.4;;0.2
273;49 Vervoer te land en via pijpleidingen;2015 1e kwartaal;100.0;-0.4;-0.4
274;49 Vervoer te land en via pijpleidingen;2015 2e kwartaal;100.2;0.2;-0.2
275;49 Vervoer te land en via pijpleidingen;2015 3e kwartaal;100.1;-0.1;-0.4
276;49 Vervoer te land en via pijpleidingen;2015 4e kwartaal;99.8;-0.3;-0.6
277;49 Vervoer te land en via pijpleidingen;2015;100.0;;-0.4
278;49 Vervoer te land en via pijpleidingen;2016 1e kwartaal;99.7;-0.1;-0.3
279;49 Vervoer te land en via pijpleidingen;2016 2e kwartaal;100.1;0.4;-0.1
280;49 Vervoer te land en via pijpleidingen;2016 3e kwartaal;100.2;0.1;0.2
281;49 Vervoer te land en via pijpleidingen;2016 4e kwartaal;100.5;0.3;0.7
282;49 Vervoer te land en via pijpleidingen;2016;100.1;;0.1
283;49 Vervoer te land en via pijpleidingen;2017 1e kwartaal;101.3;0.8;1.6
284;49 Vervoer te land en via pijpleidingen;2017 2e kwartaal;101.5;0.3;1.4
285;49 Vervoer te land en via pijpleidingen;2017 3e kwartaal;101.5;0.0;1.3
286;49 Vervoer te land en via pijpleidingen;2017 4e kwartaal;101.9;0.3;1.4
287;49 Vervoer te land en via pijpleidingen;2017;101.6;;1.4
288;49 Vervoer te land en via pijpleidingen;2018 1e kwartaal;103.7;1.8;2.4
289;49 Vervoer te land en via pijpleidingen;2018 2e kwartaal;104.2;0.5;2.6
290;49 Vervoer te land en via pijpleidingen;2018 3e kwartaal;104.8;0.6;3.2
291;49 Vervoer te land en via pijpleidingen;2018 4e kwartaal;105.4;0.5;3.5
292;49 Vervoer te land en via pijpleidingen;2018;104.5;;2.9
293;49 Vervoer te land en via pijpleidingen;2019 1e kwartaal;108.1;2.6;4.3
294;49 Vervoer te land en via pijpleidingen;2019 2e kwartaal;108.7;0.6;4.3
295;49 Vervoer te land en via pijpleidingen;2019 3e kwartaal;109.0;0.3;4.0
296;49 Vervoer te land en via pijpleidingen;2019 4e kwartaal;109.3;0.2;3.6
297;49 Vervoer te land en via pijpleidingen;2019;108.8;;4.1
298;49 Vervoer te land en via pijpleidingen;2020 1e kwartaal;110.1;0.8;1.8
299;49 Vervoer te land en via pijpleidingen;2020 2e kwartaal;109.3;-0.7;0.5
300;49 Vervoer te land en via pijpleidingen;2020 3e kwartaal;108.9;-0.3;-0.1
301;49 Vervoer te land en via pijpleidingen;2020 4e kwartaal;108.9;0.0;-0.3
302;49 Vervoer te land en via pijpleidingen;2020;109.3;;0.5
303;49 Vervoer te land en via pijpleidingen;2021 1e kwartaal;109.5;0.5;-0.6
304;49 Vervoer te land en via pijpleidingen;2021 2e kwartaal;110.9;1.3;1.5
305;49 Vervoer te land en via pijpleidingen;2021 3e kwartaal;112.1;1.1;2.9
306;49 Vervoer te land en via pijpleidingen;2021 4e kwartaal;113.9;1.6;4.6
307;49 Vervoer te land en via pijpleidingen;2021;111.6;;2.1
308;49 Vervoer te land en via pijpleidingen;2022 1e kwartaal;119.8;5.2;9.4
309;49 Vervoer te land en via pijpleidingen;2022 2e kwartaal;125.1;4.4;12.8
310;49 Vervoer te land en via pijpleidingen;2022 3e kwartaal;126.6;1.2;12.9
311;49 Vervoer te land en via pijpleidingen;2022 4e kwartaal;127.7;0.9;12.1
312;49 Vervoer te land en via pijpleidingen;2022;124.8;;11.8
313;49 Vervoer te land en via pijpleidingen;2023 1e kwartaal;132.5;3.8;10.6
314;49 Vervoer te land en via pijpleidingen;2023 2e kwartaal;131.7;-0.6;5.3
315;49 Vervoer te land en via pijpleidingen;2023 3e kwartaal;132.5;0.6;4.7
316;49 Vervoer te land en via pijpleidingen;2023 4e kwartaal;133.5;0.7;4.6
317;49 Vervoer te land en via pijpleidingen;2023;132.6;;6.2
318;494 Goederenwegvervoer en verhuizingen;2002 4e kwartaal;;;
319;494 Goederenwegvervoer en verhuizingen;2003 1e kwartaal;83.2;;
320;494 Goederenwegvervoer en verhuizingen;2003 2e kwartaal;83.7;0.6;
321;494 Goederenwegvervoer en verhuizingen;2003 3e kwartaal;83.7;0.1;
322;494 Goederenwegvervoer en verhuizingen;2003 4e kwartaal;83.7;0.0;
323;494 Goederenwegvervoer en verhuizingen;2003;83.6;;
324;494 Goederenwegvervoer en verhuizingen;2004 1e kwartaal;84.1;0.5;1.2
325;494 Goederenwegvervoer en verhuizingen;2004 2e kwartaal;84.4;0.4;0.9
326;494 Goederenwegvervoer en verhuizingen;2004 3e kwartaal;84.6;0.2;1.1
327;494 Goederenwegvervoer en verhuizingen;2004 4e kwartaal;85.4;0.9;2.0
328;494 Goederenwegvervoer en verhuizingen;2004;84.6;;1.3
329;494 Goederenwegvervoer en verhuizingen;2005 1e kwartaal;86.9;1.7;3.3
330;494 Goederenwegvervoer en verhuizingen;2005 2e kwartaal;87.2;0.4;3.3
331;494 Goederenwegvervoer en verhuizingen;2005 3e kwartaal;87.5;0.3;3.4
332;494 Goederenwegvervoer en verhuizingen;2005 4e kwartaal;87.8;0.3;2.8
333;494 Goederenwegvervoer en verhuizingen;2005;87.4;;3.2
334;494 Goederenwegvervoer en verhuizingen;2006 1e kwartaal;89.1;1.5;2.5
335;494 Goederenwegvervoer en verhuizingen;2006 2e kwartaal;89.2;0.2;2.3
336;494 Goederenwegvervoer en verhuizingen;2006 3e kwartaal;89.6;0.4;2.3
337;494 Goederenwegvervoer en verhuizingen;2006 4e kwartaal;89.4;-0.1;1.9
338;494 Goederenwegvervoer en verhuizingen;2006;89.3;;2.3
339;494 Goederenwegvervoer en verhuizingen;2007 1e kwartaal;90.7;1.4;1.8
340;494 Goederenwegvervoer en verhuizingen;2007 2e kwartaal;91.4;0.7;2.4
341;494 Goederenwegvervoer en verhuizingen;2007 3e kwartaal;91.5;0.2;2.2
342;494 Goederenwegvervoer en verhuizingen;2007 4e kwartaal;92.0;0.5;2.9
343;494 Goederenwegvervoer en verhuizingen;2007;91.4;;2.3
344;494 Goederenwegvervoer en verhuizingen;2008 1e kwartaal;94.4;2.5;4.0
345;494 Goederenwegvervoer en verhuizingen;2008 2e kwartaal;95.2;0.9;4.2
346;494 Goederenwegvervoer en verhuizingen;2008 3e kwartaal;96.5;1.4;5.4
347;494 Goederenwegvervoer en verhuizingen;2008 4e kwartaal;95.7;-0.9;4.0
348;494 Goederenwegvervoer en verhuizingen;2008;95.4;;4.4
349;494 Goederenwegvervoer en verhuizingen;2009 1e kwartaal;95.0;-0.7;0.7
350;494 Goederenwegvervoer en verhuizingen;2009 2e kwartaal;94.4;-0.7;-0.8
351;494 Goederenwegvervoer en verhuizingen;2009 3e kwartaal;93.8;-0.6;-2.8
352;494 Goederenwegvervoer en verhuizingen;2009 4e kwartaal;94.0;0.2;-1.7
353;494 Goederenwegvervoer en verhuizingen;2009;94.3;;-1.2
354;494 Goederenwegvervoer en verhuizingen;2010 1e kwartaal;94.2;0.2;-0.9
355;494 Goederenwegvervoer en verhuizingen;2010 2e kwartaal;94.3;0.1;-0.1
356;494 Goederenwegvervoer en verhuizingen;2010 3e kwartaal;94.2;-0.1;0.4
357;494 Goederenwegvervoer en verhuizingen;2010 4e kwartaal;94.4;0.2;0.5
358;494 Goederenwegvervoer en verhuizingen;2010;94.3;;0.0
359;494 Goederenwegvervoer en verhuizingen;2011 1e kwartaal;96.5;2.1;2.4
360;494 Goederenwegvervoer en verhuizingen;2011 2e kwartaal;98.0;1.6;3.9
361;494 Goederenwegvervoer en verhuizingen;2011 3e kwartaal;97.9;-0.1;3.9
362;494 Goederenwegvervoer en verhuizingen;2011 4e kwartaal;98.1;0.2;3.9
363;494 Goederenwegvervoer en verhuizingen;2011;97.6;;3.5
364;494 Goederenwegvervoer en verhuizingen;2012 1e kwartaal;99.0;0.9;2.6
365;494 Goederenwegvervoer en verhuizingen;2012 2e kwartaal;99.5;0.5;1.5
366;494 Goederenwegvervoer en verhuizingen;2012 3e kwartaal;99.5;0.0;1.7
