ID;BelastingenEnWettelijkePremies;Perioden;OntvangenBelastingenEnWettPremies_1
108;Totaal belastingen en wettelijke premies;2019;321265.0
109;Totaal belastingen en wettelijke premies;2020 1e kwartaal;87658.0
110;Totaal belastingen en wettelijke premies;2020 2e kwartaal;75307.0
111;Totaal belastingen en wettelijke premies;2020 3e kwartaal;74387.0
112;Totaal belastingen en wettelijke premies;2020 4e kwartaal;83569.0
113;Totaal belastingen en wettelijke premies;2020;320921.0
114;Totaal belastingen en wettelijke premies;2021 1e kwartaal;87868.0
115;Totaal belastingen en wettelijke premies;2021 2e kwartaal;85377.0
116;Totaal belastingen en wettelijke premies;2021 3e kwartaal;79951.0
117;Totaal belastingen en wettelijke premies;2021 4e kwartaal;92121.0
118;Totaal belastingen en wettelijke premies;2021;345317.0
119;Totaal belastingen en wettelijke premies;2022 1e kwartaal;94858.0
120;Totaal belastingen en wettelijke premies;2022 2e kwartaal;94612.0
121;Totaal belastingen en wettelijke premies;2022 3e kwartaal;84446.0
122;Totaal belastingen en wettelijke premies;2022 4e kwartaal;100376.0
123;Totaal belastingen en wettelijke premies;2022;374292.0
124;Totaal belastingen en wettelijke premies;2023 1e kwartaal;99766.0
125;Totaal belastingen en wettelijke premies;2023 2e kwartaal;106838.0
126;Totaal belastingen en wettelijke premies;2023 3e kwartaal;94451.0
127;Totaal belastingen en wettelijke premies;2023 4e kwartaal;106372.0
128;Totaal belastingen en wettelijke premies;2023;407427.0
129;Totaal belastingen en wettelijke premies;2024 1e kwartaal;103950.0
130;Totaal belastingen en wettelijke premies;2024 2e kwartaal;115862.0
131;Totaal belastingen en wettelijke premies;2024 3e kwartaal;103361.0
132;Totaal belastingen en wettelijke premies;2024 4e kwartaal;109435.0
133;Totaal belastingen en wettelijke premies;2024;432608.0
134;Totaal belastingen;1995;72868.0
135;Totaal belastingen;1996;78596.0
136;Totaal belastingen;1997;82148.0
137;Totaal belastingen;1998;86877.0
138;Totaal belastingen;1999 1e kwartaal;21793.0
139;Totaal belastingen;1999 2e kwartaal;22991.0
140;Totaal belastingen;1999 3e kwartaal;23012.0
141;Totaal belastingen;1999 4e kwartaal;26588.0
142;Totaal belastingen;1999;94384.0
143;Totaal belastingen;2000 1e kwartaal;22457.0
144;Totaal belastingen;2000 2e kwartaal;25496.0
145;Totaal belastingen;2000 3e kwartaal;23732.0
146;Totaal belastingen;2000 4e kwartaal;28760.0
147;Totaal belastingen;2000;100445.0
148;Totaal belastingen;2001 1e kwartaal;24671.0
149;Totaal belastingen;2001 2e kwartaal;26787.0
150;Totaal belastingen;2001 3e kwartaal;26460.0
151;Totaal belastingen;2001 4e kwartaal;29727.0
152;Totaal belastingen;2001;107645.0
153;Totaal belastingen;2002 1e kwartaal;26052.0
154;Totaal belastingen;2002 2e kwartaal;29968.0
155;Totaal belastingen;2002 3e kwartaal;25932.0
156;Totaal belastingen;2002 4e kwartaal;30632.0
157;Totaal belastingen;2002;112584.0
158;Totaal belastingen;2003 1e kwartaal;26151.0
159;Totaal belastingen;2003 2e kwartaal;28238.0
160;Totaal belastingen;2003 3e kwartaal;25996.0
161;Totaal belastingen;2003 4e kwartaal;30072.0
162;Totaal belastingen;2003;110457.0
163;Totaal belastingen;2004 1e kwartaal;26099.0
164;Totaal belastingen;2004 2e kwartaal;30101.0
165;Totaal belastingen;2004 3e kwartaal;26998.0
166;Totaal belastingen;2004 4e kwartaal;32490.0
167;Totaal belastingen;2004;115688.0
168;Totaal belastingen;2005 1e kwartaal;28208.0
169;Totaal belastingen;2005 2e kwartaal;31803.0
170;Totaal belastingen;2005 3e kwartaal;29875.0
171;Totaal belastingen;2005 4e kwartaal;33528.0
172;Totaal belastingen;2005;123414.0
173;Totaal belastingen;2006 1e kwartaal;30365.0
174;Totaal belastingen;2006 2e kwartaal;33047.0
175;Totaal belastingen;2006 3e kwartaal;31453.0
176;Totaal belastingen;2006 4e kwartaal;36219.0
177;Totaal belastingen;2006;131084.0
178;Totaal belastingen;2007 1e kwartaal;32549.0
179;Totaal belastingen;2007 2e kwartaal;36021.0
180;Totaal belastingen;2007 3e kwartaal;31869.0
181;Totaal belastingen;2007 4e kwartaal;39349.0
182;Totaal belastingen;2007;139788.0
183;Totaal belastingen;2008 1e kwartaal;34242.0
184;Totaal belastingen;2008 2e kwartaal;38047.0
185;Totaal belastingen;2008 3e kwartaal;38389.0
186;Totaal belastingen;2008 4e kwartaal;38537.0
187;Totaal belastingen;2008;149215.0
188;Totaal belastingen;2009 1e kwartaal;34661.0
189;Totaal belastingen;2009 2e kwartaal;37004.0
190;Totaal belastingen;2009 3e kwartaal;31873.0
191;Totaal belastingen;2009 4e kwartaal;35783.0
192;Totaal belastingen;2009;139321.0
193;Totaal belastingen;2010 1e kwartaal;34527.0
194;Totaal belastingen;2010 2e kwartaal;38338.0
195;Totaal belastingen;2010 3e kwartaal;31966.0
196;Totaal belastingen;2010 4e kwartaal;37395.0
197;Totaal belastingen;2010;142226.0
198;Totaal belastingen;2011 1e kwartaal;35681.0
199;Totaal belastingen;2011 2e kwartaal;38760.0
200;Totaal belastingen;2011 3e kwartaal;33546.0
201;Totaal belastingen;2011 4e kwartaal;36318.0
202;Totaal belastingen;2011;144305.0
203;Totaal belastingen;2012 1e kwartaal;35042.0
204;Totaal belastingen;2012 2e kwartaal;38644.0
205;Totaal belastingen;2012 3e kwartaal;32317.0
206;Totaal belastingen;2012 4e kwartaal;36790.0
207;Totaal belastingen;2012;142793.0
208;Totaal belastingen;2013 1e kwartaal;35845.0
209;Totaal belastingen;2013 2e kwartaal;39302.0
210;Totaal belastingen;2013 3e kwartaal;34109.0
211;Totaal belastingen;2013 4e kwartaal;36791.0
212;Totaal belastingen;2013;146047.0
213;Totaal belastingen;2014 1e kwartaal;37996.0
214;Totaal belastingen;2014 2e kwartaal;42632.0
215;Totaal belastingen;2014 3e kwartaal;36067.0
216;Totaal belastingen;2014 4e kwartaal;38982.0
217;Totaal belastingen;2014;155677.0
218;Totaal belastingen;2015 1e kwartaal;41190.0
219;Totaal belastingen;2015 2e kwartaal;45520.0
220;Totaal belastingen;2015 3e kwartaal;36152.0
221;Totaal belastingen;2015 4e kwartaal;39346.0
222;Totaal belastingen;2015;162208.0
223;Totaal belastingen;2016 1e kwartaal;43807.0
224;Totaal belastingen;2016 2e kwartaal;46064.0
225;Totaal belastingen;2016 3e kwartaal;39237.0
226;Totaal belastingen;2016 4e kwartaal;41850.0
227;Totaal belastingen;2016;170958.0
228;Totaal belastingen;2017 1e kwartaal;50549.0
229;Totaal belastingen;2017 2e kwartaal;47043.0
230;Totaal belastingen;2017 3e kwartaal;40615.0
231;Totaal belastingen;2017 4e kwartaal;45241.0
232;Totaal belastingen;2017;183448.0
233;Totaal belastingen;2018 1e kwartaal;54668.0
234;Totaal belastingen;2018 2e kwartaal;44945.0
235;Totaal belastingen;2018 3e kwartaal;44501.0
236;Totaal belastingen;2018 4e kwartaal;47154.0
237;Totaal belastingen;2018;191268.0
238;Totaal belastingen;2019 1e kwartaal;61131.0
239;Totaal belastingen;2019 2e kwartaal;47616.0
240;Totaal belastingen;2019 3e kwartaal;46908.0
241;Totaal belastingen;2019 4e kwartaal;50979.0
242;Totaal belastingen;2019;206634.0
243;Totaal belastingen;2020 1e kwartaal;64189.0
244;Totaal belastingen;2020 2e kwartaal;40515.0
245;Totaal belastingen;2020 3e kwartaal;48326.0
246;Totaal belastingen;2020 4e kwartaal;53578.0
247;Totaal belastingen;2020;206608.0
248;Totaal belastingen;2021 1e kwartaal;62352.0
249;Totaal belastingen;2021 2e kwartaal;47400.0
250;Totaal belastingen;2021 3e kwartaal;55425.0
251;Totaal belastingen;2021 4e kwartaal;63299.0
252;Totaal belastingen;2021;228476.0
253;Totaal belastingen;2022 1e kwartaal;68168.0
254;Totaal belastingen;2022 2e kwartaal;57174.0
255;Totaal belastingen;2022 3e kwartaal;56083.0
256;Totaal belastingen;2022 4e kwartaal;68404.0
257;Totaal belastingen;2022;249829.0
258;Totaal belastingen;2023 1e kwartaal;72024.0
259;Totaal belastingen;2023 2e kwartaal;67393.0
260;Totaal belastingen;2023 3e kwartaal;66214.0
261;Totaal belastingen;2023 4e kwartaal;72594.0
262;Totaal belastingen;2023;278225.0
263;Totaal belastingen;2024 1e kwartaal;73962.0
264;Totaal belastingen;2024 2e kwartaal;76536.0
265;Totaal belastingen;2024 3e kwartaal;73954.0
266;Totaal belastingen;2024 4e kwartaal;72815.0
267;Totaal belastingen;2024;297267.0
268;Belasting over toegevoegde waarde (BTW);1995;19832.0
269;Belasting over toegevoegde waarde (BTW);1996;21315.0
270;Belasting over toegevoegde waarde (BTW);1997;22410.0
271;Belasting over toegevoegde waarde (BTW);1998;24147.0
272;Belasting over toegevoegde waarde (BTW);1999 1e kwartaal;6036.0
273;Belasting over toegevoegde waarde (BTW);1999 2e kwartaal;6645.0
274;Belasting over toegevoegde waarde (BTW);1999 3e kwartaal;6388.0
275;Belasting over toegevoegde waarde (BTW);1999 4e kwartaal;7871.0
276;Belasting over toegevoegde waarde (BTW);1999;26940.0
277;Belasting over toegevoegde waarde (BTW);2000 1e kwartaal;5872.0
278;Belasting over toegevoegde waarde (BTW);2000 2e kwartaal;7344.0
279;Belasting over toegevoegde waarde (BTW);2000 3e kwartaal;6557.0
280;Belasting over toegevoegde waarde (BTW);2000 4e kwartaal;8614.0
281;Belasting over toegevoegde waarde (BTW);2000;28387.0
282;Belasting over toegevoegde waarde (BTW);2001 1e kwartaal;7427.0
283;Belasting over toegevoegde waarde (BTW);2001 2e kwartaal;7909.0
284;Belasting over toegevoegde waarde (BTW);2001 3e kwartaal;7325.0
285;Belasting over toegevoegde waarde (BTW);2001 4e kwartaal;9290.0
286;Belasting over toegevoegde waarde (BTW);2001;31951.0
287;Belasting over toegevoegde waarde (BTW);2002 1e kwartaal;7820.0
288;Belasting over toegevoegde waarde (BTW);2002 2e kwartaal;8427.0
289;Belasting over toegevoegde waarde (BTW);2002 3e kwartaal;7657.0
290;Belasting over toegevoegde waarde (BTW);2002 4e kwartaal;9669.0
291;Belasting over toegevoegde waarde (BTW);2002;33573.0
292;Belasting over toegevoegde waarde (BTW);2003 1e kwartaal;8214.0
293;Belasting over toegevoegde waarde (BTW);2003 2e kwartaal;8394.0
294;Belasting over toegevoegde waarde (BTW);2003 3e kwartaal;8200.0
295;Belasting over toegevoegde waarde (BTW);2003 4e kwartaal;9974.0
296;Belasting over toegevoegde waarde (BTW);2003;34782.0
297;Belasting over toegevoegde waarde (BTW);2004 1e kwartaal;7885.0
298;Belasting over toegevoegde waarde (BTW);2004 2e kwartaal;9175.0
299;Belasting over toegevoegde waarde (BTW);2004 3e kwartaal;8337.0
300;Belasting over toegevoegde waarde (BTW);2004 4e kwartaal;10190.0
301;Belasting over toegevoegde waarde (BTW);2004;35587.0
302;Belasting over toegevoegde waarde (BTW);2005 1e kwartaal;7921.0
303;Belasting over toegevoegde waarde (BTW);2005 2e kwartaal;9050.0
304;Belasting over toegevoegde waarde (BTW);2005 3e kwartaal;9096.0
305;Belasting over toegevoegde waarde (BTW);2005 4e kwartaal;10883.0
306;Belasting over toegevoegde waarde (BTW);2005;36950.0
307;Belasting over toegevoegde waarde (BTW);2006 1e kwartaal;8377.0
308;Belasting over toegevoegde waarde (BTW);2006 2e kwartaal;9926.0
309;Belasting over toegevoegde waarde (BTW);2006 3e kwartaal;9973.0
310;Belasting over toegevoegde waarde (BTW);2006 4e kwartaal;11612.0
311;Belasting over toegevoegde waarde (BTW);2006;39888.0
312;Belasting over toegevoegde waarde (BTW);2007 1e kwartaal;10155.0
313;Belasting over toegevoegde waarde (BTW);2007 2e kwartaal;10227.0
314;Belasting over toegevoegde waarde (BTW);2007 3e kwartaal;9551.0
315;Belasting over toegevoegde waarde (BTW);2007 4e kwartaal;12019.0
316;Belasting over toegevoegde waarde (BTW);2007;41952.0
317;Belasting over toegevoegde waarde (BTW);2008 1e kwartaal;9758.0
318;Belasting over toegevoegde waarde (BTW);2008 2e kwartaal;11566.0
319;Belasting over toegevoegde waarde (BTW);2008 3e kwartaal;10454.0
320;Belasting over toegevoegde waarde (BTW);2008 4e kwartaal;11530.0
321;Belasting over toegevoegde waarde (BTW);2008;43308.0
322;Belasting over toegevoegde waarde (BTW);2009 1e kwartaal;9716.0
323;Belasting over toegevoegde waarde (BTW);2009 2e kwartaal;10751.0
324;Belasting over toegevoegde waarde (BTW);2009 3e kwartaal;10199.0
325;Belasting over toegevoegde waarde (BTW);2009 4e kwartaal;10601.0
326;Belasting over toegevoegde waarde (BTW);2009;41267.0
327;Belasting over toegevoegde waarde (BTW);2010 1e kwartaal;9925.0
328;Belasting over toegevoegde waarde (BTW);2010 2e kwartaal;10876.0
329;Belasting over toegevoegde waarde (BTW);2010 3e kwartaal;9937.0
330;Belasting over toegevoegde waarde (BTW);2010 4e kwartaal;11102.0
331;Belasting over toegevoegde waarde (BTW);2010;41840.0
332;Belasting over toegevoegde waarde (BTW);2011 1e kwartaal;10050.0
333;Belasting over toegevoegde waarde (BTW);2011 2e kwartaal;10431.0
334;Belasting over toegevoegde waarde (BTW);2011 3e kwartaal;10606.0
335;Belasting over toegevoegde waarde (BTW);2011 4e kwartaal;10813.0
336;Belasting over toegevoegde waarde (BTW);2011;41900.0
337;Belasting over toegevoegde waarde (BTW);2012 1e kwartaal;9841.0
338;Belasting over toegevoegde waarde (BTW);2012 2e kwartaal;10525.0
339;Belasting over toegevoegde waarde (BTW);2012 3e kwartaal;10356.0
340;Belasting over toegevoegde waarde (BTW);2012 4e kwartaal;11055.0
341;Belasting over toegevoegde waarde (BTW);2012;41777.0
342;Belasting over toegevoegde waarde (BTW);2013 1e kwartaal;10076.0
343;Belasting over toegevoegde waarde (BTW);2013 2e kwartaal;10991.0
344;Belasting over toegevoegde waarde (BTW);2013 3e kwartaal;10574.0
345;Belasting over toegevoegde waarde (BTW);2013 4e kwartaal;10767.0
346;Belasting over toegevoegde waarde (BTW);2013;42408.0
347;Belasting over toegevoegde waarde (BTW);2014 1e kwartaal;10583.0
348;Belasting over toegevoegde waarde (BTW);2014 2e kwartaal;11607.0
349;Belasting over toegevoegde waarde (BTW);2014 3e kwartaal;10227.0
350;Belasting over toegevoegde waarde (BTW);2014 4e kwartaal;10534.0
351;Belasting over toegevoegde waarde (BTW);2014;42951.0
352;Belasting over toegevoegde waarde (BTW);2015 1e kwartaal;10999.0
353;Belasting over toegevoegde waarde (BTW);2015 2e kwartaal;11417.0
354;Belasting over toegevoegde waarde (BTW);2015 3e kwartaal;10831.0
355;Belasting over toegevoegde waarde (BTW);2015 4e kwartaal;11478.0
356;Belasting over toegevoegde waarde (BTW);2015;44725.0
357;Belasting over toegevoegde waarde (BTW);2016 1e kwartaal;11815.0
358;Belasting over toegevoegde waarde (BTW);2016 2e kwartaal;12139.0
359;Belasting over toegevoegde waarde (BTW);2016 3e kwartaal;11541.0
360;Belasting over toegevoegde waarde (BTW);2016 4e kwartaal;12303.0
361;Belasting over toegevoegde waarde (BTW);2016;47798.0
362;Belasting over toegevoegde waarde (BTW);2017 1e kwartaal;12346.0
363;Belasting over toegevoegde waarde (BTW);2017 2e kwartaal;12686.0
364;Belasting over toegevoegde waarde (BTW);2017 3e kwartaal;11986.0
365;Belasting over toegevoegde waarde (BTW);2017 4e kwartaal;12773.0
366;Belasting over toegevoegde waarde (BTW);2017;49791.0
367;Belasting over toegevoegde waarde (BTW);2018 1e kwartaal;13019.0
368;Belasting over toegevoegde waarde (BTW);2018 2e kwartaal;13374.0
369;Belasting over toegevoegde waarde (BTW);2018 3e kwartaal;12737.0
370;Belasting over toegevoegde waarde (BTW);2018 4e kwartaal;13518.0
371;Belasting over toegevoegde waarde (BTW);2018;52648.0
372;Belasting over toegevoegde waarde (BTW);2019 1e kwartaal;14332.0
373;Belasting over toegevoegde waarde (BTW);2019 2e kwartaal;14915.0
374;Belasting over toegevoegde waarde (BTW);2019 3e kwartaal;14111.0
375;Belasting over toegevoegde waarde (BTW);2019 4e kwartaal;14757.0
376;Belasting over toegevoegde waarde (BTW);2019;58115.0
377;Belasting over toegevoegde waarde (BTW);2020 1e kwartaal;14951.0
378;Belasting over toegevoegde waarde (BTW);2020 2e kwartaal;14414.0
379;Belasting over toegevoegde waarde (BTW);2020 3e kwartaal;14792.0
380;Belasting over toegevoegde waarde (BTW);2020 4e kwartaal;14814.0
381;Belasting over toegevoegde waarde (BTW);2020;58971.0
382;Belasting over toegevoegde waarde (BTW);2021 1e kwartaal;15206.0
383;Belasting over toegevoegde waarde (BTW);2021 2e kwartaal;16756.0
384;Belasting over toegevoegde waarde (BTW);2021 3e kwartaal;16338.0
385;Belasting over toegevoegde waarde (BTW);2021 4e kwartaal;17100.0
386;Belasting over toegevoegde waarde (BTW);2021;65400.0
387;Belasting over toegevoegde waarde (BTW);2022 1e kwartaal;16940.0
388;Belasting over toegevoegde waarde (BTW);2022 2e kwartaal;18406.0
389;Belasting over toegevoegde waarde (BTW);2022 3e kwartaal;17180.0
390;Belasting over toegevoegde waarde (BTW);2022 4e kwartaal;17932.0
391;Belasting over toegevoegde waarde (BTW);2022;70458.0
392;Belasting over toegevoegde waarde (BTW);2023 1e kwartaal;18903.0
393;Belasting over toegevoegde waarde (BTW);2023 2e kwartaal;19660.0
394;Belasting over toegevoegde waarde (BTW);2023 3e kwartaal;18469.0
395;Belasting over toegevoegde waarde (BTW);2023 4e kwartaal;18888.0
396;Belasting over toegevoegde waarde (BTW);2023;75920.0
397;Belasting over toegevoegde waarde (BTW);2024 1e kwartaal;19342.0
398;Belasting over toegevoegde waarde (BTW);2024 2e kwartaal;20345.0
399;Belasting over toegevoegde waarde (BTW);2024 3e kwartaal;18924.0
400;Belasting over toegevoegde waarde (BTW);2024 4e kwartaal;19920.0
401;Belasting over toegevoegde waarde (BTW);2024;78531.0
402;Inkomstenbelasting;1995;2939.0
403;Inkomstenbelasting;1996;2505.0
404;Inkomstenbelasting;1997;2206.0
405;Inkomstenbelasting;1998;1276.0
406;Inkomstenbelasting;1999 1e kwartaal;
407;Inkomstenbelasting;1999 2e kwartaal;
408;Inkomstenbelasting;1999 3e kwartaal;
409;Inkomstenbelasting;1999 4e kwartaal;
410;Inkomstenbelasting;1999;-1184.0
411;Inkomstenbelasting;2000 1e kwartaal;
412;Inkomstenbelasting;2000 2e kwartaal;
413;Inkomstenbelasting;2000 3e kwartaal;
414;Inkomstenbelasting;2000 4e kwartaal;
415;Inkomstenbelasting;2000;-880.0
416;Inkomstenbelasting;2001 1e kwartaal;
417;Inkomstenbelasting;2001 2e kwartaal;
418;Inkomstenbelasting;2001 3e kwartaal;
419;Inkomstenbelasting;2001 4e kwartaal;
420;Inkomstenbelasting;2001;-2888.0
421;Inkomstenbelasting;2002 1e kwartaal;
422;Inkomstenbelasting;2002 2e kwartaal;
423;Inkomstenbelasting;2002 3e kwartaal;
424;Inkomstenbelasting;2002 4e kwartaal;
425;Inkomstenbelasting;2002;-193.0
426;Inkomstenbelasting;2003 1e kwartaal;
427;Inkomstenbelasting;2003 2e kwartaal;
428;Inkomstenbelasting;2003 3e kwartaal;
429;Inkomstenbelasting;2003 4e kwartaal;
430;Inkomstenbelasting;2003;-881.0
431;Inkomstenbelasting;2004 1e kwartaal;
432;Inkomstenbelasting;2004 2e kwartaal;
433;Inkomstenbelasting;2004 3e kwartaal;
434;Inkomstenbelasting;2004 4e kwartaal;
435;Inkomstenbelasting;2004;771.0
436;Inkomstenbelasting;2005 1e kwartaal;
437;Inkomstenbelasting;2005 2e kwartaal;
438;Inkomstenbelasting;2005 3e kwartaal;
439;Inkomstenbelasting;2005 4e kwartaal;
440;Inkomstenbelasting;2005;3.0
441;Inkomstenbelasting;2006 1e kwartaal;
442;Inkomstenbelasting;2006 2e kwartaal;
443;Inkomstenbelasting;2006 3e kwartaal;
444;Inkomstenbelasting;2006 4e kwartaal;
445;Inkomstenbelasting;2006;-471.0
446;Inkomstenbelasting;2007 1e kwartaal;
447;Inkomstenbelasting;2007 2e kwartaal;
448;Inkomstenbelasting;2007 3e kwartaal;
449;Inkomstenbelasting;2007 4e kwartaal;
450;Inkomstenbelasting;2007;460.0
451;Inkomstenbelasting;2008 1e kwartaal;-265.0
452;Inkomstenbelasting;2008 2e kwartaal;-1542.0
453;Inkomstenbelasting;2008 3e kwartaal;3953.0
454;Inkomstenbelasting;2008 4e kwartaal;-6.0
455;Inkomstenbelasting;2008;2140.0
456;Inkomstenbelasting;2009 1e kwartaal;-42.0
