ID;BelastingenEnWettelijkePremies;Perioden;OntvangenBelastingenEnWettPremies_1
4330;Heffing depositogarantiestelsel;2006 4e kwartaal;
4331;Heffing depositogarantiestelsel;2006;0.0
4332;Heffing depositogarantiestelsel;2007 1e kwartaal;
4333;Heffing depositogarantiestelsel;2007 2e kwartaal;
4334;Heffing depositogarantiestelsel;2007 3e kwartaal;
4335;Heffing depositogarantiestelsel;2007 4e kwartaal;
4336;Heffing depositogarantiestelsel;2007;0.0
4337;Heffing depositogarantiestelsel;2008 1e kwartaal;0.0
4338;Heffing depositogarantiestelsel;2008 2e kwartaal;0.0
4339;Heffing depositogarantiestelsel;2008 3e kwartaal;0.0
4340;Heffing depositogarantiestelsel;2008 4e kwartaal;0.0
4341;Heffing depositogarantiestelsel;2008;0.0
4342;Heffing depositogarantiestelsel;2009 1e kwartaal;0.0
4343;Heffing depositogarantiestelsel;2009 2e kwartaal;0.0
4344;Heffing depositogarantiestelsel;2009 3e kwartaal;0.0
4345;Heffing depositogarantiestelsel;2009 4e kwartaal;0.0
4346;Heffing depositogarantiestelsel;2009;0.0
4347;Heffing depositogarantiestelsel;2010 1e kwartaal;0.0
4348;Heffing depositogarantiestelsel;2010 2e kwartaal;0.0
4349;Heffing depositogarantiestelsel;2010 3e kwartaal;0.0
4350;Heffing depositogarantiestelsel;2010 4e kwartaal;0.0
4351;Heffing depositogarantiestelsel;2010;0.0
4352;Heffing depositogarantiestelsel;2011 1e kwartaal;0.0
4353;Heffing depositogarantiestelsel;2011 2e kwartaal;0.0
4354;Heffing depositogarantiestelsel;2011 3e kwartaal;0.0
4355;Heffing depositogarantiestelsel;2011 4e kwartaal;0.0
4356;Heffing depositogarantiestelsel;2011;0.0
4357;Heffing depositogarantiestelsel;2012 1e kwartaal;0.0
4358;Heffing depositogarantiestelsel;2012 2e kwartaal;0.0
4359;Heffing depositogarantiestelsel;2012 3e kwartaal;0.0
4360;Heffing depositogarantiestelsel;2012 4e kwartaal;0.0
4361;Heffing depositogarantiestelsel;2012;0.0
4362;Heffing depositogarantiestelsel;2013 1e kwartaal;0.0
4363;Heffing depositogarantiestelsel;2013 2e kwartaal;0.0
4364;Heffing depositogarantiestelsel;2013 3e kwartaal;0.0
4365;Heffing depositogarantiestelsel;2013 4e kwartaal;0.0
4366;Heffing depositogarantiestelsel;2013;0.0
4367;Heffing depositogarantiestelsel;2014 1e kwartaal;0.0
4368;Heffing depositogarantiestelsel;2014 2e kwartaal;0.0
4369;Heffing depositogarantiestelsel;2014 3e kwartaal;0.0
4370;Heffing depositogarantiestelsel;2014 4e kwartaal;0.0
4371;Heffing depositogarantiestelsel;2014;0.0
4372;Heffing depositogarantiestelsel;2015 1e kwartaal;0.0
4373;Heffing depositogarantiestelsel;2015 2e kwartaal;0.0
4374;Heffing depositogarantiestelsel;2015 3e kwartaal;0.0
4375;Heffing depositogarantiestelsel;2015 4e kwartaal;0.0
4376;Heffing depositogarantiestelsel;2015;0.0
4377;Heffing depositogarantiestelsel;2016 1e kwartaal;108.0
4378;Heffing depositogarantiestelsel;2016 2e kwartaal;110.0
4379;Heffing depositogarantiestelsel;2016 3e kwartaal;119.0
4380;Heffing depositogarantiestelsel;2016 4e kwartaal;111.0
4381;Heffing depositogarantiestelsel;2016;448.0
4382;Heffing depositogarantiestelsel;2017 1e kwartaal;112.0
4383;Heffing depositogarantiestelsel;2017 2e kwartaal;118.0
4384;Heffing depositogarantiestelsel;2017 3e kwartaal;125.0
4385;Heffing depositogarantiestelsel;2017 4e kwartaal;115.0
4386;Heffing depositogarantiestelsel;2017;470.0
4387;Heffing depositogarantiestelsel;2018 1e kwartaal;116.0
4388;Heffing depositogarantiestelsel;2018 2e kwartaal;116.0
4389;Heffing depositogarantiestelsel;2018 3e kwartaal;144.0
4390;Heffing depositogarantiestelsel;2018 4e kwartaal;116.0
4391;Heffing depositogarantiestelsel;2018;492.0
4392;Heffing depositogarantiestelsel;2019 1e kwartaal;131.0
4393;Heffing depositogarantiestelsel;2019 2e kwartaal;141.0
4394;Heffing depositogarantiestelsel;2019 3e kwartaal;171.0
4395;Heffing depositogarantiestelsel;2019 4e kwartaal;123.0
4396;Heffing depositogarantiestelsel;2019;566.0
4397;Heffing depositogarantiestelsel;2020 1e kwartaal;130.0
4398;Heffing depositogarantiestelsel;2020 2e kwartaal;136.0
4399;Heffing depositogarantiestelsel;2020 3e kwartaal;263.0
4400;Heffing depositogarantiestelsel;2020 4e kwartaal;119.0
4401;Heffing depositogarantiestelsel;2020;648.0
4402;Heffing depositogarantiestelsel;2021 1e kwartaal;190.0
4403;Heffing depositogarantiestelsel;2021 2e kwartaal;183.0
4404;Heffing depositogarantiestelsel;2021 3e kwartaal;246.0
4405;Heffing depositogarantiestelsel;2021 4e kwartaal;139.0
4406;Heffing depositogarantiestelsel;2021;758.0
4407;Heffing depositogarantiestelsel;2022 1e kwartaal;146.0
4408;Heffing depositogarantiestelsel;2022 2e kwartaal;140.0
4409;Heffing depositogarantiestelsel;2022 3e kwartaal;136.0
4410;Heffing depositogarantiestelsel;2022 4e kwartaal;132.0
4411;Heffing depositogarantiestelsel;2022;554.0
4412;Heffing depositogarantiestelsel;2023 1e kwartaal;137.0
4413;Heffing depositogarantiestelsel;2023 2e kwartaal;133.0
4414;Heffing depositogarantiestelsel;2023 3e kwartaal;158.0
4415;Heffing depositogarantiestelsel;2023 4e kwartaal;141.0
4416;Heffing depositogarantiestelsel;2023;569.0
4417;Heffing depositogarantiestelsel;2024 1e kwartaal;143.0
4418;Heffing depositogarantiestelsel;2024 2e kwartaal;63.0
4419;Heffing depositogarantiestelsel;2024 3e kwartaal;84.0
4420;Heffing depositogarantiestelsel;2024 4e kwartaal;2.0
4421;Heffing depositogarantiestelsel;2024;292.0
4422;Heffing Kamer van Koophandel;1995;123.0
4423;Heffing Kamer van Koophandel;1996;124.0
4424;Heffing Kamer van Koophandel;1997;123.0
4425;Heffing Kamer van Koophandel;1998;124.0
4426;Heffing Kamer van Koophandel;1999 1e kwartaal;
4427;Heffing Kamer van Koophandel;1999 2e kwartaal;
4428;Heffing Kamer van Koophandel;1999 3e kwartaal;
4429;Heffing Kamer van Koophandel;1999 4e kwartaal;
4430;Heffing Kamer van Koophandel;1999;117.0
4431;Heffing Kamer van Koophandel;2000 1e kwartaal;
4432;Heffing Kamer van Koophandel;2000 2e kwartaal;
4433;Heffing Kamer van Koophandel;2000 3e kwartaal;
4434;Heffing Kamer van Koophandel;2000 4e kwartaal;
4435;Heffing Kamer van Koophandel;2000;120.0
4436;Heffing Kamer van Koophandel;2001 1e kwartaal;
4437;Heffing Kamer van Koophandel;2001 2e kwartaal;
4438;Heffing Kamer van Koophandel;2001 3e kwartaal;
4439;Heffing Kamer van Koophandel;2001 4e kwartaal;
4440;Heffing Kamer van Koophandel;2001;123.0
4441;Heffing Kamer van Koophandel;2002 1e kwartaal;
4442;Heffing Kamer van Koophandel;2002 2e kwartaal;
4443;Heffing Kamer van Koophandel;2002 3e kwartaal;
4444;Heffing Kamer van Koophandel;2002 4e kwartaal;
4445;Heffing Kamer van Koophandel;2002;129.0
4446;Heffing Kamer van Koophandel;2003 1e kwartaal;
4447;Heffing Kamer van Koophandel;2003 2e kwartaal;
4448;Heffing Kamer van Koophandel;2003 3e kwartaal;
4449;Heffing Kamer van Koophandel;2003 4e kwartaal;
4450;Heffing Kamer van Koophandel;2003;136.0
4451;Heffing Kamer van Koophandel;2004 1e kwartaal;
4452;Heffing Kamer van Koophandel;2004 2e kwartaal;
4453;Heffing Kamer van Koophandel;2004 3e kwartaal;
4454;Heffing Kamer van Koophandel;2004 4e kwartaal;
4455;Heffing Kamer van Koophandel;2004;139.0
4456;Heffing Kamer van Koophandel;2005 1e kwartaal;
4457;Heffing Kamer van Koophandel;2005 2e kwartaal;
4458;Heffing Kamer van Koophandel;2005 3e kwartaal;
4459;Heffing Kamer van Koophandel;2005 4e kwartaal;
4460;Heffing Kamer van Koophandel;2005;135.0
4461;Heffing Kamer van Koophandel;2006 1e kwartaal;
4462;Heffing Kamer van Koophandel;2006 2e kwartaal;
4463;Heffing Kamer van Koophandel;2006 3e kwartaal;
4464;Heffing Kamer van Koophandel;2006 4e kwartaal;
4465;Heffing Kamer van Koophandel;2006;136.0
4466;Heffing Kamer van Koophandel;2007 1e kwartaal;
4467;Heffing Kamer van Koophandel;2007 2e kwartaal;
4468;Heffing Kamer van Koophandel;2007 3e kwartaal;
4469;Heffing Kamer van Koophandel;2007 4e kwartaal;
4470;Heffing Kamer van Koophandel;2007;136.0
4471;Heffing Kamer van Koophandel;2008 1e kwartaal;33.0
4472;Heffing Kamer van Koophandel;2008 2e kwartaal;33.0
4473;Heffing Kamer van Koophandel;2008 3e kwartaal;34.0
4474;Heffing Kamer van Koophandel;2008 4e kwartaal;35.0
4475;Heffing Kamer van Koophandel;2008;135.0
4476;Heffing Kamer van Koophandel;2009 1e kwartaal;37.0
4477;Heffing Kamer van Koophandel;2009 2e kwartaal;37.0
4478;Heffing Kamer van Koophandel;2009 3e kwartaal;36.0
4479;Heffing Kamer van Koophandel;2009 4e kwartaal;36.0
4480;Heffing Kamer van Koophandel;2009;146.0
4481;Heffing Kamer van Koophandel;2010 1e kwartaal;40.0
4482;Heffing Kamer van Koophandel;2010 2e kwartaal;39.0
4483;Heffing Kamer van Koophandel;2010 3e kwartaal;39.0
4484;Heffing Kamer van Koophandel;2010 4e kwartaal;39.0
4485;Heffing Kamer van Koophandel;2010;157.0
4486;Heffing Kamer van Koophandel;2011 1e kwartaal;40.0
4487;Heffing Kamer van Koophandel;2011 2e kwartaal;41.0
4488;Heffing Kamer van Koophandel;2011 3e kwartaal;41.0
4489;Heffing Kamer van Koophandel;2011 4e kwartaal;41.0
4490;Heffing Kamer van Koophandel;2011;163.0
4491;Heffing Kamer van Koophandel;2012 1e kwartaal;39.0
4492;Heffing Kamer van Koophandel;2012 2e kwartaal;35.0
4493;Heffing Kamer van Koophandel;2012 3e kwartaal;40.0
4494;Heffing Kamer van Koophandel;2012 4e kwartaal;37.0
4495;Heffing Kamer van Koophandel;2012;151.0
4496;Heffing Kamer van Koophandel;2013 1e kwartaal;0.0
4497;Heffing Kamer van Koophandel;2013 2e kwartaal;0.0
4498;Heffing Kamer van Koophandel;2013 3e kwartaal;0.0
4499;Heffing Kamer van Koophandel;2013 4e kwartaal;0.0
4500;Heffing Kamer van Koophandel;2013;0.0
4501;Heffing Kamer van Koophandel;2014 1e kwartaal;0.0
4502;Heffing Kamer van Koophandel;2014 2e kwartaal;0.0
4503;Heffing Kamer van Koophandel;2014 3e kwartaal;0.0
4504;Heffing Kamer van Koophandel;2014 4e kwartaal;0.0
4505;Heffing Kamer van Koophandel;2014;0.0
4506;Heffing Kamer van Koophandel;2015 1e kwartaal;0.0
4507;Heffing Kamer van Koophandel;2015 2e kwartaal;0.0
4508;Heffing Kamer van Koophandel;2015 3e kwartaal;0.0
4509;Heffing Kamer van Koophandel;2015 4e kwartaal;0.0
4510;Heffing Kamer van Koophandel;2015;0.0
4511;Heffing Kamer van Koophandel;2016 1e kwartaal;0.0
4512;Heffing Kamer van Koophandel;2016 2e kwartaal;0.0
4513;Heffing Kamer van Koophandel;2016 3e kwartaal;0.0
4514;Heffing Kamer van Koophandel;2016 4e kwartaal;0.0
4515;Heffing Kamer van Koophandel;2016;0.0
4516;Heffing Kamer van Koophandel;2017 1e kwartaal;0.0
4517;Heffing Kamer van Koophandel;2017 2e kwartaal;0.0
4518;Heffing Kamer van Koophandel;2017 3e kwartaal;0.0
4519;Heffing Kamer van Koophandel;2017 4e kwartaal;0.0
4520;Heffing Kamer van Koophandel;2017;0.0
4521;Heffing Kamer van Koophandel;2018 1e kwartaal;0.0
4522;Heffing Kamer van Koophandel;2018 2e kwartaal;0.0
4523;Heffing Kamer van Koophandel;2018 3e kwartaal;0.0
4524;Heffing Kamer van Koophandel;2018 4e kwartaal;0.0
4525;Heffing Kamer van Koophandel;2018;0.0
4526;Heffing Kamer van Koophandel;2019 1e kwartaal;0.0
4527;Heffing Kamer van Koophandel;2019 2e kwartaal;0.0
4528;Heffing Kamer van Koophandel;2019 3e kwartaal;0.0
4529;Heffing Kamer van Koophandel;2019 4e kwartaal;0.0
4530;Heffing Kamer van Koophandel;2019;0.0
4531;Heffing Kamer van Koophandel;2020 1e kwartaal;0.0
4532;Heffing Kamer van Koophandel;2020 2e kwartaal;0.0
4533;Heffing Kamer van Koophandel;2020 3e kwartaal;0.0
4534;Heffing Kamer van Koophandel;2020 4e kwartaal;0.0
4535;Heffing Kamer van Koophandel;2020;0.0
4536;Heffing Kamer van Koophandel;2021 1e kwartaal;0.0
4537;Heffing Kamer van Koophandel;2021 2e kwartaal;0.0
4538;Heffing Kamer van Koophandel;2021 3e kwartaal;0.0
4539;Heffing Kamer van Koophandel;2021 4e kwartaal;0.0
4540;Heffing Kamer van Koophandel;2021;0.0
4541;Heffing Kamer van Koophandel;2022 1e kwartaal;0.0
4542;Heffing Kamer van Koophandel;2022 2e kwartaal;0.0
4543;Heffing Kamer van Koophandel;2022 3e kwartaal;0.0
4544;Heffing Kamer van Koophandel;2022 4e kwartaal;0.0
4545;Heffing Kamer van Koophandel;2022;0.0
4546;Heffing Kamer van Koophandel;2023 1e kwartaal;0.0
4547;Heffing Kamer van Koophandel;2023 2e kwartaal;0.0
4548;Heffing Kamer van Koophandel;2023 3e kwartaal;0.0
4549;Heffing Kamer van Koophandel;2023 4e kwartaal;0.0
4550;Heffing Kamer van Koophandel;2023;0.0
4551;Heffing Kamer van Koophandel;2024 1e kwartaal;0.0
4552;Heffing Kamer van Koophandel;2024 2e kwartaal;0.0
4553;Heffing Kamer van Koophandel;2024 3e kwartaal;0.0
4554;Heffing Kamer van Koophandel;2024 4e kwartaal;0.0
4555;Heffing Kamer van Koophandel;2024;0.0
4556;Heffing op projectontwikkelaars;1995;270.0
4557;Heffing op projectontwikkelaars;1996;267.0
4558;Heffing op projectontwikkelaars;1997;286.0
4559;Heffing op projectontwikkelaars;1998;266.0
4560;Heffing op projectontwikkelaars;1999 1e kwartaal;
4561;Heffing op projectontwikkelaars;1999 2e kwartaal;
4562;Heffing op projectontwikkelaars;1999 3e kwartaal;
4563;Heffing op projectontwikkelaars;1999 4e kwartaal;
4564;Heffing op projectontwikkelaars;1999;213.0
4565;Heffing op projectontwikkelaars;2000 1e kwartaal;
4566;Heffing op projectontwikkelaars;2000 2e kwartaal;
4567;Heffing op projectontwikkelaars;2000 3e kwartaal;
4568;Heffing op projectontwikkelaars;2000 4e kwartaal;
4569;Heffing op projectontwikkelaars;2000;208.0
4570;Heffing op projectontwikkelaars;2001 1e kwartaal;
4571;Heffing op projectontwikkelaars;2001 2e kwartaal;
4572;Heffing op projectontwikkelaars;2001 3e kwartaal;
4573;Heffing op projectontwikkelaars;2001 4e kwartaal;
4574;Heffing op projectontwikkelaars;2001;200.0
4575;Heffing op projectontwikkelaars;2002 1e kwartaal;
4576;Heffing op projectontwikkelaars;2002 2e kwartaal;
4577;Heffing op projectontwikkelaars;2002 3e kwartaal;
4578;Heffing op projectontwikkelaars;2002 4e kwartaal;
4579;Heffing op projectontwikkelaars;2002;199.0
4580;Heffing op projectontwikkelaars;2003 1e kwartaal;
4581;Heffing op projectontwikkelaars;2003 2e kwartaal;
4582;Heffing op projectontwikkelaars;2003 3e kwartaal;
4583;Heffing op projectontwikkelaars;2003 4e kwartaal;
4584;Heffing op projectontwikkelaars;2003;215.0
4585;Heffing op projectontwikkelaars;2004 1e kwartaal;
4586;Heffing op projectontwikkelaars;2004 2e kwartaal;
4587;Heffing op projectontwikkelaars;2004 3e kwartaal;
4588;Heffing op projectontwikkelaars;2004 4e kwartaal;
4589;Heffing op projectontwikkelaars;2004;211.0
4590;Heffing op projectontwikkelaars;2005 1e kwartaal;
4591;Heffing op projectontwikkelaars;2005 2e kwartaal;
4592;Heffing op projectontwikkelaars;2005 3e kwartaal;
4593;Heffing op projectontwikkelaars;2005 4e kwartaal;
4594;Heffing op projectontwikkelaars;2005;216.0
4595;Heffing op projectontwikkelaars;2006 1e kwartaal;
4596;Heffing op projectontwikkelaars;2006 2e kwartaal;
4597;Heffing op projectontwikkelaars;2006 3e kwartaal;
4598;Heffing op projectontwikkelaars;2006 4e kwartaal;
4599;Heffing op projectontwikkelaars;2006;251.0
4600;Heffing op projectontwikkelaars;2007 1e kwartaal;
4601;Heffing op projectontwikkelaars;2007 2e kwartaal;
4602;Heffing op projectontwikkelaars;2007 3e kwartaal;
4603;Heffing op projectontwikkelaars;2007 4e kwartaal;
4604;Heffing op projectontwikkelaars;2007;238.0
4605;Heffing op projectontwikkelaars;2008 1e kwartaal;70.0
4606;Heffing op projectontwikkelaars;2008 2e kwartaal;70.0
4607;Heffing op projectontwikkelaars;2008 3e kwartaal;70.0
4608;Heffing op projectontwikkelaars;2008 4e kwartaal;71.0
4609;Heffing op projectontwikkelaars;2008;281.0
4610;Heffing op projectontwikkelaars;2009 1e kwartaal;68.0
4611;Heffing op projectontwikkelaars;2009 2e kwartaal;68.0
4612;Heffing op projectontwikkelaars;2009 3e kwartaal;68.0
4613;Heffing op projectontwikkelaars;2009 4e kwartaal;67.0
4614;Heffing op projectontwikkelaars;2009;271.0
4615;Heffing op projectontwikkelaars;2010 1e kwartaal;58.0
4616;Heffing op projectontwikkelaars;2010 2e kwartaal;58.0
4617;Heffing op projectontwikkelaars;2010 3e kwartaal;58.0
4618;Heffing op projectontwikkelaars;2010 4e kwartaal;54.0
4619;Heffing op projectontwikkelaars;2010;228.0
4620;Heffing op projectontwikkelaars;2011 1e kwartaal;56.0
4621;Heffing op projectontwikkelaars;2011 2e kwartaal;56.0
4622;Heffing op projectontwikkelaars;2011 3e kwartaal;56.0
4623;Heffing op projectontwikkelaars;2011 4e kwartaal;55.0
4624;Heffing op projectontwikkelaars;2011;223.0
4625;Heffing op projectontwikkelaars;2012 1e kwartaal;55.0
4626;Heffing op projectontwikkelaars;2012 2e kwartaal;55.0
4627;Heffing op projectontwikkelaars;2012 3e kwartaal;55.0
4628;Heffing op projectontwikkelaars;2012 4e kwartaal;54.0
4629;Heffing op projectontwikkelaars;2012;219.0
4630;Heffing op projectontwikkelaars;2013 1e kwartaal;48.0
4631;Heffing op projectontwikkelaars;2013 2e kwartaal;48.0
4632;Heffing op projectontwikkelaars;2013 3e kwartaal;48.0
4633;Heffing op projectontwikkelaars;2013 4e kwartaal;46.0
4634;Heffing op projectontwikkelaars;2013;190.0
4635;Heffing op projectontwikkelaars;2014 1e kwartaal;38.0
4636;Heffing op projectontwikkelaars;2014 2e kwartaal;38.0
4637;Heffing op projectontwikkelaars;2014 3e kwartaal;38.0
4638;Heffing op projectontwikkelaars;2014 4e kwartaal;36.0
4639;Heffing op projectontwikkelaars;2014;150.0
4640;Heffing op projectontwikkelaars;2015 1e kwartaal;40.0
4641;Heffing op projectontwikkelaars;2015 2e kwartaal;40.0
4642;Heffing op projectontwikkelaars;2015 3e kwartaal;40.0
4643;Heffing op projectontwikkelaars;2015 4e kwartaal;39.0
4644;Heffing op projectontwikkelaars;2015;159.0
4645;Heffing op projectontwikkelaars;2016 1e kwartaal;40.0
4646;Heffing op projectontwikkelaars;2016 2e kwartaal;40.0
4647;Heffing op projectontwikkelaars;2016 3e kwartaal;40.0
4648;Heffing op projectontwikkelaars;2016 4e kwartaal;38.0
4649;Heffing op projectontwikkelaars;2016;158.0
4650;Heffing op projectontwikkelaars;2017 1e kwartaal;42.0
4651;Heffing op projectontwikkelaars;2017 2e kwartaal;42.0
4652;Heffing op projectontwikkelaars;2017 3e kwartaal;42.0
4653;Heffing op projectontwikkelaars;2017 4e kwartaal;39.0
4654;Heffing op projectontwikkelaars;2017;165.0
4655;Heffing op projectontwikkelaars;2018 1e kwartaal;39.0
4656;Heffing op projectontwikkelaars;2018 2e kwartaal;39.0
4657;Heffing op projectontwikkelaars;2018 3e kwartaal;39.0
4658;Heffing op projectontwikkelaars;2018 4e kwartaal;40.0
4659;Heffing op projectontwikkelaars;2018;157.0
4660;Heffing op projectontwikkelaars;2019 1e kwartaal;45.0
4661;Heffing op projectontwikkelaars;2019 2e kwartaal;45.0
4662;Heffing op projectontwikkelaars;2019 3e kwartaal;45.0
4663;Heffing op projectontwikkelaars;2019 4e kwartaal;45.0
4664;Heffing op projectontwikkelaars;2019;180.0
4665;Heffing op projectontwikkelaars;2020 1e kwartaal;51.0
4666;Heffing op projectontwikkelaars;2020 2e kwartaal;51.0
4667;Heffing op projectontwikkelaars;2020 3e kwartaal;51.0
4668;Heffing op projectontwikkelaars;2020 4e kwartaal;50.0
4669;Heffing op projectontwikkelaars;2020;203.0
4670;Heffing op projectontwikkelaars;2021 1e kwartaal;51.0
4671;Heffing op projectontwikkelaars;2021 2e kwartaal;51.0
4672;Heffing op projectontwikkelaars;2021 3e kwartaal;51.0
4673;Heffing op projectontwikkelaars;2021 4e kwartaal;50.0
4674;Heffing op projectontwikkelaars;2021;203.0
4675;Heffing op projectontwikkelaars;2022 1e kwartaal;44.0
4676;Heffing op projectontwikkelaars;2022 2e kwartaal;44.0
4677;Heffing op projectontwikkelaars;2022 3e kwartaal;44.0
4678;Heffing op projectontwikkelaars;2022 4e kwartaal;43.0
4679;Heffing op projectontwikkelaars;2022;175.0
4680;Heffing op projectontwikkelaars;2023 1e kwartaal;32.0
4681;Heffing op projectontwikkelaars;2023 2e kwartaal;33.0
4682;Heffing op projectontwikkelaars;2023 3e kwartaal;33.0
4683;Heffing op projectontwikkelaars;2023 4e kwartaal;33.0
4684;Heffing op projectontwikkelaars;2023;131.0
4685;Heffing op projectontwikkelaars;2024 1e kwartaal;10.0
4686;Heffing op projectontwikkelaars;2024 2e kwartaal;9.0
4687;Heffing op projectontwikkelaars;2024 3e kwartaal;12.0
4688;Heffing op projectontwikkelaars;2024 4e kwartaal;34.0
4689;Heffing op projectontwikkelaars;2024;65.0
4690;Heffingen op waterverontreiniging;1995;870.0
4691;Heffingen op waterverontreiniging;1996;899.0
4692;Heffingen op waterverontreiniging;1997;927.0
4693;Heffingen op waterverontreiniging;1998;931.0
4694;Heffingen op waterverontreiniging;1999 1e kwartaal;
4695;Heffingen op waterverontreiniging;1999 2e kwartaal;
4696;Heffingen op waterverontreiniging;1999 3e kwartaal;
4697;Heffingen op waterverontreiniging;1999 4e kwartaal;
4698;Heffingen op waterverontreiniging;1999;962.0
4699;Heffingen op waterverontreiniging;2000 1e kwartaal;
4700;Heffingen op waterverontreiniging;2000 2e kwartaal;
4701;Heffingen op waterverontreiniging;2000 3e kwartaal;
4702;Heffingen op waterverontreiniging;2000 4e kwartaal;
4703;Heffingen op waterverontreiniging;2000;1003.0
4704;Heffingen op waterverontreiniging;2001 1e kwartaal;
4705;Heffingen op waterverontreiniging;2001 2e kwartaal;
4706;Heffingen op waterverontreiniging;2001 3e kwartaal;
4707;Heffingen op waterverontreiniging;2001 4e kwartaal;
4708;Heffingen op waterverontreiniging;2001;1035.0
4709;Heffingen op waterverontreiniging;2002 1e kwartaal;
4710;Heffingen op waterverontreiniging;2002 2e kwartaal;
4711;Heffingen op waterverontreiniging;2002 3e kwartaal;
4712;Heffingen op waterverontreiniging;2002 4e kwartaal;
4713;Heffingen op waterverontreiniging;2002;1079.0
4714;Heffingen op waterverontreiniging;2003 1e kwartaal;
4715;Heffingen op waterverontreiniging;2003 2e kwartaal;
4716;Heffingen op waterverontreiniging;2003 3e kwartaal;
4717;Heffingen op waterverontreiniging;2003 4e kwartaal;
4718;Heffingen op waterverontreiniging;2003;1129.0
4719;Heffingen op waterverontreiniging;2004 1e kwartaal;
4720;Heffingen op waterverontreiniging;2004 2e kwartaal;
4721;Heffingen op waterverontreiniging;2004 3e kwartaal;
4722;Heffingen op waterverontreiniging;2004 4e kwartaal;
4723;Heffingen op waterverontreiniging;2004;1173.0
4724;Heffingen op waterverontreiniging;2005 1e kwartaal;
4725;Heffingen op waterverontreiniging;2005 2e kwartaal;
4726;Heffingen op waterverontreiniging;2005 3e kwartaal;
4727;Heffingen op waterverontreiniging;2005 4e kwartaal;
4728;Heffingen op waterverontreiniging;2005;1197.0
4729;Heffingen op waterverontreiniging;2006 1e kwartaal;
4730;Heffingen op waterverontreiniging;2006 2e kwartaal;
4731;Heffingen op waterverontreiniging;2006 3e kwartaal;
4732;Heffingen op waterverontreiniging;2006 4e kwartaal;
4733;Heffingen op waterverontreiniging;2006;1212.0
4734;Heffingen op waterverontreiniging;2007 1e kwartaal;
4735;Heffingen op waterverontreiniging;2007 2e kwartaal;
4736;Heffingen op waterverontreiniging;2007 3e kwartaal;
4737;Heffingen op waterverontreiniging;2007 4e kwartaal;
4738;Heffingen op waterverontreiniging;2007;1220.0
4739;Heffingen op waterverontreiniging;2008 1e kwartaal;319.0
4740;Heffingen op waterverontreiniging;2008 2e kwartaal;320.0
4741;Heffingen op waterverontreiniging;2008 3e kwartaal;345.0
4742;Heffingen op waterverontreiniging;2008 4e kwartaal;267.0
4743;Heffingen op waterverontreiniging;2008;1251.0
4744;Heffingen op waterverontreiniging;2009 1e kwartaal;272.0
4745;Heffingen op waterverontreiniging;2009 2e kwartaal;271.0
4746;Heffingen op waterverontreiniging;2009 3e kwartaal;272.0
4747;Heffingen op waterverontreiniging;2009 4e kwartaal;273.0
4748;Heffingen op waterverontreiniging;2009;1088.0
4749;Heffingen op waterverontreiniging;2010 1e kwartaal;284.0
4750;Heffingen op waterverontreiniging;2010 2e kwartaal;282.0
4751;Heffingen op waterverontreiniging;2010 3e kwartaal;280.0
4752;Heffingen op waterverontreiniging;2010 4e kwartaal;281.0
4753;Heffingen op waterverontreiniging;2010;1127.0
4754;Heffingen op waterverontreiniging;2011 1e kwartaal;286.0
4755;Heffingen op waterverontreiniging;2011 2e kwartaal;288.0
4756;Heffingen op waterverontreiniging;2011 3e kwartaal;295.0
4757;Heffingen op waterverontreiniging;2011 4e kwartaal;281.0
4758;Heffingen op waterverontreiniging;2011;1150.0
4759;Heffingen op waterverontreiniging;2012 1e kwartaal;300.0
4760;Heffingen op waterverontreiniging;2012 2e kwartaal;299.0
4761;Heffingen op waterverontreiniging;2012 3e kwartaal;282.0
4762;Heffingen op waterverontreiniging;2012 4e kwartaal;280.0
4763;Heffingen op waterverontreiniging;2012;1161.0
4764;Heffingen op waterverontreiniging;2013 1e kwartaal;301.0
4765;Heffingen op waterverontreiniging;2013 2e kwartaal;301.0
4766;Heffingen op waterverontreiniging;2013 3e kwartaal;301.0
4767;Heffingen op waterverontreiniging;2013 4e kwartaal;279.0
4768;Heffingen op waterverontreiniging;2013;1182.0
4769;Heffingen op waterverontreiniging;2014 1e kwartaal;302.0
4770;Heffingen op waterverontreiniging;2014 2e kwartaal;302.0
4771;Heffingen op waterverontreiniging;2014 3e kwartaal;300.0
4772;Heffingen op waterverontreiniging;2014 4e kwartaal;294.0
4773;Heffingen op waterverontreiniging;2014;1198.0
4774;Heffingen op waterverontreiniging;2015 1e kwartaal;302.0
4775;Heffingen op waterverontreiniging;2015 2e kwartaal;302.0
4776;Heffingen op waterverontreiniging;2015 3e kwartaal;303.0
4777;Heffingen op waterverontreiniging;2015 4e kwartaal;305.0
4778;Heffingen op waterverontreiniging;2015;1212.0
4779;Heffingen op waterverontreiniging;2016 1e kwartaal;312.0
4780;Heffingen op waterverontreiniging;2016 2e kwartaal;311.0
4781;Heffingen op waterverontreiniging;2016 3e kwartaal;309.0
4782;Heffingen op waterverontreiniging;2016 4e kwartaal;312.0
4783;Heffingen op waterverontreiniging;2016;1244.0
4784;Heffingen op waterverontreiniging;2017 1e kwartaal;315.0
4785;Heffingen op waterverontreiniging;2017 2e kwartaal;313.0
4786;Heffingen op waterverontreiniging;2017 3e kwartaal;315.0
