ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;Levendgeborenen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
13;Prognose;2028;17753992.0;3759397.0;9932905.0;4061690.0;21.2;55.9;22.9;78.7;37.8;40.9;195100.0;1.75;167288.0;83.75;82.1;85.4;21.25;20.01;22.45;184606.0;170179.0;14427.0
14;Prognose;2029;17796232.0;3767643.0;9879570.0;4149019.0;21.2;55.5;23.3;80.1;38.1;42.0;195306.0;1.75;169319.0;83.93;82.27;85.58;21.37;20.13;22.58;184629.0;169846.0;14783.0
15;Prognose;2030;17837004.0;3776337.0;9823529.0;4237136.0;21.2;55.1;23.8;81.6;38.4;43.1;195306.0;1.75;171334.0;84.1;82.43;85.77;21.5;20.25;22.72;184696.0;169744.0;14952.0
16;Prognose;2031;17875926.0;3785918.0;9772278.0;4317730.0;21.2;54.7;24.2;82.9;38.7;44.2;195092.0;1.75;173378.0;84.28;82.6;85.95;21.63;20.37;22.87;184760.0;169575.0;15185.0
17;Prognose;2032;17912824.0;3800075.0;9721023.0;4391727.0;21.2;54.3;24.5;84.3;39.1;45.2;194656.0;1.75;175476.0;84.45;82.76;86.14;21.77;20.49;23.01;184809.0;169336.0;15473.0
18;Prognose;2033;17947478.0;3818039.0;9668011.0;4461428.0;21.3;53.9;24.9;85.6;39.5;46.1;193984.0;1.75;177656.0;84.62;82.93;86.32;21.89;20.62;23.15;184835.0;169086.0;15749.0
19;Prognose;2034;17979556.0;3839660.0;9609831.0;4530064.0;21.4;53.4;25.2;87.1;40.0;47.1;193080.0;1.75;179885.0;84.79;83.09;86.49;22.02;20.73;23.28;184906.0;168817.0;16089.0
20;Prognose;2035;18008838.0;3857085.0;9545841.0;4605913.0;21.4;53.0;25.6;88.7;40.4;48.3;191974.0;1.75;182128.0;84.96;83.25;86.66;22.14;20.85;23.41;184940.0;168551.0;16389.0
21;Prognose;2036;18035074.0;3876885.0;9485162.0;4673027.0;21.5;52.6;25.9;90.1;40.9;49.3;190733.0;1.75;184330.0;85.12;83.4;86.83;22.27;20.97;23.54;185005.0;168308.0;16697.0
22;Prognose;2037;18058174.0;3892898.0;9437896.0;4727379.0;21.6;52.3;26.2;91.3;41.2;50.1;189422.0;1.75;186454.0;85.28;83.56;86.99;22.39;21.09;23.67;185078.0;168196.0;16882.0
23;Prognose;2038;18078024.0;3904609.0;9405156.0;4768258.0;21.6;52.0;26.4;92.2;41.5;50.7;188110.0;1.75;188442.0;85.44;83.72;87.16;22.51;21.21;23.79;185109.0;168178.0;16931.0
24;Prognose;2039;18094624.0;3912356.0;9392227.0;4790040.0;21.6;51.9;26.5;92.7;41.7;51.0;186847.0;1.75;190273.0;85.6;83.87;87.32;22.63;21.32;23.92;185185.0;168214.0;16971.0
25;Prognose;2040;18108168.0;3915901.0;9389749.0;4802518.0;21.6;51.9;26.5;92.9;41.7;51.1;185673.0;1.75;191922.0;85.76;84.02;87.48;22.75;21.44;24.04;185273.0;168272.0;17001.0
26;Prognose;2041;18118920.0;3916327.0;9397790.0;4804803.0;21.6;51.9;26.5;92.8;41.7;51.1;184620.0;1.75;193422.0;85.92;84.18;87.64;22.87;21.56;24.17;185309.0;168369.0;16940.0
27;Prognose;2042;18127056.0;3913899.0;9409141.0;4804017.0;21.6;51.9;26.5;92.7;41.6;51.1;183725.0;1.75;194764.0;86.07;84.33;87.8;22.99;21.67;24.29;185374.0;168488.0;16886.0
28;Prognose;2043;18132904.0;3908784.0;9424619.0;4799503.0;21.6;52.0;26.5;92.4;41.5;50.9;183028.0;1.75;195946.0;86.22;84.48;87.95;23.11;21.79;24.41;185432.0;168650.0;16782.0
29;Prognose;2044;18136768.0;3901365.0;9439432.0;4795972.0;21.5;52.0;26.4;92.1;41.3;50.8;182569.0;1.75;196961.0;86.38;84.62;88.11;23.23;21.9;24.53;185504.0;168804.0;16700.0
30;Prognose;2045;18139076.0;3892107.0;9456546.0;4790423.0;21.5;52.1;26.4;91.8;41.2;50.7;182384.0;1.75;197941.0;86.53;84.77;88.26;23.34;22.01;24.65;185592.0;168959.0;16633.0
31;Prognose;2046;18140152.0;3881693.0;9469096.0;4789363.0;21.4;52.2;26.4;91.6;41.0;50.6;182491.0;1.75;198704.0;86.67;84.92;88.4;23.46;22.12;24.77;185698.0;169126.0;16572.0
32;Prognose;2047;18140512.0;3870695.0;9485049.0;4784768.0;21.3;52.3;26.4;91.3;40.8;50.4;182882.0;1.75;199377.0;86.82;85.06;88.55;23.58;22.24;24.89;185745.0;169291.0;16454.0
33;Prognose;2048;18140472.0;3859597.0;9506372.0;4774501.0;21.3;52.4;26.3;90.8;40.6;50.2;183529.0;1.75;200038.0;86.97;85.21;88.7;23.69;22.35;25.0;185850.0;169463.0;16387.0
34;Prognose;2049;18140348.0;3848818.0;9529255.0;4762275.0;21.2;52.5;26.3;90.4;40.4;50.0;184381.0;1.75;200697.0;87.11;85.35;88.84;23.81;22.46;25.12;185949.0;169638.0;16311.0
35;Prognose;2050;18140344.0;3838725.0;9547959.0;4753659.0;21.2;52.6;26.2;90.0;40.2;49.8;185378.0;1.75;201332.0;87.25;85.49;88.98;23.92;22.57;25.23;186034.0;169833.0;16201.0
36;Prognose;2051;18140590.0;3829639.0;9563610.0;4747341.0;21.1;52.7;26.2;89.7;40.0;49.6;186461.0;1.75;201916.0;87.39;85.63;89.12;24.03;22.68;25.34;186125.0;170029.0;16096.0
37;Prognose;2052;18141232.0;3821856.0;9574288.0;4745088.0;21.1;52.8;26.2;89.5;39.9;49.6;187575.0;1.75;202383.0;87.53;85.77;89.26;24.14;22.79;25.45;186176.0;170219.0;15957.0
38;Prognose;2053;18142380.0;3815630.0;9583238.0;4743513.0;21.0;52.8;26.1;89.3;39.8;49.5;188677.0;1.75;202715.0;87.67;85.91;89.4;24.25;22.89;25.56;186245.0;170410.0;15835.0
39;Prognose;2054;18144180.0;3811178.0;9591920.0;4741080.0;21.0;52.9;26.1;89.2;39.7;49.4;189725.0;1.75;202873.0;87.81;86.04;89.53;24.36;23.0;25.67;186313.0;170591.0;15722.0
40;Prognose;2055;18146752.0;3808641.0;9597501.0;4740611.0;21.0;52.9;26.1;89.1;39.7;49.4;190688.0;1.75;202827.0;87.95;86.18;89.67;24.46;23.11;25.78;186386.0;170765.0;15621.0
41;Prognose;2056;18150234.0;3808129.0;9594836.0;4747269.0;21.0;52.9;26.2;89.2;39.7;49.5;191538.0;1.75;202548.0;88.08;86.31;89.8;24.57;23.21;25.89;186435.0;170932.0;15503.0
42;Prognose;2057;18154728.0;3809665.0;9590773.0;4754289.0;21.0;52.8;26.2;89.3;39.7;49.6;192258.0;1.75;202021.0;88.21;86.45;89.93;24.68;23.32;25.99;186458.0;171083.0;15375.0
43;Prognose;2058;18160340.0;3813180.0;9587392.0;4759768.0;21.0;52.8;26.2;89.4;39.8;49.6;192835.0;1.75;201244.0;88.34;86.58;90.06;24.78;23.42;26.1;186505.0;171224.0;15281.0
44;Prognose;2059;18167212.0;3818523.0;9583821.0;4764868.0;21.0;52.8;26.2;89.6;39.8;49.7;193262.0;1.75;200202.0;88.47;86.71;90.18;24.89;23.53;26.2;186519.0;171349.0;15170.0
45;Prognose;2060;18175442.0;3825490.0;9577785.0;4772166.0;21.0;52.7;26.3;89.8;39.9;49.8;;1.75;;88.6;86.84;90.31;24.99;23.63;26.3;;;
46;Ondergrens 95%-prognose-interval;2015;;;;;;;;;;;162498.0;1.57;135811.0;80.63;78.89;82.27;18.84;17.46;20.09;160953.0;132143.0;11515.0
47;Ondergrens 95%-prognose-interval;2016;16929630.0;3802481.0;10044336.0;3075459.0;22.4;59.3;18.1;68.3;37.8;30.5;162296.0;1.55;133322.0;80.5;78.76;82.17;18.78;17.41;20.02;190443.0;131758.0;36329.0
48;Ondergrens 95%-prognose-interval;2017;16995238.0;3791316.0;10042352.0;3138577.0;22.3;59.0;18.4;68.7;37.6;31.0;163288.0;1.55;131580.0;80.46;78.71;82.14;18.74;17.38;19.99;178639.0;132192.0;19441.0
49;Ondergrens 95%-prognose-interval;2018;17047158.0;3775481.0;10030127.0;3203426.0;22.1;58.8;18.6;69.1;37.4;31.5;163699.0;1.54;130639.0;80.45;78.7;82.15;18.73;17.38;19.97;146210.0;133637.0;-13593.0
50;Ondergrens 95%-prognose-interval;2019;17061498.0;3743797.0;10005459.0;3265308.0;21.9;58.5;18.9;69.4;37.1;32.0;164393.0;1.53;129952.0;80.48;78.73;82.17;18.73;17.4;19.96;131387.0;134021.0;-31005.0
51;Ondergrens 95%-prognose-interval;2020;17067438.0;3710086.0;9965728.0;3326097.0;21.6;58.2;19.2;69.7;36.8;32.5;164788.0;1.53;129438.0;80.53;78.79;82.21;18.76;17.43;19.97;127848.0;133030.0;-34613.0
52;Ondergrens 95%-prognose-interval;2021;17070998.0;3670463.0;9933124.0;3384114.0;21.3;57.9;19.4;70.0;36.4;33.1;164973.0;1.52;128806.0;80.57;78.85;82.25;18.78;17.48;19.99;124524.0;132398.0;-36828.0
53;Ondergrens 95%-prognose-interval;2022;17076344.0;3632596.0;9899377.0;3448121.0;21.1;57.6;19.7;70.4;36.1;33.6;165433.0;1.51;129151.0;80.6;78.89;82.27;18.78;17.51;19.96;121866.0;132084.0;-40395.0
54;Ondergrens 95%-prognose-interval;2023;17083684.0;3599433.0;9860602.0;3515156.0;20.9;57.3;19.9;70.9;35.9;34.2;165186.0;1.5;129947.0;80.63;78.94;82.29;18.78;17.54;19.94;119866.0;131550.0;-42543.0
55;Ondergrens 95%-prognose-interval;2024;17064790.0;3558474.0;9804670.0;3577282.0;20.7;56.9;20.2;71.4;35.6;34.8;165432.0;1.5;131251.0;80.67;79.0;82.32;18.78;17.57;19.94;119133.0;131373.0;-44077.0
56;Ondergrens 95%-prognose-interval;2025;17070864.0;3530465.0;9741764.0;3645245.0;20.5;56.5;20.5;72.1;35.5;35.5;164995.0;1.49;132500.0;80.71;79.05;82.35;18.8;17.6;19.94;118379.0;131193.0;-45438.0
57;Ondergrens 95%-prognose-interval;2026;17068828.0;3509963.0;9666281.0;3704694.0;20.3;56.0;20.9;73.1;35.5;36.2;164226.0;1.49;133674.0;80.76;79.11;82.4;18.81;17.63;19.94;117867.0;130506.0;-47387.0
58;Ondergrens 95%-prognose-interval;2027;17057800.0;3489536.0;9590646.0;3771153.0;20.2;55.5;21.2;74.0;35.5;37.2;163087.0;1.48;134460.0;80.82;79.16;82.45;18.84;17.67;19.97;117211.0;130067.0;-48017.0
59;Ondergrens 95%-prognose-interval;2028;17040268.0;3480724.0;9512949.0;3834616.0;20.1;55.0;21.6;75.1;35.5;38.0;161969.0;1.47;135930.0;80.87;79.22;82.52;18.88;17.7;20.01;117329.0;129927.0;-49616.0
60;Ondergrens 95%-prognose-interval;2029;17019350.0;3461400.0;9451001.0;3892962.0;20.0;54.5;21.9;76.2;35.5;38.8;160612.0;1.46;137539.0;80.95;79.29;82.6;18.91;17.74;20.05;118275.0;129391.0;-49838.0
61;Ondergrens 95%-prognose-interval;2030;17033082.0;3442750.0;9382120.0;3948155.0;19.8;54.0;22.2;77.1;35.4;39.5;159583.0;1.45;139370.0;81.02;79.35;82.69;18.96;17.78;20.1;119102.0;129110.0;-49923.0
62;Ondergrens 95%-prognose-interval;2031;17019448.0;3425388.0;9327109.0;4005041.0;19.7;53.5;22.5;77.9;35.5;40.3;158838.0;1.44;141277.0;81.11;79.43;82.78;19.01;17.82;20.17;119793.0;129354.0;-49016.0
63;Ondergrens 95%-prognose-interval;2032;17012000.0;3405860.0;9268726.0;4057670.0;19.6;53.0;22.7;78.9;35.5;41.0;158382.0;1.43;142776.0;81.19;79.5;82.88;19.07;17.86;20.23;119610.0;129426.0;-49030.0
64;Ondergrens 95%-prognose-interval;2033;17001750.0;3396362.0;9187578.0;4098175.0;19.6;52.6;22.8;79.7;35.6;41.7;156588.0;1.42;145100.0;81.27;79.58;82.97;19.11;17.92;20.29;120246.0;129186.0;-48465.0
65;Ondergrens 95%-prognose-interval;2034;16994534.0;3388987.0;9108566.0;4130220.0;19.5;52.0;23.1;80.7;35.7;42.3;154932.0;1.41;146820.0;81.35;79.65;83.05;19.16;17.95;20.34;120935.0;129090.0;-48458.0
66;Ondergrens 95%-prognose-interval;2035;16964176.0;3379110.0;9028880.0;4191271.0;19.4;51.5;23.3;81.8;35.9;43.1;153124.0;1.4;148552.0;81.43;79.72;83.13;19.21;18.0;20.39;121576.0;129153.0;-48418.0
67;Ondergrens 95%-prognose-interval;2036;16957808.0;3368237.0;8937260.0;4229815.0;19.4;51.0;23.6;82.7;36.1;43.7;151553.0;1.4;148918.0;81.51;79.79;83.22;19.26;18.05;20.45;121732.0;128813.0;-49621.0
68;Ondergrens 95%-prognose-interval;2037;16931024.0;3359473.0;8879546.0;4260405.0;19.4;50.6;23.7;83.4;36.2;44.2;149249.0;1.39;149540.0;81.59;79.87;83.3;19.31;18.1;20.5;120652.0;128247.0;-50196.0
69;Ondergrens 95%-prognose-interval;2038;16942218.0;3343434.0;8833034.0;4281904.0;19.4;50.3;23.7;83.9;36.2;44.6;146392.0;1.38;151256.0;81.67;79.95;83.39;19.36;18.15;20.55;120170.0;128381.0;-50997.0
70;Ondergrens 95%-prognose-interval;2039;16912512.0;3329985.0;8800747.0;4287139.0;19.2;50.1;23.8;84.2;36.0;44.6;144078.0;1.37;153700.0;81.75;80.02;83.47;19.41;18.19;20.61;119452.0;128455.0;-51595.0
71;Ondergrens 95%-prognose-interval;2040;16840198.0;3311020.0;8782216.0;4268370.0;19.1;50.0;23.7;84.3;36.0;44.4;142306.0;1.37;155751.0;81.84;80.1;83.56;19.46;18.24;20.66;119791.0;128150.0;-51720.0
72;Ondergrens 95%-prognose-interval;2041;16799076.0;3289484.0;8774864.0;4244622.0;19.0;49.9;23.7;84.0;35.8;44.4;140957.0;1.36;156723.0;81.92;80.18;83.64;19.51;18.3;20.72;119055.0;127864.0;-51102.0
73;Ondergrens 95%-prognose-interval;2042;16789408.0;3267518.0;8761400.0;4221566.0;18.9;49.9;23.6;83.7;35.5;44.2;139312.0;1.35;157783.0;82.0;80.26;83.73;19.56;18.34;20.77;119033.0;128143.0;-50898.0
74;Ondergrens 95%-prognose-interval;2043;16731214.0;3250972.0;8747640.0;4191561.0;18.8;49.9;23.4;83.3;35.2;43.9;138108.0;1.34;158801.0;82.08;80.34;83.81;19.62;18.4;20.82;118619.0;127488.0;-50879.0
75;Ondergrens 95%-prognose-interval;2044;16705350.0;3226602.0;8748471.0;4156793.0;18.7;49.9;23.3;82.9;35.0;43.6;136697.0;1.34;159897.0;82.17;80.41;83.9;19.67;18.44;20.87;118236.0;127027.0;-50907.0
76;Ondergrens 95%-prognose-interval;2045;16653369.0;3182839.0;8760567.0;4126698.0;18.5;50.0;23.3;82.7;34.7;43.3;135694.0;1.33;160594.0;82.25;80.49;83.98;19.71;18.49;20.92;116858.0;126622.0;-50785.0
77;Ondergrens 95%-prognose-interval;2046;16577404.0;3159888.0;8763670.0;4096942.0;18.4;50.1;23.2;82.2;34.4;43.1;134824.0;1.32;161076.0;82.32;80.57;84.05;19.77;18.53;20.98;116875.0;125991.0;-50598.0
78;Ondergrens 95%-prognose-interval;2047;16568132.0;3137161.0;8765599.0;4081708.0;18.2;50.1;23.1;81.8;34.0;42.8;134406.0;1.32;161374.0;82.4;80.64;84.13;19.83;18.59;21.03;116869.0;125818.0;-50811.0
79;Ondergrens 95%-prognose-interval;2048;16537082.0;3109952.0;8771531.0;4057412.0;18.1;50.2;23.0;81.2;33.8;42.4;133925.0;1.31;161833.0;82.48;80.72;84.21;19.87;18.64;21.07;117522.0;126280.0;-51166.0
80;Ondergrens 95%-prognose-interval;2049;16471220.0;3083610.0;8768430.0;4032871.0;18.0;50.3;22.8;80.5;33.7;42.1;133201.0;1.3;162224.0;82.56;80.8;84.29;19.93;18.69;21.13;117005.0;126585.0;-51981.0
81;Ondergrens 95%-prognose-interval;2050;16414478.0;3042548.0;8774946.0;4004900.0;17.9;50.4;22.6;79.8;33.5;41.7;132357.0;1.3;162305.0;82.63;80.87;84.36;19.98;18.74;21.18;116804.0;126698.0;-52104.0
82;Ondergrens 95%-prognose-interval;2051;16342655.0;3007379.0;8768815.0;3976537.0;17.7;50.4;22.5;79.3;33.0;41.5;132028.0;1.29;162370.0;82.71;80.95;84.44;20.03;18.79;21.22;117499.0;126944.0;-53133.0
83;Ondergrens 95%-prognose-interval;2052;16334360.0;2969875.0;8761165.0;3956462.0;17.6;50.4;22.4;79.1;32.8;41.1;131518.0;1.29;162964.0;82.79;81.03;84.52;20.08;18.84;21.27;118566.0;126256.0;-53774.0
84;Ondergrens 95%-prognose-interval;2053;16305998.0;2945051.0;8761977.0;3927580.0;17.5;50.4;22.3;78.7;32.5;40.8;131021.0;1.28;164045.0;82.87;81.11;84.6;20.12;18.88;21.32;119633.0;125980.0;-53689.0
85;Ondergrens 95%-prognose-interval;2054;16210795.0;2925790.0;8740979.0;3913237.0;17.3;50.4;22.1;78.5;32.2;40.5;130404.0;1.27;165261.0;82.94;81.17;84.66;20.18;18.93;21.37;120247.0;126031.0;-53989.0
86;Ondergrens 95%-prognose-interval;2055;16117811.0;2911213.0;8723991.0;3907876.0;17.2;50.4;22.1;77.9;32.0;40.3;130167.0;1.27;165745.0;83.02;81.25;84.74;20.22;18.98;21.42;120599.0;126362.0;-54862.0
87;Ondergrens 95%-prognose-interval;2056;16048170.0;2879909.0;8690318.0;3906896.0;17.2;50.3;22.0;78.2;31.8;40.4;129682.0;1.26;165959.0;83.09;81.32;84.81;20.27;19.03;21.47;120581.0;128116.0;-54607.0
88;Ondergrens 95%-prognose-interval;2057;16051418.0;2859587.0;8693187.0;3891739.0;17.1;50.2;22.0;78.2;31.7;40.3;129091.0;1.26;165474.0;83.17;81.41;84.89;20.32;19.08;21.51;119425.0;129143.0;-54948.0
89;Ondergrens 95%-prognose-interval;2058;16038896.0;2837760.0;8662151.0;3880348.0;17.1;50.2;22.0;78.2;31.6;40.3;128355.0;1.25;164579.0;83.24;81.48;84.96;20.36;19.12;21.56;119156.0;129678.0;-55582.0
90;Ondergrens 95%-prognose-interval;2059;16023422.0;2813118.0;8640636.0;3870515.0;17.0;50.1;21.9;78.4;31.6;40.2;128351.0;1.24;163300.0;83.31;81.55;85.02;20.41;19.18;21.6;118730.0;129807.0;-55244.0
91;Ondergrens 95%-prognose-interval;2060;15994946.0;2790386.0;8616280.0;3870497.0;17.0;50.0;21.9;78.3;31.4;40.2;;1.24;;83.38;81.62;85.09;20.46;19.22;21.64;;;
92;Bovengrens 95%-prognose-interval;2015;;;;;;;;;;;177854.0;1.73;158528.0;82.17;80.43;83.81;20.5;19.08;21.77;243915.0;167415.0;97095.0
93;Bovengrens 95%-prognose-interval;2016;17025952.0;3828192.0;10110291.0;3095129.0;22.5;59.4;18.2;68.7;37.9;30.8;183779.0;1.77;164121.0;82.68;80.94;84.35;20.82;19.39;22.1;298468.0;178715.0;144724.0
94;Bovengrens 95%-prognose-interval;2017;17192124.0;3846766.0;10181934.0;3182122.0;22.4;59.3;18.6;69.4;38.0;31.5;190546.0;1.81;168431.0;83.12;81.37;84.8;21.1;19.68;22.39;307458.0;188183.0;146789.0
95;Bovengrens 95%-prognose-interval;2018;17357008.0;3865989.0;10246489.0;3274353.0;22.4;59.1;19.1;70.2;38.0;32.4;196882.0;1.84;171487.0;83.53;81.78;85.23;21.37;19.96;22.67;289356.0;196981.0;120594.0
96;Bovengrens 95%-prognose-interval;2019;17511164.0;3875398.0;10305005.0;3366043.0;22.2;59.0;19.5;71.0;37.9;33.3;202917.0;1.87;174642.0;83.92;82.17;85.61;21.63;20.24;22.94;283091.0;203301.0;109841.0
97;Bovengrens 95%-prognose-interval;2020;17634108.0;3886432.0;10352570.0;3459920.0;22.2;58.9;20.0;71.8;38.0;34.3;207520.0;1.89;177676.0;84.29;82.55;85.97;21.9;20.51;23.19;285210.0;206622.0;108312.0
98;Bovengrens 95%-prognose-interval;2021;17775058.0;3894666.0;10404719.0;3552699.0;22.1;58.8;20.5;72.6;37.9;35.2;211549.0;1.92;181120.0;84.65;82.93;86.33;22.16;20.78;23.45;283853.0;210035.0;105877.0
99;Bovengrens 95%-prognose-interval;2022;17902788.0;3903343.0;10442129.0;3645796.0;22.0;58.7;20.9;73.5;38.0;36.3;215465.0;1.93;184440.0;84.96;83.25;86.63;22.38;21.01;23.66;283983.0;212749.0;101389.0
100;Bovengrens 95%-prognose-interval;2023;18022470.0;3915994.0;10473036.0;3748007.0;22.0;58.5;21.5;74.6;38.1;37.4;219390.0;1.96;187694.0;85.25;83.56;86.91;22.6;21.24;23.86;283208.0;214785.0;98516.0
101;Bovengrens 95%-prognose-interval;2024;18153228.0;3929608.0;10502184.0;3853086.0;21.9;58.3;22.0;75.8;38.3;38.5;223050.0;1.98;190272.0;85.53;83.86;87.18;22.8;21.47;24.06;284498.0;217944.0;97188.0
102;Bovengrens 95%-prognose-interval;2025;18278704.0;3958436.0;10500788.0;3957739.0;22.0;58.1;22.5;77.1;38.6;39.7;226410.0;1.99;194450.0;85.81;84.15;87.45;23.0;21.68;24.26;284312.0;221570.0;96420.0
103;Bovengrens 95%-prognose-interval;2026;18416208.0;3994939.0;10495996.0;4069234.0;22.1;57.8;23.0;78.6;39.0;40.9;228500.0;2.01;198714.0;86.08;84.43;87.72;23.21;21.89;24.46;282778.0;224464.0;96352.0
104;Bovengrens 95%-prognose-interval;2027;18513898.0;4034528.0;10495430.0;4181682.0;22.2;57.5;23.5;80.2;39.5;42.2;230240.0;2.02;202603.0;86.36;84.7;87.99;23.42;22.11;24.67;281976.0;226719.0;96219.0
105;Bovengrens 95%-prognose-interval;2028;18622990.0;4075402.0;10495781.0;4287679.0;22.3;57.1;24.0;81.8;40.2;43.5;230877.0;2.03;205179.0;86.63;84.98;88.28;23.62;22.32;24.89;281286.0;227185.0;96536.0
106;Bovengrens 95%-prognose-interval;2029;18726458.0;4114289.0;10485988.0;4396487.0;22.4;56.8;24.6;83.5;40.7;44.9;231884.0;2.04;207882.0;86.91;85.25;88.56;23.83;22.52;25.11;282847.0;226979.0;95749.0
107;Bovengrens 95%-prognose-interval;2030;18847746.0;4151056.0;10456322.0;4510029.0;22.5;56.5;25.1;85.2;41.2;46.3;231834.0;2.05;210564.0;87.18;85.51;88.85;24.04;22.72;25.34;283273.0;227030.0;95737.0
108;Bovengrens 95%-prognose-interval;2031;18935166.0;4195869.0;10429366.0;4615413.0;22.7;56.2;25.7;86.9;41.7;47.7;232412.0;2.06;212520.0;87.45;85.77;89.12;24.25;22.92;25.57;283831.0;226017.0;94947.0
109;Bovengrens 95%-prognose-interval;2032;19024270.0;4239784.0;10400579.0;4709972.0;22.8;55.9;26.2;88.6;42.4;49.0;232924.0;2.07;214406.0;87.71;86.02;89.4;24.47;23.12;25.79;282776.0;224333.0;94858.0
110;Bovengrens 95%-prognose-interval;2033;19129870.0;4299935.0;10378124.0;4797381.0;23.0;55.6;26.6;90.3;43.0;50.2;233848.0;2.08;216174.0;87.97;86.28;89.67;24.67;23.32;26.01;281774.0;224181.0;94340.0
111;Bovengrens 95%-prognose-interval;2034;19226280.0;4340174.0;10314956.0;4895804.0;23.2;55.3;27.0;92.1;43.8;51.4;234646.0;2.09;218372.0;88.23;86.53;89.93;24.88;23.51;26.22;279945.0;223941.0;94659.0
112;Bovengrens 95%-prognose-interval;2035;19306248.0;4386972.0;10286017.0;5001512.0;23.4;55.0;27.5;94.2;44.6;52.9;235279.0;2.1;221984.0;88.49;86.78;90.19;25.07;23.7;26.43;278632.0;223787.0;94473.0
113;Bovengrens 95%-prognose-interval;2036;19374870.0;4440784.0;10247784.0;5086712.0;23.6;54.7;27.9;96.1;45.4;54.1;236015.0;2.1;226129.0;88.73;87.01;90.44;25.28;23.89;26.63;277649.0;224618.0;94486.0
