ID;Bestedingscategorieen;Perioden;JaarmutatieHICP_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieHICP_3;ImpactOpDeJaarmutatieHICP_4
2134;021100 Gedistilleerde dranken;2023 april;2.1;245;0.01;-0.01
2135;021100 Gedistilleerde dranken;2023 mei;6.8;245;0.02;0.0
2136;021100 Gedistilleerde dranken;2023 juni;6.8;245;0.02;0.0
2137;021100 Gedistilleerde dranken;2023 juli;6.0;245;0.02;0.0
2138;021100 Gedistilleerde dranken;2023 augustus;2.3;245;0.01;0.0
2139;021100 Gedistilleerde dranken;2023 september;5.1;245;0.01;0.01
2140;021100 Gedistilleerde dranken;2023 oktober;4.9;245;0.01;0.01
2141;021100 Gedistilleerde dranken;2023 november;3.1;245;0.01;0.0
2142;021100 Gedistilleerde dranken;2023 december;3.8;245;0.01;0.01
2143;021100 Gedistilleerde dranken;2023;4.6;245;0.01;0.0
2144;021100 Gedistilleerde dranken;2024 januari;3.6;262;0.01;0.0
2145;021100 Gedistilleerde dranken;2024 februari;1.4;262;0.0;0.0
2146;021100 Gedistilleerde dranken;2024 maart;4.5;262;0.01;0.0
2147;021100 Gedistilleerde dranken;2024 april;5.4;262;0.01;0.01
2148;021100 Gedistilleerde dranken;2024 mei;5.0;262;0.01;0.01
2149;021100 Gedistilleerde dranken;2024 juni;4.1;262;0.01;0.0
2150;021100 Gedistilleerde dranken;2024 juli;2.1;262;0.01;0.0
2151;021100 Gedistilleerde dranken;2024 augustus;3.1;262;0.01;0.0
2152;021100 Gedistilleerde dranken;2024 september;5.1;262;0.01;0.01
2153;021100 Gedistilleerde dranken;2024 oktober;4.3;262;0.01;0.0
2154;021100 Gedistilleerde dranken;2024 november;3.2;262;0.01;0.0
2155;021100 Gedistilleerde dranken;2024 december;6.9;262;0.02;0.01
2156;021100 Gedistilleerde dranken;2024;4.0;262;0.01;0.0
2157;021100 Gedistilleerde dranken;2025 januari;3.2;189;0.0;0.0
2158;021100 Gedistilleerde dranken;2025 februari;1.1;189;0.0;-0.01
2159;021100 Gedistilleerde dranken;2025 maart;-0.4;189;0.0;-0.01
2160;021200 Wijn;2016 januari;-0.3;773;0.0;0.0
2161;021200 Wijn;2016 februari;0.8;773;0.01;0.0
2162;021200 Wijn;2016 maart;0.3;773;0.0;0.0
2163;021200 Wijn;2016 april;-0.1;773;0.0;0.0
2164;021200 Wijn;2016 mei;0.6;773;0.0;0.01
2165;021200 Wijn;2016 juni;0.4;773;0.0;0.0
2166;021200 Wijn;2016 juli;-0.5;773;0.0;0.0
2167;021200 Wijn;2016 augustus;0.0;773;0.0;0.0
2168;021200 Wijn;2016 september;-0.1;773;0.0;0.0
2169;021200 Wijn;2016 oktober;-0.6;773;0.0;-0.01
2170;021200 Wijn;2016 november;-0.8;773;-0.01;-0.01
2171;021200 Wijn;2016 december;-0.5;773;0.0;-0.01
2172;021200 Wijn;2016;-0.1;773;0.0;0.0
2173;021200 Wijn;2017 januari;-1.0;725;-0.01;-0.02
2174;021200 Wijn;2017 februari;-0.1;725;0.0;-0.01
2175;021200 Wijn;2017 maart;-0.9;725;-0.01;-0.01
2176;021200 Wijn;2017 april;-2.4;725;-0.02;-0.03
2177;021200 Wijn;2017 mei;-1.8;725;-0.01;-0.02
2178;021200 Wijn;2017 juni;-1.2;725;-0.01;-0.02
2179;021200 Wijn;2017 juli;0.9;725;0.01;0.0
2180;021200 Wijn;2017 augustus;0.6;725;0.0;-0.01
2181;021200 Wijn;2017 september;-0.6;725;0.0;-0.02
2182;021200 Wijn;2017 oktober;0.4;725;0.0;-0.01
2183;021200 Wijn;2017 november;-0.1;725;0.0;-0.01
2184;021200 Wijn;2017 december;-0.2;725;0.0;-0.01
2185;021200 Wijn;2017;-0.5;725;0.0;-0.01
2186;021200 Wijn;2018 januari;1.5;699;0.01;0.0
2187;021200 Wijn;2018 februari;1.6;699;0.01;0.0
2188;021200 Wijn;2018 maart;2.2;699;0.02;0.01
2189;021200 Wijn;2018 april;2.8;699;0.02;0.01
2190;021200 Wijn;2018 mei;2.8;699;0.02;0.01
2191;021200 Wijn;2018 juni;2.9;699;0.02;0.01
2192;021200 Wijn;2018 juli;1.8;699;0.01;0.0
2193;021200 Wijn;2018 augustus;1.2;699;0.01;-0.01
2194;021200 Wijn;2018 september;2.6;699;0.02;0.01
2195;021200 Wijn;2018 oktober;2.6;699;0.02;0.01
2196;021200 Wijn;2018 november;3.4;699;0.02;0.01
2197;021200 Wijn;2018 december;2.3;699;0.02;0.0
2198;021200 Wijn;2018;2.3;699;0.02;0.0
2199;021200 Wijn;2019 januari;1.6;731;0.01;0.0
2200;021200 Wijn;2019 februari;0.1;731;0.0;-0.02
2201;021200 Wijn;2019 maart;1.8;731;0.01;-0.01
2202;021200 Wijn;2019 april;1.3;731;0.01;-0.01
2203;021200 Wijn;2019 mei;1.7;731;0.01;-0.01
2204;021200 Wijn;2019 juni;0.0;731;0.0;-0.02
2205;021200 Wijn;2019 juli;0.2;731;0.0;-0.02
2206;021200 Wijn;2019 augustus;1.4;731;0.01;-0.01
2207;021200 Wijn;2019 september;0.6;731;0.0;-0.02
2208;021200 Wijn;2019 oktober;0.8;731;0.01;-0.01
2209;021200 Wijn;2019 november;-0.7;731;0.0;-0.02
2210;021200 Wijn;2019 december;0.4;731;0.0;-0.02
2211;021200 Wijn;2019;0.8;731;0.01;-0.01
2212;021200 Wijn;2020 januari;1.5;735;0.01;0.0
2213;021200 Wijn;2020 februari;1.0;735;0.01;0.0
2214;021200 Wijn;2020 maart;1.4;735;0.01;0.0
2215;021200 Wijn;2020 april;0.8;735;0.01;0.0
2216;021200 Wijn;2020 mei;1.1;735;0.01;0.0
2217;021200 Wijn;2020 juni;2.1;735;0.02;0.0
2218;021200 Wijn;2020 juli;0.4;735;0.0;-0.01
2219;021200 Wijn;2020 augustus;0.8;735;0.01;0.0
2220;021200 Wijn;2020 september;1.2;735;0.01;0.0
2221;021200 Wijn;2020 oktober;0.4;735;0.0;-0.01
2222;021200 Wijn;2020 november;2.6;735;0.02;0.01
2223;021200 Wijn;2020 december;2.3;735;0.02;0.01
2224;021200 Wijn;2020;1.3;735;0.01;0.0
2225;021200 Wijn;2021 januari;0.3;854;0.0;-0.01
2226;021200 Wijn;2021 februari;0.6;854;0.0;-0.01
2227;021200 Wijn;2021 maart;0.4;854;0.0;-0.01
2228;021200 Wijn;2021 april;0.5;854;0.0;-0.01
2229;021200 Wijn;2021 mei;-2.2;854;-0.02;-0.04
2230;021200 Wijn;2021 juni;-1.2;854;-0.01;-0.02
2231;021200 Wijn;2021 juli;0.3;854;0.0;-0.01
2232;021200 Wijn;2021 augustus;0.2;854;0.0;-0.02
2233;021200 Wijn;2021 september;0.5;854;0.0;-0.02
2234;021200 Wijn;2021 oktober;0.8;854;0.01;-0.03
2235;021200 Wijn;2021 november;-0.4;854;0.0;-0.05
2236;021200 Wijn;2021 december;0.3;854;0.0;-0.05
2237;021200 Wijn;2021;0.0;854;0.0;-0.02
2238;021200 Wijn;2022 januari;2.5;815;0.02;-0.04
2239;021200 Wijn;2022 februari;2.8;815;0.02;-0.04
2240;021200 Wijn;2022 maart;1.8;815;0.02;-0.09
2241;021200 Wijn;2022 april;3.3;815;0.03;-0.07
2242;021200 Wijn;2022 mei;6.2;815;0.05;-0.03
2243;021200 Wijn;2022 juni;4.4;815;0.04;-0.05
2244;021200 Wijn;2022 juli;3.4;815;0.03;-0.07
2245;021200 Wijn;2022 augustus;3.8;815;0.03;-0.08
2246;021200 Wijn;2022 september;3.9;815;0.03;-0.11
2247;021200 Wijn;2022 oktober;4.0;815;0.03;-0.11
2248;021200 Wijn;2022 november;4.4;815;0.04;-0.06
2249;021200 Wijn;2022 december;4.6;815;0.04;-0.05
2250;021200 Wijn;2022;3.7;815;0.03;-0.07
2251;021200 Wijn;2023 januari;5.3;677;0.04;-0.03
2252;021200 Wijn;2023 februari;6.1;677;0.05;-0.03
2253;021200 Wijn;2023 maart;7.6;677;0.05;0.02
2254;021200 Wijn;2023 april;7.1;677;0.05;0.01
2255;021200 Wijn;2023 mei;6.1;677;0.04;-0.01
2256;021200 Wijn;2023 juni;6.4;677;0.05;0.0
2257;021200 Wijn;2023 juli;6.5;677;0.05;0.01
2258;021200 Wijn;2023 augustus;5.9;677;0.04;0.02
2259;021200 Wijn;2023 september;5.8;677;0.04;0.04
2260;021200 Wijn;2023 oktober;4.2;677;0.03;0.04
2261;021200 Wijn;2023 november;4.7;677;0.03;0.02
2262;021200 Wijn;2023 december;3.4;677;0.02;0.02
2263;021200 Wijn;2023;5.7;677;0.04;0.01
2264;021200 Wijn;2024 januari;3.4;723;0.02;0.0
2265;021200 Wijn;2024 februari;3.8;723;0.03;0.01
2266;021200 Wijn;2024 maart;1.6;723;0.01;-0.01
2267;021200 Wijn;2024 april;2.8;723;0.02;0.0
2268;021200 Wijn;2024 mei;0.4;723;0.0;-0.02
2269;021200 Wijn;2024 juni;2.4;723;0.02;-0.01
2270;021200 Wijn;2024 juli;1.7;723;0.01;-0.01
2271;021200 Wijn;2024 augustus;1.8;723;0.01;-0.01
2272;021200 Wijn;2024 september;1.3;723;0.01;-0.01
2273;021200 Wijn;2024 oktober;3.0;723;0.02;0.0
2274;021200 Wijn;2024 november;1.6;723;0.01;-0.02
2275;021200 Wijn;2024 december;1.6;723;0.01;-0.02
2276;021200 Wijn;2024;2.1;723;0.02;-0.01
2277;021200 Wijn;2025 januari;1.8;658;0.01;-0.01
2278;021200 Wijn;2025 februari;-0.7;658;-0.01;-0.03
2279;021200 Wijn;2025 maart;1.5;658;0.01;-0.01
2280;021300 Bier;2016 januari;0.2;541;0.0;0.0
2281;021300 Bier;2016 februari;0.0;541;0.0;0.0
2282;021300 Bier;2016 maart;0.2;541;0.0;0.0
2283;021300 Bier;2016 april;2.2;541;0.01;0.01
2284;021300 Bier;2016 mei;1.5;541;0.01;0.01
2285;021300 Bier;2016 juni;0.2;541;0.0;0.0
2286;021300 Bier;2016 juli;-0.5;541;0.0;0.0
2287;021300 Bier;2016 augustus;-0.8;541;0.0;0.0
2288;021300 Bier;2016 september;0.5;541;0.0;0.0
2289;021300 Bier;2016 oktober;1.4;541;0.01;0.01
2290;021300 Bier;2016 november;1.5;541;0.01;0.01
2291;021300 Bier;2016 december;2.0;541;0.01;0.01
2292;021300 Bier;2016;0.7;541;0.0;0.0
2293;021300 Bier;2017 januari;0.9;514;0.0;0.0
2294;021300 Bier;2017 februari;0.5;514;0.0;-0.01
2295;021300 Bier;2017 maart;0.6;514;0.0;0.0
2296;021300 Bier;2017 april;-1.7;514;-0.01;-0.02
2297;021300 Bier;2017 mei;0.9;514;0.01;0.0
2298;021300 Bier;2017 juni;0.0;514;0.0;0.0
2299;021300 Bier;2017 juli;0.7;514;0.0;0.0
2300;021300 Bier;2017 augustus;1.0;514;0.01;0.0
2301;021300 Bier;2017 september;0.8;514;0.0;0.0
2302;021300 Bier;2017 oktober;-0.5;514;0.0;-0.01
2303;021300 Bier;2017 november;-0.3;514;0.0;-0.01
2304;021300 Bier;2017 december;-0.7;514;0.0;-0.01
2305;021300 Bier;2017;0.2;514;0.0;-0.01
2306;021300 Bier;2018 januari;1.3;521;0.01;0.0
2307;021300 Bier;2018 februari;2.6;521;0.01;0.01
2308;021300 Bier;2018 maart;1.2;521;0.01;0.0
2309;021300 Bier;2018 april;4.1;521;0.02;0.02
2310;021300 Bier;2018 mei;1.5;521;0.01;0.0
2311;021300 Bier;2018 juni;0.4;521;0.0;-0.01
2312;021300 Bier;2018 juli;1.3;521;0.01;0.0
2313;021300 Bier;2018 augustus;1.1;521;0.01;0.0
2314;021300 Bier;2018 september;2.5;521;0.01;0.0
2315;021300 Bier;2018 oktober;2.8;521;0.01;0.0
2316;021300 Bier;2018 november;2.4;521;0.01;0.0
2317;021300 Bier;2018 december;0.9;521;0.0;0.0
2318;021300 Bier;2018;1.8;521;0.01;0.0
2319;021300 Bier;2019 januari;0.2;448;0.0;-0.01
2320;021300 Bier;2019 februari;1.7;448;0.01;-0.01
2321;021300 Bier;2019 maart;2.7;448;0.01;0.0
2322;021300 Bier;2019 april;1.3;448;0.0;-0.01
2323;021300 Bier;2019 mei;0.1;448;0.0;-0.01
2324;021300 Bier;2019 juni;1.1;448;0.0;-0.01
2325;021300 Bier;2019 juli;0.9;448;0.0;-0.01
2326;021300 Bier;2019 augustus;1.7;448;0.01;-0.01
2327;021300 Bier;2019 september;-0.9;448;-0.01;-0.02
2328;021300 Bier;2019 oktober;0.3;448;0.0;-0.01
2329;021300 Bier;2019 november;0.8;448;0.0;-0.01
2330;021300 Bier;2019 december;-2.0;448;-0.01;-0.02
2331;021300 Bier;2019;0.7;448;0.0;-0.01
2332;021300 Bier;2020 januari;-1.0;440;0.0;-0.01
2333;021300 Bier;2020 februari;-3.6;440;-0.02;-0.02
2334;021300 Bier;2020 maart;-2.2;440;-0.01;-0.01
2335;021300 Bier;2020 april;-3.7;440;-0.02;-0.02
2336;021300 Bier;2020 mei;-2.7;440;-0.01;-0.02
2337;021300 Bier;2020 juni;-4.2;440;-0.02;-0.03
2338;021300 Bier;2020 juli;-0.7;440;0.0;-0.01
2339;021300 Bier;2020 augustus;0.7;440;0.0;0.0
2340;021300 Bier;2020 september;0.3;440;0.0;0.0
2341;021300 Bier;2020 oktober;-0.4;440;0.0;-0.01
2342;021300 Bier;2020 november;0.0;440;0.0;0.0
2343;021300 Bier;2020 december;1.7;440;0.01;0.0
2344;021300 Bier;2020;-1.3;440;-0.01;-0.01
2345;021300 Bier;2021 januari;-0.3;517;0.0;-0.01
2346;021300 Bier;2021 februari;2.9;517;0.02;0.01
2347;021300 Bier;2021 maart;0.6;517;0.0;0.0
2348;021300 Bier;2021 april;0.5;517;0.0;-0.01
2349;021300 Bier;2021 mei;1.5;517;0.01;0.0
2350;021300 Bier;2021 juni;1.1;517;0.0;-0.01
2351;021300 Bier;2021 juli;7.6;517;0.04;0.03
2352;021300 Bier;2021 augustus;6.9;517;0.04;0.02
2353;021300 Bier;2021 september;7.4;517;0.04;0.02
2354;021300 Bier;2021 oktober;7.2;517;0.04;0.02
2355;021300 Bier;2021 november;7.2;517;0.04;0.01
2356;021300 Bier;2021 december;8.9;517;0.05;0.01
2357;021300 Bier;2021;4.3;517;0.02;0.01
2358;021300 Bier;2022 januari;9.4;523;0.05;0.01
2359;021300 Bier;2022 februari;10.6;523;0.06;0.02
2360;021300 Bier;2022 maart;12.1;523;0.06;0.0
2361;021300 Bier;2022 april;13.2;523;0.07;0.01
2362;021300 Bier;2022 mei;12.8;523;0.07;0.01
2363;021300 Bier;2022 juni;17.9;523;0.09;0.04
2364;021300 Bier;2022 juli;5.6;523;0.03;-0.03
2365;021300 Bier;2022 augustus;5.6;523;0.03;-0.04
2366;021300 Bier;2022 september;8.1;523;0.04;-0.05
2367;021300 Bier;2022 oktober;7.9;523;0.04;-0.05
2368;021300 Bier;2022 november;8.0;523;0.04;-0.02
2369;021300 Bier;2022 december;9.5;523;0.05;-0.01
2370;021300 Bier;2022;10.0;523;0.05;-0.01
2371;021300 Bier;2023 januari;10.0;420;0.05;0.0
2372;021300 Bier;2023 februari;9.9;420;0.05;0.0
2373;021300 Bier;2023 maart;9.2;420;0.04;0.02
2374;021300 Bier;2023 april;9.6;420;0.04;0.02
2375;021300 Bier;2023 mei;9.5;420;0.05;0.01
2376;021300 Bier;2023 juni;7.1;420;0.03;0.0
2377;021300 Bier;2023 juli;8.2;420;0.04;0.01
2378;021300 Bier;2023 augustus;8.0;420;0.04;0.02
2379;021300 Bier;2023 september;7.3;420;0.03;0.03
2380;021300 Bier;2023 oktober;7.1;420;0.03;0.04
2381;021300 Bier;2023 november;5.7;420;0.02;0.02
2382;021300 Bier;2023 december;4.6;420;0.02;0.02
2383;021300 Bier;2023;8.0;420;0.04;0.02
2384;021300 Bier;2024 januari;3.9;449;0.02;0.0
2385;021300 Bier;2024 februari;3.2;449;0.01;0.0
2386;021300 Bier;2024 maart;2.6;449;0.01;0.0
2387;021300 Bier;2024 april;3.5;449;0.02;0.0
2388;021300 Bier;2024 mei;3.6;449;0.02;0.0
2389;021300 Bier;2024 juni;3.5;449;0.02;0.0
2390;021300 Bier;2024 juli;4.0;449;0.02;0.0
2391;021300 Bier;2024 augustus;4.0;449;0.02;0.0
2392;021300 Bier;2024 september;4.5;449;0.02;0.01
2393;021300 Bier;2024 oktober;3.6;449;0.02;0.0
2394;021300 Bier;2024 november;5.2;449;0.02;0.01
2395;021300 Bier;2024 december;4.0;449;0.02;0.0
2396;021300 Bier;2024;3.8;449;0.02;0.0
2397;021300 Bier;2025 januari;5.5;507;0.03;0.01
2398;021300 Bier;2025 februari;3.6;507;0.02;0.0
2399;021300 Bier;2025 maart;5.0;507;0.03;0.01
2400;022000 Tabak;2016 januari;2.4;2178;0.05;0.05
2401;022000 Tabak;2016 februari;2.2;2178;0.05;0.04
2402;022000 Tabak;2016 maart;1.2;2178;0.03;0.02
2403;022000 Tabak;2016 april;1.8;2178;0.04;0.04
2404;022000 Tabak;2016 mei;4.0;2178;0.09;0.09
2405;022000 Tabak;2016 juni;4.6;2178;0.1;0.1
2406;022000 Tabak;2016 juli;3.7;2178;0.08;0.09
2407;022000 Tabak;2016 augustus;3.4;2178;0.07;0.07
2408;022000 Tabak;2016 september;3.9;2178;0.08;0.09
2409;022000 Tabak;2016 oktober;3.9;2178;0.08;0.08
2410;022000 Tabak;2016 november;3.9;2178;0.08;0.08
2411;022000 Tabak;2016 december;3.7;2178;0.08;0.07
2412;022000 Tabak;2016;3.2;2178;0.07;0.07
2413;022000 Tabak;2017 januari;2.5;1815;0.06;0.02
2414;022000 Tabak;2017 februari;2.1;1815;0.05;0.02
2415;022000 Tabak;2017 maart;1.5;1815;0.04;0.03
2416;022000 Tabak;2017 april;1.5;1815;0.03;0.01
2417;022000 Tabak;2017 mei;1.2;1815;0.02;0.01
2418;022000 Tabak;2017 juni;1.0;1815;0.02;0.0
2419;022000 Tabak;2017 juli;1.0;1815;0.02;-0.01
2420;022000 Tabak;2017 augustus;1.5;1815;0.03;0.0
2421;022000 Tabak;2017 september;1.4;1815;0.02;0.0
2422;022000 Tabak;2017 oktober;1.4;1815;0.02;0.0
2423;022000 Tabak;2017 november;1.4;1815;0.02;-0.01
2424;022000 Tabak;2017 december;1.5;1815;0.03;0.01
2425;022000 Tabak;2017;1.5;1815;0.03;0.01
2426;022000 Tabak;2018 januari;2.4;1947;0.04;0.02
2427;022000 Tabak;2018 februari;2.4;1947;0.04;0.02
2428;022000 Tabak;2018 maart;2.5;1947;0.05;0.03
2429;022000 Tabak;2018 april;2.9;1947;0.05;0.03
2430;022000 Tabak;2018 mei;3.9;1947;0.07;0.04
2431;022000 Tabak;2018 juni;4.5;1947;0.09;0.06
2432;022000 Tabak;2018 juli;4.3;1947;0.08;0.05
2433;022000 Tabak;2018 augustus;3.7;1947;0.07;0.04
2434;022000 Tabak;2018 september;3.8;1947;0.07;0.04
2435;022000 Tabak;2018 oktober;3.8;1947;0.07;0.04
2436;022000 Tabak;2018 november;4.1;1947;0.08;0.05
2437;022000 Tabak;2018 december;4.3;1947;0.08;0.05
2438;022000 Tabak;2018;3.6;1947;0.07;0.04
2439;022000 Tabak;2019 januari;4.4;1910;0.09;0.05
2440;022000 Tabak;2019 februari;5.2;1910;0.1;0.05
2441;022000 Tabak;2019 maart;5.5;1910;0.11;0.05
2442;022000 Tabak;2019 april;4.4;1910;0.09;0.03
2443;022000 Tabak;2019 mei;2.4;1910;0.05;0.0
2444;022000 Tabak;2019 juni;1.9;1910;0.04;-0.02
2445;022000 Tabak;2019 juli;1.8;1910;0.03;-0.01
2446;022000 Tabak;2019 augustus;1.8;1910;0.03;-0.02
2447;022000 Tabak;2019 september;1.8;1910;0.03;-0.02
2448;022000 Tabak;2019 oktober;2.0;1910;0.04;-0.01
2449;022000 Tabak;2019 november;1.7;1910;0.03;-0.02
2450;022000 Tabak;2019 december;1.5;1910;0.03;-0.03
2451;022000 Tabak;2019;2.8;1910;0.06;0.0
2452;022000 Tabak;2020 januari;2.5;1870;0.05;0.02
2453;022000 Tabak;2020 februari;3.0;1870;0.06;0.03
2454;022000 Tabak;2020 maart;3.2;1870;0.06;0.04
2455;022000 Tabak;2020 april;4.0;1870;0.08;0.06
2456;022000 Tabak;2020 mei;12.0;1870;0.22;0.21
2457;022000 Tabak;2020 juni;17.9;1870;0.34;0.31
2458;022000 Tabak;2020 juli;18.7;1870;0.35;0.32
2459;022000 Tabak;2020 augustus;18.7;1870;0.35;0.35
2460;022000 Tabak;2020 september;18.7;1870;0.35;0.34
2461;022000 Tabak;2020 oktober;18.4;1870;0.34;0.33
2462;022000 Tabak;2020 november;18.2;1870;0.34;0.33
2463;022000 Tabak;2020 december;18.2;1870;0.34;0.33
2464;022000 Tabak;2020;12.8;1870;0.24;0.22
2465;022000 Tabak;2021 januari;16.9;2022;0.32;0.3
2466;022000 Tabak;2021 februari;16.7;2022;0.32;0.29
2467;022000 Tabak;2021 maart;17.1;2022;0.33;0.3
2468;022000 Tabak;2021 april;16.5;2022;0.31;0.29
2469;022000 Tabak;2021 mei;8.3;2022;0.17;0.13
2470;022000 Tabak;2021 juni;2.9;2022;0.06;0.03
2471;022000 Tabak;2021 juli;2.4;2022;0.05;0.02
2472;022000 Tabak;2021 augustus;2.2;2022;0.04;-0.01
2473;022000 Tabak;2021 september;2.2;2022;0.04;-0.02
2474;022000 Tabak;2021 oktober;2.2;2022;0.04;-0.03
2475;022000 Tabak;2021 november;2.4;2022;0.05;-0.07
2476;022000 Tabak;2021 december;2.4;2022;0.05;-0.08
2477;022000 Tabak;2021;7.3;2022;0.15;0.1
2478;022000 Tabak;2022 januari;2.4;2142;0.05;-0.11
2479;022000 Tabak;2022 februari;1.4;2142;0.03;-0.12
2480;022000 Tabak;2022 maart;0.6;2142;0.01;-0.24
2481;022000 Tabak;2022 april;0.3;2142;0.01;-0.24
2482;022000 Tabak;2022 mei;0.3;2142;0.01;-0.22
2483;022000 Tabak;2022 juni;0.2;2142;0.0;-0.21
2484;022000 Tabak;2022 juli;-0.1;2142;0.0;-0.26
2485;022000 Tabak;2022 augustus;0.1;2142;0.0;-0.3
2486;022000 Tabak;2022 september;0.1;2142;0.0;-0.38
2487;022000 Tabak;2022 oktober;0.3;2142;0.01;-0.36
2488;022000 Tabak;2022 november;0.6;2142;0.01;-0.23
2489;022000 Tabak;2022 december;0.6;2142;0.01;-0.23
2490;022000 Tabak;2022;0.6;2142;0.01;-0.24
2491;022000 Tabak;2023 januari;0.6;1687;0.01;-0.18
2492;022000 Tabak;2023 februari;0.6;1687;0.01;-0.18
2493;022000 Tabak;2023 maart;0.4;1687;0.01;-0.09
2494;022000 Tabak;2023 april;0.4;1687;0.01;-0.11
2495;022000 Tabak;2023 mei;1.5;1687;0.03;-0.11
2496;022000 Tabak;2023 juni;14.7;1687;0.26;0.14
2497;022000 Tabak;2023 juli;16.0;1687;0.28;0.18
2498;022000 Tabak;2023 augustus;18.7;1687;0.32;0.26
2499;022000 Tabak;2023 september;18.8;1687;0.31;0.33
2500;022000 Tabak;2023 oktober;18.8;1687;0.31;0.34
2501;022000 Tabak;2023 november;18.5;1687;0.31;0.29
2502;022000 Tabak;2023 december;18.5;1687;0.31;0.3
2503;022000 Tabak;2023;10.6;1687;0.18;0.1
2504;022000 Tabak;2024 januari;18.6;2012;0.32;0.27
2505;022000 Tabak;2024 februari;18.8;2012;0.32;0.28
2506;022000 Tabak;2024 maart;20.0;2012;0.34;0.29
2507;022000 Tabak;2024 april;20.2;2012;0.34;0.3
2508;022000 Tabak;2024 mei;22.0;2012;0.37;0.33
2509;022000 Tabak;2024 juni;30.9;2012;0.6;0.54
2510;022000 Tabak;2024 juli;38.1;2012;0.74;0.68
2511;022000 Tabak;2024 augustus;35.1;2012;0.69;0.64
2512;022000 Tabak;2024 september;35.1;2012;0.7;0.65
2513;022000 Tabak;2024 oktober;34.4;2012;0.68;0.63
2514;022000 Tabak;2024 november;34.4;2012;0.69;0.63
2515;022000 Tabak;2024 december;34.4;2012;0.69;0.63
2516;022000 Tabak;2024;29.1;2012;0.54;0.49
2517;022000 Tabak;2025 januari;34.5;2749;0.69;0.65
2518;022000 Tabak;2025 februari;34.3;2749;0.68;0.62
2519;022000 Tabak;2025 maart;33.5;2749;0.67;0.61
2520;030000 Kleding en schoenen;2016 januari;1.4;5967;0.07;0.06
2521;030000 Kleding en schoenen;2016 februari;1.2;5967;0.06;0.05
2522;030000 Kleding en schoenen;2016 maart;-0.2;5967;0.0;-0.04
2523;030000 Kleding en schoenen;2016 april;0.1;5967;0.02;0.04
2524;030000 Kleding en schoenen;2016 mei;0.4;5967;0.04;0.06
2525;030000 Kleding en schoenen;2016 juni;-1.5;5967;-0.09;-0.08
2526;030000 Kleding en schoenen;2016 juli;1.0;5967;0.05;0.09
2527;030000 Kleding en schoenen;2016 augustus;2.7;5967;0.15;0.15
2528;030000 Kleding en schoenen;2016 september;-1.1;5967;-0.06;-0.06
2529;030000 Kleding en schoenen;2016 oktober;-0.2;5967;-0.01;-0.03
2530;030000 Kleding en schoenen;2016 november;0.7;5967;0.06;0.03
2531;030000 Kleding en schoenen;2016 december;3.5;5967;0.21;0.17
2532;030000 Kleding en schoenen;2016;0.6;5967;0.04;0.04
2533;030000 Kleding en schoenen;2017 januari;2.6;6140;0.14;0.06
2534;030000 Kleding en schoenen;2017 februari;4.1;6140;0.24;0.15
2535;030000 Kleding en schoenen;2017 maart;-3.5;6140;-0.24;-0.3
2536;030000 Kleding en schoenen;2017 april;-2.9;6140;-0.2;-0.32
2537;030000 Kleding en schoenen;2017 mei;-3.0;6140;-0.2;-0.27
2538;030000 Kleding en schoenen;2017 juni;-2.2;6140;-0.14;-0.21
2539;030000 Kleding en schoenen;2017 juli;-2.3;6140;-0.13;-0.23
2540;030000 Kleding en schoenen;2017 augustus;0.1;6140;0.01;-0.08
2541;030000 Kleding en schoenen;2017 september;-0.9;6140;-0.05;-0.15
2542;030000 Kleding en schoenen;2017 oktober;-2.4;6140;-0.15;-0.25
2543;030000 Kleding en schoenen;2017 november;-1.4;6140;-0.09;-0.21
2544;030000 Kleding en schoenen;2017 december;0.3;6140;0.02;-0.06
2545;030000 Kleding en schoenen;2017;-1.1;6140;-0.07;-0.16
2546;030000 Kleding en schoenen;2018 januari;-0.5;6434;-0.06;-0.16
2547;030000 Kleding en schoenen;2018 februari;-1.7;6434;-0.12;-0.21
2548;030000 Kleding en schoenen;2018 maart;-4.9;6434;-0.31;-0.41
2549;030000 Kleding en schoenen;2018 april;-1.9;6434;-0.1;-0.19
2550;030000 Kleding en schoenen;2018 mei;-1.2;6434;-0.06;-0.2
2551;030000 Kleding en schoenen;2018 juni;0.1;6434;0.01;-0.1
2552;030000 Kleding en schoenen;2018 juli;1.7;6434;0.07;-0.05
2553;030000 Kleding en schoenen;2018 augustus;-2.1;6434;-0.15;-0.28
2554;030000 Kleding en schoenen;2018 september;-3.0;6434;-0.19;-0.31
2555;030000 Kleding en schoenen;2018 oktober;0.1;6434;0.02;-0.11
2556;030000 Kleding en schoenen;2018 november;1.2;6434;0.1;-0.02
2557;030000 Kleding en schoenen;2018 december;3.7;6434;0.24;0.13
2558;030000 Kleding en schoenen;2018;-0.8;6434;-0.05;-0.16
2559;030000 Kleding en schoenen;2019 januari;3.8;7036;0.18;0.06
2560;030000 Kleding en schoenen;2019 februari;4.7;7036;0.27;0.11
2561;030000 Kleding en schoenen;2019 maart;1.9;7036;0.13;-0.07
