ID;Bromfietssoort;AantalVoertuigenInHuishouden;Huishoudkenmerken;Perioden;HuishoudensInBezitVanBromfiets_1;HuishoudensInBezitVanBromfiets_2
24;Snorfiets;Minimaal één voertuig;Type: Paar, totaal;2010;254000;6.1
25;Snorfiets;Minimaal één voertuig;Type: Paar, totaal;2011;281600;6.7
26;Snorfiets;Minimaal één voertuig;Type: Paar, totaal;2012;302100;7.2
27;Snorfiets;Minimaal één voertuig;Type: Paar, totaal;2013;320700;7.6
28;Snorfiets;Minimaal één voertuig;Type: Paar, totaal;2014;336000;8.0
29;Snorfiets;Minimaal één voertuig;Type: Paar, totaal;2015;350500;8.3
30;Snorfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2010;134800;6.7
31;Snorfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2011;155800;7.6
32;Snorfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2012;169000;8.3
33;Snorfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2013;180300;8.8
34;Snorfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2014;189200;9.3
35;Snorfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2015;199400;9.9
36;Snorfiets;Minimaal één voertuig;Type: Paar, zonder kind;2010;119300;5.5
37;Snorfiets;Minimaal één voertuig;Type: Paar, zonder kind;2011;125800;5.9
38;Snorfiets;Minimaal één voertuig;Type: Paar, zonder kind;2012;133100;6.2
39;Snorfiets;Minimaal één voertuig;Type: Paar, zonder kind;2013;140400;6.5
40;Snorfiets;Minimaal één voertuig;Type: Paar, zonder kind;2014;146800;6.8
41;Snorfiets;Minimaal één voertuig;Type: Paar, zonder kind;2015;151000;6.9
42;Snorfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2010;5000;6.2
43;Snorfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2011;3800;6.9
44;Snorfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2012;4400;7.9
45;Snorfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2013;4700;8.6
46;Snorfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2014;4800;8.9
47;Snorfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2015;5500;10.0
48;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2010;67800;2.5
49;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2011;75800;2.8
50;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2012;83600;3.0
51;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2013;90700;3.2
52;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2014;96500;3.4
53;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2015;103600;3.6
54;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2010;129400;5.4
55;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2011;143200;5.9
56;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2012;153100;6.2
57;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2013;161900;6.5
58;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2014;170100;6.8
59;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2015;176000;7.0
60;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2010;66300;7.3
61;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2011;73800;8.2
62;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2012;80900;8.9
63;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2013;86800;9.5
64;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2014;91800;10.0
65;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2015;96900;10.5
66;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2010;62900;6.5
67;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2011;70700;7.3
68;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2012;76500;7.9
69;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2013;81400;8.4
70;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2014;85300;8.9
71;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2015;89900;9.4
72;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2010;27000;6.2
73;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2011;29300;7.0
74;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2012;31100;7.5
75;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2013;32500;7.9
76;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2014;33300;8.3
77;Snorfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2015;35700;8.9
78;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2010;56600;4.1
79;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2011;62300;4.5
80;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2012;66400;4.7
81;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2013;71500;5.0
82;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2014;74200;5.3
83;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2015;78000;5.5
84;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2010;78500;5.4
85;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2011;84300;5.8
86;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2012;88800;6.0
87;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2013;93700;6.3
88;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2014;97500;6.6
89;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2015;101000;6.7
90;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2010;81200;5.5
91;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2011;89100;6.0
92;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2012;95900;6.4
93;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2013;102100;6.8
94;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2014;107800;7.1
95;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2015;112400;7.3
96;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2010;77800;5.2
97;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2011;87400;5.8
98;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2012;95800;6.3
99;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2013;101400;6.7
100;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2014;107700;7.0
101;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2015;113800;7.4
102;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2010;58400;3.9
103;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2011;68600;4.6
104;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2012;77200;5.1
105;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2013;83000;5.4
106;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2014;88200;5.7
107;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2015;94500;6.1
108;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: onbekend;2010;900;1.0
109;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: onbekend;2011;1100;0.9
110;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: onbekend;2012;1100;0.9
111;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: onbekend;2013;1500;1.2
112;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: onbekend;2014;1800;1.4
113;Snorfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: onbekend;2015;2300;1.7
114;Snorfiets;Minimaal één voertuig;Bron: 2 Inkomen uit eigen onderneming;2010;45200;5.5
115;Snorfiets;Minimaal één voertuig;Bron: 2 Inkomen uit eigen onderneming;2011;53600;6.4
116;Snorfiets;Minimaal één voertuig;Bron: 2 Inkomen uit eigen onderneming;2012;61700;7.1
117;Snorfiets;Minimaal één voertuig;Bron: 2 Inkomen uit eigen onderneming;2013;68700;7.7
118;Snorfiets;Minimaal één voertuig;Bron: 2 Inkomen uit eigen onderneming;2014;75400;8.2
119;Snorfiets;Minimaal één voertuig;Bron: 2 Inkomen uit eigen onderneming;2015;78600;8.6
120;Snorfiets;Minimaal één voertuig;Bron: 3 Overdrachtsinkomen;2010;106700;4.2
121;Snorfiets;Minimaal één voertuig;Bron: 3 Overdrachtsinkomen;2011;115500;4.4
122;Snorfiets;Minimaal één voertuig;Bron: 3 Overdrachtsinkomen;2012;120100;4.5
123;Snorfiets;Minimaal één voertuig;Bron: 3 Overdrachtsinkomen;2013;125100;4.6
124;Snorfiets;Minimaal één voertuig;Bron: 3 Overdrachtsinkomen;2014;131200;4.8
125;Snorfiets;Minimaal één voertuig;Bron: 3 Overdrachtsinkomen;2015;137100;4.9
126;Snorfiets;Minimaal één voertuig;Bron: 31 Uitkering inkomensverzekering;2010;90400;4.4
127;Snorfiets;Minimaal één voertuig;Bron: 31 Uitkering inkomensverzekering;2011;96500;4.5
128;Snorfiets;Minimaal één voertuig;Bron: 31 Uitkering inkomensverzekering;2012;99200;4.6
129;Snorfiets;Minimaal één voertuig;Bron: 31 Uitkering inkomensverzekering;2013;103100;4.7
130;Snorfiets;Minimaal één voertuig;Bron: 31 Uitkering inkomensverzekering;2014;107700;4.8
131;Snorfiets;Minimaal één voertuig;Bron: 31 Uitkering inkomensverzekering;2015;110800;4.9
132;Snorfiets;Minimaal één voertuig;Bron: 32 Uitkering sociale voorziening;2010;16000;3.5
133;Snorfiets;Minimaal één voertuig;Bron: 32 Uitkering sociale voorziening;2011;18600;4.0
134;Snorfiets;Minimaal één voertuig;Bron: 32 Uitkering sociale voorziening;2012;20400;4.1
135;Snorfiets;Minimaal één voertuig;Bron: 32 Uitkering sociale voorziening;2013;21500;4.2
136;Snorfiets;Minimaal één voertuig;Bron: 32 Uitkering sociale voorziening;2014;23000;4.6
137;Snorfiets;Minimaal één voertuig;Bron: 32 Uitkering sociale voorziening;2015;25800;4.9
138;Snorfiets;Minimaal één voertuig;Bron: 33 Overig overdrachtsinkomen;2010;400;3.4
139;Snorfiets;Minimaal één voertuig;Bron: 33 Overig overdrachtsinkomen;2011;400;3.8
140;Snorfiets;Minimaal één voertuig;Bron: 33 Overig overdrachtsinkomen;2012;500;4.1
141;Snorfiets;Minimaal één voertuig;Bron: 33 Overig overdrachtsinkomen;2013;500;4.5
142;Snorfiets;Minimaal één voertuig;Bron: 33 Overig overdrachtsinkomen;2014;500;4.5
143;Snorfiets;Minimaal één voertuig;Bron: 33 Overig overdrachtsinkomen;2015;500;4.8
144;Snorfiets;Minimaal één voertuig;Bron: 4 Zonder bekend inkomen;2010;900;1.1
145;Snorfiets;Minimaal één voertuig;Bron: 4 Zonder bekend inkomen;2011;1100;0.9
146;Snorfiets;Minimaal één voertuig;Bron: 4 Zonder bekend inkomen;2012;1100;0.9
147;Snorfiets;Minimaal één voertuig;Bron: 4 Zonder bekend inkomen;2013;1500;1.2
148;Snorfiets;Minimaal één voertuig;Bron: 4 Zonder bekend inkomen;2014;1800;1.4
149;Snorfiets;Minimaal één voertuig;Bron: 4 Zonder bekend inkomen;2015;2300;1.7
150;Snorfiets;Minimaal één voertuig;Bron: 1 Inkomen uit arbeid;2010;200600;5.1
151;Snorfiets;Minimaal één voertuig;Bron: 1 Inkomen uit arbeid;2011;222600;5.7
152;Snorfiets;Minimaal één voertuig;Bron: 1 Inkomen uit arbeid;2012;242300;6.3
153;Snorfiets;Minimaal één voertuig;Bron: 1 Inkomen uit arbeid;2013;258000;6.7
154;Snorfiets;Minimaal één voertuig;Bron: 1 Inkomen uit arbeid;2014;268700;7.0
155;Snorfiets;Minimaal één voertuig;Bron: 1 Inkomen uit arbeid;2015;284000;7.4
156;Snorfiets;Minimaal één voertuig;Stedelijkheid: zeer sterk stedelijk;2010;70800;4.3
157;Snorfiets;Minimaal één voertuig;Stedelijkheid: zeer sterk stedelijk;2011;79700;4.7
158;Snorfiets;Minimaal één voertuig;Stedelijkheid: zeer sterk stedelijk;2012;87400;5.1
159;Snorfiets;Minimaal één voertuig;Stedelijkheid: zeer sterk stedelijk;2013;93800;5.4
160;Snorfiets;Minimaal één voertuig;Stedelijkheid: zeer sterk stedelijk;2014;102000;5.7
161;Snorfiets;Minimaal één voertuig;Stedelijkheid: zeer sterk stedelijk;2015;114700;6.0
162;Snorfiets;Minimaal één voertuig;Stedelijkheid: sterk stedelijk;2010;124300;5.9
163;Snorfiets;Minimaal één voertuig;Stedelijkheid: sterk stedelijk;2011;136400;6.4
164;Snorfiets;Minimaal één voertuig;Stedelijkheid: sterk stedelijk;2012;146300;6.8
165;Snorfiets;Minimaal één voertuig;Stedelijkheid: sterk stedelijk;2013;155000;7.2
166;Snorfiets;Minimaal één voertuig;Stedelijkheid: sterk stedelijk;2014;159000;7.5
167;Snorfiets;Minimaal één voertuig;Stedelijkheid: sterk stedelijk;2015;183200;7.6
168;Snorfiets;Minimaal één voertuig;Stedelijkheid: matig stedelijk;2010;67000;4.9
169;Snorfiets;Minimaal één voertuig;Stedelijkheid: matig stedelijk;2011;75100;5.5
170;Snorfiets;Minimaal één voertuig;Stedelijkheid: matig stedelijk;2012;85400;5.9
171;Snorfiets;Minimaal één voertuig;Stedelijkheid: matig stedelijk;2013;89300;6.2
172;Snorfiets;Minimaal één voertuig;Stedelijkheid: matig stedelijk;2014;97000;6.6
173;Snorfiets;Minimaal één voertuig;Stedelijkheid: matig stedelijk;2015;87600;7.0
174;Snorfiets;Minimaal één voertuig;Stedelijkheid: Weinig stedelijk;2010;63600;4.4
175;Snorfiets;Minimaal één voertuig;Stedelijkheid: Weinig stedelijk;2011;72200;4.7
176;Snorfiets;Minimaal één voertuig;Stedelijkheid: Weinig stedelijk;2012;74400;5.0
177;Snorfiets;Minimaal één voertuig;Stedelijkheid: Weinig stedelijk;2013;82800;5.4
178;Snorfiets;Minimaal één voertuig;Stedelijkheid: Weinig stedelijk;2014;85200;5.6
179;Snorfiets;Minimaal één voertuig;Stedelijkheid: Weinig stedelijk;2015;85700;5.7
180;Snorfiets;Minimaal één voertuig;Stedelijkheid: niet stedelijk;2010;27500;3.6
181;Snorfiets;Minimaal één voertuig;Stedelijkheid: niet stedelijk;2011;29300;4.0
182;Snorfiets;Minimaal één voertuig;Stedelijkheid: niet stedelijk;2012;31600;4.2
183;Snorfiets;Minimaal één voertuig;Stedelijkheid: niet stedelijk;2013;32300;4.5
184;Snorfiets;Minimaal één voertuig;Stedelijkheid: niet stedelijk;2014;33800;4.8
185;Snorfiets;Minimaal één voertuig;Stedelijkheid: niet stedelijk;2015;30800;5.0
186;Snorfiets;Minimaal één voertuig;Stedelijkheid: onbekend;2010;300;2.0
187;Snorfiets;Minimaal één voertuig;Stedelijkheid: onbekend;2011;100;2.3
188;Snorfiets;Minimaal één voertuig;Stedelijkheid: onbekend;2012;100;3.2
189;Snorfiets;Minimaal één voertuig;Stedelijkheid: onbekend;2013;0;3.4
190;Snorfiets;Minimaal één voertuig;Stedelijkheid: onbekend;2014;0;1.6
191;Snorfiets;Minimaal één voertuig;Stedelijkheid: onbekend;2015;0;1.6
192;Snorfiets;Eén voertuig;Particuliere huishoudens;2010;303700;4.1
193;Snorfiets;Eén voertuig;Particuliere huishoudens;2011;335700;4.5
194;Snorfiets;Eén voertuig;Particuliere huishoudens;2012;364200;4.8
195;Snorfiets;Eén voertuig;Particuliere huishoudens;2013;388800;5.1
196;Snorfiets;Eén voertuig;Particuliere huishoudens;2014;409900;5.4
197;Snorfiets;Eén voertuig;Particuliere huishoudens;2015;432700;5.6
198;Snorfiets;Eén voertuig;Type: Eenpersoonshuishouden;2010;63300;2.4
199;Snorfiets;Eén voertuig;Type: Eenpersoonshuishouden;2011;70300;2.6
200;Snorfiets;Eén voertuig;Type: Eenpersoonshuishouden;2012;77700;2.8
201;Snorfiets;Eén voertuig;Type: Eenpersoonshuishouden;2013;84200;3.0
202;Snorfiets;Eén voertuig;Type: Eenpersoonshuishouden;2014;89500;3.2
203;Snorfiets;Eén voertuig;Type: Eenpersoonshuishouden;2015;96200;3.4
204;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden;2010;240500;5.1
205;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden;2011;265400;5.6
206;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden;2012;286500;6.0
207;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden;2013;304500;6.4
208;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden;2014;320300;6.7
209;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden;2015;336500;7.0
210;Snorfiets;Eén voertuig;Type: Eenoudergezin;2010;23600;5.1
211;Snorfiets;Eén voertuig;Type: Eenoudergezin;2011;27800;5.7
212;Snorfiets;Eén voertuig;Type: Eenoudergezin;2012;30900;6.1
213;Snorfiets;Eén voertuig;Type: Eenoudergezin;2013;32800;6.4
214;Snorfiets;Eén voertuig;Type: Eenoudergezin;2014;35100;6.6
215;Snorfiets;Eén voertuig;Type: Eenoudergezin;2015;37500;7.0
216;Snorfiets;Eén voertuig;Type: Paar, totaal;2010;212700;5.1
217;Snorfiets;Eén voertuig;Type: Paar, totaal;2011;234400;5.6
218;Snorfiets;Eén voertuig;Type: Paar, totaal;2012;252000;6.0
219;Snorfiets;Eén voertuig;Type: Paar, totaal;2013;267800;6.4
220;Snorfiets;Eén voertuig;Type: Paar, totaal;2014;281200;6.7
221;Snorfiets;Eén voertuig;Type: Paar, totaal;2015;294400;7.0
222;Snorfiets;Eén voertuig;Type: Paar, met kind(eren);2010;114000;5.7
223;Snorfiets;Eén voertuig;Type: Paar, met kind(eren);2011;130400;6.4
224;Snorfiets;Eén voertuig;Type: Paar, met kind(eren);2012;141400;6.9
225;Snorfiets;Eén voertuig;Type: Paar, met kind(eren);2013;151000;7.4
226;Snorfiets;Eén voertuig;Type: Paar, met kind(eren);2014;158700;7.8
227;Snorfiets;Eén voertuig;Type: Paar, met kind(eren);2015;168000;8.3
228;Snorfiets;Eén voertuig;Type: Paar, zonder kind;2010;98700;4.6
229;Snorfiets;Eén voertuig;Type: Paar, zonder kind;2011;104000;4.9
230;Snorfiets;Eén voertuig;Type: Paar, zonder kind;2012;110600;5.2
231;Snorfiets;Eén voertuig;Type: Paar, zonder kind;2013;116800;5.4
232;Snorfiets;Eén voertuig;Type: Paar, zonder kind;2014;122500;5.6
233;Snorfiets;Eén voertuig;Type: Paar, zonder kind;2015;126400;5.8
234;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden, overig;2010;4200;5.2
235;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden, overig;2011;3200;5.7
236;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden, overig;2012;3700;6.6
237;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden, overig;2013;4000;7.3
238;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden, overig;2014;4000;7.5
239;Snorfiets;Eén voertuig;Type: Meerpersoonshuishouden, overig;2015;4600;8.4
240;Snorfiets;Eén voertuig;Huishoudensgrootte: 1 persoon;2010;63300;2.4
241;Snorfiets;Eén voertuig;Huishoudensgrootte: 1 persoon;2011;70300;2.6
242;Snorfiets;Eén voertuig;Huishoudensgrootte: 1 persoon;2012;77700;2.8
243;Snorfiets;Eén voertuig;Huishoudensgrootte: 1 persoon;2013;84200;3.0
244;Snorfiets;Eén voertuig;Huishoudensgrootte: 1 persoon;2014;89600;3.2
245;Snorfiets;Eén voertuig;Huishoudensgrootte: 1 persoon;2015;96200;3.3
246;Snorfiets;Eén voertuig;Huishoudensgrootte: 2 personen;2010;108300;4.5
247;Snorfiets;Eén voertuig;Huishoudensgrootte: 2 personen;2011;119700;4.9
248;Snorfiets;Eén voertuig;Huishoudensgrootte: 2 personen;2012;128700;5.2
249;Snorfiets;Eén voertuig;Huishoudensgrootte: 2 personen;2013;136200;5.5
250;Snorfiets;Eén voertuig;Huishoudensgrootte: 2 personen;2014;143500;5.7
251;Snorfiets;Eén voertuig;Huishoudensgrootte: 2 personen;2015;148900;5.9
252;Snorfiets;Eén voertuig;Huishoudensgrootte: 3 personen;2010;56400;6.2
253;Snorfiets;Eén voertuig;Huishoudensgrootte: 3 personen;2011;62200;6.9
254;Snorfiets;Eén voertuig;Huishoudensgrootte: 3 personen;2012;68100;7.5
255;Snorfiets;Eén voertuig;Huishoudensgrootte: 3 personen;2013;73200;8.0
256;Snorfiets;Eén voertuig;Huishoudensgrootte: 3 personen;2014;77500;8.4
257;Snorfiets;Eén voertuig;Huishoudensgrootte: 3 personen;2015;82100;8.9
258;Snorfiets;Eén voertuig;Huishoudensgrootte: 4 personen;2010;53200;5.5
259;Snorfiets;Eén voertuig;Huishoudensgrootte: 4 personen;2011;59200;6.1
260;Snorfiets;Eén voertuig;Huishoudensgrootte: 4 personen;2012;63900;6.6
261;Snorfiets;Eén voertuig;Huishoudensgrootte: 4 personen;2013;68200;7.0
262;Snorfiets;Eén voertuig;Huishoudensgrootte: 4 personen;2014;71500;7.4
263;Snorfiets;Eén voertuig;Huishoudensgrootte: 4 personen;2015;75700;7.9
264;Snorfiets;Eén voertuig;Huishoudensgrootte: 5 of meer personen;2010;22600;5.2
265;Snorfiets;Eén voertuig;Huishoudensgrootte: 5 of meer personen;2011;24300;5.8
266;Snorfiets;Eén voertuig;Huishoudensgrootte: 5 of meer personen;2012;25800;6.2
267;Snorfiets;Eén voertuig;Huishoudensgrootte: 5 of meer personen;2013;26900;6.6
268;Snorfiets;Eén voertuig;Huishoudensgrootte: 5 of meer personen;2014;27800;6.9
269;Snorfiets;Eén voertuig;Huishoudensgrootte: 5 of meer personen;2015;29800;7.4
270;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2010;49800;3.6
271;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2011;54400;3.9
272;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2012;58100;4.1
273;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2013;62800;4.4
274;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2014;65300;4.6
275;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2015;68900;4.8
276;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2010;67700;4.7
277;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2011;72500;4.9
278;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2012;76800;5.2
279;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2013;81000;5.5
280;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2014;84300;5.7
281;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2015;87500;5.8
282;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2010;69400;4.7
283;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2011;75700;5.1
284;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2012;81800;5.4
285;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2013;87200;5.8
286;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2014;92400;6.1
287;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2015;96700;6.3
288;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2010;66200;4.5
289;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2011;73900;4.9
290;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2012;81000;5.4
291;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2013;86000;5.7
292;Snorfiets;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2014;91400;6.0
