ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
83;69 Legal services, administration etc.;2008 4th quarter;106.6;3.4
84;69 Legal services, administration etc.;2008;99.0;4.4
85;69 Legal services, administration etc.;2009 1st quarter;101.8;5.0
86;69 Legal services, administration etc.;2009 2nd quarter;103.1;1.3
87;69 Legal services, administration etc.;2009 3rd quarter;91.4;0.6
88;69 Legal services, administration etc.;2009 4th quarter;105.9;-0.7
89;69 Legal services, administration etc.;2009;100.5;1.5
90;69 Legal services, administration etc.;2010 1st quarter;101.3;-0.5
91;69 Legal services, administration etc.;2010 2nd quarter;102.5;-0.6
92;69 Legal services, administration etc.;2010 3rd quarter;90.4;-1.1
93;69 Legal services, administration etc.;2010 4th quarter;105.8;0.0
94;69 Legal services, administration etc.;2010;100.0;-0.5
95;69 Legal services, administration etc.;2011 1st quarter;101.9;0.6
96;69 Legal services, administration etc.;2011 2nd quarter;104.1;1.5
97;69 Legal services, administration etc.;2011 3rd quarter;89.4;-1.1
98;69 Legal services, administration etc.;2011 4th quarter;105.4;-0.3
99;69 Legal services, administration etc.;2011;100.2;0.2
100;69 Legal services, administration etc.;2012 1st quarter;101.4;-0.5
101;69 Legal services, administration etc.;2012 2nd quarter;103.2;-0.9
102;69 Legal services, administration etc.;2012 3rd quarter;91.0;1.8
103;69 Legal services, administration etc.;2012 4th quarter;104.4;-1.0
104;69 Legal services, administration etc.;2012;100.0;-0.2
105;69 Legal services, administration etc.;2013 1st quarter;97.9;-3.4
106;69 Legal services, administration etc.;2013 2nd quarter;103.1;-0.1
107;69 Legal services, administration etc.;2013 3rd quarter;90.2;-0.8
108;69 Legal services, administration etc.;2013 4th quarter;105.1;0.6
109;69 Legal services, administration etc.;2013;99.1;-0.9
110;69 Legal services, administration etc.;2014 1st quarter;98.9;0.9
111;69 Legal services, administration etc.;2014 2nd quarter;102.4;-0.7
112;69 Legal services, administration etc.;2014 3rd quarter;89.5;-0.8
113;69 Legal services, administration etc.;2014 4th quarter;108.6;3.3
114;69 Legal services, administration etc.;2014;99.9;0.8
115;69 Legal services, administration etc.;2015 1st quarter;99.5;0.6
116;69 Legal services, administration etc.;2015 2nd quarter;104.9;2.4
117;69 Legal services, administration etc.;2015 3rd quarter;93.1;4.0
118;69 Legal services, administration etc.;2015 4th quarter;113.8;4.7
119;69 Legal services, administration etc.;2015;102.8;3.0
120;69 Legal services, administration etc.;2016 1st quarter;104.4;4.9
121;69 Legal services, administration etc.;2016 2nd quarter;111.4;6.3
122;69 Legal services, administration etc.;2016 3rd quarter;96.3;3.4
123;69 Legal services, administration etc.;2016 4th quarter;116.9;2.8
124;69 Legal services, administration etc.;2016;107.3;4.3
125;69 Legal services, administration etc.;2017 1st quarter;108.3;3.8
126;69 Legal services, administration etc.;2017 2nd quarter;112.6;1.0
127;69 Legal services, administration etc.;2017 3rd quarter;99.6;3.5
128;69 Legal services, administration etc.;2017 4th quarter;122.7;4.9
129;69 Legal services, administration etc.;2017;110.8;3.3
130;691 Legal activities;2005 1st quarter;74.1;
131;691 Legal activities;2005 2nd quarter;93.6;
132;691 Legal activities;2005 3rd quarter;82.1;
133;691 Legal activities;2005 4th quarter;98.4;
134;691 Legal activities;2005;87.0;
135;691 Legal activities;2006 1st quarter;82.2;10.9
136;691 Legal activities;2006 2nd quarter;97.9;4.6
137;691 Legal activities;2006 3rd quarter;85.5;4.1
138;691 Legal activities;2006 4th quarter;103.2;4.9
139;691 Legal activities;2006;92.2;5.9
140;691 Legal activities;2007 1st quarter;85.2;3.6
141;691 Legal activities;2007 2nd quarter;100.0;2.2
142;691 Legal activities;2007 3rd quarter;90.5;5.9
143;691 Legal activities;2007 4th quarter;106.6;3.2
144;691 Legal activities;2007;95.6;3.7
145;691 Legal activities;2008 1st quarter;89.4;5.0
146;691 Legal activities;2008 2nd quarter;104.8;4.8
147;691 Legal activities;2008 3rd quarter;92.2;1.8
148;691 Legal activities;2008 4th quarter;108.9;2.2
149;691 Legal activities;2008;98.8;3.4
150;691 Legal activities;2009 1st quarter;91.5;2.3
151;691 Legal activities;2009 2nd quarter;103.8;-0.9
152;691 Legal activities;2009 3rd quarter;92.4;0.2
153;691 Legal activities;2009 4th quarter;110.3;1.2
154;691 Legal activities;2009;99.5;0.7
155;691 Legal activities;2010 1st quarter;90.7;-0.9
156;691 Legal activities;2010 2nd quarter;104.2;0.4
157;691 Legal activities;2010 3rd quarter;93.3;1.0
158;691 Legal activities;2010 4th quarter;111.7;1.4
159;691 Legal activities;2010;100.0;0.5
160;691 Legal activities;2011 1st quarter;95.9;5.8
161;691 Legal activities;2011 2nd quarter;106.6;2.3
162;691 Legal activities;2011 3rd quarter;94.3;1.0
163;691 Legal activities;2011 4th quarter;112.1;0.3
164;691 Legal activities;2011;102.2;2.2
165;691 Legal activities;2012 1st quarter;99.2;3.4
166;691 Legal activities;2012 2nd quarter;107.1;0.4
167;691 Legal activities;2012 3rd quarter;97.9;3.8
168;691 Legal activities;2012 4th quarter;111.8;-0.2
169;691 Legal activities;2012;104.0;1.7
170;691 Legal activities;2013 1st quarter;94.5;-4.7
171;691 Legal activities;2013 2nd quarter;107.8;0.7
172;691 Legal activities;2013 3rd quarter;98.8;0.9
173;691 Legal activities;2013 4th quarter;115.3;3.1
174;691 Legal activities;2013;104.1;0.1
175;691 Legal activities;2014 1st quarter;97.9;3.6
176;691 Legal activities;2014 2nd quarter;109.4;1.5
177;691 Legal activities;2014 3rd quarter;101.3;2.5
178;691 Legal activities;2014 4th quarter;122.0;5.8
179;691 Legal activities;2014;107.7;3.4
180;691 Legal activities;2015 1st quarter;101.8;3.9
181;691 Legal activities;2015 2nd quarter;114.2;4.4
182;691 Legal activities;2015 3rd quarter;104.8;3.5
183;691 Legal activities;2015 4th quarter;125.8;3.1
184;691 Legal activities;2015;111.6;3.7
185;691 Legal activities;2016 1st quarter;105.3;3.4
186;691 Legal activities;2016 2nd quarter;117.8;3.2
187;691 Legal activities;2016 3rd quarter;106.5;1.6
188;691 Legal activities;2016 4th quarter;127.6;1.5
189;691 Legal activities;2016;114.3;2.4
190;691 Legal activities;2017 1st quarter;109.9;4.4
191;691 Legal activities;2017 2nd quarter;120.1;1.9
192;691 Legal activities;2017 3rd quarter;110.6;3.8
193;691 Legal activities;2017 4th quarter;133.3;4.4
194;691 Legal activities;2017;118.5;3.6
195;692 Accounting, administration etc.;2005 1st quarter;88.9;
196;692 Accounting, administration etc.;2005 2nd quarter;88.4;
197;692 Accounting, administration etc.;2005 3rd quarter;78.9;
198;692 Accounting, administration etc.;2005 4th quarter;93.9;
199;692 Accounting, administration etc.;2005;87.5;
200;692 Accounting, administration etc.;2006 1st quarter;94.7;6.6
201;692 Accounting, administration etc.;2006 2nd quarter;88.8;0.4
202;692 Accounting, administration etc.;2006 3rd quarter;80.3;1.8
203;692 Accounting, administration etc.;2006 4th quarter;96.2;2.4
204;692 Accounting, administration etc.;2006;90.0;2.8
205;692 Accounting, administration etc.;2007 1st quarter;96.8;2.2
206;692 Accounting, administration etc.;2007 2nd quarter;94.5;6.5
207;692 Accounting, administration etc.;2007 3rd quarter;85.7;6.7
208;692 Accounting, administration etc.;2007 4th quarter;101.1;5.0
209;692 Accounting, administration etc.;2007;94.5;5.0
210;692 Accounting, administration etc.;2008 1st quarter;101.4;4.8
211;692 Accounting, administration etc.;2008 2nd quarter;100.0;5.8
212;692 Accounting, administration etc.;2008 3rd quarter;90.0;5.1
213;692 Accounting, administration etc.;2008 4th quarter;105.3;4.2
214;692 Accounting, administration etc.;2008;99.2;4.9
215;692 Accounting, administration etc.;2009 1st quarter;107.8;6.3
216;692 Accounting, administration etc.;2009 2nd quarter;102.7;2.7
217;692 Accounting, administration etc.;2009 3rd quarter;90.8;0.9
218;692 Accounting, administration etc.;2009 4th quarter;103.3;-1.9
219;692 Accounting, administration etc.;2009;101.1;2.0
220;692 Accounting, administration etc.;2010 1st quarter;107.5;-0.3
221;692 Accounting, administration etc.;2010 2nd quarter;101.5;-1.1
222;692 Accounting, administration etc.;2010 3rd quarter;88.7;-2.3
223;692 Accounting, administration etc.;2010 4th quarter;102.3;-0.9
224;692 Accounting, administration etc.;2010;100.0;-1.1
225;692 Accounting, administration etc.;2011 1st quarter;105.4;-1.9
226;692 Accounting, administration etc.;2011 2nd quarter;102.7;1.1
227;692 Accounting, administration etc.;2011 3rd quarter;86.5;-2.4
228;692 Accounting, administration etc.;2011 4th quarter;101.5;-0.8
229;692 Accounting, administration etc.;2011;99.0;-1.0
230;692 Accounting, administration etc.;2012 1st quarter;102.7;-2.5
231;692 Accounting, administration etc.;2012 2nd quarter;101.0;-1.6
232;692 Accounting, administration etc.;2012 3rd quarter;87.0;0.5
233;692 Accounting, administration etc.;2012 4th quarter;100.1;-1.4
234;692 Accounting, administration etc.;2012;97.7;-1.3
235;692 Accounting, administration etc.;2013 1st quarter;100.0;-2.7
236;692 Accounting, administration etc.;2013 2nd quarter;100.3;-0.6
237;692 Accounting, administration etc.;2013 3rd quarter;85.2;-2.0
238;692 Accounting, administration etc.;2013 4th quarter;99.1;-1.0
239;692 Accounting, administration etc.;2013;96.1;-1.6
240;692 Accounting, administration etc.;2014 1st quarter;99.4;-0.6
241;692 Accounting, administration etc.;2014 2nd quarter;98.3;-2.0
242;692 Accounting, administration etc.;2014 3rd quarter;82.6;-3.1
243;692 Accounting, administration etc.;2014 4th quarter;100.7;1.7
244;692 Accounting, administration etc.;2014;95.3;-0.9
245;692 Accounting, administration etc.;2015 1st quarter;98.2;-1.3
246;692 Accounting, administration etc.;2015 2nd quarter;99.4;1.1
247;692 Accounting, administration etc.;2015 3rd quarter;86.3;4.4
248;692 Accounting, administration etc.;2015 4th quarter;106.7;5.9
249;692 Accounting, administration etc.;2015;97.6;2.5
250;692 Accounting, administration etc.;2016 1st quarter;103.8;5.8
251;692 Accounting, administration etc.;2016 2nd quarter;107.7;8.3
252;692 Accounting, administration etc.;2016 3rd quarter;90.3;4.7
253;692 Accounting, administration etc.;2016 4th quarter;110.6;3.7
254;692 Accounting, administration etc.;2016;103.1;5.6
255;692 Accounting, administration etc.;2017 1st quarter;107.4;3.4
256;692 Accounting, administration etc.;2017 2nd quarter;108.2;0.4
257;692 Accounting, administration etc.;2017 3rd quarter;93.2;3.2
258;692 Accounting, administration etc.;2017 4th quarter;116.4;5.3
259;692 Accounting, administration etc.;2017;106.3;3.1
260;70 Holding companies (not financial);2005 1st quarter;;
261;70 Holding companies (not financial);2005 2nd quarter;;
262;70 Holding companies (not financial);2005 3rd quarter;;
263;70 Holding companies (not financial);2005 4th quarter;;
264;70 Holding companies (not financial);2005;;
265;70 Holding companies (not financial);2006 1st quarter;;
266;70 Holding companies (not financial);2006 2nd quarter;;
267;70 Holding companies (not financial);2006 3rd quarter;;
268;70 Holding companies (not financial);2006 4th quarter;;
269;70 Holding companies (not financial);2006;;
270;70 Holding companies (not financial);2007 1st quarter;;
271;70 Holding companies (not financial);2007 2nd quarter;;
272;70 Holding companies (not financial);2007 3rd quarter;;
273;70 Holding companies (not financial);2007 4th quarter;;
274;70 Holding companies (not financial);2007;;
275;70 Holding companies (not financial);2008 1st quarter;;
276;70 Holding companies (not financial);2008 2nd quarter;;
277;70 Holding companies (not financial);2008 3rd quarter;;
278;70 Holding companies (not financial);2008 4th quarter;;
279;70 Holding companies (not financial);2008;;
280;70 Holding companies (not financial);2009 1st quarter;;
281;70 Holding companies (not financial);2009 2nd quarter;;
282;70 Holding companies (not financial);2009 3rd quarter;;
283;70 Holding companies (not financial);2009 4th quarter;;
284;70 Holding companies (not financial);2009;;
285;70 Holding companies (not financial);2010 1st quarter;;
286;70 Holding companies (not financial);2010 2nd quarter;;
287;70 Holding companies (not financial);2010 3rd quarter;;
288;70 Holding companies (not financial);2010 4th quarter;;
289;70 Holding companies (not financial);2010;;
290;70 Holding companies (not financial);2011 1st quarter;;
291;70 Holding companies (not financial);2011 2nd quarter;;
292;70 Holding companies (not financial);2011 3rd quarter;;
293;70 Holding companies (not financial);2011 4th quarter;;
294;70 Holding companies (not financial);2011;;
295;70 Holding companies (not financial);2012 1st quarter;;
296;70 Holding companies (not financial);2012 2nd quarter;;
297;70 Holding companies (not financial);2012 3rd quarter;;
298;70 Holding companies (not financial);2012 4th quarter;;
299;70 Holding companies (not financial);2012;;
300;70 Holding companies (not financial);2013 1st quarter;;
301;70 Holding companies (not financial);2013 2nd quarter;;
302;70 Holding companies (not financial);2013 3rd quarter;;
303;70 Holding companies (not financial);2013 4th quarter;;
304;70 Holding companies (not financial);2013;;
305;70 Holding companies (not financial);2014 1st quarter;;
306;70 Holding companies (not financial);2014 2nd quarter;;
307;70 Holding companies (not financial);2014 3rd quarter;;
308;70 Holding companies (not financial);2014 4th quarter;;
309;70 Holding companies (not financial);2014;;
310;70 Holding companies (not financial);2015 1st quarter;;
311;70 Holding companies (not financial);2015 2nd quarter;;
312;70 Holding companies (not financial);2015 3rd quarter;;
313;70 Holding companies (not financial);2015 4th quarter;;
314;70 Holding companies (not financial);2015;;
315;70 Holding companies (not financial);2016 1st quarter;;
316;70 Holding companies (not financial);2016 2nd quarter;;
317;70 Holding companies (not financial);2016 3rd quarter;;
318;70 Holding companies (not financial);2016 4th quarter;;
319;70 Holding companies (not financial);2016;;
320;70 Holding companies (not financial);2017 1st quarter;;
321;70 Holding companies (not financial);2017 2nd quarter;;
322;70 Holding companies (not financial);2017 3rd quarter;;
323;70 Holding companies (not financial);2017 4th quarter;;
324;70 Holding companies (not financial);2017;;
325;702 Management and business consultancy;2005 1st quarter;74.6;
326;702 Management and business consultancy;2005 2nd quarter;85.0;
327;702 Management and business consultancy;2005 3rd quarter;79.6;
328;702 Management and business consultancy;2005 4th quarter;107.2;
329;702 Management and business consultancy;2005;86.6;
330;702 Management and business consultancy;2006 1st quarter;84.5;13.3
331;702 Management and business consultancy;2006 2nd quarter;96.1;13.0
332;702 Management and business consultancy;2006 3rd quarter;94.8;19.2
333;702 Management and business consultancy;2006 4th quarter;123.9;15.5
334;702 Management and business consultancy;2006;99.8;15.3
335;702 Management and business consultancy;2007 1st quarter;97.2;15.1
336;702 Management and business consultancy;2007 2nd quarter;109.7;14.2
337;702 Management and business consultancy;2007 3rd quarter;106.1;11.9
338;702 Management and business consultancy;2007 4th quarter;135.1;9.1
339;702 Management and business consultancy;2007;112.1;12.3
340;702 Management and business consultancy;2008 1st quarter;104.8;7.8
341;702 Management and business consultancy;2008 2nd quarter;117.6;7.2
342;702 Management and business consultancy;2008 3rd quarter;115.9;9.2
343;702 Management and business consultancy;2008 4th quarter;144.0;6.6
344;702 Management and business consultancy;2008;120.6;7.6
345;702 Management and business consultancy;2009 1st quarter;108.6;3.6
346;702 Management and business consultancy;2009 2nd quarter;111.8;-5.0
347;702 Management and business consultancy;2009 3rd quarter;101.8;-12.2
348;702 Management and business consultancy;2009 4th quarter;124.2;-13.7
349;702 Management and business consultancy;2009;111.6;-7.5
350;702 Management and business consultancy;2010 1st quarter;92.8;-14.5
351;702 Management and business consultancy;2010 2nd quarter;96.3;-13.9
352;702 Management and business consultancy;2010 3rd quarter;91.9;-9.8
353;702 Management and business consultancy;2010 4th quarter;119.0;-4.2
354;702 Management and business consultancy;2010;100.0;-10.4
355;702 Management and business consultancy;2011 1st quarter;90.2;-2.8
356;702 Management and business consultancy;2011 2nd quarter;97.3;1.1
357;702 Management and business consultancy;2011 3rd quarter;91.3;-0.6
358;702 Management and business consultancy;2011 4th quarter;115.7;-2.8
359;702 Management and business consultancy;2011;98.6;-1.4
360;702 Management and business consultancy;2012 1st quarter;96.4;6.8
361;702 Management and business consultancy;2012 2nd quarter;101.9;4.7
362;702 Management and business consultancy;2012 3rd quarter;95.8;4.9
363;702 Management and business consultancy;2012 4th quarter;114.5;-1.1
364;702 Management and business consultancy;2012;102.1;3.5
365;702 Management and business consultancy;2013 1st quarter;94.9;-1.6
366;702 Management and business consultancy;2013 2nd quarter;103.1;1.2
367;702 Management and business consultancy;2013 3rd quarter;95.4;-0.4
368;702 Management and business consultancy;2013 4th quarter;120.3;5.1
369;702 Management and business consultancy;2013;103.4;1.2
370;702 Management and business consultancy;2014 1st quarter;98.3;3.6
371;702 Management and business consultancy;2014 2nd quarter;105.0;1.8
372;702 Management and business consultancy;2014 3rd quarter;99.2;4.1
373;702 Management and business consultancy;2014 4th quarter;126.9;5.5
374;702 Management and business consultancy;2014;107.4;3.8
375;702 Management and business consultancy;2015 1st quarter;102.6;4.4
376;702 Management and business consultancy;2015 2nd quarter;112.9;7.6
377;702 Management and business consultancy;2015 3rd quarter;108.0;8.8
378;702 Management and business consultancy;2015 4th quarter;135.7;6.9
379;702 Management and business consultancy;2015;114.8;6.9
380;702 Management and business consultancy;2016 1st quarter;110.6;7.8
381;702 Management and business consultancy;2016 2nd quarter;119.2;5.5
382;702 Management and business consultancy;2016 3rd quarter;111.9;3.6
383;702 Management and business consultancy;2016 4th quarter;139.7;3.0
384;702 Management and business consultancy;2016;120.4;4.8
385;702 Management and business consultancy;2017 1st quarter;117.2;6.0
386;702 Management and business consultancy;2017 2nd quarter;127.1;6.7
387;702 Management and business consultancy;2017 3rd quarter;120.8;7.9
388;702 Management and business consultancy;2017 4th quarter;154.8;10.8
389;702 Management and business consultancy;2017;130.0;8.0
390;71 Architects, technical services etc.;2005 1st quarter;71.7;
391;71 Architects, technical services etc.;2005 2nd quarter;79.7;
392;71 Architects, technical services etc.;2005 3rd quarter;81.5;
393;71 Architects, technical services etc.;2005 4th quarter;95.3;
394;71 Architects, technical services etc.;2005;82.1;
395;71 Architects, technical services etc.;2006 1st quarter;79.8;11.3
396;71 Architects, technical services etc.;2006 2nd quarter;89.6;12.3
397;71 Architects, technical services etc.;2006 3rd quarter;85.8;5.2
398;71 Architects, technical services etc.;2006 4th quarter;104.4;9.5
399;71 Architects, technical services etc.;2006;89.9;9.5
400;71 Architects, technical services etc.;2007 1st quarter;87.3;9.4
401;71 Architects, technical services etc.;2007 2nd quarter;97.1;8.3
402;71 Architects, technical services etc.;2007 3rd quarter;89.5;4.4
403;71 Architects, technical services etc.;2007 4th quarter;112.2;7.4
404;71 Architects, technical services etc.;2007;96.5;7.4
405;71 Architects, technical services etc.;2008 1st quarter;94.4;8.2
406;71 Architects, technical services etc.;2008 2nd quarter;104.3;7.4
407;71 Architects, technical services etc.;2008 3rd quarter;97.6;9.0
408;71 Architects, technical services etc.;2008 4th quarter;122.3;9.0
409;71 Architects, technical services etc.;2008;104.6;8.4
410;71 Architects, technical services etc.;2009 1st quarter;99.1;5.0
411;71 Architects, technical services etc.;2009 2nd quarter;103.3;-1.0
412;71 Architects, technical services etc.;2009 3rd quarter;96.5;-1.1
413;71 Architects, technical services etc.;2009 4th quarter;116.0;-5.1
414;71 Architects, technical services etc.;2009;103.7;-0.9
415;71 Architects, technical services etc.;2010 1st quarter;90.7;-8.5
416;71 Architects, technical services etc.;2010 2nd quarter;99.0;-4.1
417;71 Architects, technical services etc.;2010 3rd quarter;96.0;-0.5
418;71 Architects, technical services etc.;2010 4th quarter;114.2;-1.5
419;71 Architects, technical services etc.;2010;100.0;-3.6
420;71 Architects, technical services etc.;2011 1st quarter;90.2;-0.6
421;71 Architects, technical services etc.;2011 2nd quarter;97.9;-1.2
422;71 Architects, technical services etc.;2011 3rd quarter;90.5;-5.8
423;71 Architects, technical services etc.;2011 4th quarter;108.7;-4.9
424;71 Architects, technical services etc.;2011;96.8;-3.2
425;71 Architects, technical services etc.;2012 1st quarter;87.6;-2.9
426;71 Architects, technical services etc.;2012 2nd quarter;95.7;-2.2
427;71 Architects, technical services etc.;2012 3rd quarter;89.6;-1.0
428;71 Architects, technical services etc.;2012 4th quarter;104.2;-4.1
429;71 Architects, technical services etc.;2012;94.3;-2.6
430;71 Architects, technical services etc.;2013 1st quarter;85.8;-2.0
431;71 Architects, technical services etc.;2013 2nd quarter;96.0;0.2
432;71 Architects, technical services etc.;2013 3rd quarter;90.9;1.4
433;71 Architects, technical services etc.;2013 4th quarter;108.4;4.1
434;71 Architects, technical services etc.;2013;95.3;1.0
435;71 Architects, technical services etc.;2014 1st quarter;87.4;1.9
436;71 Architects, technical services etc.;2014 2nd quarter;98.5;2.6
437;71 Architects, technical services etc.;2014 3rd quarter;94.3;3.8
438;71 Architects, technical services etc.;2014 4th quarter;113.7;4.9
439;71 Architects, technical services etc.;2014;98.5;3.4
440;71 Architects, technical services etc.;2015 1st quarter;94.1;7.6
441;71 Architects, technical services etc.;2015 2nd quarter;102.9;4.5
442;71 Architects, technical services etc.;2015 3rd quarter;97.8;3.6
443;71 Architects, technical services etc.;2015 4th quarter;118.2;3.9
444;71 Architects, technical services etc.;2015;103.2;4.8
445;71 Architects, technical services etc.;2016 1st quarter;94.7;0.7
446;71 Architects, technical services etc.;2016 2nd quarter;108.6;5.5
447;71 Architects, technical services etc.;2016 3rd quarter;101.8;4.1
448;71 Architects, technical services etc.;2016 4th quarter;120.7;2.2
449;71 Architects, technical services etc.;2016;106.4;3.1
450;71 Architects, technical services etc.;2017 1st quarter;101.2;6.8
451;71 Architects, technical services etc.;2017 2nd quarter;110.0;1.3
452;71 Architects, technical services etc.;2017 3rd quarter;106.0;4.2
453;71 Architects, technical services etc.;2017 4th quarter;127.6;5.7
454;71 Architects, technical services etc.;2017;111.2;4.5
455;711 Architects, engineers etc.;2005 1st quarter;73.5;
456;711 Architects, engineers etc.;2005 2nd quarter;82.5;
457;711 Architects, engineers etc.;2005 3rd quarter;84.2;
458;711 Architects, engineers etc.;2005 4th quarter;98.8;
459;711 Architects, engineers etc.;2005;84.8;
460;711 Architects, engineers etc.;2006 1st quarter;81.6;11.0
461;711 Architects, engineers etc.;2006 2nd quarter;93.0;12.7
462;711 Architects, engineers etc.;2006 3rd quarter;88.1;4.6
463;711 Architects, engineers etc.;2006 4th quarter;107.1;8.4
464;711 Architects, engineers etc.;2006;92.5;9.1
465;711 Architects, engineers etc.;2007 1st quarter;89.1;9.1
466;711 Architects, engineers etc.;2007 2nd quarter;100.4;7.9
467;711 Architects, engineers etc.;2007 3rd quarter;91.4;3.8
468;711 Architects, engineers etc.;2007 4th quarter;115.5;7.8
469;711 Architects, engineers etc.;2007;99.1;7.2
470;711 Architects, engineers etc.;2008 1st quarter;96.3;8.1
471;711 Architects, engineers etc.;2008 2nd quarter;107.3;6.9
472;711 Architects, engineers etc.;2008 3rd quarter;99.5;8.9
473;711 Architects, engineers etc.;2008 4th quarter;125.8;8.9
474;711 Architects, engineers etc.;2008;107.2;8.2
475;711 Architects, engineers etc.;2009 1st quarter;100.5;4.4
476;711 Architects, engineers etc.;2009 2nd quarter;105.4;-1.8
477;711 Architects, engineers etc.;2009 3rd quarter;97.4;-2.2
478;711 Architects, engineers etc.;2009 4th quarter;117.6;-6.5
479;711 Architects, engineers etc.;2009;105.2;-1.9
480;711 Architects, engineers etc.;2010 1st quarter;90.1;-10.3
481;711 Architects, engineers etc.;2010 2nd quarter;100.0;-5.1
482;711 Architects, engineers etc.;2010 3rd quarter;95.8;-1.6
483;711 Architects, engineers etc.;2010 4th quarter;114.1;-3.0
484;711 Architects, engineers etc.;2010;100.0;-4.9
485;711 Architects, engineers etc.;2011 1st quarter;88.7;-1.6
486;711 Architects, engineers etc.;2011 2nd quarter;97.6;-2.4
