ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
988;74 Other specialised business services;2007 4th quarter;103.2;3.4
989;74 Other specialised business services;2007;95.5;3.8
990;74 Other specialised business services;2008 1st quarter;91.0;5.0
991;74 Other specialised business services;2008 2nd quarter;102.7;4.9
992;74 Other specialised business services;2008 3rd quarter;96.2;2.0
993;74 Other specialised business services;2008 4th quarter;105.6;2.3
994;74 Other specialised business services;2008;98.9;3.5
995;74 Other specialised business services;2009 1st quarter;93.4;2.6
996;74 Other specialised business services;2009 2nd quarter;102.1;-0.7
997;74 Other specialised business services;2009 3rd quarter;96.4;0.3
998;74 Other specialised business services;2009 4th quarter;106.7;1.0
999;74 Other specialised business services;2009;99.6;0.8
1000;74 Other specialised business services;2010 1st quarter;92.5;-0.9
1001;74 Other specialised business services;2010 2nd quarter;102.4;0.3
1002;74 Other specialised business services;2010 3rd quarter;97.2;0.8
1003;74 Other specialised business services;2010 4th quarter;107.9;1.2
1004;74 Other specialised business services;2010;100.0;0.4
1005;74 Other specialised business services;2011 1st quarter;97.5;5.3
1006;74 Other specialised business services;2011 2nd quarter;104.6;2.2
1007;74 Other specialised business services;2011 3rd quarter;97.9;0.8
1008;74 Other specialised business services;2011 4th quarter;108.2;0.3
1009;74 Other specialised business services;2011;102.1;2.1
1010;74 Other specialised business services;2012 1st quarter;98.4;1.0
1011;74 Other specialised business services;2012 2nd quarter;103.6;-1.0
1012;74 Other specialised business services;2012 3rd quarter;101.9;4.1
1013;74 Other specialised business services;2012 4th quarter;111.7;3.2
1014;74 Other specialised business services;2012;103.9;1.8
1015;74 Other specialised business services;2013 1st quarter;94.0;-4.5
1016;74 Other specialised business services;2013 2nd quarter;98.8;-4.6
1017;74 Other specialised business services;2013 3rd quarter;102.7;0.7
1018;74 Other specialised business services;2013 4th quarter;112.8;1.0
1019;74 Other specialised business services;2013;102.1;-1.8
1020;74 Other specialised business services;2014 1st quarter;97.6;3.9
1021;74 Other specialised business services;2014 2nd quarter;102.9;4.1
1022;74 Other specialised business services;2014 3rd quarter;106.7;4.0
1023;74 Other specialised business services;2014 4th quarter;120.2;6.5
1024;74 Other specialised business services;2014;106.9;4.7
1025;74 Other specialised business services;2015 1st quarter;105.6;8.2
1026;74 Other specialised business services;2015 2nd quarter;111.7;8.5
1027;74 Other specialised business services;2015 3rd quarter;114.0;6.8
1028;74 Other specialised business services;2015 4th quarter;134.5;11.9
1029;74 Other specialised business services;2015;116.4;9.0
1030;74 Other specialised business services;2016 1st quarter;116.1;10.0
1031;74 Other specialised business services;2016 2nd quarter;124.9;11.8
1032;74 Other specialised business services;2016 3rd quarter;125.0;9.7
1033;74 Other specialised business services;2016 4th quarter;149.2;10.9
1034;74 Other specialised business services;2016;128.8;10.6
1035;74 Other specialised business services;2017 1st quarter;127.8;10.0
1036;74 Other specialised business services;2017 2nd quarter;132.9;6.4
1037;74 Other specialised business services;2017 3rd quarter;134.5;7.6
1038;74 Other specialised business services;2017 4th quarter;157.0;5.2
1039;74 Other specialised business services;2017;138.0;7.2
1040;75 Veterinary activities;2005 1st quarter;;
1041;75 Veterinary activities;2005 2nd quarter;;
1042;75 Veterinary activities;2005 3rd quarter;;
1043;75 Veterinary activities;2005 4th quarter;;
1044;75 Veterinary activities;2005;;
1045;75 Veterinary activities;2006 1st quarter;;
1046;75 Veterinary activities;2006 2nd quarter;;
1047;75 Veterinary activities;2006 3rd quarter;;
1048;75 Veterinary activities;2006 4th quarter;;
1049;75 Veterinary activities;2006;;
1050;75 Veterinary activities;2007 1st quarter;;
1051;75 Veterinary activities;2007 2nd quarter;;
1052;75 Veterinary activities;2007 3rd quarter;;
1053;75 Veterinary activities;2007 4th quarter;;
1054;75 Veterinary activities;2007;;
1055;75 Veterinary activities;2008 1st quarter;;
1056;75 Veterinary activities;2008 2nd quarter;;
1057;75 Veterinary activities;2008 3rd quarter;;
1058;75 Veterinary activities;2008 4th quarter;;
1059;75 Veterinary activities;2008;;
1060;75 Veterinary activities;2009 1st quarter;;
1061;75 Veterinary activities;2009 2nd quarter;;
1062;75 Veterinary activities;2009 3rd quarter;;
1063;75 Veterinary activities;2009 4th quarter;;
1064;75 Veterinary activities;2009;;
1065;75 Veterinary activities;2010 1st quarter;;
1066;75 Veterinary activities;2010 2nd quarter;;
1067;75 Veterinary activities;2010 3rd quarter;;
1068;75 Veterinary activities;2010 4th quarter;;
1069;75 Veterinary activities;2010;;
1070;75 Veterinary activities;2011 1st quarter;;
1071;75 Veterinary activities;2011 2nd quarter;;
1072;75 Veterinary activities;2011 3rd quarter;;
1073;75 Veterinary activities;2011 4th quarter;;
1074;75 Veterinary activities;2011;;
1075;75 Veterinary activities;2012 1st quarter;105.2;
1076;75 Veterinary activities;2012 2nd quarter;115.3;
1077;75 Veterinary activities;2012 3rd quarter;112.0;
1078;75 Veterinary activities;2012 4th quarter;108.1;
1079;75 Veterinary activities;2012;110.1;
1080;75 Veterinary activities;2013 1st quarter;102.8;-2.3
1081;75 Veterinary activities;2013 2nd quarter;114.4;-0.8
1082;75 Veterinary activities;2013 3rd quarter;111.7;-0.3
1083;75 Veterinary activities;2013 4th quarter;113.7;5.2
1084;75 Veterinary activities;2013;110.6;0.4
1085;75 Veterinary activities;2014 1st quarter;107.8;4.9
1086;75 Veterinary activities;2014 2nd quarter;118.6;3.7
1087;75 Veterinary activities;2014 3rd quarter;116.7;4.5
1088;75 Veterinary activities;2014 4th quarter;118.3;4.1
1089;75 Veterinary activities;2014;115.4;4.3
1090;75 Veterinary activities;2015 1st quarter;110.1;2.2
1091;75 Veterinary activities;2015 2nd quarter;121.7;2.6
1092;75 Veterinary activities;2015 3rd quarter;120.2;3.0
1093;75 Veterinary activities;2015 4th quarter;121.9;3.0
1094;75 Veterinary activities;2015;118.5;2.7
1095;75 Veterinary activities;2016 1st quarter;114.9;4.3
1096;75 Veterinary activities;2016 2nd quarter;127.9;5.0
1097;75 Veterinary activities;2016 3rd quarter;125.0;4.0
1098;75 Veterinary activities;2016 4th quarter;124.0;1.7
1099;75 Veterinary activities;2016;122.9;3.8
1100;75 Veterinary activities;2017 1st quarter;116.6;1.5
1101;75 Veterinary activities;2017 2nd quarter;131.2;2.6
1102;75 Veterinary activities;2017 3rd quarter;127.3;1.8
1103;75 Veterinary activities;2017 4th quarter;125.8;1.4
1104;75 Veterinary activities;2017;125.2;1.9
1105;N Renting and other business support;2005 1st quarter;66.3;
1106;N Renting and other business support;2005 2nd quarter;75.8;
1107;N Renting and other business support;2005 3rd quarter;82.1;
1108;N Renting and other business support;2005 4th quarter;82.1;
1109;N Renting and other business support;2005;76.6;
1110;N Renting and other business support;2006 1st quarter;75.8;14.4
1111;N Renting and other business support;2006 2nd quarter;85.9;13.3
1112;N Renting and other business support;2006 3rd quarter;94.9;15.6
1113;N Renting and other business support;2006 4th quarter;95.5;16.2
1114;N Renting and other business support;2006;88.0;14.9
1115;N Renting and other business support;2007 1st quarter;89.5;18.0
1116;N Renting and other business support;2007 2nd quarter;97.4;13.4
1117;N Renting and other business support;2007 3rd quarter;104.8;10.4
1118;N Renting and other business support;2007 4th quarter;106.7;11.8
1119;N Renting and other business support;2007;99.6;13.1
1120;N Renting and other business support;2008 1st quarter;98.5;10.1
1121;N Renting and other business support;2008 2nd quarter;106.6;9.5
1122;N Renting and other business support;2008 3rd quarter;111.3;6.2
1123;N Renting and other business support;2008 4th quarter;110.3;3.3
1124;N Renting and other business support;2008;106.7;7.1
1125;N Renting and other business support;2009 1st quarter;96.8;-1.8
1126;N Renting and other business support;2009 2nd quarter;99.2;-6.9
1127;N Renting and other business support;2009 3rd quarter;105.1;-5.6
1128;N Renting and other business support;2009 4th quarter;100.8;-8.6
1129;N Renting and other business support;2009;100.4;-5.8
1130;N Renting and other business support;2010 1st quarter;88.7;-8.3
1131;N Renting and other business support;2010 2nd quarter;97.7;-1.5
1132;N Renting and other business support;2010 3rd quarter;108.3;3.1
1133;N Renting and other business support;2010 4th quarter;105.3;4.5
1134;N Renting and other business support;2010;100.0;-0.4
1135;N Renting and other business support;2011 1st quarter;94.7;6.7
1136;N Renting and other business support;2011 2nd quarter;105.3;7.8
1137;N Renting and other business support;2011 3rd quarter;112.8;4.1
1138;N Renting and other business support;2011 4th quarter;109.1;3.6
1139;N Renting and other business support;2011;105.5;5.5
1140;N Renting and other business support;2012 1st quarter;96.7;2.1
1141;N Renting and other business support;2012 2nd quarter;109.0;3.5
1142;N Renting and other business support;2012 3rd quarter;118.5;5.1
1143;N Renting and other business support;2012 4th quarter;109.4;0.3
1144;N Renting and other business support;2012;108.4;2.8
1145;N Renting and other business support;2013 1st quarter;96.6;-0.1
1146;N Renting and other business support;2013 2nd quarter;109.7;0.6
1147;N Renting and other business support;2013 3rd quarter;116.8;-1.5
1148;N Renting and other business support;2013 4th quarter;111.1;1.6
1149;N Renting and other business support;2013;108.5;0.1
1150;N Renting and other business support;2014 1st quarter;98.9;2.4
1151;N Renting and other business support;2014 2nd quarter;113.1;3.1
1152;N Renting and other business support;2014 3rd quarter;123.7;5.9
1153;N Renting and other business support;2014 4th quarter;118.3;6.5
1154;N Renting and other business support;2014;113.5;4.6
1155;N Renting and other business support;2015 1st quarter;106.8;8.0
1156;N Renting and other business support;2015 2nd quarter;125.8;11.2
1157;N Renting and other business support;2015 3rd quarter;140.0;13.2
1158;N Renting and other business support;2015 4th quarter;134.4;13.6
1159;N Renting and other business support;2015;126.8;11.7
1160;N Renting and other business support;2016 1st quarter;120.6;12.9
1161;N Renting and other business support;2016 2nd quarter;136.7;8.7
1162;N Renting and other business support;2016 3rd quarter;152.3;8.8
1163;N Renting and other business support;2016 4th quarter;145.2;8.1
1164;N Renting and other business support;2016;138.7;9.4
1165;N Renting and other business support;2017 1st quarter;131.1;8.7
1166;N Renting and other business support;2017 2nd quarter;149.1;9.0
1167;N Renting and other business support;2017 3rd quarter;163.4;7.3
1168;N Renting and other business support;2017 4th quarter;152.5;5.0
1169;N Renting and other business support;2017;149.0;7.4
1170;77 Renting and leasing of tangible goods;2005 1st quarter;;
1171;77 Renting and leasing of tangible goods;2005 2nd quarter;;
1172;77 Renting and leasing of tangible goods;2005 3rd quarter;;
1173;77 Renting and leasing of tangible goods;2005 4th quarter;;
1174;77 Renting and leasing of tangible goods;2005;;
1175;77 Renting and leasing of tangible goods;2006 1st quarter;;
1176;77 Renting and leasing of tangible goods;2006 2nd quarter;;
1177;77 Renting and leasing of tangible goods;2006 3rd quarter;;
1178;77 Renting and leasing of tangible goods;2006 4th quarter;;
1179;77 Renting and leasing of tangible goods;2006;;
1180;77 Renting and leasing of tangible goods;2007 1st quarter;;
1181;77 Renting and leasing of tangible goods;2007 2nd quarter;;
1182;77 Renting and leasing of tangible goods;2007 3rd quarter;;
1183;77 Renting and leasing of tangible goods;2007 4th quarter;;
1184;77 Renting and leasing of tangible goods;2007;;
1185;77 Renting and leasing of tangible goods;2008 1st quarter;;
1186;77 Renting and leasing of tangible goods;2008 2nd quarter;;
1187;77 Renting and leasing of tangible goods;2008 3rd quarter;;
1188;77 Renting and leasing of tangible goods;2008 4th quarter;;
1189;77 Renting and leasing of tangible goods;2008;;
1190;77 Renting and leasing of tangible goods;2009 1st quarter;;
1191;77 Renting and leasing of tangible goods;2009 2nd quarter;;
1192;77 Renting and leasing of tangible goods;2009 3rd quarter;;
1193;77 Renting and leasing of tangible goods;2009 4th quarter;;
1194;77 Renting and leasing of tangible goods;2009;;
1195;77 Renting and leasing of tangible goods;2010 1st quarter;;
1196;77 Renting and leasing of tangible goods;2010 2nd quarter;;
1197;77 Renting and leasing of tangible goods;2010 3rd quarter;;
1198;77 Renting and leasing of tangible goods;2010 4th quarter;;
1199;77 Renting and leasing of tangible goods;2010;;
1200;77 Renting and leasing of tangible goods;2011 1st quarter;;
1201;77 Renting and leasing of tangible goods;2011 2nd quarter;;
1202;77 Renting and leasing of tangible goods;2011 3rd quarter;;
1203;77 Renting and leasing of tangible goods;2011 4th quarter;;
1204;77 Renting and leasing of tangible goods;2011;;
1205;77 Renting and leasing of tangible goods;2012 1st quarter;;
1206;77 Renting and leasing of tangible goods;2012 2nd quarter;;
1207;77 Renting and leasing of tangible goods;2012 3rd quarter;;
1208;77 Renting and leasing of tangible goods;2012 4th quarter;;
1209;77 Renting and leasing of tangible goods;2012;;
1210;77 Renting and leasing of tangible goods;2013 1st quarter;;
1211;77 Renting and leasing of tangible goods;2013 2nd quarter;;
1212;77 Renting and leasing of tangible goods;2013 3rd quarter;;
1213;77 Renting and leasing of tangible goods;2013 4th quarter;;
1214;77 Renting and leasing of tangible goods;2013;;
1215;77 Renting and leasing of tangible goods;2014 1st quarter;;
1216;77 Renting and leasing of tangible goods;2014 2nd quarter;;
1217;77 Renting and leasing of tangible goods;2014 3rd quarter;;
1218;77 Renting and leasing of tangible goods;2014 4th quarter;;
1219;77 Renting and leasing of tangible goods;2014;;
1220;77 Renting and leasing of tangible goods;2015 1st quarter;;
1221;77 Renting and leasing of tangible goods;2015 2nd quarter;;
1222;77 Renting and leasing of tangible goods;2015 3rd quarter;;
1223;77 Renting and leasing of tangible goods;2015 4th quarter;;
1224;77 Renting and leasing of tangible goods;2015;;
1225;77 Renting and leasing of tangible goods;2016 1st quarter;;
1226;77 Renting and leasing of tangible goods;2016 2nd quarter;;
1227;77 Renting and leasing of tangible goods;2016 3rd quarter;;
1228;77 Renting and leasing of tangible goods;2016 4th quarter;;
1229;77 Renting and leasing of tangible goods;2016;;
1230;77 Renting and leasing of tangible goods;2017 1st quarter;;
1231;77 Renting and leasing of tangible goods;2017 2nd quarter;;
1232;77 Renting and leasing of tangible goods;2017 3rd quarter;;
1233;77 Renting and leasing of tangible goods;2017 4th quarter;;
1234;77 Renting and leasing of tangible goods;2017;;
1235;78 Employment activities;2005 1st quarter;59.8;
1236;78 Employment activities;2005 2nd quarter;69.3;
1237;78 Employment activities;2005 3rd quarter;72.6;
1238;78 Employment activities;2005 4th quarter;78.5;
1239;78 Employment activities;2005;70.1;
1240;78 Employment activities;2006 1st quarter;75.1;25.5
1241;78 Employment activities;2006 2nd quarter;85.3;23.0
1242;78 Employment activities;2006 3rd quarter;91.2;25.6
1243;78 Employment activities;2006 4th quarter;98.8;26.0
1244;78 Employment activities;2006;87.6;25.0
1245;78 Employment activities;2007 1st quarter;95.2;26.8
1246;78 Employment activities;2007 2nd quarter;105.3;23.4
1247;78 Employment activities;2007 3rd quarter;110.0;20.6
1248;78 Employment activities;2007 4th quarter;117.8;19.1
1249;78 Employment activities;2007;107.0;22.2
1250;78 Employment activities;2008 1st quarter;109.6;15.1
1251;78 Employment activities;2008 2nd quarter;119.9;13.9
1252;78 Employment activities;2008 3rd quarter;119.3;8.4
1253;78 Employment activities;2008 4th quarter;122.0;3.6
1254;78 Employment activities;2008;117.7;9.9
1255;78 Employment activities;2009 1st quarter;106.2;-3.1
1256;78 Employment activities;2009 2nd quarter;104.3;-13.0
1257;78 Employment activities;2009 3rd quarter;104.0;-12.8
1258;78 Employment activities;2009 4th quarter;103.7;-15.0
1259;78 Employment activities;2009;104.5;-11.2
1260;78 Employment activities;2010 1st quarter;90.2;-15.1
1261;78 Employment activities;2010 2nd quarter;98.5;-5.5
1262;78 Employment activities;2010 3rd quarter;103.3;-0.7
1263;78 Employment activities;2010 4th quarter;108.0;4.2
1264;78 Employment activities;2010;100.0;-4.3
1265;78 Employment activities;2011 1st quarter;98.7;9.5
1266;78 Employment activities;2011 2nd quarter;108.9;10.6
1267;78 Employment activities;2011 3rd quarter;108.9;5.4
1268;78 Employment activities;2011 4th quarter;111.9;3.6
1269;78 Employment activities;2011;107.1;7.1
1270;78 Employment activities;2012 1st quarter;99.3;0.6
1271;78 Employment activities;2012 2nd quarter;105.8;-2.9
1272;78 Employment activities;2012 3rd quarter;105.6;-3.0
1273;78 Employment activities;2012 4th quarter;108.0;-3.4
1274;78 Employment activities;2012;104.7;-2.3
1275;78 Employment activities;2013 1st quarter;95.4;-3.9
1276;78 Employment activities;2013 2nd quarter;104.3;-1.4
1277;78 Employment activities;2013 3rd quarter;107.7;2.0
1278;78 Employment activities;2013 4th quarter;112.5;4.2
1279;78 Employment activities;2013;105.0;0.3
1280;78 Employment activities;2014 1st quarter;100.1;4.9
1281;78 Employment activities;2014 2nd quarter;110.0;5.5
1282;78 Employment activities;2014 3rd quarter;113.8;5.6
1283;78 Employment activities;2014 4th quarter;119.0;5.8
1284;78 Employment activities;2014;110.7;5.5
1285;78 Employment activities;2015 1st quarter;108.1;8.0
1286;78 Employment activities;2015 2nd quarter;120.2;9.3
1287;78 Employment activities;2015 3rd quarter;126.1;10.8
1288;78 Employment activities;2015 4th quarter;135.9;14.2
1289;78 Employment activities;2015;122.6;10.7
1290;78 Employment activities;2016 1st quarter;118.9;10.0
1291;78 Employment activities;2016 2nd quarter;130.4;8.5
1292;78 Employment activities;2016 3rd quarter;133.6;6.0
1293;78 Employment activities;2016 4th quarter;142.1;4.6
1294;78 Employment activities;2016;131.3;7.1
1295;78 Employment activities;2017 1st quarter;126.0;6.0
1296;78 Employment activities;2017 2nd quarter;138.7;6.4
1297;78 Employment activities;2017 3rd quarter;142.0;6.2
1298;78 Employment activities;2017 4th quarter;152.1;7.0
1299;78 Employment activities;2017;139.7;6.4
1300;79 Travel agencies, tour operators etc;2005 1st quarter;68.6;
1301;79 Travel agencies, tour operators etc;2005 2nd quarter;79.6;
1302;79 Travel agencies, tour operators etc;2005 3rd quarter;108.4;
1303;79 Travel agencies, tour operators etc;2005 4th quarter;68.9;
1304;79 Travel agencies, tour operators etc;2005;81.4;
1305;79 Travel agencies, tour operators etc;2006 1st quarter;76.8;12.0
1306;79 Travel agencies, tour operators etc;2006 2nd quarter;86.3;8.4
1307;79 Travel agencies, tour operators etc;2006 3rd quarter;121.1;11.7
1308;79 Travel agencies, tour operators etc;2006 4th quarter;77.8;12.9
1309;79 Travel agencies, tour operators etc;2006;90.5;11.2
1310;79 Travel agencies, tour operators etc;2007 1st quarter;86.1;12.1
1311;79 Travel agencies, tour operators etc;2007 2nd quarter;87.7;1.6
1312;79 Travel agencies, tour operators etc;2007 3rd quarter;118.9;-1.8
1313;79 Travel agencies, tour operators etc;2007 4th quarter;79.6;2.4
1314;79 Travel agencies, tour operators etc;2007;93.1;2.9
1315;79 Travel agencies, tour operators etc;2008 1st quarter;88.8;3.2
1316;79 Travel agencies, tour operators etc;2008 2nd quarter;86.9;-0.9
1317;79 Travel agencies, tour operators etc;2008 3rd quarter;119.1;0.1
1318;79 Travel agencies, tour operators etc;2008 4th quarter;79.0;-0.8
1319;79 Travel agencies, tour operators etc;2008;93.5;0.4
1320;79 Travel agencies, tour operators etc;2009 1st quarter;82.7;-6.8
1321;79 Travel agencies, tour operators etc;2009 2nd quarter;84.7;-2.6
1322;79 Travel agencies, tour operators etc;2009 3rd quarter;120.8;1.5
1323;79 Travel agencies, tour operators etc;2009 4th quarter;78.1;-1.2
1324;79 Travel agencies, tour operators etc;2009;91.6;-2.0
1325;79 Travel agencies, tour operators etc;2010 1st quarter;85.3;3.1
1326;79 Travel agencies, tour operators etc;2010 2nd quarter;91.0;7.5
1327;79 Travel agencies, tour operators etc;2010 3rd quarter;137.1;13.5
1328;79 Travel agencies, tour operators etc;2010 4th quarter;86.5;10.8
1329;79 Travel agencies, tour operators etc;2010;100.0;9.2
1330;79 Travel agencies, tour operators etc;2011 1st quarter;88.8;4.0
1331;79 Travel agencies, tour operators etc;2011 2nd quarter;103.2;13.3
1332;79 Travel agencies, tour operators etc;2011 3rd quarter;148.1;8.0
1333;79 Travel agencies, tour operators etc;2011 4th quarter;96.1;11.1
1334;79 Travel agencies, tour operators etc;2011;109.0;9.0
1335;79 Travel agencies, tour operators etc;2012 1st quarter;99.8;12.5
1336;79 Travel agencies, tour operators etc;2012 2nd quarter;124.5;20.7
1337;79 Travel agencies, tour operators etc;2012 3rd quarter;178.4;20.5
1338;79 Travel agencies, tour operators etc;2012 4th quarter;107.7;12.1
1339;79 Travel agencies, tour operators etc;2012;127.6;17.1
1340;79 Travel agencies, tour operators etc;2013 1st quarter;107.3;7.5
1341;79 Travel agencies, tour operators etc;2013 2nd quarter;133.4;7.1
1342;79 Travel agencies, tour operators etc;2013 3rd quarter;165.6;-7.1
1343;79 Travel agencies, tour operators etc;2013 4th quarter;100.1;-7.1
1344;79 Travel agencies, tour operators etc;2013;126.6;-0.8
1345;79 Travel agencies, tour operators etc;2014 1st quarter;103.1;-3.9
1346;79 Travel agencies, tour operators etc;2014 2nd quarter;134.5;0.8
1347;79 Travel agencies, tour operators etc;2014 3rd quarter;186.2;12.4
1348;79 Travel agencies, tour operators etc;2014 4th quarter;114.6;14.5
1349;79 Travel agencies, tour operators etc;2014;134.6;6.3
1350;79 Travel agencies, tour operators etc;2015 1st quarter;117.7;14.2
1351;79 Travel agencies, tour operators etc;2015 2nd quarter;161.1;19.8
1352;79 Travel agencies, tour operators etc;2015 3rd quarter;228.3;22.6
1353;79 Travel agencies, tour operators etc;2015 4th quarter;145.5;26.9
1354;79 Travel agencies, tour operators etc;2015;163.2;21.2
1355;79 Travel agencies, tour operators etc;2016 1st quarter;152.5;29.5
1356;79 Travel agencies, tour operators etc;2016 2nd quarter;186.3;15.6
1357;79 Travel agencies, tour operators etc;2016 3rd quarter;266.5;16.7
1358;79 Travel agencies, tour operators etc;2016 4th quarter;177.3;21.9
1359;79 Travel agencies, tour operators etc;2016;195.6;19.9
1360;79 Travel agencies, tour operators etc;2017 1st quarter;182.3;19.5
1361;79 Travel agencies, tour operators etc;2017 2nd quarter;214.8;15.3
1362;79 Travel agencies, tour operators etc;2017 3rd quarter;288.8;8.4
1363;79 Travel agencies, tour operators etc;2017 4th quarter;179.7;1.4
1364;79 Travel agencies, tour operators etc;2017;216.4;10.6
1365;7912 Tour operators;2005 1st quarter;61.4;
1366;7912 Tour operators;2005 2nd quarter;68.3;
1367;7912 Tour operators;2005 3rd quarter;106.2;
1368;7912 Tour operators;2005 4th quarter;58.9;
1369;7912 Tour operators;2005;73.7;
1370;7912 Tour operators;2006 1st quarter;70.1;14.1
1371;7912 Tour operators;2006 2nd quarter;79.9;17.0
1372;7912 Tour operators;2006 3rd quarter;129.6;22.0
1373;7912 Tour operators;2006 4th quarter;73.0;23.9
1374;7912 Tour operators;2006;88.2;19.6
1375;7912 Tour operators;2007 1st quarter;79.8;13.8
1376;7912 Tour operators;2007 2nd quarter;83.8;4.9
1377;7912 Tour operators;2007 3rd quarter;137.1;5.8
1378;7912 Tour operators;2007 4th quarter;76.9;5.3
1379;7912 Tour operators;2007;94.4;7.1
1380;7912 Tour operators;2008 1st quarter;94.4;18.4
1381;7912 Tour operators;2008 2nd quarter;87.7;4.7
1382;7912 Tour operators;2008 3rd quarter;133.1;-2.9
1383;7912 Tour operators;2008 4th quarter;72.4;-5.9
1384;7912 Tour operators;2008;96.9;2.7
1385;7912 Tour operators;2009 1st quarter;83.1;-12.0
1386;7912 Tour operators;2009 2nd quarter;86.0;-1.9
1387;7912 Tour operators;2009 3rd quarter;137.7;3.4
1388;7912 Tour operators;2009 4th quarter;72.1;-0.5
1389;7912 Tour operators;2009;94.7;-2.3
1390;7912 Tour operators;2010 1st quarter;84.4;1.6
1391;7912 Tour operators;2010 2nd quarter;88.4;2.8
1392;7912 Tour operators;2010 3rd quarter;152.3;10.6
1393;7912 Tour operators;2010 4th quarter;74.9;4.0
1394;7912 Tour operators;2010;100.0;5.6
1395;7912 Tour operators;2011 1st quarter;82.2;-2.5
1396;7912 Tour operators;2011 2nd quarter;96.9;9.5
1397;7912 Tour operators;2011 3rd quarter;146.9;-3.5
1398;7912 Tour operators;2011 4th quarter;72.7;-2.9
1399;7912 Tour operators;2011;99.7;-0.3
1400;7912 Tour operators;2012 1st quarter;81.4;-1.0
1401;7912 Tour operators;2012 2nd quarter;97.7;0.8
1402;7912 Tour operators;2012 3rd quarter;158.0;7.5
1403;7912 Tour operators;2012 4th quarter;78.1;7.3
1404;7912 Tour operators;2012;103.8;4.1
1405;7912 Tour operators;2013 1st quarter;78.1;-4.0
1406;7912 Tour operators;2013 2nd quarter;102.0;4.4
1407;7912 Tour operators;2013 3rd quarter;120.3;-23.8
1408;7912 Tour operators;2013 4th quarter;59.1;-24.3
1409;7912 Tour operators;2013;89.9;-13.4
1410;7912 Tour operators;2014 1st quarter;59.3;-24.1
1411;7912 Tour operators;2014 2nd quarter;83.6;-18.0
1412;7912 Tour operators;2014 3rd quarter;123.7;2.8
1413;7912 Tour operators;2014 4th quarter;64.3;8.7
1414;7912 Tour operators;2014;82.7;-8.0
1415;7912 Tour operators;2015 1st quarter;59.5;0.5
1416;7912 Tour operators;2015 2nd quarter;89.0;6.5
1417;7912 Tour operators;2015 3rd quarter;124.3;0.5
1418;7912 Tour operators;2015 4th quarter;67.2;4.5
1419;7912 Tour operators;2015;85.0;2.8
1420;7912 Tour operators;2016 1st quarter;61.2;2.7
1421;7912 Tour operators;2016 2nd quarter;83.4;-6.3
1422;7912 Tour operators;2016 3rd quarter;122.2;-1.7
1423;7912 Tour operators;2016 4th quarter;69.7;3.7
1424;7912 Tour operators;2016;84.1;-1.1
1425;7912 Tour operators;2017 1st quarter;65.5;7.2
1426;7912 Tour operators;2017 2nd quarter;88.7;6.4
1427;7912 Tour operators;2017 3rd quarter;137.0;12.1
1428;7912 Tour operators;2017 4th quarter;65.1;-6.5
1429;7912 Tour operators;2017;89.1;5.9
1430;80 Security and investigation;2005 1st quarter;74.5;
1431;80 Security and investigation;2005 2nd quarter;78.8;
1432;80 Security and investigation;2005 3rd quarter;78.9;
1433;80 Security and investigation;2005 4th quarter;86.0;
1434;80 Security and investigation;2005;79.6;
1435;80 Security and investigation;2006 1st quarter;82.6;10.9
1436;80 Security and investigation;2006 2nd quarter;85.4;8.4
1437;80 Security and investigation;2006 3rd quarter;85.3;8.0
1438;80 Security and investigation;2006 4th quarter;92.3;7.4
1439;80 Security and investigation;2006;86.4;8.6
1440;80 Security and investigation;2007 1st quarter;86.5;4.7
1441;80 Security and investigation;2007 2nd quarter;87.6;2.5
1442;80 Security and investigation;2007 3rd quarter;90.1;5.6
1443;80 Security and investigation;2007 4th quarter;95.6;3.5
1444;80 Security and investigation;2007;89.9;4.1
1445;80 Security and investigation;2008 1st quarter;96.4;11.5
1446;80 Security and investigation;2008 2nd quarter;98.4;12.4
1447;80 Security and investigation;2008 3rd quarter;99.4;10.4
1448;80 Security and investigation;2008 4th quarter;104.4;9.3
1449;80 Security and investigation;2008;99.6;10.8
1450;80 Security and investigation;2009 1st quarter;101.5;5.3
1451;80 Security and investigation;2009 2nd quarter;101.5;3.1
1452;80 Security and investigation;2009 3rd quarter;99.8;0.4
1453;80 Security and investigation;2009 4th quarter;105.0;0.6
1454;80 Security and investigation;2009;101.9;2.3
1455;80 Security and investigation;2010 1st quarter;96.8;-4.6
1456;80 Security and investigation;2010 2nd quarter;100.1;-1.3
1457;80 Security and investigation;2010 3rd quarter;99.4;-0.3
1458;80 Security and investigation;2010 4th quarter;103.6;-1.3
1459;80 Security and investigation;2010;100.0;-1.9
1460;80 Security and investigation;2011 1st quarter;100.6;3.9
1461;80 Security and investigation;2011 2nd quarter;101.4;1.2
1462;80 Security and investigation;2011 3rd quarter;101.1;1.6
1463;80 Security and investigation;2011 4th quarter;106.8;3.1
1464;80 Security and investigation;2011;102.5;2.5
1465;80 Security and investigation;2012 1st quarter;102.3;1.7
1466;80 Security and investigation;2012 2nd quarter;102.5;1.1
1467;80 Security and investigation;2012 3rd quarter;104.2;3.1
1468;80 Security and investigation;2012 4th quarter;109.6;2.6
1469;80 Security and investigation;2012;104.7;2.1
1470;80 Security and investigation;2013 1st quarter;103.9;1.6
