ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
2228;Provincie Zeeland;Winkelen, boodschappen doen;1999/2000;;;0.62;3.42;7.86
2229;Provincie Zeeland;Winkelen, boodschappen doen;2000/2001;;;0.63;3.47;7.95
2230;Provincie Zeeland;Winkelen, boodschappen doen;2001/2002;;;0.63;3.52;7.85
2231;Provincie Zeeland;Winkelen, boodschappen doen;2002/2003;;;0.63;3.83;8.27
2232;Provincie Zeeland;Onderwijs, cursus volgen;1995/1996;;;0.27;1.75;4.73
2233;Provincie Zeeland;Onderwijs, cursus volgen;1996/1997;;;0.27;1.84;4.87
2234;Provincie Zeeland;Onderwijs, cursus volgen;1997/1998;;;0.28;1.79;4.87
2235;Provincie Zeeland;Onderwijs, cursus volgen;1998/1999;;;0.3;1.97;5.04
2236;Provincie Zeeland;Onderwijs, cursus volgen;1999/2000;;;0.3;2.06;4.95
2237;Provincie Zeeland;Onderwijs, cursus volgen;2000/2001;;;0.27;2.16;4.84
2238;Provincie Zeeland;Onderwijs, cursus volgen;2001/2002;;;0.26;2.28;4.98
2239;Provincie Zeeland;Onderwijs, cursus volgen;2002/2003;;;0.27;2.02;4.49
2240;Provincie Zeeland;Visite, logeren;1995/1996;;;0.48;6.89;9.85
2241;Provincie Zeeland;Visite, logeren;1996/1997;;;0.46;5.95;8.91
2242;Provincie Zeeland;Visite, logeren;1997/1998;;;0.45;6.93;9.5
2243;Provincie Zeeland;Visite, logeren;1998/1999;;;0.44;6.42;8.73
2244;Provincie Zeeland;Visite, logeren;1999/2000;;;0.47;5.3;7.8
2245;Provincie Zeeland;Visite, logeren;2000/2001;;;0.48;5.95;8.84
2246;Provincie Zeeland;Visite, logeren;2001/2002;;;0.46;6.5;9.47
2247;Provincie Zeeland;Visite, logeren;2002/2003;;;0.45;6.23;8.95
2248;Provincie Zeeland;Toeren, wandelen;1995/1996;;;;;
2249;Provincie Zeeland;Toeren, wandelen;1996/1997;;;;;
2250;Provincie Zeeland;Toeren, wandelen;1997/1998;;;;;
2251;Provincie Zeeland;Toeren, wandelen;1998/1999;;;;;
2252;Provincie Zeeland;Toeren, wandelen;1999/2000;;;0.3;2.42;8.52
2253;Provincie Zeeland;Toeren, wandelen;2000/2001;;;0.27;2.15;8.07
2254;Provincie Zeeland;Toeren, wandelen;2001/2002;;;0.26;1.87;7.45
2255;Provincie Zeeland;Toeren, wandelen;2002/2003;;;0.25;2.11;7.87
2256;Provincie Zeeland;Sociaal recreatief overig;1995/1996;;;;;
2257;Provincie Zeeland;Sociaal recreatief overig;1996/1997;;;;;
2258;Provincie Zeeland;Sociaal recreatief overig;1997/1998;;;;;
2259;Provincie Zeeland;Sociaal recreatief overig;1998/1999;;;;;
2260;Provincie Zeeland;Sociaal recreatief overig;1999/2000;;;0.45;3.44;6.61
2261;Provincie Zeeland;Sociaal recreatief overig;2000/2001;;;0.41;3.02;5.79
2262;Provincie Zeeland;Sociaal recreatief overig;2001/2002;;;0.39;3.49;5.99
2263;Provincie Zeeland;Sociaal recreatief overig;2002/2003;;;0.41;3.61;6.43
2264;Provincie Zeeland;Recreatief;1995/1996;;;0.68;5.32;14.58
2265;Provincie Zeeland;Recreatief;1996/1997;;;0.67;5.95;15.5
2266;Provincie Zeeland;Recreatief;1997/1998;;;0.66;6.15;15.59
2267;Provincie Zeeland;Recreatief;1998/1999;;;0.7;5.92;14.94
2268;Provincie Zeeland;Recreatief;1999/2000;;;0.74;5.86;15.12
2269;Provincie Zeeland;Recreatief;2000/2001;;;0.68;5.17;13.86
2270;Provincie Zeeland;Recreatief;2001/2002;;;0.65;5.36;13.44
2271;Provincie Zeeland;Recreatief;2002/2003;;;0.66;5.71;14.3
2272;Provincie Zeeland;Overige motieven;1995/1996;;;0.46;3.41;6.69
2273;Provincie Zeeland;Overige motieven;1996/1997;;;0.44;3.42;6.79
2274;Provincie Zeeland;Overige motieven;1997/1998;;;0.46;3.79;6.79
2275;Provincie Zeeland;Overige motieven;1998/1999;;;0.5;4.26;7.28
2276;Provincie Zeeland;Overige motieven;1999/2000;;;0.35;3.22;5.42
2277;Provincie Zeeland;Overige motieven;2000/2001;;;0.33;3.09;5.04
2278;Provincie Zeeland;Overige motieven;2001/2002;;;0.3;2.56;4.21
2279;Provincie Zeeland;Overige motieven;2002/2003;;;0.28;2.63;4.03
2280;Provincie Noord-Brabant;1;1995/1996;2290424.0;51463.0;3.19;31.27;59.4
2281;Provincie Noord-Brabant;1;1996/1997;2304094.0;47119.0;3.19;32.01;60.42
2282;Provincie Noord-Brabant;1;1997/1998;2319262.0;45643.0;3.16;31.85;60.29
2283;Provincie Noord-Brabant;1;1998/1999;2337709.0;45353.0;3.18;31.87;60.04
2284;Provincie Noord-Brabant;1;1999/2000;2356004.0;45291.0;3.2;32.6;60.25
2285;Provincie Noord-Brabant;1;2000/2001;2375116.0;42852.0;3.14;32.13;59.11
2286;Provincie Noord-Brabant;1;2001/2002;2391123.0;35712.0;3.13;31.74;58.6
2287;Provincie Noord-Brabant;1;2002/2003;2400198.0;27691.0;3.16;32.22;58.9
2288;Provincie Noord-Brabant;2;1995/1996;;;1.06;15.59;21.65
2289;Provincie Noord-Brabant;2;1996/1997;;;1.08;16.13;22.45
2290;Provincie Noord-Brabant;2;1997/1998;;;1.08;16.0;22.36
2291;Provincie Noord-Brabant;2;1998/1999;;;1.11;16.16;22.69
2292;Provincie Noord-Brabant;2;1999/2000;;;1.12;16.73;23.08
2293;Provincie Noord-Brabant;2;2000/2001;;;1.11;16.76;22.94
2294;Provincie Noord-Brabant;2;2001/2002;;;1.12;16.6;22.9
2295;Provincie Noord-Brabant;2;2002/2003;;;1.13;16.83;22.93
2296;Provincie Noord-Brabant;3;1995/1996;;;0.57;8.68;11.78
2297;Provincie Noord-Brabant;3;1996/1997;;;0.57;8.73;11.85
2298;Provincie Noord-Brabant;3;1997/1998;;;0.56;8.5;11.84
2299;Provincie Noord-Brabant;3;1998/1999;;;0.58;8.76;12.32
2300;Provincie Noord-Brabant;3;1999/2000;;;0.58;9.02;12.37
2301;Provincie Noord-Brabant;3;2000/2001;;;0.56;8.34;11.42
2302;Provincie Noord-Brabant;3;2001/2002;;;0.55;8.22;11.22
2303;Provincie Noord-Brabant;3;2002/2003;;;0.55;8.53;11.4
2304;Provincie Noord-Brabant;4;1995/1996;;;0.04;1.86;3.01
2305;Provincie Noord-Brabant;4;1996/1997;;;0.04;2.04;3.32
2306;Provincie Noord-Brabant;4;1997/1998;;;0.04;2.11;3.37
2307;Provincie Noord-Brabant;4;1998/1999;;;0.04;2.04;3.2
2308;Provincie Noord-Brabant;4;1999/2000;;;0.04;2.14;3.23
2309;Provincie Noord-Brabant;4;2000/2001;;;0.04;2.26;3.47
2310;Provincie Noord-Brabant;4;2001/2002;;;0.04;2.22;3.45
2311;Provincie Noord-Brabant;4;2002/2003;;;0.04;2.18;3.3
2312;Provincie Noord-Brabant;5;1995/1996;;;0.05;0.89;2.11
2313;Provincie Noord-Brabant;5;1996/1997;;;0.05;0.9;2.12
2314;Provincie Noord-Brabant;5;1997/1998;;;0.05;0.95;2.25
2315;Provincie Noord-Brabant;5;1998/1999;;;0.04;0.84;1.95
2316;Provincie Noord-Brabant;5;1999/2000;;;0.04;0.76;1.61
2317;Provincie Noord-Brabant;5;2000/2001;;;0.04;0.81;1.66
2318;Provincie Noord-Brabant;5;2001/2002;;;0.04;0.78;1.64
2319;Provincie Noord-Brabant;5;2002/2003;;;0.03;0.69;1.51
2320;Provincie Noord-Brabant;6;1995/1996;;;0.03;0.2;0.52
2321;Provincie Noord-Brabant;6;1996/1997;;;0.04;0.22;0.55
2322;Provincie Noord-Brabant;6;1997/1998;;;0.03;0.22;0.51
2323;Provincie Noord-Brabant;6;1998/1999;;;0.03;0.2;0.52
2324;Provincie Noord-Brabant;6;1999/2000;;;0.03;0.21;0.56
2325;Provincie Noord-Brabant;6;2000/2001;;;0.03;0.2;0.52
2326;Provincie Noord-Brabant;6;2001/2002;;;0.03;0.19;0.49
2327;Provincie Noord-Brabant;6;2002/2003;;;0.03;0.18;0.44
2328;Provincie Noord-Brabant;7;1995/1996;;;0.8;2.53;11.4
2329;Provincie Noord-Brabant;7;1996/1997;;;0.79;2.52;11.46
2330;Provincie Noord-Brabant;7;1997/1998;;;0.78;2.55;11.47
2331;Provincie Noord-Brabant;7;1998/1999;;;0.78;2.46;11.26
2332;Provincie Noord-Brabant;7;1999/2000;;;0.78;2.43;11.41
2333;Provincie Noord-Brabant;7;2000/2001;;;0.77;2.39;11.03
2334;Provincie Noord-Brabant;7;2001/2002;;;0.76;2.36;10.93
2335;Provincie Noord-Brabant;7;2002/2003;;;0.77;2.45;11.34
2336;Provincie Noord-Brabant;8;1995/1996;;;0.6;0.58;7.37
2337;Provincie Noord-Brabant;8;1996/1997;;;0.58;0.57;7.16
2338;Provincie Noord-Brabant;8;1997/1998;;;0.57;0.55;6.91
2339;Provincie Noord-Brabant;8;1998/1999;;;0.56;0.52;6.61
2340;Provincie Noord-Brabant;8;1999/2000;;;0.57;0.52;6.61
2341;Provincie Noord-Brabant;8;2000/2001;;;0.56;0.52;6.61
2342;Provincie Noord-Brabant;8;2001/2002;;;0.55;0.53;6.54
2343;Provincie Noord-Brabant;8;2002/2003;;;0.55;0.52;6.52
2344;Provincie Noord-Brabant;9;1995/1996;;;0.04;0.94;1.56
2345;Provincie Noord-Brabant;9;1996/1997;;;0.04;0.89;1.5
2346;Provincie Noord-Brabant;9;1997/1998;;;0.04;0.98;1.6
2347;Provincie Noord-Brabant;9;1998/1999;;;0.04;0.89;1.49
2348;Provincie Noord-Brabant;9;1999/2000;;;0.04;0.78;1.38
2349;Provincie Noord-Brabant;9;2000/2001;;;0.04;0.86;1.45
2350;Provincie Noord-Brabant;9;2001/2002;;;0.05;0.84;1.45
2351;Provincie Noord-Brabant;9;2002/2003;;;0.05;0.84;1.46
2352;Provincie Noord-Brabant;Van en naar het werk;1995/1996;;;0.5;7.47;11.09
2353;Provincie Noord-Brabant;Van en naar het werk;1996/1997;;;0.51;7.73;11.5
2354;Provincie Noord-Brabant;Van en naar het werk;1997/1998;;;0.52;7.99;11.92
2355;Provincie Noord-Brabant;Van en naar het werk;1998/1999;;;0.52;8.12;12.11
2356;Provincie Noord-Brabant;Van en naar het werk;1999/2000;;;0.51;8.14;12.13
2357;Provincie Noord-Brabant;Van en naar het werk;2000/2001;;;0.5;8.08;12.06
2358;Provincie Noord-Brabant;Van en naar het werk;2001/2002;;;0.51;8.05;11.98
2359;Provincie Noord-Brabant;Van en naar het werk;2002/2003;;;0.51;8.03;11.86
2360;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.45;4.46
2361;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;3.44;4.48
2362;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;3.43;4.32
2363;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;1998/1999;;;0.11;3.24;4.18
2364;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;3.19;4.25
2365;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;2000/2001;;;0.1;3.09;4.08
2366;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;2001/2002;;;0.1;3.15;4.02
2367;Provincie Noord-Brabant;Zakelijk bezoek in werksfeer;2002/2003;;;0.1;3.3;4.08
2368;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;1995/1996;;;;;
2369;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;1996/1997;;;;;
2370;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;1997/1998;;;;;
2371;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;1998/1999;;;;;
2372;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;1999/2000;;;0.15;1.16;2.19
2373;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;2000/2001;;;0.14;1.06;2.03
2374;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;2001/2002;;;0.14;0.82;1.8
2375;Provincie Noord-Brabant;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;1.01;2.05
2376;Provincie Noord-Brabant;Winkelen, boodschappen doen;1995/1996;;;0.66;3.13;8.36
2377;Provincie Noord-Brabant;Winkelen, boodschappen doen;1996/1997;;;0.66;3.2;8.39
2378;Provincie Noord-Brabant;Winkelen, boodschappen doen;1997/1998;;;0.65;3.26;8.41
2379;Provincie Noord-Brabant;Winkelen, boodschappen doen;1998/1999;;;0.65;3.2;8.27
2380;Provincie Noord-Brabant;Winkelen, boodschappen doen;1999/2000;;;0.64;3.01;7.91
2381;Provincie Noord-Brabant;Winkelen, boodschappen doen;2000/2001;;;0.63;2.93;7.65
2382;Provincie Noord-Brabant;Winkelen, boodschappen doen;2001/2002;;;0.63;2.99;7.64
2383;Provincie Noord-Brabant;Winkelen, boodschappen doen;2002/2003;;;0.63;3.05;7.61
2384;Provincie Noord-Brabant;Onderwijs, cursus volgen;1995/1996;;;0.29;1.64;4.93
2385;Provincie Noord-Brabant;Onderwijs, cursus volgen;1996/1997;;;0.28;1.61;4.79
2386;Provincie Noord-Brabant;Onderwijs, cursus volgen;1997/1998;;;0.28;1.63;4.79
2387;Provincie Noord-Brabant;Onderwijs, cursus volgen;1998/1999;;;0.28;1.67;4.74
2388;Provincie Noord-Brabant;Onderwijs, cursus volgen;1999/2000;;;0.28;1.83;4.89
2389;Provincie Noord-Brabant;Onderwijs, cursus volgen;2000/2001;;;0.28;1.91;4.92
2390;Provincie Noord-Brabant;Onderwijs, cursus volgen;2001/2002;;;0.28;1.83;4.92
2391;Provincie Noord-Brabant;Onderwijs, cursus volgen;2002/2003;;;0.28;1.75;4.83
2392;Provincie Noord-Brabant;Visite, logeren;1995/1996;;;0.55;6.84;10.55
2393;Provincie Noord-Brabant;Visite, logeren;1996/1997;;;0.54;6.94;10.59
2394;Provincie Noord-Brabant;Visite, logeren;1997/1998;;;0.52;6.63;10.27
2395;Provincie Noord-Brabant;Visite, logeren;1998/1999;;;0.52;6.57;10.29
2396;Provincie Noord-Brabant;Visite, logeren;1999/2000;;;0.52;6.87;10.29
2397;Provincie Noord-Brabant;Visite, logeren;2000/2001;;;0.51;7.03;10.23
2398;Provincie Noord-Brabant;Visite, logeren;2001/2002;;;0.53;7.06;10.49
2399;Provincie Noord-Brabant;Visite, logeren;2002/2003;;;0.53;7.17;10.56
2400;Provincie Noord-Brabant;Toeren, wandelen;1995/1996;;;;;
2401;Provincie Noord-Brabant;Toeren, wandelen;1996/1997;;;;;
2402;Provincie Noord-Brabant;Toeren, wandelen;1997/1998;;;;;
2403;Provincie Noord-Brabant;Toeren, wandelen;1998/1999;;;;;
2404;Provincie Noord-Brabant;Toeren, wandelen;1999/2000;;;0.22;1.97;6.48
2405;Provincie Noord-Brabant;Toeren, wandelen;2000/2001;;;0.21;1.77;6.16
2406;Provincie Noord-Brabant;Toeren, wandelen;2001/2002;;;0.21;1.93;6.3
2407;Provincie Noord-Brabant;Toeren, wandelen;2002/2003;;;0.22;2.13;6.8
2408;Provincie Noord-Brabant;Sociaal recreatief overig;1995/1996;;;;;
2409;Provincie Noord-Brabant;Sociaal recreatief overig;1996/1997;;;;;
2410;Provincie Noord-Brabant;Sociaal recreatief overig;1997/1998;;;;;
2411;Provincie Noord-Brabant;Sociaal recreatief overig;1998/1999;;;;;
2412;Provincie Noord-Brabant;Sociaal recreatief overig;1999/2000;;;0.4;3.86;7.15
2413;Provincie Noord-Brabant;Sociaal recreatief overig;2000/2001;;;0.4;3.6;6.85
2414;Provincie Noord-Brabant;Sociaal recreatief overig;2001/2002;;;0.39;3.37;6.62
2415;Provincie Noord-Brabant;Sociaal recreatief overig;2002/2003;;;0.39;3.42;6.53
2416;Provincie Noord-Brabant;Recreatief;1995/1996;;;0.65;5.22;13.47
2417;Provincie Noord-Brabant;Recreatief;1996/1997;;;0.65;5.49;14.01
2418;Provincie Noord-Brabant;Recreatief;1997/1998;;;0.64;5.48;13.97
2419;Provincie Noord-Brabant;Recreatief;1998/1999;;;0.62;5.64;13.68
2420;Provincie Noord-Brabant;Recreatief;1999/2000;;;0.62;5.84;13.63
2421;Provincie Noord-Brabant;Recreatief;2000/2001;;;0.61;5.37;13.01
2422;Provincie Noord-Brabant;Recreatief;2001/2002;;;0.6;5.29;12.92
2423;Provincie Noord-Brabant;Recreatief;2002/2003;;;0.61;5.55;13.32
2424;Provincie Noord-Brabant;Overige motieven;1995/1996;;;0.43;3.54;6.55
2425;Provincie Noord-Brabant;Overige motieven;1996/1997;;;0.44;3.6;6.65
2426;Provincie Noord-Brabant;Overige motieven;1997/1998;;;0.44;3.41;6.61
2427;Provincie Noord-Brabant;Overige motieven;1998/1999;;;0.47;3.44;6.76
2428;Provincie Noord-Brabant;Overige motieven;1999/2000;;;0.36;2.57;4.96
2429;Provincie Noord-Brabant;Overige motieven;2000/2001;;;0.37;2.66;5.12
2430;Provincie Noord-Brabant;Overige motieven;2001/2002;;;0.35;2.54;4.83
2431;Provincie Noord-Brabant;Overige motieven;2002/2003;;;0.34;2.35;4.59
2432;Provincie Limburg;1;1995/1996;1133669.0;25411.0;3.06;26.28;56.78
2433;Provincie Limburg;1;1996/1997;1136199.0;23299.0;3.11;26.94;57.53
2434;Provincie Limburg;1;1997/1998;1137935.0;22226.0;3.13;27.07;57.52
2435;Provincie Limburg;1;1998/1999;1139302.0;22359.0;3.14;27.53;57.14
2436;Provincie Limburg;1;1999/2000;1141192.0;22968.0;3.12;27.19;56.27
2437;Provincie Limburg;1;2000/2001;1142679.0;21661.0;3.06;26.46;55.1
2438;Provincie Limburg;1;2001/2002;1143296.0;17725.0;3.03;26.96;54.51
2439;Provincie Limburg;1;2002/2003;1141889.0;13448.0;3.02;28.28;55.57
2440;Provincie Limburg;2;1995/1996;;;1.05;12.51;19.94
2441;Provincie Limburg;2;1996/1997;;;1.09;12.98;20.44
2442;Provincie Limburg;2;1997/1998;;;1.11;13.38;20.96
2443;Provincie Limburg;2;1998/1999;;;1.13;13.66;21.3
2444;Provincie Limburg;2;1999/2000;;;1.13;13.56;20.85
2445;Provincie Limburg;2;2000/2001;;;1.11;13.46;20.5
2446;Provincie Limburg;2;2001/2002;;;1.13;13.69;20.47
2447;Provincie Limburg;2;2002/2003;;;1.13;14.18;20.89
2448;Provincie Limburg;3;1995/1996;;;0.55;6.92;10.71
2449;Provincie Limburg;3;1996/1997;;;0.57;7.15;10.87
2450;Provincie Limburg;3;1997/1998;;;0.57;7.17;11.1
2451;Provincie Limburg;3;1998/1999;;;0.57;7.23;11.19
2452;Provincie Limburg;3;1999/2000;;;0.58;6.98;10.75
2453;Provincie Limburg;3;2000/2001;;;0.55;6.58;10.05
2454;Provincie Limburg;3;2001/2002;;;0.54;6.95;10.15
2455;Provincie Limburg;3;2002/2003;;;0.54;7.73;10.8
2456;Provincie Limburg;4;1995/1996;;;0.04;2.3;3.25
2457;Provincie Limburg;4;1996/1997;;;0.04;2.25;3.23
2458;Provincie Limburg;4;1997/1998;;;0.04;2.13;2.98
2459;Provincie Limburg;4;1998/1999;;;0.04;2.39;3.1
2460;Provincie Limburg;4;1999/2000;;;0.04;2.44;3.27
2461;Provincie Limburg;4;2000/2001;;;0.04;2.29;3.36
2462;Provincie Limburg;4;2001/2002;;;0.04;2.34;3.34
2463;Provincie Limburg;4;2002/2003;;;0.04;2.36;3.37
2464;Provincie Limburg;5;1995/1996;;;0.07;0.91;2.45
2465;Provincie Limburg;5;1996/1997;;;0.07;0.86;2.39
2466;Provincie Limburg;5;1997/1998;;;0.06;0.81;2.3
2467;Provincie Limburg;5;1998/1999;;;0.06;0.79;2.09
2468;Provincie Limburg;5;1999/2000;;;0.05;0.77;1.8
2469;Provincie Limburg;5;2000/2001;;;0.05;0.74;1.77
2470;Provincie Limburg;5;2001/2002;;;0.05;0.63;1.64
2471;Provincie Limburg;5;2002/2003;;;0.04;0.51;1.39
2472;Provincie Limburg;6;1995/1996;;;0.03;0.17;0.5
2473;Provincie Limburg;6;1996/1997;;;0.03;0.16;0.44
2474;Provincie Limburg;6;1997/1998;;;0.03;0.17;0.43
2475;Provincie Limburg;6;1998/1999;;;0.03;0.19;0.5
2476;Provincie Limburg;6;1999/2000;;;0.03;0.18;0.52
2477;Provincie Limburg;6;2000/2001;;;0.03;0.18;0.5
2478;Provincie Limburg;6;2001/2002;;;0.03;0.2;0.57
2479;Provincie Limburg;6;2002/2003;;;0.03;0.18;0.55
2480;Provincie Limburg;7;1995/1996;;;0.61;1.9;8.85
2481;Provincie Limburg;7;1996/1997;;;0.61;1.89;8.77
2482;Provincie Limburg;7;1997/1998;;;0.61;1.88;8.9
2483;Provincie Limburg;7;1998/1999;;;0.6;1.85;8.75
2484;Provincie Limburg;7;1999/2000;;;0.6;1.92;9.02
2485;Provincie Limburg;7;2000/2001;;;0.61;1.91;9.06
2486;Provincie Limburg;7;2001/2002;;;0.6;1.8;8.56
2487;Provincie Limburg;7;2002/2003;;;0.58;1.83;8.62
2488;Provincie Limburg;8;1995/1996;;;0.66;0.71;9.72
2489;Provincie Limburg;8;1996/1997;;;0.67;0.72;9.85
2490;Provincie Limburg;8;1997/1998;;;0.68;0.7;9.47
2491;Provincie Limburg;8;1998/1999;;;0.66;0.68;9.01
2492;Provincie Limburg;8;1999/2000;;;0.64;0.67;8.82
2493;Provincie Limburg;8;2000/2001;;;0.63;0.66;8.68
2494;Provincie Limburg;8;2001/2002;;;0.61;0.66;8.41
2495;Provincie Limburg;8;2002/2003;;;0.6;0.64;8.29
2496;Provincie Limburg;9;1995/1996;;;0.04;0.85;1.36
2497;Provincie Limburg;9;1996/1997;;;0.04;0.92;1.54
2498;Provincie Limburg;9;1997/1998;;;0.04;0.82;1.36
2499;Provincie Limburg;9;1998/1999;;;0.04;0.73;1.21
2500;Provincie Limburg;9;1999/2000;;;0.04;0.67;1.24
2501;Provincie Limburg;9;2000/2001;;;0.04;0.64;1.18
2502;Provincie Limburg;9;2001/2002;;;0.05;0.69;1.38
2503;Provincie Limburg;9;2002/2003;;;0.05;0.86;1.66
2504;Provincie Limburg;Van en naar het werk;1995/1996;;;0.48;5.54;9.73
2505;Provincie Limburg;Van en naar het werk;1996/1997;;;0.49;5.86;9.98
2506;Provincie Limburg;Van en naar het werk;1997/1998;;;0.5;6.23;10.31
2507;Provincie Limburg;Van en naar het werk;1998/1999;;;0.5;6.31;10.47
2508;Provincie Limburg;Van en naar het werk;1999/2000;;;0.5;6.34;10.5
2509;Provincie Limburg;Van en naar het werk;2000/2001;;;0.5;6.62;10.66
2510;Provincie Limburg;Van en naar het werk;2001/2002;;;0.5;6.68;10.64
2511;Provincie Limburg;Van en naar het werk;2002/2003;;;0.48;6.33;10.18
2512;Provincie Limburg;Zakelijk bezoek in werksfeer;1995/1996;;;0.1;2.64;3.79
2513;Provincie Limburg;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;2.8;3.98
2514;Provincie Limburg;Zakelijk bezoek in werksfeer;1997/1998;;;0.1;2.67;3.62
2515;Provincie Limburg;Zakelijk bezoek in werksfeer;1998/1999;;;0.1;2.62;3.53
2516;Provincie Limburg;Zakelijk bezoek in werksfeer;1999/2000;;;0.09;2.35;3.15
2517;Provincie Limburg;Zakelijk bezoek in werksfeer;2000/2001;;;0.09;2.2;2.99
2518;Provincie Limburg;Zakelijk bezoek in werksfeer;2001/2002;;;0.09;2.33;3.11
2519;Provincie Limburg;Zakelijk bezoek in werksfeer;2002/2003;;;0.09;2.56;3.31
2520;Provincie Limburg;Diensten/ persoonlijke verzorging;1995/1996;;;;;
2521;Provincie Limburg;Diensten/ persoonlijke verzorging;1996/1997;;;;;
2522;Provincie Limburg;Diensten/ persoonlijke verzorging;1997/1998;;;;;
2523;Provincie Limburg;Diensten/ persoonlijke verzorging;1998/1999;;;;;
2524;Provincie Limburg;Diensten/ persoonlijke verzorging;1999/2000;;;0.16;0.97;2.15
2525;Provincie Limburg;Diensten/ persoonlijke verzorging;2000/2001;;;0.15;0.9;2.05
2526;Provincie Limburg;Diensten/ persoonlijke verzorging;2001/2002;;;0.15;0.97;2.15
2527;Provincie Limburg;Diensten/ persoonlijke verzorging;2002/2003;;;0.17;1.12;2.35
2528;Provincie Limburg;Winkelen, boodschappen doen;1995/1996;;;0.62;2.99;8.36
2529;Provincie Limburg;Winkelen, boodschappen doen;1996/1997;;;0.63;3.08;8.54
2530;Provincie Limburg;Winkelen, boodschappen doen;1997/1998;;;0.64;3.15;8.65
2531;Provincie Limburg;Winkelen, boodschappen doen;1998/1999;;;0.64;3.08;8.44
2532;Provincie Limburg;Winkelen, boodschappen doen;1999/2000;;;0.63;2.88;8.18
2533;Provincie Limburg;Winkelen, boodschappen doen;2000/2001;;;0.62;2.88;7.94
2534;Provincie Limburg;Winkelen, boodschappen doen;2001/2002;;;0.62;3.08;7.97
2535;Provincie Limburg;Winkelen, boodschappen doen;2002/2003;;;0.62;3.22;8.12
2536;Provincie Limburg;Onderwijs, cursus volgen;1995/1996;;;0.27;1.46;4.42
2537;Provincie Limburg;Onderwijs, cursus volgen;1996/1997;;;0.26;1.42;4.33
2538;Provincie Limburg;Onderwijs, cursus volgen;1997/1998;;;0.25;1.43;4.29
2539;Provincie Limburg;Onderwijs, cursus volgen;1998/1999;;;0.25;1.62;4.42
2540;Provincie Limburg;Onderwijs, cursus volgen;1999/2000;;;0.26;1.75;4.53
2541;Provincie Limburg;Onderwijs, cursus volgen;2000/2001;;;0.26;1.68;4.49
2542;Provincie Limburg;Onderwijs, cursus volgen;2001/2002;;;0.26;1.67;4.39
2543;Provincie Limburg;Onderwijs, cursus volgen;2002/2003;;;0.26;1.85;4.66
2544;Provincie Limburg;Visite, logeren;1995/1996;;;0.53;5.63;9.64
2545;Provincie Limburg;Visite, logeren;1996/1997;;;0.54;5.75;9.83
2546;Provincie Limburg;Visite, logeren;1997/1998;;;0.54;5.63;9.76
2547;Provincie Limburg;Visite, logeren;1998/1999;;;0.52;5.67;9.52
2548;Provincie Limburg;Visite, logeren;1999/2000;;;0.51;5.59;9.11
2549;Provincie Limburg;Visite, logeren;2000/2001;;;0.5;5.3;8.83
2550;Provincie Limburg;Visite, logeren;2001/2002;;;0.51;5.64;9.03
2551;Provincie Limburg;Visite, logeren;2002/2003;;;0.49;6.1;9.07
2552;Provincie Limburg;Toeren, wandelen;1995/1996;;;;;
2553;Provincie Limburg;Toeren, wandelen;1996/1997;;;;;
2554;Provincie Limburg;Toeren, wandelen;1997/1998;;;;;
2555;Provincie Limburg;Toeren, wandelen;1998/1999;;;;;
2556;Provincie Limburg;Toeren, wandelen;1999/2000;;;0.24;1.9;7.43
2557;Provincie Limburg;Toeren, wandelen;2000/2001;;;0.23;1.85;7.5
2558;Provincie Limburg;Toeren, wandelen;2001/2002;;;0.23;1.89;7.33
2559;Provincie Limburg;Toeren, wandelen;2002/2003;;;0.23;2.06;7.61
2560;Provincie Limburg;Sociaal recreatief overig;1995/1996;;;;;
2561;Provincie Limburg;Sociaal recreatief overig;1996/1997;;;;;
2562;Provincie Limburg;Sociaal recreatief overig;1997/1998;;;;;
2563;Provincie Limburg;Sociaal recreatief overig;1998/1999;;;;;
2564;Provincie Limburg;Sociaal recreatief overig;1999/2000;;;0.4;3.12;6.56
2565;Provincie Limburg;Sociaal recreatief overig;2000/2001;;;0.39;3.1;6.4
2566;Provincie Limburg;Sociaal recreatief overig;2001/2002;;;0.38;2.92;6.05
