ID;GeslachtWerknemer;Dienstverband;CaoSector;Bedrijfsgrootte;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
11;Totaal;Totaal;Totaal;10 tot 100 werknemers;2009;1989.0;1509.0;18.41;2116.0;2068.0;28670.0;25390.0;3280.0;640.0;30.0;29.4;1348.0;1776.0
12;Totaal;Totaal;Totaal;100 werknemers of meer;2006;4377.0;3387.0;19.19;2163.0;2133.0;30120.0;25950.0;4170.0;290.0;29.5;29.1;1333.0;1723.0
13;Totaal;Totaal;Totaal;100 werknemers of meer;2007;4505.0;3498.0;19.76;2214.0;2182.0;31010.0;26570.0;4440.0;300.0;29.6;29.2;1325.0;1707.0
14;Totaal;Totaal;Totaal;100 werknemers of meer;2008;4847.0;3735.0;20.14;2235.0;2205.0;31340.0;26820.0;4510.0;360.0;29.3;28.9;1314.0;1705.0
15;Totaal;Totaal;Totaal;100 werknemers of meer;2009;4832.0;3692.0;20.63;2288.0;2261.0;32010.0;27450.0;4550.0;350.0;29.1;28.8;1315.0;1721.0
16;Totaal;Totaal;Particuliere bedrijven;Totaal;2006;5324.0;4031.0;17.99;2065.0;2021.0;28440.0;24780.0;3660.0;590.0;29.9;29.4;1348.0;1780.0
17;Totaal;Totaal;Particuliere bedrijven;Totaal;2007;5506.0;4182.0;18.47;2106.0;2060.0;29120.0;25270.0;3850.0;610.0;30.0;29.4;1338.0;1762.0
18;Totaal;Totaal;Particuliere bedrijven;Totaal;2008;5589.0;4249.0;19.09;2175.0;2130.0;30010.0;26100.0;3910.0;700.0;30.0;29.4;1339.0;1761.0
19;Totaal;Totaal;Particuliere bedrijven;Totaal;2009;5475.0;4131.0;19.64;2237.0;2198.0;30710.0;26850.0;3870.0;720.0;29.8;29.3;1343.0;1780.0
20;Totaal;Totaal;Particuliere bedrijven;Minder dan 10 werknemers;2006;1190.0;820.0;17.62;1805.0;1787.0;23670.0;21650.0;2010.0;770.0;26.7;26.5;1217.0;1764.0
21;Totaal;Totaal;Particuliere bedrijven;Minder dan 10 werknemers;2007;1203.0;829.0;18.04;1824.0;1805.0;23900.0;21890.0;2010.0;780.0;26.6;26.4;1201.0;1744.0
22;Totaal;Totaal;Particuliere bedrijven;Minder dan 10 werknemers;2008;973.0;702.0;19.62;2084.0;2066.0;27390.0;25010.0;2380.0;1030.0;27.9;27.7;1263.0;1751.0
23;Totaal;Totaal;Particuliere bedrijven;Minder dan 10 werknemers;2009;966.0;701.0;20.27;2181.0;2164.0;28520.0;26170.0;2350.0;1060.0;28.1;27.9;1281.0;1766.0
24;Totaal;Totaal;Particuliere bedrijven;10 tot 100 werknemers;2006;1717.0;1340.0;16.95;2033.0;1974.0;27590.0;24400.0;3190.0;580.0;31.1;30.4;1398.0;1791.0
25;Totaal;Totaal;Particuliere bedrijven;10 tot 100 werknemers;2007;1799.0;1407.0;17.39;2069.0;2008.0;28110.0;24830.0;3280.0;600.0;31.2;30.4;1385.0;1771.0
26;Totaal;Totaal;Particuliere bedrijven;10 tot 100 werknemers;2008;1880.0;1448.0;17.86;2082.0;2025.0;28210.0;24990.0;3230.0;670.0;30.5;29.8;1360.0;1767.0
27;Totaal;Totaal;Particuliere bedrijven;10 tot 100 werknemers;2009;1834.0;1401.0;18.33;2138.0;2086.0;28940.0;25650.0;3290.0;680.0;30.4;29.8;1365.0;1787.0
28;Totaal;Totaal;Particuliere bedrijven;100 werknemers of meer;2006;2418.0;1871.0;18.91;2216.0;2170.0;31390.0;26590.0;4800.0;510.0;30.6;30.0;1377.0;1779.0
29;Totaal;Totaal;Particuliere bedrijven;100 werknemers of meer;2007;2504.0;1946.0;19.44;2267.0;2219.0;32350.0;27200.0;5150.0;530.0;30.7;30.2;1370.0;1763.0
30;Totaal;Totaal;Particuliere bedrijven;100 werknemers of meer;2008;2736.0;2100.0;19.76;2270.0;2225.0;32170.0;27250.0;4930.0;610.0;30.3;29.7;1352.0;1761.0
31;Totaal;Totaal;Particuliere bedrijven;100 werknemers of meer;2009;2675.0;2029.0;20.33;2326.0;2286.0;32720.0;27910.0;4810.0;620.0;30.0;29.5;1350.0;1779.0
32;Totaal;Totaal;Gesubsidieerde instellingen;Totaal;2006;1207.0;847.0;17.2;1649.0;1641.0;22250.0;19790.0;2460.0;30.0;25.1;25.0;1145.0;1632.0
33;Totaal;Totaal;Gesubsidieerde instellingen;Totaal;2007;1237.0;874.0;17.64;1685.0;1677.0;22760.0;20220.0;2540.0;40.0;25.2;25.2;1141.0;1614.0
34;Totaal;Totaal;Gesubsidieerde instellingen;Totaal;2008;1264.0;902.0;18.2;1748.0;1739.0;23770.0;20970.0;2800.0;50.0;25.4;25.3;1146.0;1606.0
35;Totaal;Totaal;Gesubsidieerde instellingen;Totaal;2009;1305.0;926.0;18.48;1787.0;1780.0;24410.0;21450.0;2960.0;40.0;25.4;25.3;1156.0;1628.0
36;Totaal;Totaal;Gesubsidieerde instellingen;Minder dan 10 werknemers;2006;53.0;32.0;17.17;1389.0;1383.0;18330.0;16660.0;1670.0;160.0;21.3;21.2;966.0;1617.0
37;Totaal;Totaal;Gesubsidieerde instellingen;Minder dan 10 werknemers;2007;44.0;27.0;17.48;1455.0;1446.0;19210.0;17460.0;1760.0;200.0;22.0;21.9;993.0;1635.0
38;Totaal;Totaal;Gesubsidieerde instellingen;Minder dan 10 werknemers;2008;26.0;17.0;19.66;1725.0;1717.0;22980.0;20700.0;2280.0;380.0;23.2;23.1;1048.0;1653.0
39;Totaal;Totaal;Gesubsidieerde instellingen;Minder dan 10 werknemers;2009;30.0;20.0;20.42;1873.0;1866.0;24920.0;22480.0;2440.0;370.0;24.1;24.0;1097.0;1649.0
40;Totaal;Totaal;Gesubsidieerde instellingen;10 tot 100 werknemers;2006;126.0;85.0;17.35;1589.0;1579.0;21410.0;19060.0;2350.0;80.0;24.0;23.9;1093.0;1612.0
41;Totaal;Totaal;Gesubsidieerde instellingen;10 tot 100 werknemers;2007;139.0;94.0;17.68;1599.0;1589.0;21590.0;19190.0;2400.0;90.0;24.0;23.9;1079.0;1594.0
42;Totaal;Totaal;Gesubsidieerde instellingen;10 tot 100 werknemers;2008;110.0;76.0;18.4;1708.0;1696.0;23130.0;20500.0;2630.0;130.0;24.5;24.4;1106.0;1610.0
43;Totaal;Totaal;Gesubsidieerde instellingen;10 tot 100 werknemers;2009;113.0;77.0;18.62;1718.0;1707.0;23310.0;20620.0;2690.0;130.0;24.3;24.1;1100.0;1626.0
44;Totaal;Totaal;Gesubsidieerde instellingen;100 werknemers of meer;2006;1028.0;730.0;17.19;1670.0;1662.0;22550.0;20040.0;2510.0;20.0;25.4;25.3;1161.0;1635.0
45;Totaal;Totaal;Gesubsidieerde instellingen;100 werknemers of meer;2007;1054.0;753.0;17.64;1706.0;1698.0;23060.0;20480.0;2590.0;20.0;25.5;25.5;1155.0;1616.0
46;Totaal;Totaal;Gesubsidieerde instellingen;100 werknemers of meer;2008;1128.0;809.0;18.16;1752.0;1743.0;23850.0;21030.0;2830.0;30.0;25.5;25.4;1152.0;1605.0
47;Totaal;Totaal;Gesubsidieerde instellingen;100 werknemers of meer;2009;1162.0;830.0;18.42;1792.0;1785.0;24510.0;21500.0;3000.0;30.0;25.6;25.5;1162.0;1628.0
48;Totaal;Totaal;Overheid;Totaal;2006;1000.0;836.0;21.62;2535.0;2522.0;34740.0;30420.0;4320.0;10.0;30.8;30.7;1400.0;1675.0
49;Totaal;Totaal;Overheid;Totaal;2007;1015.0;847.0;22.44;2607.0;2592.0;35870.0;31280.0;4590.0;20.0;30.8;30.7;1386.0;1660.0
50;Totaal;Totaal;Overheid;Totaal;2008;1028.0;859.0;22.96;2670.0;2656.0;37280.0;32040.0;5240.0;20.0;30.7;30.5;1388.0;1661.0
51;Totaal;Totaal;Overheid;Totaal;2009;1038.0;866.0;23.51;2743.0;2729.0;38530.0;32910.0;5620.0;20.0;30.7;30.6;1393.0;1670.0
52;Totaal;Totaal;Overheid;Minder dan 10 werknemers;2006;3.0;2.0;20.3;1966.0;1956.0;26850.0;23590.0;3260.0;90.0;25.2;25.1;1156.0;1689.0
53;Totaal;Totaal;Overheid;Minder dan 10 werknemers;2007;8.0;6.0;19.73;2137.0;2128.0;29150.0;25640.0;3510.0;50.0;29.0;28.8;1294.0;1705.0
54;Totaal;Totaal;Overheid;Minder dan 10 werknemers;2008;2.0;1.0;22.3;2236.0;2224.0;31400.0;26830.0;4570.0;250.0;26.3;26.2;1197.0;1678.0
55;Totaal;Totaal;Overheid;Minder dan 10 werknemers;2009;1.0;1.0;24.02;2409.0;2400.0;33290.0;28900.0;4380.0;300.0;26.2;26.1;1199.0;1670.0
56;Totaal;Totaal;Overheid;10 tot 100 werknemers;2006;66.0;49.0;19.92;2090.0;2083.0;28630.0;25090.0;3540.0;20.0;27.2;27.1;1255.0;1697.0
57;Totaal;Totaal;Overheid;10 tot 100 werknemers;2007;59.0;44.0;20.61;2149.0;2141.0;29600.0;25780.0;3810.0;20.0;27.3;27.2;1247.0;1680.0
58;Totaal;Totaal;Overheid;10 tot 100 werknemers;2008;43.0;32.0;21.15;2180.0;2173.0;30440.0;26160.0;4280.0;40.0;27.2;27.1;1233.0;1661.0
59;Totaal;Totaal;Overheid;10 tot 100 werknemers;2009;42.0;31.0;21.73;2254.0;2246.0;31550.0;27050.0;4500.0;30.0;27.2;27.2;1240.0;1676.0
60;Totaal;Totaal;Overheid;100 werknemers of meer;2006;932.0;786.0;21.73;2568.0;2555.0;35200.0;30820.0;4380.0;10.0;31.1;30.9;1411.0;1673.0
61;Totaal;Totaal;Overheid;100 werknemers of meer;2007;948.0;798.0;22.56;2639.0;2624.0;36320.0;31670.0;4650.0;20.0;31.0;30.9;1396.0;1658.0
62;Totaal;Totaal;Overheid;100 werknemers of meer;2008;983.0;826.0;23.03;2692.0;2678.0;37590.0;32310.0;5290.0;20.0;30.8;30.7;1395.0;1661.0
63;Totaal;Totaal;Overheid;100 werknemers of meer;2009;995.0;833.0;23.58;2764.0;2750.0;38840.0;33170.0;5670.0;20.0;30.8;30.7;1400.0;1670.0
64;Totaal;Voltijd;Totaal;Totaal;2006;3837.0;3837.0;19.61;2929.0;2887.0;40350.0;35140.0;5210.0;760.0;39.0;38.5;1767.0;1767.0
65;Totaal;Voltijd;Totaal;Totaal;2007;3939.0;3939.0;20.12;2988.0;2944.0;41390.0;35850.0;5540.0;790.0;39.1;38.6;1756.0;1756.0
66;Totaal;Voltijd;Totaal;Totaal;2008;4014.0;4014.0;20.7;3076.0;3030.0;42650.0;36910.0;5740.0;910.0;39.1;38.5;1756.0;1756.0
67;Totaal;Voltijd;Totaal;Totaal;2009;3892.0;3892.0;21.36;3192.0;3148.0;44080.0;38310.0;5770.0;930.0;39.1;38.6;1769.0;1769.0
68;Totaal;Voltijd;Totaal;Minder dan 10 werknemers;2006;585.0;585.0;19.53;2932.0;2912.0;38370.0;35190.0;3180.0;1440.0;39.1;38.9;1789.0;1789.0
69;Totaal;Voltijd;Totaal;Minder dan 10 werknemers;2007;588.0;588.0;19.95;2975.0;2953.0;38950.0;35700.0;3260.0;1460.0;39.2;39.0;1776.0;1776.0
70;Totaal;Voltijd;Totaal;Minder dan 10 werknemers;2008;518.0;518.0;21.26;3175.0;3153.0;41720.0;38100.0;3620.0;1750.0;39.2;38.9;1780.0;1780.0
71;Totaal;Voltijd;Totaal;Minder dan 10 werknemers;2009;516.0;516.0;22.2;3330.0;3309.0;43520.0;39960.0;3570.0;1800.0;39.2;39.0;1789.0;1789.0
72;Totaal;Voltijd;Totaal;10 tot 100 werknemers;2006;1059.0;1059.0;17.94;2744.0;2684.0;37360.0;32920.0;4430.0;870.0;39.8;39.0;1795.0;1795.0
73;Totaal;Voltijd;Totaal;10 tot 100 werknemers;2007;1103.0;1103.0;18.38;2794.0;2731.0;38150.0;33530.0;4620.0;900.0;39.9;39.1;1783.0;1783.0
74;Totaal;Voltijd;Totaal;10 tot 100 werknemers;2008;1108.0;1108.0;18.88;2876.0;2808.0;39180.0;34520.0;4660.0;1040.0;40.0;39.1;1785.0;1785.0
75;Totaal;Voltijd;Totaal;10 tot 100 werknemers;2009;1057.0;1057.0;19.47;2986.0;2919.0;40610.0;35830.0;4790.0;1080.0;40.0;39.2;1798.0;1798.0
76;Totaal;Voltijd;Totaal;100 werknemers of meer;2006;2194.0;2194.0;20.45;3017.0;2979.0;42320.0;36200.0;6120.0;520.0;38.6;38.1;1748.0;1748.0
77;Totaal;Voltijd;Totaal;100 werknemers of meer;2007;2249.0;2249.0;21.04;3086.0;3046.0;43610.0;37030.0;6580.0;560.0;38.7;38.2;1738.0;1738.0
78;Totaal;Voltijd;Totaal;100 werknemers of meer;2008;2388.0;2388.0;21.45;3147.0;3106.0;44460.0;37760.0;6700.0;660.0;38.6;38.1;1738.0;1738.0
79;Totaal;Voltijd;Totaal;100 werknemers of meer;2009;2319.0;2319.0;22.05;3256.0;3217.0;45780.0;39070.0;6710.0;670.0;38.7;38.3;1751.0;1751.0
80;Totaal;Voltijd;Particuliere bedrijven;Totaal;2006;2901.0;2901.0;19.39;2951.0;2902.0;40790.0;35410.0;5370.0;990.0;39.7;39.1;1796.0;1796.0
81;Totaal;Voltijd;Particuliere bedrijven;Totaal;2007;2996.0;2996.0;19.87;3006.0;2955.0;41820.0;36080.0;5740.0;1020.0;39.8;39.2;1784.0;1784.0
82;Totaal;Voltijd;Particuliere bedrijven;Totaal;2008;3033.0;3033.0;20.48;3104.0;3048.0;43070.0;37250.0;5820.0;1180.0;39.8;39.1;1786.0;1786.0
83;Totaal;Voltijd;Particuliere bedrijven;Totaal;2009;2915.0;2915.0;21.19;3231.0;3178.0;44510.0;38770.0;5750.0;1220.0;39.9;39.3;1799.0;1799.0
84;Totaal;Voltijd;Particuliere bedrijven;Minder dan 10 werknemers;2006;570.0;570.0;19.54;2938.0;2918.0;38440.0;35260.0;3180.0;1460.0;39.2;38.9;1792.0;1792.0
85;Totaal;Voltijd;Particuliere bedrijven;Minder dan 10 werknemers;2007;572.0;572.0;19.96;2980.0;2958.0;39010.0;35760.0;3250.0;1490.0;39.3;39.0;1778.0;1778.0
86;Totaal;Voltijd;Particuliere bedrijven;Minder dan 10 werknemers;2008;508.0;508.0;21.26;3177.0;3155.0;41740.0;38120.0;3620.0;1770.0;39.2;39.0;1781.0;1781.0
87;Totaal;Voltijd;Particuliere bedrijven;Minder dan 10 werknemers;2009;505.0;505.0;22.19;3333.0;3312.0;43550.0;40000.0;3550.0;1820.0;39.3;39.0;1791.0;1791.0
88;Totaal;Voltijd;Particuliere bedrijven;10 tot 100 werknemers;2006;995.0;995.0;17.86;2746.0;2683.0;37400.0;32950.0;4440.0;920.0;40.0;39.2;1803.0;1803.0
89;Totaal;Voltijd;Particuliere bedrijven;10 tot 100 werknemers;2007;1039.0;1039.0;18.31;2798.0;2732.0;38210.0;33580.0;4630.0;950.0;40.1;39.3;1791.0;1791.0
90;Totaal;Voltijd;Particuliere bedrijven;10 tot 100 werknemers;2008;1055.0;1055.0;18.82;2880.0;2809.0;39220.0;34560.0;4650.0;1080.0;40.1;39.2;1791.0;1791.0
91;Totaal;Voltijd;Particuliere bedrijven;10 tot 100 werknemers;2009;1006.0;1006.0;19.42;2990.0;2920.0;40650.0;35880.0;4770.0;1120.0;40.2;39.3;1804.0;1804.0
92;Totaal;Voltijd;Particuliere bedrijven;100 werknemers of meer;2006;1336.0;1336.0;20.48;3109.0;3058.0;44310.0;37310.0;7000.0;840.0;39.7;39.1;1792.0;1792.0
93;Totaal;Voltijd;Particuliere bedrijven;100 werknemers of meer;2007;1385.0;1385.0;21.02;3174.0;3121.0;45680.0;38080.0;7590.0;880.0;39.8;39.2;1782.0;1782.0
94;Totaal;Voltijd;Particuliere bedrijven;100 werknemers of meer;2008;1470.0;1470.0;21.41;3239.0;3183.0;46290.0;38870.0;7420.0;1040.0;39.8;39.2;1784.0;1784.0
95;Totaal;Voltijd;Particuliere bedrijven;100 werknemers of meer;2009;1404.0;1404.0;22.11;3366.0;3314.0;47630.0;40400.0;7230.0;1080.0;39.9;39.3;1799.0;1799.0
96;Totaal;Voltijd;Gesubsidieerde instellingen;Totaal;2006;369.0;369.0;17.88;2498.0;2485.0;33700.0;29970.0;3720.0;90.0;36.4;36.3;1668.0;1668.0
97;Totaal;Voltijd;Gesubsidieerde instellingen;Totaal;2007;377.0;377.0;18.39;2548.0;2533.0;34450.0;30580.0;3870.0;100.0;36.5;36.3;1653.0;1653.0
98;Totaal;Voltijd;Gesubsidieerde instellingen;Totaal;2008;407.0;407.0;18.87;2603.0;2588.0;35440.0;31230.0;4210.0;130.0;36.3;36.1;1646.0;1646.0
99;Totaal;Voltijd;Gesubsidieerde instellingen;Totaal;2009;407.0;407.0;19.23;2685.0;2670.0;36690.0;32220.0;4470.0;120.0;36.6;36.4;1666.0;1666.0
100;Totaal;Voltijd;Gesubsidieerde instellingen;Minder dan 10 werknemers;2006;14.0;14.0;18.9;2666.0;2658.0;35180.0;31990.0;3190.0;550.0;36.9;36.9;1688.0;1688.0
101;Totaal;Voltijd;Gesubsidieerde instellingen;Minder dan 10 werknemers;2007;12.0;12.0;19.2;2722.0;2710.0;35870.0;32660.0;3210.0;620.0;37.4;37.3;1694.0;1694.0
102;Totaal;Voltijd;Gesubsidieerde instellingen;Minder dan 10 werknemers;2008;9.0;9.0;21.34;3049.0;3042.0;40200.0;36580.0;3610.0;1010.0;37.6;37.5;1710.0;1710.0
103;Totaal;Voltijd;Gesubsidieerde instellingen;Minder dan 10 werknemers;2009;11.0;11.0;22.24;3145.0;3137.0;41700.0;37740.0;3970.0;900.0;37.0;37.0;1692.0;1692.0
104;Totaal;Voltijd;Gesubsidieerde instellingen;10 tot 100 werknemers;2006;37.0;37.0;18.47;2561.0;2548.0;34580.0;30730.0;3860.0;230.0;36.3;36.1;1655.0;1655.0
105;Totaal;Voltijd;Gesubsidieerde instellingen;10 tot 100 werknemers;2007;40.0;40.0;18.79;2592.0;2576.0;35140.0;31100.0;4030.0;260.0;36.4;36.3;1645.0;1645.0
106;Totaal;Voltijd;Gesubsidieerde instellingen;10 tot 100 werknemers;2008;36.0;36.0;19.33;2689.0;2677.0;36590.0;32270.0;4320.0;350.0;36.6;36.5;1662.0;1662.0
107;Totaal;Voltijd;Gesubsidieerde instellingen;10 tot 100 werknemers;2009;34.0;34.0;19.91;2792.0;2777.0;37990.0;33510.0;4490.0;350.0;36.7;36.6;1674.0;1674.0
108;Totaal;Voltijd;Gesubsidieerde instellingen;100 werknemers of meer;2006;318.0;318.0;17.76;2483.0;2470.0;33530.0;29800.0;3730.0;50.0;36.5;36.3;1668.0;1668.0
109;Totaal;Voltijd;Gesubsidieerde instellingen;100 werknemers of meer;2007;325.0;325.0;18.31;2536.0;2522.0;34310.0;30430.0;3870.0;60.0;36.4;36.3;1653.0;1653.0
110;Totaal;Voltijd;Gesubsidieerde instellingen;100 werknemers of meer;2008;363.0;363.0;18.76;2583.0;2569.0;35210.0;31000.0;4210.0;90.0;36.2;36.1;1643.0;1643.0
111;Totaal;Voltijd;Gesubsidieerde instellingen;100 werknemers of meer;2009;362.0;362.0;19.07;2661.0;2646.0;36410.0;31930.0;4480.0;70.0;36.5;36.4;1665.0;1665.0
112;Totaal;Voltijd;Overheid;Totaal;2006;568.0;568.0;21.88;3093.0;3076.0;42440.0;37120.0;5330.0;20.0;37.0;36.9;1687.0;1687.0
113;Totaal;Voltijd;Overheid;Totaal;2007;566.0;566.0;22.63;3182.0;3162.0;43760.0;38180.0;5580.0;30.0;37.1;36.9;1677.0;1677.0
114;Totaal;Voltijd;Overheid;Totaal;2008;574.0;574.0;23.23;3264.0;3246.0;45570.0;39170.0;6400.0;30.0;36.9;36.8;1676.0;1676.0
115;Totaal;Voltijd;Overheid;Totaal;2009;570.0;570.0;23.76;3360.0;3340.0;47130.0;40310.0;6810.0;30.0;37.1;36.9;1687.0;1687.0
116;Totaal;Voltijd;Overheid;Minder dan 10 werknemers;2006;1.0;1.0;20.86;2992.0;2976.0;40900.0;35910.0;4990.0;190.0;37.2;37.1;1712.0;1712.0
117;Totaal;Voltijd;Overheid;Minder dan 10 werknemers;2007;4.0;4.0;20.46;2947.0;2935.0;39790.0;35360.0;4430.0;80.0;38.5;38.4;1722.0;1722.0
118;Totaal;Voltijd;Overheid;Minder dan 10 werknemers;2008;1.0;1.0;23.53;3362.0;3348.0;47300.0;40350.0;6950.0;530.0;37.4;37.3;1708.0;1708.0
119;Totaal;Voltijd;Overheid;Minder dan 10 werknemers;2009;1.0;1.0;25.86;3647.0;3633.0;50490.0;43760.0;6730.0;640.0;36.8;36.7;1686.0;1686.0
120;Totaal;Voltijd;Overheid;10 tot 100 werknemers;2006;27.0;27.0;20.32;2913.0;2902.0;39820.0;34950.0;4860.0;40.0;37.1;37.0;1713.0;1713.0
121;Totaal;Voltijd;Overheid;10 tot 100 werknemers;2007;24.0;24.0;20.94;2975.0;2964.0;40890.0;35700.0;5190.0;40.0;37.1;37.0;1698.0;1698.0
122;Totaal;Voltijd;Overheid;10 tot 100 werknemers;2008;18.0;18.0;21.58;3024.0;3015.0;42120.0;36290.0;5830.0;80.0;36.9;36.8;1677.0;1677.0
123;Totaal;Voltijd;Overheid;10 tot 100 werknemers;2009;17.0;17.0;22.17;3144.0;3131.0;43840.0;37720.0;6120.0;70.0;37.2;37.0;1695.0;1695.0
124;Totaal;Voltijd;Overheid;100 werknemers of meer;2006;540.0;540.0;21.96;3102.0;3085.0;42580.0;37230.0;5350.0;20.0;37.0;36.9;1686.0;1686.0
125;Totaal;Voltijd;Overheid;100 werknemers of meer;2007;538.0;538.0;22.72;3192.0;3172.0;43910.0;38310.0;5600.0;30.0;37.1;36.9;1676.0;1676.0
126;Totaal;Voltijd;Overheid;100 werknemers of meer;2008;555.0;555.0;23.29;3271.0;3253.0;45670.0;39250.0;6420.0;30.0;36.9;36.8;1676.0;1676.0
127;Totaal;Voltijd;Overheid;100 werknemers of meer;2009;552.0;552.0;23.81;3366.0;3346.0;47220.0;40390.0;6830.0;30.0;37.1;36.9;1686.0;1686.0
128;Totaal;Deeltijd;Totaal;Totaal;2006;3694.0;1877.0;15.8;1159.0;1133.0;15750.0;13910.0;1830.0;80.0;19.1;18.8;860.0;1692.0
129;Totaal;Deeltijd;Totaal;Totaal;2007;3818.0;1965.0;16.33;1193.0;1164.0;16200.0;14310.0;1890.0;80.0;19.2;18.9;856.0;1663.0
130;Totaal;Deeltijd;Totaal;Totaal;2008;3867.0;1996.0;16.93;1231.0;1208.0;16780.0;14770.0;2010.0;100.0;19.2;18.9;856.0;1658.0
131;Totaal;Deeltijd;Totaal;Totaal;2009;3927.0;2031.0;17.31;1275.0;1257.0;17440.0;15300.0;2150.0;100.0;19.3;19.1;871.0;1685.0
132;Totaal;Deeltijd;Totaal;Minder dan 10 werknemers;2006;661.0;270.0;13.22;775.0;760.0;10260.0;9300.0;960.0;130.0;15.3;15.1;690.0;1693.0
133;Totaal;Deeltijd;Totaal;Minder dan 10 werknemers;2007;667.0;274.0;13.63;790.0;774.0;10400.0;9480.0;920.0;130.0;15.2;15.1;681.0;1662.0
134;Totaal;Deeltijd;Totaal;Minder dan 10 werknemers;2008;483.0;202.0;15.16;897.0;882.0;11810.0;10760.0;1050.0;210.0;15.5;15.4;698.0;1670.0
135;Totaal;Deeltijd;Totaal;Minder dan 10 werknemers;2009;481.0;205.0;15.21;930.0;919.0;12220.0;11160.0;1060.0;220.0;16.0;15.9;725.0;1698.0
136;Totaal;Deeltijd;Totaal;10 tot 100 werknemers;2006;849.0;415.0;14.74;1086.0;1038.0;14570.0;13030.0;1540.0;100.0;19.0;18.4;845.0;1731.0
137;Totaal;Deeltijd;Totaal;10 tot 100 werknemers;2007;894.0;442.0;15.17;1107.0;1059.0;14820.0;13290.0;1530.0;110.0;19.0;18.5;838.0;1694.0
138;Totaal;Deeltijd;Totaal;10 tot 100 werknemers;2008;925.0;447.0;15.52;1091.0;1054.0;14570.0;13090.0;1490.0;130.0;18.3;18.0;815.0;1688.0
139;Totaal;Deeltijd;Totaal;10 tot 100 werknemers;2009;932.0;452.0;15.82;1130.0;1102.0;15130.0;13550.0;1570.0;140.0;18.6;18.3;836.0;1724.0
140;Totaal;Deeltijd;Totaal;100 werknemers of meer;2006;2183.0;1193.0;16.78;1304.0;1282.0;17870.0;15650.0;2210.0;50.0;20.3;20.1;917.0;1678.0
141;Totaal;Deeltijd;Totaal;100 werknemers of meer;2007;2257.0;1249.0;17.34;1346.0;1321.0;18460.0;16150.0;2310.0;50.0;20.5;20.2;914.0;1652.0
142;Totaal;Deeltijd;Totaal;100 werknemers of meer;2008;2459.0;1347.0;17.68;1350.0;1330.0;18590.0;16200.0;2390.0;60.0;20.2;19.9;902.0;1647.0
