ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
3445;Employees;J Information and communication;2024 1st quarter;322.0;321.0;333.0;332.0;136.0;130.0;1.0;1.0;0.0;0.0
3446;Employees;J Information and communication;2024 2nd quarter;322.0;321.0;333.0;332.0;126.0;130.0;0.0;0.0;-1.0;-1.0
3447;Employees;J Information and communication;2024 3rd quarter;317.0;319.0;328.0;330.0;121.0;130.0;-2.0;-2.0;-1.0;-1.0
3448;Employees;J Information and communication;2024 4th quarter;319.0;318.0;329.0;329.0;134.0;129.0;-3.0;-4.0;-1.0;-1.0
3449;Employees;J Information and communication;2024;320.0;;331.0;;518.0;;-1.0;-1.0;;
3450;Employees;K Financial institutions;1995 1st quarter;211.0;209.0;226.0;224.0;90.0;85.0;;;;
3451;Employees;K Financial institutions;1995 2nd quarter;209.0;207.0;224.0;222.0;79.0;85.0;;;-2.0;-2.0
3452;Employees;K Financial institutions;1995 3rd quarter;208.0;209.0;224.0;224.0;77.0;87.0;;;2.0;2.0
3453;Employees;K Financial institutions;1995 4th quarter;208.0;211.0;223.0;226.0;94.0;88.0;;;2.0;2.0
3454;Employees;K Financial institutions;1995;209.0;;224.0;;340.0;;;;;
3455;Employees;K Financial institutions;1996 1st quarter;216.0;214.0;230.0;228.0;92.0;88.0;5.0;4.0;3.0;2.0
3456;Employees;K Financial institutions;1996 2nd quarter;215.0;214.0;229.0;228.0;81.0;87.0;6.0;5.0;0.0;0.0
3457;Employees;K Financial institutions;1996 3rd quarter;215.0;215.0;229.0;229.0;79.0;88.0;6.0;5.0;2.0;2.0
3458;Employees;K Financial institutions;1996 4th quarter;215.0;218.0;229.0;232.0;97.0;90.0;7.0;5.0;2.0;2.0
3459;Employees;K Financial institutions;1996;215.0;;229.0;;349.0;;6.0;5.0;;
3460;Employees;K Financial institutions;1997 1st quarter;222.0;220.0;236.0;234.0;93.0;91.0;6.0;6.0;2.0;3.0
3461;Employees;K Financial institutions;1997 2nd quarter;226.0;225.0;241.0;239.0;89.0;93.0;11.0;12.0;5.0;5.0
3462;Employees;K Financial institutions;1997 3rd quarter;229.0;229.0;244.0;244.0;84.0;94.0;14.0;15.0;5.0;5.0
3463;Employees;K Financial institutions;1997 4th quarter;231.0;234.0;246.0;249.0;103.0;96.0;16.0;17.0;5.0;5.0
3464;Employees;K Financial institutions;1997;227.0;;242.0;;368.0;;12.0;13.0;;
3465;Employees;K Financial institutions;1998 1st quarter;238.0;236.0;253.0;251.0;101.0;98.0;16.0;17.0;2.0;3.0
3466;Employees;K Financial institutions;1998 2nd quarter;240.0;238.0;256.0;254.0;93.0;98.0;14.0;15.0;3.0;3.0
3467;Employees;K Financial institutions;1998 3rd quarter;240.0;241.0;256.0;257.0;88.0;99.0;11.0;12.0;2.0;2.0
3468;Employees;K Financial institutions;1998 4th quarter;240.0;243.0;256.0;259.0;106.0;98.0;9.0;10.0;2.0;2.0
3469;Employees;K Financial institutions;1998;240.0;;255.0;;389.0;;13.0;13.0;;
3470;Employees;K Financial institutions;1999 1st quarter;250.0;248.0;265.0;264.0;104.0;100.0;12.0;12.0;5.0;5.0
3471;Employees;K Financial institutions;1999 2nd quarter;253.0;251.0;269.0;267.0;97.0;101.0;13.0;13.0;3.0;3.0
3472;Employees;K Financial institutions;1999 3rd quarter;251.0;252.0;267.0;268.0;91.0;101.0;11.0;11.0;1.0;1.0
3473;Employees;K Financial institutions;1999 4th quarter;249.0;252.0;265.0;267.0;112.0;103.0;9.0;9.0;0.0;0.0
3474;Employees;K Financial institutions;1999;251.0;;267.0;;404.0;;11.0;11.0;;
3475;Employees;K Financial institutions;2000 1st quarter;258.0;257.0;275.0;274.0;111.0;104.0;9.0;9.0;5.0;6.0
3476;Employees;K Financial institutions;2000 2nd quarter;262.0;260.0;279.0;277.0;101.0;106.0;9.0;10.0;3.0;3.0
3477;Employees;K Financial institutions;2000 3rd quarter;260.0;260.0;276.0;277.0;91.0;103.0;8.0;9.0;0.0;0.0
3478;Employees;K Financial institutions;2000 4th quarter;257.0;260.0;274.0;276.0;110.0;104.0;8.0;9.0;0.0;-1.0
3479;Employees;K Financial institutions;2000;259.0;;276.0;;412.0;;9.0;9.0;;
3480;Employees;K Financial institutions;2001 1st quarter;262.0;262.0;279.0;279.0;109.0;104.0;4.0;5.0;2.0;3.0
3481;Employees;K Financial institutions;2001 2nd quarter;265.0;263.0;282.0;280.0;99.0;104.0;3.0;3.0;2.0;2.0
3482;Employees;K Financial institutions;2001 3rd quarter;264.0;264.0;280.0;281.0;93.0;104.0;4.0;4.0;1.0;1.0
3483;Employees;K Financial institutions;2001 4th quarter;261.0;263.0;278.0;279.0;111.0;104.0;4.0;4.0;-1.0;-2.0
3484;Employees;K Financial institutions;2001;263.0;;280.0;;412.0;;4.0;4.0;;
3485;Employees;K Financial institutions;2002 1st quarter;263.0;263.0;278.0;277.0;108.0;103.0;1.0;-2.0;0.0;-2.0
3486;Employees;K Financial institutions;2002 2nd quarter;264.0;262.0;278.0;277.0;97.0;103.0;-1.0;-4.0;0.0;-1.0
3487;Employees;K Financial institutions;2002 3rd quarter;261.0;262.0;275.0;276.0;93.0;103.0;-2.0;-5.0;-1.0;-1.0
3488;Employees;K Financial institutions;2002 4th quarter;261.0;262.0;274.0;275.0;109.0;102.0;-1.0;-3.0;0.0;0.0
3489;Employees;K Financial institutions;2002;262.0;;276.0;;407.0;;-1.0;-4.0;;
3490;Employees;K Financial institutions;2003 1st quarter;259.0;259.0;273.0;273.0;106.0;102.0;-4.0;-5.0;-3.0;-2.0
3491;Employees;K Financial institutions;2003 2nd quarter;259.0;258.0;273.0;272.0;95.0;102.0;-5.0;-5.0;-1.0;-1.0
3492;Employees;K Financial institutions;2003 3rd quarter;258.0;258.0;272.0;272.0;92.0;101.0;-4.0;-4.0;0.0;0.0
3493;Employees;K Financial institutions;2003 4th quarter;257.0;258.0;271.0;272.0;107.0;100.0;-3.0;-3.0;0.0;0.0
3494;Employees;K Financial institutions;2003;258.0;;272.0;;400.0;;-4.0;-4.0;;
3495;Employees;K Financial institutions;2004 1st quarter;252.0;252.0;267.0;267.0;105.0;100.0;-7.0;-7.0;-6.0;-5.0
3496;Employees;K Financial institutions;2004 2nd quarter;252.0;251.0;266.0;265.0;92.0;99.0;-7.0;-7.0;-1.0;-2.0
3497;Employees;K Financial institutions;2004 3rd quarter;251.0;251.0;265.0;265.0;90.0;99.0;-7.0;-6.0;0.0;0.0
3498;Employees;K Financial institutions;2004 4th quarter;251.0;252.0;266.0;266.0;108.0;99.0;-6.0;-6.0;0.0;0.0
3499;Employees;K Financial institutions;2004;252.0;;266.0;;396.0;;-7.0;-6.0;;
3500;Employees;K Financial institutions;2005 1st quarter;251.0;251.0;265.0;266.0;102.0;98.0;-1.0;-2.0;0.0;0.0
3501;Employees;K Financial institutions;2005 2nd quarter;250.0;250.0;264.0;264.0;93.0;98.0;-1.0;-2.0;-2.0;-2.0
3502;Employees;K Financial institutions;2005 3rd quarter;252.0;252.0;266.0;266.0;91.0;99.0;1.0;0.0;2.0;2.0
3503;Employees;K Financial institutions;2005 4th quarter;252.0;252.0;266.0;265.0;105.0;98.0;0.0;0.0;0.0;-1.0
3504;Employees;K Financial institutions;2005;251.0;;265.0;;391.0;;0.0;-1.0;;
3505;Employees;K Financial institutions;2006 1st quarter;262.0;262.0;276.0;277.0;110.0;103.0;11.0;11.0;10.0;11.0
3506;Employees;K Financial institutions;2006 2nd quarter;262.0;261.0;276.0;275.0;95.0;102.0;11.0;12.0;-1.0;-2.0
3507;Employees;K Financial institutions;2006 3rd quarter;260.0;261.0;275.0;275.0;93.0;102.0;9.0;9.0;0.0;0.0
3508;Employees;K Financial institutions;2006 4th quarter;261.0;262.0;276.0;276.0;107.0;102.0;10.0;10.0;0.0;0.0
3509;Employees;K Financial institutions;2006;261.0;;276.0;;407.0;;10.0;11.0;;
3510;Employees;K Financial institutions;2007 1st quarter;260.0;260.0;274.0;275.0;109.0;103.0;-2.0;-2.0;-2.0;-1.0
3511;Employees;K Financial institutions;2007 2nd quarter;262.0;261.0;277.0;276.0;96.0;103.0;1.0;1.0;2.0;1.0
3512;Employees;K Financial institutions;2007 3rd quarter;261.0;262.0;275.0;276.0;94.0;103.0;0.0;0.0;0.0;0.0
3513;Employees;K Financial institutions;2007 4th quarter;261.0;262.0;276.0;276.0;109.0;103.0;0.0;0.0;0.0;0.0
3514;Employees;K Financial institutions;2007;261.0;;276.0;;407.0;;0.0;0.0;;
3515;Employees;K Financial institutions;2008 1st quarter;260.0;259.0;273.0;273.0;106.0;102.0;0.0;-2.0;-3.0;-3.0
3516;Employees;K Financial institutions;2008 2nd quarter;259.0;258.0;272.0;271.0;95.0;101.0;-4.0;-5.0;-1.0;-1.0
3517;Employees;K Financial institutions;2008 3rd quarter;254.0;255.0;267.0;268.0;93.0;100.0;-7.0;-8.0;-2.0;-3.0
3518;Employees;K Financial institutions;2008 4th quarter;252.0;253.0;266.0;266.0;105.0;99.0;-9.0;-10.0;-2.0;-2.0
3519;Employees;K Financial institutions;2008;256.0;;269.0;;400.0;;-5.0;-6.0;;
3520;Employees;K Financial institutions;2009 1st quarter;259.0;258.0;271.0;270.0;106.0;101.0;-1.0;-2.0;5.0;4.0
3521;Employees;K Financial institutions;2009 2nd quarter;255.0;253.0;267.0;266.0;92.0;99.0;-4.0;-6.0;-4.0;-5.0
3522;Employees;K Financial institutions;2009 3rd quarter;249.0;251.0;261.0;262.0;92.0;98.0;-5.0;-6.0;-3.0;-3.0
3523;Employees;K Financial institutions;2009 4th quarter;246.0;247.0;258.0;258.0;103.0;97.0;-6.0;-8.0;-4.0;-4.0
3524;Employees;K Financial institutions;2009;252.0;;264.0;;393.0;;-4.0;-5.0;;
3525;Employees;K Financial institutions;2010 1st quarter;251.0;249.0;259.0;258.0;100.0;96.0;-8.0;-12.0;3.0;0.0
3526;Employees;K Financial institutions;2010 2nd quarter;248.0;247.0;258.0;257.0;87.0;96.0;-6.0;-9.0;-2.0;-2.0
3527;Employees;K Financial institutions;2010 3rd quarter;244.0;246.0;254.0;255.0;90.0;96.0;-6.0;-7.0;-2.0;-1.0
3528;Employees;K Financial institutions;2010 4th quarter;242.0;244.0;253.0;253.0;102.0;95.0;-3.0;-5.0;-2.0;-2.0
3529;Employees;K Financial institutions;2010;246.0;;256.0;;380.0;;-6.0;-8.0;;
3530;Employees;K Financial institutions;2011 1st quarter;245.0;243.0;254.0;253.0;100.0;95.0;-6.0;-5.0;-1.0;0.0
3531;Employees;K Financial institutions;2011 2nd quarter;240.0;239.0;251.0;250.0;87.0;93.0;-9.0;-7.0;-4.0;-3.0
3532;Employees;K Financial institutions;2011 3rd quarter;236.0;238.0;249.0;250.0;89.0;95.0;-7.0;-6.0;0.0;0.0
3533;Employees;K Financial institutions;2011 4th quarter;238.0;239.0;250.0;250.0;98.0;94.0;-5.0;-3.0;1.0;0.0
3534;Employees;K Financial institutions;2011;240.0;;251.0;;374.0;;-7.0;-5.0;;
3535;Employees;K Financial institutions;2012 1st quarter;241.0;238.0;248.0;247.0;99.0;93.0;-4.0;-6.0;-1.0;-3.0
3536;Employees;K Financial institutions;2012 2nd quarter;237.0;236.0;246.0;245.0;86.0;92.0;-3.0;-5.0;-2.0;-2.0
3537;Employees;K Financial institutions;2012 3rd quarter;232.0;235.0;242.0;244.0;85.0;91.0;-4.0;-6.0;-2.0;-2.0
3538;Employees;K Financial institutions;2012 4th quarter;232.0;233.0;242.0;242.0;94.0;90.0;-6.0;-8.0;-1.0;-2.0
3539;Employees;K Financial institutions;2012;236.0;;245.0;;363.0;;-4.0;-6.0;;
3540;Employees;K Financial institutions;2013 1st quarter;238.0;235.0;242.0;241.0;94.0;91.0;-3.0;-6.0;2.0;-1.0
3541;Employees;K Financial institutions;2013 2nd quarter;233.0;233.0;239.0;239.0;85.0;91.0;-4.0;-6.0;-3.0;-2.0
3542;Employees;K Financial institutions;2013 3rd quarter;227.0;229.0;235.0;237.0;84.0;89.0;-5.0;-7.0;-3.0;-2.0
3543;Employees;K Financial institutions;2013 4th quarter;225.0;226.0;234.0;234.0;92.0;89.0;-7.0;-8.0;-3.0;-3.0
3544;Employees;K Financial institutions;2013;231.0;;237.0;;355.0;;-5.0;-7.0;;
3545;Employees;K Financial institutions;2014 1st quarter;227.0;225.0;232.0;230.0;92.0;89.0;-11.0;-10.0;-2.0;-3.0
3546;Employees;K Financial institutions;2014 2nd quarter;223.0;223.0;229.0;229.0;82.0;86.0;-10.0;-10.0;-2.0;-1.0
3547;Employees;K Financial institutions;2014 3rd quarter;219.0;221.0;226.0;228.0;83.0;88.0;-8.0;-9.0;-2.0;-1.0
3548;Employees;K Financial institutions;2014 4th quarter;218.0;219.0;226.0;226.0;89.0;86.0;-7.0;-8.0;-2.0;-2.0
3549;Employees;K Financial institutions;2014;222.0;;228.0;;346.0;;-9.0;-9.0;;
3550;Employees;K Financial institutions;2015 1st quarter;219.0;217.0;226.0;224.0;89.0;85.0;-8.0;-6.0;-2.0;-1.0
3551;Employees;K Financial institutions;2015 2nd quarter;215.0;215.0;222.0;221.0;79.0;84.0;-8.0;-8.0;-2.0;-3.0
3552;Employees;K Financial institutions;2015 3rd quarter;212.0;214.0;218.0;220.0;79.0;84.0;-7.0;-9.0;-1.0;-2.0
3553;Employees;K Financial institutions;2015 4th quarter;214.0;214.0;220.0;220.0;88.0;84.0;-4.0;-6.0;0.0;0.0
3554;Employees;K Financial institutions;2015;215.0;;221.0;;334.0;;-7.0;-7.0;;
3555;Employees;K Financial institutions;2016 1st quarter;215.0;212.0;221.0;219.0;87.0;83.0;-5.0;-5.0;-2.0;0.0
3556;Employees;K Financial institutions;2016 2nd quarter;212.0;212.0;218.0;218.0;81.0;84.0;-3.0;-3.0;0.0;-1.0
3557;Employees;K Financial institutions;2016 3rd quarter;208.0;210.0;213.0;215.0;77.0;82.0;-4.0;-5.0;-2.0;-3.0
3558;Employees;K Financial institutions;2016 4th quarter;207.0;207.0;213.0;212.0;84.0;81.0;-7.0;-7.0;-3.0;-3.0
3559;Employees;K Financial institutions;2016;210.0;;216.0;;328.0;;-5.0;-5.0;;
3560;Employees;K Financial institutions;2017 1st quarter;206.0;203.0;211.0;210.0;86.0;81.0;-9.0;-10.0;-4.0;-3.0
3561;Employees;K Financial institutions;2017 2nd quarter;202.0;201.0;207.0;207.0;76.0;80.0;-10.0;-11.0;-2.0;-3.0
3562;Employees;K Financial institutions;2017 3rd quarter;198.0;200.0;203.0;205.0;74.0;79.0;-9.0;-10.0;-1.0;-2.0
3563;Employees;K Financial institutions;2017 4th quarter;198.0;198.0;203.0;203.0;79.0;77.0;-9.0;-9.0;-2.0;-2.0
3564;Employees;K Financial institutions;2017;201.0;;206.0;;314.0;;-9.0;-10.0;;
3565;Employees;K Financial institutions;2018 1st quarter;200.0;198.0;206.0;205.0;83.0;79.0;-5.0;-5.0;0.0;2.0
3566;Employees;K Financial institutions;2018 2nd quarter;197.0;196.0;203.0;202.0;74.0;78.0;-5.0;-5.0;-2.0;-3.0
3567;Employees;K Financial institutions;2018 3rd quarter;193.0;195.0;199.0;201.0;72.0;77.0;-5.0;-4.0;-1.0;-2.0
3568;Employees;K Financial institutions;2018 4th quarter;195.0;195.0;200.0;200.0;79.0;77.0;-3.0;-3.0;0.0;0.0
3569;Employees;K Financial institutions;2018;196.0;;202.0;;308.0;;-5.0;-4.0;;
3570;Employees;K Financial institutions;2019 1st quarter;196.0;194.0;201.0;200.0;79.0;77.0;-4.0;-5.0;-1.0;0.0
3571;Employees;K Financial institutions;2019 2nd quarter;193.0;193.0;201.0;201.0;74.0;77.0;-4.0;-1.0;-2.0;1.0
3572;Employees;K Financial institutions;2019 3rd quarter;191.0;192.0;200.0;201.0;74.0;78.0;-3.0;1.0;0.0;0.0
3573;Employees;K Financial institutions;2019 4th quarter;193.0;193.0;202.0;202.0;79.0;78.0;-2.0;2.0;1.0;1.0
3574;Employees;K Financial institutions;2019;193.0;;201.0;;307.0;;-3.0;-1.0;;
3575;Employees;K Financial institutions;2020 1st quarter;202.0;200.0;204.0;203.0;78.0;74.0;6.0;2.0;7.0;1.0
3576;Employees;K Financial institutions;2020 2nd quarter;199.0;198.0;203.0;203.0;77.0;82.0;6.0;2.0;-2.0;0.0
3577;Employees;K Financial institutions;2020 3rd quarter;198.0;200.0;203.0;205.0;71.0;78.0;8.0;3.0;1.0;2.0
3578;Employees;K Financial institutions;2020 4th quarter;200.0;200.0;205.0;205.0;84.0;80.0;7.0;3.0;0.0;0.0
3579;Employees;K Financial institutions;2020;200.0;;204.0;;310.0;;7.0;3.0;;
3580;Employees;K Financial institutions;2021 1st quarter;199.0;198.0;204.0;204.0;83.0;80.0;-3.0;1.0;-2.0;-1.0
3581;Employees;K Financial institutions;2021 2nd quarter;199.0;199.0;205.0;205.0;77.0;80.0;1.0;2.0;1.0;1.0
3582;Employees;K Financial institutions;2021 3rd quarter;199.0;201.0;205.0;206.0;71.0;77.0;1.0;1.0;2.0;1.0
3583;Employees;K Financial institutions;2021 4th quarter;201.0;202.0;207.0;207.0;84.0;80.0;2.0;2.0;1.0;1.0
3584;Employees;K Financial institutions;2021;200.0;;205.0;;316.0;;0.0;2.0;;
3585;Employees;K Financial institutions;2022 1st quarter;204.0;203.0;210.0;209.0;84.0;80.0;5.0;6.0;2.0;2.0
3586;Employees;K Financial institutions;2022 2nd quarter;206.0;205.0;212.0;211.0;78.0;81.0;7.0;7.0;2.0;2.0
3587;Employees;K Financial institutions;2022 3rd quarter;206.0;207.0;211.0;212.0;77.0;83.0;6.0;7.0;2.0;1.0
3588;Employees;K Financial institutions;2022 4th quarter;207.0;208.0;213.0;213.0;85.0;82.0;6.0;6.0;1.0;1.0
3589;Employees;K Financial institutions;2022;206.0;;212.0;;323.0;;6.0;6.0;;
3590;Employees;K Financial institutions;2023 1st quarter;210.0;209.0;216.0;215.0;88.0;83.0;6.0;6.0;2.0;2.0
3591;Employees;K Financial institutions;2023 2nd quarter;212.0;211.0;218.0;217.0;80.0;83.0;6.0;6.0;2.0;2.0
3592;Employees;K Financial institutions;2023 3rd quarter;211.0;212.0;217.0;218.0;78.0;84.0;6.0;6.0;1.0;1.0
3593;Employees;K Financial institutions;2023 4th quarter;213.0;213.0;218.0;219.0;86.0;84.0;5.0;6.0;1.0;1.0
3594;Employees;K Financial institutions;2023;211.0;;217.0;;331.0;;6.0;6.0;;
3595;Employees;K Financial institutions;2024 1st quarter;214.0;214.0;221.0;220.0;88.0;84.0;4.0;4.0;1.0;1.0
3596;Employees;K Financial institutions;2024 2nd quarter;216.0;215.0;223.0;221.0;82.0;85.0;4.0;5.0;1.0;1.0
3597;Employees;K Financial institutions;2024 3rd quarter;215.0;216.0;221.0;222.0;80.0;85.0;4.0;4.0;1.0;1.0
3598;Employees;K Financial institutions;2024 4th quarter;217.0;217.0;222.0;223.0;88.0;85.0;4.0;4.0;1.0;1.0
3599;Employees;K Financial institutions;2024;216.0;;222.0;;338.0;;4.0;4.0;;
3600;Employees;L Renting, buying, selling real estate;1995 1st quarter;46.0;48.0;49.0;51.0;18.0;18.0;;;;
3601;Employees;L Renting, buying, selling real estate;1995 2nd quarter;49.0;49.0;51.0;52.0;18.0;19.0;;;1.0;1.0
3602;Employees;L Renting, buying, selling real estate;1995 3rd quarter;52.0;51.0;55.0;53.0;18.0;20.0;;;1.0;1.0
3603;Employees;L Renting, buying, selling real estate;1995 4th quarter;51.0;50.0;54.0;53.0;21.0;19.0;;;0.0;-1.0
3604;Employees;L Renting, buying, selling real estate;1995;50.0;;52.0;;75.0;;;;;
3605;Employees;L Renting, buying, selling real estate;1996 1st quarter;48.0;50.0;51.0;53.0;19.0;19.0;1.0;2.0;0.0;0.0
3606;Employees;L Renting, buying, selling real estate;1996 2nd quarter;50.0;50.0;53.0;53.0;18.0;19.0;1.0;1.0;0.0;0.0
3607;Employees;L Renting, buying, selling real estate;1996 3rd quarter;52.0;51.0;55.0;54.0;18.0;20.0;0.0;1.0;1.0;1.0
3608;Employees;L Renting, buying, selling real estate;1996 4th quarter;52.0;51.0;55.0;54.0;22.0;20.0;1.0;1.0;0.0;0.0
3609;Employees;L Renting, buying, selling real estate;1996;51.0;;54.0;;77.0;;1.0;1.0;;
3610;Employees;L Renting, buying, selling real estate;1997 1st quarter;50.0;52.0;52.0;54.0;19.0;20.0;3.0;1.0;1.0;0.0
3611;Employees;L Renting, buying, selling real estate;1997 2nd quarter;52.0;52.0;54.0;54.0;19.0;20.0;2.0;1.0;0.0;0.0
3612;Employees;L Renting, buying, selling real estate;1997 3rd quarter;55.0;54.0;56.0;55.0;19.0;20.0;3.0;1.0;2.0;2.0
3613;Employees;L Renting, buying, selling real estate;1997 4th quarter;57.0;56.0;59.0;58.0;23.0;21.0;5.0;3.0;2.0;2.0
3614;Employees;L Renting, buying, selling real estate;1997;54.0;;55.0;;80.0;;3.0;1.0;;
3615;Employees;L Renting, buying, selling real estate;1998 1st quarter;56.0;58.0;57.0;59.0;21.0;22.0;6.0;6.0;2.0;2.0
3616;Employees;L Renting, buying, selling real estate;1998 2nd quarter;59.0;59.0;60.0;60.0;21.0;22.0;6.0;7.0;1.0;1.0
3617;Employees;L Renting, buying, selling real estate;1998 3rd quarter;59.0;58.0;60.0;59.0;20.0;21.0;4.0;4.0;0.0;0.0
3618;Employees;L Renting, buying, selling real estate;1998 4th quarter;59.0;58.0;60.0;59.0;23.0;21.0;1.0;1.0;0.0;0.0
3619;Employees;L Renting, buying, selling real estate;1998;58.0;;59.0;;85.0;;4.0;4.0;;
3620;Employees;L Renting, buying, selling real estate;1999 1st quarter;55.0;57.0;58.0;60.0;21.0;21.0;-1.0;0.0;-1.0;1.0
3621;Employees;L Renting, buying, selling real estate;1999 2nd quarter;58.0;57.0;61.0;60.0;21.0;22.0;-1.0;1.0;1.0;1.0
3622;Employees;L Renting, buying, selling real estate;1999 3rd quarter;59.0;58.0;62.0;61.0;20.0;22.0;0.0;1.0;1.0;1.0
3623;Employees;L Renting, buying, selling real estate;1999 4th quarter;60.0;59.0;63.0;62.0;25.0;23.0;1.0;3.0;1.0;1.0
3624;Employees;L Renting, buying, selling real estate;1999;58.0;;61.0;;87.0;;0.0;1.0;;
3625;Employees;L Renting, buying, selling real estate;2000 1st quarter;58.0;60.0;61.0;63.0;23.0;23.0;3.0;3.0;1.0;0.0
3626;Employees;L Renting, buying, selling real estate;2000 2nd quarter;61.0;60.0;64.0;63.0;22.0;23.0;3.0;3.0;0.0;1.0
3627;Employees;L Renting, buying, selling real estate;2000 3rd quarter;61.0;61.0;64.0;64.0;21.0;23.0;3.0;3.0;1.0;1.0
3628;Employees;L Renting, buying, selling real estate;2000 4th quarter;62.0;61.0;65.0;64.0;24.0;23.0;2.0;2.0;0.0;0.0
3629;Employees;L Renting, buying, selling real estate;2000;61.0;;64.0;;91.0;;3.0;3.0;;
3630;Employees;L Renting, buying, selling real estate;2001 1st quarter;60.0;62.0;63.0;64.0;24.0;23.0;2.0;2.0;1.0;0.0
3631;Employees;L Renting, buying, selling real estate;2001 2nd quarter;64.0;64.0;66.0;66.0;23.0;24.0;3.0;2.0;2.0;2.0
3632;Employees;L Renting, buying, selling real estate;2001 3rd quarter;65.0;65.0;67.0;67.0;22.0;24.0;4.0;3.0;1.0;1.0
3633;Employees;L Renting, buying, selling real estate;2001 4th quarter;66.0;65.0;68.0;67.0;26.0;24.0;4.0;2.0;0.0;0.0
3634;Employees;L Renting, buying, selling real estate;2001;64.0;;66.0;;94.0;;3.0;2.0;;
3635;Employees;L Renting, buying, selling real estate;2002 1st quarter;66.0;68.0;68.0;70.0;25.0;25.0;6.0;6.0;2.0;2.0
3636;Employees;L Renting, buying, selling real estate;2002 2nd quarter;67.0;67.0;69.0;69.0;23.0;24.0;3.0;3.0;-1.0;-1.0
3637;Employees;L Renting, buying, selling real estate;2002 3rd quarter;67.0;67.0;69.0;69.0;22.0;24.0;2.0;2.0;0.0;0.0
3638;Employees;L Renting, buying, selling real estate;2002 4th quarter;67.0;67.0;69.0;69.0;26.0;24.0;2.0;2.0;0.0;0.0
3639;Employees;L Renting, buying, selling real estate;2002;67.0;;69.0;;97.0;;3.0;3.0;;
3640;Employees;L Renting, buying, selling real estate;2003 1st quarter;67.0;68.0;69.0;70.0;25.0;25.0;1.0;1.0;1.0;1.0
