ID;BedrijfstakkenEnSectoren;TypeKapitaalgoederen;Perioden;KapitaalgoederenvoorraadBeginbalans_1;Herwaardering_2;InvestInVasteActivaProdEnInvoer_3;Afschrijvingen_4;HandelEnOverigeMutaties_5;StatistischVerschil_6;KapitaalgoederenvoorraadEindbalans_7;VolumeIndexcijfers2021100_8
15;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2010;1996482.0;31267.0;128218.0;109568.0;-3408.0;-1.0;2042990.0;88.2
16;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2011;2042990.0;-19910.0;134029.0;109889.0;-3436.0;0.0;2043784.0;89.1
17;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2012;2043784.0;-10235.0;125250.0;110834.0;-3041.0;0.0;2044924.0;89.6
18;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2013;2044924.0;-2699.0;126095.0;112775.0;-5155.0;0.0;2050390.0;90.0
19;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2014;2050390.0;-19673.0;123432.0;113838.0;-5606.0;1.0;2034706.0;90.2
20;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2015;2034706.0;-23583.0;163953.0;115177.0;-14783.0;0.0;2045116.0;91.7
21;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2016;2045116.0;-2879.0;141854.0;117405.0;-3086.0;1.0;2063601.0;92.7
22;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2017;2063601.0;13602.0;151124.0;120212.0;-2893.0;0.0;2105222.0;93.9
23;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2018;2105222.0;65964.0;161602.0;125571.0;-4623.0;-1.0;2202593.0;95.3
24;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2019;2202593.0;81021.0;177365.0;131351.0;-3990.0;0.0;2325638.0;97.0
25;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2020;2325638.0;84915.0;177592.0;137279.0;-4117.0;1.0;2446750.0;98.5
26;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2021;2446750.0;110042.0;189188.0;144622.0;-4920.0;0.0;2596438.0;100.0
27;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2022;2596438.0;168601.0;208818.0;157386.0;-5563.0;0.0;2810908.0;101.7
28;A-U Alle economische activiteiten;Totaal kapitaalgoederen;2023;2810909.0;124400.0;220480.0;167046.0;-6109.0;-1.0;2982633.0;103.3
29;A-U Alle economische activiteiten;Woningen;1995;388564.0;20379.0;17403.0;8323.0;70.0;0.0;418093.0;66.1
30;A-U Alle economische activiteiten;Woningen;1996;418093.0;14718.0;18855.0;8944.0;48.0;0.0;442770.0;67.6
31;A-U Alle economische activiteiten;Woningen;1997;442770.0;10163.0;20551.0;9531.0;74.0;0.0;464027.0;69.3
32;A-U Alle economische activiteiten;Woningen;1998;464027.0;13261.0;21573.0;10219.0;100.0;1.0;488743.0;70.9
33;A-U Alle economische activiteiten;Woningen;1999;488743.0;20489.0;23327.0;11149.0;52.0;0.0;521462.0;72.6
34;A-U Alle economische activiteiten;Woningen;2000;521462.0;31123.0;25245.0;12345.0;133.0;1.0;565619.0;74.3
35;A-U Alle economische activiteiten;Woningen;2001;565619.0;36807.0;27819.0;13662.0;115.0;-1.0;616697.0;76.1
36;A-U Alle economische activiteiten;Woningen;2002;616697.0;37128.0;27892.0;14983.0;89.0;0.0;666823.0;77.6
37;A-U Alle economische activiteiten;Woningen;2003;666823.0;31695.0;27998.0;16131.0;123.0;0.0;710508.0;78.9
38;A-U Alle economische activiteiten;Woningen;2004;710508.0;21869.0;30214.0;17106.0;50.0;0.0;745535.0;80.4
39;A-U Alle economische activiteiten;Woningen;2005;745535.0;18538.0;32778.0;18050.0;65.0;-1.0;778865.0;81.9
40;A-U Alle economische activiteiten;Woningen;2006;778865.0;28561.0;36050.0;19261.0;78.0;-1.0;824292.0;83.6
41;A-U Alle economische activiteiten;Woningen;2007;824292.0;15221.0;38661.0;20247.0;90.0;0.0;858017.0;85.5
42;A-U Alle economische activiteiten;Woningen;2008;858017.0;24527.0;40052.0;21374.0;55.0;0.0;901277.0;87.3
43;A-U Alle economische activiteiten;Woningen;2009;901277.0;30389.0;35168.0;22351.0;77.0;-1.0;944559.0;88.5
44;A-U Alle economische activiteiten;Woningen;2010;944559.0;10656.0;29874.0;22923.0;25.0;1.0;962192.0;89.1
45;A-U Alle economische activiteiten;Woningen;2011;962192.0;-27293.0;27658.0;22011.0;71.0;0.0;940617.0;89.7
46;A-U Alle economische activiteiten;Woningen;2012;940617.0;-19074.0;23421.0;21217.0;58.0;1.0;923806.0;89.9
47;A-U Alle economische activiteiten;Woningen;2013;923806.0;-14375.0;20278.0;21010.0;49.0;0.0;908748.0;89.8
48;A-U Alle economische activiteiten;Woningen;2014;908748.0;-25084.0;21052.0;20657.0;73.0;1.0;884133.0;89.9
49;A-U Alle economische activiteiten;Woningen;2015;884133.0;-24565.0;24578.0;20395.0;58.0;0.0;863809.0;90.3
50;A-U Alle economische activiteiten;Woningen;2016;863809.0;-3450.0;30573.0;20669.0;298.0;0.0;870561.0;91.4
51;A-U Alle economische activiteiten;Woningen;2017;870561.0;-655.0;34596.0;21144.0;31.0;0.0;883389.0;92.8
52;A-U Alle economische activiteiten;Woningen;2018;883389.0;40438.0;39548.0;22576.0;34.0;0.0;940833.0;94.5
53;A-U Alle economische activiteiten;Woningen;2019;940833.0;49801.0;43148.0;24134.0;26.0;-1.0;1009673.0;96.3
54;A-U Alle economische activiteiten;Woningen;2020;1009673.0;59078.0;45220.0;25960.0;21.0;0.0;1088032.0;98.1
55;A-U Alle economische activiteiten;Woningen;2021;1088032.0;60709.0;50509.0;27924.0;24.0;0.0;1171350.0;100.0
56;A-U Alle economische activiteiten;Woningen;2022;1171350.0;65980.0;54753.0;30811.0;47.0;-1.0;1261318.0;101.9
57;A-U Alle economische activiteiten;Woningen;2023;1261318.0;54584.0;55562.0;32027.0;15.0;1.0;1339453.0;103.8
58;A-U Alle economische activiteiten;Bedrijfsgebouwen;1995;187792.0;11967.0;10216.0;9051.0;-70.0;0.0;200854.0;81.7
59;A-U Alle economische activiteiten;Bedrijfsgebouwen;1996;200854.0;7057.0;10175.0;9461.0;-48.0;0.0;208577.0;81.9
60;A-U Alle economische activiteiten;Bedrijfsgebouwen;1997;208577.0;4653.0;10805.0;9765.0;-74.0;0.0;214196.0;82.3
61;A-U Alle economische activiteiten;Bedrijfsgebouwen;1998;214196.0;5877.0;11947.0;10146.0;-76.0;-1.0;221797.0;83.0
62;A-U Alle economische activiteiten;Bedrijfsgebouwen;1999;221797.0;6820.0;13600.0;10605.0;-52.0;1.0;231561.0;84.0
63;A-U Alle economische activiteiten;Bedrijfsgebouwen;2000;231561.0;11782.0;15358.0;11347.0;-133.0;0.0;247221.0;85.4
64;A-U Alle economische activiteiten;Bedrijfsgebouwen;2001;247221.0;14637.0;16541.0;12244.0;-115.0;-1.0;266039.0;86.7
65;A-U Alle economische activiteiten;Bedrijfsgebouwen;2002;266039.0;12605.0;17292.0;13033.0;-89.0;1.0;282815.0;88.0
66;A-U Alle economische activiteiten;Bedrijfsgebouwen;2003;282815.0;6480.0;17130.0;13541.0;-123.0;0.0;292761.0;89.1
67;A-U Alle economische activiteiten;Bedrijfsgebouwen;2004;292761.0;5288.0;16383.0;13976.0;-50.0;0.0;300406.0;89.8
68;A-U Alle economische activiteiten;Bedrijfsgebouwen;2005;300406.0;7033.0;16609.0;14457.0;-65.0;1.0;309527.0;90.4
69;A-U Alle economische activiteiten;Bedrijfsgebouwen;2006;309527.0;10555.0;17728.0;15111.0;-78.0;0.0;322621.0;91.1
70;A-U Alle economische activiteiten;Bedrijfsgebouwen;2007;322621.0;7855.0;20434.0;15672.0;-95.0;0.0;335143.0;92.4
71;A-U Alle economische activiteiten;Bedrijfsgebouwen;2008;335143.0;12043.0;22774.0;16497.0;-55.0;0.0;353408.0;94.1
72;A-U Alle economische activiteiten;Bedrijfsgebouwen;2009;353408.0;14185.0;22276.0;17426.0;-114.0;1.0;372330.0;95.3
73;A-U Alle economische activiteiten;Bedrijfsgebouwen;2010;372330.0;7527.0;19771.0;17966.0;-25.0;0.0;381637.0;95.7
74;A-U Alle economische activiteiten;Bedrijfsgebouwen;2011;381637.0;-328.0;20192.0;18059.0;-106.0;0.0;383336.0;96.2
75;A-U Alle economische activiteiten;Bedrijfsgebouwen;2012;383336.0;-1843.0;18297.0;18061.0;-70.0;0.0;381659.0;96.3
76;A-U Alle economische activiteiten;Bedrijfsgebouwen;2013;381659.0;5554.0;17452.0;18415.0;-78.0;1.0;386173.0;96.0
77;A-U Alle economische activiteiten;Bedrijfsgebouwen;2014;386173.0;1467.0;17348.0;18527.0;-73.0;-1.0;386387.0;95.7
78;A-U Alle economische activiteiten;Bedrijfsgebouwen;2015;386387.0;-7838.0;17507.0;18187.0;-101.0;-1.0;377767.0;95.5
79;A-U Alle economische activiteiten;Bedrijfsgebouwen;2016;377767.0;-3253.0;18360.0;18098.0;-362.0;0.0;374414.0;95.5
80;A-U Alle economische activiteiten;Bedrijfsgebouwen;2017;374414.0;109.0;19503.0;18157.0;-82.0;0.0;375787.0;95.8
81;A-U Alle economische activiteiten;Bedrijfsgebouwen;2018;375787.0;5331.0;21117.0;18532.0;-34.0;0.0;383669.0;96.4
82;A-U Alle economische activiteiten;Bedrijfsgebouwen;2019;383669.0;9357.0;24105.0;19190.0;0.0;0.0;397941.0;97.6
83;A-U Alle economische activiteiten;Bedrijfsgebouwen;2020;397941.0;15779.0;25141.0;20195.0;-21.0;0.0;418645.0;98.8
84;A-U Alle economische activiteiten;Bedrijfsgebouwen;2021;418645.0;14228.0;26369.0;21103.0;-24.0;1.0;438116.0;100.0
85;A-U Alle economische activiteiten;Bedrijfsgebouwen;2022;438116.0;14242.0;29807.0;22081.0;-47.0;-1.0;460036.0;101.7
86;A-U Alle economische activiteiten;Bedrijfsgebouwen;2023;460036.0;25577.0;31543.0;23639.0;-15.0;0.0;493502.0;103.3
87;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;1995;166362.0;129.0;7124.0;5129.0;0.0;-1.0;168485.0;64.3
88;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;1996;168485.0;3323.0;7994.0;5307.0;0.0;1.0;174496.0;65.3
89;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;1997;174496.0;2820.0;7518.0;5480.0;0.0;-1.0;179353.0;66.0
90;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;1998;179353.0;3336.0;7970.0;5661.0;14.0;1.0;185013.0;66.9
91;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;1999;185013.0;3692.0;8893.0;5869.0;0.0;0.0;191729.0;68.0
92;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2000;191729.0;6909.0;10355.0;6211.0;0.0;0.0;202782.0;69.4
93;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2001;202782.0;9433.0;11374.0;6651.0;0.0;1.0;216939.0;70.9
94;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2002;216939.0;8313.0;11697.0;7055.0;0.0;0.0;229894.0;72.4
95;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2003;229894.0;5768.0;11670.0;7363.0;0.0;1.0;239970.0;73.7
96;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2004;239970.0;1753.0;10863.0;7528.0;0.0;0.0;245058.0;74.7
97;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2005;245058.0;2129.0;12157.0;7708.0;0.0;0.0;251636.0;76.1
98;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2006;251636.0;6895.0;13335.0;8056.0;0.0;0.0;263810.0;77.6
99;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2007;263810.0;8419.0;14577.0;8497.0;5.0;0.0;278314.0;79.3
100;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2008;278314.0;12155.0;15541.0;9063.0;0.0;0.0;296947.0;81.1
101;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2009;296947.0;-291.0;15792.0;9235.0;0.0;0.0;303213.0;82.9
102;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2010;303213.0;7453.0;15989.0;9642.0;0.0;1.0;317014.0;84.6
103;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2011;317014.0;7350.0;17395.0;10079.0;0.0;0.0;331680.0;86.5
104;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2012;331680.0;6710.0;15998.0;10490.0;0.0;0.0;343898.0;87.9
105;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2013;343898.0;3247.0;16961.0;10795.0;0.0;-1.0;353310.0;89.5
106;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2014;353310.0;457.0;16466.0;11025.0;0.0;1.0;359209.0;90.9
107;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2015;359209.0;115.0;17643.0;11268.0;0.0;-1.0;365698.0;92.5
108;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2016;365698.0;-1222.0;17439.0;11508.0;0.0;0.0;370407.0;94.0
109;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2017;370407.0;9820.0;16903.0;12000.0;0.0;1.0;385131.0;95.2
110;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2018;385131.0;12951.0;17818.0;12597.0;0.0;0.0;403303.0;96.4
111;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2019;403303.0;10233.0;18493.0;13085.0;0.0;-1.0;418943.0;97.7
112;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2020;418943.0;3613.0;18647.0;13357.0;0.0;0.0;427846.0;98.9
113;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2021;427846.0;20489.0;19108.0;14223.0;0.0;0.0;453220.0;100.0
114;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2022;453220.0;48069.0;20105.0;16002.0;0.0;0.0;505392.0;100.8
115;A-U Alle economische activiteiten;Grond- weg- en waterbouwkundige werken;2023;505392.0;18947.0;21682.0;16805.0;0.0;1.0;529217.0;101.8
116;A-U Alle economische activiteiten;Overdrachtskosten op grond;1995;6673.0;135.0;737.0;646.0;0.0;0.0;6899.0;72.8
117;A-U Alle economische activiteiten;Overdrachtskosten op grond;1996;6899.0;367.0;939.0;696.0;0.0;1.0;7510.0;75.3
118;A-U Alle economische activiteiten;Overdrachtskosten op grond;1997;7510.0;286.0;909.0;743.0;0.0;0.0;7962.0;76.9
119;A-U Alle economische activiteiten;Overdrachtskosten op grond;1998;7962.0;713.0;1015.0;826.0;6.0;0.0;8870.0;78.6
120;A-U Alle economische activiteiten;Overdrachtskosten op grond;1999;8870.0;482.0;1131.0;894.0;0.0;0.0;9589.0;80.6
121;A-U Alle economische activiteiten;Overdrachtskosten op grond;2000;9589.0;1047.0;1462.0;1022.0;0.0;0.0;11076.0;83.9
122;A-U Alle economische activiteiten;Overdrachtskosten op grond;2001;11076.0;1104.0;1280.0;1153.0;0.0;0.0;12307.0;84.8
123;A-U Alle economische activiteiten;Overdrachtskosten op grond;2002;12307.0;330.0;1134.0;1197.0;0.0;0.0;12574.0;84.4
124;A-U Alle economische activiteiten;Overdrachtskosten op grond;2003;12574.0;417.0;839.0;1230.0;0.0;0.0;12600.0;81.9
125;A-U Alle economische activiteiten;Overdrachtskosten op grond;2004;12600.0;236.0;1021.0;1240.0;0.0;1.0;12618.0;80.5
126;A-U Alle economische activiteiten;Overdrachtskosten op grond;2005;12618.0;225.0;1114.0;1254.0;0.0;0.0;12703.0;79.6
127;A-U Alle economische activiteiten;Overdrachtskosten op grond;2006;12703.0;381.0;1164.0;1284.0;0.0;0.0;12964.0;78.9
128;A-U Alle economische activiteiten;Overdrachtskosten op grond;2007;12964.0;344.0;1112.0;1308.0;0.0;-1.0;13111.0;77.7
129;A-U Alle economische activiteiten;Overdrachtskosten op grond;2008;13111.0;393.0;1022.0;1331.0;0.0;1.0;13196.0;75.9
130;A-U Alle economische activiteiten;Overdrachtskosten op grond;2009;13196.0;-27.0;941.0;1305.0;0.0;0.0;12805.0;73.8
131;A-U Alle economische activiteiten;Overdrachtskosten op grond;2010;12805.0;180.0;1096.0;1301.0;0.0;0.0;12780.0;72.7
132;A-U Alle economische activiteiten;Overdrachtskosten op grond;2011;12780.0;-1293.0;1124.0;1157.0;0.0;0.0;11454.0;72.5
133;A-U Alle economische activiteiten;Overdrachtskosten op grond;2012;11454.0;-1527.0;1154.0;1003.0;0.0;0.0;10078.0;73.6
134;A-U Alle economische activiteiten;Overdrachtskosten op grond;2013;10078.0;-70.0;967.0;996.0;0.0;0.0;9979.0;73.3
135;A-U Alle economische activiteiten;Overdrachtskosten op grond;2014;9979.0;366.0;1211.0;1034.0;0.0;0.0;10522.0;74.6
136;A-U Alle economische activiteiten;Overdrachtskosten op grond;2015;10522.0;517.0;1392.0;1095.0;0.0;0.0;11336.0;76.6
137;A-U Alle economische activiteiten;Overdrachtskosten op grond;2016;11336.0;2600.0;1937.0;1371.0;0.0;0.0;14502.0;79.7
138;A-U Alle economische activiteiten;Overdrachtskosten op grond;2017;14502.0;734.0;1956.0;1470.0;0.0;0.0;15722.0;82.3
139;A-U Alle economische activiteiten;Overdrachtskosten op grond;2018;15722.0;511.0;2090.0;1549.0;0.0;0.0;16774.0;85.0
140;A-U Alle economische activiteiten;Overdrachtskosten op grond;2019;16774.0;272.0;2400.0;1616.0;0.0;0.0;17830.0;88.9
141;A-U Alle economische activiteiten;Overdrachtskosten op grond;2020;17830.0;414.0;2819.0;1715.0;0.0;0.0;19348.0;94.3
142;A-U Alle economische activiteiten;Overdrachtskosten op grond;2021;19348.0;515.0;3044.0;1840.0;0.0;0.0;21067.0;100.0
143;A-U Alle economische activiteiten;Overdrachtskosten op grond;2022;21067.0;3044.0;2717.0;2182.0;0.0;-1.0;24645.0;102.2
144;A-U Alle economische activiteiten;Overdrachtskosten op grond;2023;24645.0;-613.0;2538.0;2164.0;0.0;1.0;24407.0;103.8
145;A-U Alle economische activiteiten;Totaal vervoermiddelen;1995;35331.0;35.0;6434.0;5130.0;-660.0;0.0;36010.0;58.2
146;A-U Alle economische activiteiten;Totaal vervoermiddelen;1996;36010.0;161.0;6556.0;5152.0;-834.0;-1.0;36740.0;59.1
147;A-U Alle economische activiteiten;Totaal vervoermiddelen;1997;36740.0;-53.0;6441.0;5186.0;-615.0;1.0;37328.0;60.2
148;A-U Alle economische activiteiten;Totaal vervoermiddelen;1998;37328.0;727.0;7634.0;5412.0;-966.0;0.0;39311.0;62.2
149;A-U Alle economische activiteiten;Totaal vervoermiddelen;1999;39311.0;235.0;8186.0;5647.0;-1098.0;0.0;40987.0;64.4
150;A-U Alle economische activiteiten;Totaal vervoermiddelen;2000;40987.0;865.0;8509.0;6059.0;-1070.0;1.0;43233.0;66.6
151;A-U Alle economische activiteiten;Totaal vervoermiddelen;2001;43233.0;33.0;8600.0;6348.0;-1700.0;0.0;43818.0;67.4
152;A-U Alle economische activiteiten;Totaal vervoermiddelen;2002;43818.0;998.0;7932.0;6489.0;-1755.0;-1.0;44503.0;66.9
153;A-U Alle economische activiteiten;Totaal vervoermiddelen;2003;44503.0;329.0;9291.0;6580.0;-2103.0;0.0;45440.0;67.8
154;A-U Alle economische activiteiten;Totaal vervoermiddelen;2004;45440.0;357.0;9128.0;6693.0;-2167.0;1.0;46066.0;68.2
155;A-U Alle economische activiteiten;Totaal vervoermiddelen;2005;46066.0;1099.0;9272.0;6854.0;-2534.0;0.0;47049.0;68.1
156;A-U Alle economische activiteiten;Totaal vervoermiddelen;2006;47049.0;615.0;10508.0;6953.0;-2631.0;-1.0;48587.0;69.4
157;A-U Alle economische activiteiten;Totaal vervoermiddelen;2007;48587.0;661.0;11056.0;7136.0;-2914.0;0.0;50254.0;70.8
158;A-U Alle economische activiteiten;Totaal vervoermiddelen;2008;50254.0;447.0;11841.0;7242.0;-2866.0;0.0;52434.0;73.2
159;A-U Alle economische activiteiten;Totaal vervoermiddelen;2009;52434.0;839.0;9247.0;7281.0;-2867.0;1.0;52373.0;72.0
160;A-U Alle economische activiteiten;Totaal vervoermiddelen;2010;52373.0;782.0;9209.0;7099.0;-2991.0;1.0;52275.0;70.8
161;A-U Alle economische activiteiten;Totaal vervoermiddelen;2011;52275.0;-243.0;11573.0;7071.0;-3182.0;0.0;53352.0;72.6
162;A-U Alle economische activiteiten;Totaal vervoermiddelen;2012;53352.0;771.0;11450.0;7284.0;-2755.0;0.0;55534.0;74.5
163;A-U Alle economische activiteiten;Totaal vervoermiddelen;2013;55534.0;432.0;10499.0;7435.0;-2753.0;0.0;56277.0;74.9
164;A-U Alle economische activiteiten;Totaal vervoermiddelen;2014;56277.0;722.0;9945.0;7479.0;-3043.0;0.0;56422.0;74.1
165;A-U Alle economische activiteiten;Totaal vervoermiddelen;2015;56422.0;1874.0;14026.0;7949.0;-3147.0;0.0;61226.0;77.9
166;A-U Alle economische activiteiten;Totaal vervoermiddelen;2016;61226.0;556.0;14784.0;8340.0;-2783.0;-1.0;65442.0;82.5
167;A-U Alle economische activiteiten;Totaal vervoermiddelen;2017;65442.0;303.0;17141.0;8895.0;-2625.0;1.0;71367.0;89.5
168;A-U Alle economische activiteiten;Totaal vervoermiddelen;2018;71367.0;237.0;16331.0;9692.0;-3228.0;0.0;75015.0;93.8
169;A-U Alle economische activiteiten;Totaal vervoermiddelen;2019;75015.0;1998.0;20380.0;10607.0;-3496.0;-1.0;83289.0;101.4
170;A-U Alle economische activiteiten;Totaal vervoermiddelen;2020;83289.0;1412.0;14502.0;11228.0;-3665.0;0.0;84310.0;101.0
171;A-U Alle economische activiteiten;Totaal vervoermiddelen;2021;84310.0;1931.0;15150.0;11499.0;-4479.0;0.0;85413.0;100.0
172;A-U Alle economische activiteiten;Totaal vervoermiddelen;2022;85413.0;5729.0;16195.0;12098.0;-4886.0;-1.0;90352.0;99.1
173;A-U Alle economische activiteiten;Totaal vervoermiddelen;2023;90352.0;3944.0;20064.0;12648.0;-5233.0;0.0;96479.0;101.4
174;A-U Alle economische activiteiten;Personenauto's;1995;9971.0;-47.0;2941.0;2303.0;-554.0;0.0;10008.0;42.7
175;A-U Alle economische activiteiten;Personenauto's;1996;10008.0;153.0;3318.0;2319.0;-364.0;0.0;10796.0;45.4
176;A-U Alle economische activiteiten;Personenauto's;1997;10796.0;-58.0;3695.0;2416.0;-398.0;0.0;11619.0;49.1
177;A-U Alle economische activiteiten;Personenauto's;1998;11619.0;129.0;4183.0;2602.0;-716.0;0.0;12613.0;52.8
178;A-U Alle economische activiteiten;Personenauto's;1999;12613.0;18.0;4863.0;2788.0;-764.0;0.0;13942.0;58.2
179;A-U Alle economische activiteiten;Personenauto's;2000;13942.0;479.0;4993.0;3113.0;-800.0;0.0;15501.0;62.6
180;A-U Alle economische activiteiten;Personenauto's;2001;15501.0;230.0;5250.0;3369.0;-1130.0;0.0;16482.0;65.6
181;A-U Alle economische activiteiten;Personenauto's;2002;16482.0;136.0;4963.0;3482.0;-1152.0;0.0;16947.0;66.9
182;A-U Alle economische activiteiten;Personenauto's;2003;16947.0;85.0;5053.0;3571.0;-1364.0;1.0;17151.0;67.4
183;A-U Alle economische activiteiten;Personenauto's;2004;17151.0;285.0;5617.0;3657.0;-1539.0;0.0;17857.0;69.0
184;A-U Alle economische activiteiten;Personenauto's;2005;17857.0;400.0;5871.0;3784.0;-1696.0;0.0;18648.0;70.5
185;A-U Alle economische activiteiten;Personenauto's;2006;18648.0;353.0;6419.0;3908.0;-1656.0;0.0;19856.0;73.6
186;A-U Alle economische activiteiten;Personenauto's;2007;19856.0;295.0;7111.0;4068.0;-1759.0;1.0;21436.0;78.3
187;A-U Alle economische activiteiten;Personenauto's;2008;21436.0;-433.0;6612.0;4081.0;-1921.0;0.0;21613.0;80.6
188;A-U Alle economische activiteiten;Personenauto's;2009;21613.0;154.0;4695.0;4012.0;-2018.0;1.0;20433.0;75.7
189;A-U Alle economische activiteiten;Personenauto's;2010;20433.0;27.0;5252.0;3788.0;-2250.0;0.0;19674.0;72.8
190;A-U Alle economische activiteiten;Personenauto's;2011;19674.0;-280.0;6428.0;3749.0;-2105.0;1.0;19969.0;74.9
191;A-U Alle economische activiteiten;Personenauto's;2012;19969.0;136.0;6493.0;3866.0;-1555.0;0.0;21177.0;78.9
192;A-U Alle economische activiteiten;Personenauto's;2013;21177.0;40.0;5772.0;3985.0;-1550.0;-1.0;21453.0;79.8
193;A-U Alle economische activiteiten;Personenauto's;2014;21453.0;111.0;5627.0;4031.0;-1967.0;0.0;21193.0;78.4
194;A-U Alle economische activiteiten;Personenauto's;2015;21193.0;212.0;8029.0;4292.0;-2222.0;0.0;22920.0;84.0
195;A-U Alle economische activiteiten;Personenauto's;2016;22920.0;426.0;7066.0;4467.0;-2017.0;1.0;23929.0;86.1
196;A-U Alle economische activiteiten;Personenauto's;2017;23929.0;347.0;7848.0;4684.0;-1723.0;0.0;25717.0;91.2
