ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
2945;2700c Metalektro en overige industrie;Binnenland;1997 januari;3;93
2946;2700c Metalektro en overige industrie;Binnenland;1997 februari;8;92
2947;2700c Metalektro en overige industrie;Binnenland;1997 maart;1;92
2948;2700c Metalektro en overige industrie;Binnenland;1997 1e kwartaal;4;92
2949;2700c Metalektro en overige industrie;Binnenland;1997 april;16;93
2950;2700c Metalektro en overige industrie;Binnenland;1997 mei;3;93
2951;2700c Metalektro en overige industrie;Binnenland;1997 juni;14;93
2952;2700c Metalektro en overige industrie;Binnenland;1997 2e kwartaal;11;92
2953;2700c Metalektro en overige industrie;Binnenland;1997 juli;8;93
2954;2700c Metalektro en overige industrie;Binnenland;1997 augustus;0;91
2955;2700c Metalektro en overige industrie;Binnenland;1997 september;11;93
2956;2700c Metalektro en overige industrie;Binnenland;1997 3e kwartaal;7;92
2957;2700c Metalektro en overige industrie;Binnenland;1997 oktober;7;93
2958;2700c Metalektro en overige industrie;Binnenland;1997 november;4;93
2959;2700c Metalektro en overige industrie;Binnenland;1997 december;11;91
2960;2700c Metalektro en overige industrie;Binnenland;1997 4e kwartaal;8;92
2961;2700c Metalektro en overige industrie;Binnenland;1997;8;91
2962;2700c Metalektro en overige industrie;Binnenland;1998 januari;18;96
2963;2700c Metalektro en overige industrie;Binnenland;1998 februari;19;96
2964;2700c Metalektro en overige industrie;Binnenland;1998 maart;21;96
2965;2700c Metalektro en overige industrie;Binnenland;1998 1e kwartaal;19;96
2966;2700c Metalektro en overige industrie;Binnenland;1998 april;5;96
2967;2700c Metalektro en overige industrie;Binnenland;1998 mei;8;97
2968;2700c Metalektro en overige industrie;Binnenland;1998 juni;6;97
2969;2700c Metalektro en overige industrie;Binnenland;1998 2e kwartaal;6;96
2970;2700c Metalektro en overige industrie;Binnenland;1998 juli;20;97
2971;2700c Metalektro en overige industrie;Binnenland;1998 augustus;0;97
2972;2700c Metalektro en overige industrie;Binnenland;1998 september;8;97
2973;2700c Metalektro en overige industrie;Binnenland;1998 3e kwartaal;10;97
2974;2700c Metalektro en overige industrie;Binnenland;1998 oktober;0;97
2975;2700c Metalektro en overige industrie;Binnenland;1998 november;7;97
2976;2700c Metalektro en overige industrie;Binnenland;1998 december;5;97
2977;2700c Metalektro en overige industrie;Binnenland;1998 4e kwartaal;4;97
2978;2700c Metalektro en overige industrie;Binnenland;1998;9;96
2979;2700c Metalektro en overige industrie;Binnenland;1999 januari;-4;97
2980;2700c Metalektro en overige industrie;Binnenland;1999 februari;-8;97
2981;2700c Metalektro en overige industrie;Binnenland;1999 maart;9;96
2982;2700c Metalektro en overige industrie;Binnenland;1999 1e kwartaal;0;96
2983;2700c Metalektro en overige industrie;Binnenland;1999 april;0;97
2984;2700c Metalektro en overige industrie;Binnenland;1999 mei;-3;96
2985;2700c Metalektro en overige industrie;Binnenland;1999 juni;12;97
2986;2700c Metalektro en overige industrie;Binnenland;1999 2e kwartaal;4;96
2987;2700c Metalektro en overige industrie;Binnenland;1999 juli;-5;96
2988;2700c Metalektro en overige industrie;Binnenland;1999 augustus;9;96
2989;2700c Metalektro en overige industrie;Binnenland;1999 september;4;96
2990;2700c Metalektro en overige industrie;Binnenland;1999 3e kwartaal;3;96
2991;2700c Metalektro en overige industrie;Binnenland;1999 oktober;0;96
2992;2700c Metalektro en overige industrie;Binnenland;1999 november;7;96
2993;2700c Metalektro en overige industrie;Binnenland;1999 december;18;95
2994;2700c Metalektro en overige industrie;Binnenland;1999 4e kwartaal;8;96
2995;2700c Metalektro en overige industrie;Binnenland;1999;4;95
2996;2700c Metalektro en overige industrie;Binnenland;2000 januari;0;97
2997;2700c Metalektro en overige industrie;Binnenland;2000 februari;16;97
2998;2700c Metalektro en overige industrie;Binnenland;2000 maart;1;97
2999;2700c Metalektro en overige industrie;Binnenland;2000 1e kwartaal;5;97
3000;2700c Metalektro en overige industrie;Binnenland;2000 april;0;97
3001;2700c Metalektro en overige industrie;Binnenland;2000 mei;21;97
3002;2700c Metalektro en overige industrie;Binnenland;2000 juni;-13;97
3003;2700c Metalektro en overige industrie;Binnenland;2000 2e kwartaal;2;96
3004;2700c Metalektro en overige industrie;Binnenland;2000 juli;-6;97
3005;2700c Metalektro en overige industrie;Binnenland;2000 augustus;19;97
3006;2700c Metalektro en overige industrie;Binnenland;2000 september;0;97
3007;2700c Metalektro en overige industrie;Binnenland;2000 3e kwartaal;3;97
3008;2700c Metalektro en overige industrie;Binnenland;2000 oktober;4;97
3009;2700c Metalektro en overige industrie;Binnenland;2000 november;8;97
3010;2700c Metalektro en overige industrie;Binnenland;2000 december;-3;97
3011;2700c Metalektro en overige industrie;Binnenland;2000 4e kwartaal;3;97
3012;2700c Metalektro en overige industrie;Binnenland;2000;3;95
3013;2700c Metalektro en overige industrie;Binnenland;2001 januari;8;97
3014;2700c Metalektro en overige industrie;Binnenland;2001 februari;1;97
3015;2700c Metalektro en overige industrie;Binnenland;2001 maart;2;97
3016;2700c Metalektro en overige industrie;Binnenland;2001 1e kwartaal;4;97
3017;2700c Metalektro en overige industrie;Binnenland;2001 april;3;97
3018;2700c Metalektro en overige industrie;Binnenland;2001 mei;0;97
3019;2700c Metalektro en overige industrie;Binnenland;2001 juni;6;97
3020;2700c Metalektro en overige industrie;Binnenland;2001 2e kwartaal;3;97
3021;2700c Metalektro en overige industrie;Binnenland;2001 juli;0;97
3022;2700c Metalektro en overige industrie;Binnenland;2001 augustus;3;97
3023;2700c Metalektro en overige industrie;Binnenland;2001 september;-9;97
3024;2700c Metalektro en overige industrie;Binnenland;2001 3e kwartaal;-3;97
3025;2700c Metalektro en overige industrie;Binnenland;2001 oktober;0;97
3026;2700c Metalektro en overige industrie;Binnenland;2001 november;-9;97
3027;2700c Metalektro en overige industrie;Binnenland;2001 december;-14;97
3028;2700c Metalektro en overige industrie;Binnenland;2001 4e kwartaal;-8;97
3029;2700c Metalektro en overige industrie;Binnenland;2001;-1;95
3030;2700c Metalektro en overige industrie;Binnenland;2002 januari;-1;94
3031;2700c Metalektro en overige industrie;Binnenland;2002 februari;-12;95
3032;2700c Metalektro en overige industrie;Binnenland;2002 maart;-10;95
3033;2700c Metalektro en overige industrie;Binnenland;2002 1e kwartaal;-8;95
3034;2700c Metalektro en overige industrie;Binnenland;2002 april;-3;95
3035;2700c Metalektro en overige industrie;Binnenland;2002 mei;-9;94
3036;2700c Metalektro en overige industrie;Binnenland;2002 juni;-4;94
3037;2700c Metalektro en overige industrie;Binnenland;2002 2e kwartaal;-5;94
3038;2700c Metalektro en overige industrie;Binnenland;2002 juli;1;94
3039;2700c Metalektro en overige industrie;Binnenland;2002 augustus;-9;94
3040;2700c Metalektro en overige industrie;Binnenland;2002 september;3;94
3041;2700c Metalektro en overige industrie;Binnenland;2002 3e kwartaal;-2;94
3042;2700c Metalektro en overige industrie;Binnenland;2002 oktober;-4;94
3043;2700c Metalektro en overige industrie;Binnenland;2002 november;-7;93
3044;2700c Metalektro en overige industrie;Binnenland;2002 december;-5;93
3045;2700c Metalektro en overige industrie;Binnenland;2002 4e kwartaal;-5;93
3046;2700c Metalektro en overige industrie;Binnenland;2002;-4;93
3047;2700c Metalektro en overige industrie;Binnenland;2003 januari;-7;95
3048;2700c Metalektro en overige industrie;Binnenland;2003 februari;-1;96
3049;2700c Metalektro en overige industrie;Binnenland;2003 maart;-5;95
3050;2700c Metalektro en overige industrie;Binnenland;2003 1e kwartaal;-4;95
3051;2700c Metalektro en overige industrie;Binnenland;2003 april;-3;96
3052;2700c Metalektro en overige industrie;Binnenland;2003 mei;-7;93
3053;2700c Metalektro en overige industrie;Binnenland;2003 juni;-4;92
3054;2700c Metalektro en overige industrie;Binnenland;2003 2e kwartaal;-5;92
3055;2700c Metalektro en overige industrie;Binnenland;2003 juli;-6;93
3056;2700c Metalektro en overige industrie;Binnenland;2003 augustus;-16;93
3057;2700c Metalektro en overige industrie;Binnenland;2003 september;-3;93
3058;2700c Metalektro en overige industrie;Binnenland;2003 3e kwartaal;-8;92
3059;2700c Metalektro en overige industrie;Binnenland;2003 oktober;2;92
3060;2700c Metalektro en overige industrie;Binnenland;2003 november;-4;92
3061;2700c Metalektro en overige industrie;Binnenland;2003 december;5;91
3062;2700c Metalektro en overige industrie;Binnenland;2003 4e kwartaal;1;91
3063;2700c Metalektro en overige industrie;Binnenland;2003;-5;90
3064;2700c Metalektro en overige industrie;Binnenland;2004 januari;-6;92
3065;2700c Metalektro en overige industrie;Binnenland;2004 februari;-5;91
3066;2700c Metalektro en overige industrie;Binnenland;2004 maart;7;91
3067;2700c Metalektro en overige industrie;Binnenland;2004 1e kwartaal;-1;90
3068;2700c Metalektro en overige industrie;Binnenland;2004 april;1;90
3069;2700c Metalektro en overige industrie;Binnenland;2004 mei;-9;91
3070;2700c Metalektro en overige industrie;Binnenland;2004 juni;5;93
3071;2700c Metalektro en overige industrie;Binnenland;2004 2e kwartaal;0;90
3072;2700c Metalektro en overige industrie;Binnenland;2004 juli;9;95
3073;2700c Metalektro en overige industrie;Binnenland;2004 augustus;-4;93
3074;2700c Metalektro en overige industrie;Binnenland;2004 september;3;94
3075;2700c Metalektro en overige industrie;Binnenland;2004 3e kwartaal;3;94
3076;2700c Metalektro en overige industrie;Binnenland;2004 oktober;-9;94
3077;2700c Metalektro en overige industrie;Binnenland;2004 november;9;94
3078;2700c Metalektro en overige industrie;Binnenland;2004 december;3;93
3079;2700c Metalektro en overige industrie;Binnenland;2004 4e kwartaal;1;93
3080;2700c Metalektro en overige industrie;Binnenland;2004;0;88
3081;2700c Metalektro en overige industrie;Binnenland;2005 januari;4;96
3082;2700c Metalektro en overige industrie;Binnenland;2005 februari;4;95
3083;2700c Metalektro en overige industrie;Binnenland;2005 maart;-2;93
3084;2700c Metalektro en overige industrie;Binnenland;2005 1e kwartaal;2;94
3085;2700c Metalektro en overige industrie;Binnenland;2005 april;5;94
3086;2700c Metalektro en overige industrie;Binnenland;2005 mei;5;95
3087;2700c Metalektro en overige industrie;Binnenland;2005 juni;1;94
3088;2700c Metalektro en overige industrie;Binnenland;2005 2e kwartaal;4;94
3089;2700c Metalektro en overige industrie;Binnenland;2005 juli;-11;94
3090;2700c Metalektro en overige industrie;Binnenland;2005 augustus;9;95
3091;2700c Metalektro en overige industrie;Binnenland;2005 september;-4;94
3092;2700c Metalektro en overige industrie;Binnenland;2005 3e kwartaal;-3;94
3093;2700c Metalektro en overige industrie;Binnenland;2005 oktober;-5;94
3094;2700c Metalektro en overige industrie;Binnenland;2005 november;-2;93
3095;2700c Metalektro en overige industrie;Binnenland;2005 december;3;92
3096;2700c Metalektro en overige industrie;Binnenland;2005 4e kwartaal;-1;93
3097;2700c Metalektro en overige industrie;Binnenland;2005;0;91
3098;2700c Metalektro en overige industrie;Binnenland;2006 januari;-1;96
3099;2700c Metalektro en overige industrie;Binnenland;2006 februari;2;93
3100;2700c Metalektro en overige industrie;Buitenland;1997 januari;-2;93
3101;2700c Metalektro en overige industrie;Buitenland;1997 februari;6;93
3102;2700c Metalektro en overige industrie;Buitenland;1997 maart;4;92
3103;2700c Metalektro en overige industrie;Buitenland;1997 1e kwartaal;3;92
3104;2700c Metalektro en overige industrie;Buitenland;1997 april;13;92
3105;2700c Metalektro en overige industrie;Buitenland;1997 mei;4;92
3106;2700c Metalektro en overige industrie;Buitenland;1997 juni;18;93
3107;2700c Metalektro en overige industrie;Buitenland;1997 2e kwartaal;12;92
3108;2700c Metalektro en overige industrie;Buitenland;1997 juli;24;92
3109;2700c Metalektro en overige industrie;Buitenland;1997 augustus;11;92
3110;2700c Metalektro en overige industrie;Buitenland;1997 september;17;93
3111;2700c Metalektro en overige industrie;Buitenland;1997 3e kwartaal;17;92
3112;2700c Metalektro en overige industrie;Buitenland;1997 oktober;19;93
3113;2700c Metalektro en overige industrie;Buitenland;1997 november;13;93
3114;2700c Metalektro en overige industrie;Buitenland;1997 december;29;93
3115;2700c Metalektro en overige industrie;Buitenland;1997 4e kwartaal;20;93
3116;2700c Metalektro en overige industrie;Buitenland;1997;13;91
3117;2700c Metalektro en overige industrie;Buitenland;1998 januari;13;97
3118;2700c Metalektro en overige industrie;Buitenland;1998 februari;13;98
3119;2700c Metalektro en overige industrie;Buitenland;1998 maart;16;97
3120;2700c Metalektro en overige industrie;Buitenland;1998 1e kwartaal;14;97
3121;2700c Metalektro en overige industrie;Buitenland;1998 april;15;97
3122;2700c Metalektro en overige industrie;Buitenland;1998 mei;6;97
3123;2700c Metalektro en overige industrie;Buitenland;1998 juni;3;98
3124;2700c Metalektro en overige industrie;Buitenland;1998 2e kwartaal;8;97
3125;2700c Metalektro en overige industrie;Buitenland;1998 juli;7;98
3126;2700c Metalektro en overige industrie;Buitenland;1998 augustus;4;97
3127;2700c Metalektro en overige industrie;Buitenland;1998 september;0;98
3128;2700c Metalektro en overige industrie;Buitenland;1998 3e kwartaal;4;97
3129;2700c Metalektro en overige industrie;Buitenland;1998 oktober;-1;98
3130;2700c Metalektro en overige industrie;Buitenland;1998 november;-3;98
3131;2700c Metalektro en overige industrie;Buitenland;1998 december;-18;98
3132;2700c Metalektro en overige industrie;Buitenland;1998 4e kwartaal;-8;98
3133;2700c Metalektro en overige industrie;Buitenland;1998;4;96
3134;2700c Metalektro en overige industrie;Buitenland;1999 januari;0;98
3135;2700c Metalektro en overige industrie;Buitenland;1999 februari;-9;98
3136;2700c Metalektro en overige industrie;Buitenland;1999 maart;2;98
3137;2700c Metalektro en overige industrie;Buitenland;1999 1e kwartaal;-2;98
3138;2700c Metalektro en overige industrie;Buitenland;1999 april;-11;98
3139;2700c Metalektro en overige industrie;Buitenland;1999 mei;-2;98
3140;2700c Metalektro en overige industrie;Buitenland;1999 juni;-1;98
3141;2700c Metalektro en overige industrie;Buitenland;1999 2e kwartaal;-5;98
3142;2700c Metalektro en overige industrie;Buitenland;1999 juli;-10;98
3143;2700c Metalektro en overige industrie;Buitenland;1999 augustus;-2;97
3144;2700c Metalektro en overige industrie;Buitenland;1999 september;0;97
3145;2700c Metalektro en overige industrie;Buitenland;1999 3e kwartaal;-4;97
3146;2700c Metalektro en overige industrie;Buitenland;1999 oktober;-3;97
3147;2700c Metalektro en overige industrie;Buitenland;1999 november;10;97
3148;2700c Metalektro en overige industrie;Buitenland;1999 december;36;96
3149;2700c Metalektro en overige industrie;Buitenland;1999 4e kwartaal;14;96
3150;2700c Metalektro en overige industrie;Buitenland;1999;2;95
3151;2700c Metalektro en overige industrie;Buitenland;2000 januari;7;97
3152;2700c Metalektro en overige industrie;Buitenland;2000 februari;21;97
3153;2700c Metalektro en overige industrie;Buitenland;2000 maart;9;97
3154;2700c Metalektro en overige industrie;Buitenland;2000 1e kwartaal;12;97
3155;2700c Metalektro en overige industrie;Buitenland;2000 april;11;97
3156;2700c Metalektro en overige industrie;Buitenland;2000 mei;31;97
3157;2700c Metalektro en overige industrie;Buitenland;2000 juni;11;97
3158;2700c Metalektro en overige industrie;Buitenland;2000 2e kwartaal;18;97
3159;2700c Metalektro en overige industrie;Buitenland;2000 juli;3;97
3160;2700c Metalektro en overige industrie;Buitenland;2000 augustus;27;98
3161;2700c Metalektro en overige industrie;Buitenland;2000 september;17;98
3162;2700c Metalektro en overige industrie;Buitenland;2000 3e kwartaal;16;97
3163;2700c Metalektro en overige industrie;Buitenland;2000 oktober;16;98
3164;2700c Metalektro en overige industrie;Buitenland;2000 november;22;97
3165;2700c Metalektro en overige industrie;Buitenland;2000 december;8;98
3166;2700c Metalektro en overige industrie;Buitenland;2000 4e kwartaal;15;97
3167;2700c Metalektro en overige industrie;Buitenland;2000;16;96
3168;2700c Metalektro en overige industrie;Buitenland;2001 januari;13;98
3169;2700c Metalektro en overige industrie;Buitenland;2001 februari;3;98
3170;2700c Metalektro en overige industrie;Buitenland;2001 maart;5;98
3171;2700c Metalektro en overige industrie;Buitenland;2001 1e kwartaal;7;98
3172;2700c Metalektro en overige industrie;Buitenland;2001 april;5;98
3173;2700c Metalektro en overige industrie;Buitenland;2001 mei;-1;99
3174;2700c Metalektro en overige industrie;Buitenland;2001 juni;3;98
3175;2700c Metalektro en overige industrie;Buitenland;2001 2e kwartaal;2;98
3176;2700c Metalektro en overige industrie;Buitenland;2001 juli;5;97
3177;2700c Metalektro en overige industrie;Buitenland;2001 augustus;-3;98
3178;2700c Metalektro en overige industrie;Buitenland;2001 september;-10;98
3179;2700c Metalektro en overige industrie;Buitenland;2001 3e kwartaal;-4;98
3180;2700c Metalektro en overige industrie;Buitenland;2001 oktober;-8;98
3181;2700c Metalektro en overige industrie;Buitenland;2001 november;-11;98
3182;2700c Metalektro en overige industrie;Buitenland;2001 december;-16;98
3183;2700c Metalektro en overige industrie;Buitenland;2001 4e kwartaal;-12;98
3184;2700c Metalektro en overige industrie;Buitenland;2001;-3;97
3185;2700c Metalektro en overige industrie;Buitenland;2002 januari;-8;95
3186;2700c Metalektro en overige industrie;Buitenland;2002 februari;-6;92
3187;2700c Metalektro en overige industrie;Buitenland;2002 maart;-12;93
3188;2700c Metalektro en overige industrie;Buitenland;2002 1e kwartaal;-9;93
3189;2700c Metalektro en overige industrie;Buitenland;2002 april;2;93
3190;2700c Metalektro en overige industrie;Buitenland;2002 mei;-10;93
3191;2700c Metalektro en overige industrie;Buitenland;2002 juni;-5;92
3192;2700c Metalektro en overige industrie;Buitenland;2002 2e kwartaal;-5;92
3193;2700c Metalektro en overige industrie;Buitenland;2002 juli;0;93
3194;2700c Metalektro en overige industrie;Buitenland;2002 augustus;-6;92
3195;2700c Metalektro en overige industrie;Buitenland;2002 september;4;91
3196;2700c Metalektro en overige industrie;Buitenland;2002 3e kwartaal;-1;92
3197;2700c Metalektro en overige industrie;Buitenland;2002 oktober;5;89
3198;2700c Metalektro en overige industrie;Buitenland;2002 november;-3;85
3199;2700c Metalektro en overige industrie;Buitenland;2002 december;-1;87
3200;2700c Metalektro en overige industrie;Buitenland;2002 4e kwartaal;0;87
3201;2700c Metalektro en overige industrie;Buitenland;2002;-3;90
3202;2700c Metalektro en overige industrie;Buitenland;2003 januari;0;94
3203;2700c Metalektro en overige industrie;Buitenland;2003 februari;2;96
3204;2700c Metalektro en overige industrie;Buitenland;2003 maart;1;95
