ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
2046;Parking fees;Zuidwest-Gelderland (CR);2019;3.0;14.0
2047;Parking fees;Zuidwest-Gelderland (CR);2020;3.0;12.0
2048;Parking fees;Zuidwest-Gelderland (CR);2021;3.0;13.0
2049;Parking fees;Zuidwest-Gelderland (CR);2022;4.0;14.0
2050;Parking fees;Zuidwest-Gelderland (CR);2023;4.0;14.0
2051;Parking fees;Utrecht (CR);2017;51.0;40.0
2052;Parking fees;Utrecht (CR);2018;53.0;41.0
2053;Parking fees;Utrecht (CR);2019;61.0;45.0
2054;Parking fees;Utrecht (CR);2020;53.0;39.0
2055;Parking fees;Utrecht (CR);2021;58.0;42.0
2056;Parking fees;Utrecht (CR);2022;69.0;50.0
2057;Parking fees;Utrecht (CR);2023;83.0;60.0
2058;Parking fees;Kop van Noord-Holland (CR);2017;7.0;20.0
2059;Parking fees;Kop van Noord-Holland (CR);2018;8.0;21.0
2060;Parking fees;Kop van Noord-Holland (CR);2019;9.0;24.0
2061;Parking fees;Kop van Noord-Holland (CR);2020;7.0;20.0
2062;Parking fees;Kop van Noord-Holland (CR);2021;9.0;25.0
2063;Parking fees;Kop van Noord-Holland (CR);2022;10.0;27.0
2064;Parking fees;Kop van Noord-Holland (CR);2023;12.0;31.0
2065;Parking fees;Alkmaar en omgeving (CR);2017;13.0;51.0
2066;Parking fees;Alkmaar en omgeving (CR);2018;13.0;53.0
2067;Parking fees;Alkmaar en omgeving (CR);2019;13.0;52.0
2068;Parking fees;Alkmaar en omgeving (CR);2020;11.0;43.0
2069;Parking fees;Alkmaar en omgeving (CR);2021;12.0;48.0
2070;Parking fees;Alkmaar en omgeving (CR);2022;14.0;55.0
2071;Parking fees;Alkmaar en omgeving (CR);2023;15.0;59.0
2072;Parking fees;IJmond (CR);2017;1.0;8.0
2073;Parking fees;IJmond (CR);2018;2.0;8.0
2074;Parking fees;IJmond (CR);2019;2.0;8.0
2075;Parking fees;IJmond (CR);2020;1.0;7.0
2076;Parking fees;IJmond (CR);2021;1.0;7.0
2077;Parking fees;IJmond (CR);2022;1.0;7.0
2078;Parking fees;IJmond (CR);2023;2.0;9.0
2079;Parking fees;Agglomeratie Haarlem (CR);2017;27.0;118.0
2080;Parking fees;Agglomeratie Haarlem (CR);2018;29.0;124.0
2081;Parking fees;Agglomeratie Haarlem (CR);2019;30.0;130.0
2082;Parking fees;Agglomeratie Haarlem (CR);2020;24.0;106.0
2083;Parking fees;Agglomeratie Haarlem (CR);2021;26.0;112.0
2084;Parking fees;Agglomeratie Haarlem (CR);2022;33.0;145.0
2085;Parking fees;Agglomeratie Haarlem (CR);2023;40.0;172.0
2086;Parking fees;Zaanstreek (CR);2017;3.0;20.0
2087;Parking fees;Zaanstreek (CR);2018;4.0;21.0
2088;Parking fees;Zaanstreek (CR);2019;3.0;20.0
2089;Parking fees;Zaanstreek (CR);2020;3.0;16.0
2090;Parking fees;Zaanstreek (CR);2021;3.0;18.0
2091;Parking fees;Zaanstreek (CR);2022;4.0;25.0
2092;Parking fees;Zaanstreek (CR);2023;5.0;29.0
2093;Parking fees;Groot-Amsterdam (CR);2017;252.0;188.0
2094;Parking fees;Groot-Amsterdam (CR);2018;265.0;195.0
2095;Parking fees;Groot-Amsterdam (CR);2019;303.0;220.0
2096;Parking fees;Groot-Amsterdam (CR);2020;256.0;184.0
2097;Parking fees;Groot-Amsterdam (CR);2021;269.0;193.0
2098;Parking fees;Groot-Amsterdam (CR);2022;313.0;218.0
2099;Parking fees;Groot-Amsterdam (CR);2023;357.0;244.0
2100;Parking fees;Het Gooi en Vechtstreek (CR);2017;9.0;34.0
2101;Parking fees;Het Gooi en Vechtstreek (CR);2018;10.0;38.0
2102;Parking fees;Het Gooi en Vechtstreek (CR);2019;9.0;35.0
2103;Parking fees;Het Gooi en Vechtstreek (CR);2020;8.0;30.0
2104;Parking fees;Het Gooi en Vechtstreek (CR);2021;9.0;35.0
2105;Parking fees;Het Gooi en Vechtstreek (CR);2022;9.0;36.0
2106;Parking fees;Het Gooi en Vechtstreek (CR);2023;9.0;38.0
2107;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2017;19.0;44.0
2108;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2018;20.0;47.0
2109;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2019;21.0;49.0
2110;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2020;20.0;45.0
2111;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2021;22.0;52.0
2112;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2022;27.0;61.0
2113;Parking fees;Agglomeratie Leiden en Bollenstreek (CR);2023;29.0;66.0
2114;Parking fees;Agglomeratie 's-Gravenhage (CR);2017;57.0;67.0
2115;Parking fees;Agglomeratie 's-Gravenhage (CR);2018;68.0;79.0
2116;Parking fees;Agglomeratie 's-Gravenhage (CR);2019;75.0;85.0
2117;Parking fees;Agglomeratie 's-Gravenhage (CR);2020;73.0;82.0
2118;Parking fees;Agglomeratie 's-Gravenhage (CR);2021;73.0;82.0
2119;Parking fees;Agglomeratie 's-Gravenhage (CR);2022;89.0;99.0
2120;Parking fees;Agglomeratie 's-Gravenhage (CR);2023;111.0;122.0
2121;Parking fees;Delft en Westland (CR);2017;6.0;25.0
2122;Parking fees;Delft en Westland (CR);2018;6.0;24.0
2123;Parking fees;Delft en Westland (CR);2019;6.0;27.0
2124;Parking fees;Delft en Westland (CR);2020;7.0;31.0
2125;Parking fees;Delft en Westland (CR);2021;9.0;36.0
2126;Parking fees;Delft en Westland (CR);2022;9.0;39.0
2127;Parking fees;Delft en Westland (CR);2023;10.0;44.0
2128;Parking fees;Oost-Zuid-Holland (CR);2017;7.0;22.0
2129;Parking fees;Oost-Zuid-Holland (CR);2018;7.0;23.0
2130;Parking fees;Oost-Zuid-Holland (CR);2019;8.0;24.0
2131;Parking fees;Oost-Zuid-Holland (CR);2020;7.0;20.0
2132;Parking fees;Oost-Zuid-Holland (CR);2021;8.0;22.0
2133;Parking fees;Oost-Zuid-Holland (CR);2022;9.0;26.0
2134;Parking fees;Oost-Zuid-Holland (CR);2023;9.0;25.0
2135;Parking fees;Groot-Rijnmond (CR);2017;106.0;75.0
2136;Parking fees;Groot-Rijnmond (CR);2018;110.0;77.0
2137;Parking fees;Groot-Rijnmond (CR);2019;128.0;89.0
2138;Parking fees;Groot-Rijnmond (CR);2020;133.0;91.0
2139;Parking fees;Groot-Rijnmond (CR);2021;145.0;99.0
2140;Parking fees;Groot-Rijnmond (CR);2022;171.0;116.0
2141;Parking fees;Groot-Rijnmond (CR);2023;201.0;135.0
2142;Parking fees;Zuidoost-Zuid-Holland (CR);2017;14.0;36.0
2143;Parking fees;Zuidoost-Zuid-Holland (CR);2018;15.0;36.0
2144;Parking fees;Zuidoost-Zuid-Holland (CR);2019;14.0;39.0
2145;Parking fees;Zuidoost-Zuid-Holland (CR);2020;11.0;30.0
2146;Parking fees;Zuidoost-Zuid-Holland (CR);2021;11.0;30.0
2147;Parking fees;Zuidoost-Zuid-Holland (CR);2022;13.0;35.0
2148;Parking fees;Zuidoost-Zuid-Holland (CR);2023;14.0;38.0
2149;Parking fees;Zeeuwsch-Vlaanderen (CR);2017;4.0;40.0
2150;Parking fees;Zeeuwsch-Vlaanderen (CR);2018;4.0;42.0
2151;Parking fees;Zeeuwsch-Vlaanderen (CR);2019;4.0;42.0
2152;Parking fees;Zeeuwsch-Vlaanderen (CR);2020;3.0;30.0
2153;Parking fees;Zeeuwsch-Vlaanderen (CR);2021;3.0;31.0
2154;Parking fees;Zeeuwsch-Vlaanderen (CR);2022;4.0;38.0
2155;Parking fees;Zeeuwsch-Vlaanderen (CR);2023;6.0;54.0
2156;Parking fees;Overig Zeeland (CR);2017;17.0;60.0
2157;Parking fees;Overig Zeeland (CR);2018;17.0;62.0
2158;Parking fees;Overig Zeeland (CR);2019;18.0;63.0
2159;Parking fees;Overig Zeeland (CR);2020;15.0;55.0
2160;Parking fees;Overig Zeeland (CR);2021;19.0;69.0
2161;Parking fees;Overig Zeeland (CR);2022;22.0;79.0
2162;Parking fees;Overig Zeeland (CR);2023;23.0;81.0
2163;Parking fees;West-Noord-Brabant (CR);2017;24.0;38.0
2164;Parking fees;West-Noord-Brabant (CR);2018;25.0;40.0
2165;Parking fees;West-Noord-Brabant (CR);2019;25.0;39.0
2166;Parking fees;West-Noord-Brabant (CR);2020;24.0;37.0
2167;Parking fees;West-Noord-Brabant (CR);2021;25.0;39.0
2168;Parking fees;West-Noord-Brabant (CR);2022;30.0;47.0
2169;Parking fees;West-Noord-Brabant (CR);2023;35.0;54.0
2170;Parking fees;Midden-Noord-Brabant (CR);2017;13.0;28.0
2171;Parking fees;Midden-Noord-Brabant (CR);2018;14.0;29.0
2172;Parking fees;Midden-Noord-Brabant (CR);2019;18.0;37.0
2173;Parking fees;Midden-Noord-Brabant (CR);2020;14.0;29.0
2174;Parking fees;Midden-Noord-Brabant (CR);2021;15.0;30.0
2175;Parking fees;Midden-Noord-Brabant (CR);2022;20.0;41.0
2176;Parking fees;Midden-Noord-Brabant (CR);2023;25.0;49.0
2177;Parking fees;Noordoost-Noord-Brabant (CR);2017;21.0;32.0
2178;Parking fees;Noordoost-Noord-Brabant (CR);2018;23.0;35.0
2179;Parking fees;Noordoost-Noord-Brabant (CR);2019;25.0;38.0
2180;Parking fees;Noordoost-Noord-Brabant (CR);2020;16.0;25.0
2181;Parking fees;Noordoost-Noord-Brabant (CR);2021;18.0;28.0
2182;Parking fees;Noordoost-Noord-Brabant (CR);2022;24.0;36.0
2183;Parking fees;Noordoost-Noord-Brabant (CR);2023;29.0;43.0
2184;Parking fees;Zuidoost-Noord-Brabant (CR);2017;19.0;26.0
2185;Parking fees;Zuidoost-Noord-Brabant (CR);2018;24.0;32.0
2186;Parking fees;Zuidoost-Noord-Brabant (CR);2019;23.0;30.0
2187;Parking fees;Zuidoost-Noord-Brabant (CR);2020;17.0;22.0
2188;Parking fees;Zuidoost-Noord-Brabant (CR);2021;16.0;21.0
2189;Parking fees;Zuidoost-Noord-Brabant (CR);2022;22.0;28.0
2190;Parking fees;Zuidoost-Noord-Brabant (CR);2023;27.0;33.0
2191;Parking fees;Noord-Limburg (CR);2017;7.0;24.0
2192;Parking fees;Noord-Limburg (CR);2018;4.0;15.0
2193;Parking fees;Noord-Limburg (CR);2019;4.0;14.0
2194;Parking fees;Noord-Limburg (CR);2020;3.0;10.0
2195;Parking fees;Noord-Limburg (CR);2021;3.0;10.0
2196;Parking fees;Noord-Limburg (CR);2022;3.0;10.0
2197;Parking fees;Noord-Limburg (CR);2023;3.0;11.0
2198;Parking fees;Midden-Limburg (CR);2017;6.0;25.0
2199;Parking fees;Midden-Limburg (CR);2018;6.0;24.0
2200;Parking fees;Midden-Limburg (CR);2019;6.0;24.0
2201;Parking fees;Midden-Limburg (CR);2020;5.0;20.0
2202;Parking fees;Midden-Limburg (CR);2021;5.0;20.0
2203;Parking fees;Midden-Limburg (CR);2022;6.0;24.0
2204;Parking fees;Midden-Limburg (CR);2023;6.0;26.0
2205;Parking fees;Zuid-Limburg (CR);2017;22.0;36.0
2206;Parking fees;Zuid-Limburg (CR);2018;22.0;37.0
2207;Parking fees;Zuid-Limburg (CR);2019;24.0;41.0
2208;Parking fees;Zuid-Limburg (CR);2020;18.0;29.0
2209;Parking fees;Zuid-Limburg (CR);2021;18.0;30.0
2210;Parking fees;Zuid-Limburg (CR);2022;21.0;35.0
2211;Parking fees;Zuid-Limburg (CR);2023;22.0;37.0
2212;Parking fees;Flevoland (CR);2017;16.0;39.0
2213;Parking fees;Flevoland (CR);2018;17.0;40.0
2214;Parking fees;Flevoland (CR);2019;17.0;41.0
2215;Parking fees;Flevoland (CR);2020;13.0;31.0
2216;Parking fees;Flevoland (CR);2021;14.0;32.0
2217;Parking fees;Flevoland (CR);2022;19.0;43.0
2218;Parking fees;Flevoland (CR);2023;21.0;47.0
2219;Parking fees;Fewer than 5,000 inhabitants;2017;;
2220;Parking fees;Fewer than 5,000 inhabitants;2018;;
2221;Parking fees;Fewer than 5,000 inhabitants;2019;;
2222;Parking fees;Fewer than 5,000 inhabitants;2020;;
2223;Parking fees;Fewer than 5,000 inhabitants;2021;;
2224;Parking fees;Fewer than 5,000 inhabitants;2022;;
2225;Parking fees;Fewer than 5,000 inhabitants;2023;;
2226;Parking fees;5,000 to 9,999 inhabitants;2017;0.0;3.0
2227;Parking fees;5,000 to 9,999 inhabitants;2018;1.0;4.0
2228;Parking fees;5,000 to 9,999 inhabitants;2019;0.0;0.0
2229;Parking fees;5,000 to 9,999 inhabitants;2020;0.0;0.0
2230;Parking fees;5,000 to 9,999 inhabitants;2021;0.0;7.0
2231;Parking fees;5,000 to 9,999 inhabitants;2022;1.0;10.0
2232;Parking fees;5,000 to 9,999 inhabitants;2023;1.0;10.0
2233;Parking fees;10,000 to 19,999 inhabitants;2017;15.0;11.0
2234;Parking fees;10,000 to 19,999 inhabitants;2018;16.0;12.0
2235;Parking fees;10,000 to 19,999 inhabitants;2019;16.0;16.0
2236;Parking fees;10,000 to 19,999 inhabitants;2020;14.0;14.0
2237;Parking fees;10,000 to 19,999 inhabitants;2021;21.0;21.0
2238;Parking fees;10,000 to 19,999 inhabitants;2022;26.0;27.0
2239;Parking fees;10,000 to 19,999 inhabitants;2023;29.0;34.0
2240;Parking fees;20,000 to 49,999 inhabitants;2017;64.0;11.0
2241;Parking fees;20,000 to 49,999 inhabitants;2018;66.0;11.0
2242;Parking fees;20,000 to 49,999 inhabitants;2019;66.0;11.0
2243;Parking fees;20,000 to 49,999 inhabitants;2020;54.0;9.0
2244;Parking fees;20,000 to 49,999 inhabitants;2021;61.0;10.0
2245;Parking fees;20,000 to 49,999 inhabitants;2022;68.0;11.0
2246;Parking fees;20,000 to 49,999 inhabitants;2023;73.0;12.0
2247;Parking fees;50,000 to 99,999 inhabitants;2017;104.0;32.0
2248;Parking fees;50,000 to 99,999 inhabitants;2018;106.0;32.0
2249;Parking fees;50,000 to 99,999 inhabitants;2019;111.0;30.0
2250;Parking fees;50,000 to 99,999 inhabitants;2020;89.0;24.0
2251;Parking fees;50,000 to 99,999 inhabitants;2021;91.0;24.0
2252;Parking fees;50,000 to 99,999 inhabitants;2022;111.0;28.0
2253;Parking fees;50,000 to 99,999 inhabitants;2023;126.0;30.0
2254;Parking fees;100,000 to 149,999 inhabitants;2017;80.0;49.0
2255;Parking fees;100,000 to 149,999 inhabitants;2018;79.0;48.0
2256;Parking fees;100,000 to 149,999 inhabitants;2019;79.0;53.0
2257;Parking fees;100,000 to 149,999 inhabitants;2020;71.0;44.0
2258;Parking fees;100,000 to 149,999 inhabitants;2021;76.0;47.0
2259;Parking fees;100,000 to 149,999 inhabitants;2022;87.0;54.0
2260;Parking fees;100,000 to 149,999 inhabitants;2023;99.0;60.0
2261;Parking fees;150,000 to 249,999 inhabitants;2017;155.0;68.0
2262;Parking fees;150,000 to 249,999 inhabitants;2018;169.0;73.0
2263;Parking fees;150,000 to 249,999 inhabitants;2019;183.0;73.0
2264;Parking fees;150,000 to 249,999 inhabitants;2020;144.0;57.0
2265;Parking fees;150,000 to 249,999 inhabitants;2021;150.0;59.0
2266;Parking fees;150,000 to 249,999 inhabitants;2022;198.0;77.0
2267;Parking fees;150,000 to 249,999 inhabitants;2023;237.0;91.0
2268;Parking fees;250,000 inhabitants or more;2017;428.0;182.0
2269;Parking fees;250,000 inhabitants or more;2018;455.0;192.0
2270;Parking fees;250,000 inhabitants or more;2019;523.0;218.0
2271;Parking fees;250,000 inhabitants or more;2020;477.0;196.0
2272;Parking fees;250,000 inhabitants or more;2021;507.0;208.0
2273;Parking fees;250,000 inhabitants or more;2022;596.0;241.0
2274;Parking fees;250,000 inhabitants or more;2023;702.0;279.0
2275;Sufferance tax;The Netherlands;2017;297.0;17.0
2276;Sufferance tax;The Netherlands;2018;312.0;18.0
2277;Sufferance tax;The Netherlands;2019;293.0;17.0
2278;Sufferance tax;The Netherlands;2020;280.0;16.0
2279;Sufferance tax;The Netherlands;2021;282.0;16.0
2280;Sufferance tax;The Netherlands;2022;28.0;2.0
2281;Sufferance tax;The Netherlands;2023;50.0;3.0
2282;Sufferance tax;Noord-Nederland (LD);2017;21.0;12.0
2283;Sufferance tax;Noord-Nederland (LD);2018;37.0;22.0
2284;Sufferance tax;Noord-Nederland (LD);2019;33.0;19.0
2285;Sufferance tax;Noord-Nederland (LD);2020;27.0;15.0
2286;Sufferance tax;Noord-Nederland (LD);2021;27.0;16.0
2287;Sufferance tax;Noord-Nederland (LD);2022;2.0;1.0
2288;Sufferance tax;Noord-Nederland (LD);2023;3.0;2.0
2289;Sufferance tax;Oost-Nederland (LD);2017;84.0;23.0
2290;Sufferance tax;Oost-Nederland (LD);2018;74.0;20.0
2291;Sufferance tax;Oost-Nederland (LD);2019;66.0;18.0
2292;Sufferance tax;Oost-Nederland (LD);2020;68.0;19.0
2293;Sufferance tax;Oost-Nederland (LD);2021;70.0;19.0
2294;Sufferance tax;Oost-Nederland (LD);2022;8.0;2.0
2295;Sufferance tax;Oost-Nederland (LD);2023;3.0;1.0
2296;Sufferance tax;West-Nederland (LD);2017;182.0;22.0
2297;Sufferance tax;West-Nederland (LD);2018;191.0;23.0
2298;Sufferance tax;West-Nederland (LD);2019;183.0;22.0
2299;Sufferance tax;West-Nederland (LD);2020;178.0;21.0
2300;Sufferance tax;West-Nederland (LD);2021;181.0;22.0
2301;Sufferance tax;West-Nederland (LD);2022;23.0;3.0
2302;Sufferance tax;West-Nederland (LD);2023;35.0;4.0
2303;Sufferance tax;Zuid-Nederland (LD);2017;10.0;3.0
2304;Sufferance tax;Zuid-Nederland (LD);2018;10.0;3.0
2305;Sufferance tax;Zuid-Nederland (LD);2019;11.0;3.0
2306;Sufferance tax;Zuid-Nederland (LD);2020;7.0;2.0
2307;Sufferance tax;Zuid-Nederland (LD);2021;4.0;1.0
2308;Sufferance tax;Zuid-Nederland (LD);2022;-5.0;-1.0
2309;Sufferance tax;Zuid-Nederland (LD);2023;8.0;2.0
2310;Sufferance tax;Groningen (PV);2017;0.0;0.0
2311;Sufferance tax;Groningen (PV);2018;3.0;5.0
2312;Sufferance tax;Groningen (PV);2019;3.0;4.0
2313;Sufferance tax;Groningen (PV);2020;2.0;3.0
2314;Sufferance tax;Groningen (PV);2021;2.0;4.0
2315;Sufferance tax;Groningen (PV);2022;2.0;3.0
2316;Sufferance tax;Groningen (PV);2023;2.0;3.0
2317;Sufferance tax;Fryslân (PV);2017;21.0;32.0
2318;Sufferance tax;Fryslân (PV);2018;34.0;53.0
2319;Sufferance tax;Fryslân (PV);2019;31.0;47.0
2320;Sufferance tax;Fryslân (PV);2020;24.0;38.0
2321;Sufferance tax;Fryslân (PV);2021;25.0;38.0
2322;Sufferance tax;Fryslân (PV);2022;1.0;1.0
2323;Sufferance tax;Fryslân (PV);2023;1.0;1.0
2324;Sufferance tax;Drenthe (PV);2017;0.0;1.0
2325;Sufferance tax;Drenthe (PV);2018;0.0;1.0
2326;Sufferance tax;Drenthe (PV);2019;0.0;1.0
2327;Sufferance tax;Drenthe (PV);2020;0.0;0.0
2328;Sufferance tax;Drenthe (PV);2021;0.0;0.0
2329;Sufferance tax;Drenthe (PV);2022;0.0;1.0
2330;Sufferance tax;Drenthe (PV);2023;0.0;0.0
2331;Sufferance tax;Overijssel (PV);2017;2.0;1.0
2332;Sufferance tax;Overijssel (PV);2018;2.0;1.0
2333;Sufferance tax;Overijssel (PV);2019;2.0;1.0
2334;Sufferance tax;Overijssel (PV);2020;1.0;1.0
2335;Sufferance tax;Overijssel (PV);2021;1.0;1.0
2336;Sufferance tax;Overijssel (PV);2022;2.0;1.0
2337;Sufferance tax;Overijssel (PV);2023;2.0;2.0
2338;Sufferance tax;Flevoland (PV);2017;4.0;9.0
2339;Sufferance tax;Flevoland (PV);2018;4.0;10.0
2340;Sufferance tax;Flevoland (PV);2019;4.0;10.0
2341;Sufferance tax;Flevoland (PV);2020;4.0;9.0
2342;Sufferance tax;Flevoland (PV);2021;4.0;9.0
2343;Sufferance tax;Flevoland (PV);2022;0.0;1.0
2344;Sufferance tax;Flevoland (PV);2023;0.0;1.0
2345;Sufferance tax;Gelderland (PV);2017;79.0;39.0
2346;Sufferance tax;Gelderland (PV);2018;68.0;33.0
2347;Sufferance tax;Gelderland (PV);2019;60.0;29.0
2348;Sufferance tax;Gelderland (PV);2020;64.0;31.0
2349;Sufferance tax;Gelderland (PV);2021;65.0;31.0
2350;Sufferance tax;Gelderland (PV);2022;6.0;3.0
2351;Sufferance tax;Gelderland (PV);2023;1.0;0.0
2352;Sufferance tax;Utrecht (PV);2017;13.0;10.0
2353;Sufferance tax;Utrecht (PV);2018;12.0;10.0
2354;Sufferance tax;Utrecht (PV);2019;13.0;10.0
2355;Sufferance tax;Utrecht (PV);2020;10.0;8.0
2356;Sufferance tax;Utrecht (PV);2021;11.0;8.0
2357;Sufferance tax;Utrecht (PV);2022;2.0;1.0
2358;Sufferance tax;Utrecht (PV);2023;3.0;2.0
2359;Sufferance tax;Noord-Holland (PV);2017;47.0;17.0
2360;Sufferance tax;Noord-Holland (PV);2018;44.0;15.0
2361;Sufferance tax;Noord-Holland (PV);2019;47.0;16.0
2362;Sufferance tax;Noord-Holland (PV);2020;45.0;16.0
2363;Sufferance tax;Noord-Holland (PV);2021;45.0;16.0
2364;Sufferance tax;Noord-Holland (PV);2022;6.0;2.0
2365;Sufferance tax;Noord-Holland (PV);2023;17.0;6.0
2366;Sufferance tax;Zuid-Holland (PV);2017;113.0;31.0
2367;Sufferance tax;Zuid-Holland (PV);2018;125.0;34.0
2368;Sufferance tax;Zuid-Holland (PV);2019;112.0;31.0
2369;Sufferance tax;Zuid-Holland (PV);2020;112.0;30.0
2370;Sufferance tax;Zuid-Holland (PV);2021;115.0;31.0
2371;Sufferance tax;Zuid-Holland (PV);2022;14.0;4.0
2372;Sufferance tax;Zuid-Holland (PV);2023;15.0;4.0
2373;Sufferance tax;Zeeland (PV);2017;9.0;23.0
2374;Sufferance tax;Zeeland (PV);2018;10.0;26.0
2375;Sufferance tax;Zeeland (PV);2019;11.0;28.0
2376;Sufferance tax;Zeeland (PV);2020;10.0;25.0
2377;Sufferance tax;Zeeland (PV);2021;10.0;26.0
2378;Sufferance tax;Zeeland (PV);2022;1.0;2.0
2379;Sufferance tax;Zeeland (PV);2023;1.0;2.0
2380;Sufferance tax;Noord-Brabant (PV);2017;8.0;3.0
2381;Sufferance tax;Noord-Brabant (PV);2018;8.0;3.0
2382;Sufferance tax;Noord-Brabant (PV);2019;8.0;3.0
2383;Sufferance tax;Noord-Brabant (PV);2020;6.0;2.0
