ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCriem_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
10;Totaal mannen en vrouwen;Totaal;31 december 2019;305815;293535;273700;51670;237505;190170;19805.0;50550;32355;17820;3790.0;950.0;10865.0;32140.0;22070.0;21645.0;425.0;10080.0;9835.0;140.0;110.0;5915.0;5180.0;610.0;120.0;50.0;;10.0;
11;Totaal mannen en vrouwen;Totaal;30 juni 2020;291630;278975;258780;50790;222995;176285;19775.0;49625;31785;17835;3635.0;835.0;10620.0;32660.0;22590.0;22260.0;325.0;10075.0;9800.0;115.0;160.0;5870.0;5165.0;715.0;150.0;20.0;;10.0;
12;Totaal mannen en vrouwen;Totaal;31 december 2020;291685;279195;259055;49225;224010;176575;20075.0;49660;31830;17905;3675.0;825.0;10525.0;33175.0;23095.0;22715.0;380.0;10085.0;9815.0;120.0;155.0;5440.0;4800.0;585.0;130.0;30.0;;10.0;
13;Totaal mannen en vrouwen;0 jaar;31 maart 2015;1310;905;690;210;490;245;15.0;240;275;230;20.0;;30.0;660.0;555.0;520.0;35.0;105.0;65.0;40.0;;;;;;;;;
14;Totaal mannen en vrouwen;0 jaar;30 juni 2015;1390;1060;845;255;605;310;15.0;290;300;250;20.0;;30.0;630.0;505.0;465.0;45.0;125.0;80.0;45.0;;;;;;;;;
15;Totaal mannen en vrouwen;0 jaar;31 december 2015;1350;1045;850;270;605;300;20.0;295;285;240;20.0;;25.0;570.0;440.0;410.0;35.0;130.0;90.0;40.0;;;;;;;;;
16;Totaal mannen en vrouwen;0 jaar;30 juni 2016;1710;1440;1150;565;620;310;25.0;300;340;265;15.0;;75.0;585.0;485.0;445.0;40.0;105.0;75.0;25.0;;;;;;;;;
17;Totaal mannen en vrouwen;0 jaar;31 december 2016;1605;1340;1085;550;565;295;20.0;260;305;240;10.0;;60.0;550.0;455.0;410.0;45.0;95.0;60.0;30.0;;;;;;;;;
18;Totaal mannen en vrouwen;0 jaar;30 juni 2017;1910;1665;1390;700;750;385;35.0;355;335;250;10.0;;80.0;575.0;460.0;430.0;35.0;115.0;85.0;30.0;;;;;;;;;
19;Totaal mannen en vrouwen;0 jaar;31 december 2017;1490;1250;1010;425;620;310;15.0;315;295;215;10.0;;75.0;515.0;420.0;400.0;20.0;100.0;75.0;25.0;;;;;;;;;
20;Totaal mannen en vrouwen;0 jaar;30 juni 2018;1895;1650;1385;580;845;425;30.0;425;310;225;25.0;;70.0;560.0;475.0;440.0;35.0;85.0;55.0;30.0;;;;;;;;;
21;Totaal mannen en vrouwen;0 jaar;31 december 2018;1635;1355;1135;450;715;375;15.0;350;260;175;15.0;;75.0;525.0;425.0;395.0;35.0;100.0;65.0;35.0;;;;;;;;;
22;Totaal mannen en vrouwen;0 jaar;30 juni 2019;1860;1595;1350;530;870;450;25.0;425;305;225;35.0;;45.0;580.0;475.0;430.0;45.0;105.0;65.0;40.0;;;;;;;;;
23;Totaal mannen en vrouwen;0 jaar;31 december 2019;1645;1380;1155;385;815;455;15.0;380;270;200;25.0;;50.0;530.0;450.0;400.0;50.0;85.0;50.0;35.0;;;;;;;;;
24;Totaal mannen en vrouwen;0 jaar;30 juni 2020;1925;1665;1405;525;925;480;25.0;450;310;225;20.0;;75.0;575.0;490.0;455.0;35.0;90.0;50.0;35.0;;;;;;;;;
25;Totaal mannen en vrouwen;0 jaar;31 december 2020;1700;1470;1210;390;860;475;25.0;395;310;215;25.0;;75.0;535.0;435.0;395.0;40.0;100.0;60.0;40.0;;;;;;;;;
26;Totaal mannen en vrouwen;1 jaar;31 maart 2015;1705;1345;985;295;715;365;75.0;325;460;425;10.0;;25.0;800.0;705.0;695.0;10.0;95.0;90.0;10.0;;;;;;;;;
27;Totaal mannen en vrouwen;1 jaar;30 juni 2015;1830;1440;1110;345;790;435;75.0;340;425;390;15.0;;20.0;810.0;715.0;700.0;15.0;95.0;90.0;;;;;;;;;;
28;Totaal mannen en vrouwen;1 jaar;31 december 2015;1965;1575;1265;430;870;480;55.0;380;420;375;20.0;;30.0;790.0;675.0;660.0;15.0;120.0;110.0;10.0;;;;;;;;;
29;Totaal mannen en vrouwen;1 jaar;30 juni 2016;2275;1965;1535;700;880;490;85.0;365;510;410;20.0;;95.0;790.0;620.0;605.0;15.0;170.0;160.0;10.0;;;;;;;;;
30;Totaal mannen en vrouwen;1 jaar;31 december 2016;2385;2120;1675;835;900;470;75.0;415;520;415;20.0;;100.0;755.0;590.0;570.0;20.0;165.0;160.0;;;;;;;;;;
31;Totaal mannen en vrouwen;1 jaar;30 juni 2017;2700;2460;2040;1115;1035;560;90.0;450;510;415;20.0;;90.0;765.0;645.0;625.0;20.0;120.0;115.0;;;;;;;;;;
32;Totaal mannen en vrouwen;1 jaar;31 december 2017;2410;2165;1810;845;1055;590;75.0;440;450;365;15.0;;85.0;720.0;615.0;600.0;10.0;110.0;100.0;;;;;;;;;;
33;Totaal mannen en vrouwen;1 jaar;30 juni 2018;2625;2345;1970;865;1185;610;95.0;530;460;345;30.0;;90.0;745.0;610.0;595.0;15.0;130.0;130.0;;;;;;;;;;
34;Totaal mannen en vrouwen;1 jaar;31 december 2018;2540;2250;1895;755;1215;660;85.0;520;430;325;35.0;;80.0;735.0;620.0;605.0;15.0;115.0;110.0;;;;;;;;;;
35;Totaal mannen en vrouwen;1 jaar;30 juni 2019;2700;2435;2095;880;1315;685;95.0;590;430;350;25.0;;70.0;745.0;635.0;620.0;15.0;105.0;105.0;;;;;;;;;;
36;Totaal mannen en vrouwen;1 jaar;31 december 2019;2645;2345;2020;805;1300;695;105.0;565;405;325;25.0;;60.0;730.0;605.0;580.0;25.0;120.0;115.0;10.0;;;;;;;;;
37;Totaal mannen en vrouwen;1 jaar;30 juni 2020;2435;2130;1825;725;1180;640;85.0;510;395;295;40.0;;65.0;720.0;610.0;590.0;15.0;110.0;100.0;;;;;;;;;;
38;Totaal mannen en vrouwen;1 jaar;31 december 2020;2485;2190;1880;655;1290;730;85.0;550;410;310;40.0;;65.0;720.0;620.0;605.0;15.0;100.0;95.0;;;;;;;;;;
39;Totaal mannen en vrouwen;2 jaar;31 maart 2015;2660;2200;1770;375;1445;775;345.0;565;565;530;10.0;;30.0;995.0;840.0;825.0;15.0;155.0;150.0;;;;;;;;;;
40;Totaal mannen en vrouwen;2 jaar;30 juni 2015;2740;2305;1900;490;1465;760;345.0;575;575;530;10.0;;40.0;990.0;840.0;825.0;15.0;155.0;150.0;;;;;;;;;;
41;Totaal mannen en vrouwen;2 jaar;31 december 2015;2740;2365;1995;575;1485;775;310.0;550;535;500;15.0;;20.0;925.0;785.0;770.0;10.0;150.0;145.0;;;;;;;;;;
42;Totaal mannen en vrouwen;2 jaar;30 juni 2016;3250;2900;2345;920;1530;805;295.0;590;650;515;20.0;;125.0;950.0;800.0;785.0;15.0;150.0;145.0;;;;;;;;;;
43;Totaal mannen en vrouwen;2 jaar;31 december 2016;3430;3065;2520;1010;1615;845;305.0;640;660;505;25.0;;140.0;950.0;795.0;780.0;15.0;155.0;150.0;;;;;;;;;;
44;Totaal mannen en vrouwen;2 jaar;30 juni 2017;3800;3490;2970;1315;1850;1010;360.0;680;670;545;25.0;;120.0;930.0;725.0;715.0;10.0;210.0;200.0;;;;;;;;;;
45;Totaal mannen en vrouwen;2 jaar;31 december 2017;3600;3295;2780;1235;1710;895;290.0;695;650;535;20.0;;110.0;935.0;745.0;730.0;15.0;190.0;185.0;;;;;;;;;;
46;Totaal mannen en vrouwen;2 jaar;30 juni 2018;3910;3620;3110;1215;2070;1040;410.0;855;660;520;50.0;;100.0;950.0;790.0;775.0;15.0;155.0;155.0;;;;;;;;;;
47;Totaal mannen en vrouwen;2 jaar;31 december 2018;3835;3515;3065;1190;2040;1075;360.0;825;580;435;55.0;;105.0;895.0;735.0;725.0;10.0;160.0;150.0;;;;;;;;;;
48;Totaal mannen en vrouwen;2 jaar;30 juni 2019;3995;3675;3245;1260;2210;1080;435.0;930;545;465;35.0;;55.0;915.0;730.0;715.0;15.0;185.0;180.0;;;;;;;;;;
49;Totaal mannen en vrouwen;2 jaar;31 december 2019;3875;3535;3155;1155;2170;1090;415.0;910;500;425;30.0;;50.0;915.0;745.0;720.0;20.0;170.0;165.0;;;;;;;;;;
50;Totaal mannen en vrouwen;2 jaar;30 juni 2020;3895;3570;3185;1165;2205;1055;450.0;925;530;435;40.0;;70.0;930.0;780.0;765.0;15.0;150.0;145.0;;;;;;;;;;
51;Totaal mannen en vrouwen;2 jaar;31 december 2020;3785;3460;3090;1040;2220;1125;405.0;905;510;420;35.0;;65.0;915.0;755.0;735.0;20.0;160.0;155.0;;;;;;;;;;
52;Totaal mannen en vrouwen;3 jaar;31 maart 2015;4260;3770;3275;570;2825;1630;940.0;985;700;645;20.0;;40.0;1150.0;955.0;945.0;10.0;195.0;195.0;;;;;;;;;;
53;Totaal mannen en vrouwen;3 jaar;30 juni 2015;4415;3950;3490;670;2965;1680;980.0;990;660;610;15.0;;40.0;1100.0;905.0;890.0;20.0;195.0;195.0;;;;;;;;;;
54;Totaal mannen en vrouwen;3 jaar;31 december 2015;4375;3910;3460;795;2815;1495;920.0;1005;680;625;10.0;;50.0;1130.0;915.0;900.0;20.0;220.0;220.0;;;;;;;;;;
55;Totaal mannen en vrouwen;3 jaar;30 juni 2016;5035;4630;3875;1225;2890;1520;955.0;995;905;650;40.0;;230.0;1120.0;880.0;870.0;10.0;240.0;235.0;;;;;;;;;;
56;Totaal mannen en vrouwen;3 jaar;31 december 2016;5195;4810;4100;1380;2955;1555;920.0;1065;875;610;50.0;;225.0;1050.0;830.0;815.0;15.0;220.0;210.0;;;;;;;;;;
57;Totaal mannen en vrouwen;3 jaar;30 juni 2017;6005;5670;5015;1860;3570;1850;1130.0;1405;865;625;40.0;;220.0;1045.0;825.0;815.0;10.0;215.0;215.0;;;;;;;;;;
58;Totaal mannen en vrouwen;3 jaar;31 december 2017;5755;5425;4800;1615;3585;1840;1090.0;1410;835;635;30.0;;185.0;1055.0;835.0;820.0;15.0;215.0;210.0;;;;;;;;;;
59;Totaal mannen en vrouwen;3 jaar;30 juni 2018;6325;6005;5390;1700;4080;1920;1345.0;1625;835;655;55.0;;140.0;1075.0;825.0;810.0;15.0;250.0;245.0;;;;;;;;;;
60;Totaal mannen en vrouwen;3 jaar;31 december 2018;6120;5770;5145;1660;3850;1875;1170.0;1545;845;650;55.0;;155.0;1105.0;875.0;860.0;15.0;230.0;230.0;;;;;;;;;;
61;Totaal mannen en vrouwen;3 jaar;30 juni 2019;6575;6235;5685;1905;4285;1880;1450.0;1800;770;660;50.0;;70.0;1150.0;925.0;920.0;;225.0;215.0;;;;;;;;;;
62;Totaal mannen en vrouwen;3 jaar;31 december 2019;6340;5955;5500;1745;4185;1955;1375.0;1690;625;515;45.0;;75.0;1100.0;885.0;860.0;25.0;220.0;210.0;;;;;;;;;;
63;Totaal mannen en vrouwen;3 jaar;30 juni 2020;6100;5710;5250;1675;4005;1800;1320.0;1665;635;525;50.0;;65.0;1130.0;905.0;890.0;15.0;225.0;225.0;;;;;;;;;;
64;Totaal mannen en vrouwen;3 jaar;31 december 2020;6080;5690;5230;1580;4085;1925;1415.0;1610;635;525;55.0;;65.0;1145.0;915.0;895.0;15.0;230.0;220.0;10.0;;;;;;;;;
65;Totaal mannen en vrouwen;4 jaar;31 maart 2015;5380;4855;4300;590;3845;2560;1055.0;1245;825;760;20.0;;50.0;1330.0;1080.0;1070.0;10.0;250.0;250.0;;;;;;;;;;
66;Totaal mannen en vrouwen;4 jaar;30 juni 2015;5710;5245;4695;745;4125;2720;1170.0;1310;830;750;20.0;;60.0;1300.0;1040.0;1025.0;20.0;260.0;260.0;;;;;;;;;;
67;Totaal mannen en vrouwen;4 jaar;31 december 2015;5820;5370;4830;925;4100;2535;1275.0;1330;820;725;30.0;;75.0;1185.0;915.0;905.0;15.0;275.0;270.0;;;;;;;;;;
68;Totaal mannen en vrouwen;4 jaar;30 juni 2016;6535;6145;5355;1435;4205;2430;1345.0;1405;1020;755;35.0;;250.0;1190.0;910.0;900.0;15.0;275.0;275.0;;;;;;;;;;
69;Totaal mannen en vrouwen;4 jaar;31 december 2016;6650;6225;5375;1575;4135;2305;1345.0;1395;1090;775;50.0;;290.0;1255.0;965.0;950.0;15.0;290.0;285.0;;;;;;;;;;
70;Totaal mannen en vrouwen;4 jaar;30 juni 2017;7400;7055;6275;2120;4760;2765;1470.0;1640;1065;770;45.0;;280.0;1205.0;910.0;895.0;15.0;295.0;285.0;;;;;;;;;;
71;Totaal mannen en vrouwen;4 jaar;31 december 2017;7220;6825;6075;2025;4585;2565;1435.0;1650;995;715;40.0;;265.0;1205.0;915.0;905.0;10.0;295.0;285.0;;;;;;;;;;
72;Totaal mannen en vrouwen;4 jaar;30 juni 2018;8245;7885;7205;2110;5700;3075;1860.0;2065;965;730;65.0;;175.0;1220.0;950.0;930.0;20.0;270.0;265.0;;;;;;;;;;
73;Totaal mannen en vrouwen;4 jaar;31 december 2018;8025;7650;6975;1980;5520;2955;1775.0;1940;965;720;70.0;;190.0;1265.0;975.0;960.0;15.0;290.0;285.0;;;;;;;;;;
74;Totaal mannen en vrouwen;4 jaar;30 juni 2019;8360;8010;7395;2245;5825;2930;1975.0;2175;920;760;60.0;;110.0;1305.0;995.0;985.0;10.0;315.0;305.0;;;;;;;;;;
75;Totaal mannen en vrouwen;4 jaar;31 december 2019;8130;7695;7120;2210;5525;2805;1795.0;2100;825;710;55.0;;80.0;1320.0;1020.0;1000.0;25.0;295.0;290.0;;;;;;;;;;
76;Totaal mannen en vrouwen;4 jaar;30 juni 2020;7965;7530;6975;2140;5485;2685;1935.0;2115;825;680;65.0;;95.0;1315.0;1025.0;1015.0;10.0;290.0;285.0;;;;;;;;;;
77;Totaal mannen en vrouwen;4 jaar;31 december 2020;7985;7525;7045;2030;5585;2890;1970.0;2020;740;595;70.0;;85.0;1300.0;1030.0;1015.0;15.0;270.0;265.0;;;;;;;;;;
78;Totaal mannen en vrouwen;5 jaar;31 maart 2015;6930;6375;5710;630;5245;4055;770.0;1275;1020;925;35.0;;70.0;1505.0;1170.0;1165.0;;335.0;330.0;;;;;;;;;;
79;Totaal mannen en vrouwen;5 jaar;30 juni 2015;7250;6740;6115;830;5480;4265;850.0;1320;990;885;40.0;;80.0;1430.0;1130.0;1115.0;15.0;305.0;300.0;;;;;;;;;;
80;Totaal mannen en vrouwen;5 jaar;31 december 2015;7045;6580;5980;1090;5130;3870;840.0;1360;945;855;30.0;;65.0;1375.0;1070.0;1060.0;10.0;320.0;315.0;;;;;;;;;;
81;Totaal mannen en vrouwen;5 jaar;30 juni 2016;8075;7650;6860;1665;5525;3985;880.0;1405;1105;880;55.0;;190.0;1355.0;1005.0;995.0;10.0;350.0;350.0;;;;;;;;;;
82;Totaal mannen en vrouwen;5 jaar;31 december 2016;7770;7375;6565;1800;5145;3475;975.0;1475;1100;835;55.0;;235.0;1275.0;925.0;910.0;10.0;355.0;350.0;;;;;;;;;;
83;Totaal mannen en vrouwen;5 jaar;30 juni 2017;8875;8475;7710;2480;5825;4195;1070.0;1525;1135;835;55.0;;270.0;1325.0;985.0;975.0;10.0;340.0;335.0;;;;;;;;;;
84;Totaal mannen en vrouwen;5 jaar;31 december 2017;8355;7950;7125;2210;5515;3685;1120.0;1630;1220;880;65.0;;305.0;1385.0;1040.0;1025.0;15.0;345.0;340.0;;;;;;;;;;
85;Totaal mannen en vrouwen;5 jaar;30 juni 2018;9405;9000;8280;2270;6660;4395;1330.0;1985;1085;835;95.0;;175.0;1410.0;1050.0;1035.0;15.0;365.0;355.0;;;;;;;;;;
86;Totaal mannen en vrouwen;5 jaar;31 december 2018;9245;8820;8155;2245;6520;4265;1275.0;1995;1040;790;80.0;;185.0;1365.0;1030.0;1015.0;15.0;335.0;330.0;;;;;;;;;;
87;Totaal mannen en vrouwen;5 jaar;30 juni 2019;9955;9555;8885;2535;7105;4490;1540.0;2320;1045;835;85.0;;140.0;1405.0;1080.0;1070.0;10.0;325.0;320.0;;;;;;;;;;
88;Totaal mannen en vrouwen;5 jaar;31 december 2019;9390;8930;8290;2330;6640;4050;1490.0;2230;985;800;70.0;;130.0;1490.0;1155.0;1140.0;20.0;335.0;325.0;;;;;;;;;;
89;Totaal mannen en vrouwen;5 jaar;30 juni 2020;9405;8915;8315;2310;6635;4030;1505.0;2220;950;760;70.0;;135.0;1525.0;1160.0;1140.0;20.0;370.0;355.0;;10.0;;;;;;;;
90;Totaal mannen en vrouwen;5 jaar;31 december 2020;9105;8645;8065;2200;6460;3815;1520.0;2265;915;740;70.0;;120.0;1505.0;1145.0;1125.0;20.0;365.0;355.0;;;;;;;;;;
91;Totaal mannen en vrouwen;6 jaar;31 maart 2015;9230;8635;7885;740;7335;6135;710.0;1355;1210;1015;55.0;;160.0;1630.0;1225.0;1220.0;10.0;405.0;400.0;;;;;;;;;;
92;Totaal mannen en vrouwen;6 jaar;30 juni 2015;9640;9100;8385;940;7685;6440;815.0;1395;1190;1035;55.0;;115.0;1635.0;1205.0;1195.0;10.0;430.0;425.0;;;;;;;;;;
93;Totaal mannen en vrouwen;6 jaar;31 december 2015;9220;8730;8045;1180;7135;5880;720.0;1385;1145;980;60.0;;125.0;1520.0;1130.0;1120.0;15.0;395.0;395.0;;;;;;;;;;
94;Totaal mannen en vrouwen;6 jaar;30 juni 2016;10385;9950;9080;1900;7585;6170;715.0;1455;1245;965;90.0;;240.0;1460.0;1065.0;1050.0;15.0;395.0;395.0;;;;;;;;;;
95;Totaal mannen en vrouwen;6 jaar;31 december 2016;10005;9535;8660;2065;7005;5580;675.0;1515;1240;960;85.0;;235.0;1530.0;1120.0;1100.0;20.0;410.0;410.0;;;;;;;;;;
96;Totaal mannen en vrouwen;6 jaar;30 juni 2017;11370;10955;10140;2710;8095;6610;850.0;1510;1265;955;80.0;;260.0;1490.0;1070.0;1055.0;15.0;420.0;415.0;;;;;;;;;;
97;Totaal mannen en vrouwen;6 jaar;31 december 2017;10245;9850;9045;2470;7200;5585;870.0;1620;1230;915;70.0;;275.0;1420.0;1010.0;995.0;15.0;410.0;405.0;;;;;;;;;;
98;Totaal mannen en vrouwen;6 jaar;30 juni 2018;11810;11415;10660;2580;8815;6625;1040.0;2195;1195;890;125.0;;205.0;1520.0;1120.0;1100.0;20.0;400.0;390.0;;;;;;;;;;
99;Totaal mannen en vrouwen;6 jaar;31 december 2018;11425;10975;10225;2510;8460;6330;1030.0;2150;1225;895;125.0;;230.0;1605.0;1200.0;1175.0;25.0;405.0;400.0;;;;;;;;;;
100;Totaal mannen en vrouwen;6 jaar;30 juni 2019;12115;11705;10985;2770;9080;6645;1210.0;2375;1185;935;100.0;;165.0;1585.0;1180.0;1175.0;10.0;405.0;395.0;;;;;;;;;;
101;Totaal mannen en vrouwen;6 jaar;31 december 2019;11365;10885;10220;2600;8345;6000;1125.0;2290;1075;830;100.0;;165.0;1575.0;1195.0;1180.0;15.0;380.0;370.0;;;;;;;;;;
102;Totaal mannen en vrouwen;6 jaar;30 juni 2020;11495;10995;10320;2625;8445;5980;1235.0;2435;1075;835;100.0;;165.0;1585.0;1200.0;1190.0;10.0;380.0;375.0;;;;;;;;;;
103;Totaal mannen en vrouwen;6 jaar;31 december 2020;11130;10600;9920;2385;8200;5720;1300.0;2385;1120;845;95.0;;215.0;1700.0;1290.0;1275.0;15.0;410.0;400.0;10.0;;;;;;;;;
104;Totaal mannen en vrouwen;7 jaar;31 maart 2015;13310;12710;11945;820;11335;9935;875.0;1570;1325;1075;100.0;;175.0;1765.0;1340.0;1330.0;10.0;425.0;425.0;;;;;;;;;;
105;Totaal mannen en vrouwen;7 jaar;30 juni 2015;14065;13515;12765;1110;11985;10550;940.0;1595;1365;1100;100.0;;195.0;1760.0;1300.0;1290.0;10.0;460.0;460.0;;;;;;;;;;
106;Totaal mannen en vrouwen;7 jaar;31 december 2015;12735;12220;11450;1275;10495;9095;925.0;1610;1360;1105;90.0;;190.0;1700.0;1205.0;1190.0;15.0;500.0;495.0;;;;;;;;;;
107;Totaal mannen en vrouwen;7 jaar;30 juni 2016;14790;14345;13400;2115;11790;10080;895.0;1780;1475;1115;95.0;;295.0;1640.0;1125.0;1110.0;10.0;515.0;515.0;;;;;;;;;;
108;Totaal mannen en vrouwen;7 jaar;31 december 2016;13460;13035;12085;2265;10350;8675;865.0;1795;1465;1065;115.0;;325.0;1560.0;1100.0;1090.0;10.0;460.0;455.0;;;;;;;;;;
109;Totaal mannen en vrouwen;7 jaar;30 juni 2017;15395;14970;14105;2845;12110;10620;935.0;1660;1480;1050;130.0;;345.0;1635.0;1170.0;1155.0;15.0;465.0;460.0;;;;;;;;;;
110;Totaal mannen en vrouwen;7 jaar;31 december 2017;13870;13380;12505;2845;10405;8860;895.0;1695;1465;1025;135.0;;355.0;1705.0;1230.0;1210.0;20.0;475.0;470.0;;;;;;;;;;
111;Totaal mannen en vrouwen;7 jaar;30 juni 2018;16190;15765;14985;2915;12995;10665;1075.0;2515;1365;955;170.0;;275.0;1695.0;1210.0;1195.0;10.0;490.0;480.0;;;;;;;;;;
112;Totaal mannen en vrouwen;7 jaar;31 december 2018;15050;14625;13860;2745;11975;9725;1085.0;2425;1330;905;185.0;;270.0;1620.0;1165.0;1155.0;10.0;455.0;450.0;;;;;;;;;;
113;Totaal mannen en vrouwen;7 jaar;30 juni 2019;16200;15755;15005;3200;12830;10320;1165.0;2655;1320;960;150.0;;235.0;1710.0;1270.0;1255.0;15.0;445.0;435.0;;;;;;;;;;
114;Totaal mannen en vrouwen;7 jaar;31 december 2019;14990;14480;13750;3065;11625;9175;1180.0;2590;1265;935;140.0;;220.0;1800.0;1340.0;1320.0;25.0;455.0;445.0;;;;;;;;;;
115;Totaal mannen en vrouwen;7 jaar;30 juni 2020;14880;14360;13640;2950;11565;9050;1170.0;2620;1255;895;140.0;;255.0;1770.0;1305.0;1290.0;15.0;465.0;450.0;;10.0;;;;;;;;
116;Totaal mannen en vrouwen;7 jaar;31 december 2020;14005;13470;12785;2835;10780;8320;1155.0;2490;1200;875;115.0;;245.0;1770.0;1315.0;1300.0;15.0;450.0;440.0;;;;;;;;;;
117;Totaal mannen en vrouwen;8 jaar;31 maart 2015;19010;18385;17590;930;16925;14995;1195.0;1960;1505;1110;140.0;10.0;300.0;1920.0;1410.0;1405.0;;510.0;510.0;;;;;;;;;;
118;Totaal mannen en vrouwen;8 jaar;30 juni 2015;20000;19445;18670;1230;17800;15845;1275.0;2025;1495;1120;130.0;10.0;270.0;1830.0;1340.0;1325.0;15.0;500.0;495.0;;;;;;;;;;
