ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCriem_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
233;Totaal mannen en vrouwen;16 jaar;31 december 2020;21265;20285;18480;3015;16430;13595;900.0;3335;2950;1165;350.0;210.0;1340.0;2605.0;1645.0;1615.0;30.0;960.0;930.0;10.0;20.0;765.0;640.0;120.0;25.0;10.0;;;
234;Totaal mannen en vrouwen;17 jaar;31 maart 2015;17445;15610;13795;860;13165;11410;620.0;2155;3300;1075;290.0;255.0;1775.0;3005.0;2140.0;2125.0;15.0;865.0;855.0;10.0;;1955.0;1690.0;275.0;30.0;15.0;;35.0;35.0
235;Totaal mannen en vrouwen;17 jaar;30 juni 2015;18480;16760;15000;1085;14245;12440;745.0;2250;3355;1075;295.0;260.0;1855.0;2865.0;1995.0;1980.0;15.0;870.0;860.0;;;1945.0;1660.0;280.0;35.0;25.0;;30.0;35.0
236;Totaal mannen en vrouwen;17 jaar;31 december 2015;19460;17895;16230;1555;15135;13215;795.0;2445;3370;1100;315.0;295.0;1825.0;2630.0;1755.0;1745.0;15.0;880.0;875.0;10.0;;1810.0;1505.0;285.0;40.0;15.0;;25.0;35.0
237;Totaal mannen en vrouwen;17 jaar;30 juni 2016;19860;18460;16155;2165;14625;12725;755.0;2145;3650;1170;305.0;295.0;2030.0;2565.0;1650.0;1630.0;25.0;910.0;905.0;10.0;;1815.0;1515.0;240.0;25.0;25.0;;;60.0
238;Totaal mannen en vrouwen;17 jaar;31 december 2016;20290;18910;16775;2360;15100;12965;840.0;2380;3485;1105;325.0;270.0;1955.0;2515.0;1575.0;1560.0;15.0;945.0;930.0;10.0;;1680.0;1430.0;175.0;35.0;20.0;;;40.0
239;Totaal mannen en vrouwen;17 jaar;30 juni 2017;21360;20075;17860;3080;15690;13790;785.0;2215;3700;1110;325.0;280.0;2130.0;2620.0;1635.0;1620.0;15.0;985.0;970.0;15.0;10.0;1610.0;1340.0;225.0;45.0;15.0;;;
240;Totaal mannen en vrouwen;17 jaar;31 december 2017;21015;19670;17365;2965;15240;13250;800.0;2220;3710;1195;330.0;320.0;2045.0;2645.0;1620.0;1605.0;15.0;1025.0;1015.0;;;1585.0;1395.0;155.0;40.0;20.0;;;
241;Totaal mannen en vrouwen;17 jaar;30 juni 2018;21980;20720;18595;2880;16660;14270;775.0;2800;3490;1200;410.0;275.0;1750.0;2630.0;1540.0;1520.0;20.0;1090.0;1075.0;;10.0;1490.0;1280.0;175.0;30.0;15.0;;;
242;Totaal mannen en vrouwen;17 jaar;31 december 2018;22670;21435;19420;2825;17560;15090;860.0;2915;3415;1130;410.0;290.0;1745.0;2690.0;1640.0;1615.0;25.0;1050.0;1035.0;10.0;;1385.0;1175.0;165.0;30.0;15.0;;;
243;Totaal mannen en vrouwen;17 jaar;30 juni 2019;22025;20785;18755;2970;16815;14230;850.0;3065;3385;1185;350.0;235.0;1730.0;2635.0;1595.0;1565.0;30.0;1040.0;1010.0;20.0;10.0;1375.0;1175.0;180.0;40.0;15.0;;;
244;Totaal mannen en vrouwen;17 jaar;31 december 2019;22365;21105;19080;2995;17140;14510;835.0;3120;3275;1180;380.0;235.0;1605.0;2725.0;1615.0;1590.0;25.0;1115.0;1090.0;15.0;10.0;1310.0;1130.0;150.0;35.0;10.0;;;
245;Totaal mannen en vrouwen;17 jaar;30 juni 2020;21395;20010;17935;2840;16050;13345;800.0;3165;3155;1140;355.0;220.0;1555.0;2785.0;1655.0;1620.0;35.0;1130.0;1105.0;;20.0;1300.0;1090.0;190.0;55.0;10.0;;;
246;Totaal mannen en vrouwen;17 jaar;31 december 2020;21400;20210;18210;2815;16300;13605;830.0;3115;3135;1180;340.0;200.0;1540.0;2700.0;1625.0;1600.0;25.0;1075.0;1050.0;;20.0;1220.0;1050.0;150.0;35.0;10.0;;;
247;Totaal mannen en vrouwen;18 jaar;31 maart 2015;5145;3405;2760;350;2455;1555;135.0;945;1000;260;85.0;10.0;655.0;;;;;;;;;2040.0;1850.0;165.0;25.0;10.0;;40.0;35.0
248;Totaal mannen en vrouwen;18 jaar;30 juni 2015;6695;5080;4365;465;3975;2860;230.0;1160;1175;290;125.0;35.0;760.0;;;;;;;;;2020.0;1825.0;185.0;30.0;10.0;;40.0;40.0
249;Totaal mannen en vrouwen;18 jaar;31 december 2015;10210;8800;7880;815;7190;5760;410.0;1500;1555;320;170.0;55.0;1045.0;;;;;;;;;2030.0;1795.0;225.0;45.0;;;40.0;30.0
250;Totaal mannen en vrouwen;18 jaar;30 juni 2016;8290;6955;5855;1310;4660;3670;250.0;940;1375;350;145.0;30.0;885.0;;;;;;;;;1850.0;1650.0;145.0;35.0;10.0;;10.0;40.0
251;Totaal mannen en vrouwen;18 jaar;31 december 2016;10775;9620;8305;1500;6990;5680;405.0;1280;1735;425;180.0;40.0;1130.0;;;;;;;;;1765.0;1590.0;130.0;25.0;;;;30.0
252;Totaal mannen en vrouwen;18 jaar;30 juni 2017;8920;7695;6510;1735;4965;4000;275.0;940;1600;405;190.0;30.0;1005.0;;;;;;;;;1765.0;1570.0;175.0;20.0;;;;
253;Totaal mannen en vrouwen;18 jaar;31 december 2017;10805;9665;8230;1930;6555;5235;415.0;1240;1960;410;225.0;70.0;1295.0;;;;;;;;;1695.0;1485.0;175.0;30.0;10.0;;;
254;Totaal mannen en vrouwen;18 jaar;30 juni 2018;9260;8080;6800;1675;5345;4190;255.0;1135;1650;480;215.0;30.0;945.0;;;;;;;;;1690.0;1505.0;155.0;25.0;10.0;;;
255;Totaal mannen en vrouwen;18 jaar;31 december 2018;12375;11280;9625;1785;8155;6680;340.0;1510;2125;815;245.0;25.0;1095.0;;;;;;;;;1665.0;1480.0;150.0;30.0;;;10.0;
256;Totaal mannen en vrouwen;18 jaar;30 juni 2019;9070;7995;6285;1490;4980;3720;325.0;1190;2115;955;200.0;25.0;965.0;;;;;;;;;1560.0;1385.0;145.0;30.0;;;;
257;Totaal mannen en vrouwen;18 jaar;31 december 2019;11375;10380;8775;1710;7345;5790;410.0;1530;2130;915;210.0;30.0;1010.0;;;;;;;;;1530.0;1360.0;140.0;30.0;10.0;;;
258;Totaal mannen en vrouwen;18 jaar;30 juni 2020;8380;7425;5860;1585;4475;3355;280.0;1090;1900;900;175.0;25.0;830.0;;;;;;;;;1455.0;1285.0;170.0;25.0;;;;
259;Totaal mannen en vrouwen;18 jaar;31 december 2020;9270;8340;6745;1680;5310;4010;345.0;1215;1960;945;230.0;30.0;790.0;;;;;;;;;1355.0;1210.0;125.0;30.0;;;;
260;Totaal mannen en vrouwen;19 jaar of ouder;31 maart 2015;3290;2035;1610;435;1195;430;75.0;760;535;85;45.0;;405.0;;;;;;;;;1385.0;1340.0;30.0;15.0;;;;
261;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2015;3685;2370;1930;575;1375;540;85.0;835;565;90;55.0;;420.0;;;;;;;;;1440.0;1385.0;40.0;10.0;;;15.0;
262;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2015;4680;3150;2635;800;1850;860;110.0;990;675;120;60.0;;495.0;;;;;;;;;1685.0;1605.0;70.0;15.0;;;35.0;10.0
263;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2016;5980;4700;4150;1970;2220;1470;105.0;720;590;120;75.0;;395.0;;;;;;;;;1495.0;1435.0;40.0;10.0;;;;10.0
264;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2016;7495;6350;5635;2190;3485;2630;155.0;805;800;155;85.0;10.0;555.0;;;;;;;;;1430.0;1375.0;35.0;15.0;;;;
265;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2017;7350;6230;5480;2270;3260;2660;110.0;595;855;185;90.0;;585.0;;;;;;;;;1405.0;1310.0;90.0;10.0;;;;
266;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2017;8660;7540;6610;2345;4330;3580;150.0;725;1055;220;120.0;10.0;715.0;;;;;;;;;1440.0;1315.0;115.0;15.0;;;;
267;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2018;7410;6285;5460;2365;3155;2565;105.0;545;920;260;110.0;10.0;545.0;;;;;;;;;1420.0;1305.0;105.0;10.0;;;;
268;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2018;8930;7870;6840;2640;4265;3500;145.0;700;1170;340;145.0;10.0;685.0;;;;;;;;;1385.0;1270.0;100.0;15.0;;;;
269;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2019;7575;6415;5150;1865;3330;2620;135.0;645;1385;595;135.0;;655.0;;;;;;;;;1450.0;1345.0;100.0;15.0;;;;
270;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2019;9030;7880;6205;2075;4195;3200;190.0;910;1855;905;150.0;10.0;805.0;;;;;;;;;1485.0;1375.0;95.0;15.0;;;;
271;Totaal mannen en vrouwen;19 jaar of ouder;30 juni 2020;9060;7860;6060;2265;3850;2970;155.0;815;1965;1130;150.0;;700.0;;;;;;;;;1560.0;1480.0;70.0;25.0;;;;
272;Totaal mannen en vrouwen;19 jaar of ouder;31 december 2020;10045;8935;6895;2375;4580;3535;200.0;940;2220;1310;175.0;;755.0;;;;;;;;;1480.0;1380.0;85.0;20.0;;;;
273;Totaal mannen en vrouwen;0 tot 4 jaar;31 maart 2015;9935;8210;6725;1450;5480;3020;1375.0;2115;2000;1835;55.0;;125.0;3605.0;3055.0;2985.0;75.0;555.0;500.0;55.0;;;;;;;;;
274;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2015;10375;8755;7345;1760;5820;3180;1420.0;2190;1960;1785;65.0;;125.0;3530.0;2965.0;2880.0;95.0;575.0;520.0;60.0;;;;;;;;;
275;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2015;10425;8895;7570;2065;5775;3050;1305.0;2235;1920;1740;65.0;;125.0;3420.0;2815.0;2740.0;80.0;620.0;560.0;60.0;;;;;;;;;
276;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2016;12270;10940;8905;3410;5920;3125;1365.0;2250;2405;1835;95.0;;525.0;3445.0;2785.0;2710.0;80.0;660.0;615.0;45.0;;;;;;;;;
277;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2016;12610;11335;9380;3770;6035;3165;1320.0;2380;2360;1775;105.0;;525.0;3305.0;2670.0;2580.0;90.0;635.0;585.0;45.0;;;;;;;;;
278;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2017;14415;13285;11425;4990;7205;3805;1615.0;2890;2380;1835;95.0;;510.0;3315.0;2655.0;2585.0;70.0;660.0;610.0;45.0;;;;;;;;;
279;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2017;13255;12135;10400;4120;6970;3635;1475.0;2860;2230;1745;80.0;;455.0;3225.0;2615.0;2550.0;65.0;615.0;570.0;40.0;;;;;;;;;
280;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2018;14750;13625;11845;4360;8175;3995;1880.0;3435;2270;1745;160.0;;400.0;3330.0;2705.0;2620.0;85.0;625.0;580.0;40.0;;;;;;;;;
281;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2018;14130;12895;11235;4050;7820;3980;1625.0;3240;2115;1590;160.0;;410.0;3260.0;2660.0;2585.0;75.0;600.0;555.0;45.0;;;;;;;;;
282;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2019;15130;13935;12375;4575;8680;4095;2010.0;3745;2050;1705;140.0;;240.0;3385.0;2765.0;2685.0;80.0;620.0;565.0;55.0;;;;;;;;;
283;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2019;14505;13215;11835;4090;8475;4190;1910.0;3540;1800;1465;125.0;10.0;235.0;3275.0;2680.0;2560.0;120.0;595.0;540.0;50.0;;;;;;;;;
284;Totaal mannen en vrouwen;0 tot 4 jaar;30 juni 2020;14360;13075;11660;4095;8315;3975;1880.0;3545;1865;1480;150.0;;275.0;3360.0;2785.0;2700.0;80.0;575.0;520.0;45.0;10.0;;;;;;;;
285;Totaal mannen en vrouwen;0 tot 4 jaar;31 december 2020;14045;12810;11410;3670;8450;4260;1930.0;3460;1860;1470;150.0;;275.0;3315.0;2725.0;2630.0;95.0;590.0;525.0;50.0;15.0;;;;;;;;
286;Totaal mannen en vrouwen;4 tot 12 jaar;31 maart 2015;119140;114300;108150;6600;103370;89950;8795.0;14285;11125;8410;970.0;80.0;1950.0;14465.0;10720.0;10650.0;70.0;3755.0;3730.0;25.0;;;;;;;;;
287;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2015;125280;120920;114980;8660;108890;95050;9535.0;14885;11145;8435;990.0;85.0;1930.0;14055.0;10335.0;10235.0;105.0;3745.0;3725.0;15.0;;;;;;;;;
288;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2015;123180;119210;113450;10965;105515;91240;9690.0;15215;10855;8230;990.0;75.0;1845.0;13205.0;9440.0;9355.0;90.0;3820.0;3800.0;20.0;;;;;;;;;
289;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2016;130740;127230;119585;16670;107205;91435;9440.0;15740;12185;8375;1150.0;65.0;3025.0;13040.0;9015.0;8900.0;115.0;4030.0;4010.0;20.0;15.0;;;;;;;;
290;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2016;128535;124920;117240;18075;103850;87295;9635.0;16475;12240;8305;1180.0;60.0;3150.0;13065.0;9045.0;8925.0;120.0;4020.0;3995.0;20.0;;;;;;;;;
291;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2017;135985;132580;125210;23790;108260;92650;10220.0;15660;12745;8465;1175.0;60.0;3510.0;13300.0;9215.0;9105.0;110.0;4085.0;4040.0;35.0;15.0;;;;;;;;
292;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2017;130065;126410;118955;22120;103260;86855;10215.0;16220;12600;8320;1155.0;50.0;3535.0;13405.0;9380.0;9255.0;125.0;4025.0;3975.0;35.0;15.0;;;;;;;;
293;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2018;143490;140055;133390;23115;117770;95645;11350.0;22445;11840;7940;1525.0;50.0;2645.0;13700.0;9640.0;9510.0;130.0;4065.0;4000.0;40.0;35.0;;;;;;;;
294;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2018;144140;140525;134075;22700;118855;96485;11355.0;22935;11650;7740;1495.0;40.0;2725.0;13780.0;9770.0;9655.0;115.0;4015.0;3965.0;20.0;30.0;;;;;;;;
295;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2019;147090;143600;137200;25655;120210;96195;11630.0;24935;11785;8085;1290.0;50.0;2710.0;14150.0;10120.0;10020.0;100.0;4030.0;3960.0;30.0;45.0;;;;;;;;
296;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2019;143415;139420;133335;24730;116570;92865;11185.0;24610;10965;7485;1275.0;45.0;2490.0;14460.0;10485.0;10335.0;150.0;3985.0;3910.0;35.0;40.0;;;;;;;;
297;Totaal mannen en vrouwen;4 tot 12 jaar;30 juni 2020;138715;134445;128330;24385;111825;88100;11425.0;24475;10815;7335;1255.0;35.0;2575.0;14720.0;10730.0;10615.0;115.0;3995.0;3905.0;35.0;55.0;;;;;;;;
298;Totaal mannen en vrouwen;4 tot 12 jaar;31 december 2020;135955;131565;125595;23400;109545;85760;11540.0;24215;10615;7175;1240.0;30.0;2555.0;14965.0;10980.0;10845.0;135.0;3985.0;3905.0;35.0;50.0;;;;;;;;
299;Totaal mannen en vrouwen;12 tot 18 jaar;31 maart 2015;107060;100725;92295;5815;88195;77135;5460.0;13560;15980;7010;1760.0;1105.0;6780.0;15430.0;10815.0;10705.0;110.0;4625.0;4595.0;35.0;;4255.0;3555.0;670.0;60.0;50.0;;100.0;105.0
300;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2015;112880;107050;98890;7445;93815;82420;5960.0;14265;16220;7045;1820.0;1150.0;6925.0;15060.0;10375.0;10260.0;120.0;4705.0;4675.0;30.0;;4230.0;3505.0;670.0;80.0;65.0;;85.0;100.0
301;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2015;115575;110155;102395;10040;95490;83640;6480.0;14860;15835;7125;1900.0;1085.0;6480.0;14235.0;9400.0;9290.0;120.0;4875.0;4840.0;35.0;;3870.0;3140.0;685.0;65.0;45.0;;65.0;100.0
302;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2016;119310;114360;103935;13940;94270;81595;6410.0;14135;17215;7330;1910.0;1115.0;7755.0;14085.0;8960.0;8810.0;150.0;5130.0;5095.0;35.0;20.0;3915.0;3185.0;560.0;70.0;55.0;;;170.0
303;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2016;120205;115360;105380;15085;94830;81405;6875.0;15005;16805;7330;1925.0;1060.0;7380.0;13920.0;8695.0;8580.0;115.0;5230.0;5175.0;40.0;15.0;3540.0;2960.0;425.0;55.0;55.0;;10.0;100.0
304;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2017;124590;120150;109760;19260;96670;85100;6325.0;13580;18135;7525;2010.0;1160.0;8370.0;14160.0;8765.0;8650.0;115.0;5400.0;5340.0;45.0;25.0;3480.0;2900.0;510.0;80.0;35.0;;;
305;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2017;120340;115810;105315;17930;93065;80755;6475.0;13865;17825;7555;2060.0;1145.0;8065.0;14150.0;8710.0;8575.0;135.0;5440.0;5390.0;35.0;20.0;3280.0;2790.0;430.0;65.0;40.0;;;
306;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2018;125805;121295;111745;18050;99810;84910;5925.0;17620;16460;7145;2290.0;1085.0;6660.0;14215.0;8725.0;8580.0;145.0;5495.0;5430.0;45.0;40.0;3105.0;2640.0;400.0;55.0;35.0;;;
307;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2018;129765;125315;116100;17730;104715;89170;6320.0;18410;16005;6980;2255.0;990.0;6490.0;14175.0;8685.0;8525.0;160.0;5490.0;5400.0;55.0;40.0;2875.0;2380.0;395.0;65.0;40.0;;;
308;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2019;128245;123740;114140;19725;101265;84665;6220.0;19690;16605;7360;2020.0;980.0;6855.0;14255.0;8810.0;8650.0;160.0;5445.0;5315.0;65.0;70.0;2950.0;2465.0;435.0;80.0;30.0;;;
309;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2019;127490;122640;113555;19070;100925;84125;6110.0;19960;15610;7050;2030.0;855.0;6325.0;14325.0;8900.0;8745.0;155.0;5430.0;5315.0;55.0;65.0;2895.0;2445.0;370.0;75.0;35.0;;;
310;Totaal mannen en vrouwen;12 tot 18 jaar;30 juni 2020;121120;116170;106870;18465;94530;77890;6035.0;19700;15240;6995;1910.0;770.0;6235.0;14575.0;9075.0;8945.0;130.0;5500.0;5365.0;40.0;95.0;2855.0;2395.0;475.0;100.0;15.0;;;
311;Totaal mannen en vrouwen;12 tot 18 jaar;31 december 2020;122370;117545;108410;18100;96120;79010;6060.0;19830;15175;7005;1880.0;760.0;6150.0;14775.0;9340.0;9190.0;150.0;5440.0;5315.0;30.0;90.0;2605.0;2215.0;370.0;80.0;25.0;;;
312;Totaal mannen en vrouwen;18 tot 23 jaar;31 maart 2015;8435;5440;4370;780;3650;1985;215.0;1705;1535;350;130.0;15.0;1060.0;;;;;;;;;3425.0;3190.0;195.0;40.0;10.0;;45.0;40.0
313;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2015;10380;7450;6295;1040;5350;3395;315.0;1995;1735;375;175.0;35.0;1180.0;;;;;;;;;3455.0;3210.0;225.0;40.0;10.0;;55.0;45.0
314;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2015;14890;11950;10515;1620;9040;6620;515.0;2490;2230;445;235.0;60.0;1540.0;;;;;;;;;3715.0;3400.0;295.0;60.0;10.0;;70.0;40.0
315;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2016;14270;11655;10010;3280;6880;5140;355.0;1655;1965;465;220.0;35.0;1275.0;;;;;;;;;3345.0;3090.0;180.0;45.0;10.0;;10.0;50.0
316;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2016;18270;15970;13940;3690;10475;8310;555.0;2085;2530;580;265.0;50.0;1685.0;;;;;;;;;3195.0;2960.0;165.0;40.0;10.0;;10.0;40.0
317;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2017;16270;13925;11995;4005;8225;6655;385.0;1530;2455;590;275.0;35.0;1590.0;;;;;;;;;3170.0;2880.0;260.0;30.0;10.0;;10.0;
318;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2017;19465;17205;14840;4275;10890;8815;565.0;1970;3015;630;340.0;80.0;2010.0;;;;;;;;;3135.0;2805.0;290.0;50.0;10.0;;;
319;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2018;16670;14365;12260;4035;8500;6750;365.0;1675;2570;735;325.0;40.0;1495.0;;;;;;;;;3110.0;2810.0;260.0;35.0;15.0;;;
320;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2018;21305;19150;16465;4430;12420;10175;485.0;2210;3290;1150;390.0;35.0;1780.0;;;;;;;;;3050.0;2745.0;250.0;45.0;10.0;;10.0;
321;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2019;16645;14410;11430;3355;8310;6340;460.0;1835;3500;1550;335.0;35.0;1620.0;;;;;;;;;3010.0;2730.0;245.0;50.0;;;;
322;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2019;20405;18260;14980;3785;11540;8995;600.0;2440;3985;1820;360.0;40.0;1815.0;;;;;;;;;3015.0;2735.0;235.0;45.0;15.0;;;
323;Totaal mannen en vrouwen;18 tot 23 jaar;30 juni 2020;17435;15285;11920;3850;8325;6320;435.0;1905;3865;2025;320.0;30.0;1535.0;;;;;;;;;3015.0;2770.0;240.0;45.0;;;;
324;Totaal mannen en vrouwen;18 tot 23 jaar;31 december 2020;19310;17275;13645;4055;9890;7545;545.0;2155;4185;2255;400.0;35.0;1550.0;;;;;;;;;2835.0;2585.0;215.0;50.0;;;;
325;Mannen;Totaal;31 maart 2015;147325;137690;128985;8285;123185;106010;10775.0;19260;16280;8800;1700.0;680.0;5655.0;17770.0;13170.0;13045.0;125.0;4610.0;4550.0;60.0;;6035.0;5295.0;655.0;100.0;50.0;;120.0;120.0
326;Mannen;Totaal;30 juni 2015;155495;146455;137995;10710;130740;112830;11685.0;20325;16480;8835;1780.0;705.0;5740.0;17275.0;12660.0;12520.0;145.0;4640.0;4590.0;50.0;;6070.0;5280.0;685.0;115.0;75.0;;115.0;120.0
327;Mannen;Totaal;31 december 2015;157320;148755;140545;14025;130860;112075;12145.0;21200;16330;8760;1845.0;675.0;5665.0;16270.0;11535.0;11400.0;135.0;4790.0;4740.0;50.0;;6030.0;5190.0;755.0;120.0;45.0;;115.0;120.0
328;Mannen;Totaal;30 juni 2016;164345;156640;145270;21090;130115;109705;12120.0;21090;18240;9060;1995.0;675.0;7310.0;16110.0;11085.0;10915.0;170.0;5035.0;4980.0;60.0;15.0;5765.0;4960.0;585.0;110.0;50.0;;15.0;185.0
329;Mannen;Totaal;31 december 2016;165135;157760;146400;23090;129650;107980;12620.0;22395;18405;9085;2095.0;630.0;7425.0;15955.0;10875.0;10705.0;165.0;5080.0;5010.0;55.0;15.0;5360.0;4700.0;460.0;85.0;55.0;;15.0;120.0
330;Mannen;Totaal;30 juni 2017;171315;164335;153105;29805;132410;112500;12580.0;21170;19425;9295;2115.0;720.0;8140.0;16150.0;10945.0;10805.0;140.0;5210.0;5135.0;60.0;25.0;5330.0;4630.0;595.0;110.0;45.0;;10.0;
331;Mannen;Totaal;31 december 2017;165465;158385;146780;27795;127465;106245;12720.0;22020;19460;9220;2150.0;700.0;8250.0;16145.0;10970.0;10800.0;170.0;5175.0;5105.0;50.0;20.0;5125.0;4450.0;575.0;110.0;45.0;;;
332;Mannen;Totaal;30 juni 2018;174760;167720;157285;28400;138200;111765;13340.0;28040;17790;8765;2445.0;645.0;6525.0;16400.0;11150.0;10975.0;180.0;5255.0;5165.0;65.0;40.0;4990.0;4370.0;510.0;90.0;45.0;;10.0;
333;Mannen;Totaal;31 december 2018;178695;171685;161280;27950;142760;115730;13475.0;28880;17760;8720;2400.0;600.0;6670.0;16465.0;11245.0;11035.0;210.0;5225.0;5125.0;60.0;40.0;4770.0;4115.0;520.0;105.0;40.0;;15.0;
334;Mannen;Totaal;30 juni 2019;176705;169680;158955;30480;139010;110070;13945.0;30840;18320;9330;2185.0;600.0;6760.0;16790.0;11585.0;11405.0;185.0;5210.0;5075.0;75.0;65.0;4835.0;4190.0;560.0;120.0;30.0;;10.0;
335;Mannen;Totaal;31 december 2019;175105;167640;157275;29645;137455;108580;13525.0;30815;17440;8880;2185.0;525.0;6440.0;16970.0;11775.0;11570.0;205.0;5195.0;5065.0;75.0;55.0;4870.0;4240.0;510.0;115.0;45.0;;10.0;
336;Mannen;Totaal;30 juni 2020;166855;159095;148675;29020;129105;100410;13640.0;30385;17035;8885;2115.0;495.0;6180.0;17255.0;12065.0;11900.0;160.0;5190.0;5045.0;65.0;85.0;4910.0;4300.0;610.0;145.0;20.0;;10.0;
337;Mannen;Totaal;31 december 2020;165410;157785;147395;28065;128235;99195;13805.0;30195;16975;8970;2075.0;475.0;6060.0;17515.0;12355.0;12155.0;200.0;5165.0;5035.0;50.0;80.0;4655.0;4070.0;525.0;125.0;30.0;;10.0;
338;Mannen;0 jaar;31 maart 2015;710;485;370;90;280;150;10.0;125;145;120;10.0;;20.0;350.0;300.0;275.0;20.0;55.0;30.0;20.0;;;;;;;;;
339;Mannen;0 jaar;30 juni 2015;755;575;465;115;350;185;10.0;165;160;130;10.0;;20.0;330.0;270.0;245.0;20.0;60.0;40.0;20.0;;;;;;;;;
340;Mannen;0 jaar;31 december 2015;705;535;445;130;325;170;10.0;150;140;115;10.0;;15.0;295.0;235.0;220.0;15.0;65.0;40.0;25.0;;;;;;;;;
341;Mannen;0 jaar;30 juni 2016;890;740;590;290;310;160;10.0;145;175;135;;;40.0;310.0;260.0;240.0;20.0;55.0;40.0;15.0;;;;;;;;;
342;Mannen;0 jaar;31 december 2016;875;740;595;290;320;170;10.0;140;175;140;;;30.0;300.0;245.0;220.0;25.0;55.0;35.0;15.0;;;;;;;;;
343;Mannen;0 jaar;30 juni 2017;1045;930;785;420;395;210;25.0;175;185;140;;;45.0;285.0;235.0;215.0;20.0;50.0;40.0;10.0;;;;;;;;;
344;Mannen;0 jaar;31 december 2017;780;670;545;230;335;180;10.0;160;160;115;;;40.0;255.0;215.0;205.0;10.0;40.0;30.0;15.0;;;;;;;;;
