ID;Nationaliteit;Perioden;DerdelandersVerplichtingTotVertrek_1
531;Peruaans;2015;70.0
532;Peruaans;2016;60.0
533;Peruaans;2017;45.0
534;Peruaans;2018;55.0
535;Peruaans;2019;95.0
536;Peruaans;2020;190.0
537;Peruaans;2021;300.0
538;Peruaans;2022;400.0
539;Peruaans;2023;185.0
540;Russisch;2015;365.0
541;Russisch;2016;395.0
542;Russisch;2017;345.0
543;Russisch;2018;325.0
544;Russisch;2019;500.0
545;Russisch;2020;460.0
546;Russisch;2021;310.0
547;Russisch;2022;295.0
548;Russisch;2023;255.0
549;Salvadoraans;2015;65.0
550;Salvadoraans;2016;85.0
551;Salvadoraans;2017;20.0
552;Salvadoraans;2018;25.0
553;Salvadoraans;2019;45.0
554;Salvadoraans;2020;25.0
555;Salvadoraans;2021;55.0
556;Salvadoraans;2022;55.0
557;Salvadoraans;2023;35.0
558;Saoedi-Arabisch;2015;45.0
559;Saoedi-Arabisch;2016;65.0
560;Saoedi-Arabisch;2017;60.0
561;Saoedi-Arabisch;2018;80.0
562;Saoedi-Arabisch;2019;95.0
563;Saoedi-Arabisch;2020;65.0
564;Saoedi-Arabisch;2021;30.0
565;Saoedi-Arabisch;2022;15.0
566;Saoedi-Arabisch;2023;20.0
567;Servisch;2015;220.0
568;Servisch;2016;755.0
569;Servisch;2017;295.0
570;Servisch;2018;215.0
571;Servisch;2019;440.0
572;Servisch;2020;170.0
573;Servisch;2021;125.0
574;Servisch;2022;100.0
575;Servisch;2023;100.0
576;Sierra Leoons;2015;95.0
577;Sierra Leoons;2016;100.0
578;Sierra Leoons;2017;80.0
579;Sierra Leoons;2018;60.0
580;Sierra Leoons;2019;50.0
581;Sierra Leoons;2020;45.0
582;Sierra Leoons;2021;70.0
583;Sierra Leoons;2022;50.0
584;Sierra Leoons;2023;40.0
585;Singaporees;2015;40.0
586;Singaporees;2016;65.0
587;Singaporees;2017;50.0
588;Singaporees;2018;30.0
589;Singaporees;2019;65.0
590;Singaporees;2020;50.0
591;Singaporees;2021;25.0
592;Singaporees;2022;25.0
593;Singaporees;2023;15.0
594;Soedanees;2015;105.0
595;Soedanees;2016;110.0
596;Soedanees;2017;110.0
597;Soedanees;2018;80.0
598;Soedanees;2019;95.0
599;Soedanees;2020;75.0
600;Soedanees;2021;60.0
601;Soedanees;2022;30.0
602;Soedanees;2023;50.0
603;Somalisch;2015;250.0
604;Somalisch;2016;245.0
605;Somalisch;2017;180.0
606;Somalisch;2018;90.0
607;Somalisch;2019;70.0
608;Somalisch;2020;55.0
609;Somalisch;2021;85.0
610;Somalisch;2022;120.0
611;Somalisch;2023;215.0
612;Sri Lankaans;2015;85.0
613;Sri Lankaans;2016;65.0
614;Sri Lankaans;2017;75.0
615;Sri Lankaans;2018;35.0
616;Sri Lankaans;2019;65.0
617;Sri Lankaans;2020;35.0
618;Sri Lankaans;2021;35.0
619;Sri Lankaans;2022;25.0
620;Sri Lankaans;2023;25.0
621;Surinaams;2015;370.0
622;Surinaams;2016;385.0
623;Surinaams;2017;250.0
624;Surinaams;2018;280.0
625;Surinaams;2019;370.0
626;Surinaams;2020;340.0
627;Surinaams;2021;255.0
628;Surinaams;2022;280.0
629;Surinaams;2023;305.0
630;Syrisch;2015;250.0
631;Syrisch;2016;460.0
632;Syrisch;2017;350.0
633;Syrisch;2018;240.0
634;Syrisch;2019;240.0
635;Syrisch;2020;160.0
636;Syrisch;2021;155.0
637;Syrisch;2022;180.0
638;Syrisch;2023;220.0
639;Tadzjieks;2015;5.0
640;Tadzjieks;2016;5.0
641;Tadzjieks;2017;10.0
642;Tadzjieks;2018;15.0
643;Tadzjieks;2019;25.0
644;Tadzjieks;2020;5.0
645;Tadzjieks;2021;30.0
646;Tadzjieks;2022;40.0
647;Tadzjieks;2023;95.0
648;Taiwanees;2015;50.0
649;Taiwanees;2016;85.0
650;Taiwanees;2017;80.0
651;Taiwanees;2018;80.0
652;Taiwanees;2019;145.0
653;Taiwanees;2020;140.0
654;Taiwanees;2021;75.0
655;Taiwanees;2022;70.0
656;Taiwanees;2023;75.0
657;Thais;2015;140.0
658;Thais;2016;135.0
659;Thais;2017;115.0
660;Thais;2018;90.0
661;Thais;2019;135.0
662;Thais;2020;160.0
663;Thais;2021;110.0
664;Thais;2022;90.0
665;Thais;2023;95.0
666;Tunesisch;2015;60.0
667;Tunesisch;2016;100.0
668;Tunesisch;2017;90.0
669;Tunesisch;2018;110.0
670;Tunesisch;2019;155.0
671;Tunesisch;2020;145.0
672;Tunesisch;2021;100.0
673;Tunesisch;2022;170.0
674;Tunesisch;2023;260.0
675;Turks;2015;1615.0
676;Turks;2016;1360.0
677;Turks;2017;1150.0
678;Turks;2018;1095.0
679;Turks;2019;1220.0
680;Turks;2020;1155.0
681;Turks;2021;820.0
682;Turks;2022;1330.0
683;Turks;2023;1845.0
684;Ugandees;2015;60.0
685;Ugandees;2016;75.0
686;Ugandees;2017;95.0
687;Ugandees;2018;90.0
688;Ugandees;2019;90.0
689;Ugandees;2020;125.0
690;Ugandees;2021;135.0
691;Ugandees;2022;40.0
692;Ugandees;2023;60.0
693;Venezolaans;2015;60.0
694;Venezolaans;2016;80.0
695;Venezolaans;2017;95.0
696;Venezolaans;2018;120.0
697;Venezolaans;2019;140.0
698;Venezolaans;2020;145.0
699;Venezolaans;2021;180.0
700;Venezolaans;2022;85.0
701;Venezolaans;2023;130.0
702;Vietnamees;2015;140.0
703;Vietnamees;2016;190.0
704;Vietnamees;2017;165.0
705;Vietnamees;2018;185.0
706;Vietnamees;2019;270.0
707;Vietnamees;2020;270.0
708;Vietnamees;2021;200.0
709;Vietnamees;2022;125.0
710;Vietnamees;2023;120.0
711;Belarussisch;2015;60.0
712;Belarussisch;2016;55.0
713;Belarussisch;2017;40.0
714;Belarussisch;2018;50.0
715;Belarussisch;2019;60.0
716;Belarussisch;2020;60.0
717;Belarussisch;2021;55.0
718;Belarussisch;2022;50.0
719;Belarussisch;2023;65.0
720;Zuid-Afrikaans;2015;145.0
721;Zuid-Afrikaans;2016;170.0
722;Zuid-Afrikaans;2017;135.0
723;Zuid-Afrikaans;2018;100.0
724;Zuid-Afrikaans;2019;185.0
725;Zuid-Afrikaans;2020;155.0
726;Zuid-Afrikaans;2021;145.0
727;Zuid-Afrikaans;2022;175.0
728;Zuid-Afrikaans;2023;220.0
729;Zuid-Koreaans;2015;210.0
730;Zuid-Koreaans;2016;240.0
731;Zuid-Koreaans;2017;275.0
732;Zuid-Koreaans;2018;125.0
733;Zuid-Koreaans;2019;390.0
734;Zuid-Koreaans;2020;485.0
735;Zuid-Koreaans;2021;275.0
736;Zuid-Koreaans;2022;205.0
737;Zuid-Koreaans;2023;190.0
738;Staatloos;2015;150.0
739;Staatloos;2016;100.0
740;Staatloos;2017;105.0
741;Staatloos;2018;35.0
742;Staatloos;2019;60.0
743;Staatloos;2020;55.0
744;Staatloos;2021;50.0
745;Staatloos;2022;30.0
746;Staatloos;2023;20.0
747;Onbekend;2015;465.0
748;Onbekend;2016;370.0
749;Onbekend;2017;300.0
750;Onbekend;2018;225.0
751;Onbekend;2019;395.0
752;Onbekend;2020;150.0
753;Onbekend;2021;10.0
754;Onbekend;2022;165.0
755;Onbekend;2023;5.0
