ID;Persoonskenmerken;Perioden;BangAlleenThuis_1;AngstBijHetOpenDoen_2;OnveiligePlekkenInDeBuurt_3;AanpassingUitgaansgedrag_4
101;Lft. cat. 5 x gesl: vrouw, 15-24 jaar;1993;57.8;67.8;60.1;24.0
102;Lft. cat. 5 x gesl: vrouw, 15-24 jaar;1994;50.9;72.0;62.7;25.5
103;Lft. cat. 5 x gesl: vrouw, 15-24 jaar;1995;52.6;67.2;60.4;20.0
104;Lft. cat. 5 x gesl: vrouw, 15-24 jaar;1996;49.2;69.9;59.3;21.2
105;Lft. cat. 5 x gesl: vrouw, 25-44 jaar;1992;45.8;60.6;54.3;18.8
106;Lft. cat. 5 x gesl: vrouw, 25-44 jaar;1993;44.1;65.0;50.7;19.3
107;Lft. cat. 5 x gesl: vrouw, 25-44 jaar;1994;46.4;68.5;54.1;20.5
108;Lft. cat. 5 x gesl: vrouw, 25-44 jaar;1995;43.1;70.0;53.5;20.8
109;Lft. cat. 5 x gesl: vrouw, 25-44 jaar;1996;39.1;68.7;50.7;21.2
110;Lft. cat. 5 x gesl: vrouw. 45-64 jaar;1992;31.3;70.3;45.3;23.6
111;Lft. cat. 5 x gesl: vrouw. 45-64 jaar;1993;32.1;72.9;50.6;26.9
112;Lft. cat. 5 x gesl: vrouw. 45-64 jaar;1994;31.8;73.8;46.0;24.6
113;Lft. cat. 5 x gesl: vrouw. 45-64 jaar;1995;30.3;73.8;47.3;22.9
114;Lft. cat. 5 x gesl: vrouw. 45-64 jaar;1996;30.2;76.6;46.7;21.7
115;Lft. cat. 5 x gesl: vrouw, 65 jaar eo;1992;37.7;90.0;51.3;48.2
116;Lft. cat. 5 x gesl: vrouw, 65 jaar eo;1993;31.9;92.5;53.8;48.3
117;Lft. cat. 5 x gesl: vrouw, 65 jaar eo;1994;31.2;92.4;55.8;48.1
118;Lft. cat. 5 x gesl: vrouw, 65 jaar eo;1995;32.4;92.8;54.5;48.8
119;Lft. cat. 5 x gesl: vrouw, 65 jaar eo;1996;30.0;91.7;50.3;43.8
120;Lft. cat. 6 x gesl: man, 15-19 jaar;1992;10.1;40.8;19.9;7.0
121;Lft. cat. 6 x gesl: man, 15-19 jaar;1993;14.0;39.1;15.2;3.6
122;Lft. cat. 6 x gesl: man, 15-19 jaar;1994;17.7;35.8;18.2;5.5
123;Lft. cat. 6 x gesl: man, 15-19 jaar;1995;15.8;38.9;19.4;9.1
124;Lft. cat. 6 x gesl: man, 15-19 jaar;1996;12.8;36.2;16.9;6.0
125;Lft. cat. 6 x gesl: man, 20-24 jaar;1992;6.6;20.6;13.9;6.1
126;Lft. cat. 6 x gesl: man, 20-24 jaar;1993;7.2;24.1;12.7;9.2
127;Lft. cat. 6 x gesl: man, 20-24 jaar;1994;6.0;30.6;19.5;6.4
128;Lft. cat. 6 x gesl: man, 20-24 jaar;1995;4.6;32.8;15.8;6.2
129;Lft. cat. 6 x gesl: man, 20-24 jaar;1996;5.3;29.7;14.4;8.7
130;Lft. cat. 6 x gesl man, 25-34 jaar;1992;4.4;24.6;15.0;6.7
131;Lft. cat. 6 x gesl man, 25-34 jaar;1993;7.1;26.4;18.2;7.1
132;Lft. cat. 6 x gesl man, 25-34 jaar;1994;4.5;28.8;12.4;6.8
133;Lft. cat. 6 x gesl man, 25-34 jaar;1995;3.9;28.5;13.5;7.2
134;Lft. cat. 6 x gesl man, 25-34 jaar;1996;6.7;31.9;13.8;6.6
135;Lft. cat. 6 x gesl: man, 35-44 jaar;1992;7.5;21.4;11.5;4.7
136;Lft. cat. 6 x gesl: man, 35-44 jaar;1993;6.0;28.1;15.0;6.3
137;Lft. cat. 6 x gesl: man, 35-44 jaar;1994;3.0;25.9;15.3;5.9
138;Lft. cat. 6 x gesl: man, 35-44 jaar;1995;4.6;26.7;12.2;6.1
139;Lft. cat. 6 x gesl: man, 35-44 jaar;1996;3.8;29.8;13.0;6.4
140;Lft. cat. 6 x gesl: man, 45-54 jaar;1992;3.5;32.5;15.5;5.1
141;Lft. cat. 6 x gesl: man, 45-54 jaar;1993;6.8;29.5;13.0;9.1
142;Lft. cat. 6 x gesl: man, 45-54 jaar;1994;3.0;29.0;14.9;7.6
143;Lft. cat. 6 x gesl: man, 45-54 jaar;1995;5.3;27.7;14.4;4.6
144;Lft. cat. 6 x gesl: man, 45-54 jaar;1996;3.4;33.0;13.4;7.5
145;Lft. cat. 6 x gesl: man, 55-64 jaar;1992;2.2;39.6;11.9;10.6
146;Lft. cat. 6 x gesl: man, 55-64 jaar;1993;7.2;46.8;18.4;16.1
147;Lft. cat. 6 x gesl: man, 55-64 jaar;1994;5.1;46.2;18.1;12.3
148;Lft. cat. 6 x gesl: man, 55-64 jaar;1995;3.5;45.8;13.5;7.8
149;Lft. cat. 6 x gesl: man, 55-64 jaar;1996;3.2;44.1;16.8;5.7
150;Lft. cat. 6 x gesl: man, 65-74 jaar;1992;6.4;60.6;20.7;15.9
151;Lft. cat. 6 x gesl: man, 65-74 jaar;1993;6.7;71.4;25.7;22.3
152;Lft. cat. 6 x gesl: man, 65-74 jaar;1994;5.8;65.2;18.6;18.8
153;Lft. cat. 6 x gesl: man, 65-74 jaar;1995;4.2;62.6;20.0;12.6
154;Lft. cat. 6 x gesl: man, 65-74 jaar;1996;5.6;65.8;25.6;16.2
155;Lft. cat. 6 x gesl: man, 75-84 jaar;1992;8.4;69.5;25.5;18.8
156;Lft. cat. 6 x gesl: man, 75-84 jaar;1993;10.4;73.1;30.2;35.3
157;Lft. cat. 6 x gesl: man, 75-84 jaar;1994;6.0;76.5;19.6;23.0
158;Lft. cat. 6 x gesl: man, 75-84 jaar;1995;8.2;77.6;30.7;35.2
159;Lft. cat. 6 x gesl: man, 75-84 jaar;1996;5.7;79.9;25.8;24.1
160;Lft. cat. 6 x gesl: man, 85 jaar eo;1992;;;;
161;Lft. cat. 6 x gesl: man, 85 jaar eo;1993;;;;
162;Lft. cat. 6 x gesl: man, 85 jaar eo;1994;;;;
163;Lft. cat. 6 x gesl: man, 85 jaar eo;1995;;;;
164;Lft. cat. 6 x gesl: man, 85 jaar eo;1996;;;;
165;Lft. cat. 6 x gesl: vrouw, 15-19 jaar;1992;59.0;76.9;63.3;20.0
166;Lft. cat. 6 x gesl: vrouw, 15-19 jaar;1993;56.9;62.9;62.3;23.1
167;Lft. cat. 6 x gesl: vrouw, 15-19 jaar;1994;45.2;70.2;71.7;25.7
168;Lft. cat. 6 x gesl: vrouw, 15-19 jaar;1995;54.7;65.4;61.4;19.9
169;Lft. cat. 6 x gesl: vrouw, 15-19 jaar;1996;46.2;69.0;61.5;17.8
170;Lft. cat. 6 x gesl: vrouw, 20-24 jaar;1992;55.7;69.0;56.3;26.6
171;Lft. cat. 6 x gesl: vrouw, 20-24 jaar;1993;58.4;71.6;58.3;24.7
172;Lft. cat. 6 x gesl: vrouw, 20-24 jaar;1994;54.5;73.1;56.5;25.4
173;Lft. cat. 6 x gesl: vrouw, 20-24 jaar;1995;51.0;68.7;59.5;20.1
174;Lft. cat. 6 x gesl: vrouw, 20-24 jaar;1996;52.1;70.9;57.0;24.6
175;Lft. cat. 6 x gesl: vrouw, 25-34 jaar;1992;50.8;60.9;52.4;17.6
176;Lft. cat. 6 x gesl: vrouw, 25-34 jaar;1993;49.8;66.3;49.6;19.3
177;Lft. cat. 6 x gesl: vrouw, 25-34 jaar;1994;51.0;69.4;52.5;19.4
178;Lft. cat. 6 x gesl: vrouw, 25-34 jaar;1995;44.8;71.7;52.8;21.3
179;Lft. cat. 6 x gesl: vrouw, 25-34 jaar;1996;43.2;70.2;49.9;22.3
180;Lft. cat. 6 x gesl: vrouw, 35-44 jaar;1992;39.5;60.3;56.6;20.4
181;Lft. cat. 6 x gesl: vrouw, 35-44 jaar;1993;38.3;63.7;51.8;19.4
182;Lft. cat. 6 x gesl: vrouw, 35-44 jaar;1994;41.3;67.5;55.8;21.6
183;Lft. cat. 6 x gesl: vrouw, 35-44 jaar;1995;41.3;68.2;54.3;20.3
184;Lft. cat. 6 x gesl: vrouw, 35-44 jaar;1996;34.7;67.1;51.5;20.1
185;Lft. cat. 6 x gesl: vrouw, 45-54 jaar;1992;34.1;67.5;47.2;22.2
186;Lft. cat. 6 x gesl: vrouw, 45-54 jaar;1993;31.0;66.8;50.8;20.9
187;Lft. cat. 6 x gesl: vrouw, 45-54 jaar;1994;30.4;68.1;47.3;21.1
188;Lft. cat. 6 x gesl: vrouw, 45-54 jaar;1995;29.0;68.1;47.5;17.9
189;Lft. cat. 6 x gesl: vrouw, 45-54 jaar;1996;27.9;72.2;44.0;17.6
190;Lft. cat. 6 x gesl: vrouw, 55-64 jaar;1992;28.5;73.1;43.4;25.0
191;Lft. cat. 6 x gesl: vrouw, 55-64 jaar;1993;33.3;79.0;50.3;33.1
192;Lft. cat. 6 x gesl: vrouw, 55-64 jaar;1994;33.4;79.9;44.6;28.4
193;Lft. cat. 6 x gesl: vrouw, 55-64 jaar;1995;32.0;80.9;46.9;29.1
194;Lft. cat. 6 x gesl: vrouw, 55-64 jaar;1996;32.7;81.4;49.5;26.1
195;Lft. cat. 6 x gesl: vrouw, 65-74 jaar;1992;39.1;87.7;52.5;44.7
196;Lft. cat. 6 x gesl: vrouw, 65-74 jaar;1993;33.7;90.9;54.9;38.1
197;Lft. cat. 6 x gesl: vrouw, 65-74 jaar;1994;30.7;90.7;52.7;42.7
198;Lft. cat. 6 x gesl: vrouw, 65-74 jaar;1995;30.7;93.2;55.1;42.0
199;Lft. cat. 6 x gesl: vrouw, 65-74 jaar;1996;30.9;89.7;47.2;35.7
200;Lft. cat. 6 x gesl: vrouw, 75-84 jaar;1992;34.6;93.9;51.3;54.5
201;Lft. cat. 6 x gesl: vrouw, 75-84 jaar;1993;27.0;94.4;50.8;61.6
202;Lft. cat. 6 x gesl: vrouw, 75-84 jaar;1994;32.5;94.3;59.1;57.8
203;Lft. cat. 6 x gesl: vrouw, 75-84 jaar;1995;34.9;92.7;52.4;52.6
204;Lft. cat. 6 x gesl: vrouw, 75-84 jaar;1996;27.9;93.9;55.6;54.7
205;Lft. cat. 6 x gesl: vrouw, 85 jaar eo;1992;;;;
206;Lft. cat. 6 x gesl: vrouw, 85 jaar eo;1993;;;;
207;Lft. cat. 6 x gesl: vrouw, 85 jaar eo;1994;;;;
208;Lft. cat. 6 x gesl: vrouw, 85 jaar eo;1995;;90.5;;73.6
209;Lft. cat. 6 x gesl: vrouw, 85 jaar eo;1996;;;;
210;25;1992;;;;
211;25;1993;;;;
212;25;1994;;;;
213;25;1995;27.2;67.8;39.8;26.4
214;25;1996;24.4;68.7;36.7;24.0
215;26;1992;;;;
216;26;1993;;;;
217;26;1994;;;;
218;26;1995;23.8;57.0;33.7;17.4
219;26;1996;20.9;56.6;34.1;16.6
220;27;1992;;;;
221;27;1993;;;;
222;27;1994;;;;
223;27;1995;21.1;49.6;32.5;13.9
224;27;1996;21.0;52.3;31.9;14.4
225;28;1992;;;;
226;28;1993;;;;
227;28;1994;;;;
228;28;1995;17.9;48.1;31.4;11.1
229;28;1996;17.1;51.2;31.2;13.5
230;29;1992;26.1;47.3;34.0;14.4
231;29;1993;28.2;49.0;34.4;15.6
232;29;1994;24.6;51.7;35.6;15.2
233;29;1995;25.3;52.0;35.7;15.2
234;29;1996;22.7;53.1;34.3;14.9
235;30;1992;22.7;50.3;31.5;15.1
236;30;1993;22.5;53.1;33.5;17.3
237;30;1994;22.3;53.6;33.0;16.3
238;30;1995;20.9;54.0;31.7;14.7
239;30;1996;19.8;55.8;31.6;15.0
240;31;1992;29.8;82.6;49.2;43.1
241;31;1993;29.8;88.0;50.1;48.3
242;31;1994;27.1;88.2;51.6;45.1
243;31;1995;28.0;85.6;50.3;49.5
244;31;1996;29.1;87.0;46.5;46.6
245;32;1992;24.9;57.3;42.4;26.0
246;32;1993;23.2;60.9;41.3;23.1
247;32;1994;20.5;66.8;35.5;27.5
248;32;1995;19.9;59.6;38.1;21.4
249;32;1996;18.6;59.0;35.9;18.6
250;33;1992;25.7;63.8;42.4;26.8
251;33;1993;25.5;69.3;43.0;30.9
252;33;1994;22.1;70.5;39.5;29.1
253;33;1995;22.9;67.9;41.1;31.2
254;33;1996;20.4;70.2;39.3;28.6
255;34;1992;24.0;49.6;32.2;15.4
256;34;1993;24.4;51.7;33.6;16.8
257;34;1994;23.4;52.9;34.1;16.2
258;34;1995;22.5;53.3;33.0;14.7
259;34;1996;21.2;54.3;32.3;14.7
260;35;1992;25.5;69.5;52.1;29.2
261;35;1993;27.1;73.6;49.2;28.7
262;35;1994;22.5;74.2;46.9;26.8
263;35;1995;22.3;67.8;48.3;22.5
264;35;1996;20.8;71.9;46.2;24.2
265;36;1992;24.9;54.1;39.8;19.9
266;36;1993;23.9;54.9;44.8;22.1
267;36;1994;24.1;56.7;42.8;22.5
268;36;1995;22.7;57.9;39.8;21.2
269;36;1996;22.7;58.1;38.9;19.4
270;37;1992;27.7;51.4;35.4;16.1
271;37;1993;24.9;52.0;36.6;19.2
272;37;1994;23.0;55.3;35.0;18.3
273;37;1995;21.2;53.5;34.3;17.6
274;37;1996;19.2;56.4;35.7;16.9
275;38;1992;21.6;42.9;23.3;11.7
276;38;1993;23.8;49.4;25.1;13.9
277;38;1994;23.0;46.1;27.3;12.3
278;38;1995;23.8;52.1;27.6;13.4
279;38;1996;21.2;49.7;24.6;12.2
280;39;1992;21.2;41.6;18.0;8.9
281;39;1993;23.4;42.4;18.6;10.8
282;39;1994;23.0;47.0;22.3;11.1
283;39;1995;23.1;46.6;20.7;11.6
284;39;1996;21.8;48.1;20.7;11.9
285;41;1992;25.3;48.4;39.0;16.8
286;41;1993;26.9;50.6;36.8;17.3
287;41;1994;24.0;52.5;37.8;16.9
288;41;1995;25.7;52.8;36.6;17.1
289;41;1996;22.1;54.5;36.6;17.1
290;42;1992;23.9;40.4;35.8;25.2
291;42;1993;31.6;52.0;41.7;18.2
292;42;1994;27.9;57.1;42.1;24.2
293;42;1995;29.8;49.5;40.4;21.7
294;42;1996;22.6;51.2;36.9;24.9
295;43;1992;27.7;51.1;40.0;17.0
296;43;1993;28.4;54.9;36.6;18.9
297;43;1994;23.5;53.6;36.7;15.8
298;43;1995;26.6;55.6;37.0;16.9
299;43;1996;23.8;54.4;35.8;15.2
300;44;1992;24.1;46.5;36.5;15.1
301;44;1993;23.5;44.7;34.1;15.2
302;44;1994;23.1;48.6;38.1;15.5
303;44;1995;22.6;46.5;36.4;17.0
304;44;1996;20.6;56.0;37.0;18.0
305;45;1992;13.8;44.1;34.0;10.6
306;45;1993;22.3;35.1;27.2;4.6
307;45;1994;25.1;46.5;33.3;10.1
308;45;1995;21.1;62.2;26.3;19.2
309;45;1996;17.8;50.6;32.5;12.7
310;46;1992;37.0;63.1;52.2;30.8
311;46;1993;35.1;64.7;49.7;26.8
312;46;1994;33.8;70.3;49.2;34.0
313;46;1995;32.1;66.6;49.8;27.2
314;46;1996;32.4;67.6;50.1;25.2
315;47;1992;23.9;53.0;32.2;17.3
316;47;1993;23.8;55.7;34.5;19.6
317;47;1994;22.8;56.9;33.9;18.7
318;47;1995;21.5;56.7;33.5;17.5
319;47;1996;20.8;57.7;32.4;17.0
