ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenUitkering_1
205;1000;53500;1000;6;2006 september;15790
206;1000;53500;1000;6;2007 september;11800
207;1000;53500;1000;7;2005 september;15530
208;1000;53500;1000;7;2006 september;13440
209;1000;53500;1000;7;2007 september;10830
210;1000;53500;1000;9;2005 september;12280
211;1000;53500;1000;9;2006 september;11030
212;1000;53500;1000;9;2007 september;9640
213;1000;53500;1000;5 jaar of langer;2005 september;58660
214;1000;53500;1000;5 jaar of langer;2006 september;55230
215;1000;53500;1000;5 jaar of langer;2007 september;53500
216;1000;53500;6030;0;2005 september;113560
217;1000;53500;6030;0;2006 september;93130
218;1000;53500;6030;0;2007 september;79480
219;1000;53500;6030;1;2005 september;18480
220;1000;53500;6030;1;2006 september;15460
221;1000;53500;6030;1;2007 september;11500
222;1000;53500;6030;2;2005 september;13750
223;1000;53500;6030;2;2006 september;9620
224;1000;53500;6030;2;2007 september;6740
225;1000;53500;6030;5;2005 september;14180
226;1000;53500;6030;5;2006 september;9210
227;1000;53500;6030;5;2007 september;7730
228;1000;53500;6030;6;2005 september;11610
229;1000;53500;6030;6;2006 september;8050
230;1000;53500;6030;6;2007 september;5650
231;1000;53500;6030;7;2005 september;8270
232;1000;53500;6030;7;2006 september;6900
233;1000;53500;6030;7;2007 september;5750
234;1000;53500;6030;9;2005 september;6830
235;1000;53500;6030;9;2006 september;6000
236;1000;53500;6030;9;2007 september;5210
237;1000;53500;6030;5 jaar of langer;2005 september;40440
238;1000;53500;6030;5 jaar of langer;2006 september;37890
239;1000;53500;6030;5 jaar of langer;2007 september;36910
240;1000;53500;1102;0;2005 september;17360
241;1000;53500;1102;0;2006 september;14110
242;1000;53500;1102;0;2007 september;11950
243;1000;53500;1102;1;2005 september;3210
244;1000;53500;1102;1;2006 september;2700
245;1000;53500;1102;1;2007 september;2280
246;1000;53500;1102;2;2005 september;2480
247;1000;53500;1102;2;2006 september;1720
248;1000;53500;1102;2;2007 september;1220
249;1000;53500;1102;5;2005 september;2650
250;1000;53500;1102;5;2006 september;1830
251;1000;53500;1102;5;2007 september;1500
252;1000;53500;1102;6;2005 september;2090
253;1000;53500;1102;6;2006 september;1520
254;1000;53500;1102;6;2007 september;1090
255;1000;53500;1102;7;2005 september;1350
256;1000;53500;1102;7;2006 september;1190
257;1000;53500;1102;7;2007 september;1010
258;1000;53500;1102;9;2005 september;1110
259;1000;53500;1102;9;2006 september;930
260;1000;53500;1102;9;2007 september;840
261;1000;53500;1102;5 jaar of langer;2005 september;4470
262;1000;53500;1102;5 jaar of langer;2006 september;4230
263;1000;53500;1102;5 jaar of langer;2007 september;4020
264;1000;53500;1101;0;2005 september;62480
265;1000;53500;1101;0;2006 september;53300
266;1000;53500;1101;0;2007 september;44560
267;1000;53500;1101;1;2005 september;10140
268;1000;53500;1101;1;2006 september;9510
269;1000;53500;1101;1;2007 september;7410
270;1000;53500;1101;2;2005 september;8940
271;1000;53500;1101;2;2006 september;6560
272;1000;53500;1101;2;2007 september;4960
273;1000;53500;1101;5;2005 september;10490
274;1000;53500;1101;5;2006 september;8450
275;1000;53500;1101;5;2007 september;6900
276;1000;53500;1101;6;2005 september;8910
277;1000;53500;1101;6;2006 september;6230
278;1000;53500;1101;6;2007 september;5070
279;1000;53500;1101;7;2005 september;5910
280;1000;53500;1101;7;2006 september;5340
281;1000;53500;1101;7;2007 september;4060
282;1000;53500;1101;9;2005 september;4340
283;1000;53500;1101;9;2006 september;4100
284;1000;53500;1101;9;2007 september;3590
285;1000;53500;1101;5 jaar of langer;2005 september;13750
286;1000;53500;1101;5 jaar of langer;2006 september;13110
287;1000;53500;1101;5 jaar of langer;2007 september;12580
288;1000;53700;1000;0;2005 september;313470
289;1000;53700;1000;0;2006 september;276860
290;1000;53700;1000;0;2007 september;243160
291;1000;53700;1000;1;2005 september;31920
292;1000;53700;1000;1;2006 september;32540
293;1000;53700;1000;1;2007 september;26970
294;1000;53700;1000;2;2005 september;30300
295;1000;53700;1000;2;2006 september;23240
296;1000;53700;1000;2;2007 september;19220
297;1000;53700;1000;5;2005 september;40590
298;1000;53700;1000;5;2006 september;29630
299;1000;53700;1000;5;2007 september;24470
300;1000;53700;1000;6;2005 september;31290
301;1000;53700;1000;6;2006 september;22260
302;1000;53700;1000;6;2007 september;15810
303;1000;53700;1000;7;2005 september;23930
304;1000;53700;1000;7;2006 september;21290
305;1000;53700;1000;7;2007 september;16010
306;1000;53700;1000;9;2005 september;19360
307;1000;53700;1000;9;2006 september;17380
308;1000;53700;1000;9;2007 september;14770
309;1000;53700;1000;5 jaar of langer;2005 september;136080
310;1000;53700;1000;5 jaar of langer;2006 september;130530
311;1000;53700;1000;5 jaar of langer;2007 september;125920
312;1000;53700;6030;0;2005 september;203790
313;1000;53700;6030;0;2006 september;177430
314;1000;53700;6030;0;2007 september;154570
315;1000;53700;6030;1;2005 september;20260
316;1000;53700;6030;1;2006 september;20180
317;1000;53700;6030;1;2007 september;16180
318;1000;53700;6030;2;2005 september;18730
319;1000;53700;6030;2;2006 september;13930
320;1000;53700;6030;2;2007 september;11250
321;1000;53700;6030;5;2005 september;24460
322;1000;53700;6030;5;2006 september;17090
323;1000;53700;6030;5;2007 september;13740
324;1000;53700;6030;6;2005 september;18220
325;1000;53700;6030;6;2006 september;12650
326;1000;53700;6030;6;2007 september;8390
327;1000;53700;6030;7;2005 september;14220
328;1000;53700;6030;7;2006 september;12180
329;1000;53700;6030;7;2007 september;9120
330;1000;53700;6030;9;2005 september;11540
331;1000;53700;6030;9;2006 september;10150
332;1000;53700;6030;9;2007 september;8390
333;1000;53700;6030;5 jaar of langer;2005 september;96350
334;1000;53700;6030;5 jaar of langer;2006 september;91270
335;1000;53700;6030;5 jaar of langer;2007 september;87510
336;1000;53700;1102;0;2005 september;29940
337;1000;53700;1102;0;2006 september;26130
338;1000;53700;1102;0;2007 september;22880
339;1000;53700;1102;1;2005 september;3610
340;1000;53700;1102;1;2006 september;3580
341;1000;53700;1102;1;2007 september;3070
342;1000;53700;1102;2;2005 september;3340
343;1000;53700;1102;2;2006 september;2520
344;1000;53700;1102;2;2007 september;2070
345;1000;53700;1102;5;2005 september;4370
346;1000;53700;1102;5;2006 september;3150
347;1000;53700;1102;5;2007 september;2630
348;1000;53700;1102;6;2005 september;3260
349;1000;53700;1102;6;2006 september;2230
350;1000;53700;1102;6;2007 september;1580
351;1000;53700;1102;7;2005 september;2400
352;1000;53700;1102;7;2006 september;2170
353;1000;53700;1102;7;2007 september;1570
354;1000;53700;1102;9;2005 september;1810
355;1000;53700;1102;9;2006 september;1680
356;1000;53700;1102;9;2007 september;1420
357;1000;53700;1102;5 jaar of langer;2005 september;11140
358;1000;53700;1102;5 jaar of langer;2006 september;10800
359;1000;53700;1102;5 jaar of langer;2007 september;10540
360;1000;53700;1101;0;2005 september;79750
361;1000;53700;1101;0;2006 september;73300
362;1000;53700;1101;0;2007 september;65700
363;1000;53700;1101;1;2005 september;8050
364;1000;53700;1101;1;2006 september;8780
365;1000;53700;1101;1;2007 september;7720
366;1000;53700;1101;2;2005 september;8220
367;1000;53700;1101;2;2006 september;6790
368;1000;53700;1101;2;2007 september;5900
369;1000;53700;1101;5;2005 september;11760
370;1000;53700;1101;5;2006 september;9390
371;1000;53700;1101;5;2007 september;8100
372;1000;53700;1101;6;2005 september;9810
373;1000;53700;1101;6;2006 september;7380
374;1000;53700;1101;6;2007 september;5840
375;1000;53700;1101;7;2005 september;7310
376;1000;53700;1101;7;2006 september;6930
377;1000;53700;1101;7;2007 september;5330
378;1000;53700;1101;9;2005 september;6010
379;1000;53700;1101;9;2006 september;5560
380;1000;53700;1101;9;2007 september;4960
381;1000;53700;1101;5 jaar of langer;2005 september;28590
382;1000;53700;1101;5 jaar of langer;2006 september;28470
383;1000;53700;1101;5 jaar of langer;2007 september;27870
384;1000;53800;1000;0;2005 september;380930
385;1000;53800;1000;0;2006 september;361840
386;1000;53800;1000;0;2007 september;332280
387;1000;53800;1000;1;2005 september;22940
388;1000;53800;1000;1;2006 september;25750
389;1000;53800;1000;1;2007 september;22540
390;1000;53800;1000;2;2005 september;24990
391;1000;53800;1000;2;2006 september;19710
392;1000;53800;1000;2;2007 september;18250
393;1000;53800;1000;5;2005 september;39710
394;1000;53800;1000;5;2006 september;30610
395;1000;53800;1000;5;2007 september;25300
396;1000;53800;1000;6;2005 september;32070
397;1000;53800;1000;6;2006 september;27930
398;1000;53800;1000;6;2007 september;19200
399;1000;53800;1000;7;2005 september;27140
400;1000;53800;1000;7;2006 september;25700
401;1000;53800;1000;7;2007 september;19870
402;1000;53800;1000;9;2005 september;22600
403;1000;53800;1000;9;2006 september;21960
404;1000;53800;1000;9;2007 september;20030
405;1000;53800;1000;5 jaar of langer;2005 september;211480
406;1000;53800;1000;5 jaar of langer;2006 september;210180
407;1000;53800;1000;5 jaar of langer;2007 september;207100
408;1000;53800;6030;0;2005 september;279880
409;1000;53800;6030;0;2006 september;262880
410;1000;53800;6030;0;2007 september;238200
411;1000;53800;6030;1;2005 september;16290
412;1000;53800;6030;1;2006 september;17990
413;1000;53800;6030;1;2007 september;15320
414;1000;53800;6030;2;2005 september;17550
415;1000;53800;6030;2;2006 september;13530
416;1000;53800;6030;2;2007 september;12390
417;1000;53800;6030;5;2005 september;27740
418;1000;53800;6030;5;2006 september;20880
419;1000;53800;6030;5;2007 september;16780
420;1000;53800;6030;6;2005 september;22500
421;1000;53800;6030;6;2006 september;19080
422;1000;53800;6030;6;2007 september;12590
423;1000;53800;6030;7;2005 september;19250
424;1000;53800;6030;7;2006 september;17800
425;1000;53800;6030;7;2007 september;13200
426;1000;53800;6030;9;2005 september;16310
427;1000;53800;6030;9;2006 september;15470
428;1000;53800;6030;9;2007 september;13630
429;1000;53800;6030;5 jaar of langer;2005 september;160250
430;1000;53800;6030;5 jaar of langer;2006 september;158130
431;1000;53800;6030;5 jaar of langer;2007 september;154290
432;1000;53800;1102;0;2005 september;39220
433;1000;53800;1102;0;2006 september;36390
434;1000;53800;1102;0;2007 september;32510
435;1000;53800;1102;1;2005 september;2800
436;1000;53800;1102;1;2006 september;3010
437;1000;53800;1102;1;2007 september;2680
438;1000;53800;1102;2;2005 september;3050
439;1000;53800;1102;2;2006 september;2320
440;1000;53800;1102;2;2007 september;2010
441;1000;53800;1102;5;2005 september;4830
442;1000;53800;1102;5;2006 september;3620
443;1000;53800;1102;5;2007 september;2870
444;1000;53800;1102;6;2005 september;3640
445;1000;53800;1102;6;2006 september;3270
446;1000;53800;1102;6;2007 september;2220
447;1000;53800;1102;7;2005 september;3070
448;1000;53800;1102;7;2006 september;2760
449;1000;53800;1102;7;2007 september;2230
450;1000;53800;1102;9;2005 september;2300
451;1000;53800;1102;9;2006 september;2400
452;1000;53800;1102;9;2007 september;2030
453;1000;53800;1102;5 jaar of langer;2005 september;19540
454;1000;53800;1102;5 jaar of langer;2006 september;19010
455;1000;53800;1102;5 jaar of langer;2007 september;18460
456;1000;53800;1101;0;2005 september;61830
457;1000;53800;1101;0;2006 september;62580
458;1000;53800;1101;0;2007 september;61580
459;1000;53800;1101;1;2005 september;3850
460;1000;53800;1101;1;2006 september;4740
461;1000;53800;1101;1;2007 september;4540
462;1000;53800;1101;2;2005 september;4390
463;1000;53800;1101;2;2006 september;3860
464;1000;53800;1101;2;2007 september;3850
465;1000;53800;1101;5;2005 september;7150
466;1000;53800;1101;5;2006 september;6120
467;1000;53800;1101;5;2007 september;5650
468;1000;53800;1101;6;2005 september;5940
469;1000;53800;1101;6;2006 september;5590
470;1000;53800;1101;6;2007 september;4380
471;1000;53800;1101;7;2005 september;4820
472;1000;53800;1101;7;2006 september;5140
473;1000;53800;1101;7;2007 september;4440
474;1000;53800;1101;9;2005 september;4000
475;1000;53800;1101;9;2006 september;4100
476;1000;53800;1101;9;2007 september;4370
477;1000;53800;1101;5 jaar of langer;2005 september;31690
478;1000;53800;1101;5 jaar of langer;2006 september;33030
479;1000;53800;1101;5 jaar of langer;2007 september;34340
480;1000;53900;1000;0;2005 september;509880
481;1000;53900;1000;0;2006 september;502950
482;1000;53900;1000;0;2007 september;492910
483;1000;53900;1000;1;2005 september;12600
484;1000;53900;1000;1;2006 september;15440
485;1000;53900;1000;1;2007 september;13240
486;1000;53900;1000;2;2005 september;17690
487;1000;53900;1000;2;2006 september;14840
488;1000;53900;1000;2;2007 september;13400
489;1000;53900;1000;5;2005 september;32930
490;1000;53900;1000;5;2006 september;27820
491;1000;53900;1000;5;2007 september;24800
492;1000;53900;1000;6;2005 september;31990
493;1000;53900;1000;6;2006 september;30950
494;1000;53900;1000;6;2007 september;24940
495;1000;53900;1000;7;2005 september;32980
496;1000;53900;1000;7;2006 september;30140
497;1000;53900;1000;7;2007 september;28420
498;1000;53900;1000;9;2005 september;29120
499;1000;53900;1000;9;2006 september;30420
500;1000;53900;1000;9;2007 september;28180
501;1000;53900;1000;5 jaar of langer;2005 september;352590
502;1000;53900;1000;5 jaar of langer;2006 september;353340
503;1000;53900;1000;5 jaar of langer;2007 september;359920
504;1000;53900;6030;0;2005 september;407950
505;1000;53900;6030;0;2006 september;401340
506;1000;53900;6030;0;2007 september;392620
507;1000;53900;6030;1;2005 september;9800
508;1000;53900;6030;1;2006 september;11950
509;1000;53900;6030;1;2007 september;10150
510;1000;53900;6030;2;2005 september;14170
511;1000;53900;6030;2;2006 september;11610
512;1000;53900;6030;2;2007 september;10370
513;1000;53900;6030;5;2005 september;26270
514;1000;53900;6030;5;2006 september;22030
515;1000;53900;6030;5;2007 september;19210
516;1000;53900;6030;6;2005 september;25440
517;1000;53900;6030;6;2006 september;24640
518;1000;53900;6030;6;2007 september;19680
519;1000;53900;6030;7;2005 september;26820
520;1000;53900;6030;7;2006 september;23950
521;1000;53900;6030;7;2007 september;22540
522;1000;53900;6030;9;2005 september;23730
523;1000;53900;6030;9;2006 september;24650
524;1000;53900;6030;9;2007 september;22360
525;1000;53900;6030;5 jaar of langer;2005 september;281710
526;1000;53900;6030;5 jaar of langer;2006 september;282510
527;1000;53900;6030;5 jaar of langer;2007 september;288310
528;1000;53900;1102;0;2005 september;55780
529;1000;53900;1102;0;2006 september;54960
530;1000;53900;1102;0;2007 september;53100
531;1000;53900;1102;1;2005 september;1540
532;1000;53900;1102;1;2006 september;1990
533;1000;53900;1102;1;2007 september;1680
534;1000;53900;1102;2;2005 september;2020
535;1000;53900;1102;2;2006 september;1810
536;1000;53900;1102;2;2007 september;1680
537;1000;53900;1102;5;2005 september;3890
538;1000;53900;1102;5;2006 september;3280
539;1000;53900;1102;5;2007 september;3040
540;1000;53900;1102;6;2005 september;3820
541;1000;53900;1102;6;2006 september;3690
542;1000;53900;1102;6;2007 september;2880
543;1000;53900;1102;7;2005 september;3730
544;1000;53900;1102;7;2006 september;3520
545;1000;53900;1102;7;2007 september;3350
546;1000;53900;1102;9;2005 september;3170
547;1000;53900;1102;9;2006 september;3390
548;1000;53900;1102;9;2007 september;3190
549;1000;53900;1102;5 jaar of langer;2005 september;37620
550;1000;53900;1102;5 jaar of langer;2006 september;37280
551;1000;53900;1102;5 jaar of langer;2007 september;37300
552;1000;53900;1101;0;2005 september;46150
553;1000;53900;1101;0;2006 september;46650
554;1000;53900;1101;0;2007 september;47180
555;1000;53900;1101;1;2005 september;1250
556;1000;53900;1101;1;2006 september;1510
557;1000;53900;1101;1;2007 september;1410
558;1000;53900;1101;2;2005 september;1490
559;1000;53900;1101;2;2006 september;1420
560;1000;53900;1101;2;2007 september;1360
561;1000;53900;1101;5;2005 september;2770
562;1000;53900;1101;5;2006 september;2510
563;1000;53900;1101;5;2007 september;2550
564;1000;53900;1101;6;2005 september;2720
565;1000;53900;1101;6;2006 september;2620
566;1000;53900;1101;6;2007 september;2380
567;1000;53900;1101;7;2005 september;2440
568;1000;53900;1101;7;2006 september;2660
569;1000;53900;1101;7;2007 september;2520
570;1000;53900;1101;9;2005 september;2210
571;1000;53900;1101;9;2006 september;2380
572;1000;53900;1101;9;2007 september;2630
573;1000;53900;1101;5 jaar of langer;2005 september;33270
574;1000;53900;1101;5 jaar of langer;2006 september;33540
575;1000;53900;1101;5 jaar of langer;2007 september;34320
576;3000;10000;1000;0;2005 september;742970
577;3000;10000;1000;0;2006 september;686330
578;3000;10000;1000;0;2007 september;630580
579;3000;10000;1000;1;2005 september;58500
580;3000;10000;1000;1;2006 september;56900
581;3000;10000;1000;1;2007 september;46970
582;3000;10000;1000;2;2005 september;57190
583;3000;10000;1000;2;2006 september;43050
584;3000;10000;1000;2;2007 september;35700
585;3000;10000;1000;5;2005 september;80760
586;3000;10000;1000;5;2006 september;60920
587;3000;10000;1000;5;2007 september;50780
588;3000;10000;1000;6;2005 september;66050
589;3000;10000;1000;6;2006 september;54950
590;3000;10000;1000;6;2007 september;40300
591;3000;10000;1000;7;2005 september;52480
592;3000;10000;1000;7;2006 september;49730
593;3000;10000;1000;7;2007 september;42250
594;3000;10000;1000;9;2005 september;41470
595;3000;10000;1000;9;2006 september;42050
596;3000;10000;1000;9;2007 september;39240
597;3000;10000;1000;5 jaar of langer;2005 september;386510
598;3000;10000;1000;5 jaar of langer;2006 september;378730
599;3000;10000;1000;5 jaar of langer;2007 september;375340
600;3000;10000;6030;0;2005 september;541280
601;3000;10000;6030;0;2006 september;501790
602;3000;10000;6030;0;2007 september;463620
603;3000;10000;6030;1;2005 september;37120
604;3000;10000;6030;1;2006 september;36040
605;3000;10000;6030;1;2007 september;29230
606;3000;10000;6030;2;2005 september;36600
607;3000;10000;6030;2;2006 september;27330
608;3000;10000;6030;2;2007 september;22770
609;3000;10000;6030;5;2005 september;53440
610;3000;10000;6030;5;2006 september;39670
611;3000;10000;6030;5;2007 september;32870
612;3000;10000;6030;6;2005 september;44060
613;3000;10000;6030;6;2006 september;37590
614;3000;10000;6030;6;2007 september;27280
615;3000;10000;6030;7;2005 september;36760
616;3000;10000;6030;7;2006 september;34350
617;3000;10000;6030;7;2007 september;29750
618;3000;10000;6030;9;2005 september;30060
619;3000;10000;6030;9;2006 september;30190
620;3000;10000;6030;9;2007 september;27890
621;3000;10000;6030;5 jaar of langer;2005 september;303260
622;3000;10000;6030;5 jaar of langer;2006 september;296610
623;3000;10000;6030;5 jaar of langer;2007 september;293840
624;3000;10000;1102;0;2005 september;71450
625;3000;10000;1102;0;2006 september;65150
626;3000;10000;1102;0;2007 september;58890
627;3000;10000;1102;1;2005 september;6000
628;3000;10000;1102;1;2006 september;5760
629;3000;10000;1102;1;2007 september;4910
630;3000;10000;1102;2;2005 september;5930
631;3000;10000;1102;2;2006 september;4410
632;3000;10000;1102;2;2007 september;3530
633;3000;10000;1102;5;2005 september;8260
634;3000;10000;1102;5;2006 september;6150
635;3000;10000;1102;5;2007 september;5120
