ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
183;Mannen;Jonger dan 15 jaar;2003;106;6.9;2;0.1;2;;;;2;0;0;0;0;0;0;0;0;1;0;1;10;0.6;1;1;1;2;0;1;4;0;1;3;0;1;0;5;8;1;0;1;0;0;37;2.4;13;10;2;0;9;2;0;1;1;5;1;0;3;4;5;3;5;0;7;3;0;0;0;3;0.2;1;0;1;0;0;1;0;0;0;1;2;0;40;2.6;21;0;0;10;0;1;2;6;7;2;4;14;10;2;1;18;2;0;13;4;3;14;0.9
184;Mannen;Jonger dan 15 jaar;2004;76;4.9;7;0.5;7;;;;4;0;2;0;1;0;0;4;0;0;0;3;9;0.6;1;0;0;3;0;3;2;0;1;2;0;1;3;2;7;1;0;0;0;1;14;0.9;5;6;1;0;2;0;0;0;1;1;0;2;0;5;0;0;3;1;0;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;2.3;19;0;1;8;0;1;2;4;5;5;2;12;10;1;0;22;1;0;5;6;1;11;0.7
185;Mannen;Jonger dan 15 jaar;2005;81;5.3;11;0.7;11;;;;7;0;4;0;0;0;0;3;0;2;1;5;10;0.7;2;1;3;1;1;1;1;0;2;0;0;0;5;3;9;0;0;0;1;0;13;0.8;4;6;0;0;3;0;0;0;0;1;0;0;0;3;1;1;1;1;4;1;0;0;0;3;0.2;3;0;0;0;0;0;0;0;0;0;3;0;40;2.6;19;0;0;3;1;1;7;9;9;4;5;15;6;0;1;19;1;2;9;6;3;4;0.3
186;Mannen;Jonger dan 15 jaar;2006;56;3.7;1;0.1;1;;;;1;0;0;0;0;0;0;0;0;0;1;0;6;0.4;1;0;1;3;0;0;1;0;1;0;0;0;0;5;3;2;0;0;1;0;16;1.1;4;10;0;0;2;0;0;0;1;2;0;0;0;4;1;4;3;0;1;0;0;0;0;1;0.1;1;0;0;0;0;0;0;0;0;0;1;0;27;1.8;14;0;0;4;0;0;4;5;1;2;6;12;4;0;2;14;0;0;9;3;1;5;0.3
187;Mannen;Jonger dan 15 jaar;2007;63;4.2;5;0.3;5;;;;4;0;1;0;0;0;0;1;0;2;1;1;9;0.6;2;2;0;0;0;4;1;0;3;0;0;0;3;3;6;1;0;0;2;0;15;1.0;5;5;3;0;0;1;0;1;0;0;1;0;0;3;0;0;5;0;3;3;0;0;0;2;0.1;2;0;0;0;0;0;0;1;0;0;1;0;30;2.0;10;0;0;8;1;0;8;3;2;3;3;9;11;2;0;14;0;3;8;3;2;2;0.1
188;Mannen;Jonger dan 15 jaar;2008;49;3.3;5;0.3;5;;;;3;0;1;0;1;0;0;1;0;1;1;2;4;0.3;0;1;0;0;0;1;2;0;1;0;0;0;0;3;2;1;0;0;0;1;14;0.9;1;8;0;0;4;1;0;0;0;1;0;0;0;7;0;1;2;0;1;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;23;1.5;15;0;0;3;0;0;0;5;3;1;5;8;6;0;0;14;1;1;4;2;1;3;0.2
189;Mannen;Jonger dan 15 jaar;2009;62;4.2;6;0.4;6;;;;5;0;1;0;0;0;0;1;0;1;0;4;10;0.7;0;3;1;3;0;3;0;0;4;0;0;0;0;6;7;1;0;1;1;0;13;0.9;4;9;0;0;0;0;0;0;0;0;0;3;0;1;1;4;3;1;0;0;0;0;0;1;0.1;1;0;0;0;0;0;1;0;0;0;0;0;29;1.9;16;0;0;7;0;0;4;2;1;5;4;9;9;1;0;21;0;0;5;3;0;3;0.2
190;Mannen;Jonger dan 15 jaar;2010;53;3.6;5;0.3;5;;;;5;0;0;0;0;0;0;1;0;1;0;3;10;0.7;2;2;3;1;0;2;0;0;3;0;0;0;0;7;10;0;0;0;0;0;10;0.7;1;4;0;0;5;0;0;0;0;0;1;0;0;3;0;0;2;0;1;1;0;2;0;1;0.1;0;0;0;0;0;1;0;0;0;0;0;1;20;1.3;7;0;0;3;0;0;5;5;4;0;0;9;7;0;0;12;0;0;6;1;1;7;0.5
191;Mannen;Jonger dan 15 jaar;2011;45;3.0;3;0.2;3;;;;0;0;2;0;1;0;0;1;0;0;1;1;6;0.4;1;4;0;0;0;1;0;0;1;0;0;0;0;5;5;1;0;0;0;0;15;1.0;2;7;1;0;4;0;0;1;2;1;1;2;1;0;2;3;2;0;0;0;0;1;0;1;0.1;1;0;0;0;0;0;1;0;0;0;0;0;16;1.1;4;0;0;2;0;0;7;3;0;3;0;3;8;0;2;9;1;0;3;1;2;4;0.3
192;Mannen;15 tot 20 jaar;1996;143;30.2;26;5.5;26;0.0;0.0;0.0;10;1;7;1;5;2;0;7;0;4;4;11;5;1.1;0;1;1;3;0;0;0;0;0;2;0;1;0;2;0;0;1;2;0;2;93;19.7;4;15;39;4;29;1;0;1;5;4;4;5;2;12;3;14;10;4;26;4;0;0;0;3;0.6;1;1;0;1;0;0;0;0;0;2;1;0;10;2.1;0;0;0;0;2;0;2;6;4;2;0;3;1;0;0;1;0;0;5;2;2;6;1.3
193;Mannen;15 tot 20 jaar;1997;143;30.2;33;7.0;33;0.0;0.0;0.0;13;0;12;2;3;3;0;11;2;4;1;15;7;1.5;0;2;2;3;0;0;0;0;0;1;1;0;0;5;0;1;0;3;1;2;82;17.3;4;15;30;2;28;1;1;1;3;3;3;8;2;16;7;8;12;3;14;3;0;0;0;6;1.3;2;1;3;0;0;0;1;0;0;2;1;2;14;3.0;1;0;0;1;1;0;6;5;5;1;1;2;2;2;1;3;0;2;5;2;2;1;0.2
194;Mannen;15 tot 20 jaar;1998;141;29.8;30;6.3;30;0.0;0.0;0.0;13;1;7;1;5;3;0;11;1;3;9;6;8;1.7;0;0;3;3;0;0;2;0;0;1;0;0;0;7;2;0;0;2;0;4;90;19.0;6;10;40;1;30;2;0;1;3;9;5;3;0;9;10;13;18;3;11;6;0;0;0;5;1.1;2;1;0;0;2;0;1;0;1;1;2;0;6;1.3;0;0;0;1;1;0;1;3;3;0;0;1;1;1;0;1;1;1;1;1;1;2;0.4
195;Mannen;15 tot 20 jaar;1999;133;28.1;26;5.5;26;0.0;0.0;0.0;7;0;9;2;7;1;0;12;0;1;3;10;6;1.3;0;0;4;0;2;0;0;0;0;1;0;1;0;4;1;1;0;3;0;1;83;17.5;2;15;25;2;38;1;0;0;2;5;0;9;3;20;5;9;6;3;17;4;0;0;0;4;0.8;0;1;1;0;1;1;1;0;0;1;2;0;13;2.7;0;0;1;2;1;0;5;4;2;0;0;5;1;3;2;4;0;0;6;3;0;1;0.2
196;Mannen;15 tot 20 jaar;2000;155;32.6;35;7.4;35;0.0;0.0;0.0;20;0;10;3;0;2;0;9;0;7;3;16;7;1.5;0;1;3;3;0;0;0;0;0;2;0;1;0;4;0;3;1;3;0;0;99;20.8;3;14;35;5;33;8;1;0;2;7;5;4;2;12;8;14;15;5;15;10;0;0;0;5;1.1;1;0;2;1;0;1;1;0;0;1;3;0;5;1.1;2;0;0;1;0;0;1;1;0;2;0;0;2;1;0;2;0;1;0;1;1;4;0.8
197;Mannen;15 tot 20 jaar;2001;124;25.8;23;4.8;23;0.0;0.0;0.0;10;0;5;2;3;3;0;7;0;2;4;10;6;1.3;0;0;3;2;0;1;0;1;0;1;1;0;0;3;1;1;2;1;0;1;74;15.4;4;10;22;2;35;1;0;0;3;2;3;6;1;14;6;6;10;3;11;9;0;0;0;5;1.0;1;1;1;1;1;0;0;0;1;2;2;0;15;3.1;1;0;0;0;1;0;8;5;0;1;5;2;3;3;1;4;0;3;2;6;0;1;0.2
198;Mannen;15 tot 20 jaar;2002;145;29.8;27;5.5;27;0.0;0.0;0.0;15;1;7;0;2;2;0;9;0;6;7;5;5;1.0;0;0;3;2;0;0;0;0;0;1;1;0;0;3;0;1;0;4;0;0;92;18.9;2;9;30;1;47;3;0;0;7;5;5;4;0;12;5;11;8;3;24;8;0;0;0;3;0.6;0;0;2;0;1;0;0;1;0;1;1;0;13;2.7;4;0;0;0;0;1;5;3;1;0;2;6;2;2;0;5;1;0;6;0;1;5;1.0
199;Mannen;15 tot 20 jaar;2003;116;23.4;20;4.0;20;0.0;0.0;0.0;9;1;6;0;1;3;0;3;0;3;3;11;12;2.4;0;1;2;7;0;1;1;2;0;5;1;0;0;4;1;0;1;10;0;0;76;15.4;3;6;23;2;37;5;0;0;3;3;5;5;5;9;9;6;11;4;11;5;0;0;0;1;0.2;0;0;0;0;1;0;0;1;0;0;0;0;6;1.2;1;0;0;1;0;0;4;0;0;0;1;4;1;0;0;1;0;0;5;0;0;1;0.2
200;Mannen;15 tot 20 jaar;2004;113;22.6;23;4.6;23;0.0;0.0;0.0;13;1;3;0;4;2;0;9;1;2;3;8;9;1.8;0;1;1;5;1;0;1;0;0;4;0;0;1;4;0;1;0;8;0;0;63;12.6;2;9;16;2;33;0;0;1;1;1;4;8;3;11;4;4;8;1;14;4;0;0;0;2;0.4;0;0;2;0;0;0;0;0;2;0;0;0;10;2.0;0;0;0;1;1;0;7;1;1;0;0;4;1;2;2;3;0;1;6;0;0;6;1.2
201;Mannen;15 tot 20 jaar;2005;93;18.5;29;5.8;29;0.0;0.0;0.0;15;1;9;0;4;0;0;7;0;4;5;13;3;0.6;0;0;0;1;2;0;0;1;0;0;0;0;0;2;0;1;0;2;0;0;48;9.5;2;4;21;1;20;0;0;0;0;1;2;3;0;10;1;6;7;2;13;3;0;0;0;2;0.4;0;0;1;1;0;0;0;1;1;0;0;0;9;1.8;0;1;2;0;1;1;2;2;2;1;1;2;1;1;1;7;0;0;2;0;0;2;0.4
202;Mannen;15 tot 20 jaar;2006;99;19.5;30;5.9;30;0.0;0.0;0.0;13;1;11;1;3;1;0;14;0;8;2;6;5;1.0;0;0;1;4;0;0;0;1;0;2;0;0;0;2;1;0;0;4;0;0;51;10.0;0;11;15;1;21;1;0;2;0;6;1;4;0;13;2;4;7;3;11;0;0;0;0;1;0.2;0;0;0;0;1;0;0;1;0;0;0;0;6;1.2;2;0;0;1;0;0;3;0;1;0;1;2;0;2;0;2;1;0;2;1;0;6;1.2
203;Mannen;15 tot 20 jaar;2007;101;19.7;26;5.1;26;0.0;0.0;0.0;9;0;12;0;4;1;0;4;0;6;4;12;7;1.4;0;1;0;4;1;1;0;1;0;4;1;0;1;0;0;0;1;4;2;0;58;11.3;3;8;21;2;21;2;1;0;0;1;3;3;2;10;10;8;12;1;8;0;0;0;0;2;0.4;0;1;1;0;0;0;1;0;0;1;0;0;6;1.2;0;1;0;0;0;0;5;0;0;0;0;3;2;1;0;2;1;1;2;0;0;2;0.4
204;Mannen;15 tot 20 jaar;2008;79;15.3;20;3.9;20;0.0;0.0;0.0;8;0;7;1;3;1;0;8;0;5;1;6;2;0.4;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;43;8.4;2;3;14;2;22;0;0;0;2;1;1;3;1;4;3;6;4;4;11;3;0;0;0;2;0.4;0;0;1;0;0;1;0;0;0;1;1;0;8;1.6;2;0;0;0;0;1;4;1;2;0;0;3;0;2;1;4;1;0;1;2;0;4;0.8
205;Mannen;15 tot 20 jaar;2009;98;18.9;34;6.6;34;0.0;0.0;0.0;12;2;13;1;3;3;0;12;1;8;1;12;4;0.8;0;0;2;2;0;0;0;0;0;2;0;1;0;1;1;1;0;0;1;1;44;8.5;2;8;7;1;24;2;0;0;1;1;3;4;1;6;1;4;6;4;8;3;0;2;0;3;0.6;2;0;1;0;0;0;0;0;0;2;0;1;8;1.5;1;0;0;0;1;0;3;3;2;1;0;1;2;1;1;2;0;0;4;2;0;5;1.0
206;Mannen;15 tot 20 jaar;2010;89;17.2;37;7.2;37;0.0;0.0;0.0;13;0;15;0;6;3;0;11;0;6;1;19;5;1.0;0;1;2;1;0;1;0;0;1;4;0;0;0;0;1;0;1;3;0;0;37;7.2;0;6;9;2;17;2;0;1;1;1;0;5;0;6;2;6;4;2;8;1;0;1;0;2;0.4;1;0;0;1;0;0;0;2;0;0;0;0;6;1.2;0;0;0;0;0;0;3;3;0;0;0;5;1;0;0;0;0;0;4;1;1;2;0.4
207;Mannen;15 tot 20 jaar;2011;71;13.8;26;5.1;26;0.0;0.0;0.0;10;0;12;0;2;2;0;8;0;4;1;13;4;0.8;0;0;2;2;0;0;0;1;0;2;1;0;0;0;2;0;0;2;0;0;30;5.8;2;7;9;0;11;0;0;1;1;2;1;0;0;9;2;2;6;0;6;1;0;0;0;1;0.2;0;0;1;0;0;0;0;0;0;0;1;0;9;1.8;0;0;1;0;1;0;2;5;2;1;0;1;2;3;0;4;0;2;1;0;2;1;0.2
208;Mannen;20 tot 30 jaar;1996;536;44.9;165;13.8;153;9.0;0.0;3.0;67;18;30;7;17;25;1;57;4;12;24;68;40;3.3;0;1;19;17;0;0;3;1;0;4;2;0;0;33;5;1;4;12;1;17;233;19.5;13;5;12;30;162;6;2;3;14;14;10;23;4;32;26;24;28;5;36;15;0;0;2;11;0.9;1;2;2;5;1;0;0;0;1;3;5;2;48;4.0;2;0;2;2;0;0;16;26;7;6;5;3;3;23;1;29;2;3;6;4;4;39;3.3
209;Mannen;20 tot 30 jaar;1997;501;43.1;178;15.3;161;12.0;0.0;5.0;75;20;34;5;15;25;4;70;7;18;16;67;38;3.3;2;0;16;13;1;1;5;1;0;8;2;1;2;24;4;3;2;15;3;11;210;18.1;4;9;5;32;149;9;2;0;9;9;15;20;8;29;15;16;23;11;43;11;0;1;0;20;1.7;2;5;10;3;0;0;3;0;4;3;7;3;44;3.8;1;1;1;10;1;0;16;14;7;3;8;3;2;18;3;27;0;3;6;4;4;11;0.9
210;Mannen;20 tot 30 jaar;1998;450;39.8;160;14.2;144;9.0;0.0;7.0;76;17;30;3;17;16;1;76;3;24;21;36;36;3.2;2;1;19;8;2;4;0;1;0;3;2;3;0;27;5;4;2;13;4;8;183;16.2;8;5;8;26;132;3;0;1;8;13;5;19;6;22;5;17;35;5;31;16;0;1;0;16;1.4;3;2;4;2;5;0;1;0;5;3;6;1;39;3.5;0;1;2;4;0;0;16;16;7;0;5;8;4;14;1;17;1;4;9;3;5;16;1.4
211;Mannen;20 tot 30 jaar;1999;439;40.0;139;12.7;124;12.0;2.0;1.0;60;11;26;7;13;22;0;70;3;26;8;32;30;2.7;1;0;15;13;0;1;0;2;0;6;4;3;1;14;5;2;4;8;3;8;196;17.9;7;7;10;30;131;10;0;1;5;16;6;23;4;25;12;20;34;5;32;13;0;1;0;13;1.2;2;1;7;2;1;0;0;1;3;1;7;1;43;3.9;3;1;0;3;3;1;16;16;10;7;2;6;2;15;1;19;1;2;7;3;11;18;1.6
212;Mannen;20 tot 30 jaar;2000;397;37.3;118;11.1;109;8.0;0.0;1.0;58;6;18;3;18;14;1;52;1;14;16;35;23;2.2;0;1;12;8;1;1;0;1;0;7;1;0;2;12;2;2;5;7;0;7;193;18.1;14;7;9;24;127;12;0;0;4;10;7;14;7;30;9;28;26;6;40;12;0;0;0;11;1.0;2;1;4;3;1;0;1;0;2;2;6;0;41;3.9;2;0;1;8;0;0;14;16;5;2;3;4;4;22;1;29;1;1;6;2;2;11;1.0
213;Mannen;20 tot 30 jaar;2001;374;35.9;115;11.0;108;6.0;0.0;1.0;31;10;27;7;20;20;0;38;3;4;19;51;28;2.7;0;1;18;7;0;1;1;0;0;3;5;2;1;17;2;2;5;12;3;4;162;15.6;6;8;9;21;98;18;0;2;12;8;10;14;1;14;7;19;22;2;40;13;0;0;0;18;1.7;2;1;7;4;2;2;3;1;7;3;3;1;44;4.2;0;0;0;4;0;1;23;16;12;0;5;1;5;18;3;21;2;6;5;6;4;7;0.7
214;Mannen;20 tot 30 jaar;2002;369;36.2;119;11.7;110;7.0;0.0;2.0;46;17;22;2;23;8;1;50;4;16;17;32;28;2.7;0;1;14;10;1;1;1;2;0;4;4;1;1;16;2;5;3;14;2;2;173;17.0;5;7;7;26;113;13;1;1;11;8;10;10;5;20;14;19;29;5;29;12;0;1;0;12;1.2;2;2;5;3;0;0;4;0;2;1;5;0;23;2.3;1;0;1;3;0;1;8;9;4;1;0;3;1;13;1;13;1;1;2;3;3;14;1.4
215;Mannen;20 tot 30 jaar;2003;349;34.8;119;11.9;111;7.0;0.0;1.0;59;7;22;3;15;12;1;45;0;14;10;50;19;1.9;0;1;7;10;0;0;1;1;0;9;5;0;0;4;1;2;3;11;2;0;163;16.2;4;4;5;30;112;8;0;0;9;12;12;17;4;26;4;9;16;2;45;6;0;1;0;11;1.1;1;4;5;1;0;0;3;4;3;0;1;0;24;2.4;0;0;1;3;1;1;16;2;2;2;1;4;1;14;0;14;1;4;4;0;1;13;1.3
216;Mannen;20 tot 30 jaar;2004;306;30.8;107;10.8;97;7.0;1.0;2.0;37;10;26;3;13;18;0;48;0;10;18;31;20;2.0;0;0;10;6;2;1;1;3;0;2;6;0;3;6;4;4;1;7;2;2;130;13.1;5;6;6;28;81;3;0;1;5;5;2;12;2;20;6;15;23;5;27;8;0;0;0;7;0.7;1;1;1;2;2;0;1;2;3;1;0;0;34;3.4;0;0;0;3;2;0;20;9;9;1;1;4;2;16;1;19;0;2;7;4;2;8;0.8
217;Mannen;20 tot 30 jaar;2005;285;28.9;112;11.4;107;4.0;0.0;1.0;45;15;22;2;9;19;0;50;1;12;14;35;20;2.0;0;3;7;9;0;0;1;0;0;4;3;2;2;9;1;2;2;14;0;1;106;10.7;4;6;6;11;74;4;1;0;3;12;4;13;3;11;8;18;10;0;20;4;0;0;0;6;0.6;2;1;3;0;0;0;2;2;1;1;0;0;32;3.2;0;0;0;6;2;2;17;5;3;2;3;4;3;16;1;17;1;0;6;6;2;9;0.9
218;Mannen;20 tot 30 jaar;2006;286;29.1;122;12.4;117;3.0;0.0;2.0;48;10;32;3;18;10;1;63;1;14;11;33;12;1.2;2;0;3;6;1;0;0;1;0;2;1;0;2;6;0;3;1;5;1;2;106;10.8;7;2;13;12;67;5;0;0;5;7;9;10;2;12;4;12;15;3;21;6;0;0;0;5;0.5;0;0;4;1;0;0;0;2;1;1;1;0;26;2.6;1;0;0;3;0;0;13;9;4;0;3;2;1;15;1;15;0;4;4;2;1;15;1.5
219;Mannen;20 tot 30 jaar;2007;284;28.8;103;10.4;95;6.0;1.0;1.0;39;9;26;2;8;18;1;53;0;6;17;27;20;2.0;1;0;12;5;2;0;0;2;0;3;2;3;0;10;4;4;3;7;1;1;115;11.7;4;6;8;21;67;9;0;0;5;3;5;11;2;13;8;15;12;4;27;10;0;0;0;7;0.7;0;2;3;0;1;1;2;1;2;1;0;1;30;3.0;0;0;0;1;0;0;17;12;11;0;0;7;2;9;1;14;3;1;5;5;2;9;0.9
220;Mannen;20 tot 30 jaar;2008;263;26.4;101;10.1;93;7.0;0.0;1.0;54;13;15;3;11;5;0;47;0;14;15;25;23;2.3;0;1;7;12;1;1;1;0;0;2;2;0;3;16;4;4;0;14;1;0;94;9.4;1;3;6;14;63;7;0;0;7;5;1;10;3;13;10;8;11;3;15;8;0;0;0;8;0.8;4;2;2;0;0;0;2;2;1;1;2;0;23;2.3;0;0;0;6;1;0;10;6;3;2;3;1;0;13;1;17;0;2;1;1;2;14;1.4
221;Mannen;20 tot 30 jaar;2009;270;26.8;101;10.0;96;4.0;1.0;0.0;42;6;24;1;13;14;1;49;2;10;10;30;17;1.7;0;2;10;4;0;1;0;0;1;3;4;0;1;8;3;4;0;9;1;0;91;9.0;3;3;6;20;56;3;0;0;4;3;5;7;2;13;8;8;16;4;18;3;0;0;0;10;1.0;2;2;3;2;0;1;1;1;3;2;1;2;43;4.3;1;0;0;3;0;2;21;16;6;0;1;5;5;23;3;25;0;1;8;1;8;8;0.8
222;Mannen;20 tot 30 jaar;2010;261;25.6;112;11.0;107;5.0;0.0;0.0;57;9;21;3;13;9;0;47;0;9;4;52;18;1.8;0;2;5;11;0;0;0;0;0;4;3;1;1;9;3;2;2;10;1;0;82;8.0;6;4;5;13;49;5;0;0;5;3;2;5;3;12;7;10;6;5;17;7;0;0;0;5;0.5;1;2;0;1;1;0;1;1;0;1;1;1;34;3.3;1;1;0;3;1;1;7;20;6;0;1;7;1;12;7;19;0;0;10;5;0;10;1.0
223;Mannen;20 tot 30 jaar;2011;280;27.1;131;12.7;121;10.0;0.0;0.0;57;7;32;4;18;13;0;63;2;13;13;40;18;1.7;0;1;12;5;0;0;0;0;0;4;4;0;4;6;2;1;2;12;1;0;79;7.6;5;5;3;19;44;2;0;1;3;4;2;6;2;12;3;14;8;5;13;6;0;1;0;12;1.2;1;4;3;2;1;1;3;2;2;0;4;1;28;2.7;0;0;1;4;0;0;11;12;3;1;0;8;2;10;4;17;0;0;8;1;2;12;1.2
224;Mannen;30 tot 40 jaar;1996;475;36.2;233;17.8;138;58.0;0.0;37.0;106;43;23;5;24;31;1;90;11;38;31;63;31;2.4;0;2;18;10;0;0;1;0;1;2;1;0;0;27;6;4;4;10;1;6;110;8.4;5;1;1;25;72;5;0;1;6;2;3;9;4;12;6;17;9;4;26;12;0;0;0;19;1.4;2;8;5;2;2;0;3;0;4;5;4;3;58;4.4;0;1;1;1;1;0;19;35;10;3;4;8;8;24;1;33;1;1;9;7;7;24;1.8
225;Mannen;30 tot 40 jaar;1997;493;37.4;235;17.8;131;63.0;1.0;40.0;111;37;17;10;19;40;1;102;6;32;27;68;33;2.5;1;2;14;8;2;2;4;1;0;3;3;0;1;25;4;2;5;8;0;14;127;9.6;5;10;6;28;71;7;0;0;7;7;6;12;4;17;6;13;19;4;19;13;0;0;0;27;2.0;6;8;6;3;4;0;5;1;3;5;7;6;61;4.6;2;1;1;8;2;0;25;22;8;5;1;6;1;36;4;34;2;3;9;4;9;10;0.8
226;Mannen;30 tot 40 jaar;1998;494;37.2;235;17.7;146;50.0;0.0;39.0;122;23;33;7;10;38;2;84;8;41;25;77;30;2.3;0;2;13;9;1;0;5;0;0;3;3;0;0;24;4;3;3;7;5;8;119;9.0;8;7;6;18;76;4;0;0;3;1;7;8;4;15;9;13;17;3;24;14;1;0;0;19;1.4;3;8;4;4;0;0;3;1;4;5;6;0;68;5.1;5;0;2;7;3;1;25;25;14;8;3;12;6;20;5;34;1;9;13;8;3;23;1.7
227;Mannen;30 tot 40 jaar;1999;486;36.4;219;16.4;139;53.0;0.0;27.0;102;37;22;4;22;32;0;100;10;38;26;45;42;3.1;0;2;26;12;0;1;1;1;2;10;6;0;0;23;6;6;2;20;1;7;112;8.4;5;8;8;25;56;8;1;1;3;7;4;12;3;11;9;20;22;4;12;5;0;0;0;20;1.5;6;2;7;5;0;0;3;0;7;4;6;0;75;5.6;2;1;1;7;3;1;30;30;8;5;5;10;9;35;3;42;1;4;11;7;10;18;1.3
228;Mannen;30 tot 40 jaar;2000;442;32.9;193;14.3;129;48.0;0.0;16.0;87;21;28;11;17;26;3;75;1;33;24;60;36;2.7;0;0;24;11;0;0;1;0;1;3;5;1;0;26;6;3;5;10;2;10;115;8.6;9;11;3;20;60;12;0;0;6;4;3;6;5;11;8;20;13;3;31;5;0;0;0;21;1.6;3;4;5;7;2;0;7;0;1;2;10;1;66;4.9;1;0;0;13;1;0;19;32;4;7;4;9;3;34;5;38;2;2;10;3;11;11;0.8
229;Mannen;30 tot 40 jaar;2001;495;36.7;236;17.5;154;56.0;1.0;25.0;109;27;27;10;25;37;1;105;2;32;27;70;33;2.4;0;1;17;13;1;0;1;2;1;5;4;2;0;19;7;6;3;15;1;1;127;9.4;4;10;5;35;61;10;1;1;3;6;5;2;5;12;7;22;15;6;27;17;0;0;0;17;1.3;4;3;4;1;4;1;1;1;5;3;7;0;63;4.7;3;0;0;6;1;0;33;20;10;4;4;6;7;29;3;36;2;7;10;2;6;19;1.4
230;Mannen;30 tot 40 jaar;2002;500;37.3;235;17.5;157;49.0;0.0;29.0;117;21;25;8;28;36;0;104;9;37;34;51;46;3.4;0;2;24;15;2;1;2;2;2;6;9;0;2;25;11;8;4;14;7;2;118;8.8;6;10;9;31;56;5;0;1;6;2;6;7;2;15;1;20;25;2;23;9;0;0;0;14;1.0;3;3;4;1;1;2;1;3;0;4;5;1;69;5.2;1;0;0;14;2;1;26;25;10;0;6;7;8;34;4;48;4;2;10;3;2;18;1.3
231;Mannen;30 tot 40 jaar;2003;458;34.8;201;15.3;123;50.0;0.0;28.0;107;21;25;4;21;21;2;89;5;28;22;57;30;2.3;0;0;20;7;1;0;2;2;0;9;9;0;2;8;6;5;3;12;2;2;126;9.6;3;8;12;27;66;8;0;2;9;7;8;6;2;17;7;18;20;1;20;10;0;1;0;21;1.6;1;6;7;2;4;1;2;5;8;3;3;0;64;4.9;0;0;1;10;1;3;32;17;11;2;4;8;4;32;3;34;2;7;13;3;5;16;1.2
