ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
2905;Boeimeer;Breda                         ;Buurt   ;BU07580400;1.0;5780;187.0;134.0;112.0;22.0;9.0;26.0;2.0;35.0;8.0;10.0;22.0;31.0;26.0;16.0;10.0;5.0;22.0;8.0;9.0;5.0;32.0;23.0;6.0;4.0;4.0
2906;Ruitersbos;Breda                         ;Buurt   ;BU07580401;1.0;2480;105.0;93.0;83.0;8.0;13.0;21.0;0.0;20.0;4.0;17.0;10.0;8.0;6.0;3.0;3.0;2.0;4.0;2.0;2.0;0.0;42.0;38.0;8.0;2.0;2.0
2907;Breda West;Breda                         ;Wijk    ;WK075805  ;1.0;32505;1539.0;1068.0;900.0;142.0;70.0;173.0;25.0;143.0;139.0;208.0;168.0;238.0;177.0;108.0;69.0;61.0;233.0;112.0;93.0;28.0;47.0;33.0;4.0;5.0;7.0
2908;Haagpoort;Breda                         ;Buurt   ;BU07580500;1.0;2170;78.0;39.0;35.0;5.0;5.0;9.0;0.0;11.0;0.0;5.0;4.0;20.0;14.0;7.0;7.0;6.0;19.0;5.0;9.0;5.0;36.0;18.0;5.0;6.0;9.0
2909;Heuvel;Breda                         ;Buurt   ;BU07580501;1.0;7950;387.0;255.0;217.0;38.0;27.0;27.0;3.0;52.0;23.0;47.0;38.0;68.0;52.0;25.0;27.0;16.0;64.0;29.0;30.0;5.0;49.0;32.0;7.0;7.0;8.0
2910;Tuinzigt;Breda                         ;Buurt   ;BU07580502;1.0;7580;366.0;231.0;189.0;39.0;23.0;43.0;8.0;20.0;15.0;41.0;42.0;64.0;51.0;38.0;13.0;13.0;71.0;34.0;29.0;8.0;48.0;30.0;3.0;7.0;9.0
2911;Princenhage;Breda                         ;Buurt   ;BU07580503;1.0;8815;255.0;184.0;143.0;18.0;10.0;36.0;3.0;33.0;20.0;23.0;41.0;40.0;33.0;23.0;10.0;7.0;31.0;12.0;15.0;4.0;29.0;21.0;4.0;4.0;4.0
2912;Westerpark;Breda                         ;Buurt   ;BU07580504;1.0;3555;67.0;50.0;34.0;5.0;2.0;8.0;0.0;8.0;3.0;8.0;16.0;8.0;7.0;5.0;2.0;1.0;9.0;4.0;2.0;3.0;19.0;14.0;2.0;2.0;3.0
2913;Heilaar;Breda                         ;Buurt   ;BU07580505;1.0;385;139.0;118.0;109.0;4.0;1.0;15.0;4.0;8.0;44.0;33.0;9.0;11.0;8.0;7.0;1.0;3.0;10.0;7.0;1.0;2.0;361.0;306.0;21.0;21.0;26.0
2914;Hazeldonk;Breda                         ;Buurt   ;BU07580506;1.0;40;52.0;47.0;43.0;1.0;2.0;13.0;3.0;0.0;6.0;18.0;4.0;2.0;1.0;1.0;0.0;1.0;3.0;2.0;0.0;1.0;;;;;
2915;Steenakker;Breda                         ;Buurt   ;BU07580507;1.0;470;141.0;103.0;94.0;32.0;0.0;13.0;3.0;2.0;23.0;21.0;9.0;19.0;7.0;2.0;5.0;12.0;19.0;16.0;3.0;0.0;300.0;219.0;4.0;15.0;40.0
2916;Effen-Rith;Breda                         ;Buurt   ;BU07580508;1.0;825;18.0;13.0;9.0;0.0;0.0;0.0;1.0;4.0;1.0;3.0;4.0;4.0;3.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;22.0;16.0;5.0;4.0;1.0
2917;Liesbos;Breda                         ;Buurt   ;BU07580509;1.0;700;36.0;28.0;27.0;0.0;0.0;9.0;0.0;5.0;4.0;9.0;1.0;2.0;1.0;0.0;1.0;1.0;6.0;2.0;4.0;0.0;51.0;40.0;7.0;1.0;9.0
2918;Breda Noord-West;Breda                         ;Wijk    ;WK075806  ;1.0;26355;911.0;583.0;414.0;40.0;39.0;143.0;7.0;64.0;46.0;75.0;169.0;159.0;118.0;54.0;64.0;41.0;169.0;62.0;53.0;54.0;35.0;22.0;2.0;4.0;6.0
2919;Gageldonk;Breda                         ;Buurt   ;BU07580600;1.0;4780;206.0;139.0;108.0;10.0;12.0;22.0;1.0;24.0;13.0;26.0;31.0;34.0;25.0;11.0;14.0;9.0;33.0;18.0;9.0;6.0;43.0;29.0;5.0;5.0;7.0
2920;Kievitsloop;Breda                         ;Buurt   ;BU07580601;1.0;4245;92.0;54.0;30.0;3.0;4.0;14.0;2.0;4.0;1.0;2.0;24.0;18.0;12.0;6.0;6.0;6.0;20.0;8.0;8.0;4.0;22.0;13.0;1.0;3.0;5.0
2921;Kesteren;Breda                         ;Buurt   ;BU07580602;1.0;3910;133.0;91.0;63.0;8.0;1.0;34.0;0.0;9.0;5.0;6.0;28.0;25.0;20.0;12.0;8.0;5.0;17.0;6.0;7.0;4.0;34.0;23.0;2.0;5.0;4.0
2922;Muizenberg;Breda                         ;Buurt   ;BU07580603;1.0;2995;106.0;73.0;59.0;6.0;3.0;29.0;0.0;6.0;5.0;10.0;14.0;20.0;16.0;8.0;8.0;4.0;13.0;6.0;6.0;1.0;35.0;24.0;2.0;5.0;4.0
2923;Heksenwiel;Breda                         ;Buurt   ;BU07580604;1.0;4600;127.0;92.0;71.0;8.0;8.0;16.0;2.0;10.0;10.0;17.0;21.0;19.0;17.0;7.0;10.0;2.0;16.0;6.0;7.0;3.0;28.0;20.0;2.0;4.0;3.0
2924;Overkroeten;Breda                         ;Buurt   ;BU07580605;1.0;3210;63.0;37.0;24.0;3.0;3.0;9.0;1.0;6.0;0.0;2.0;13.0;11.0;10.0;8.0;2.0;1.0;15.0;9.0;5.0;1.0;20.0;12.0;2.0;3.0;5.0
2925;Kroeten;Breda                         ;Buurt   ;BU07580606;1.0;2330;36.0;29.0;19.0;1.0;4.0;8.0;0.0;4.0;0.0;2.0;10.0;2.0;2.0;1.0;1.0;0.0;5.0;1.0;3.0;1.0;15.0;12.0;2.0;1.0;2.0
2926;Emer;Breda                         ;Buurt   ;BU07580607;1.0;70;146.0;68.0;40.0;1.0;4.0;11.0;1.0;1.0;12.0;10.0;28.0;29.0;15.0;0.0;15.0;14.0;49.0;7.0;8.0;34.0;2086.0;971.0;14.0;214.0;700.0
2927;Hagebeemd;Breda                         ;Buurt   ;BU07580609;1.0;205;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;10.0;0.0;0.0;5.0;5.0
2928;Bavel;Breda                         ;Wijk    ;WK075807  ;1.0;8330;166.0;140.0;105.0;2.0;2.0;30.0;0.0;44.0;11.0;16.0;35.0;15.0;11.0;6.0;5.0;4.0;11.0;5.0;4.0;2.0;20.0;17.0;5.0;1.0;1.0
2929;Bavel;Breda                         ;Buurt   ;BU07580700;1.0;5460;115.0;94.0;68.0;2.0;1.0;13.0;0.0;32.0;9.0;11.0;26.0;12.0;9.0;5.0;4.0;3.0;9.0;5.0;3.0;1.0;21.0;17.0;6.0;2.0;2.0
2930;Nieuw Wolfslaar;Breda                         ;Buurt   ;BU07580701;1.0;2355;34.0;30.0;25.0;0.0;1.0;15.0;0.0;5.0;2.0;2.0;5.0;2.0;2.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;14.0;13.0;2.0;1.0;1.0
2931;Buitengebied Bavel;Breda                         ;Buurt   ;BU07580709;1.0;510;17.0;16.0;12.0;0.0;0.0;2.0;0.0;7.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;33.0;31.0;14.0;0.0;0.0
2932;Ulvenhout;Breda                         ;Wijk    ;WK075808  ;1.0;4925;101.0;78.0;67.0;8.0;1.0;13.0;2.0;26.0;7.0;10.0;11.0;10.0;9.0;7.0;2.0;1.0;13.0;6.0;3.0;4.0;21.0;16.0;5.0;2.0;3.0
2933;Ulvenhout;Breda                         ;Buurt   ;BU07580800;1.0;4630;83.0;62.0;57.0;8.0;1.0;11.0;2.0;21.0;7.0;7.0;5.0;9.0;9.0;7.0;2.0;0.0;12.0;5.0;3.0;4.0;18.0;13.0;5.0;2.0;3.0
2934;Buitengebied Ulvenhout;Breda                         ;Buurt   ;BU07580809;1.0;290;18.0;16.0;10.0;0.0;0.0;2.0;0.0;5.0;0.0;3.0;6.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;62.0;55.0;17.0;0.0;3.0
2935;Prinsenbeek;Breda                         ;Wijk    ;WK075809  ;1.0;11715;236.0;173.0;138.0;28.0;15.0;30.0;2.0;29.0;5.0;29.0;35.0;30.0;25.0;19.0;6.0;5.0;33.0;17.0;11.0;5.0;20.0;15.0;2.0;2.0;3.0
2936;Prinsenbeek;Breda                         ;Buurt   ;BU07580900;1.0;10860;226.0;163.0;130.0;27.0;15.0;29.0;1.0;28.0;5.0;25.0;33.0;30.0;25.0;19.0;6.0;5.0;33.0;17.0;11.0;5.0;21.0;15.0;3.0;2.0;3.0
2937;Buitengebied Prinsenbeek;Breda                         ;Buurt   ;BU07580909;1.0;850;10.0;10.0;8.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;1.0;0.0;0.0
2938;Teteringen;Breda                         ;Wijk    ;WK075810  ;1.0;7710;157.0;117.0;89.0;11.0;4.0;15.0;0.0;36.0;5.0;18.0;28.0;26.0;21.0;17.0;4.0;5.0;14.0;8.0;3.0;3.0;20.0;15.0;5.0;3.0;2.0
2939;Teteringen;Breda                         ;Buurt   ;BU07581000;1.0;7420;139.0;103.0;77.0;10.0;4.0;14.0;0.0;29.0;5.0;15.0;26.0;25.0;20.0;16.0;4.0;5.0;11.0;7.0;1.0;3.0;19.0;14.0;4.0;3.0;1.0
2940;Vuchtpolder;Breda                         ;Buurt   ;BU07581008;1.0;100;5.0;4.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;40.0;30.0;10.0;0.0
2941;Buitengebied Teteringen;Breda                         ;Buurt   ;BU07581009;1.0;190;13.0;10.0;8.0;1.0;0.0;1.0;0.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;68.0;53.0;21.0;0.0;16.0
2942;Brielle;Brielle                       ;Gemeente;GM0501    ;;17040;474.0;321.0;245.0;37.0;21.0;42.0;7.0;56.0;32.0;50.0;76.0;98.0;77.0;33.0;44.0;21.0;55.0;27.0;22.0;6.0;28.0;19.0;3.0;5.0;3.0
2943;Wijk 00 Brielle;Brielle                       ;Wijk    ;WK050100  ;1.0;13380;369.0;248.0;190.0;23.0;17.0;30.0;7.0;52.0;23.0;38.0;58.0;78.0;60.0;29.0;31.0;18.0;43.0;21.0;17.0;5.0;28.0;19.0;4.0;4.0;3.0
2944;Brielle;Brielle                       ;Buurt   ;BU05010000;1.0;2910;129.0;69.0;49.0;9.0;8.0;1.0;3.0;6.0;11.0;11.0;20.0;39.0;24.0;8.0;16.0;15.0;21.0;13.0;5.0;3.0;44.0;24.0;2.0;8.0;7.0
2945;Spuilaan en omgeving;Brielle                       ;Buurt   ;BU05010001;1.0;1050;32.0;24.0;22.0;8.0;3.0;1.0;1.0;6.0;1.0;2.0;2.0;6.0;5.0;3.0;2.0;1.0;2.0;1.0;1.0;0.0;30.0;23.0;6.0;5.0;2.0
2946;De Kapel en omgeving;Brielle                       ;Buurt   ;BU05010002;1.0;1715;45.0;28.0;21.0;2.0;1.0;4.0;1.0;7.0;2.0;4.0;7.0;9.0;9.0;4.0;5.0;0.0;8.0;2.0;5.0;1.0;26.0;16.0;4.0;5.0;5.0
2947;Rugge;Brielle                       ;Buurt   ;BU05010003;1.0;2545;66.0;47.0;32.0;0.0;1.0;6.0;1.0;13.0;3.0;8.0;15.0;13.0;11.0;7.0;4.0;2.0;6.0;3.0;3.0;0.0;26.0;18.0;5.0;4.0;2.0
2948;Noord Meeuwenoord;Brielle                       ;Buurt   ;BU05010004;1.0;730;14.0;12.0;11.0;0.0;0.0;6.0;0.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;16.0;3.0;3.0;0.0
2949;Kleine Goote;Brielle                       ;Buurt   ;BU05010005;1.0;1630;37.0;28.0;22.0;1.0;3.0;2.0;0.0;9.0;2.0;5.0;6.0;7.0;7.0;5.0;2.0;0.0;2.0;1.0;1.0;0.0;23.0;17.0;6.0;4.0;1.0
2950;Nieuwland;Brielle                       ;Buurt   ;BU05010006;1.0;2540;38.0;35.0;28.0;3.0;1.0;8.0;0.0;9.0;2.0;5.0;7.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;15.0;14.0;4.0;1.0;0.0
2951;Verspreide huizen;Brielle                       ;Buurt   ;BU05010009;1.0;245;8.0;5.0;5.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;33.0;20.0;0.0;0.0;12.0
2952;Wijk 01 Vierpolders;Brielle                       ;Wijk    ;WK050101  ;1.0;1730;66.0;45.0;36.0;14.0;2.0;3.0;0.0;2.0;8.0;7.0;9.0;14.0;11.0;3.0;8.0;3.0;7.0;3.0;3.0;1.0;38.0;26.0;1.0;6.0;4.0
2953;Vierpolders;Brielle                       ;Buurt   ;BU05010100;1.0;1235;16.0;7.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;5.0;4.0;0.0;4.0;1.0;4.0;1.0;2.0;1.0;13.0;6.0;1.0;3.0;3.0
2954;Verspreide huizen;Brielle                       ;Buurt   ;BU05010109;1.0;490;50.0;38.0;34.0;14.0;2.0;3.0;0.0;1.0;8.0;6.0;4.0;9.0;7.0;3.0;4.0;2.0;3.0;2.0;1.0;0.0;102.0;78.0;2.0;14.0;6.0
2955;Wijk 02 Zwartewaal;Brielle                       ;Wijk    ;WK050102  ;1.0;1900;34.0;25.0;16.0;0.0;2.0;7.0;0.0;2.0;1.0;4.0;9.0;6.0;6.0;1.0;5.0;0.0;3.0;1.0;2.0;0.0;18.0;13.0;1.0;3.0;2.0
2956;Zwartewaal;Brielle                       ;Buurt   ;BU05010200;1.0;605;16.0;8.0;6.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;2.0;6.0;6.0;1.0;5.0;0.0;2.0;0.0;2.0;0.0;26.0;13.0;3.0;10.0;3.0
2957;Tuindorp-Hofstede;Brielle                       ;Buurt   ;BU05010201;1.0;960;10.0;9.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;10.0;9.0;0.0;0.0;1.0
2958;Zalmlaan;Brielle                       ;Buurt   ;BU05010202;1.0;60;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;33.0;0.0;0.0;0.0
2959;Verspreide huizen;Brielle                       ;Buurt   ;BU05010209;1.0;265;6.0;6.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;23.0;0.0;0.0;0.0
2960;Wijk 03 Recreatiestrook Brielse Maas;Brielle                       ;Wijk    ;WK050103  ;1.0;25;5.0;3.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;;;;;
2961;Recreatiestrook Brielse Maas;Brielle                       ;Buurt   ;BU05010300;1.0;25;5.0;3.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;;;;;
2962;Bronckhorst;Bronckhorst                   ;Gemeente;GM1876    ;;36352;469.0;336.0;229.0;17.0;9.0;24.0;0.0;58.0;46.0;75.0;107.0;72.0;66.0;33.0;33.0;6.0;61.0;30.0;12.0;19.0;13.0;9.0;2.0;2.0;2.0
2963;Wijk 00 Hengelo;Bronckhorst                   ;Wijk    ;WK187600  ;1.0;8110;91.0;70.0;43.0;3.0;1.0;5.0;0.0;9.0;9.0;16.0;27.0;13.0;13.0;5.0;8.0;0.0;8.0;7.0;0.0;1.0;11.0;9.0;1.0;2.0;1.0
2964;Hengelo;Bronckhorst                   ;Buurt   ;BU18760000;1.0;4445;49.0;38.0;26.0;2.0;1.0;3.0;0.0;2.0;8.0;10.0;12.0;6.0;6.0;4.0;2.0;0.0;5.0;5.0;0.0;0.0;11.0;9.0;0.0;1.0;1.0
2965;Keijenborg;Bronckhorst                   ;Buurt   ;BU18760001;1.0;1050;13.0;10.0;5.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;12.0;10.0;3.0;0.0;3.0
2966;Veldhoek;Bronckhorst                   ;Buurt   ;BU18760002;1.0;145;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;7.0;0.0;7.0;0.0
2967;Verspreide huizen Keijenborg;Bronckhorst                   ;Buurt   ;BU18760004;1.0;495;6.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0
2968;Verspreide huizen Dunsborg;Bronckhorst                   ;Buurt   ;BU18760005;1.0;455;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;2.0;0.0
2969;Verspreide huizen Hengelo en Noordink;Bronckhorst                   ;Buurt   ;BU18760006;1.0;680;16.0;12.0;8.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;4.0;4.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;24.0;18.0;6.0;6.0;0.0
2970;Verspreide huizen Bekveld en Gooi;Bronckhorst                   ;Buurt   ;BU18760007;1.0;350;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0
2971;Verspreide huizen Varssel;Bronckhorst                   ;Buurt   ;BU18760008;1.0;355;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0
2972;Verspreide huizen Zuidelijk bosgebied;Bronckhorst                   ;Buurt   ;BU18760009;1.0;150;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2973;Wijk 01 Zelhem;Bronckhorst                   ;Wijk    ;WK187601  ;1.0;10930;155.0;106.0;75.0;4.0;2.0;7.0;0.0;26.0;14.0;22.0;31.0;19.0;18.0;11.0;7.0;1.0;30.0;15.0;8.0;7.0;14.0;10.0;2.0;2.0;3.0
2974;Zelhem;Bronckhorst                   ;Buurt   ;BU18760100;1.0;5690;82.0;56.0;43.0;2.0;1.0;4.0;0.0;18.0;7.0;11.0;13.0;14.0;14.0;11.0;3.0;0.0;12.0;7.0;1.0;4.0;14.0;10.0;3.0;2.0;2.0
2975;Halle;Bronckhorst                   ;Buurt   ;BU18760101;1.0;710;13.0;13.0;4.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0
2976;Velswijk;Bronckhorst                   ;Buurt   ;BU18760102;1.0;275;5.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;18.0;11.0;0.0;0.0;7.0
2977;Verspreide huizen Zelhem;Bronckhorst                   ;Buurt   ;BU18760103;1.0;1950;40.0;24.0;19.0;1.0;0.0;1.0;0.0;7.0;5.0;5.0;5.0;4.0;3.0;0.0;3.0;1.0;12.0;7.0;5.0;0.0;21.0;12.0;4.0;2.0;6.0
2978;Verspreide huizen Halle;Bronckhorst                   ;Buurt   ;BU18760104;1.0;1460;9.0;7.0;5.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;5.0;1.0;1.0;1.0
2979;Verspreide huizen Velswijk;Bronckhorst                   ;Buurt   ;BU18760105;1.0;855;6.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;7.0;4.0;0.0;0.0;4.0
2980;Wijk 02 Vorden;Bronckhorst                   ;Wijk    ;WK187602  ;1.0;8225;113.0;78.0;58.0;7.0;1.0;3.0;0.0;11.0;15.0;21.0;20.0;21.0;19.0;11.0;8.0;2.0;14.0;3.0;2.0;9.0;14.0;9.0;1.0;2.0;2.0
2981;Vorden;Bronckhorst                   ;Buurt   ;BU18760200;1.0;4925;65.0;41.0;31.0;5.0;0.0;1.0;0.0;5.0;8.0;12.0;10.0;18.0;17.0;11.0;6.0;1.0;6.0;2.0;0.0;4.0;13.0;8.0;1.0;3.0;1.0
2982;Kranenburg;Bronckhorst                   ;Buurt   ;BU18760201;1.0;210;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0
2983;Wichmond;Bronckhorst                   ;Buurt   ;BU18760202;1.0;480;12.0;7.0;5.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;4.0;25.0;15.0;4.0;2.0;8.0
2984;Verspreide huizen Vierakker;Bronckhorst                   ;Buurt   ;BU18760203;1.0;210;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0
2985;Verspreide huizen Wichmond;Bronckhorst                   ;Buurt   ;BU18760204;1.0;300;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;10.0;3.0;0.0;0.0;3.0
2986;Verspr.h. Linde, Mossel en Wildenborch;Bronckhorst                   ;Buurt   ;BU18760207;1.0;750;5.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;7.0;5.0;0.0;0.0;1.0
2987;Verspreide huizen Grote Veld;Bronckhorst                   ;Buurt   ;BU18760208;1.0;175;4.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;23.0;17.0;11.0;0.0;6.0
2988;Verspreide huizen Delden en Veldwijk;Bronckhorst                   ;Buurt   ;BU18760209;1.0;1185;22.0;20.0;17.0;1.0;1.0;1.0;0.0;2.0;6.0;6.0;3.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;19.0;17.0;2.0;1.0;1.0
2989;Wijk 03 Steenderen;Bronckhorst                   ;Wijk    ;WK187603  ;1.0;4765;51.0;36.0;20.0;3.0;2.0;2.0;0.0;4.0;2.0;7.0;16.0;8.0;6.0;2.0;4.0;2.0;7.0;5.0;0.0;2.0;11.0;8.0;1.0;1.0;1.0
2990;Steenderen;Bronckhorst                   ;Buurt   ;BU18760300;1.0;1930;23.0;17.0;9.0;2.0;2.0;1.0;0.0;3.0;1.0;0.0;8.0;2.0;1.0;0.0;1.0;1.0;4.0;2.0;0.0;2.0;12.0;9.0;2.0;1.0;2.0
2991;Bronkhorst;Bronckhorst                   ;Buurt   ;BU18760301;1.0;90;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;0.0;0.0;0.0
2992;Baak;Bronckhorst                   ;Buurt   ;BU18760302;1.0;575;7.0;4.0;4.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;12.0;7.0;0.0;3.0;2.0
2993;Olburgen;Bronckhorst                   ;Buurt   ;BU18760303;1.0;190;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0
2994;Rha;Bronckhorst                   ;Buurt   ;BU18760304;1.0;80;;;;;;;;;;;;;;;;;;;;;;;;;
2995;Toldijk;Bronckhorst                   ;Buurt   ;BU18760305;1.0;375;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;0.0;5.0;0.0
2996;Verspreide huizen Bakerwaard;Bronckhorst                   ;Buurt   ;BU18760306;1.0;135;;;;;;;;;;;;;;;;;;;;;;;;;
2997;Verspreide huizen Olburgen en Rha;Bronckhorst                   ;Buurt   ;BU18760307;1.0;90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2998;Verspreide huizen Baak;Bronckhorst                   ;Buurt   ;BU18760308;1.0;530;5.0;5.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;2.0;0.0;0.0
2999;Verspreide huizen Toldijk;Bronckhorst                   ;Buurt   ;BU18760309;1.0;515;4.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;6.0;0.0;0.0;0.0
3000;Verspreide huizen Steenderen;Bronckhorst                   ;Buurt   ;BU18760310;1.0;280;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;21.0;11.0;0.0;4.0;7.0
