ID;WijkenEnBuurten1997;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;Inwoners_10;Mannen_11;Vouwen_12;Personen014Jaar_13;Personen1524Jaar_14;Personen2544Jaar_15;Personen4564Jaar_16;Personen65JaarEnOuder_17;NietInGezinsverbandLevendePersonen_18;Gezinnen_19;GezinnenMetKinderen_20;GezinsgrootteGemiddelde_21;Allochtonen_22;GemiddeldInkomenPerInwoner_23;GemiddeldInkomenPerInkomensontvanger_24;HogeInkomens_25;LageInkomens_26;NietActieven_27;GemiddeldeWOZWaardeVanWoningen_28;Vestigingen_29;IndustrieEnNijverheid_30;TotaalCommercieleDienstverlening_31;Groothandel_32;Detailhandel_33;Horeca_34;ZakelijkeDienstverlening_35;OverigeCommercieleDienstverlening_36;OverigeNietCommDienstverlening_37
21;70001;B   ;5.0;Bellingwedde                       ;7;00 ;01 ;36.0;9699.0;1.0;270;140;130;20.0;13.0;30.0;26.0;11.0;12.0;80;57.0;3.0;;9189.0;16109.0;25.0;30.0;;61.0;1;;;;;;;;
22;70002;B   ;5.0;Bellingwedde                       ;7;00 ;02 ;86.0;9695.0;1.0;490;250;240;18.0;9.0;30.0;27.0;15.0;15.0;140;57.0;2.9;;6784.0;11231.0;;58.0;44.0;54.0;1;;;;;;;;
23;70004;B   ;5.0;Bellingwedde                       ;7;00 ;04 ;92.0;9699.0;1.0;340;180;160;18.0;7.0;26.0;30.0;19.0;20.0;100;51.0;2.9;;8281.0;11594.0;;53.0;47.0;49.0;1;;;;;;;;
24;70005;B   ;5.0;Bellingwedde                       ;7;00 ;05 ;18.0;9696.0;1.0;100;50;50;14.0;;34.0;35.0;;33.0;30;;;;;;;;;;1;;;;;;;;
25;70006;B   ;5.0;Bellingwedde                       ;7;00 ;06 ;11.0;9696.0;1.0;40;20;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
26;70007;B   ;5.0;Bellingwedde                       ;7;00 ;07 ;90.0;9695.0;1.0;330;160;160;16.0;8.0;34.0;28.0;13.0;13.0;100;50.0;2.7;;8985.0;13976.0;;37.0;20.0;82.0;2;;;;;;;;
27;70008;B   ;5.0;Bellingwedde                       ;7;00 ;08 ;47.0;9699.0;1.0;110;60;50;19.0;;29.0;27.0;;15.0;30;;;;7918.0;9779.0;;64.0;;;1;;;;;;;;
28;70009;B   ;5.0;Bellingwedde                       ;7;00 ;09 ;15.0;9695.0;5.0;80;40;40;;18.0;23.0;35.0;;;30;;;;;;;;;;1;;;;;;;;
29;701;W   ;5.0;Bellingwedde                       ;7;01 ;   ;49.0;;;1130;600;530;17.0;8.0;29.0;31.0;15.0;16.0;330;52.0;2.8;;8009.0;11912.0;8.0;47.0;42.0;60.0;3;;;;;;;;
30;70100;B   ;5.0;Bellingwedde                       ;7;01 ;00 ;60.0;9566.0;3.0;710;360;340;17.0;8.0;30.0;29.0;15.0;15.0;220;52.0;2.8;;8032.0;12116.0;9.0;49.0;37.0;58.0;2;;;;;;;;
31;70101;B   ;5.0;Bellingwedde                       ;7;01 ;01 ;37.0;9695.0;1.0;140;70;60;16.0;9.0;24.0;40.0;11.0;18.0;40;;;;7215.0;10687.0;;56.0;;57.0;1;;;;;;;;
32;70108;B   ;5.0;Bellingwedde                       ;7;01 ;08 ;42.0;9695.0;1.0;110;60;50;13.0;11.0;22.0;39.0;15.0;19.0;30;;;;9575.0;11186.0;;45.0;;;1;;;;;;;;
33;70109;B   ;5.0;Bellingwedde                       ;7;01 ;09 ;21.0;9699.0;2.0;160;90;70;20.0;;31.0;29.0;;19.0;50;;;;7510.0;13046.0;;;;60.0;1;;;;;;;;
34;702;W   ;5.0;Bellingwedde                       ;7;02 ;   ;199.0;;;4310;2150;2160;17.0;10.0;28.0;27.0;18.0;17.0;1230;58.0;2.9;0.0;8690.0;13182.0;16.0;48.0;22.0;67.0;5;20.0;59.0;8.0;19.0;7.0;6.0;19.0;21.0
35;70200;B   ;5.0;Bellingwedde                       ;7;02 ;00 ;288.0;9697.0;1.0;2220;1080;1150;17.0;10.0;26.0;26.0;21.0;20.0;620;55.0;2.9;0.0;8713.0;12592.0;15.0;54.0;23.0;64.0;3;;;;;;;;
36;70201;B   ;5.0;Bellingwedde                       ;7;02 ;01 ;148.0;9697.0;1.0;490;260;220;18.0;13.0;33.0;27.0;8.0;13.0;130;68.0;3.1;;8304.0;12366.0;13.0;47.0;29.0;75.0;2;;;;;;;;
37;70202;B   ;5.0;Bellingwedde                       ;7;02 ;02 ;114.0;9698.0;1.0;670;320;360;15.0;10.0;26.0;29.0;20.0;19.0;180;60.0;2.9;;8622.0;13659.0;17.0;42.0;17.0;61.0;3;;;;;;;;
38;70203;B   ;5.0;Bellingwedde                       ;7;02 ;03 ;90.0;9698.0;1.0;250;140;110;21.0;4.0;37.0;26.0;12.0;10.0;70;57.0;2.9;;8236.0;13273.0;;44.0;;73.0;1;;;;;;;;
39;70204;B   ;5.0;Bellingwedde                       ;7;02 ;04 ;45.0;9698.0;1.0;140;70;70;;;25.0;33.0;18.0;10.0;40;;;;8463.0;14612.0;;;;;1;;;;;;;;
40;70206;B   ;5.0;Bellingwedde                       ;7;02 ;06 ;48.0;9697.0;1.0;80;40;30;19.0;;18.0;37.0;;;20;;;;;;;;;;1;;;;;;;;
41;70207;B   ;5.0;Bellingwedde                       ;7;02 ;07 ;126.0;9697.0;1.0;180;100;80;20.0;;40.0;30.0;;15.0;50;62.0;3.0;;8372.0;15610.0;;;;83.0;1;;;;;;;;
42;70208;B   ;5.0;Bellingwedde                       ;7;02 ;08 ;23.0;9698.0;1.0;160;90;70;21.0;9.0;28.0;28.0;14.0;;40;;;;10369.0;16109.0;;38.0;;;1;;;;;;;;
43;70209;B   ;5.0;Bellingwedde                       ;7;02 ;09 ;60.0;9698.0;1.0;130;70;60;17.0;9.0;32.0;30.0;12.0;16.0;30;;;;8985.0;15633.0;;;;;1;;;;;;;;
44;9;G   ;5.0;Ten Boer                           ;9;   ;   ;257.0;;;7190;3640;3550;22.0;13.0;31.0;22.0;11.0;15.0;1860;67.0;3.3;0.0;8486.0;14249.0;19.0;38.0;13.0;67.0;5;23.0;56.0;7.0;15.0;6.0;11.0;17.0;22.0
45;900;W   ;5.0;Ten Boer                           ;9;00 ;   ;312.0;;;5710;2880;2840;22.0;13.0;31.0;22.0;12.0;15.0;1480;67.0;3.3;0.0;8486.0;14271.0;20.0;38.0;12.0;69.0;5;18.0;57.0;5.0;16.0;6.0;12.0;18.0;25.0
46;90000;B   ;5.0;Ten Boer                           ;9;00 ;00 ;413.0;9791.0;1.0;4100;2030;2060;22.0;13.0;30.0;22.0;12.0;15.0;1070;67.0;3.2;0.0;8259.0;14022.0;20.0;41.0;13.0;69.0;4;15.0;61.0;4.0;18.0;6.0;13.0;20.0;25.0
47;90001;B   ;5.0;Ten Boer                           ;9;00 ;01 ;61.0;9798.0;1.0;500;250;250;21.0;13.0;28.0;27.0;11.0;14.0;140;62.0;3.2;;9779.0;16381.0;27.0;34.0;;71.0;2;;;;;;;;
48;90002;B   ;5.0;Ten Boer                           ;9;00 ;02 ;60.0;9797.0;1.0;460;240;230;24.0;11.0;36.0;20.0;9.0;15.0;120;72.0;3.4;;8803.0;14317.0;16.0;29.0;14.0;71.0;2;;;;;;;;
49;90003;B   ;5.0;Ten Boer                           ;9;00 ;03 ;21.0;9796.0;1.0;140;80;60;13.0;18.0;35.0;23.0;11.0;26.0;30;;;;10165.0;13954.0;;34.0;;66.0;1;;;;;;;;
50;90005;B   ;5.0;Ten Boer                           ;9;00 ;05 ;38.0;9797.0;3.0;60;30;30;21.0;;29.0;25.0;;17.0;20;;;;5604.0;11662.0;;;;;1;;;;;;;;
51;90009;B   ;5.0;Ten Boer                           ;9;00 ;09 ;84.0;9791.0;6.0;450;240;210;24.0;14.0;33.0;22.0;7.0;11.0;120;78.0;3.5;;9076.0;14680.0;15.0;33.0;;71.0;1;;;;;;;;
52;901;W   ;5.0;Ten Boer                           ;9;01 ;   ;71.0;;;1480;770;710;21.0;12.0;34.0;22.0;11.0;17.0;380;66.0;3.3;;8463.0;14090.0;17.0;38.0;19.0;57.0;3;;;;;;;;
53;90100;B   ;5.0;Ten Boer                           ;9;01 ;00 ;100.0;9792.0;1.0;720;370;350;20.0;12.0;33.0;24.0;11.0;17.0;190;65.0;3.2;;8554.0;14408.0;19.0;35.0;18.0;56.0;3;;;;;;;;
54;90101;B   ;5.0;Ten Boer                           ;9;01 ;01 ;42.0;9793.0;1.0;140;70;60;21.0;14.0;32.0;22.0;11.0;19.0;40;;;;8781.0;14997.0;;51.0;;;1;;;;;;;;
55;90102;B   ;5.0;Ten Boer                           ;9;01 ;02 ;54.0;9795.0;1.0;310;150;150;16.0;8.0;35.0;24.0;17.0;27.0;80;59.0;2.9;;9575.0;13205.0;;44.0;28.0;54.0;1;;;;;;;;
56;90104;B   ;5.0;Ten Boer                           ;9;01 ;04 ;12.0;9792.0;1.0;100;60;50;28.0;;42.0;14.0;;;20;;;;;;;;;;1;;;;;;;;
57;90106;B   ;5.0;Ten Boer                           ;9;01 ;06 ;39.0;9794.0;1.0;70;30;30;32.0;;36.0;18.0;;14.0;20;;;;;;;;;;1;;;;;;;;
58;90109;B   ;5.0;Ten Boer                           ;9;01 ;09 ;34.0;9792.0;4.0;150;80;70;27.0;;29.0;20.0;;7.0;30;;;;6534.0;14044.0;;35.0;;;1;;;;;;;;
59;10;G   ;4.0;Delfzijl                           ;10;   ;   ;798.0;;;30540;15190;15360;18.0;12.0;30.0;26.0;15.0;20.0;8280;58.0;2.9;5.0;8531.0;13750.0;20.0;44.0;27.0;47.0;7;14.0;68.0;5.0;21.0;9.0;6.0;28.0;18.0
60;1000;W   ;3.0;Delfzijl                           ;10;00 ;   ;1043.0;;;21360;10550;10810;18.0;12.0;29.0;26.0;15.0;22.0;5780;57.0;2.9;7.0;8576.0;13727.0;20.0;45.0;31.0;47.0;7;11.0;73.0;4.0;23.0;8.0;6.0;32.0;17.0
61;100000;B   ;4.0;Delfzijl                           ;10;00 ;00 ;915.0;9934.0;1.0;960;440;520;6.0;7.0;15.0;27.0;46.0;34.0;280;22.0;2.3;;9983.0;11753.0;13.0;55.0;32.0;49.0;6;4.0;86.0;1.0;33.0;9.0;4.0;39.0;10.0
62;100001;B   ;4.0;Delfzijl                           ;10;00 ;01 ;505.0;9936.0;1.0;2140;1080;1060;16.0;10.0;29.0;28.0;17.0;18.0;630;53.0;2.8;0.0;8871.0;13681.0;21.0;42.0;24.0;40.0;5;24.0;71.0;13.0;8.0;7.0;6.0;37.0;5.0
63;100002;B   ;3.0;Delfzijl                           ;10;00 ;02 ;1323.0;9933.0;3.0;9690;4820;4880;19.0;15.0;28.0;24.0;14.0;24.0;2520;60.0;2.9;12.0;7760.0;12751.0;15.0;50.0;44.0;38.0;5;9.0;65.0;2.0;29.0;8.0;7.0;18.0;26.0
64;100003;B   ;3.0;Delfzijl                           ;10;00 ;03 ;1201.0;9934.0;1.0;3930;1900;2030;14.0;9.0;24.0;31.0;22.0;21.0;1130;44.0;2.7;1.0;10029.0;14861.0;25.0;43.0;24.0;55.0;4;10.0;54.0;2.0;15.0;4.0;4.0;29.0;36.0
65;100004;B   ;4.0;Delfzijl                           ;10;00 ;04 ;647.0;9932.0;1.0;1760;880;870;22.0;12.0;34.0;30.0;2.0;8.0;510;66.0;3.1;1.0;9870.0;17539.0;40.0;26.0;11.0;81.0;2;;;;;;;;
66;100005;B   ;5.0;Delfzijl                           ;10;00 ;05 ;494.0;9932.0;1.0;2890;1440;1450;25.0;12.0;39.0;18.0;6.0;22.0;700;74.0;3.2;7.0;7805.0;13681.0;18.0;41.0;22.0;52.0;3;;;;;;;;
67;1001;W   ;5.0;Delfzijl                           ;10;01 ;   ;115.0;;;730;400;340;18.0;9.0;35.0;27.0;11.0;15.0;220;56.0;2.9;;9212.0;14317.0;21.0;36.0;15.0;59.0;3;;;;;;;;
68;100103;B   ;5.0;Delfzijl                           ;10;01 ;03 ;59.0;9937.0;1.0;340;170;160;17.0;11.0;39.0;25.0;8.0;15.0;100;56.0;2.9;;9189.0;14839.0;25.0;31.0;;59.0;1;;;;;;;;
69;100104;B   ;4.0;Delfzijl                           ;10;01 ;04 ;594.0;9931.0;1.0;70;40;30;18.0;;28.0;32.0;;18.0;20;;;;;;;;;;1;;;;;;;;
70;100107;B   ;5.0;Delfzijl                           ;10;01 ;07 ;51.0;9937.0;1.0;300;170;140;17.0;9.0;32.0;31.0;12.0;14.0;90;56.0;2.9;;9098.0;13568.0;;41.0;24.0;53.0;2;;;;;;;;
71;100108;B   ;5.0;Delfzijl                           ;10;01 ;08 ;114.0;9936.0;1.0;20;10;10;;;;;;;10;;;;;;;;;;3;;;;;;;;
72;100109;B   ;5.0;Delfzijl                           ;10;01 ;09 ;69.0;9905.0;1.0;0;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
73;1002;W   ;5.0;Delfzijl                           ;10;02 ;   ;154.0;;;4140;2080;2060;17.0;11.0;30.0;25.0;17.0;19.0;1110;61.0;3.0;;8236.0;13001.0;15.0;46.0;24.0;46.0;4;17.0;58.0;4.0;21.0;17.0;6.0;11.0;25.0
74;100200;B   ;5.0;Delfzijl                           ;10;02 ;00 ;128.0;9946.0;1.0;1030;520;520;19.0;11.0;31.0;26.0;13.0;14.0;290;63.0;3.0;;7782.0;13636.0;15.0;42.0;26.0;44.0;3;;;;;;;;
75;100201;B   ;5.0;Delfzijl                           ;10;02 ;01 ;94.0;9947.0;3.0;470;240;230;16.0;11.0;34.0;25.0;14.0;16.0;130;57.0;2.9;;7260.0;11050.0;;49.0;32.0;43.0;1;;;;;;;;
76;100202;B   ;5.0;Delfzijl                           ;10;02 ;02 ;95.0;9948.0;1.0;260;130;130;14.0;12.0;32.0;26.0;16.0;19.0;80;52.0;2.8;;8508.0;12592.0;17.0;53.0;20.0;39.0;2;;;;;;;;
77;100203;B   ;5.0;Delfzijl                           ;10;02 ;03 ;32.0;9949.0;1.0;120;60;50;18.0;11.0;36.0;22.0;12.0;12.0;30;;;;8735.0;13681.0;;;;;1;;;;;;;;
78;100205;B   ;5.0;Delfzijl                           ;10;02 ;05 ;221.0;9945.0;1.0;2000;960;1040;16.0;10.0;27.0;26.0;21.0;24.0;500;61.0;3.0;;8531.0;12978.0;15.0;47.0;26.0;49.0;3;;;;;;;;
79;100207;B   ;5.0;Delfzijl                           ;10;02 ;07 ;72.0;9945.0;1.0;80;50;30;29.0;;45.0;;;;20;;;;;;;;;;1;;;;;;;;
80;100209;B   ;5.0;Delfzijl                           ;10;02 ;09 ;35.0;9947.0;6.0;180;100;80;23.0;9.0;32.0;26.0;11.0;14.0;50;62.0;3.2;;8871.0;13681.0;27.0;43.0;;44.0;1;;;;;;;;
81;1003;W   ;5.0;Delfzijl                           ;10;03 ;   ;109.0;;;4300;2170;2140;20.0;12.0;32.0;24.0;12.0;14.0;1170;64.0;3.1;0.0;8486.0;14657.0;22.0;38.0;15.0;50.0;5;19.0;52.0;7.0;17.0;9.0;5.0;14.0;28.0
82;100300;B   ;5.0;Delfzijl                           ;10;03 ;00 ;84.0;9906.0;1.0;710;340;370;17.0;12.0;28.0;24.0;18.0;20.0;180;62.0;3.1;;9393.0;15474.0;29.0;35.0;;50.0;2;;;;;;;;
83;100301;B   ;5.0;Delfzijl                           ;10;03 ;01 ;169.0;9909.0;1.0;1320;660;650;21.0;12.0;33.0;20.0;15.0;16.0;340;63.0;3.2;;7578.0;13409.0;16.0;45.0;18.0;47.0;3;;;;;;;;
84;100302;B   ;5.0;Delfzijl                           ;10;03 ;02 ;127.0;9905.0;1.0;1070;530;530;20.0;11.0;33.0;29.0;8.0;12.0;310;60.0;3.0;;9439.0;16155.0;27.0;28.0;13.0;56.0;3;;;;;;;;
85;100303;B   ;5.0;Delfzijl                           ;10;03 ;03 ;46.0;9908.0;1.0;300;160;140;22.0;8.0;38.0;23.0;9.0;15.0;80;73.0;3.1;;8849.0;14997.0;19.0;33.0;;44.0;2;;;;;;;;
86;100304;B   ;5.0;Delfzijl                           ;10;03 ;04 ;40.0;9907.0;1.0;210;100;100;25.0;10.0;32.0;22.0;11.0;9.0;60;68.0;3.2;;7215.0;14067.0;;;;49.0;1;;;;;;;;
87;100305;B   ;5.0;Delfzijl                           ;10;03 ;05 ;20.0;9904.0;1.0;110;50;50;17.0;10.0;30.0;30.0;11.0;14.0;30;;;;7147.0;12184.0;;55.0;;;1;;;;;;;;
88;100309;B   ;5.0;Delfzijl                           ;10;03 ;09 ;45.0;9909.0;6.0;600;310;290;20.0;15.0;32.0;27.0;6.0;10.0;160;69.0;3.3;;8077.0;13976.0;20.0;42.0;14.0;49.0;2;;;;;;;;
89;14;G   ;1.0;Groningen                          ;14;   ;   ;2992.0;;;168690;82800;85880;13.0;20.0;36.0;18.0;13.0;47.0;31460;60.0;2.8;3.0;8667.0;13114.0;14.0;46.0;28.0;55.0;9;14.0;67.0;7.0;20.0;8.0;15.0;17.0;19.0
90;1400;W   ;1.0;Groningen                          ;14;00 ;   ;4984.0;;;14540;7720;6820;4.0;32.0;43.0;12.0;8.0;79.0;1180;53.0;2.6;2.0;8667.0;13523.0;16.0;45.0;24.0;55.0;8;8.0;75.0;4.0;32.0;15.0;14.0;10.0;17.0
91;140000;B   ;1.0;Groningen                          ;14;00 ;00 ;5121.0;9712.0;1.0;1910;1040;870;3.0;35.0;41.0;13.0;8.0;82.0;140;37.0;2.5;2.0;8599.0;14884.0;19.0;38.0;23.0;63.0;6;5.0;78.0;4.0;37.0;12.0;15.0;10.0;17.0
92;140001;B   ;1.0;Groningen                          ;14;00 ;01 ;4753.0;9711.0;1.0;4890;2660;2220;4.0;32.0;47.0;11.0;7.0;82.0;340;56.0;2.5;2.0;8803.0;13636.0;17.0;46.0;26.0;56.0;7;6.0;78.0;3.0;34.0;18.0;13.0;10.0;16.0
93;140002;B   ;1.0;Groningen                          ;14;00 ;02 ;4646.0;9711.0;1.0;2540;1300;1230;6.0;29.0;46.0;13.0;7.0;73.0;260;58.0;2.6;1.0;8803.0;13001.0;11.0;48.0;26.0;53.0;5;18.0;66.0;9.0;21.0;15.0;13.0;8.0;16.0
94;140003;B   ;1.0;Groningen                          ;14;00 ;03 ;5428.0;9712.0;1.0;1400;810;590;3.0;34.0;48.0;12.0;3.0;84.0;90;51.0;2.6;2.0;9643.0;15156.0;25.0;38.0;19.0;55.0;5;11.0;72.0;5.0;27.0;14.0;20.0;6.0;17.0
95;140004;B   ;1.0;Groningen                          ;14;00 ;04 ;5322.0;9712.0;1.0;3790;1900;1900;5.0;34.0;37.0;13.0;12.0;77.0;340;53.0;2.6;1.0;8100.0;12592.0;16.0;49.0;23.0;53.0;6;10.0;73.0;5.0;32.0;9.0;15.0;11.0;17.0
96;1401;W   ;1.0;Groningen                          ;14;01 ;   ;3132.0;;;21990;10720;11270;10.0;26.0;32.0;18.0;13.0;52.0;3840;53.0;2.7;4.0;8032.0;12729.0;13.0;49.0;35.0;54.0;7;15.0;66.0;7.0;16.0;6.0;16.0;21.0;19.0
97;140100;B   ;1.0;Groningen                          ;14;01 ;00 ;4708.0;9718.0;1.0;5570;2750;2820;8.0;34.0;38.0;14.0;6.0;69.0;610;54.0;2.8;1.0;8781.0;15429.0;26.0;35.0;20.0;72.0;6;11.0;66.0;6.0;14.0;7.0;18.0;21.0;23.0
98;140101;B   ;1.0;Groningen                          ;14;01 ;01 ;3633.0;9726.0;1.0;3410;1560;1850;4.0;37.0;38.0;11.0;10.0;74.0;350;52.0;2.6;1.0;7964.0;13092.0;12.0;43.0;29.0;52.0;5;9.0;79.0;5.0;21.0;8.0;16.0;28.0;12.0
99;140102;B   ;1.0;Groningen                          ;14;01 ;02 ;3102.0;9743.0;1.0;60;30;30;;22.0;35.0;28.0;;52.0;10;;;;;;;;;;3;;;;;;;;
100;140103;B   ;1.0;Groningen                          ;14;01 ;03 ;3006.0;9718.0;1.0;2160;1040;1110;6.0;21.0;39.0;17.0;17.0;61.0;340;46.0;2.5;3.0;8667.0;11322.0;5.0;58.0;37.0;44.0;4;13.0;70.0;2.0;22.0;5.0;12.0;28.0;17.0
101;140104;B   ;2.0;Groningen                          ;14;01 ;04 ;2057.0;9743.0;1.0;5340;2550;2780;17.0;13.0;26.0;23.0;21.0;31.0;1310;57.0;2.8;9.0;7510.0;11299.0;6.0;57.0;49.0;49.0;4;16.0;66.0;7.0;32.0;6.0;9.0;12.0;18.0
102;140105;B   ;2.0;Groningen                          ;14;01 ;05 ;2031.0;9743.0;1.0;5310;2690;2620;12.0;26.0;25.0;23.0;14.0;40.0;1180;51.0;2.7;3.0;7465.0;12343.0;13.0;51.0;39.0;49.0;4;20.0;57.0;11.0;16.0;0.0;19.0;12.0;23.0
103;140106;B   ;3.0;Groningen                          ;14;01 ;06 ;1452.0;9743.0;1.0;150;80;60;17.0;14.0;37.0;22.0;9.0;36.0;30;;;7.0;10074.0;13296.0;;41.0;;;4;31.0;59.0;14.0;3.0;2.0;18.0;22.0;11.0
